NDSN,Nordson Corporation - Common Stock,NASDAQ
110.70,110.41,111.79,109.32
111.00,109.82,111.00,108.67
110.18,111.67,113.31,109.05
111.68,110.02,112.50,109.58
108.56,104.88,109.34,104.48
104.60,105.98,106.80,103.43
104.86,106.42,106.91,104.05
102.88,105.18,108.94,100.32
105.00,103.57,106.26,103.08
105.25,104.79,105.96,103.79
105.82,105.51,106.80,104.86
106.85,109.07,109.79,104.81
109.56,107.87,109.96,107.32
107.49,108.33,108.81,105.70
108.97,109.80,110.35,107.87
110.50,112.45,113.64,110.00
115.69,112.31,115.70,111.61
112.32,114.22,115.00,111.01
115.06,114.87,115.78,113.58
114.74,115.06,115.24,113.96
116.10,115.18,116.99,114.01
116.01,115.67,116.01,114.66
115.60,116.39,117.31,115.25
117.56,117.49,118.10,116.31
117.82,115.07,118.83,114.80
116.49,114.10,117.39,112.82
114.23,113.86,115.10,113.60
113.00,111.11,113.68,111.04
56.11,55.40,56.12,54.25
55.12,55.39,55.43,54.58
55.10,55.60,56.26,54.75
54.93,53.65,54.93,53.14
53.88,54.10,54.60,53.25
55.19,55.22,55.33,54.36
55.83,55.17,56.21,54.87
54.89,54.58,55.15,54.07
54.85,55.32,55.91,54.77
55.24,55.68,55.80,54.57
55.68,55.74,56.04,55.37
55.97,56.97,57.61,55.97
57.36,55.43,58.01,55.41
55.45,54.37,56.44,53.84
54.42,52.81,54.60,52.02
52.16,52.53,53.45,51.56
53.29,52.18,53.74,51.87
52.26,53.17,53.78,51.81
53.61,53.35,53.96,52.99
53.21,51.74,53.24,51.63
51.40,52.26,52.72,50.78
52.56,51.88,52.83,51.33
51.38,51.01,52.25,50.97
50.54,50.81,51.12,50.13
51.05,52.27,52.35,50.61
52.80,54.41,54.65,52.80
50.96,50.66,52.94,50.56
50.00,50.26,50.80,49.25
50.36,49.42,50.51,49.40
49.13,49.73,50.14,48.63
49.50,50.30,50.42,49.30
50.55,50.42,51.03,50.15
51.29,52.02,52.04,50.46
51.97,50.66,52.71,50.47
50.61,51.11,51.32,49.66
50.09,50.90,51.45,49.71
50.77,50.54,51.16,50.29
51.09,50.79,51.32,50.31
50.47,50.63,50.96,50.31
50.81,50.43,51.18,50.43
49.99,48.98,50.41,48.96
49.26,48.99,49.65,48.76
49.77,51.42,51.62,49.76
50.64,50.60,51.50,50.24
50.53,50.38,51.24,49.76
50.83,50.52,51.64,50.31
50.28,50.46,51.00,50.06
51.00,51.87,52.09,50.63
51.65,51.49,52.47,51.34
50.72,51.84,52.00,49.56
51.99,51.34,52.25,50.74
51.68,51.61,52.37,51.14
51.92,53.40,53.61,51.63
53.82,54.01,54.35,53.02
54.21,54.85,55.39,53.94
55.05,56.12,56.33,54.95
56.01,56.09,56.42,55.76
56.08,57.52,57.52,55.81
57.93,59.01,59.07,57.44
58.22,58.65,58.91,57.91
57.92,56.81,58.14,56.55
56.83,55.86,57.06,55.74
55.89,55.85,57.01,55.51
56.17,55.09,56.85,54.97
55.39,54.82,55.49,54.23
54.68,53.67,54.75,53.21
54.04,55.21,55.34,53.82
55.27,55.26,56.25,54.08
55.61,55.77,56.49,54.76
55.71,55.95,56.36,55.11
55.31,56.48,56.78,55.19
56.35,55.25,56.93,55.08
54.86,52.60,54.98,52.46
52.75,51.28,53.50,51.15
50.50,51.03,51.47,49.85
51.72,50.50,51.79,49.79
50.00,48.48,50.78,48.38
48.66,47.91,48.66,46.75
47.16,44.42,47.16,44.39
45.26,43.13,45.26,42.03
41.45,38.50,42.39,38.41
39.38,41.76,41.80,38.10
40.38,39.89,41.48,39.80
40.15,43.00,43.66,39.94
43.42,44.06,44.86,42.90
44.65,45.30,45.32,44.35
44.73,44.52,45.34,44.15
44.85,43.90,45.21,43.47
42.26,41.29,43.68,40.87
36.51,39.31,41.13,36.12
40.42,38.21,40.42,38.05
38.24,40.07,40.07,37.89
40.00,40.57,40.75,39.08
40.97,39.73,41.35,39.29
39.15,41.73,41.81,38.70
42.38,43.93,44.03,41.88
43.56,44.04,44.46,43.08
44.43,43.90,45.25,43.47
43.93,43.09,44.61,42.89
42.04,41.45,42.89,41.23
39.76,40.61,41.02,39.37
41.52,42.62,42.96,41.29
42.05,41.64,42.88,41.52
41.16,40.51,42.36,40.09
39.79,40.41,40.87,39.14
40.78,42.50,42.71,40.66
42.93,43.75,44.49,41.89
44.27,44.57,44.87,43.86
44.75,44.62,45.13,44.01
43.62,44.13,44.65,43.20
44.29,43.16,44.44,43.13
43.01,41.95,43.34,41.88
40.33,39.51,40.49,38.91
39.23,39.10,40.25,38.87
39.49,40.93,40.99,38.36
41.98,42.09,43.46,41.74
42.24,40.02,42.56,39.91
40.97,41.21,41.40,39.97
40.34,39.74,40.84,39.67
39.43,37.21,39.90,37.15
36.61,40.41,40.49,36.61
40.30,40.40,40.99,39.87
40.40,41.11,41.14,39.71
41.25,40.65,41.81,40.30
41.64,42.56,42.59,41.54
42.16,43.03,43.28,42.08
43.45,44.70,45.34,43.14
44.17,43.54,45.06,42.99
44.24,45.16,45.36,43.73
44.85,43.62,45.11,43.33
43.90,45.17,45.88,43.22
45.05,43.65,45.15,43.43
43.71,43.25,44.46,42.18
44.15,44.44,44.50,43.41
44.67,46.23,46.34,44.21
45.74,44.48,46.19,44.33
45.37,45.20,45.61,43.57
46.78,47.99,48.70,46.78
47.81,47.57,48.22,47.04
46.64,46.37,47.77,46.01
44.73,45.20,46.18,44.31
45.95,46.24,46.73,45.23
46.91,47.59,47.79,45.76
47.01,47.69,47.81,46.18
47.33,46.03,47.89,45.35
46.54,46.78,47.14,45.74
45.39,44.00,46.06,43.59
44.74,44.43,45.04,43.91
45.14,45.50,45.87,44.71
45.35,44.58,45.67,43.98
44.35,45.42,45.71,43.91
44.80,44.84,46.03,44.67
44.84,43.80,45.05,43.54
44.10,43.81,44.12,43.41
42.94,42.89,43.21,42.33
42.86,43.09,43.55,42.54
42.70,42.08,42.72,41.90
41.78,42.21,42.86,41.78
43.42,43.73,44.17,43.04
43.66,44.04,44.50,43.61
45.90,47.06,47.07,45.90
46.65,46.52,47.52,46.30
47.23,47.07,47.69,46.83
47.96,47.96,48.57,47.27
48.09,48.39,48.96,47.65
47.99,48.05,48.49,46.98
47.44,46.24,47.71,45.95
46.55,47.32,47.71,46.17
46.63,46.65,46.73,45.95
47.19,46.23,47.63,45.96
45.81,44.53,46.03,44.34
43.93,40.43,44.31,39.38
40.56,40.25,41.78,39.98
40.54,39.65,40.54,39.50
40.53,41.34,41.95,40.27
41.06,41.01,41.34,39.85
41.21,40.96,41.55,40.73
40.94,41.36,42.13,40.94
41.07,41.22,41.67,40.99
41.18,40.38,41.29,40.26
40.40,41.40,41.52,40.40
41.23,41.18,41.66,41.12
42.14,41.59,42.71,41.45
41.17,41.60,41.75,40.82
41.37,42.04,42.35,41.05
42.06,41.85,42.21,41.63
42.01,41.32,42.18,41.24
42.00,42.01,42.13,41.62
41.95,41.99,42.34,41.92
42.24,42.42,42.59,41.71
42.04,42.16,42.28,41.74
42.77,42.86,43.32,42.77
42.83,43.72,43.94,42.66
43.83,45.00,45.18,43.76
44.67,44.92,45.10,44.43
44.81,45.40,45.57,44.81
44.97,45.55,45.77,44.64
45.53,45.94,46.01,45.01
46.21,45.83,46.58,45.72
45.65,46.11,46.14,45.47
45.44,45.66,45.82,44.79
45.93,45.34,46.16,44.99
45.73,46.35,46.68,45.50
46.36,46.49,46.69,46.15
46.93,47.90,47.96,46.71
47.40,48.51,48.53,47.25
48.29,49.01,49.03,48.02
48.99,49.06,49.35,48.69
49.12,50.54,50.65,48.93
49.81,49.89,50.06,49.10
50.13,50.25,50.58,49.59
49.81,50.68,50.77,49.69
50.95,51.18,51.46,50.47
51.02,52.21,52.30,51.02
52.38,52.46,52.90,51.98
52.71,52.91,52.96,52.29
51.99,51.86,52.79,51.69
51.98,50.95,51.98,50.54
54.16,54.46,59.00,53.99
54.10,54.81,55.28,53.76
54.52,54.88,55.08,54.50
54.86,54.97,55.40,54.33
55.35,55.58,55.84,55.28
55.60,54.89,55.81,54.64
54.82,54.48,54.90,54.00
53.84,52.76,54.33,52.52
53.68,53.56,54.03,52.66
54.06,54.96,55.11,53.70
54.98,55.15,55.78,54.45
54.98,54.71,55.00,54.50
55.00,56.31,56.32,54.88
55.94,55.25,56.46,55.06
54.93,56.01,56.16,54.87
56.17,55.84,56.35,55.63
55.82,56.46,56.99,55.42
56.50,55.53,56.64,55.39
55.53,54.85,55.62,54.61
54.47,53.62,54.59,53.20
53.78,53.74,54.12,53.03
54.50,54.90,54.99,54.12
54.79,55.15,55.78,54.69
55.40,54.82,55.40,54.29
54.26,54.71,54.91,54.06
54.96,54.51,55.07,54.06
54.37,54.52,55.08,53.74
54.32,54.50,54.93,54.01
53.79,53.67,54.20,53.38
53.14,53.45,53.76,53.14
52.56,52.27,52.82,52.09
52.11,51.00,52.13,50.88
51.66,51.63,52.04,51.27
51.68,53.02,53.17,51.56
52.72,52.73,53.08,52.31
52.99,52.67,53.27,52.28
53.33,53.55,53.96,52.89
53.09,52.76,53.39,52.59
52.74,52.41,53.71,52.11
52.53,52.55,53.17,52.38
51.84,51.66,51.96,50.96
51.70,52.36,52.48,51.62
52.99,53.14,53.38,51.48
53.00,53.44,53.71,52.40
53.72,54.42,54.76,53.48
54.30,53.90,54.37,53.65
53.74,54.12,55.00,53.53
53.66,54.19,54.53,53.59
54.17,53.41,54.42,53.23
53.03,51.36,53.03,50.78
51.26,51.08,51.39,50.62
50.65,50.88,51.03,49.77
50.12,51.18,51.47,49.86
51.67,51.66,51.94,51.26
51.32,51.98,52.53,51.32
51.49,51.28,51.80,50.61
51.26,50.87,51.77,50.73
51.14,50.87,51.94,50.77
50.99,48.43,50.99,48.39
48.90,48.20,49.36,48.08
48.47,49.00,49.29,48.16
54.00,53.28,54.32,52.23
52.98,53.75,53.98,52.26
53.81,53.80,54.32,53.17
53.68,53.35,54.01,53.14
53.72,54.10,54.80,53.53
53.47,53.55,53.66,53.03
53.46,53.61,53.88,52.50
52.13,51.88,52.51,51.51
51.87,50.12,51.98,49.70
50.01,49.64,50.24,49.00
50.21,50.57,50.79,49.97
51.10,51.21,52.11,51.10
50.90,51.65,51.82,50.51
52.16,50.43,52.55,50.37
50.73,51.72,51.81,49.50
51.72,50.62,51.95,50.39
50.72,51.95,52.25,50.72
52.23,51.51,52.39,51.42
51.20,52.38,52.50,50.84
52.63,53.47,54.03,52.39
53.36,53.20,53.71,52.74
53.19,50.80,53.33,50.72
50.98,50.43,51.02,50.33
50.01,48.84,50.01,48.50
48.85,47.85,49.14,47.82
49.00,48.95,49.03,48.03
48.56,49.37,49.52,48.36
50.50,51.29,51.32,50.18
51.32,50.98,51.48,50.47
51.07,52.39,52.39,51.07
52.09,52.60,52.94,51.71
51.92,51.24,52.16,50.95
51.06,51.43,51.72,50.91
51.64,50.40,52.35,49.95
50.44,50.11,50.72,49.52
49.58,49.41,49.72,48.89
49.76,50.89,51.15,49.50
51.09,50.81,51.12,49.83
51.00,51.09,51.72,50.37
51.02,52.28,52.37,50.77
52.40,53.07,53.21,52.20
52.43,51.92,52.56,50.95
50.87,51.12,51.57,50.50
51.17,49.65,51.28,49.22
49.70,49.39,50.12,48.98
50.03,50.56,50.59,49.50
50.47,52.01,52.28,50.47
52.12,51.60,52.39,51.38
51.42,51.26,52.38,51.19
51.38,50.64,51.91,50.38
50.06,50.17,50.73,49.53
50.98,51.83,52.69,50.87
52.02,51.27,52.52,51.26
51.55,52.41,52.98,51.55
51.04,53.22,53.33,50.85
53.24,53.76,53.99,53.24
53.63,53.93,54.00,53.14
53.89,53.93,54.18,53.56
54.29,54.41,54.89,53.93
53.83,54.35,54.47,53.66
54.23,55.05,55.35,53.82
55.10,55.24,55.65,54.85
54.59,55.00,55.44,54.23
60.50,61.07,62.44,59.15
60.09,61.29,61.66,60.02
61.18,59.24,61.18,59.20
58.86,59.37,59.81,58.44
59.59,59.53,60.00,58.96
59.52,59.48,60.15,59.15
59.48,59.28,59.87,58.64
58.93,59.04,59.45,58.34
59.49,58.81,59.79,58.54
58.92,59.71,59.81,58.02
60.00,60.21,61.20,59.66
60.78,62.12,62.20,60.78
61.99,62.81,63.24,61.99
62.43,62.36,62.88,62.24
62.54,61.56,62.54,61.48
61.54,61.93,62.12,61.14
61.95,62.39,62.50,61.23
62.40,62.40,62.61,61.89
62.23,62.09,62.43,61.88
62.00,61.91,62.26,61.63
61.75,62.56,62.90,61.55
61.92,61.36,62.22,61.05
61.82,61.01,62.29,61.00
60.74,60.92,61.25,60.30
61.15,59.29,61.15,59.08
59.21,58.38,59.68,57.73
58.55,59.06,59.33,58.10
58.61,58.55,59.00,58.15
58.85,58.08,58.85,57.24
58.27,57.95,58.46,57.53
58.23,58.50,58.95,57.51
58.72,58.86,59.17,57.59
59.06,58.50,59.75,58.29
57.96,58.17,58.34,57.85
58.22,57.63,58.46,57.57
57.74,57.08,58.09,57.01
57.53,57.23,57.96,57.07
57.43,56.94,57.49,56.64
57.19,57.25,57.50,56.58
57.44,57.64,57.76,57.05
57.87,58.03,58.17,57.55
57.88,58.49,58.57,57.72
58.43,57.50,58.43,57.29
57.51,57.45,58.10,57.11
56.87,57.80,57.91,56.15
58.18,57.81,58.18,57.45
58.34,58.12,58.46,57.57
58.06,58.35,58.43,57.31
58.76,59.03,59.85,57.74
58.97,61.03,61.85,58.84
61.18,60.03,61.92,59.96
59.85,61.33,61.90,59.52
61.44,61.84,62.02,61.02
61.02,60.21,61.39,60.04
59.98,59.79,60.41,59.74
59.29,59.92,60.79,59.22
60.47,60.12,60.47,59.80
59.94,60.47,61.57,59.62
60.53,58.89,61.18,58.81
58.74,59.52,59.60,58.41
59.67,59.81,60.28,59.16
60.27,60.59,60.86,59.20
60.39,60.95,61.13,57.95
61.03,61.33,61.56,60.51
61.61,61.50,62.30,61.32
61.17,62.17,62.21,61.17
62.00,62.03,62.75,61.59
61.57,61.59,61.73,60.75
62.00,61.51,62.05,60.69
61.82,61.19,61.82,60.19
61.53,61.51,62.14,60.72
61.36,61.68,61.93,61.09
61.66,62.59,62.82,61.54
62.37,63.05,63.12,61.91
63.04,63.28,63.38,62.31
63.00,63.70,64.50,62.78
64.14,62.77,64.39,62.66
62.71,61.99,63.00,61.76
62.00,61.97,62.34,61.60
64.50,61.10,64.74,60.78
61.10,61.10,62.17,60.75
61.26,62.00,62.37,60.73
62.16,62.30,62.40,61.81
62.44,63.02,63.09,62.18
62.00,62.71,62.75,61.39
62.50,62.55,63.01,62.14
62.61,62.11,62.98,62.05
62.32,62.11,62.51,61.88
61.95,61.85,62.75,61.54
61.74,63.12,63.35,61.42
64.58,65.29,65.46,64.09
65.17,65.03,65.88,64.64
65.11,65.52,65.70,64.77
65.24,65.08,65.76,65.04
64.94,64.36,65.38,63.97
64.80,65.45,65.55,64.23
65.76,64.91,65.83,64.36
64.87,64.49,65.10,64.08
64.10,64.38,64.82,64.00
64.21,64.63,64.85,64.11
64.58,65.63,65.67,64.48
65.89,66.06,66.29,65.61
65.90,66.10,66.47,65.43
65.98,66.69,66.86,65.98
66.63,66.49,66.87,66.35
66.44,67.03,67.25,66.34
67.50,67.62,67.80,67.14
67.75,66.86,68.07,66.69
66.67,67.26,67.40,66.67
67.00,66.41,67.29,66.34
66.36,67.62,67.79,66.09
67.67,69.02,69.29,67.26
68.29,68.41,69.01,67.99
69.02,69.26,69.50,68.11
68.99,69.58,69.58,68.87
69.61,69.11,69.61,68.32
69.12,69.68,69.70,69.12
69.43,69.20,69.65,68.95
69.23,69.94,70.15,69.23
69.95,70.14,70.31,69.78
70.06,70.17,70.67,70.06
70.03,69.99,70.84,69.88
69.94,70.60,70.79,69.82
70.53,68.75,70.80,68.71
68.57,66.86,68.59,66.58
64.12,62.00,64.12,60.76
63.56,61.33,64.52,61.32
61.70,62.77,62.95,61.46
62.92,63.71,64.37,62.92
63.76,63.40,64.29,63.38
63.11,62.95,63.60,62.29
62.83,62.83,62.97,61.88
63.01,63.78,63.85,63.01
64.02,64.80,64.89,63.89
64.75,65.51,65.65,64.67
66.23,66.63,66.90,66.21
66.38,67.40,67.67,66.32
67.35,66.67,67.44,66.46
66.74,66.62,66.83,66.48
66.92,67.35,67.52,66.72
67.46,67.72,68.07,67.15
67.02,68.03,68.42,67.02
67.95,67.27,68.41,66.60
67.42,67.66,67.81,66.95
67.15,66.67,67.58,66.64
66.73,66.99,67.13,66.51
67.01,64.78,67.28,64.61
64.97,65.04,65.20,64.73
64.68,64.60,64.80,64.07
64.63,65.95,66.06,64.47
65.78,64.94,65.78,64.10
65.34,64.83,65.34,64.45
64.89,64.34,65.09,64.20
64.35,64.81,64.98,64.28
64.20,65.56,65.66,63.67
65.20,67.10,67.17,65.20
67.38,67.02,67.38,66.65
67.09,68.01,68.07,67.01
68.14,67.99,68.43,67.70
67.65,67.93,68.27,67.48
67.54,66.44,67.60,66.29
67.18,68.04,68.10,66.98
67.60,67.18,67.73,66.54
67.29,65.43,67.38,64.79
65.60,66.52,66.60,64.71
66.66,66.01,66.66,65.43
66.20,67.13,67.21,65.75
66.98,67.58,67.94,66.98
67.62,68.69,69.26,67.62
68.70,67.99,69.00,67.58
68.24,68.74,68.92,67.61
68.67,69.49,69.49,67.91
69.10,68.08,69.48,67.79
68.13,69.12,69.31,67.76
69.92,71.36,71.63,69.82
71.15,71.65,72.18,71.13
71.63,73.16,73.21,71.58
73.15,72.74,73.43,72.44
72.57,73.00,73.85,72.57
72.84,73.01,73.12,72.79
72.58,72.52,73.01,71.78
72.67,73.10,73.35,72.45
72.63,73.70,73.70,72.63
73.71,73.00,74.36,72.93
73.43,74.10,74.21,73.04
74.02,75.00,75.15,73.92
74.93,75.00,75.24,74.85
75.24,73.40,75.25,72.97
72.87,73.14,73.32,71.73
66.50,68.00,70.00,65.46
68.64,69.24,69.29,68.05
68.59,69.18,69.62,68.59
69.57,70.74,71.04,69.37
70.16,71.22,71.53,70.09
71.09,71.30,71.86,70.75
71.35,70.54,71.85,69.96
70.38,68.37,70.38,68.22
68.08,69.36,69.42,67.98
69.69,70.25,70.39,69.08
70.59,70.03,70.84,69.29
69.48,69.83,70.69,68.74
70.52,68.45,70.52,68.34
68.23,69.05,69.14,68.20
69.09,69.06,69.40,68.45
69.54,69.85,70.22,69.41
69.96,70.95,71.16,69.90
71.04,70.06,71.21,70.05
