ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,NASDAQ
205.10,207.26,207.69,205.10
208.94,209.40,210.08,208.01
210.56,209.99,210.56,209.07
211.42,212.38,212.75,209.46
213.71,213.25,213.87,212.50
215.28,214.85,215.28,214.14
215.56,213.75,215.56,212.81
214.91,215.81,216.72,214.50
216.61,214.50,216.61,214.16
215.66,215.26,216.64,214.86
215.83,214.64,215.83,213.19
216.42,214.80,216.42,214.16
215.70,215.62,215.92,215.34
215.98,215.46,215.98,215.07
215.00,214.10,215.00,213.57
214.75,215.00,215.00,214.01
215.00,215.32,216.84,215.00
216.75,213.99,216.75,213.89
213.55,213.69,214.51,213.02
214.72,211.62,214.72,211.43
214.33,213.12,214.33,212.00
214.14,215.05,215.74,213.84
215.97,215.69,216.30,214.88
216.52,217.54,217.71,215.94
218.56,218.21,218.56,217.07
218.69,218.32,219.11,217.50
219.55,218.43,219.55,217.50
218.61,218.39,218.61,216.30
218.53,219.27,219.67,218.53
