ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,NASDAQ
103.12,102.95,103.12,102.45
103.49,103.46,103.63,103.00
103.62,104.30,104.30,103.51
104.61,104.08,104.61,104.00
103.81,103.95,104.30,103.71
103.61,103.51,104.50,103.38
103.35,104.15,104.28,103.25
104.45,104.37,104.57,104.10
104.55,104.47,104.71,103.92
104.98,105.19,105.29,104.69
105.57,105.28,108.49,105.15
105.38,105.15,105.38,104.90
105.09,105.20,105.29,104.39
105.32,104.99,105.32,104.81
105.06,105.25,105.36,105.04
105.42,105.31,105.42,104.99
105.20,104.77,105.20,104.45
105.24,106.23,106.56,105.24
106.68,105.76,106.68,105.18
105.71,106.62,107.00,105.71
106.87,106.88,107.00,106.41
108.66,106.63,108.66,105.62
106.45,106.75,107.97,105.66
107.44,107.11,107.44,106.81
107.93,107.80,107.93,107.46
108.19,107.70,108.19,107.61
108.14,108.50,108.53,107.60
108.60,109.07,109.07,108.27
109.26,107.33,109.26,107.13
107.34,106.46,107.34,105.92
107.02,105.88,107.72,105.88
106.50,107.00,107.14,105.84
106.96,106.60,106.96,106.37
107.58,108.00,108.17,107.00
108.54,108.66,108.66,108.05
108.81,105.90,108.81,105.57
106.20,106.34,106.59,105.51
107.17,108.50,108.50,107.17
108.28,108.31,108.56,108.04
108.38,108.55,108.70,107.48
108.66,109.14,109.14,108.48
109.38,109.70,110.25,109.38
110.31,110.14,110.31,109.50
110.47,109.86,110.47,109.86
109.74,109.95,110.18,109.14
110.09,110.71,110.74,109.52
111.20,111.04,111.20,110.82
111.00,110.66,111.02,110.38
111.00,111.44,111.50,111.00
111.41,111.56,111.85,110.91
111.70,111.87,111.97,111.44
110.31,108.65,110.72,108.41
108.73,107.51,108.85,106.48
107.25,107.93,108.21,106.61
108.55,109.66,109.73,108.55
109.99,109.43,110.25,108.97
110.28,107.88,110.28,107.63
107.83,108.24,108.58,107.83
109.38,110.36,110.36,109.38
110.31,109.56,110.31,109.17
110.17,107.89,110.17,107.29
107.72,109.03,109.36,107.60
108.20,108.31,108.65,107.83
106.88,106.47,107.04,106.10
105.66,107.03,107.34,105.00
106.38,105.99,107.00,105.52
103.11,105.01,105.50,102.00
103.95,103.10,105.10,102.67
104.59,103.83,104.70,103.81
105.00,104.06,105.00,104.00
105.56,105.95,106.50,105.56
106.57,105.67,106.57,105.67
105.39,106.43,106.68,104.80
107.23,107.89,107.91,106.82
108.11,108.18,108.80,108.06
108.82,107.95,108.82,107.95
107.72,108.50,108.55,107.31
109.50,109.55,109.57,109.16
109.69,109.64,109.73,109.26
110.47,109.54,110.50,109.54
110.45,109.85,110.45,109.63
110.16,110.10,110.61,109.89
110.63,110.31,110.93,109.95
110.63,110.16,110.82,109.95
110.62,109.59,110.62,109.34
110.28,109.26,110.28,108.99
108.50,108.20,108.70,107.95
109.06,108.87,109.20,108.25
108.00,108.51,108.51,108.00
108.25,109.13,109.13,108.25
107.66,107.75,107.79,106.63
108.10,107.98,108.22,107.53
110.41,110.36,110.50,109.84
111.55,111.00,111.55,110.70
111.09,111.38,111.40,111.00
111.62,112.19,112.56,111.44
112.35,113.07,113.07,112.12
113.36,113.25,113.36,112.80
112.91,113.20,113.35,112.91
113.84,112.82,113.84,112.82
112.59,111.85,112.67,111.47
111.89,111.50,112.24,110.88
110.74,110.82,111.88,110.66
111.66,111.25,112.65,111.22
111.59,112.05,112.20,111.30
112.40,113.10,113.16,112.40
113.13,112.07,113.13,111.65
111.54,112.66,112.80,111.19
112.27,111.48,112.78,111.45
111.02,109.78,111.17,109.77
109.15,109.72,109.72,108.95
109.77,110.86,111.09,109.77
111.05,111.16,111.44,110.82
111.16,110.51,111.16,110.42
109.52,108.87,109.52,108.47
108.94,108.42,108.94,108.25
108.01,108.88,109.05,108.00
108.71,109.60,109.80,108.41
110.05,110.21,110.21,109.95
110.98,111.83,111.83,110.78
111.98,109.86,111.98,109.86
109.56,109.32,109.80,108.85
108.03,107.78,108.81,107.70
107.79,106.60,107.79,106.55
107.05,106.50,107.23,106.50
106.48,105.53,106.48,105.29
105.62,105.87,106.28,105.43
105.32,104.30,105.32,104.26
104.14,104.08,104.66,103.82
104.92,105.57,105.90,104.92
104.66,103.85,105.14,103.71
103.57,103.30,104.12,102.45
103.48,102.98,103.99,102.78
102.25,103.21,103.46,102.25
103.99,105.72,105.72,103.68
105.68,105.17,105.99,105.16
103.90,105.69,105.69,103.42
105.72,104.39,105.72,104.38
104.09,105.65,106.05,104.09
106.53,107.32,107.32,106.50
108.10,107.79,108.15,107.18
108.44,109.08,109.23,108.36
109.12,110.92,110.92,109.12
110.94,111.14,111.38,110.57
111.40,111.46,111.77,111.11
112.64,113.15,113.47,112.47
111.88,112.66,112.67,111.51
111.17,110.00,111.52,110.00
110.19,109.98,110.47,109.91
109.74,109.89,110.97,109.74
110.40,108.85,110.40,108.70
109.85,109.67,109.85,108.51
109.29,108.96,109.29,108.17
109.46,111.13,111.28,109.46
111.98,110.95,112.00,110.60
111.43,111.60,112.13,111.16
111.95,112.41,112.54,111.59
111.40,111.90,112.39,111.31
111.47,111.74,111.99,111.47
110.87,108.91,111.02,108.67
108.28,108.78,110.14,108.28
107.91,108.43,109.37,107.43
111.70,107.96,111.70,106.96
107.80,105.07,107.96,105.01
105.25,105.99,105.99,103.33
105.30,100.87,105.30,100.87
99.87,99.80,103.40,97.43
96.01,93.22,97.87,93.00
94.56,97.33,97.66,91.99
96.32,93.98,96.95,93.84
95.00,98.65,98.99,94.49
99.31,98.88,99.32,97.79
99.80,100.50,100.50,99.29
100.28,99.75,100.28,98.50
100.21,99.00,100.57,98.13
96.33,94.05,96.33,93.30
92.76,92.39,95.08,92.09
93.65,92.27,94.05,92.27
93.63,95.96,96.27,93.63
96.42,97.20,97.26,95.55
98.00,95.56,98.00,95.42
94.90,97.62,97.79,94.05
98.84,100.91,100.91,98.84
100.94,102.19,102.19,100.16
102.50,101.99,103.03,101.25
101.64,100.27,102.49,100.22
98.02,97.68,99.06,97.55
95.30,97.62,97.62,94.85
98.99,100.31,100.31,98.98
99.31,99.60,100.87,99.31
98.90,96.81,98.90,96.70
95.98,98.25,98.27,95.98
99.02,99.78,100.09,98.20
100.29,101.51,102.48,99.90
102.56,102.61,102.90,101.54
103.21,103.00,103.40,102.67
101.46,102.81,103.32,100.83
103.54,102.02,103.97,101.96
102.18,100.00,102.99,100.00
97.51,96.84,97.96,95.62
96.30,97.52,97.82,96.30
97.96,98.93,98.93,96.25
100.70,100.00,101.69,99.90
100.75,98.11,100.75,98.06
99.54,97.37,99.82,95.74
96.21,95.11,96.39,95.06
94.25,92.00,95.21,92.00
90.68,94.60,94.60,90.00
94.60,96.77,96.77,93.97
96.53,98.60,98.60,96.53
98.50,97.39,98.70,97.12
99.21,100.75,100.75,99.10
100.30,101.71,101.78,100.30
102.72,102.64,103.43,102.62
102.59,103.39,103.39,102.14
104.36,104.79,105.00,104.00
104.89,103.01,104.89,102.91
103.16,104.57,104.89,102.57
104.19,102.69,104.37,102.54
102.53,102.33,102.53,100.90
104.00,103.69,104.15,102.93
104.67,106.31,106.59,104.48
105.98,103.91,105.98,103.91
104.50,104.39,105.27,102.70
107.37,107.70,108.50,106.41
107.21,107.94,108.04,107.20
107.00,106.00,107.00,106.00
102.91,102.76,103.94,102.35
104.06,103.99,104.40,103.26
105.13,106.49,106.49,104.06
104.84,105.94,106.13,104.83
105.50,106.24,106.25,105.00
107.35,107.53,107.75,106.00
105.98,103.53,105.98,103.44
104.73,103.73,104.73,102.95
104.73,105.59,105.72,104.61
105.89,104.79,105.89,104.50
104.98,105.90,106.33,104.57
105.02,104.22,105.80,104.05
104.00,102.11,104.00,101.83
102.92,101.65,102.92,101.49
100.24,99.65,100.24,98.84
99.20,99.39,99.93,98.89
98.58,97.68,98.76,97.34
97.45,96.69,97.86,96.69
99.04,99.65,100.05,99.04
100.60,99.60,100.60,99.39
101.63,103.34,103.35,101.63
103.11,103.86,104.10,102.91
104.43,103.78,105.00,103.73
105.07,104.70,105.52,104.63
105.26,104.53,105.26,104.18
104.43,104.12,104.43,103.14
104.15,102.60,104.29,102.60
103.04,104.49,104.55,103.04
103.30,103.14,103.30,102.46
104.00,101.89,104.00,101.59
101.22,100.41,101.22,99.96
101.56,100.45,101.56,100.28
100.88,100.84,101.89,100.53
101.47,99.51,101.47,99.33
101.13,102.50,102.50,101.13
102.27,101.45,102.27,100.43
102.16,102.36,102.47,101.60
102.91,103.00,103.00,102.51
103.00,103.31,103.60,103.00
103.56,102.12,103.56,102.00
102.42,102.81,103.00,102.42
102.87,103.02,103.10,102.80
104.50,104.16,105.07,104.16
103.84,104.52,104.52,103.45
104.51,105.17,105.46,103.76
105.81,105.48,105.81,104.72
105.70,105.59,105.75,105.00
107.00,106.62,107.00,106.23
106.76,106.92,107.02,106.63
108.50,107.41,108.50,105.55
106.80,106.75,106.94,106.05
108.15,107.59,108.15,107.50
107.45,109.10,109.10,107.45
109.92,109.94,110.17,109.55
110.03,109.65,110.03,109.50
110.57,109.62,110.59,109.39
109.91,109.85,110.03,109.02
111.23,111.35,111.35,109.92
111.91,110.75,111.91,110.75
110.80,110.82,110.82,110.50
110.02,110.75,111.00,109.85
111.85,111.15,111.85,110.51
111.91,112.25,112.60,111.49
112.37,112.59,113.00,112.36
113.35,114.42,114.65,113.35
114.17,114.32,114.42,113.66
114.03,114.52,114.70,113.86
114.56,115.10,115.17,114.23
115.82,115.30,115.82,114.50
120.00,114.25,120.00,113.95
114.92,115.49,115.60,114.92
115.18,115.59,115.60,114.95
116.78,115.02,116.78,114.84
114.92,116.74,116.75,114.92
117.03,116.34,117.03,116.08
116.87,116.22,117.02,116.12
116.03,115.71,116.26,115.64
115.80,116.65,116.65,115.40
117.32,116.93,117.32,116.80
116.14,117.32,117.37,115.77
117.29,117.88,117.96,117.20
117.93,117.07,118.57,117.07
117.71,118.05,118.39,117.50
119.00,117.54,119.01,117.34
117.70,116.62,117.70,116.11
115.85,114.84,115.85,114.56
115.73,115.91,115.93,115.16
116.45,117.20,117.43,116.37
117.38,117.85,118.31,117.38
118.19,117.80,118.19,117.51
118.59,119.70,119.70,118.50
120.35,120.20,121.07,119.67
120.53,120.60,120.98,120.03
120.97,120.60,120.97,120.19
120.78,121.58,121.82,120.40
120.63,121.50,121.50,120.37
121.53,121.09,121.64,120.96
120.33,120.36,120.80,120.15
120.83,120.76,120.93,120.11
121.45,122.87,123.03,121.45
122.83,123.07,123.52,122.83
123.31,122.37,123.31,121.76
121.70,122.15,122.20,121.22
122.57,121.86,122.57,121.56
122.21,122.80,123.05,121.69
123.38,122.61,123.39,122.33
121.75,121.27,122.07,120.36
120.95,121.24,121.48,120.71
119.44,120.11,120.60,114.95
120.03,117.76,120.32,117.67
118.92,118.80,119.44,118.74
119.46,120.59,120.65,119.38
120.30,118.80,120.30,118.80
120.20,117.79,120.20,117.44
118.58,120.20,120.20,118.58
119.57,119.65,120.02,119.09
119.50,118.61,120.60,118.25
119.17,118.53,119.44,118.53
116.78,117.20,117.20,116.00
117.12,116.89,117.30,116.33
118.29,119.25,119.37,118.29
119.23,120.09,120.59,119.23
120.81,121.19,121.33,120.21
121.07,120.35,121.07,119.99
120.59,120.19,121.70,118.73
119.61,120.83,120.83,119.42
121.12,119.11,121.12,118.89
118.69,116.82,118.69,116.75
115.90,116.62,117.09,115.16
115.91,116.12,116.22,114.52
114.89,115.71,116.13,114.78
116.59,115.55,116.59,115.42
115.14,115.86,116.74,115.14
114.98,114.40,115.25,114.35
115.16,114.32,115.31,113.93
114.75,113.26,114.76,113.14
113.29,111.14,113.29,111.14
111.51,109.78,112.24,109.65
109.89,112.42,112.42,109.00
112.78,111.88,113.17,111.50
110.94,112.59,112.59,110.58
112.69,111.95,112.69,111.35
112.26,111.95,112.26,111.85
112.71,113.25,113.43,112.40
112.26,112.16,112.26,111.24
111.82,111.50,112.09,110.59
109.60,108.59,109.93,108.00
108.55,108.95,109.08,107.49
108.66,109.78,109.78,108.66
110.50,112.05,112.19,110.50
113.66,111.70,113.66,111.70
111.43,112.70,112.84,111.43
113.90,110.94,113.90,110.94
111.29,112.09,112.09,110.85
111.67,111.24,112.62,111.10
111.52,112.10,112.50,111.52
111.98,112.85,113.08,111.98
112.62,114.04,114.37,110.24
114.49,115.60,115.97,114.49
115.50,115.00,116.06,114.78
115.47,112.64,115.47,112.64
113.03,113.94,114.06,112.37
112.78,111.81,112.78,111.20
112.56,112.37,112.56,112.08
112.83,113.26,113.48,112.83
112.45,112.05,112.54,111.25
114.50,115.59,115.59,114.03
116.35,116.11,116.37,112.01
116.81,117.21,117.27,116.35
117.22,117.49,117.90,116.90
116.76,115.84,117.18,114.13
116.17,115.45,116.17,115.27
116.33,114.07,116.48,113.97
114.02,114.17,114.17,113.09
112.81,112.87,113.40,112.00
113.63,114.59,114.91,113.63
114.65,114.22,114.74,113.29
115.21,114.50,115.21,113.77
115.00,115.98,116.25,115.00
116.76,117.00,117.25,116.02
116.62,115.44,116.62,115.44
113.37,114.04,114.04,112.96
114.30,112.57,114.30,112.25
113.17,112.51,113.25,112.32
113.94,113.80,114.51,113.36
114.44,116.40,116.68,114.44
116.67,116.13,117.49,115.75
116.22,115.98,116.33,115.83
116.32,115.09,116.76,115.06
114.08,114.55,115.00,114.00
116.56,116.84,117.39,116.00
117.44,117.68,118.20,117.44
118.07,118.82,119.13,118.07
118.50,118.64,118.70,118.45
118.71,118.88,119.02,118.59
118.36,118.73,118.73,118.36
119.00,118.92,119.00,117.09
119.40,118.93,119.49,118.93
119.07,119.36,119.36,119.07
119.97,120.69,120.92,119.16
120.80,121.20,121.20,120.80
120.97,121.27,121.27,120.82
121.80,120.99,122.05,120.60
120.97,121.39,121.39,120.41
121.20,120.39,121.20,120.03
120.39,120.90,121.28,120.04
121.62,121.28,121.65,121.28
121.31,121.40,122.07,121.22
121.55,121.55,121.84,121.31
121.25,120.31,121.25,120.24
121.00,120.74,121.34,120.21
121.03,121.43,121.58,120.00
121.33,121.10,121.54,121.10
121.91,123.35,123.77,121.91
123.68,123.65,123.88,123.54
123.30,122.43,123.54,122.41
122.80,122.82,122.85,122.67
123.05,122.51,123.13,122.51
122.95,124.57,124.70,122.95
125.04,125.61,126.24,124.27
125.54,125.31,125.54,125.08
124.96,125.39,125.43,124.75
125.67,125.72,125.89,125.10
127.00,125.44,127.00,124.57
125.86,124.99,125.86,124.92
124.44,124.12,124.57,123.77
124.59,123.00,124.80,123.00
122.47,121.49,122.89,119.86
122.37,123.69,123.83,121.61
123.25,122.56,123.36,122.55
123.30,122.36,123.85,122.26
123.18,122.69,123.25,122.14
122.37,123.29,123.61,122.00
123.72,124.06,124.07,123.35
124.58,123.49,124.94,123.16
122.16,122.65,122.93,122.16
122.59,120.74,122.59,120.41
120.16,120.03,120.72,119.66
119.99,120.10,121.00,119.99
119.92,119.77,120.57,119.47
119.46,120.46,120.46,119.46
120.95,121.85,122.11,120.95
121.85,122.11,122.55,121.85
121.30,120.87,122.00,120.51
120.60,118.50,120.60,117.89
117.61,118.13,118.81,117.45
118.18,117.77,118.23,117.01
118.70,117.41,118.83,117.40
117.76,117.16,117.76,117.14
117.63,117.84,118.08,116.45
117.96,116.93,118.12,116.66
118.02,119.04,119.36,118.02
119.04,117.54,119.33,117.54
117.18,118.06,118.06,117.18
118.11,118.88,119.21,118.11
117.59,116.07,117.59,115.48
118.66,114.37,118.66,114.37
114.14,114.84,115.50,113.98
114.55,114.91,114.91,114.18
113.83,113.82,114.50,113.38
113.41,112.22,113.41,112.12
112.06,111.64,112.40,111.45
111.51,112.46,112.56,111.08
113.88,114.81,115.46,113.88
115.14,115.02,115.14,114.17
115.27,115.26,115.54,115.23
116.10,116.87,116.88,116.10
119.45,117.53,119.45,116.80
119.00,117.21,119.00,117.12
116.55,117.93,118.02,115.79
118.75,118.77,119.18,118.31
118.98,119.15,119.54,118.51
119.80,118.81,119.80,118.50
118.50,118.70,118.70,117.70
118.38,117.37,118.38,117.34
117.49,118.05,118.44,117.42
118.56,117.51,118.56,117.41
117.34,118.11,118.62,117.34
118.44,119.20,119.74,118.00
120.01,118.80,120.01,118.80
119.28,117.91,119.53,117.91
117.90,117.26,117.91,117.19
117.65,118.96,119.38,117.65
119.71,120.64,120.90,118.95
121.35,120.82,121.35,120.57
120.69,120.67,120.79,120.01
118.26,118.70,118.91,117.61
118.68,118.19,118.68,118.14
118.42,117.51,118.42,117.44
117.51,117.37,117.64,115.83
116.71,116.64,117.33,116.23
116.24,118.41,118.64,115.95
121.37,122.30,122.95,121.25
122.58,121.80,122.72,121.55
121.85,121.97,122.19,121.82
121.87,121.96,122.00,121.41
121.64,121.68,122.00,121.13
121.76,122.09,122.26,121.76
121.61,122.51,122.75,121.61
122.60,122.71,122.75,122.38
122.32,122.35,122.60,122.12
121.88,122.19,122.19,121.74
122.28,122.54,122.69,121.00
122.95,123.46,123.46,122.95
123.15,123.01,123.21,122.60
124.12,123.49,124.12,122.66
125.00,123.94,125.00,123.79
123.11,123.13,124.01,122.85
124.49,123.78,124.49,123.37
124.50,124.05,124.50,123.75
124.37,124.02,124.37,123.22
124.40,123.37,124.43,123.21
123.44,123.50,123.97,123.44
124.19,124.83,124.97,124.19
124.36,123.19,124.44,123.19
123.74,124.73,125.00,123.74
124.66,124.47,124.79,124.23
124.42,124.57,124.57,123.40
124.78,125.38,125.83,124.78
125.65,125.41,125.65,125.01
125.45,125.32,125.49,125.07
125.66,125.59,125.90,125.34
125.38,125.69,126.00,125.10
125.89,125.35,125.89,125.28
125.70,126.42,126.42,125.70
126.41,124.37,126.41,124.37
123.80,122.82,123.90,121.83
123.75,124.10,124.25,123.60
124.87,123.76,124.94,123.51
122.64,122.74,123.11,122.00
122.59,124.69,124.70,122.59
123.99,124.43,125.05,123.88
123.64,124.63,124.63,123.24
124.42,124.89,124.90,124.14
125.74,126.78,126.78,125.74
127.23,126.72,127.23,126.55
127.04,127.17,128.00,126.85
127.65,127.67,128.00,127.24
127.61,128.00,128.00,127.28
127.66,127.60,127.66,127.06
127.74,127.62,127.74,127.00
128.00,128.13,128.27,127.74
128.38,127.50,128.38,127.50
126.92,127.05,127.87,125.79
127.64,126.98,128.65,126.26
127.75,127.96,127.96,127.60
127.05,126.75,127.33,126.75
127.22,127.35,127.62,127.10
127.77,127.35,128.00,126.71
127.76,127.91,128.00,127.53
127.25,127.90,128.03,127.25
128.30,128.53,128.53,128.01
128.18,127.19,128.88,126.90
127.56,127.63,128.54,127.56
128.18,126.59,128.19,126.32
126.15,126.72,126.72,125.96
125.38,126.18,126.18,123.10
125.92,126.44,126.44,125.88
127.17,127.25,127.75,126.98
127.80,129.59,129.71,127.80
129.43,129.89,130.00,129.34
129.19,129.45,129.50,128.62
128.92,126.52,128.96,126.27
126.94,128.20,128.22,126.94
127.50,126.06,127.50,125.50
126.53,124.67,126.53,124.10
125.21,126.01,126.12,124.00
125.83,127.40,127.40,124.64
127.94,128.55,128.77,126.83
128.20,128.94,129.04,128.08
129.35,129.53,130.00,129.33
129.04,129.02,129.30,128.79
129.12,130.24,130.57,129.12
130.29,130.82,131.02,130.08
130.95,129.61,130.95,129.60
130.26,131.51,131.66,130.26
132.58,133.13,133.36,132.38
133.32,133.70,133.80,133.22
134.12,133.79,134.12,133.37
133.54,134.37,134.42,133.52
134.35,134.31,135.00,134.21
134.35,135.15,135.15,134.35
135.28,135.18,135.90,135.10
135.79,136.46,136.77,135.79
136.11,137.00,137.04,136.11
136.95,136.63,137.37,136.38
137.25,137.89,137.97,137.10
137.99,137.99,138.46,137.75
138.01,138.13,138.53,137.39
138.35,137.12,139.21,135.86
135.27,136.43,136.66,134.74
136.00,136.19,136.27,135.14
137.97,137.50,139.19,137.26
137.47,137.00,137.47,136.26
136.90,137.97,138.25,136.90
137.53,136.84,138.11,136.81
136.48,136.32,136.48,134.99
136.90,136.04,137.37,135.50
135.41,134.01,135.98,133.94
133.41,134.90,134.90,132.00
135.53,136.94,136.94,135.15
137.26,137.13,137.41,136.76
135.81,135.87,136.77,134.50
136.58,134.42,136.58,133.97
134.03,135.80,135.80,133.88
136.30,135.23,136.30,134.84
136.27,136.09,136.89,135.78
136.02,137.49,137.61,136.02
