CMI,Cummins Inc. Common Stock,NASDAQ
142.49,142.66,143.56,142.10
142.84,146.46,147.10,142.19
145.86,143.78,146.33,143.35
144.00,142.25,144.04,141.77
142.52,142.31,142.87,140.78
142.41,142.63,143.17,141.54
141.72,138.86,141.78,138.67
138.80,138.84,140.11,138.12
138.75,135.35,139.38,135.18
135.73,137.41,138.11,135.55
137.31,138.00,138.39,137.00
138.00,138.70,139.28,137.54
138.65,138.23,139.03,137.77
137.95,138.24,138.74,137.10
138.23,138.08,138.98,137.51
138.22,136.46,138.78,136.18
136.82,136.42,137.65,135.94
136.61,136.67,137.60,136.13
138.25,139.79,139.81,137.92
139.88,139.63,140.80,139.09
139.16,137.75,140.19,136.84
138.26,138.72,139.89,137.01
139.81,137.42,139.81,137.23
138.36,139.56,140.06,137.70
139.95,140.71,141.08,139.05
140.45,138.56,140.63,134.06
138.94,139.98,140.56,138.63
