JKJ,iShares Morningstar Small-Cap ETF,NASDAQ
155.97,156.76,156.98,155.06
156.44,158.56,158.87,156.44
158.65,160.65,160.98,158.65
161.03,160.75,161.30,160.47
160.02,158.69,160.06,158.69
159.23,159.01,159.98,158.08
158.51,157.45,158.72,157.43
157.18,157.82,158.81,157.00
158.74,157.71,158.95,157.71
158.95,158.70,158.95,158.33
158.82,159.89,159.95,158.82
159.61,158.73,159.61,158.60
158.44,156.98,158.44,156.66
157.30,157.68,157.68,157.14
157.97,158.27,158.50,157.97
158.69,156.50,158.69,156.40
157.36,156.79,157.36,156.16
157.20,156.22,157.20,156.18
159.20,156.53,159.20,155.77
157.88,159.34,159.50,157.08
158.86,157.65,158.86,156.95
157.76,157.35,157.76,157.09
156.79,155.85,156.79,155.75
158.31,157.39,158.31,156.38
158.30,157.46,158.30,157.07
157.61,156.49,157.61,154.97
159.11,157.62,159.11,157.25
