CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ
4.45,4.41,4.50,4.39
4.43,4.49,4.51,4.42
4.45,4.44,4.45,4.37
4.39,4.24,4.39,4.06
4.21,4.18,4.21,4.14
4.16,4.08,4.18,4.05
4.08,4.03,4.13,4.01
4.04,4.13,4.15,3.84
4.07,4.05,4.14,3.99
3.98,3.93,4.01,3.93
3.95,3.86,3.96,3.85
3.89,3.89,3.92,3.83
3.93,3.95,3.98,3.90
3.98,4.04,4.07,3.96
4.05,3.88,4.06,3.88
3.88,3.62,3.88,3.61
3.65,3.56,3.66,3.53
3.56,3.52,3.60,3.50
3.58,3.54,3.75,3.52
3.50,3.38,3.53,3.36
3.06,3.32,3.38,3.00
3.29,3.22,3.37,3.20
3.22,3.18,3.23,3.07
3.13,3.07,3.18,3.03
3.08,3.13,3.14,3.01
3.16,3.13,3.18,3.10
3.13,3.22,3.23,3.13
3.22,3.16,3.24,3.14
3.16,3.05,3.16,3.04
3.05,3.12,3.15,3.04
3.12,2.99,3.14,2.99
2.98,2.92,3.00,2.90
2.93,2.98,3.00,2.88
2.97,2.97,3.09,2.95
2.98,2.96,2.99,2.89
2.95,2.94,2.98,2.86
2.95,2.89,2.98,2.85
2.88,2.79,2.92,2.79
2.83,2.89,2.90,2.79
2.89,2.81,2.89,2.79
2.79,2.89,2.90,2.72
2.92,2.99,3.02,2.88
3.03,2.98,3.03,2.93
2.98,2.96,3.01,2.87
2.92,2.86,2.96,2.77
2.87,2.81,2.91,2.78
2.68,2.83,2.90,2.63
2.86,2.67,2.92,2.66
2.65,2.62,2.67,2.53
2.63,2.66,2.69,2.54
2.66,2.67,2.71,2.55
2.65,2.58,2.65,2.55
2.63,2.85,2.85,2.48
2.77,2.79,2.89,2.75
2.82,2.71,2.89,2.70
2.73,2.75,2.81,2.69
2.77,2.71,2.78,2.69
2.70,2.79,2.83,2.67
2.82,2.75,2.84,2.73
2.77,2.72,2.78,2.70
2.71,2.67,2.75,2.67
2.69,2.72,2.73,2.64
2.72,2.68,2.77,2.65
2.69,2.71,2.75,2.67
2.72,2.70,2.72,2.67
2.70,2.70,2.72,2.66
2.71,2.68,2.75,2.67
2.66,2.68,2.70,2.66
2.68,2.74,2.75,2.65
2.76,2.70,2.76,2.67
2.70,2.75,2.76,2.67
2.76,2.68,2.76,2.66
2.65,2.61,2.69,2.60
2.60,2.54,2.63,2.53
2.55,2.56,2.59,2.43
2.56,2.53,2.57,2.52
2.56,2.58,2.58,2.54
2.59,2.49,2.59,2.48
2.50,2.50,2.54,2.45
2.48,2.24,2.48,2.23
2.23,1.95,2.25,1.95
1.83,1.96,2.04,1.83
1.96,1.90,2.01,1.86
1.89,1.60,1.89,1.57
1.54,1.32,1.59,1.28
1.33,1.31,1.42,1.30
1.32,1.35,1.43,1.30
1.35,1.36,1.41,1.33
1.36,1.33,1.37,1.33
1.32,1.29,1.36,1.28
1.28,1.31,1.34,1.28
1.35,1.30,1.52,1.28
1.30,1.39,1.41,1.27
1.40,1.36,1.42,1.32
1.35,1.40,1.42,1.35
1.40,1.40,1.48,1.38
1.41,1.39,1.48,1.38
1.39,1.48,1.60,1.38
1.53,1.50,1.60,1.47
1.51,1.44,1.52,1.39
1.46,1.41,1.47,1.38
1.41,1.51,1.75,1.39
1.52,1.65,1.70,1.48
1.64,1.79,1.80,1.58
1.81,1.58,1.85,1.52
1.53,1.57,1.62,1.51
1.60,1.59,1.64,1.55
1.62,1.57,1.62,1.57
1.58,1.51,1.62,1.49
1.49,1.48,1.53,1.44
1.46,1.54,1.54,1.46
1.54,1.56,1.59,1.52
1.57,1.58,1.58,1.51
1.58,1.58,1.59,1.53
1.59,1.54,1.59,1.48
1.55,1.52,1.56,1.47
1.53,1.48,1.55,1.47
1.48,1.48,1.54,1.45
1.48,1.45,1.50,1.45
1.46,1.43,1.47,1.28
1.52,1.48,1.52,1.43
1.61,1.63,1.66,1.50
1.78,1.87,1.89,1.70
1.89,1.82,1.90,1.75
1.82,1.76,1.85,1.73
1.73,1.94,1.98,1.73
1.96,1.90,2.03,1.88
1.92,1.97,2.00,1.88
2.00,2.00,2.03,1.94
1.98,1.94,2.03,1.93
1.97,1.94,1.99,1.92
1.94,1.85,1.96,1.80
1.85,1.82,1.85,1.80
1.83,2.00,2.01,1.82
1.99,2.11,2.14,1.99
2.12,2.04,2.20,2.00
2.06,2.08,2.08,1.92
2.09,2.08,2.12,2.03
2.09,2.09,2.10,2.01
2.08,2.08,2.09,2.03
2.06,2.17,2.18,2.03
2.17,2.12,2.23,2.09
2.14,2.08,2.14,2.03
2.06,2.11,2.14,2.06
2.11,2.16,2.17,2.10
2.15,2.08,2.15,2.03
2.08,2.07,2.08,2.01
2.05,2.05,2.05,2.02
2.03,2.03,2.06,2.02
2.04,1.83,2.04,1.80
1.82,1.81,1.88,1.80
1.83,1.82,1.84,1.81
1.83,1.82,1.84,1.78
1.83,1.82,1.85,1.80
1.80,1.80,1.84,1.78
1.80,1.81,1.83,1.79
1.80,1.77,1.82,1.75
1.78,1.69,1.79,1.67
1.70,1.72,1.76,1.68
1.72,1.64,1.76,1.59
1.60,1.71,1.78,1.56
1.73,1.81,1.84,1.73
1.80,1.80,1.84,1.78
1.83,1.83,1.84,1.78
1.82,1.87,1.87,1.82
1.87,2.02,2.05,1.85
2.00,1.99,2.04,1.97
1.98,2.02,2.03,1.98
2.02,2.02,2.04,1.99
2.04,2.01,2.04,1.97
2.00,2.06,2.08,1.99
2.04,1.99,2.04,1.95
1.99,1.97,2.00,1.94
1.99,1.96,2.00,1.93
1.94,2.04,2.06,1.94
2.04,2.05,2.07,2.01
2.04,2.06,2.07,2.02
2.08,2.05,2.08,2.02
2.04,1.99,2.04,1.99
2.01,2.00,2.01,1.97
1.99,1.91,2.01,1.90
1.96,1.87,1.96,1.86
1.88,1.89,1.90,1.83
1.90,1.89,1.91,1.86
1.84,1.81,1.88,1.81
1.82,1.77,1.83,1.76
1.77,1.74,1.77,1.74
1.70,1.78,1.78,1.70
1.78,1.78,1.78,1.74
1.78,1.81,1.82,1.72
1.79,1.70,1.84,1.70
1.72,1.71,1.78,1.69
1.70,1.74,1.81,1.62
1.75,1.78,1.81,1.73
1.77,1.91,1.92,1.77
1.93,1.88,1.97,1.86
1.90,1.89,1.92,1.86
1.89,1.88,1.90,1.83
1.89,1.87,1.89,1.85
1.86,1.76,1.86,1.75
1.76,1.76,1.84,1.74
1.77,1.77,1.78,1.75
1.77,1.70,1.81,1.70
1.70,1.71,1.77,1.70
1.75,1.77,1.82,1.70
1.69,1.67,1.72,1.60
1.67,1.64,1.69,1.61
1.64,1.69,1.70,1.64
1.69,1.71,1.73,1.65
1.72,1.75,1.75,1.69
1.75,1.75,1.75,1.70
1.75,1.72,1.75,1.70
1.71,1.71,1.74,1.64
1.72,1.73,1.74,1.68
1.74,1.74,1.76,1.73
1.72,1.76,1.78,1.72
1.76,1.88,1.89,1.76
1.87,1.80,1.91,1.78
1.78,1.81,1.82,1.68
1.80,1.85,1.85,1.80
1.86,1.90,1.91,1.83
1.89,1.87,1.92,1.85
1.87,1.90,1.94,1.86
1.87,1.82,1.87,1.80
1.84,1.90,1.90,1.81
1.90,1.86,1.90,1.81
1.87,1.80,1.90,1.80
1.80,1.86,1.86,1.77
1.85,1.83,1.85,1.82
1.84,1.83,1.86,1.81
1.80,1.84,1.87,1.80
1.85,1.81,1.87,1.80
1.81,1.83,1.90,1.81
1.84,1.80,1.84,1.80
1.84,1.81,1.84,1.79
1.81,1.83,1.84,1.79
