MAN,ManpowerGroup Common Stock,NASDAQ
62.87,63.69,63.71,62.19
63.96,64.98,65.66,63.25
65.05,64.20,65.21,62.23
64.43,65.14,65.14,64.27
65.06,64.73,65.44,64.63
64.65,64.27,64.99,64.20
63.96,63.91,64.05,63.50
64.25,63.22,64.25,63.15
63.05,63.11,63.46,62.89
63.09,62.91,63.49,62.91
62.89,62.76,63.75,62.70
63.40,64.21,64.30,62.96
64.73,63.30,65.26,62.30
63.20,65.43,65.68,63.20
65.05,65.52,66.55,65.05
65.52,64.74,65.64,63.79
64.40,66.20,66.68,63.85
65.36,67.93,67.95,65.36
67.90,67.34,68.45,67.17
67.45,67.12,67.74,66.45
66.88,66.99,67.39,66.83
66.77,68.04,68.04,66.77
67.75,65.06,67.95,64.79
64.67,64.58,65.78,63.78
64.94,64.18,65.61,63.78
64.29,63.89,64.39,63.30
64.18,67.37,67.38,64.01
67.74,67.85,68.66,67.40
67.52,65.84,67.52,64.21
66.03,63.96,66.07,63.80
64.16,64.57,65.23,63.62
65.60,65.90,66.13,65.24
67.10,65.46,67.16,64.12
65.40,67.98,68.13,65.40
68.60,68.67,68.85,67.52
68.89,68.00,69.67,67.95
67.88,67.99,68.09,66.41
67.57,67.05,67.98,66.62
66.68,67.12,67.37,65.73
66.76,67.59,67.83,66.62
67.64,68.11,68.26,67.46
67.73,66.67,67.99,66.58
67.24,67.12,67.45,66.89
66.93,67.20,67.27,66.51
67.07,67.63,67.71,66.47
66.45,65.62,68.05,65.25
65.41,62.51,65.56,62.07
62.51,62.56,63.56,61.87
63.01,64.51,64.52,62.86
64.79,63.50,64.92,63.48
63.90,62.85,64.20,62.41
62.57,64.05,64.41,62.52
64.23,66.34,67.44,64.14
66.30,65.44,66.68,64.49
65.49,63.33,65.88,63.04
63.53,64.74,65.01,63.00
64.38,64.98,65.30,63.63
63.78,62.29,63.98,62.09
62.09,63.29,63.40,62.09
62.52,60.81,63.17,60.76
59.82,60.23,60.62,58.85
59.95,58.60,60.63,58.16
59.77,59.01,60.17,58.78
59.95,59.45,60.26,59.32
60.57,60.31,61.19,60.09
60.41,60.10,60.41,59.56
59.83,61.22,61.61,59.34
61.67,61.01,61.67,60.36
61.05,61.26,61.82,60.81
61.15,60.29,61.17,60.15
60.09,60.95,61.00,59.61
61.15,61.52,61.64,61.15
61.41,62.88,62.95,61.24
63.54,62.72,63.60,62.40
62.96,63.03,63.61,62.72
62.76,63.29,63.71,62.28
63.95,64.30,64.42,63.17
64.30,63.84,65.00,63.64
64.57,62.65,64.62,62.51
62.88,62.00,63.18,61.90
61.64,61.11,62.10,60.97
61.66,61.65,61.89,61.12
61.43,62.97,63.22,61.34
63.51,63.51,64.20,63.05
62.50,62.58,63.49,62.20
62.70,63.22,63.79,62.70
63.98,64.25,64.56,63.11
66.23,68.14,69.64,66.18
67.49,66.25,68.00,65.59
66.73,66.82,67.48,66.01
66.83,66.55,66.83,65.28
66.36,66.36,66.58,65.47
66.36,66.25,66.77,65.86
66.58,66.64,67.47,66.22
66.23,66.07,66.69,65.45
66.08,64.41,67.15,64.39
63.79,63.78,64.88,63.51
64.62,64.28,65.30,63.62
64.21,64.42,65.06,63.98
64.83,64.33,66.00,64.27
64.31,63.61,64.81,62.97
63.45,63.80,64.54,63.08
63.81,62.91,63.86,62.64
62.41,62.86,63.65,62.22
62.38,61.70,63.09,61.55
62.03,63.31,63.42,61.42
63.69,62.41,64.01,62.31
62.30,62.13,62.57,61.24
60.96,60.13,61.03,60.13
60.75,59.60,60.75,59.51
59.27,60.29,60.53,58.75
60.01,60.37,60.64,59.81
60.19,60.19,60.54,59.83
61.17,61.13,61.22,60.08
61.08,58.48,61.08,58.39
58.43,58.43,59.10,58.10
57.34,57.24,58.19,57.00
57.24,56.34,57.53,56.29
56.82,56.79,57.10,56.50
56.52,55.73,56.76,55.32
56.09,55.42,56.22,55.27
55.13,54.71,55.45,54.38
54.84,54.24,54.99,54.20
54.70,55.32,55.80,54.70
54.68,53.33,54.93,53.11
53.45,52.60,53.79,52.34
53.44,52.82,53.66,52.66
52.59,52.90,53.55,52.53
53.37,54.61,54.89,53.21
54.20,53.43,54.49,53.36
52.70,53.22,53.30,51.73
53.40,52.37,53.56,52.23
52.49,52.63,52.89,51.75
52.95,53.32,53.52,52.84
53.52,53.15,53.62,52.70
53.32,53.65,54.21,53.03
53.59,55.48,55.66,52.97
55.54,55.81,55.92,54.87
55.71,56.22,56.47,55.14
56.92,58.62,58.64,56.92
57.37,56.13,57.37,55.52
55.31,54.82,56.27,54.63
54.54,54.26,54.97,54.09
54.69,53.98,55.49,53.79
53.99,52.48,54.39,52.38
52.87,52.79,53.37,52.12
52.60,51.08,52.76,50.51
51.37,52.74,52.74,50.92
52.88,53.12,53.51,52.67
54.90,54.97,56.64,54.67
54.89,53.77,55.07,53.58
53.05,53.00,53.65,52.91
53.08,52.37,53.08,51.86
52.19,51.30,52.29,51.04
51.38,50.58,51.70,50.47
49.44,50.52,51.16,49.03
51.03,48.53,51.17,47.79
48.00,45.74,48.60,45.71
45.88,45.69,46.03,44.26
44.85,43.28,45.10,43.27
44.09,43.20,44.67,41.28
41.85,40.23,42.56,39.86
40.89,40.99,41.87,38.83
39.86,38.93,40.53,38.88
38.94,40.98,41.31,38.59
41.40,41.57,41.78,39.93
41.99,41.88,42.48,41.56
41.32,41.38,42.09,40.94
41.58,40.92,41.99,40.60
39.44,37.20,39.51,36.83
36.61,36.03,37.48,35.91
37.04,36.56,37.65,36.39
36.74,38.03,38.03,36.30
37.92,38.82,38.95,37.56
39.05,38.33,39.48,37.65
37.89,38.23,38.49,37.11
39.00,39.29,39.46,38.84
39.01,40.05,40.36,38.65
40.46,40.28,41.16,39.88
40.26,39.27,40.86,39.22
38.21,37.52,38.54,37.18
35.85,35.83,36.32,35.21
36.67,36.91,37.26,36.40
36.48,36.75,37.39,36.25
36.01,34.46,36.12,34.04
33.71,34.32,34.57,33.36
34.42,35.10,35.93,34.42
35.45,35.96,36.58,34.79
36.30,37.16,37.52,36.22
37.36,36.90,37.63,36.75
36.05,35.96,36.26,35.22
36.28,36.07,37.38,36.05
36.08,34.64,36.45,34.62
33.30,32.32,33.50,31.81
32.10,33.06,33.49,32.10
33.35,33.95,34.01,32.28
35.02,35.43,36.90,34.89
35.47,33.70,35.63,33.60
34.57,34.44,35.15,33.53
33.57,33.62,34.42,33.17
33.26,32.63,34.09,32.45
32.00,34.95,34.98,31.99
34.96,36.67,36.96,34.28
36.78,37.11,37.41,36.31
37.37,36.72,37.60,35.91
37.65,39.02,39.27,37.46
38.60,38.39,39.07,38.14
38.66,40.26,40.78,38.63
39.50,40.21,40.63,39.00
41.09,41.61,41.70,40.72
41.26,39.23,41.30,39.12
39.15,40.51,40.90,38.19
40.27,39.60,40.76,39.41
39.71,39.58,40.57,38.60
39.88,40.82,41.98,39.28
40.93,43.24,43.50,40.53
43.13,41.35,43.30,41.31
42.22,42.81,43.18,40.95
44.81,45.92,47.20,44.71
45.81,45.59,46.47,44.91
44.83,43.14,44.83,43.12
41.94,40.76,42.02,40.53
41.66,41.63,42.00,40.64
42.46,43.07,43.42,41.25
42.68,43.10,43.25,42.01
42.92,41.79,42.99,41.35
42.08,40.36,42.14,39.95
38.95,38.57,39.30,37.62
39.47,38.26,40.18,37.78
38.71,38.49,39.03,37.80
38.38,38.61,39.09,38.24
38.35,38.21,39.00,37.74
37.75,37.15,38.14,37.10
36.84,35.74,36.98,35.60
36.09,35.30,36.28,35.26
34.85,33.78,34.85,33.51
33.59,34.12,34.25,33.14
33.66,32.89,34.05,32.88
32.80,32.71,33.30,32.58
34.07,34.28,34.54,33.93
34.32,33.82,34.55,33.44
35.41,36.63,36.91,35.18
35.78,36.66,36.98,35.30
37.28,38.01,38.49,37.07
38.75,38.34,39.08,38.06
38.15,37.77,38.23,37.29
37.46,37.43,37.87,36.87
37.23,35.71,37.23,35.61
36.21,37.45,37.62,35.85
36.63,36.12,36.63,35.58
36.30,35.05,36.58,34.83
34.62,34.22,34.68,34.00
34.83,35.01,35.40,34.57
35.29,35.05,35.76,34.95
35.28,33.84,35.49,33.71
34.16,34.66,35.48,33.94
34.48,34.98,35.12,33.86
35.03,36.15,36.31,35.03
36.26,36.61,36.61,35.95
36.34,36.45,36.79,35.99
36.50,35.07,36.53,35.05
35.30,35.78,35.83,35.19
35.75,35.75,36.10,35.49
36.77,37.01,37.80,36.72
36.79,37.40,37.53,36.30
36.97,37.50,37.65,36.41
37.66,36.76,37.73,36.75
37.00,37.32,37.55,36.76
37.72,37.82,38.11,37.36
37.49,37.50,37.79,37.38
37.66,38.24,38.41,37.20
38.00,37.90,38.03,37.49
38.48,39.00,39.28,38.38
38.87,40.71,40.71,38.74
41.01,41.61,41.65,40.87
41.43,41.50,41.97,41.19
41.40,41.60,42.01,41.26
41.31,42.32,42.33,41.12
42.13,42.89,42.93,41.76
43.00,42.21,43.37,41.91
42.03,41.46,42.20,41.27
40.97,40.79,41.13,40.45
41.06,40.11,41.37,40.02
44.15,45.86,46.68,44.15
45.88,44.51,45.93,44.34
45.48,46.81,46.88,45.48
46.46,46.78,46.84,46.23
46.76,46.43,46.97,46.00
46.43,46.24,47.02,46.20
46.53,45.83,46.75,45.25
45.04,44.96,45.74,44.89
45.61,45.25,45.80,44.59
44.86,44.75,45.11,44.28
45.17,44.81,45.47,44.61
44.82,45.22,45.61,44.43
45.50,45.13,45.84,45.05
45.17,45.07,45.56,44.75
44.85,44.24,45.19,44.11
44.40,44.57,45.03,44.07
44.75,45.27,45.75,44.61
44.63,44.35,44.97,43.85
44.45,44.06,44.62,43.77
44.25,43.07,44.82,43.06
43.38,44.03,44.99,43.38
43.83,43.10,44.04,42.97
42.95,42.81,43.40,42.66
42.05,41.52,42.12,41.22
42.07,42.36,42.63,41.78
42.78,43.56,43.78,42.73
43.62,44.18,44.68,43.61
44.50,43.71,44.57,43.48
44.21,45.37,45.37,43.98
45.47,45.85,45.85,45.12
46.07,47.18,47.27,45.92
47.18,46.49,47.36,46.33
46.66,46.88,47.29,46.25
46.38,46.34,46.55,46.04
46.32,46.14,46.64,45.81
45.46,45.47,45.81,45.21
45.58,46.53,46.61,45.00
47.15,47.37,47.37,46.78
47.48,47.21,47.50,47.03
47.11,46.90,47.12,46.35
46.33,46.77,46.96,45.96
47.33,47.37,47.54,46.37
47.12,47.90,48.23,46.94
47.83,47.41,48.28,47.04
46.75,46.21,46.98,45.75
45.95,46.23,46.30,45.82
45.05,45.15,45.40,44.46
45.08,43.15,45.10,42.26
43.76,43.67,43.89,43.18
43.25,44.28,44.69,42.82
44.01,43.39,44.01,43.10
43.65,43.38,43.91,43.10
43.88,44.33,45.18,43.88
44.03,44.07,44.28,43.65
43.79,43.77,44.31,43.27
45.16,44.92,47.90,44.91
44.02,43.69,44.02,42.60
43.83,43.23,44.01,42.93
43.98,44.03,44.67,43.45
44.01,43.71,44.24,43.33
44.08,43.59,44.09,43.10
43.48,42.60,43.65,42.35
42.43,42.91,43.48,42.40
42.41,42.04,42.61,41.71
42.15,41.25,42.38,41.01
40.84,40.02,40.90,39.18
39.83,39.81,40.08,39.34
39.35,39.11,39.93,38.80
38.39,38.50,39.15,38.31
38.97,39.02,39.25,38.59
38.64,39.33,39.62,38.59
38.71,38.11,38.73,38.09
38.00,37.61,38.40,37.41
37.90,36.61,38.06,36.60
36.60,35.95,36.62,35.74
36.06,35.24,36.27,35.06
35.46,36.71,36.71,35.19
36.71,36.94,37.26,36.29
36.47,36.44,36.56,35.68
36.57,36.23,36.57,35.75
36.15,35.98,36.40,35.80
36.44,36.73,36.94,36.29
35.91,35.21,36.07,35.19
35.19,35.95,36.28,34.63
34.97,34.68,35.18,34.32
34.55,33.99,34.87,33.67
33.67,34.07,34.36,33.57
34.60,36.16,36.23,34.60
35.72,35.77,36.92,35.72
35.53,35.71,35.81,34.69
36.17,34.96,36.27,34.91
34.89,35.64,35.67,34.74
35.27,34.53,35.41,34.36
34.59,35.06,35.46,34.27
35.25,36.25,36.26,35.16
35.92,36.38,36.48,35.64
36.58,37.12,37.40,36.42
37.19,37.23,37.58,36.69
37.27,35.58,37.48,35.56
35.87,36.33,36.43,35.71
35.55,34.95,35.57,34.62
35.10,35.02,35.43,34.40
35.24,35.50,35.81,34.92
35.20,35.40,35.62,34.85
36.42,36.65,36.65,35.98
36.78,36.39,36.99,35.96
36.60,37.65,37.68,36.44
37.36,37.15,37.53,37.05
36.64,36.50,36.98,36.11
36.40,35.85,36.48,35.66
36.21,34.89,36.47,34.72
34.97,34.15,35.31,34.04
33.81,33.92,34.16,32.92
33.97,33.91,34.42,33.85
33.85,33.27,33.85,33.21
33.37,33.56,33.64,32.78
33.38,34.90,35.00,33.38
35.07,35.70,36.15,34.91
34.51,33.46,34.70,33.12
32.51,32.41,32.70,30.53
32.35,32.56,32.78,32.02
32.80,33.01,33.04,32.25
33.72,33.91,34.19,33.54
34.13,34.69,34.92,33.84
34.80,35.31,35.96,34.75
35.34,35.58,35.76,35.01
35.73,35.18,35.73,34.85
34.34,34.17,34.81,33.83
35.13,36.06,36.17,35.05
36.13,36.63,36.86,36.01
36.86,37.46,37.83,36.72
37.43,37.16,37.67,36.97
37.32,37.73,37.80,37.13
37.64,37.31,37.89,37.03
37.24,37.55,38.04,37.11
37.71,36.89,37.74,36.85
36.96,37.17,37.52,36.75
37.17,37.48,37.73,36.92
37.54,37.73,37.77,37.34
37.69,37.84,38.00,37.26
37.88,37.85,38.69,37.74
37.65,37.43,37.98,37.20
37.29,37.13,37.61,37.03
37.05,36.82,37.22,36.71
37.14,36.55,37.17,36.47
36.48,36.89,36.91,36.30
36.90,37.27,37.27,36.73
36.92,36.60,37.21,36.33
37.01,37.11,37.50,36.73
37.13,37.41,37.65,36.67
37.43,37.76,37.94,37.32
38.11,39.22,39.44,37.91
39.21,40.10,40.43,39.10
39.95,39.96,41.00,39.95
40.08,39.89,40.54,39.74
40.00,39.80,40.44,39.63
39.81,40.56,40.79,39.60
41.00,41.65,41.78,40.84
41.42,40.43,41.57,40.43
40.20,40.47,40.57,40.12
40.53,40.58,40.74,40.18
40.13,39.35,40.18,39.31
39.52,38.52,39.57,38.44
38.31,38.92,39.28,37.87
39.02,37.83,39.24,37.82
37.84,37.37,38.06,37.21
37.45,37.46,38.02,37.14
37.17,36.80,37.39,36.62
36.96,36.44,37.00,36.08
36.38,36.44,36.88,36.16
36.47,36.14,36.81,35.84
36.33,36.94,36.98,36.08
37.37,36.70,37.59,36.58
36.50,36.41,36.63,36.05
36.45,36.02,36.57,35.82
36.07,35.91,36.16,35.67
36.35,35.89,36.61,35.87
35.86,35.18,36.16,34.99
35.38,35.20,35.43,34.87
35.13,35.70,35.71,35.10
35.77,35.69,36.08,35.57
35.58,35.98,36.32,35.40
40.09,39.53,40.93,38.10
39.55,39.21,40.28,39.07
38.83,38.55,38.96,38.00
38.68,38.01,38.75,37.77
37.94,38.00,38.07,36.95
37.96,37.66,38.35,37.22
37.79,37.94,38.17,37.50
37.92,39.15,39.49,37.57
39.63,38.53,39.93,38.53
38.44,38.11,38.47,37.98
38.40,38.75,39.15,38.15
38.01,37.28,38.04,36.82
37.37,36.57,37.61,36.22
36.31,36.43,36.52,35.46
36.51,36.56,36.61,35.96
36.37,36.70,37.10,36.18
36.77,35.62,36.89,35.46
35.44,36.31,36.37,34.91
36.31,36.32,36.43,35.15
36.92,36.91,37.10,36.46
36.78,37.00,37.12,36.71
36.99,37.49,37.61,36.64
37.62,38.14,38.15,37.30
37.92,38.54,38.67,37.69
38.44,37.95,38.64,37.92
37.80,38.34,38.38,37.26
38.66,38.17,38.66,38.01
37.75,38.44,38.49,37.60
38.68,38.36,38.99,38.13
38.37,38.64,38.82,38.17
38.70,38.44,38.90,38.39
38.52,39.68,39.70,38.47
39.92,40.18,41.18,39.82
40.10,40.48,41.05,40.10
40.78,41.19,41.38,40.54
41.41,40.87,41.43,40.65
40.95,41.47,41.88,40.82
41.31,41.47,41.88,41.28
41.65,42.08,42.09,41.46
42.09,42.74,42.77,42.01
42.66,42.45,42.80,42.31
42.47,42.93,42.93,42.20
42.32,42.34,42.57,41.50
42.34,42.34,42.43,41.82
42.40,42.44,42.74,42.34
42.55,42.09,42.55,41.40
41.79,41.78,42.11,41.50
41.82,42.44,42.51,41.60
43.69,43.49,43.87,43.05
43.47,44.02,44.33,43.14
44.16,44.87,45.10,44.03
44.67,44.54,44.75,44.08
44.40,44.64,44.83,44.34
44.84,44.96,44.96,44.60
45.13,45.21,45.48,44.98
45.22,45.78,45.79,45.01
45.66,46.59,46.60,45.66
46.37,46.70,46.83,46.24
46.62,46.54,46.75,46.41
46.71,47.10,47.27,46.61
46.91,47.16,47.21,46.38
46.99,47.24,47.41,46.92
47.11,47.12,47.30,46.93
47.36,47.89,48.00,47.36
48.05,48.12,48.12,47.63
48.22,48.59,48.67,48.11
48.55,48.55,48.74,48.32
49.58,51.78,51.89,49.58
51.76,51.50,51.76,50.89
51.42,52.27,52.37,51.37
51.88,51.48,51.96,51.00
51.79,52.14,52.50,51.67
51.82,52.59,52.87,51.82
52.70,51.54,52.71,50.70
51.38,51.95,52.11,51.34
52.01,52.29,52.40,51.62
52.29,52.41,52.53,52.11
52.53,52.55,52.69,52.21
52.25,52.66,52.73,52.15
53.22,54.73,54.89,52.73
54.68,56.15,56.68,54.53
56.00,55.81,56.44,55.68
55.51,54.07,55.55,53.62
54.46,55.05,55.07,54.44
55.24,53.63,55.66,53.62
53.89,53.77,54.19,53.06
53.78,54.82,55.24,53.69
54.71,54.60,55.00,54.50
54.27,53.77,54.46,53.17
53.71,53.78,54.09,53.22
54.32,55.09,55.42,54.32
55.31,55.38,55.64,55.10
55.29,55.84,55.95,54.90
56.23,56.82,56.97,56.15
56.70,57.03,57.13,56.47
56.82,56.85,57.20,56.16
56.85,57.04,57.39,56.57
57.24,57.31,57.32,56.70
57.10,57.04,57.32,56.42
56.00,56.04,57.01,55.54
56.37,55.90,56.72,55.68
56.38,57.18,57.33,56.20
56.70,54.82,56.89,54.77
55.14,55.54,55.65,54.95
55.73,56.01,56.42,55.52
56.22,56.49,56.74,56.19
56.00,56.30,56.38,55.43
56.37,56.72,56.81,56.01
56.68,56.72,56.81,56.21
56.94,55.59,57.04,55.34
55.53,54.62,55.68,54.30
54.75,54.95,55.11,54.41
53.83,53.38,53.89,51.88
53.39,54.10,54.20,53.27
53.95,53.64,54.26,53.23
53.89,55.52,55.58,53.89
55.64,56.02,56.09,55.20
55.78,55.61,55.96,55.36
55.22,52.99,55.30,52.73
53.53,53.65,53.75,52.99
53.12,51.83,53.12,51.49
51.97,51.51,52.17,51.01
56.24,53.57,57.75,53.13
53.93,53.02,53.93,51.91
53.71,53.31,54.21,53.06
53.35,51.50,53.41,50.94
51.64,52.33,52.90,51.36
52.21,52.06,52.37,51.79
52.40,52.64,52.78,51.84
52.71,53.16,53.16,52.48
52.59,51.27,52.88,51.23
51.46,51.45,51.83,51.06
52.32,52.73,53.84,52.23
52.84,53.34,53.45,52.59
53.51,54.28,54.28,53.48
54.11,54.59,54.79,54.01
54.84,54.80,55.06,54.45
54.80,55.76,55.83,54.80
55.66,55.16,55.66,54.75
55.09,56.85,56.90,55.09
56.39,57.43,57.43,56.26
57.17,57.38,57.64,56.72
57.69,58.15,58.38,57.69
57.88,57.78,58.45,57.62
57.86,58.15,58.34,57.43
58.20,58.23,58.99,57.76
57.56,57.20,57.71,56.95
56.71,56.45,57.03,56.05
57.30,57.50,57.57,56.87
57.39,56.43,57.60,56.19
56.09,56.36,56.52,55.55
55.95,57.27,57.47,55.76
57.55,56.91,57.55,55.39
56.92,55.92,57.27,55.49
55.68,54.75,55.68,54.21
54.63,55.92,55.92,54.63
56.30,56.99,57.14,55.67
57.18,56.70,57.20,56.01
55.73,55.28,56.35,55.26
55.93,54.43,55.94,54.29
54.46,56.47,56.68,54.15
53.37,55.87,56.51,53.37
56.35,56.01,56.54,55.69
56.23,56.82,56.92,55.85
56.70,56.18,56.70,55.61
