VXF,Vanguard Extended Market ETF - DNQ,NASDAQ
95.49,96.30,96.34,95.25
96.27,97.21,97.37,96.08
97.44,98.28,98.47,97.25
98.51,98.21,98.66,97.99
98.18,97.42,98.36,97.20
97.86,97.59,98.12,97.18
97.38,96.45,97.79,96.28
96.63,97.01,97.56,96.32
97.06,96.88,97.75,96.68
96.96,97.35,97.53,96.96
97.64,97.98,98.11,97.56
97.97,97.56,98.09,97.53
96.99,96.28,97.08,96.05
96.24,96.69,96.74,96.24
96.87,97.11,97.44,96.87
97.22,96.08,97.28,95.98
96.25,96.24,96.58,95.90
96.40,95.90,96.40,95.63
96.85,96.49,97.22,95.86
96.84,98.19,98.23,96.78
97.98,97.44,98.12,97.00
97.63,97.44,97.86,97.26
97.37,96.87,97.50,96.75
97.09,97.58,97.78,97.00
97.69,97.74,97.91,97.23
97.67,97.29,97.72,96.25
97.55,97.88,98.17,97.53
