VXF,Vanguard Extended Market ETF - DNQ,NASDAQ
49.59,49.41,49.75,49.20
49.87,50.41,50.41,49.68
50.41,49.28,50.55,49.28
49.50,50.12,50.18,49.50
49.47,48.64,49.47,48.40
48.18,48.00,48.61,47.54
47.71,46.32,48.11,29.12
46.06,44.98,46.43,44.45
46.98,47.39,48.86,45.98
46.87,47.62,48.19,46.76
47.93,48.86,48.88,47.93
48.83,48.47,49.06,48.25
48.17,47.35,48.17,46.93
47.59,47.40,47.92,46.22
48.00,46.63,48.08,46.46
46.33,46.06,46.85,45.36
45.00,43.96,45.03,43.89
43.10,44.61,44.91,42.74
44.44,44.07,44.83,44.07
43.02,44.11,44.13,42.43
44.32,44.22,45.24,44.09
45.39,46.07,46.07,45.09
45.96,45.59,46.13,45.36
45.11,44.27,45.58,44.22
44.39,45.56,45.56,44.27
45.65,46.08,46.16,45.43
45.18,43.96,45.34,43.90
44.14,43.00,44.33,42.94
43.00,43.07,43.35,42.24
43.38,43.11,44.11,42.90
43.93,44.56,44.56,43.80
44.32,45.06,45.09,43.94
45.55,45.33,46.12,45.26
45.61,46.47,46.53,45.58
46.32,46.27,46.63,46.00
46.50,46.22,46.50,45.77
46.39,46.21,46.46,45.92
46.89,45.85,47.02,45.56
45.93,44.79,46.21,44.78
44.67,44.77,44.86,44.23
44.45,44.01,44.57,43.90
44.04,44.60,44.73,43.82
44.79,44.39,44.88,44.18
43.66,42.72,43.66,42.48
42.64,42.34,43.22,42.31
42.25,42.03,42.44,41.04
42.27,41.68,42.58,41.48
42.24,41.37,42.71,41.12
41.51,42.85,42.90,41.45
43.15,43.36,43.56,42.81
43.33,43.92,43.92,43.25
43.73,43.53,44.03,43.25
44.18,44.74,44.89,44.02
44.66,44.67,44.94,44.32
44.66,44.48,44.66,43.88
44.24,42.95,44.24,42.85
43.19,43.16,43.24,42.50
42.60,43.88,43.89,42.50
44.15,43.21,44.22,43.09
43.80,44.56,44.66,43.73
44.45,45.35,45.37,44.29
45.60,46.28,46.28,45.37
46.68,45.97,46.74,45.88
45.87,45.34,46.05,45.17
45.67,45.22,45.84,44.60
44.58,45.37,45.55,44.58
46.16,46.20,46.31,45.90
46.02,45.83,46.22,45.56
46.15,46.34,46.35,45.95
46.05,45.98,46.23,45.90
45.49,45.81,45.97,45.10
46.20,46.29,46.36,45.90
45.75,45.55,45.92,45.22
44.78,43.93,44.78,43.85
43.17,43.74,43.90,43.00
43.67,43.41,43.76,43.38
43.25,43.54,43.78,43.00
44.00,44.32,44.67,43.88
44.24,44.47,44.79,43.97
44.19,43.54,44.37,43.41
43.36,43.52,43.54,42.94
43.87,43.04,43.94,43.04
42.50,42.40,42.75,41.97
42.04,42.84,42.94,41.72
43.03,42.53,43.28,42.43
42.99,43.55,43.59,42.27
43.43,42.71,43.55,42.71
42.55,42.71,43.05,42.33
43.43,44.21,44.21,43.35
44.25,44.76,44.85,44.12
45.38,45.44,45.59,45.07
45.23,44.73,45.38,44.64
44.84,44.97,45.26,44.84
45.65,45.05,45.66,44.85
45.36,45.16,45.36,45.00
45.65,46.06,46.14,45.63
46.04,45.98,46.28,45.75
45.94,46.17,46.28,45.63
46.04,45.99,46.19,45.77
46.32,46.15,46.32,45.75
46.24,47.09,47.15,46.08
47.22,46.84,47.29,46.77
46.70,46.41,47.03,46.17
46.00,45.99,46.69,45.88
46.70,47.27,47.29,46.60
47.29,47.14,47.38,47.02
47.35,47.57,47.60,46.59
47.50,47.62,47.77,47.36
47.97,47.55,48.21,47.30
47.99,47.77,48.05,47.44
47.71,47.25,47.79,47.04
47.90,48.40,48.45,47.59
48.37,48.09,48.43,47.87
48.37,48.06,48.37,47.79
48.03,48.54,48.71,47.89
48.51,48.63,48.89,48.51
48.64,48.78,48.92,48.09
49.07,49.35,49.63,48.93
49.45,49.19,49.49,48.88
49.70,49.12,49.70,48.89
49.26,49.37,49.44,49.11
48.90,48.52,49.23,48.25
48.81,49.11,49.33,48.69
49.25,49.00,49.61,48.58
49.21,49.31,49.32,48.94
49.56,49.63,50.04,49.56
49.35,49.61,49.86,49.15
49.24,49.59,49.59,49.00
49.86,49.42,49.96,49.20
49.35,49.59,49.73,49.35
50.00,49.50,50.21,49.17
49.94,50.17,50.23,49.73
50.25,50.35,50.38,49.80
51.16,51.43,51.43,50.98
51.39,51.68,51.81,51.39
51.67,51.71,51.77,51.36
51.89,51.10,51.94,50.96
51.22,51.58,51.58,50.78
51.16,51.54,51.68,50.97
51.16,50.69,51.39,50.52
51.04,50.69,51.21,50.69
50.29,49.79,50.45,49.54
49.84,50.03,50.14,49.69
50.67,50.86,51.06,50.67
50.80,51.08,51.15,50.53
50.92,51.34,51.43,50.80
50.69,50.80,50.90,50.51
51.40,51.85,51.85,51.36
51.45,51.63,51.78,51.40
51.39,51.53,51.62,50.79
50.99,51.19,51.46,50.88
52.08,52.30,52.31,52.02
52.38,52.86,52.88,52.32
52.73,53.25,53.34,52.57
53.10,53.39,53.49,53.05
54.05,53.50,54.05,53.46
53.65,53.45,53.79,53.35
53.75,53.65,53.75,53.44
53.85,54.20,54.27,53.64
54.78,53.97,54.78,53.97
54.11,53.95,54.25,53.84
53.85,53.70,54.36,53.66
53.71,54.19,54.21,53.62
54.29,54.38,54.50,53.99
54.54,54.62,54.77,54.28
54.85,55.12,55.16,54.79
55.17,55.20,55.38,55.12
55.32,55.11,55.34,55.04
54.69,54.71,54.84,54.24
54.88,54.54,54.88,54.44
54.71,54.73,54.79,54.61
54.77,54.69,54.92,54.69
54.74,54.41,54.74,54.41
55.08,55.27,55.53,54.93
55.63,54.66,55.63,54.17
54.71,55.18,55.21,54.47
55.34,55.05,55.35,54.94
55.17,54.89,55.26,54.27
54.76,55.13,55.27,54.29
55.46,55.39,55.57,55.19
55.86,55.84,55.89,55.56
55.88,55.77,55.98,55.63
55.80,56.11,56.23,55.66
56.22,56.42,56.42,55.88
56.42,55.27,56.42,55.17
54.98,54.73,55.15,54.39
55.18,54.55,55.18,54.49
54.50,54.94,55.12,54.50
54.79,54.99,54.99,54.50
55.10,55.74,55.86,55.03
55.80,55.99,56.13,55.60
56.06,54.83,56.06,54.81
55.01,55.26,55.55,54.86
55.64,56.25,56.39,55.64
56.22,56.17,56.44,56.06
56.07,56.29,56.38,55.66
56.36,56.45,56.50,56.08
56.70,57.01,57.26,56.68
57.11,57.30,57.30,56.85
57.30,57.04,57.30,56.86
56.82,57.33,57.38,56.76
57.22,57.90,57.93,57.13
58.11,58.24,58.24,57.94
58.13,57.90,58.18,57.86
58.06,58.43,58.48,58.06
58.37,58.74,58.82,58.29
58.92,58.67,58.92,58.50
58.12,57.19,58.33,57.08
57.19,56.32,57.25,55.80
56.32,56.47,56.81,55.92
56.91,57.78,57.78,56.83
58.02,57.86,58.21,57.47
58.04,56.72,58.04,56.57
56.65,57.01,57.29,56.65
57.64,58.17,58.28,57.55
58.30,57.91,58.30,57.52
58.30,57.12,58.30,56.67
57.17,57.77,58.02,56.80
57.71,57.61,57.84,57.37
56.86,56.35,56.86,56.22
55.79,56.66,56.89,55.78
56.12,56.33,56.60,55.85
55.02,55.90,56.21,54.57
55.67,55.19,56.22,54.93
56.05,55.52,56.05,55.46
56.35,56.00,56.35,55.83
56.81,57.07,57.13,56.67
57.22,56.83,57.27,56.71
56.76,56.88,57.04,56.18
57.31,57.41,57.52,56.77
57.68,57.86,58.31,57.47
58.10,57.65,58.12,57.61
57.58,58.13,58.22,57.39
58.37,58.89,58.94,58.37
58.84,59.06,59.08,58.73
59.41,59.36,59.60,59.17
59.58,59.50,59.66,59.33
59.48,59.73,60.01,59.39
60.00,59.68,60.16,59.45
59.86,59.39,59.94,59.25
59.77,58.93,59.77,58.65
59.16,58.47,59.16,58.28
58.11,57.81,58.29,57.67
58.19,57.98,58.40,57.64
57.61,58.08,58.11,57.42
58.11,58.60,58.60,57.94
57.91,57.75,57.91,57.25
58.03,57.94,58.12,57.56
58.84,58.97,59.01,58.68
59.37,59.41,59.41,58.97
59.37,59.35,59.46,59.03
59.56,59.93,60.13,59.49
60.05,60.31,60.33,59.70
60.27,60.40,60.51,60.19
60.52,60.67,60.80,60.35
60.93,60.25,60.99,60.17
60.08,59.54,60.20,59.20
59.56,58.88,59.58,58.57
58.42,58.66,59.33,58.32
59.26,58.92,59.62,58.69
58.94,59.54,59.63,58.82
59.78,60.27,60.35,59.73
60.22,59.45,60.22,59.16
59.18,59.74,59.95,58.80
59.80,59.10,59.89,58.99
58.79,58.40,59.37,58.39
58.09,58.15,58.34,57.71
58.20,59.02,59.04,58.11
59.43,59.11,59.43,58.71
59.00,58.75,59.09,58.41
57.85,57.77,58.10,57.69
57.99,57.65,58.15,57.49
57.53,58.18,58.34,57.41
58.05,58.79,58.82,58.02
58.99,59.16,59.34,58.99
59.73,59.86,59.86,59.29
59.83,58.24,59.83,58.17
58.43,58.22,58.62,57.90
57.31,57.43,57.98,57.25
57.30,56.47,57.47,56.46
56.75,56.67,57.07,56.60
56.46,56.09,56.62,56.00
56.18,56.39,56.63,56.00
56.11,55.48,56.16,55.30
55.61,55.28,55.85,55.00
55.76,56.32,56.50,55.76
55.87,55.45,56.17,55.25
55.41,55.38,55.81,54.76
55.96,55.48,55.96,55.26
55.30,55.86,56.00,55.29
56.20,57.05,57.10,56.18
56.85,56.75,57.37,56.75
56.09,56.79,56.86,55.55
56.97,56.35,57.04,56.20
56.32,56.72,56.86,56.06
56.97,57.60,57.62,56.88
57.90,58.02,58.19,57.50
58.20,58.46,58.63,58.11
58.65,59.37,59.50,58.40
59.58,59.55,59.62,59.20
59.47,59.76,59.84,59.25
60.48,60.50,60.66,60.22
60.02,60.14,60.17,59.58
59.35,58.73,59.61,58.60
58.49,58.47,59.00,58.43
58.72,58.81,59.47,58.72
58.94,58.04,59.24,57.91
58.26,58.48,58.51,58.10
58.24,57.64,58.29,57.30
58.15,58.83,58.89,58.15
59.00,58.80,59.00,58.50
59.08,59.41,59.55,59.08
59.28,59.57,59.67,59.12
58.79,58.96,59.40,58.57
58.88,58.58,58.95,58.48
58.24,56.92,58.24,56.86
56.90,56.70,57.55,56.63
55.98,56.57,56.95,55.60
57.40,56.31,57.98,55.77
55.96,54.53,56.44,54.49
54.49,54.85,54.87,53.18
54.04,51.37,54.04,51.37
51.92,50.49,52.20,49.21
48.47,46.21,49.51,46.18
47.51,49.10,49.10,45.73
47.94,47.28,49.04,47.22
47.42,49.63,50.32,47.42
50.24,50.04,50.42,49.42
50.51,51.45,51.45,50.49
50.76,50.56,51.23,50.16
50.89,50.41,51.27,50.00
48.92,47.64,48.94,47.20
47.00,46.70,48.28,46.59
48.06,46.65,48.06,46.34
46.80,48.61,48.61,46.50
48.36,49.32,49.37,48.22
49.62,48.18,49.98,48.08
47.80,49.38,49.57,47.28
49.95,51.57,51.57,49.95
51.28,51.75,52.10,50.82
52.08,51.88,52.70,51.45
52.01,50.95,52.44,50.81
49.75,49.28,50.23,49.09
47.33,49.04,49.11,47.28
50.12,50.95,50.98,49.81
50.46,50.16,51.17,49.96
49.50,48.74,49.85,48.30
47.88,48.96,48.97,47.84
49.19,49.76,49.90,48.88
50.07,50.67,51.25,49.27
51.13,51.32,51.38,50.46
51.42,51.35,51.65,50.93
50.27,50.65,51.06,49.92
50.79,49.95,51.31,49.95
50.02,48.22,50.15,48.18
46.81,46.52,47.38,45.76
46.20,47.00,47.14,46.18
47.35,47.91,48.00,46.32
49.05,48.74,49.88,48.48
48.98,47.11,48.99,46.99
48.02,47.52,48.28,46.37
46.71,46.10,47.21,46.10
45.80,43.90,46.47,43.90
43.42,45.94,45.94,43.01
46.08,46.88,47.13,45.48
46.68,48.01,48.05,46.57
48.21,47.08,48.31,46.86
48.08,48.91,48.91,48.00
48.50,49.07,49.27,48.47
49.47,49.71,50.32,49.47
49.31,49.83,50.00,48.97
50.50,50.76,50.86,50.04
50.49,49.35,50.50,49.23
49.54,50.62,50.95,48.71
50.52,49.72,50.77,49.53
49.94,49.87,49.94,48.71
50.43,50.93,51.00,50.31
51.01,52.49,52.59,51.01
52.23,51.11,52.23,51.02
52.02,51.86,52.14,50.62
53.56,54.19,54.62,53.07
54.12,54.13,54.49,53.85
53.40,52.73,53.65,52.73
50.44,50.98,51.87,50.30
51.88,52.23,52.44,51.40
52.69,53.28,53.43,51.58
52.72,53.27,53.36,52.43
53.27,53.11,53.45,52.20
53.60,53.75,53.84,52.55
52.36,51.46,52.53,51.36
52.08,51.67,52.20,51.30
52.39,52.87,53.08,52.34
52.64,52.34,52.86,52.05
52.09,52.81,53.08,51.83
52.24,51.95,53.19,51.95
52.09,51.16,52.19,50.86
51.36,51.06,51.43,50.83
50.21,50.13,50.33,49.59
49.93,49.81,50.26,49.50
49.17,48.39,49.32,48.35
48.06,48.06,48.78,48.00
49.62,49.98,50.13,49.50
50.02,49.92,50.24,49.64
51.61,52.44,52.44,51.57
52.26,52.24,52.84,52.06
52.77,52.40,53.16,52.35
53.30,53.14,53.57,52.81
53.08,52.99,53.30,52.65
52.58,52.98,53.07,52.01
52.56,51.37,52.59,51.37
51.65,52.66,52.87,51.38
51.96,51.84,51.96,51.36
52.36,50.89,52.46,50.67
50.43,50.07,50.69,49.93
50.71,50.55,50.73,50.17
50.90,51.02,51.51,50.69
51.26,50.10,51.47,50.00
51.03,51.90,51.97,51.03
51.85,52.04,52.17,51.20
52.19,52.57,52.67,52.15
52.20,52.18,52.50,51.85
52.14,52.36,52.56,51.94
52.31,51.44,52.31,51.37
51.51,52.03,52.12,50.82
52.07,51.84,52.24,51.84
52.93,52.56,53.15,52.38
52.19,52.34,52.50,51.98
52.03,52.76,52.87,51.74
52.66,52.69,53.02,52.32
52.90,52.96,53.01,52.50
53.63,53.70,53.75,53.51
53.55,53.88,53.96,53.47
54.02,54.15,54.17,53.54
53.73,53.78,53.87,53.35
54.30,53.91,54.42,53.78
53.97,54.81,54.81,53.81
55.01,55.14,55.31,54.88
55.10,55.15,55.19,54.97
55.25,55.14,55.56,54.78
54.82,55.40,55.45,54.58
55.45,56.06,56.18,55.21
56.52,55.78,56.52,55.58
55.56,56.19,56.28,55.56
55.73,55.84,55.98,55.35
56.29,55.77,56.30,55.55
56.30,56.93,57.02,56.26
57.08,57.10,57.37,56.94
57.93,58.25,58.35,57.78
58.01,58.12,58.21,57.91
58.02,58.15,58.31,57.80
58.21,58.29,58.57,57.84
58.54,58.30,58.54,57.84
57.82,57.67,57.86,57.48
58.18,58.24,58.42,57.84
58.04,58.09,58.14,57.76
58.42,57.82,58.50,57.71
57.93,58.86,58.87,57.93
59.16,58.79,59.16,58.70
59.00,58.48,59.03,58.22
58.32,58.16,58.54,58.00
58.14,58.79,58.82,57.92
58.73,58.79,59.05,58.68
58.42,58.79,59.00,57.98
58.77,58.66,59.02,58.35
58.69,58.10,59.01,58.08
58.24,58.52,58.87,58.23
58.49,57.93,58.61,57.69
57.79,57.67,57.79,57.34
57.03,56.53,57.06,56.31
56.72,57.11,57.20,56.63
57.54,57.88,57.99,57.21
57.88,58.50,58.73,57.80
58.55,58.24,58.72,58.03
58.58,59.45,59.45,58.54
59.39,59.05,59.53,58.85
59.05,59.54,59.56,58.88
59.59,59.47,59.65,59.35
59.38,59.85,60.18,59.29
59.41,59.31,59.48,59.10
59.46,59.31,59.59,59.14
58.75,58.73,58.99,58.35
58.77,59.13,59.19,58.38
59.75,60.09,60.14,59.69
60.10,59.77,60.22,59.77
59.81,59.45,59.90,59.00
59.09,59.33,59.48,58.68
59.73,59.34,59.77,59.15
59.29,59.91,60.10,59.10
59.80,59.77,60.07,59.45
59.18,58.87,59.19,58.54
58.71,58.74,59.02,58.63
57.81,57.92,58.09,57.50
57.82,56.46,57.92,56.38
57.06,57.23,57.33,56.94
57.25,58.17,58.33,57.25
58.02,57.47,58.08,57.46
57.81,57.42,57.89,57.07
57.93,58.31,58.59,57.93
58.06,58.03,58.25,57.85
58.07,57.85,58.59,57.50
58.24,58.02,58.43,57.96
57.28,57.33,57.34,56.73
57.40,57.46,57.71,57.16
58.14,58.44,58.51,58.00
58.35,58.92,59.05,58.22
59.21,59.33,59.44,58.61
59.27,58.83,59.28,58.72
58.86,58.95,59.76,58.78
58.50,59.08,59.19,58.48
59.05,58.21,59.22,58.05
57.85,57.29,57.90,57.16
57.00,57.33,57.56,56.95
57.00,57.20,57.26,56.21
56.50,56.93,57.18,56.25
57.44,57.04,57.44,56.86
56.70,57.11,57.50,56.57
56.47,56.33,56.74,56.13
56.26,56.08,56.62,55.92
56.29,55.62,56.59,55.58
55.67,54.19,55.77,54.19
54.29,53.57,54.46,53.48
53.64,54.83,54.88,53.47
55.00,54.77,55.36,54.46
54.14,55.10,55.14,53.87
55.19,55.15,55.29,54.56
55.22,55.17,55.46,54.98
55.54,55.89,56.07,55.38
55.44,54.85,55.44,54.72
54.77,54.70,54.95,54.00
53.73,53.02,54.13,52.97
53.07,52.76,53.30,52.20
52.44,53.46,53.51,52.36
53.90,54.67,54.76,53.90
55.51,54.42,55.65,54.38
54.32,54.86,54.96,53.91
55.16,53.74,55.38,53.74
53.96,54.40,54.40,53.65
54.22,53.72,54.49,53.52
53.87,54.18,54.38,53.64
54.44,54.79,54.85,54.20
54.54,55.09,55.23,54.26
55.45,55.90,56.16,55.29
55.97,55.78,56.18,55.45
55.82,54.39,55.88,54.36
54.73,54.83,55.02,54.48
54.04,53.90,54.18,53.70
54.01,54.27,54.45,53.72
54.41,54.80,54.87,54.24
54.45,54.88,54.88,53.89
56.15,56.42,56.42,55.73
56.67,56.83,56.86,55.76
56.99,57.54,57.60,56.83
57.54,57.51,57.72,57.19
56.92,56.84,57.00,56.58
56.73,56.65,56.83,56.42
57.00,55.97,57.08,55.75
56.00,55.75,56.17,55.46
55.35,55.58,55.82,54.87
55.78,56.35,56.50,55.78
56.32,56.11,56.39,55.87
56.35,56.38,56.52,55.63
56.31,56.75,56.97,56.24
57.02,56.73,57.02,56.57
56.43,56.06,56.60,56.00
55.14,55.31,55.45,54.82
55.44,54.56,55.44,54.23
54.79,54.68,55.01,54.43
55.28,55.33,55.61,54.94
55.60,56.60,56.75,55.47
56.60,56.37,56.78,56.19
56.20,56.01,56.54,55.99
56.18,55.38,56.19,55.35
54.89,55.11,55.90,54.50
55.84,56.26,56.43,55.84
56.29,56.67,56.87,56.24
57.05,57.17,57.49,56.85
56.97,57.19,57.29,56.71
57.10,57.35,57.48,57.07
57.11,57.39,57.39,57.00
57.18,57.23,57.30,56.75
57.48,57.09,57.66,56.95
57.16,57.49,57.52,57.03
57.49,58.08,58.18,57.38
58.20,58.45,58.47,58.08
58.27,58.25,58.39,57.98
58.50,58.28,58.93,58.15
58.09,58.15,58.30,57.89
58.09,57.79,58.09,57.60
57.74,57.94,58.08,57.50
58.20,57.95,58.22,57.79
57.85,58.15,58.26,57.85
58.26,58.29,58.43,58.02
58.03,57.84,58.09,57.66
58.30,58.10,58.30,57.60
58.18,58.63,58.75,57.72
58.66,58.61,58.73,58.38
58.87,59.75,59.89,58.85
59.79,60.12,60.25,59.78
59.95,59.88,60.18,59.81
59.90,59.99,60.19,59.81
60.19,60.25,60.31,59.90
60.23,60.96,61.25,60.01
61.25,61.64,61.88,60.95
61.47,61.13,61.48,60.98
61.09,60.92,61.09,60.71
61.12,61.01,61.17,60.83
60.66,60.57,60.66,60.24
61.02,60.65,61.09,60.65
60.45,60.41,60.67,60.29
60.62,59.51,60.67,59.49
59.60,59.14,59.60,58.87
59.33,59.78,59.93,59.22
59.50,59.56,59.76,59.25
59.85,59.56,60.05,59.30
59.76,59.71,59.77,59.42
59.85,59.75,60.04,59.39
60.02,60.23,60.23,59.65
60.56,60.17,60.81,60.05
59.82,59.91,60.06,59.79
59.84,59.27,59.90,59.17
59.29,59.05,59.30,58.86
59.35,59.26,59.70,59.19
59.27,58.90,59.41,58.75
59.02,59.26,59.30,58.71
59.55,59.90,59.94,59.53
59.92,60.33,60.41,59.85
60.28,60.17,60.45,60.04
59.84,59.20,59.85,58.98
59.15,58.98,59.26,58.74
58.49,58.65,58.78,58.00
58.88,58.51,59.03,58.43
58.90,58.62,59.09,58.29
58.85,58.43,58.87,58.02
58.28,58.73,58.83,58.28
58.86,59.81,59.81,58.74
60.02,59.01,60.02,59.01
58.99,59.29,59.33,58.79
59.47,59.85,59.92,59.43
59.05,58.56,59.11,58.26
58.47,57.73,58.61,57.72
57.39,57.77,58.23,57.26
57.98,57.73,58.05,57.62
57.43,57.45,57.99,57.39
57.55,56.49,57.65,56.35
56.38,56.16,56.63,55.81
56.26,56.65,56.71,55.85
57.26,57.74,57.75,57.19
57.70,57.99,58.03,57.44
58.09,58.25,58.25,57.93
58.48,58.84,58.86,58.48
58.74,58.90,58.98,58.57
58.92,58.85,59.17,58.80
58.57,59.22,59.22,58.19
59.61,59.74,59.83,59.33
59.90,59.71,59.90,59.55
60.06,59.66,60.13,59.58
59.68,59.68,59.75,59.27
59.86,59.69,59.91,59.24
59.67,59.89,59.95,59.54
60.02,59.94,60.13,59.73
59.90,60.22,60.26,59.74
60.47,60.59,60.71,60.41
60.77,60.50,60.95,60.37
60.50,60.10,60.67,59.97
60.09,59.99,60.25,59.86
60.17,60.61,60.65,60.07
60.84,61.48,61.50,60.73
61.61,61.49,61.78,61.42
61.65,61.85,61.85,61.39
60.96,61.40,61.43,60.81
60.26,60.22,60.30,60.02
60.40,59.79,60.48,59.77
60.01,59.80,60.03,59.12
59.46,59.37,59.86,59.31
59.41,60.50,60.56,59.29
62.13,62.14,62.22,61.68
62.20,62.10,62.53,62.00
62.45,62.60,62.73,62.17
62.42,62.41,62.52,62.26
62.42,62.33,62.50,62.06
62.57,62.74,62.79,62.50
63.08,62.89,63.21,62.55
62.90,62.85,62.92,62.60
62.82,62.94,63.02,62.70
62.60,63.22,63.27,62.57
63.12,63.03,63.19,62.92
63.21,63.53,63.68,63.21
63.58,63.65,63.68,63.37
63.70,64.13,64.15,63.59
64.18,64.06,64.38,63.98
64.15,64.30,64.66,64.06
64.68,64.88,64.90,64.43
65.03,64.82,65.03,64.53
64.80,64.78,64.85,64.55
64.83,64.29,64.83,64.16
64.21,64.61,64.67,64.10
64.91,65.13,65.34,64.82
64.80,64.46,65.02,64.35
64.83,65.03,65.16,64.60
64.79,65.29,65.32,64.70
65.24,65.15,65.38,64.68
65.31,65.58,65.61,65.27
65.65,65.51,65.65,65.29
65.50,65.68,65.78,65.50
65.76,65.90,65.98,65.61
65.73,66.01,66.10,65.64
66.06,65.94,66.18,65.82
66.05,66.40,66.44,66.03
66.46,65.23,66.50,65.23
65.11,64.58,65.23,64.25
64.95,65.29,65.29,64.87
65.68,63.97,65.68,63.97
64.25,64.31,64.44,63.75
64.35,65.14,65.43,64.31
65.15,65.14,65.62,65.09
64.80,65.31,65.37,64.32
65.18,65.51,65.54,64.92
65.84,66.32,66.39,65.77
66.51,66.50,66.62,66.30
66.50,66.78,66.79,66.50
67.23,67.32,67.38,66.76
67.20,67.39,67.41,67.11
67.31,67.30,67.46,67.08
67.33,67.50,67.63,67.12
67.70,68.09,68.09,67.60
67.90,67.93,68.03,67.72
67.33,67.60,67.88,66.75
67.77,67.36,67.89,66.83
67.79,68.01,68.06,67.69
67.60,67.51,67.92,67.22
67.65,67.65,67.79,67.50
67.88,67.55,68.16,67.20
67.90,67.95,67.96,67.61
67.71,68.04,68.11,67.27
68.15,68.25,68.40,67.99
68.24,67.52,68.41,67.29
67.88,67.30,68.01,67.13
67.36,66.22,67.40,66.00
66.26,66.67,66.67,66.11
65.73,66.56,66.56,65.53
66.67,67.10,67.10,66.33
67.16,67.07,67.39,66.86
67.28,68.08,68.16,67.28
68.00,68.34,68.58,67.86
68.01,68.10,68.24,67.68
67.72,65.80,67.76,65.64
66.37,66.93,66.97,66.16
66.38,65.84,66.42,65.31
66.00,65.37,66.06,65.09
65.66,66.21,66.29,65.37
66.38,66.49,66.63,65.46
66.88,67.37,67.37,66.71
67.39,67.67,67.74,67.18
67.89,67.98,68.36,67.81
67.91,67.73,68.03,67.49
68.00,68.21,68.36,67.89
68.27,68.70,68.71,68.00
68.61,67.43,68.61,67.37
67.70,68.29,68.35,67.68
69.03,69.14,69.54,68.86
69.18,69.55,69.64,69.17
69.63,70.08,70.08,69.41
69.87,70.34,70.35,69.87
70.31,70.06,70.40,69.94
70.21,70.57,70.63,70.09
70.45,70.45,70.66,70.22
70.58,71.35,71.35,70.58
71.23,71.55,71.78,71.16
71.48,71.26,71.75,71.10
71.55,71.98,72.00,71.50
71.83,72.09,72.32,71.83
72.07,72.11,72.32,71.93
72.16,70.98,72.75,70.63
70.12,70.95,71.00,68.70
70.58,70.75,70.85,70.10
71.80,71.49,72.14,71.14
71.38,70.88,71.38,70.35
71.03,71.35,71.51,70.97
71.03,70.62,71.50,70.61
70.72,70.62,70.92,69.80
70.66,70.19,71.06,69.79
70.05,69.22,70.06,69.14
69.19,69.88,69.94,68.91
70.35,70.70,70.82,69.91
71.03,70.86,71.49,70.44
70.17,70.06,70.61,69.66
70.51,69.47,70.61,69.29
69.32,70.62,70.73,69.13
70.53,70.33,70.79,70.13
70.98,70.75,71.04,70.44
70.85,71.39,71.58,70.85
71.34,70.45,71.41,70.44
