UHS,Universal Health Services,NASDAQ
48.32,48.06,48.67,47.90
48.04,47.66,48.33,47.24
47.79,46.97,47.95,46.34
47.07,47.62,48.14,46.92
47.72,48.48,48.50,47.54
47.97,47.31,48.02,47.16
47.00,47.07,47.31,46.19
46.80,46.68,47.51,46.20
45.85,46.97,47.21,45.54
48.40,47.66,48.87,47.40
48.14,46.96,48.33,46.88
47.31,46.88,47.50,46.75
47.29,46.83,47.57,46.56
46.74,46.14,47.21,45.81
46.25,46.11,46.61,45.84
46.37,46.66,46.69,45.89
46.65,46.91,47.81,46.65
46.83,46.75,47.05,46.69
46.80,47.40,47.53,46.46
47.61,48.79,49.03,47.60
48.76,49.41,49.75,48.56
49.73,49.80,50.32,49.63
49.91,50.94,51.18,49.91
50.83,50.88,51.13,50.57
50.98,50.07,51.04,49.83
49.98,49.91,50.98,49.74
50.00,48.76,50.15,48.34
48.72,46.99,48.95,46.92
47.01,46.80,48.45,46.38
47.08,47.20,47.96,46.68
46.89,46.82,47.17,45.37
46.83,46.47,47.20,46.13
45.62,46.13,46.30,44.68
46.13,46.61,47.13,46.10
46.85,47.43,47.92,45.56
48.39,47.74,49.97,47.69
47.75,47.95,48.08,47.35
47.84,49.17,49.45,47.82
54.43,54.74,56.31,52.17
54.73,54.79,55.22,54.09
54.75,54.78,54.95,54.14
54.87,54.10,54.91,53.61
54.10,53.45,54.27,52.60
53.27,53.29,53.94,52.74
52.80,53.39,54.79,52.64
53.84,54.39,54.95,53.29
54.45,55.41,56.06,54.19
55.35,56.41,56.46,54.92
56.05,55.47,56.30,55.01
55.35,55.20,55.68,54.21
55.26,53.99,55.26,53.87
53.95,53.78,54.50,53.56
53.55,53.17,53.97,52.95
53.41,54.29,54.35,53.23
54.46,53.76,54.46,53.47
53.76,53.50,53.86,52.88
52.86,52.96,53.33,52.57
53.18,53.68,53.77,52.68
53.36,53.90,54.04,53.27
53.56,54.15,54.19,53.26
54.14,54.98,55.30,54.00
55.26,54.49,55.70,54.18
54.49,54.39,54.55,53.95
54.25,55.19,55.41,54.01
54.20,53.04,54.55,52.93
53.02,51.53,53.09,50.81
51.91,51.46,52.40,51.45
51.31,51.18,51.54,50.82
51.46,52.71,52.93,51.30
52.33,52.04,52.47,50.97
52.97,51.81,53.17,51.60
52.27,52.89,53.33,52.03
52.32,51.87,53.01,51.74
51.81,51.37,52.19,50.94
51.87,51.94,52.46,51.63
51.91,52.56,52.87,51.76
52.78,53.74,53.98,52.78
53.47,53.07,53.74,53.04
52.52,53.22,53.33,51.48
53.21,51.13,53.23,50.76
51.23,50.53,51.23,49.87
50.77,51.51,51.55,50.60
51.73,51.23,51.83,51.19
51.41,51.53,52.19,50.97
51.64,53.49,53.75,51.60
53.43,53.13,53.45,52.61
53.15,54.10,54.48,52.87
54.58,54.64,55.42,54.34
53.93,54.01,54.09,52.94
53.57,52.68,54.44,52.34
52.41,52.93,53.69,52.41
53.07,53.03,54.16,52.91
53.32,52.30,53.55,52.01
52.57,52.48,52.57,51.37
52.19,51.81,52.50,51.50
52.11,51.99,53.07,51.83
52.15,51.54,52.15,51.02
51.90,52.85,53.28,51.89
52.92,53.56,53.61,52.23
51.67,51.06,52.47,50.20
51.33,52.61,53.18,51.28
52.27,50.49,52.27,50.37
50.13,49.95,52.54,49.45
49.47,49.64,50.36,48.67
49.58,46.06,49.59,44.19
46.88,45.59,48.11,44.89
45.48,45.58,45.68,42.85
44.90,42.32,44.90,42.26
42.83,41.86,43.15,40.62
40.64,36.89,41.05,36.69
37.88,38.36,38.51,35.70
37.47,37.39,38.61,36.55
37.47,38.12,38.79,37.25
38.37,38.11,38.67,37.54
38.57,40.00,40.07,38.53
39.58,39.34,39.97,38.79
39.57,38.95,40.14,38.60
37.74,36.97,38.32,36.55
36.46,36.11,37.35,35.96
36.87,35.41,36.97,35.06
35.55,36.91,36.91,35.21
37.06,38.19,38.26,36.63
38.50,37.11,38.75,36.88
36.76,37.90,38.14,36.03
38.50,39.70,39.80,38.40
39.32,41.10,41.39,39.30
41.24,41.60,42.04,41.03
41.49,40.63,42.27,40.45
39.79,38.72,40.07,38.56
37.59,38.32,38.59,37.43
39.02,40.57,40.85,39.02
40.26,38.85,41.11,38.64
38.56,37.84,39.29,37.57
37.17,37.37,37.51,36.34
37.61,37.14,37.75,36.15
36.88,37.01,37.57,35.86
37.48,37.74,37.99,37.07
38.17,38.83,38.84,37.42
37.93,37.24,37.93,36.97
37.16,36.71,37.58,36.63
36.64,35.48,37.00,35.42
34.26,34.03,34.79,33.49
33.95,35.38,35.39,33.59
35.59,35.65,35.80,34.51
36.45,35.97,36.92,35.69
35.91,34.29,36.22,34.28
35.07,34.87,35.13,33.92
34.23,34.00,35.58,33.85
33.73,31.91,33.98,31.89
31.63,32.59,33.05,31.35
32.66,32.08,32.81,31.51
32.06,32.85,33.74,32.06
33.19,33.49,34.12,32.70
34.23,34.92,34.93,33.91
34.46,34.59,34.86,34.27
34.95,36.33,36.56,34.84
35.96,37.14,37.33,35.44
37.77,38.72,38.75,37.70
38.38,37.44,38.69,37.33
37.46,37.85,38.11,37.16
37.71,37.24,38.34,37.10
37.44,37.20,37.50,36.33
37.61,38.09,38.30,37.56
38.33,38.65,38.98,38.10
38.38,37.80,38.74,37.76
38.57,38.12,38.70,37.09
38.63,38.76,39.19,36.79
38.22,41.04,42.05,37.03
40.69,39.97,41.40,39.74
38.66,39.23,39.69,38.55
39.76,40.91,41.15,39.49
41.40,41.58,41.73,40.38
41.09,41.34,41.38,40.47
41.16,42.18,42.30,40.76
42.43,42.90,43.10,41.80
41.86,41.47,42.44,41.11
42.02,41.77,42.14,40.99
42.34,42.73,42.93,42.07
42.55,42.48,42.94,42.07
42.44,42.17,42.56,41.39
41.73,40.40,41.79,40.36
40.48,39.32,40.53,39.17
39.68,40.02,40.38,39.53
39.75,38.79,39.75,38.61
38.70,38.34,39.00,38.14
38.02,37.25,38.12,37.24
37.27,37.22,37.82,37.07
38.36,38.60,38.63,38.07
38.66,38.37,38.97,37.91
39.46,40.22,40.23,39.12
40.13,40.54,41.02,39.86
41.22,38.88,41.36,38.16
40.19,40.42,41.10,39.58
40.30,39.76,40.67,39.58
39.48,39.99,40.10,38.94
39.80,38.08,39.89,37.98
38.36,37.44,38.41,37.40
37.19,37.04,37.41,36.55
37.37,36.00,37.62,35.72
35.71,36.92,36.98,35.71
37.17,37.47,37.56,36.24
37.63,36.95,38.36,36.84
37.21,36.14,37.44,36.01
36.81,37.30,37.64,36.56
37.18,37.70,37.76,36.95
37.73,38.73,38.87,37.59
38.77,38.79,38.83,38.48
38.67,38.94,39.12,38.47
38.87,37.72,38.97,37.62
37.71,38.16,38.43,37.70
38.06,38.86,38.99,37.85
39.28,37.71,39.37,37.08
37.48,37.01,37.72,36.58
37.01,38.06,38.18,36.59
38.25,39.20,39.53,38.16
39.31,39.04,39.49,38.21
38.74,37.08,39.18,36.89
37.07,38.76,38.80,37.05
38.88,37.45,38.92,36.86
37.14,36.93,37.50,36.43
37.23,36.82,37.50,36.76
36.72,36.95,37.10,36.37
37.28,37.44,37.89,37.13
37.40,37.26,37.57,37.12
37.32,37.67,37.81,37.31
37.52,40.44,40.59,37.42
40.46,42.05,42.11,40.23
42.14,41.26,42.14,41.00
41.12,41.82,41.94,41.05
41.60,41.22,41.85,41.07
41.37,41.29,41.96,40.93
41.46,41.88,42.45,41.45
42.01,41.60,42.01,41.42
42.00,42.37,42.45,41.90
42.85,41.63,43.07,41.15
41.52,41.65,41.94,41.18
41.77,41.65,42.15,41.40
41.78,41.27,41.88,40.79
41.20,42.40,42.43,40.65
43.00,43.03,43.38,42.43
43.09,42.73,43.23,42.57
42.85,42.52,43.15,41.99
42.53,42.49,42.86,42.09
42.68,41.15,42.71,40.86
41.40,41.24,41.80,41.05
41.53,42.21,42.37,41.16
42.29,43.20,43.56,42.29
43.18,43.91,44.62,43.03
43.48,43.97,44.34,42.90
43.32,44.78,45.25,42.87
44.89,44.61,45.31,43.99
45.05,44.32,45.08,44.05
44.35,43.87,44.63,43.66
43.80,43.42,44.17,43.37
43.06,42.72,43.27,42.21
42.98,43.11,43.60,42.85
43.40,43.28,43.93,43.13
43.38,43.60,44.23,43.38
43.51,43.40,43.64,42.92
43.59,43.33,43.65,42.79
43.28,43.44,43.64,42.94
43.55,44.11,44.31,43.23
44.00,44.53,44.63,43.98
44.43,44.14,44.73,44.02
43.81,43.01,43.95,42.73
43.01,42.41,43.11,42.19
42.13,42.06,42.59,41.91
42.06,42.38,42.51,42.06
42.81,43.30,43.49,42.77
43.30,42.62,43.65,42.24
42.52,41.62,42.78,41.40
41.45,41.78,41.95,40.71
42.08,41.91,42.22,41.62
41.95,42.36,42.70,41.80
42.38,43.15,43.22,42.21
42.85,42.99,43.13,42.52
42.79,42.68,42.95,42.53
42.12,41.44,42.12,41.05
41.43,40.98,41.54,40.80
41.44,41.29,41.60,41.02
41.46,43.14,43.61,41.45
42.87,42.23,43.10,41.97
42.52,41.98,42.52,41.54
42.06,43.19,43.56,42.04
43.05,43.22,43.35,42.89
43.32,43.07,44.04,42.86
43.28,42.80,43.56,42.69
42.41,42.49,42.55,41.68
42.48,42.67,42.97,42.10
43.23,43.32,44.35,43.23
43.10,43.45,44.32,42.85
43.87,43.72,44.57,42.90
43.58,42.71,43.58,42.40
42.58,43.25,43.81,42.37
43.06,42.39,43.24,42.30
42.46,41.67,42.46,41.55
41.49,40.98,41.56,40.37
40.85,40.80,41.10,40.70
40.64,41.00,41.19,39.90
40.54,40.43,40.61,39.97
40.72,40.50,41.04,40.39
40.30,40.03,40.67,39.97
39.71,39.64,39.83,39.35
39.56,38.87,39.79,38.74
39.06,38.74,39.28,38.68
38.63,38.15,39.07,38.07
38.18,37.81,38.36,37.54
37.82,38.29,38.35,37.34
38.39,38.30,38.92,38.08
38.01,38.85,39.01,37.81
38.86,38.97,39.68,38.56
38.99,39.07,39.33,38.83
39.41,39.62,39.83,39.08
39.26,38.78,39.29,38.61
38.71,38.75,39.04,38.00
37.96,37.30,38.35,36.90
37.70,37.89,38.65,37.70
37.86,38.72,38.87,37.70
38.95,39.27,39.41,38.68
39.67,39.07,39.83,39.01
39.05,39.52,39.96,38.70
40.22,39.93,40.71,39.78
40.19,39.82,40.19,39.44
39.79,39.15,39.98,38.96
39.22,39.29,39.67,39.13
39.49,39.42,39.83,39.20
39.26,39.79,39.91,39.16
39.93,40.50,40.76,39.69
40.36,40.44,41.15,40.21
40.49,39.32,40.56,39.14
39.34,39.76,39.94,39.28
39.34,38.85,39.40,38.48
38.81,39.16,39.26,38.33
39.36,39.25,39.72,39.00
39.31,42.60,43.19,38.99
42.64,43.16,43.80,42.57
43.15,42.90,43.18,42.56
42.84,42.82,43.17,42.67
42.80,42.57,42.99,42.04
42.10,42.29,42.94,42.10
42.33,42.34,42.87,41.88
42.77,42.09,42.81,41.93
42.17,41.82,42.42,41.60
41.63,41.45,41.65,40.88
41.64,41.63,41.88,41.28
41.60,41.31,41.60,40.56
41.44,41.27,41.58,40.74
40.98,40.38,41.17,40.28
40.50,40.23,40.51,39.73
40.04,40.00,40.37,39.80
39.38,38.82,39.43,38.72
38.69,38.25,38.87,38.15
38.23,38.26,38.39,37.78
38.63,38.32,39.02,37.40
38.22,40.11,40.29,37.51
39.92,39.69,40.27,39.35
39.43,39.08,39.78,39.03
39.33,39.21,39.83,38.87
38.78,38.74,39.21,38.25
39.31,39.35,39.79,39.01
39.23,39.07,39.26,38.25
39.28,39.73,40.26,39.28
39.61,39.62,39.78,39.19
39.75,39.92,40.43,39.53
39.71,39.75,39.97,39.34
39.73,39.70,39.99,39.53
39.90,39.78,39.94,39.63
39.70,39.62,39.89,39.53
39.61,40.29,40.41,39.48
40.36,40.09,40.52,40.01
39.82,40.38,40.50,39.69
40.56,40.32,40.72,40.23
40.23,40.16,40.49,40.01
40.02,39.85,40.13,39.56
39.75,39.60,39.76,39.30
39.75,39.89,40.12,39.38
39.90,40.12,40.29,39.66
40.16,39.99,40.36,39.99
39.90,40.01,40.11,39.64
40.22,39.95,40.30,39.83
40.01,40.36,40.50,39.84
40.30,40.41,40.41,40.04
40.60,41.16,41.49,40.53
41.33,41.00,41.33,40.91
41.00,40.63,41.00,40.54
40.57,40.40,40.74,40.31
40.56,41.03,41.08,40.47
41.04,41.81,41.91,40.93
41.96,43.65,43.98,41.92
43.63,43.94,44.68,43.47
43.76,44.61,44.96,43.57
44.59,44.83,44.96,44.42
44.58,45.31,45.56,44.38
45.77,45.28,45.77,45.08
44.94,45.37,45.74,44.86
45.49,44.88,45.86,44.75
45.00,44.91,45.23,44.15
45.10,45.75,45.89,45.03
45.44,45.73,46.03,45.44
45.89,45.87,46.12,45.61
46.05,46.12,46.37,45.70
46.25,46.10,46.45,45.81
46.00,46.21,46.49,44.43
46.58,46.06,46.66,45.87
45.94,45.91,46.12,45.77
45.87,45.15,46.28,44.97
45.20,44.86,45.35,44.56
45.91,45.58,46.49,45.30
45.48,45.33,45.83,45.05
45.33,45.45,45.66,45.08
45.55,45.02,45.66,44.63
45.14,44.97,45.56,44.86
44.74,44.45,44.93,44.15
44.33,43.89,44.41,43.57
43.83,44.22,44.27,43.62
43.73,43.58,43.87,43.34
43.72,43.27,43.81,43.19
43.62,43.61,43.82,43.20
43.44,42.78,43.49,42.29
42.37,41.39,42.49,40.46
41.10,43.66,43.67,41.10
43.86,42.75,43.93,42.60
42.90,43.73,43.79,42.45
43.85,43.71,43.85,43.03
44.50,45.60,46.93,44.50
45.51,43.90,45.65,43.89
43.70,43.27,44.09,43.18
43.58,43.31,43.63,43.23
43.01,42.78,43.28,42.76
42.68,41.57,42.94,41.50
41.54,41.31,41.70,40.76
41.24,41.62,41.99,41.14
42.03,42.87,42.90,41.66
42.85,42.85,43.30,42.17
43.05,43.55,43.84,42.88
43.40,43.98,44.00,43.35
43.47,43.64,43.71,43.09
43.60,43.17,43.80,43.12
43.20,43.51,43.57,42.97
43.68,44.81,44.82,43.35
44.06,45.07,45.09,44.06
45.22,44.95,45.37,44.67
44.92,44.72,45.22,44.60
44.70,45.16,45.35,44.64
45.25,46.17,46.88,45.04
46.25,45.62,46.40,45.57
45.54,46.03,46.34,45.54
45.98,46.24,46.60,45.97
46.39,46.12,46.60,46.04
45.67,45.90,46.11,45.57
45.89,45.54,46.14,45.53
45.82,46.47,46.53,45.75
47.01,48.15,48.38,46.67
48.26,49.46,49.75,47.82
49.36,49.38,49.50,48.86
48.83,48.49,48.92,48.15
48.62,48.54,48.67,48.13
48.56,47.85,48.72,47.82
47.96,48.19,48.33,47.69
48.00,47.38,48.19,47.35
47.40,48.35,48.49,47.21
49.41,49.69,49.89,48.94
49.52,49.84,50.39,49.39
49.89,50.00,50.20,49.55
50.74,51.21,51.25,50.23
51.27,50.25,51.50,50.24
50.63,50.81,51.17,50.15
51.13,50.55,51.38,50.54
50.76,50.91,50.92,50.26
50.57,51.52,51.58,50.57
51.22,53.26,53.28,51.20
53.00,53.38,53.68,52.57
53.66,54.78,55.21,53.38
54.78,55.46,55.50,54.50
55.57,56.42,56.87,55.32
56.18,55.18,56.25,54.85
55.39,55.20,55.66,54.97
55.52,57.34,57.35,55.29
57.22,57.08,57.39,56.24
56.97,56.38,57.20,55.64
56.33,56.82,56.98,56.07
56.60,56.64,56.89,56.32
57.09,56.62,57.25,56.43
56.50,56.05,56.97,55.95
56.14,56.39,57.65,55.80
56.27,56.80,57.12,56.17
56.90,57.09,57.44,56.66
57.21,58.11,58.57,57.06
57.30,57.38,57.90,56.75
57.22,56.30,57.40,56.21
56.54,57.28,57.29,56.53
57.06,57.91,58.04,57.00
57.91,57.42,58.48,57.25
57.30,57.76,57.80,56.78
57.63,56.79,58.35,56.73
56.85,57.03,57.52,56.24
57.24,57.99,58.04,57.22
58.13,56.01,58.35,55.94
56.39,56.68,56.88,55.30
56.52,58.20,58.39,56.52
57.92,57.89,58.37,57.62
57.40,58.18,58.79,56.07
57.70,57.34,58.10,57.00
57.67,58.41,58.52,57.44
58.75,58.43,58.75,58.19
58.73,59.47,59.80,58.52
59.72,60.02,60.18,59.24
59.94,60.30,60.53,59.90
60.30,60.87,60.91,60.14
60.80,61.16,61.40,60.63
61.14,61.47,61.71,61.09
61.37,62.00,62.04,61.17
61.57,61.94,62.29,61.14
62.29,62.52,63.10,61.79
62.68,62.69,63.05,62.22
62.25,62.15,62.92,61.84
62.55,62.63,62.80,62.24
62.90,62.72,63.62,62.47
63.07,63.84,65.00,62.94
63.37,64.38,64.78,63.02
64.42,63.87,64.71,63.55
63.88,64.92,65.36,63.74
65.49,64.60,66.45,64.27
64.72,62.82,64.74,62.26
62.83,62.86,63.47,62.00
61.80,62.44,62.64,61.80
62.60,62.50,62.75,61.96
62.52,62.08,62.94,61.91
61.22,60.84,62.05,60.41
60.89,62.86,62.93,60.89
62.60,62.46,63.52,62.39
62.04,60.12,62.59,59.88
60.34,61.21,61.24,59.08
60.66,60.56,61.00,59.32
60.67,60.34,60.67,59.36
60.70,61.25,61.51,60.27
61.37,61.08,61.55,59.97
61.53,62.73,63.05,61.36
62.92,62.73,63.18,62.28
63.19,62.51,63.42,62.45
64.00,64.78,65.52,63.93
66.71,65.47,68.75,65.21
65.56,66.59,66.60,65.48
66.51,65.31,67.16,65.20
65.54,66.17,66.55,65.32
66.50,65.65,66.60,65.56
65.81,66.75,66.87,65.42
66.70,66.87,67.39,66.31
66.90,67.60,67.60,66.87
67.63,66.98,67.77,66.81
67.11,67.46,67.74,66.85
67.39,67.60,67.60,67.20
67.60,69.02,69.06,67.51
68.46,69.11,69.29,68.34
69.05,67.96,69.05,67.81
67.72,67.04,67.78,66.48
67.00,66.65,67.34,66.24
66.65,66.41,66.90,65.87
66.70,66.65,68.09,66.02
66.24,67.02,67.12,65.65
66.56,66.73,66.78,66.10
67.55,69.37,69.50,67.55
68.89,67.49,69.13,67.12
68.10,70.25,70.44,68.10
69.85,69.14,70.32,69.03
69.33,69.10,69.72,68.24
69.04,68.63,70.15,68.15
68.44,67.80,69.14,67.77
67.94,68.82,68.94,67.68
68.96,69.93,70.00,68.94
69.98,70.85,71.11,69.89
70.16,70.14,70.93,69.85
71.01,69.87,71.30,69.50
69.77,71.20,71.32,69.24
70.70,70.34,71.54,70.27
70.83,69.91,71.06,69.47
70.00,70.07,70.59,69.70
70.21,68.37,70.57,68.14
68.12,66.38,68.27,66.18
