VIS,Vanguard Industrials ETF - DNQ,NASDAQ
119.80,119.06,119.80,118.93
118.90,118.98,119.38,118.75
119.20,119.04,119.88,119.01
119.30,119.78,120.06,119.10
119.93,119.76,120.15,119.45
120.34,119.82,120.56,119.66
119.92,120.45,120.46,119.47
120.44,122.45,122.50,120.33
122.63,122.21,122.63,121.75
122.28,122.64,122.69,122.14
122.46,121.99,122.46,121.43
122.51,121.76,122.59,121.44
120.97,119.92,121.43,119.79
119.99,120.07,120.95,119.87
120.01,119.83,120.83,119.73
120.20,120.50,120.64,120.00
120.79,121.34,121.36,120.78
121.35,120.85,121.35,120.85
120.88,120.58,120.90,120.20
120.49,120.71,120.76,120.41
120.90,120.94,121.17,120.74
121.10,119.62,121.15,119.61
119.89,119.65,120.21,119.35
119.85,119.26,119.94,118.87
120.12,120.04,120.76,119.40
120.30,120.86,120.89,120.25
120.74,120.22,121.26,119.66
120.34,120.59,121.08,119.81
120.52,119.73,120.59,119.65
119.82,120.32,120.75,119.74
120.44,121.05,121.05,120.28
120.90,120.47,120.90,119.27
120.61,121.03,121.18,120.61
