CFBK,Central Federal Corporation - Common Stock,NASDAQ
7.70,7.65,7.70,7.65
7.50,7.50,7.50,7.50
8.65,8.65,8.65,8.60
nan,8.65,nan,nan
nan,8.65,nan,nan
7.70,7.70,7.70,7.70
nan,7.70,nan,nan
8.50,7.50,8.50,7.50
nan,7.50,nan,nan
6.75,7.00,7.00,6.75
nan,7.00,nan,nan
nan,7.00,nan,nan
nan,7.00,nan,nan
nan,7.00,nan,nan
7.05,7.05,7.05,7.05
nan,7.05,nan,nan
7.05,7.22,7.22,7.05
nan,7.22,nan,nan
nan,7.22,nan,nan
7.50,7.50,7.50,7.50
6.85,7.50,7.50,6.80
nan,7.50,nan,nan
nan,7.50,nan,nan
6.85,6.85,6.85,6.85
6.40,6.95,6.95,6.40
7.00,7.00,7.00,6.45
6.50,6.95,6.95,6.50
6.40,5.95,6.50,5.95
6.55,6.55,6.55,6.55
6.50,6.50,6.50,6.50
5.90,6.75,6.75,5.90
nan,6.75,nan,nan
5.90,6.50,6.50,5.90
6.25,6.50,7.00,6.25
5.85,5.85,5.85,5.85
5.90,5.80,5.90,5.80
nan,5.80,nan,nan
6.20,6.25,6.25,6.20
6.00,6.00,6.00,6.00
nan,6.00,nan,nan
6.00,5.74,6.00,5.74
5.40,5.40,5.40,5.40
5.10,5.50,5.50,5.10
5.30,5.30,5.40,5.30
5.90,5.90,5.90,5.90
6.45,5.10,6.45,5.10
nan,5.10,nan,nan
5.40,5.40,5.40,5.40
5.50,5.50,5.50,5.50
5.20,5.20,5.20,4.40
5.35,4.45,5.45,4.45
4.55,5.00,5.00,4.55
5.00,5.00,5.00,5.00
nan,5.00,nan,nan
nan,5.00,nan,nan
4.75,4.75,4.75,4.50
nan,4.75,nan,nan
N/A,N/A,N/A,N/A
4.95,5.00,5.00,4.95
5.00,5.00,5.00,5.00
4.50,5.10,5.10,4.50
5.05,5.00,5.05,5.00
4.85,4.85,4.85,4.85
5.00,5.00,5.00,5.00
5.50,5.00,5.50,5.00
5.00,5.00,5.50,5.00
4.85,4.75,4.85,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.81,4.75,4.81,4.75
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.75,4.75,4.75,4.75
5.00,5.00,5.00,5.00
N/A,N/A,N/A,N/A
4.75,4.75,4.75,4.75
N/A,N/A,N/A,N/A
4.75,4.75,5.00,4.50
5.00,5.00,5.00,5.00
4.25,5.00,5.00,4.25
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.50,5.00,5.00,4.50
5.25,4.70,5.25,4.70
N/A,N/A,N/A,N/A
5.25,5.00,5.25,4.95
4.85,4.85,4.85,4.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.85,4.85,5.00,4.85
5.00,5.00,5.00,5.00
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
5.00,5.00,5.00,4.95
N/A,N/A,N/A,N/A
4.85,5.00,5.00,4.85
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.85,4.31,4.85,4.31
4.60,4.75,4.75,4.60
N/A,N/A,N/A,N/A
4.50,4.50,4.50,4.50
4.50,4.55,4.55,4.50
4.60,4.60,4.60,4.60
4.35,4.30,4.50,4.30
4.30,3.75,4.30,3.75
4.15,4.50,4.50,3.45
6.25,4.90,6.25,4.15
4.45,5.05,5.05,4.45
4.60,4.80,4.80,4.60
4.80,4.50,5.00,4.50
4.50,4.75,5.00,4.50
N/A,N/A,N/A,N/A
4.10,4.10,4.10,4.10
3.65,3.85,3.95,3.52
3.75,3.75,3.75,3.75
3.55,3.75,3.75,3.50
3.75,3.45,3.75,3.15
3.32,3.20,3.40,3.20
3.05,3.50,3.50,3.00
3.50,3.75,3.75,3.50
3.50,3.54,3.54,3.50
3.70,3.70,3.70,3.70
3.15,3.44,3.44,3.15
3.15,3.15,3.25,2.95
3.15,3.15,3.15,2.76
3.25,3.25,3.25,3.05
3.25,3.05,3.25,2.95
3.00,3.20,3.20,2.75
2.95,2.80,3.20,2.55
2.90,2.95,3.30,2.90
2.90,2.75,3.60,2.75
3.00,2.35,3.10,2.35
2.25,2.60,2.80,2.25
2.60,2.55,2.72,2.55
2.55,3.50,3.65,2.55
3.65,3.75,3.75,3.64
3.75,3.98,4.03,3.75
4.10,4.25,4.25,4.10
4.25,4.85,5.00,4.08
5.00,4.67,5.25,4.51
5.20,5.25,5.25,4.90
5.25,5.55,5.60,5.25
5.60,5.50,5.65,5.45
5.40,5.75,5.75,5.40
5.75,5.95,5.95,5.75
5.95,8.85,11.28,5.95
9.00,8.10,9.00,7.20
8.10,8.65,9.90,7.85
8.60,8.65,8.65,8.50
8.45,7.65,8.50,7.40
7.60,9.50,9.60,7.60
9.70,9.95,10.00,9.70
9.75,9.55,9.75,9.55
9.75,9.75,9.90,9.75
9.50,7.85,9.50,7.15
8.30,8.30,8.30,8.30
8.60,8.60,8.60,8.60
8.85,9.35,9.95,8.85
8.80,8.75,8.80,8.75
9.00,8.75,9.10,8.75
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
7.70,8.25,8.25,7.65
8.25,7.50,8.25,7.50
7.50,8.15,8.15,7.50
9.50,8.30,9.50,8.30
8.50,8.25,8.50,8.25
N/A,N/A,N/A,N/A
7.50,6.85,7.74,5.70
7.25,7.45,7.45,7.25
N/A,N/A,N/A,N/A
6.75,7.57,7.57,6.75
8.25,7.65,8.35,7.65
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
7.20,7.50,7.50,7.20
7.30,7.20,7.40,7.20
7.40,7.75,8.05,7.40
7.75,8.00,8.00,7.75
7.90,8.00,8.00,7.65
8.00,7.70,8.00,7.65
8.00,8.00,8.00,8.00
8.00,7.05,8.00,7.05
N/A,N/A,N/A,N/A
7.25,7.50,7.50,7.25
7.40,6.88,7.50,6.88
nan,7.50,nan,nan
7.35,7.10,7.35,7.10
7.05,7.68,7.75,7.00
7.05,6.95,7.05,6.90
7.30,7.30,7.30,7.30
6.75,6.30,6.75,6.25
6.25,6.95,7.00,6.25
6.90,6.95,6.95,6.90
N/A,N/A,N/A,N/A
6.45,6.50,6.50,6.45
5.85,5.65,6.80,5.65
5.65,5.70,5.70,5.65
5.80,5.90,5.90,5.80
6.75,6.75,6.75,6.75
6.95,5.60,6.95,5.60
5.85,5.85,5.85,5.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.90,5.85,5.95,5.85
6.10,6.50,6.50,5.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.85,5.85,5.85,5.85
6.25,5.85,6.25,5.85
6.15,6.40,6.40,6.15
6.50,6.15,6.50,6.15
N/A,N/A,N/A,N/A
5.95,5.68,6.05,5.55
5.30,5.40,5.60,5.25
5.70,5.85,5.85,5.45
5.85,5.85,5.85,5.85
5.85,7.50,7.65,5.85
7.55,7.02,7.55,7.02
6.75,6.30,6.75,5.95
5.70,6.25,6.50,5.45
5.35,5.35,5.35,5.35
5.85,7.00,7.10,5.46
7.30,7.35,7.50,7.02
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.40,6.40,6.40,6.40
6.85,6.20,6.85,6.20
5.70,5.55,6.25,5.55
5.55,5.75,5.75,5.50
5.35,5.50,5.50,5.30
5.40,5.20,5.73,5.20
5.45,5.10,5.45,5.10
5.15,5.05,5.40,5.00
5.10,4.45,5.10,4.45
3.85,3.75,3.85,3.75
3.85,3.75,3.85,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.80,3.80,3.80,3.80
3.78,3.75,3.78,3.75
3.51,3.25,3.51,3.25
3.25,3.75,3.75,3.25
3.19,3.40,3.50,2.67
3.65,3.30,3.65,3.05
4.90,4.75,4.90,4.75
4.75,3.95,4.75,3.95
4.50,4.50,4.50,4.50
4.50,4.70,4.70,4.50
4.65,4.00,4.65,3.50
3.80,3.80,3.80,3.80
3.85,4.18,4.45,3.80
3.85,3.85,3.85,3.85
3.85,4.25,4.50,3.85
N/A,N/A,N/A,N/A
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
4.00,3.75,4.00,3.75
3.60,3.60,3.60,3.60
3.60,3.55,3.60,3.55
3.70,3.65,3.70,3.65
4.25,4.50,4.50,4.25
4.40,4.40,4.40,4.40
N/A,N/A,N/A,N/A
4.40,4.50,4.50,4.40
4.00,3.95,4.00,3.95
3.85,3.85,3.85,3.85
3.88,4.40,4.40,3.55
nan,4.40,nan,nan
3.65,3.55,3.65,3.55
nan,3.47,nan,nan
3.40,3.40,3.40,3.30
3.40,3.40,3.40,3.40
3.90,3.75,4.00,3.70
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.75,3.78,3.78,3.75
3.75,3.78,3.78,3.75
3.75,4.35,4.35,3.70
3.70,3.40,3.80,3.40
3.46,3.40,3.46,3.40
3.40,3.40,3.40,3.40
3.45,3.90,3.90,3.45
4.20,4.75,4.75,4.15
4.90,4.75,5.00,3.95
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.90,3.65,3.90,3.45
4.35,3.60,4.35,3.60
3.60,3.50,3.60,3.31
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.66,3.65,3.66,3.65
3.60,3.70,3.70,3.60
3.40,3.40,3.40,3.40
N/A,N/A,N/A,N/A
4.20,3.75,4.25,3.75
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.75,3.75,3.75,3.75
4.24,5.25,5.25,3.85
5.25,5.00,5.25,5.00
4.90,4.90,4.90,4.90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.90,5.00,5.00,4.90
N/A,N/A,N/A,N/A
4.85,4.85,4.85,4.85
N/A,N/A,N/A,N/A
4.10,4.05,4.10,3.80
N/A,N/A,N/A,N/A
4.65,4.00,5.00,3.75
nan,4.00,nan,nan
N/A,N/A,N/A,N/A
5.00,4.75,5.00,4.75
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.75,4.75,4.75,4.70
4.55,4.55,4.55,4.55
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.05,5.00,5.00,4.00
4.25,4.61,4.61,4.06
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.65,4.60,4.65,4.60
4.94,3.95,5.00,3.95
4.06,4.56,4.56,4.00
4.26,5.00,5.00,4.25
N/A,N/A,N/A,N/A
4.06,4.10,4.10,4.05
4.10,4.25,4.25,4.10
4.10,4.75,4.75,4.00
N/A,N/A,N/A,N/A
4.70,4.70,4.70,4.70
N/A,N/A,N/A,N/A
4.16,4.05,4.65,4.05
4.65,4.65,4.65,4.65
N/A,N/A,N/A,N/A
4.64,4.64,4.64,4.64
4.65,4.05,4.70,4.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.02,4.02,4.02,4.02
4.04,4.04,4.05,4.04
3.96,3.96,3.96,3.96
4.35,3.95,4.46,3.95
3.91,3.75,4.00,3.75
4.00,4.00,4.00,4.00
4.00,3.75,4.00,3.75
3.31,3.70,3.70,3.25
3.31,3.22,3.45,3.05
3.08,3.10,3.10,3.08
3.30,4.00,4.00,3.30
4.00,4.33,4.33,3.62
N/A,N/A,N/A,N/A
3.70,3.70,3.75,3.70
3.70,4.55,4.70,3.70
4.55,5.00,5.00,4.25
4.80,5.00,5.00,4.80
5.00,5.00,5.00,5.00
5.00,4.10,5.00,4.00
3.75,4.50,4.65,3.70
4.00,3.75,4.35,3.50
3.60,3.35,3.60,3.32
3.80,3.55,3.85,3.55
N/A,N/A,N/A,N/A
3.35,3.35,3.35,3.35
3.40,3.68,3.68,3.25
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.50,3.90,3.25
3.55,3.60,3.70,3.50
3.40,3.40,3.40,3.40
3.35,3.25,3.35,3.25
3.30,3.51,3.66,3.25
3.10,3.18,3.56,3.10
3.10,3.10,3.10,3.10
3.15,3.23,3.25,3.15
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.00,3.50,4.01,3.45
3.95,3.40,4.00,3.39
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.70,3.75,3.75,3.70
3.75,3.15,3.90,3.15
N/A,N/A,N/A,N/A
3.20,3.08,3.85,3.08
N/A,N/A,N/A,N/A
3.18,3.02,3.18,3.02
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.06,3.06,3.06,3.06
3.04,3.04,3.04,3.04
N/A,N/A,N/A,N/A
3.25,3.50,3.50,3.25
N/A,N/A,N/A,N/A
3.40,3.40,3.40,3.40
N/A,N/A,N/A,N/A
3.35,3.75,3.80,3.00
N/A,N/A,N/A,N/A
3.80,4.50,5.00,3.80
3.95,3.95,3.95,3.95
nan,3.95,nan,nan
4.10,4.00,4.10,4.00
nan,4.00,nan,nan
4.05,5.00,5.00,4.05
3.80,4.09,4.09,3.80
nan,3.80,nan,nan
nan,3.80,nan,nan
nan,3.80,nan,nan
4.45,4.50,4.60,4.45
nan,4.50,nan,nan
nan,4.50,nan,nan
nan,4.50,nan,nan
5.00,5.00,5.00,5.00
nan,4.50,nan,nan
nan,4.50,nan,nan
nan,4.50,nan,nan
nan,4.50,nan,nan
4.05,3.72,4.05,3.70
4.45,4.45,4.45,4.40
4.45,4.45,4.45,3.70
nan,4.45,nan,nan
4.30,5.00,5.00,4.30
4.55,4.30,4.70,3.60
4.20,4.30,4.30,4.20
nan,4.20,nan,nan
nan,3.90,nan,nan
3.80,3.80,3.80,3.80
4.85,3.60,4.85,3.60
3.70,3.70,3.70,3.70
3.95,3.90,4.50,3.90
3.90,3.90,3.90,3.90
nan,4.50,nan,nan
4.35,4.58,4.60,4.35
4.55,3.70,4.55,3.60
nan,3.75,nan,nan
3.65,3.65,3.65,3.65
nan,3.65,nan,nan
3.60,3.60,3.65,3.60
3.60,3.60,3.80,3.60
3.60,3.35,3.60,3.35
3.01,3.05,3.05,3.00
3.00,3.00,3.00,3.00
3.45,2.70,3.45,2.70
nan,3.00,nan,nan
nan,2.72,nan,nan
nan,2.72,nan,nan
nan,2.72,nan,nan
2.95,2.50,2.95,2.50
3.25,3.50,3.60,3.00
3.25,3.25,3.25,3.25
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.70,2.80,2.70
2.70,2.40,2.70,2.40
0.00,3.18,3.18,2.40
0.00,2.00,3.17,2.00
2.26,2.00,2.50,1.90
1.90,2.38,2.40,1.90
2.35,3.20,3.49,2.35
3.31,3.24,3.31,3.24
3.24,3.05,3.24,3.02
3.00,3.00,3.00,3.00
2.47,2.50,2.50,2.47
2.12,1.84,2.12,1.76
1.58,1.58,1.58,1.58
nan,1.53,nan,nan
1.67,1.54,1.67,1.54
1.63,1.64,1.73,1.63
1.63,1.50,1.63,1.47
1.36,1.36,1.79,1.36
1.41,1.50,1.50,1.41
1.53,1.53,1.53,1.53
1.48,1.48,1.48,1.48
1.60,1.60,1.60,1.60
1.55,1.58,1.58,1.55
1.51,1.51,1.51,1.51
1.54,1.54,1.54,1.54
1.55,1.54,1.55,1.54
1.57,1.57,1.57,1.57
1.72,1.55,1.72,1.54
1.58,1.55,1.58,1.55
1.93,1.55,1.93,1.55
1.51,1.51,1.51,1.51
nan,1.52,nan,nan
1.51,1.51,1.51,1.51
1.52,1.51,1.96,1.48
1.62,1.52,1.62,1.39
nan,1.62,nan,nan
1.50,1.50,1.50,1.50
nan,1.62,nan,nan
1.43,1.73,1.78,1.43
1.77,1.50,1.77,1.45
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.56,1.56,1.56,1.56
nan,1.56,nan,nan
2.23,1.70,2.23,1.65
1.82,1.39,1.91,1.39
1.88,1.76,2.08,1.46
2.06,1.57,2.06,1.56
1.62,1.62,1.62,1.62
1.65,2.00,2.30,1.61
1.90,1.66,2.00,1.65
1.67,1.65,1.67,1.65
1.74,1.74,1.74,1.74
1.64,1.71,1.71,1.64
1.97,2.00,2.00,1.97
1.99,1.84,1.99,1.84
1.85,1.69,1.85,1.69
1.76,1.79,1.79,1.76
1.93,1.94,1.95,1.93
1.90,1.89,1.96,1.89
1.67,1.67,1.67,1.67
1.68,1.62,1.68,1.56
1.52,1.60,1.65,1.52
1.60,1.41,1.60,1.35
1.57,1.59,1.60,1.50
nan,1.60,nan,nan
1.36,1.45,1.50,1.36
1.50,1.57,1.57,1.49
1.57,1.60,1.60,1.57
1.60,1.96,1.96,1.60
1.87,1.61,1.87,1.61
1.51,1.51,1.51,1.51
1.78,1.60,1.80,1.60
1.79,1.72,2.12,1.72
1.85,2.35,2.98,1.85
2.35,2.72,3.68,2.35
3.03,2.47,3.35,2.30
2.58,2.35,2.70,2.30
1.87,1.61,1.93,1.52
1.61,1.58,1.66,1.53
1.59,1.55,1.59,1.51
1.51,1.56,1.56,1.51
1.56,1.51,1.58,1.45
1.53,1.51,1.53,1.40
1.46,1.50,1.51,1.42
1.54,1.50,1.54,1.44
1.50,1.45,1.52,1.45
1.40,1.52,1.54,1.40
1.57,1.48,1.58,1.48
1.44,1.50,1.51,1.43
1.45,1.46,1.46,1.45
1.45,1.45,1.46,1.45
1.45,1.44,1.46,1.39
1.50,1.45,1.50,1.45
1.45,1.44,1.45,1.40
1.38,1.42,1.47,1.26
1.36,1.45,1.45,1.36
1.49,1.44,1.49,1.33
1.44,1.35,1.45,1.35
1.44,1.46,1.52,1.40
1.52,1.48,1.54,1.40
1.40,1.42,1.44,1.40
1.40,1.45,1.46,1.40
1.45,1.49,1.49,1.45
1.42,1.50,1.50,1.41
1.40,1.46,1.46,1.30
1.47,1.40,1.47,1.40
1.41,1.48,1.49,1.40
1.50,1.53,1.53,1.49
1.50,1.48,1.54,1.48
1.50,1.50,1.53,1.50
1.52,1.52,1.52,1.52
nan,1.52,nan,nan
1.49,1.42,1.49,1.37
nan,1.42,nan,nan
1.42,1.49,1.49,1.42
1.51,1.49,1.51,1.49
1.48,1.45,1.48,1.43
1.42,1.54,1.55,1.42
1.50,1.55,1.60,1.50
1.48,1.58,1.59,1.48
nan,1.59,nan,nan
1.53,1.51,1.53,1.41
1.60,1.51,1.60,1.44
1.47,1.48,1.48,1.47
1.46,1.44,1.47,1.42
1.43,1.52,1.52,1.43
1.52,1.55,1.55,1.52
1.49,1.55,1.60,1.48
1.55,1.50,1.55,1.50
1.49,1.48,1.50,1.42
1.45,1.48,1.48,1.42
1.46,1.45,1.46,1.45
1.47,1.47,1.50,1.47
1.46,1.46,1.46,1.46
1.43,1.34,1.43,1.34
1.37,1.30,1.39,1.30
1.30,1.29,1.33,1.29
1.29,1.23,1.29,1.20
1.24,1.26,1.30,1.17
1.23,1.16,1.26,1.16
1.20,1.30,1.36,1.20
N/A,N/A,N/A,N/A
1.30,1.28,1.30,1.20
1.24,1.25,1.25,1.21
1.30,1.30,1.30,1.30
1.30,1.33,1.33,1.29
1.32,1.27,1.32,1.27
1.30,1.30,1.30,1.30
1.23,1.27,1.28,1.21
1.21,1.26,1.26,1.15
1.16,1.15,1.16,1.15
1.17,1.27,1.27,1.17
1.19,1.25,1.25,1.19
1.25,1.25,1.25,1.21
1.26,1.27,1.27,1.16
1.17,1.19,1.22,1.17
1.25,1.25,1.25,1.25
1.20,1.27,1.27,1.19
1.27,1.28,1.28,1.25
1.28,1.27,1.28,1.21
1.29,1.29,1.30,1.27
1.30,1.30,1.30,1.26
1.22,1.25,1.26,1.22
1.25,1.37,1.38,1.25
1.34,1.31,1.44,1.31
1.29,1.45,1.45,1.28
1.26,1.45,1.45,1.26
1.48,1.56,1.65,1.44
1.31,1.44,1.54,1.31
1.40,1.32,1.44,1.31
1.35,1.44,1.49,1.35
1.56,1.56,1.56,1.56
1.53,1.50,1.53,1.44
1.44,1.45,1.45,1.43
1.46,1.45,1.46,1.45
1.57,1.46,1.57,1.46
1.50,1.56,1.57,1.50
1.56,1.51,1.56,1.49
1.50,1.50,1.50,1.42
1.52,1.58,1.58,1.52
1.54,1.54,1.54,1.54
1.58,1.59,1.60,1.55
1.56,1.70,1.70,1.56
1.70,1.62,1.75,1.62
N/A,N/A,N/A,N/A
1.57,1.60,1.65,1.57
1.58,1.62,1.65,1.54
1.62,1.62,1.62,1.62
1.59,1.60,1.60,1.57
1.62,1.59,1.65,1.48
1.55,1.50,1.60,1.40
1.55,1.55,1.55,1.55
1.55,1.54,1.55,1.54
1.51,1.50,1.52,1.43
1.47,1.40,1.49,1.40
1.49,1.49,1.49,1.47
1.49,1.39,1.49,1.39
1.36,1.40,1.50,1.35
1.50,1.69,1.75,1.50
1.69,1.65,1.70,1.65
1.60,1.60,1.64,1.60
1.63,1.61,1.63,1.55
1.62,1.59,1.63,1.59
1.65,1.57,1.65,1.55
1.55,1.55,1.55,1.55
1.55,1.50,1.55,1.50
1.55,1.50,1.56,1.50
1.50,1.49,1.51,1.48
1.46,1.42,1.47,1.37
1.42,1.53,1.59,1.42
1.55,1.50,1.55,1.45
1.49,1.50,1.50,1.49
N/A,N/A,N/A,N/A
1.52,1.58,1.58,1.52
1.51,1.58,1.60,1.51
1.53,1.53,1.53,1.53
N/A,N/A,N/A,N/A
1.55,1.52,1.55,1.52
N/A,N/A,N/A,N/A
1.50,1.50,1.50,1.49
1.49,1.50,1.50,1.49
1.53,1.53,1.53,1.53
1.54,1.54,1.55,1.54
1.55,1.55,1.55,1.55
1.54,1.49,1.54,1.49
1.49,1.49,1.50,1.48
1.48,1.50,1.50,1.48
1.49,1.48,1.49,1.48
1.45,1.48,1.48,1.43
1.56,1.40,1.56,1.40
N/A,N/A,N/A,N/A
1.42,1.42,1.42,1.42
1.50,1.50,1.50,1.50
1.50,1.49,1.50,1.49
1.50,1.49,1.50,1.49
1.37,1.37,1.37,1.37
1.40,1.45,1.45,1.40
1.45,1.37,1.45,1.37
1.40,1.40,1.40,1.40
1.46,1.48,1.48,1.46
1.45,1.45,1.45,1.45
1.38,1.38,1.38,1.38
1.53,1.53,1.53,1.53
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.55,1.55,1.55,1.55
1.52,1.52,1.52,1.52
1.50,1.50,1.50,1.50
1.49,1.49,1.49,1.49
1.53,1.49,1.53,1.49
1.40,1.40,1.40,1.40
1.40,1.32,1.42,1.32
1.35,1.41,1.55,1.34
1.41,1.43,1.43,1.41
1.41,1.41,1.45,1.40
1.40,1.40,1.40,1.40
1.40,1.51,1.51,1.40
1.50,1.44,1.50,1.40
N/A,N/A,N/A,N/A
1.41,1.40,1.41,1.40
1.40,1.40,1.40,1.40
1.50,1.50,1.50,1.50
1.51,1.45,1.51,1.45
1.40,1.46,1.46,1.40
1.47,1.47,1.47,1.46
1.45,1.40,1.45,1.40
N/A,N/A,N/A,N/A
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
N/A,N/A,N/A,N/A
1.41,1.40,1.52,1.40
1.35,1.35,1.41,1.29
N/A,N/A,N/A,N/A
1.35,1.35,1.35,1.35
1.40,1.45,1.46,1.36
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.38,1.47,1.37
1.44,1.44,1.44,1.44
1.37,1.42,1.43,1.35
1.42,1.44,1.44,1.42
1.40,1.40,1.40,1.36
1.36,1.42,1.43,1.36
1.42,1.35,1.42,1.35
N/A,N/A,N/A,N/A
1.44,1.42,1.45,1.42
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.43,1.35,1.45,1.35
1.40,1.40,1.40,1.31
1.35,1.31,1.35,1.31
1.31,1.31,1.31,1.31
1.30,1.38,1.38,1.30
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.33,1.34,1.42,1.33
1.34,1.34,1.34,1.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
