KEX,Kirby Corporation Common Stock,NASDAQ
47.90,47.26,48.07,47.04
47.41,46.65,47.50,45.89
46.56,48.07,48.14,46.35
48.15,48.43,49.58,48.15
48.14,47.52,48.38,47.32
46.64,46.90,47.30,46.13
46.95,46.49,46.95,45.90
47.01,46.88,47.79,46.38
50.01,53.51,55.60,50.01
53.85,54.79,55.23,53.22
54.61,53.20,54.83,52.94
52.98,52.77,53.33,52.10
53.07,52.84,53.37,52.56
52.42,52.74,53.53,52.25
53.79,54.12,54.81,53.56
54.20,53.64,54.68,53.60
53.82,53.82,54.84,53.49
53.63,53.87,54.07,53.03
53.68,53.85,54.36,53.46
53.51,53.81,53.92,53.17
53.58,52.75,53.65,52.18
52.91,52.80,53.67,52.63
52.81,54.23,54.35,52.32
54.36,55.28,55.71,54.31
55.38,55.36,55.66,54.79
55.18,54.65,55.74,54.54
54.71,53.22,55.08,52.25
53.28,53.73,54.16,52.70
53.59,52.96,53.89,52.89
52.86,52.28,52.86,51.97
52.30,51.95,52.37,51.83
51.73,52.09,52.43,51.33
52.09,51.60,52.20,51.46
51.45,51.71,51.99,51.25
52.03,52.65,53.31,51.74
52.59,53.88,54.00,52.30
54.83,55.99,56.82,54.49
56.40,57.36,57.78,56.06
57.25,57.96,58.21,57.19
58.03,57.85,58.68,57.70
57.76,57.66,57.83,57.19
57.98,57.83,57.99,57.34
57.81,58.07,58.44,57.25
58.25,58.55,58.83,58.12
58.50,57.85,58.71,57.64
57.59,57.42,57.83,57.11
57.59,57.17,57.97,57.00
56.96,56.53,56.97,56.25
56.92,56.26,57.46,56.25
56.04,56.57,56.58,55.71
56.70,55.21,57.01,55.00
55.30,55.35,55.94,55.04
55.67,55.60,55.94,55.06
55.35,55.28,55.68,54.82
55.45,55.39,55.86,54.83
55.72,56.32,56.38,55.36
56.26,55.71,56.77,55.53
55.97,56.70,56.82,55.70
56.87,56.69,57.26,56.55
56.45,56.16,57.12,56.04
56.20,56.82,57.14,55.51
56.84,56.25,57.33,55.96
56.55,56.06,56.87,55.97
56.25,55.90,56.44,55.60
56.03,57.21,57.32,55.72
57.41,58.43,58.55,57.41
58.34,59.27,59.40,58.16
59.11,60.44,60.44,58.68
60.21,58.93,60.34,58.65
58.75,58.59,59.17,57.99
57.97,59.61,59.62,57.61
59.60,59.22,59.88,58.88
59.20,55.18,59.44,55.00
56.35,58.13,58.24,56.35
58.08,57.48,59.03,57.06
57.61,59.37,59.44,57.46
59.49,57.09,59.74,57.03
56.97,57.15,57.32,56.63
57.54,57.52,57.69,56.65
57.38,56.73,57.40,56.17
56.36,54.81,56.70,54.61
54.65,53.89,54.65,53.60
54.17,54.54,54.86,53.86
54.21,54.99,55.38,54.14
55.26,54.29,55.80,54.09
54.16,54.97,55.54,53.99
54.88,54.94,55.20,53.96
55.59,56.56,56.76,54.84
56.48,56.53,56.79,55.56
56.59,56.50,56.98,56.09
56.72,57.22,57.23,56.11
56.95,56.99,57.69,56.60
56.89,56.23,57.06,56.19
56.49,58.00,58.22,56.14
58.64,58.31,59.15,58.00
58.32,57.88,58.32,57.13
58.25,57.86,58.53,57.40
57.61,57.41,57.80,56.57
57.59,57.77,58.17,57.19
57.60,57.34,58.09,56.84
57.48,57.30,58.06,57.17
57.49,57.82,58.11,56.90
58.06,57.96,58.06,57.58
58.23,57.99,58.76,57.72
57.84,57.67,58.16,57.31
57.45,58.16,58.64,57.29
58.08,58.69,58.91,57.78
58.62,60.51,61.11,58.62
60.33,61.18,61.43,60.29
61.25,61.66,61.73,60.76
60.22,61.36,61.89,59.50
61.35,61.31,61.42,60.77
61.16,60.90,61.52,60.74
60.81,61.10,61.59,60.80
60.79,60.80,61.37,60.73
60.50,61.89,61.89,60.27
63.17,62.95,63.32,61.41
62.85,63.58,65.15,62.85
63.59,63.74,64.16,63.31
63.56,63.99,64.11,63.27
62.62,62.72,63.56,62.06
62.70,62.60,63.08,61.94
63.04,62.80,63.26,62.50
62.87,62.40,63.03,62.09
62.52,63.22,63.24,61.89
63.20,63.72,63.96,63.07
63.42,63.70,64.00,63.41
63.82,64.42,64.59,63.77
64.58,65.05,65.12,64.32
64.90,65.50,65.62,64.78
65.49,65.35,66.10,64.71
65.93,66.09,66.23,65.14
66.29,66.93,67.03,65.87
67.00,67.58,67.94,66.64
67.35,67.39,67.59,67.03
67.53,66.49,67.75,65.68
68.74,70.65,72.29,68.70
71.18,70.58,71.99,70.40
70.01,70.65,70.99,69.06
70.74,71.40,71.52,70.36
71.03,72.00,72.07,71.03
72.02,71.96,72.07,71.05
72.05,71.90,72.20,71.57
71.98,71.36,71.98,71.03
71.59,71.61,71.82,70.77
71.84,72.76,72.76,71.54
72.45,74.65,74.72,72.45
74.89,75.03,75.40,74.17
75.04,76.23,76.29,74.97
76.00,75.06,76.16,74.78
75.08,74.40,75.16,73.48
74.89,74.68,75.32,74.54
75.03,73.10,75.13,73.10
73.58,73.94,74.01,73.06
73.92,76.71,77.05,73.92
76.48,75.98,77.18,75.91
75.53,75.13,76.31,74.96
74.96,75.49,75.78,74.36
75.50,76.37,76.61,75.36
76.52,75.69,76.76,75.26
74.99,75.39,75.76,74.56
75.72,75.45,76.00,75.09
75.23,75.93,76.02,75.04
76.21,75.84,78.02,75.30
76.27,76.37,76.75,75.22
76.76,76.97,77.15,76.42
76.77,76.95,77.06,76.38
76.35,75.73,77.02,75.48
76.21,77.03,78.04,76.15
77.31,76.88,77.41,74.96
76.58,76.07,77.29,75.80
76.34,76.04,76.70,75.61
76.53,75.50,77.12,74.91
75.83,76.26,76.47,74.89
75.93,75.79,76.12,75.06
75.85,76.80,76.87,75.35
76.84,76.27,76.94,74.96
76.50,75.65,76.50,75.01
75.54,74.10,75.90,73.81
74.20,73.30,74.29,73.17
72.60,73.83,74.00,71.74
73.79,74.41,74.69,73.39
74.51,74.19,74.64,73.52
74.49,75.75,76.24,74.32
75.80,75.66,76.83,75.21
75.52,74.38,75.52,73.93
73.90,71.54,73.99,71.44
72.34,73.58,73.61,71.61
73.35,73.58,74.43,73.09
73.71,73.04,74.65,72.81
73.39,74.51,74.67,72.71
74.97,75.44,75.68,74.07
75.80,75.17,76.32,74.97
75.15,76.12,76.37,75.15
76.45,75.15,77.69,74.55
75.46,75.78,75.81,74.82
76.32,75.23,76.40,74.92
75.33,74.89,75.33,73.53
74.82,73.56,74.88,73.51
73.85,73.47,74.30,73.39
73.98,74.19,75.62,73.84
74.41,75.53,75.97,74.16
75.89,76.48,76.87,75.89
76.40,77.05,77.71,76.16
77.01,76.22,77.43,76.00
76.01,77.02,77.21,76.01
76.77,76.85,77.32,76.63
76.73,80.09,80.16,76.73
79.76,80.68,80.84,79.00
80.49,80.31,81.12,80.08
80.52,81.89,81.97,80.52
81.53,81.31,82.09,81.00
81.24,82.42,82.46,81.21
82.34,80.35,82.84,80.07
79.35,79.68,79.93,78.63
79.08,79.30,79.43,78.18
80.34,79.92,80.99,79.55
79.40,78.58,79.60,78.05
78.55,77.97,78.55,77.61
77.60,78.08,78.85,77.60
78.18,77.32,78.76,76.31
77.18,76.65,77.86,76.19
76.60,74.84,76.60,73.93
75.08,75.58,76.00,74.69
75.99,76.35,76.62,75.63
76.54,78.13,78.13,75.98
77.31,78.29,79.97,77.00
78.56,78.47,79.15,78.01
78.17,79.75,80.10,77.95
79.79,80.41,81.00,79.73
81.05,81.18,81.64,80.19
81.29,81.70,82.08,81.16
81.90,80.68,81.90,80.60
