KEX,Kirby Corporation Common Stock,NASDAQ
65.60,66.25,66.60,65.40
66.30,67.25,67.75,65.95
67.80,69.70,69.88,66.55
69.70,69.35,70.05,69.00
69.95,69.00,70.90,68.35
69.55,69.10,70.40,68.45
68.70,66.00,69.10,66.00
66.25,66.65,67.30,65.50
66.85,66.20,67.40,65.65
64.95,66.80,66.80,64.95
67.00,68.80,68.85,67.00
68.60,67.95,69.15,67.70
67.80,66.95,68.35,66.65
67.05,67.00,67.40,66.30
67.10,66.85,67.35,66.35
68.35,66.75,68.35,66.40
66.95,66.95,67.53,65.85
67.05,66.50,67.25,66.40
67.45,66.25,67.70,65.72
66.40,67.90,68.60,66.40
67.60,68.00,68.97,67.05
68.20,68.30,68.55,67.15
67.90,65.45,68.25,65.15
67.00,64.90,67.00,64.55
65.10,65.65,66.22,64.35
65.55,65.20,65.75,64.15
65.35,66.55,66.63,65.20
