CPA,Copa Holdings,NASDAQ
51.09,49.67,51.44,49.64
50.16,49.64,50.43,49.54
50.42,50.02,50.58,49.92
50.44,51.03,51.25,50.12
51.04,50.17,51.28,49.99
50.05,50.42,50.97,49.76
51.12,52.11,52.11,50.95
52.25,52.31,53.04,51.96
52.39,51.76,52.52,51.64
51.51,52.00,52.29,51.46
52.50,52.69,53.25,52.14
52.43,52.80,53.67,52.32
52.94,53.20,53.54,52.34
53.16,53.11,53.62,52.90
53.07,54.13,54.29,52.94
54.75,54.40,54.75,53.55
54.20,54.06,54.57,53.83
54.25,52.92,54.61,52.79
52.62,53.37,53.37,51.89
52.85,53.68,54.60,52.72
53.93,53.83,54.25,53.39
53.60,53.76,54.16,53.50
54.15,54.64,54.68,53.64
54.04,53.94,54.41,53.27
54.17,54.41,54.56,53.90
54.80,54.82,55.88,54.74
55.13,55.47,55.79,54.61
55.75,55.73,55.99,55.47
56.06,56.77,57.23,56.05
56.93,57.01,57.10,56.14
57.21,56.81,57.21,56.43
56.99,58.15,58.20,56.78
58.35,57.69,58.43,57.01
57.55,57.26,57.55,56.46
57.31,57.80,58.01,57.18
59.70,61.91,62.14,59.61
62.80,64.48,64.82,62.29
67.84,64.41,67.84,63.79
64.79,64.80,65.00,64.47
64.54,64.34,64.89,64.06
64.40,64.12,64.40,63.89
64.22,63.32,64.59,62.93
63.38,63.00,64.08,62.90
62.53,62.35,63.40,62.06
62.39,63.15,64.29,61.96
64.01,62.70,64.01,62.36
62.65,63.24,63.67,62.59
62.40,62.28,62.55,62.14
62.42,62.44,62.91,62.12
62.35,62.36,62.59,61.94
60.93,61.76,62.18,60.77
62.22,61.93,62.47,61.63
63.00,62.49,63.05,62.20
62.31,61.34,62.54,61.19
61.50,62.55,62.73,61.47
61.24,61.18,62.03,60.65
61.06,60.83,61.43,60.66
61.20,62.41,62.58,61.04
62.18,61.31,62.63,60.79
61.38,62.71,62.94,61.13
62.35,61.56,62.82,61.34
61.79,61.40,62.28,61.04
61.51,63.08,63.49,61.51
62.56,62.22,62.91,61.73
62.26,63.52,63.65,61.88
64.37,64.91,65.12,64.37
64.96,65.31,66.10,64.95
65.92,67.02,67.09,65.67
66.98,66.51,67.26,66.51
65.87,66.61,67.04,65.81
66.70,65.22,66.70,64.64
65.55,65.78,65.89,65.25
65.58,66.99,67.29,65.58
67.43,67.34,67.66,66.85
67.50,66.74,68.44,66.74
67.04,67.85,68.21,66.74
68.17,67.15,68.17,66.71
67.32,68.49,68.58,67.31
69.00,68.47,69.00,68.43
68.33,70.41,70.49,67.80
69.69,69.95,70.56,69.58
69.86,69.19,70.24,69.07
69.41,68.66,69.87,68.50
68.94,68.58,69.46,68.27
68.95,68.88,69.46,67.80
68.63,66.92,68.98,66.21
67.80,68.42,68.69,67.69
68.79,66.32,68.90,66.19
67.05,67.45,67.91,66.81
67.33,67.72,68.14,66.83
67.25,67.68,67.76,66.19
67.78,67.81,68.34,67.34
67.38,66.84,67.77,66.30
66.84,66.03,66.84,65.93
65.38,65.61,66.15,63.81
66.70,66.15,67.25,64.86
65.55,63.77,65.79,63.62
63.86,64.65,65.04,61.51
66.40,62.28,68.31,62.00
62.76,64.06,64.29,59.42
62.34,61.69,63.60,60.84
61.93,63.34,63.47,60.41
62.43,60.73,62.43,60.00
61.34,62.83,63.78,60.69
63.24,63.29,64.36,62.13
63.23,66.51,66.51,63.23
65.73,66.19,66.84,64.54
66.35,67.53,67.96,66.26
65.71,63.70,65.85,63.21
62.77,60.94,64.57,60.75
62.41,61.23,63.18,61.04
61.56,64.42,64.42,61.16
64.29,65.16,65.19,63.45
65.57,62.47,65.57,62.30
62.51,63.60,63.60,61.80
65.16,66.03,66.05,64.64
66.32,66.37,66.61,64.97
67.00,69.12,69.63,66.76
69.68,68.08,69.99,67.81
66.81,66.41,67.84,66.11
65.08,66.64,66.85,64.23
66.63,68.52,68.69,66.63
67.85,67.81,68.25,66.14
67.32,67.85,68.14,66.10
66.40,68.50,68.55,66.40
68.78,70.86,70.97,67.92
71.00,70.94,72.86,70.66
71.40,70.43,71.57,70.15
70.42,70.57,71.14,70.13
69.37,70.10,70.46,68.92
70.35,70.61,71.35,69.91
70.64,67.46,70.87,67.46
65.63,63.27,65.64,62.59
62.65,62.39,62.98,61.46
63.05,63.51,64.13,62.53
64.77,63.60,65.68,63.41
63.60,63.34,64.36,62.64
64.29,64.03,65.28,63.00
63.37,61.27,64.04,60.50
61.05,58.52,62.37,58.51
57.97,58.81,58.96,55.80
59.10,61.75,62.46,57.71
62.02,63.67,63.75,61.89
64.51,61.45,64.51,61.23
63.00,63.00,63.56,62.26
62.98,62.78,63.10,62.15
63.15,65.68,66.32,62.90
65.46,66.64,67.38,64.23
67.18,67.64,67.90,66.48
67.64,66.54,67.75,66.20
66.80,66.73,67.35,66.09
66.88,66.36,67.50,66.16
66.15,65.65,67.01,64.88
66.29,68.06,68.63,66.02
68.36,70.54,70.93,68.17
69.81,69.08,70.40,68.03
70.11,69.10,70.50,67.18
70.97,70.20,71.37,69.53
70.50,70.30,71.06,68.99
69.75,69.07,70.22,69.03
66.99,68.10,68.71,66.46
69.16,69.00,69.16,67.94
70.00,71.76,71.99,70.00
71.19,71.37,71.73,69.98
71.48,71.51,71.98,69.48
71.27,68.67,71.97,68.26
68.22,66.00,69.64,65.01
66.01,63.38,66.35,62.51
63.96,64.62,65.14,63.43
64.03,63.11,64.58,62.89
63.16,63.94,64.24,62.33
63.39,62.79,64.23,62.74
62.60,62.37,63.21,62.01
62.60,62.97,63.26,62.25
62.15,61.30,62.53,60.18
61.09,60.50,61.60,60.50
60.10,59.26,60.57,59.21
59.09,58.50,59.25,58.30
59.95,61.80,61.81,59.80
61.82,62.47,63.84,61.75
64.15,64.56,65.54,63.68
64.83,64.99,66.89,64.01
65.44,63.62,65.45,63.21
64.51,63.80,64.93,63.23
63.56,64.77,64.88,63.35
64.75,64.08,65.65,64.00
63.59,64.28,65.11,63.52
64.49,62.33,64.49,61.56
61.67,61.50,62.25,60.46
61.87,59.45,62.07,58.98
59.17,58.55,59.28,57.57
59.14,59.39,59.96,59.05
59.46,61.00,61.04,59.25
61.09,59.23,61.27,59.00
60.25,59.99,60.64,59.74
59.69,58.44,60.11,58.33
58.53,60.31,60.49,58.53
60.01,60.16,60.90,59.40
59.92,59.64,60.31,58.46
59.39,59.85,60.81,59.18
59.94,60.03,60.30,59.50
60.11,58.67,60.22,58.46
59.82,59.79,59.82,58.58
59.68,61.26,61.45,59.12
60.85,60.07,61.22,58.95
60.19,60.68,61.66,59.69
60.68,61.75,62.08,60.68
62.37,63.55,63.64,62.36
63.43,64.00,64.50,62.83
64.25,64.48,64.75,63.92
65.00,64.45,65.36,64.02
64.26,64.25,65.45,63.98
64.28,64.03,64.76,62.76
64.20,64.65,65.33,63.92
64.50,64.50,65.37,63.75
64.51,64.98,65.22,63.99
64.78,65.46,65.50,63.73
65.47,65.80,66.08,65.12
66.26,65.33,66.84,65.00
65.38,66.84,67.49,64.89
66.78,66.81,67.30,66.03
67.30,68.14,68.39,66.23
68.39,69.02,69.70,67.74
69.40,69.80,69.98,68.85
70.00,71.59,72.02,69.66
71.43,71.53,71.59,70.30
71.21,70.89,71.61,70.69
70.73,68.98,70.92,68.90
68.71,70.41,71.14,67.37
69.83,72.38,72.45,69.79
72.60,73.36,73.72,72.58
73.18,73.22,73.85,72.69
74.40,73.11,75.91,72.64
73.10,74.38,74.52,72.33
74.83,76.02,77.80,74.35
75.81,71.81,76.97,71.08
71.80,70.65,72.29,70.58
70.76,71.10,71.69,70.66
71.68,69.84,71.72,69.75
69.70,70.46,70.89,69.11
70.71,71.34,71.35,69.99
71.31,71.57,72.74,71.25
71.45,72.90,73.37,71.24
72.85,72.91,73.58,71.80
72.65,73.19,73.75,71.98
72.03,71.29,73.30,70.95
71.37,71.78,72.01,71.23
71.75,73.16,73.28,71.53
73.21,72.41,73.33,72.27
72.63,72.59,73.18,72.08
73.14,75.48,75.64,72.72
75.30,75.88,76.29,75.00
75.67,75.35,76.37,74.61
75.86,74.01,76.91,73.92
74.12,74.75,75.02,73.43
74.56,76.23,76.64,74.30
76.48,76.65,77.70,76.33
75.93,74.16,76.34,73.86
74.60,74.53,75.01,73.82
75.12,78.89,78.93,74.99
79.08,78.31,79.50,77.54
78.27,79.84,80.31,78.24
79.27,79.88,80.00,78.26
80.00,79.20,80.29,78.91
79.44,79.47,79.91,78.76
79.38,81.85,81.89,79.19
81.17,82.03,82.17,80.69
81.54,81.87,82.45,81.54
81.32,80.40,81.32,80.28
81.40,80.16,81.40,79.53
81.42,81.49,82.07,80.70
81.95,81.30,82.89,81.11
81.22,80.86,81.47,80.16
81.33,79.46,81.56,79.37
80.20,81.18,81.79,79.44
80.97,80.84,81.76,80.73
81.04,81.43,81.97,80.14
81.43,80.65,81.80,80.33
79.35,78.44,79.76,77.01
78.62,78.78,79.13,78.05
79.65,80.68,80.91,79.12
80.65,79.90,81.03,79.18
80.40,82.41,82.46,79.87
82.45,81.31,82.47,80.85
81.20,82.33,82.70,80.88
82.10,83.33,83.33,81.47
83.11,82.75,83.48,82.10
82.38,80.83,82.72,80.33
80.56,79.97,80.64,79.57
79.41,78.63,79.41,78.40
78.00,77.23,78.37,77.01
80.00,85.05,86.50,79.21
84.15,84.30,85.77,83.91
83.72,83.79,84.62,83.28
83.49,83.11,84.03,82.52
84.11,83.33,85.22,83.15
83.70,82.14,83.70,82.00
82.17,82.57,83.27,82.13
82.46,83.29,83.65,82.10
83.26,82.70,84.07,82.18
82.00,80.96,82.64,77.67
81.71,83.23,83.84,80.77
83.20,83.85,83.88,82.61
81.81,83.25,84.00,81.81
82.59,81.76,82.92,81.35
81.75,83.02,83.23,80.82
81.52,80.01,82.67,79.82
80.42,78.86,80.82,78.00
78.79,78.83,79.34,78.19
79.39,80.97,80.97,78.84
81.50,80.26,82.35,80.05
79.67,77.42,82.18,76.97
77.85,75.82,78.22,75.52
75.88,76.07,77.23,75.67
76.22,75.42,76.94,75.01
75.77,76.52,76.76,75.53
76.45,76.73,77.06,75.39
76.75,78.46,78.63,76.02
78.46,80.64,80.83,78.42
80.81,82.91,83.00,80.11
82.68,81.07,82.86,81.07
81.57,82.09,82.34,81.22
81.67,80.80,82.03,80.48
81.19,82.66,83.53,81.02
82.95,82.31,83.34,81.93
81.47,82.03,82.14,80.13
83.18,82.48,83.18,81.91
82.30,82.50,83.21,81.86
81.32,80.33,82.02,79.91
80.16,80.76,81.03,79.71
80.43,80.33,80.57,78.94
80.35,80.13,81.74,79.27
80.69,77.21,81.44,76.69
77.32,76.59,78.54,76.26
76.00,74.49,76.46,74.39
74.94,75.15,75.40,74.10
75.08,76.22,76.69,74.69
76.14,75.90,76.64,74.79
75.90,77.16,78.02,75.50
77.64,76.81,78.70,75.77
76.25,74.70,76.44,74.45
73.25,75.04,75.37,72.61
75.12,73.95,76.22,73.09
74.90,74.93,75.15,73.72
75.60,76.14,77.96,74.79
76.52,77.38,77.72,76.10
77.36,78.51,78.67,77.32
78.36,77.53,78.81,77.46
77.78,77.75,78.62,77.19
77.47,78.26,78.54,76.46
79.26,79.61,80.00,78.39
80.00,80.26,80.77,78.94
80.40,79.95,80.40,79.30
79.26,79.40,79.67,78.11
79.21,76.57,79.21,75.53
76.28,76.66,77.40,76.01
76.46,76.43,76.93,75.78
76.72,76.73,77.58,76.05
76.88,78.38,79.25,76.64
78.47,77.86,78.91,77.36
77.77,77.60,78.20,76.65
77.53,78.42,79.09,77.34
78.77,79.22,79.53,78.20
79.12,79.42,79.76,78.38
78.93,77.30,79.59,77.09
77.04,78.03,78.35,76.49
78.56,77.74,78.56,76.74
77.54,78.07,78.86,77.00
78.30,77.04,78.30,76.75
77.09,77.38,77.50,76.08
77.89,77.63,78.99,77.46
76.93,76.76,77.50,76.57
76.52,76.81,77.37,76.51
77.11,79.71,79.74,77.11
79.67,82.51,83.29,79.67
82.95,82.54,82.99,82.06
82.17,82.99,83.35,82.17
83.42,82.78,83.68,82.61
83.00,83.94,84.18,82.36
84.04,83.73,84.42,83.37
83.67,83.39,84.01,82.79
83.00,83.18,83.71,82.47
83.74,85.25,85.81,83.32
84.63,84.09,85.21,83.24
84.40,83.76,84.68,83.14
83.80,83.53,84.56,82.91
83.60,82.28,83.67,82.14
82.17,81.61,82.35,81.35
81.80,81.57,82.39,80.56
81.22,81.27,81.64,80.77
81.39,83.22,83.77,81.00
83.53,83.64,84.86,83.14
84.34,84.78,84.88,83.21
85.17,84.69,85.20,84.23
85.32,85.30,85.94,84.63
85.37,85.45,85.93,84.74
85.19,84.29,85.50,83.56
84.39,85.00,85.27,84.22
85.39,85.87,86.14,85.09
85.99,86.23,86.52,85.49
86.48,87.65,87.81,85.96
88.00,88.34,89.57,87.49
88.50,87.75,88.71,87.29
87.59,88.78,89.44,87.41
88.23,89.60,90.59,88.09
89.62,90.03,90.26,89.36
89.78,88.79,89.94,87.72
89.19,88.69,89.42,88.07
88.91,88.54,89.52,88.42
88.68,88.73,89.47,87.95
89.35,92.82,93.21,88.98
93.18,93.91,94.18,92.41
94.31,93.42,94.31,92.73
93.72,94.00,94.43,93.54
94.32,96.44,96.48,93.22
96.42,94.88,99.00,94.17
95.85,95.85,98.99,95.56
94.31,95.46,96.31,94.26
95.00,95.27,95.89,94.26
94.87,96.00,96.73,94.87
96.13,95.21,97.47,95.00
94.99,93.86,95.58,93.78
94.18,93.70,95.44,93.08
94.98,93.56,95.15,92.82
93.83,93.43,94.87,92.84
94.71,94.41,94.71,92.82
94.96,94.37,96.10,93.92
94.13,93.61,94.13,92.24
93.28,93.36,94.15,92.85
93.26,93.84,93.96,92.14
93.72,94.13,95.01,93.26
94.10,94.84,95.05,93.82
95.57,94.31,95.62,94.00
94.43,97.50,97.97,94.21
98.00,96.00,98.89,95.88
96.11,97.28,97.32,94.25
97.74,95.99,98.00,95.41
92.88,95.05,95.32,91.31
95.30,95.30,95.89,94.36
95.64,95.43,96.25,95.05
95.24,96.76,97.27,94.95
96.36,96.73,98.27,96.23
97.16,97.22,98.08,96.81
97.66,98.22,98.59,97.31
98.04,99.02,99.58,98.04
99.13,99.23,99.39,98.37
98.90,98.94,99.72,98.40
99.14,98.93,99.97,98.55
98.87,98.35,99.71,98.28
98.47,98.60,99.01,97.97
98.46,98.65,99.53,98.16
98.77,99.45,99.94,98.77
100.39,99.50,100.96,98.80
99.78,100.36,101.27,99.23
100.31,100.07,101.11,99.36
100.09,99.05,100.75,98.39
99.34,99.30,99.72,98.77
99.54,99.12,99.54,98.20
99.10,99.53,99.71,96.38
99.78,103.12,103.43,99.78
103.60,106.23,106.88,103.19
105.79,106.10,106.45,104.47
106.16,107.31,107.57,104.92
107.42,108.20,108.35,106.39
108.56,110.51,110.93,107.70
110.20,109.82,111.55,109.54
110.16,109.26,110.40,108.90
107.70,107.26,108.90,105.04
107.26,107.72,108.36,106.72
107.92,106.96,108.56,106.26
107.60,108.02,108.40,105.22
107.53,107.05,108.49,106.92
106.67,109.60,109.93,106.67
109.42,110.31,110.97,109.42
110.64,109.31,110.72,108.74
109.63,110.01,110.80,109.04
110.03,111.05,111.44,109.45
105.89,99.03,106.89,97.66
98.15,102.91,103.63,98.15
102.89,103.06,103.31,102.22
103.39,104.01,104.08,103.00
103.98,104.68,105.21,103.61
105.03,103.73,105.03,102.97
101.01,104.91,105.00,100.25
105.03,103.89,105.37,102.71
103.69,103.19,104.38,102.64
102.73,104.65,104.80,101.38
104.83,104.23,105.02,103.91
104.45,103.03,105.75,102.99
102.92,105.57,105.90,102.78
105.11,105.48,106.16,104.50
105.58,104.42,106.15,104.36
104.52,105.51,106.79,104.52
105.28,108.60,108.73,105.07
108.89,110.07,110.26,108.25
110.50,107.70,111.25,107.54
106.52,107.30,108.31,106.43
108.00,108.42,108.43,107.39
108.64,107.52,108.68,107.15
107.08,107.33,107.80,106.40
107.80,108.93,109.89,107.41
108.63,109.98,110.65,108.01
110.21,109.30,110.26,108.57
108.46,111.26,111.63,108.46
111.31,113.09,113.16,111.31
113.15,114.87,116.96,112.16
114.85,115.50,116.11,114.26
115.92,114.79,116.37,113.65
114.84,117.08,117.30,114.60
117.00,118.33,118.37,116.21
118.15,118.29,118.75,117.43
118.65,119.61,120.00,118.65
119.61,118.99,120.46,118.25
118.89,117.34,119.81,116.69
117.51,114.75,118.00,113.94
114.49,115.69,116.00,114.23
114.56,113.22,114.58,112.19
113.51,113.08,113.56,112.31
113.44,111.41,113.55,111.36
111.85,111.54,113.08,110.95
111.45,113.51,114.73,110.06
113.46,116.64,117.91,113.46
116.79,114.75,116.79,114.14
115.23,118.00,118.04,114.78
116.90,115.64,118.38,114.09
116.11,116.67,116.82,115.08
116.73,120.21,122.17,116.58
119.99,120.00,120.87,118.31
121.94,123.19,125.32,121.80
123.30,124.66,125.49,122.50
124.75,124.41,125.62,123.53
124.73,124.43,124.99,123.20
124.19,123.96,125.82,122.65
123.94,125.58,126.37,123.78
126.10,126.05,127.49,125.23
125.90,128.14,130.54,125.90
128.32,127.11,129.69,126.27
127.67,129.67,130.00,127.00
129.51,129.09,130.00,128.23
132.94,132.43,135.00,131.10
132.50,129.20,133.37,128.94
129.55,129.63,131.02,128.34
129.63,125.00,129.71,124.59
137.36,134.85,138.99,131.99
134.90,138.12,140.89,134.90
136.50,136.70,138.97,136.00
136.71,135.21,137.02,133.95
135.33,134.96,136.17,133.75
135.35,132.27,136.21,132.07
132.39,131.85,132.84,130.47
131.19,131.79,132.70,130.25
130.91,133.57,134.12,130.07
134.29,132.96,135.71,131.30
132.11,131.18,132.83,130.57
131.07,130.66,131.35,130.14
130.72,131.32,131.82,130.04
137.48,134.00,137.48,131.63
134.05,130.78,135.80,129.85
130.08,127.54,130.64,126.12
127.00,132.78,133.24,126.64
133.31,133.61,134.09,130.38
134.07,134.07,134.65,132.07
133.01,135.99,136.51,131.38
136.33,135.04,136.46,134.58
134.64,135.56,136.57,133.21
135.23,137.63,138.73,135.23
137.61,139.26,139.42,136.31
139.60,141.98,142.75,139.33
141.68,137.48,143.18,137.30
136.56,135.45,137.36,135.01
