CPA,Copa Holdings,NASDAQ
91.85,91.50,92.84,91.34
91.49,92.44,92.52,90.90
92.41,92.78,93.49,91.95
92.84,92.22,93.14,91.77
92.70,94.83,95.18,92.70
94.51,92.50,95.36,92.41
91.88,94.59,95.24,91.88
94.81,90.79,95.20,90.62
91.05,92.07,92.15,90.15
92.53,93.50,93.70,92.22
93.35,92.91,93.67,92.52
92.71,91.58,92.96,90.80
91.27,92.45,93.00,91.08
92.47,92.88,93.97,92.25
93.02,91.66,93.63,91.16
92.07,91.75,92.47,90.78
91.87,90.83,91.88,90.51
90.86,92.14,92.26,90.86
92.63,91.55,92.68,90.89
91.60,93.15,93.80,91.57
92.95,92.85,93.78,92.27
93.15,91.03,93.28,90.85
91.52,93.06,93.22,91.06
93.30,92.56,93.59,92.05
92.71,94.54,95.04,92.57
94.78,94.44,95.50,93.86
