MARK,Remark Media,NASDAQ
4.01,3.95,4.06,3.92
3.90,3.80,3.98,3.80
3.75,3.76,3.84,3.71
3.73,3.53,3.76,3.50
3.54,3.57,3.73,3.50
3.60,3.52,3.74,3.51
3.49,3.55,3.72,3.28
3.53,3.54,3.54,3.37
3.52,3.45,3.52,3.41
3.42,3.37,3.50,3.37
3.42,3.44,3.44,3.27
3.40,3.68,3.68,3.34
3.63,3.75,3.80,3.62
3.81,3.75,3.81,3.39
3.80,3.76,3.91,3.72
4.18,3.87,4.46,3.43
3.79,3.92,4.04,3.71
4.16,3.68,4.16,3.56
3.72,3.52,3.76,3.46
3.51,3.50,3.57,3.27
3.51,3.35,3.86,3.25
3.40,3.29,3.53,3.15
3.34,3.42,3.63,3.20
3.41,3.29,3.52,3.21
3.25,3.36,3.47,3.18
3.32,3.42,3.53,3.27
