MARK,Remark Media,NASDAQ
2.30,2.32,2.45,2.30
2.32,2.35,2.43,2.32
2.35,2.55,2.55,2.35
2.73,2.73,2.73,2.73
2.51,2.75,2.75,2.51
2.54,2.95,3.34,2.52
3.01,2.95,3.24,2.60
3.06,2.97,3.13,2.95
3.11,3.05,3.11,2.71
2.73,3.06,3.08,2.68
2.79,3.40,3.40,2.78
3.42,3.31,3.65,3.10
3.34,3.43,3.50,3.24
4.07,3.80,4.07,3.80
3.80,3.95,4.56,3.78
5.51,4.38,5.51,4.31
4.60,4.55,5.20,4.25
4.55,4.37,4.55,4.25
4.25,4.27,4.35,4.25
4.36,4.45,4.50,4.10
4.50,4.64,4.64,4.50
4.58,4.79,4.79,4.58
4.73,4.80,4.99,4.73
4.80,4.93,4.99,4.80
5.20,5.00,5.20,4.96
5.14,5.20,5.25,4.95
4.90,5.00,5.00,4.90
5.18,6.69,7.20,5.18
6.46,5.88,6.57,5.25
5.86,5.84,6.20,5.35
6.00,5.88,6.44,5.85
6.00,5.78,6.00,5.78
5.47,6.08,6.08,5.47
5.99,6.05,6.19,5.54
6.04,5.98,6.48,5.82
6.00,6.57,7.50,5.98
6.94,6.00,6.94,5.81
6.25,6.14,6.34,5.85
6.15,5.95,6.15,5.61
5.97,5.85,6.00,5.68
5.97,5.78,5.97,5.40
5.87,5.70,6.00,5.60
5.50,5.75,6.08,5.50
5.68,5.90,6.05,5.51
5.86,6.18,6.30,5.86
6.18,6.74,6.74,6.08
6.73,6.85,7.51,6.70
6.90,6.79,6.90,6.26
6.92,6.81,6.92,6.81
6.80,6.76,6.84,6.50
6.75,6.49,6.75,6.32
6.07,5.84,6.25,5.73
5.91,6.00,6.09,5.31
6.00,5.83,6.00,5.66
5.98,5.70,5.98,5.39
5.61,5.47,5.61,5.47
5.30,5.60,5.60,5.01
5.70,5.65,5.70,5.16
5.64,6.20,6.35,5.60
6.00,6.28,6.38,5.89
6.15,6.27,6.30,5.96
6.30,6.03,6.30,5.85
6.19,6.19,6.19,6.19
6.08,6.08,6.20,6.08
5.73,6.16,6.25,5.73
5.74,5.65,5.74,5.10
5.70,5.90,6.77,5.69
5.74,5.85,6.11,5.37
5.95,5.80,5.97,5.80
5.71,5.75,6.14,5.30
6.12,5.98,6.15,5.60
6.00,5.99,6.00,5.75
5.99,5.99,5.99,5.99
5.94,6.06,6.06,5.94
6.09,6.02,6.15,6.02
5.85,5.43,5.85,5.16
5.25,5.25,5.25,5.25
5.35,5.33,5.60,5.25
5.53,5.30,5.61,5.30
5.30,5.49,5.49,5.30
5.42,5.24,5.44,5.02
5.38,5.25,5.38,5.25
5.40,5.46,5.75,5.25
5.59,5.62,5.62,5.59
5.23,5.22,5.30,5.12
5.32,5.37,5.42,5.00
5.21,5.11,5.21,5.00
5.11,5.00,5.13,4.75
4.80,4.98,4.98,4.80
4.68,4.78,4.96,4.67
4.94,4.79,4.94,4.60
4.83,4.93,4.99,4.70
4.91,4.50,4.91,4.50
4.48,4.35,4.49,4.23
4.35,4.67,4.67,4.26
4.47,4.49,4.49,4.30
4.39,4.58,4.58,4.35
4.59,4.55,4.79,4.55
4.49,4.64,4.64,4.41
4.46,4.43,4.46,4.43
4.15,4.15,4.15,4.15
4.29,4.10,4.49,3.85
4.16,4.00,4.18,3.94
4.00,4.04,4.04,3.89
3.95,3.88,3.99,3.80
3.87,3.75,4.00,3.50
3.77,3.74,3.90,3.50
3.64,3.60,3.72,3.60
3.63,3.69,3.70,3.50
3.67,3.57,3.67,3.50
3.54,3.37,3.54,3.07
3.34,3.00,3.34,2.62
3.00,2.77,3.01,2.76
2.98,2.87,3.32,2.86
2.90,3.01,3.01,2.75
2.82,2.80,2.86,2.75
2.80,2.71,2.80,2.71
2.73,2.36,2.75,2.36
2.77,2.67,2.78,2.25
2.44,2.31,2.49,2.31
2.64,2.40,2.66,2.40
2.40,2.30,2.40,2.30
2.32,2.41,2.41,2.32
2.48,2.32,2.48,2.32
2.45,2.25,2.46,2.06
2.43,2.38,2.44,2.20
2.40,2.61,2.61,2.30
2.30,2.51,2.51,2.30
2.59,2.51,2.68,2.37
2.50,2.50,2.79,2.46
2.54,2.33,2.58,2.33
2.44,2.45,2.85,2.44
2.49,2.79,2.79,2.41
2.80,2.95,2.95,2.55
3.01,3.24,3.24,3.01
3.08,3.10,3.32,2.75
2.95,3.40,3.49,2.88
3.47,3.40,3.58,3.40
3.39,3.41,3.80,3.39
3.26,3.45,3.45,2.68
3.40,3.50,3.54,3.21
3.43,3.41,3.60,3.26
3.40,3.25,3.40,2.89
3.07,2.94,3.09,2.89
2.79,2.79,2.90,2.75
2.75,2.88,3.00,2.69
2.86,2.63,2.86,2.58
2.74,2.62,2.74,2.54
2.64,2.59,2.64,2.55
2.52,2.67,2.69,2.52
2.70,2.70,2.77,2.62
2.75,2.69,2.80,2.55
2.66,2.42,2.67,2.42
2.39,2.45,2.50,2.37
2.35,2.40,2.45,2.24
2.40,2.30,2.40,2.30
2.27,2.30,2.35,2.27
2.27,2.20,2.28,2.20
2.18,2.18,2.20,2.12
2.20,2.20,2.20,2.20
2.28,2.27,2.28,2.15
2.25,2.24,2.25,2.11
2.28,2.27,2.28,2.10
2.28,2.38,2.40,2.20
2.35,2.21,2.35,2.21
2.20,1.98,2.27,1.70
2.00,2.14,2.31,2.00
1.95,2.03,2.16,1.84
1.91,1.83,2.02,1.83
1.82,2.00,2.22,1.76
2.09,2.00,2.11,1.89
2.10,2.10,2.10,2.10
2.05,2.05,2.26,1.92
2.00,2.04,2.04,1.90
2.00,1.93,2.13,1.91
2.09,2.00,2.09,1.95
1.93,1.95,2.00,1.82
2.00,2.00,2.01,2.00
1.90,2.02,2.02,1.90
1.99,1.99,2.02,1.92
1.99,1.99,2.05,1.87
2.02,1.88,2.02,1.88
1.96,1.85,1.96,1.85
1.80,1.75,1.85,1.70
1.74,1.85,1.87,1.72
1.80,1.71,1.84,1.70
1.83,1.81,1.83,1.70
1.75,1.65,1.75,1.60
1.69,1.61,1.69,1.61
1.71,1.55,1.71,1.50
1.52,1.59,1.59,1.50
1.60,1.64,1.64,1.60
1.60,1.72,1.72,1.60
1.69,1.65,1.69,1.65
1.65,1.55,1.65,1.55
1.53,1.53,1.62,1.53
1.53,1.58,1.60,1.53
1.60,1.54,1.62,1.50
1.51,1.70,1.74,1.50
1.98,1.75,1.98,1.75
1.68,1.95,1.95,1.66
1.79,1.71,1.79,1.71
1.71,1.66,1.86,1.66
1.71,1.65,1.71,1.65
1.61,1.57,1.61,1.50
1.58,1.58,1.58,1.50
1.57,1.67,1.67,1.57
1.58,1.51,1.58,1.50
1.55,1.51,1.55,1.51
1.53,1.48,1.53,1.42
1.48,1.60,1.64,1.42
1.62,1.70,1.71,1.55
1.72,1.72,1.72,1.72
1.66,1.57,1.66,1.52
1.51,1.44,1.51,1.38
1.42,1.27,1.44,1.27
1.27,1.15,1.33,1.04
1.05,1.07,1.13,1.05
1.12,1.10,1.12,1.05
1.04,1.11,1.11,1.04
1.08,1.12,1.13,1.05
1.10,1.11,1.12,1.10
1.12,1.03,1.12,0.94
1.07,0.96,1.07,0.95
1.02,1.03,1.04,1.00
0.97,0.95,0.97,0.95
0.98,0.97,0.99,0.90
0.94,1.07,1.07,0.92
1.03,0.95,1.03,0.92
1.01,0.99,1.01,0.96
0.99,0.99,0.99,0.99
1.04,1.10,1.49,1.04
1.10,0.99,1.10,0.91
0.93,0.92,1.00,0.91
0.99,0.90,0.99,0.90
1.01,1.13,1.18,0.96
1.19,0.90,1.25,0.83
0.88,0.85,1.03,0.85
0.85,0.86,0.90,0.85
0.85,0.84,0.86,0.80
0.85,1.05,1.18,0.85
1.15,1.17,1.37,1.06
1.20,1.65,1.90,1.20
1.97,2.14,2.24,1.55
2.15,2.18,2.69,2.07
2.18,2.00,2.18,1.89
2.00,1.93,2.04,1.83
1.86,1.90,1.92,1.85
1.90,1.85,1.92,1.71
2.06,1.91,2.06,1.78
1.90,1.92,2.05,1.76
2.05,1.74,2.05,1.66
1.65,1.78,1.85,1.65
1.80,1.65,1.80,1.60
1.68,1.67,1.69,1.65
1.60,1.67,1.90,1.60
1.77,1.68,1.77,1.61
2.04,1.81,2.04,1.80
1.85,1.80,1.85,1.80
1.88,1.81,1.88,1.69
1.65,1.64,1.65,1.63
1.64,1.73,1.73,1.55
1.69,1.74,1.74,1.53
1.75,1.99,2.05,1.59
1.98,1.86,1.98,1.79
1.80,1.79,1.80,1.67
1.81,1.67,1.99,1.67
1.69,1.69,1.75,1.60
1.65,1.60,1.68,1.55
1.60,1.50,1.60,1.47
1.50,1.50,1.53,1.44
1.42,1.38,1.45,1.38
1.40,1.40,1.40,1.38
1.40,1.38,1.47,1.33
1.33,1.40,1.40,1.33
1.35,1.38,1.40,1.30
1.34,1.36,1.36,1.33
1.36,1.35,1.36,1.34
1.34,1.30,1.35,1.30
1.30,1.32,1.35,1.28
1.27,1.39,1.39,1.22
1.36,1.35,1.36,1.32
1.25,1.30,1.35,1.25
1.34,1.35,1.35,1.34
1.36,1.36,1.36,1.27
1.34,1.35,1.35,1.34
1.35,1.36,1.45,1.35
1.32,1.35,1.35,1.20
1.34,1.34,1.34,1.34
1.32,1.24,1.33,1.24
1.29,1.29,1.29,1.21
1.36,1.29,1.36,1.19
1.25,1.30,1.30,1.20
1.35,1.35,1.35,1.24
1.35,1.58,1.63,1.35
1.55,1.26,1.73,1.26
1.30,1.36,1.40,1.30
1.26,1.25,1.35,1.25
1.28,1.32,1.32,1.28
1.28,1.34,1.40,1.26
1.34,1.35,1.35,1.34
1.39,1.35,1.40,1.28
1.33,1.32,1.33,1.32
1.36,1.47,1.64,1.36
1.49,1.35,1.49,1.30
1.27,1.26,1.30,1.26
1.22,1.25,1.29,1.12
1.30,1.31,1.32,1.17
1.27,1.29,1.46,1.17
1.26,1.28,1.46,1.25
1.31,1.50,1.50,1.31
1.45,1.70,1.75,1.40
1.71,1.71,1.72,1.66
1.71,1.73,1.73,1.55
1.72,1.75,1.75,1.52
1.65,1.66,1.74,1.53
1.69,1.94,1.94,1.69
1.99,1.83,1.99,1.75
1.88,1.84,1.89,1.75
1.78,1.85,1.86,1.78
1.77,1.85,1.85,1.76
1.88,1.79,1.89,1.72
1.76,1.80,1.80,1.63
1.81,1.86,1.90,1.81
1.82,1.72,1.84,1.55
1.76,1.63,1.76,1.63
1.60,1.61,1.65,1.56
1.60,1.65,1.70,1.59
1.65,1.86,1.86,1.65
1.86,2.10,2.10,1.72
2.04,2.38,2.38,1.97
2.31,2.31,2.50,2.31
2.26,2.32,2.32,2.10
2.25,2.29,2.50,2.25
2.47,2.35,2.47,2.30
2.30,2.40,2.50,2.14
2.40,2.43,2.50,2.35
2.43,2.38,2.43,2.37
2.35,2.39,2.39,2.29
2.39,2.59,2.70,2.39
2.68,2.68,2.75,2.60
2.72,2.90,3.00,2.72
2.89,3.06,3.10,2.75
3.07,3.44,3.78,3.06
3.60,3.49,3.74,3.25
3.55,3.40,3.62,3.28
3.39,3.31,3.49,3.16
3.23,3.49,3.52,3.14
3.45,3.38,3.51,3.30
3.35,3.40,3.47,3.26
3.45,3.20,3.45,3.15
3.21,2.74,3.21,2.64
2.69,2.77,2.78,2.65
2.87,2.79,2.89,2.57
2.86,3.05,3.05,2.83
3.09,3.15,3.16,2.84
3.00,3.15,3.18,2.91
3.13,3.10,3.13,3.10
3.01,3.10,3.17,3.00
3.05,3.10,3.10,3.05
3.10,3.08,3.11,3.08
3.10,3.15,3.16,3.10
3.10,3.06,3.13,3.06
3.10,3.10,3.12,3.10
3.10,3.10,3.11,3.10
3.07,3.41,3.60,3.07
3.45,3.19,3.45,3.12
3.25,3.25,3.30,3.25
3.25,3.03,3.27,3.03
3.08,2.98,3.08,2.89
2.99,2.83,2.99,2.82
2.89,3.05,3.05,2.89
3.03,3.00,3.06,2.89
2.98,2.93,3.02,2.90
2.98,3.00,3.02,2.88
3.00,3.01,3.03,2.93
2.98,3.00,3.02,2.96
2.99,3.00,3.02,2.98
2.98,3.00,3.00,2.97
3.00,3.00,3.03,3.00
3.00,3.00,3.02,3.00
