UAMY,United States Antimony Corporation Common Stock,NASDAQ
0.45,0.42,0.45,0.42
0.50,0.50,0.50,0.50
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.45,0.42,0.45,0.42
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.40,0.39,0.40,0.39
0.39,0.39,0.39,0.39
0.39,0.40,0.40,0.39
0.42,0.43,0.43,0.42
0.45,0.45,0.45,0.45
0.39,0.45,0.45,0.39
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.39,0.44,0.44,0.39
0.50,0.50,0.50,0.50
0.48,0.48,0.48,0.48
0.48,0.49,0.50,0.48
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.40,0.48,0.48,0.40
0.40,0.40,0.40,0.40
0.48,0.40,0.48,0.40
0.32,0.32,0.32,0.32
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.41,0.40,0.41,0.40
0.40,0.40,0.40,0.40
0.35,0.35,0.35,0.35
0.40,0.40,0.40,0.37
0.40,0.35,0.40,0.35
0.35,0.35,0.35,0.35
0.40,0.40,0.40,0.35
0.40,0.39,0.40,0.39
0.42,0.43,0.45,0.40
0.45,0.44,0.45,0.44
0.44,0.44,0.44,0.44
0.42,0.43,0.43,0.42
0.44,0.44,0.44,0.44
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.39,0.41,0.38
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.45,0.45,0.45,0.45
0.47,0.45,0.47,0.40
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.47,0.50,0.50,0.45
0.51,0.50,0.51,0.50
0.50,0.50,0.55,0.50
0.54,0.55,0.55,0.54
0.55,0.53,0.55,0.50
0.53,0.53,0.53,0.53
0.53,0.53,0.55,0.53
0.55,0.55,0.55,0.55
0.55,0.60,0.60,0.55
0.60,0.60,0.60,0.55
0.55,0.55,0.55,0.55
0.51,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.55,0.55,0.55,0.55
0.59,0.58,0.59,0.48
0.50,0.58,0.58,0.50
0.51,0.50,0.52,0.50
0.57,0.47,0.58,0.47
0.47,0.47,0.56,0.47
0.49,0.49,0.49,0.49
0.55,0.55,0.55,0.55
0.49,0.50,0.50,0.49
0.49,0.50,0.50,0.49
0.49,0.51,0.51,0.49
0.55,0.49,0.55,0.49
0.49,0.50,0.50,0.49
0.49,0.50,0.52,0.49
0.50,0.46,0.50,0.46
0.48,0.48,0.48,0.47
0.48,0.48,0.48,0.48
0.48,0.49,0.49,0.48
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.49,0.49,0.49,0.49
0.48,0.45,0.48,0.45
0.48,0.47,0.51,0.47
0.47,0.46,0.47,0.46
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.45
0.45,0.45,0.47,0.45
0.40,0.44,0.44,0.40
0.40,0.40,0.40,0.40
0.40,0.44,0.44,0.40
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.47,0.49,0.49,0.44
0.50,0.48,0.50,0.48
0.45,0.41,0.48,0.41
0.41,0.45,0.45,0.41
0.45,0.45,0.45,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.36,0.36,0.36,0.36
0.36,0.36,0.36,0.36
0.41,0.40,0.43,0.40
0.45,0.40,0.45,0.40
0.40,0.40,0.40,0.40
0.42,0.45,0.45,0.41
0.45,0.49,0.49,0.45
0.45,0.42,0.45,0.42
0.45,0.50,0.50,0.45
0.42,0.43,0.50,0.42
0.40,0.42,0.42,0.40
0.39,0.44,0.44,0.37
0.40,0.37,0.40,0.36
0.40,0.39,0.44,0.39
0.43,0.44,0.44,0.38
0.38,0.45,0.45,0.38
0.46,0.48,0.50,0.46
0.45,0.48,0.48,0.45
0.48,0.45,0.48,0.45
0.45,0.45,0.45,0.45
0.46,0.50,0.50,0.46
0.50,0.55,0.55,0.50
0.44,0.48,0.48,0.42
0.47,0.52,0.52,0.47
0.45,0.52,0.52,0.45
0.47,0.60,0.60,0.47
0.55,0.60,0.66,0.47
0.58,0.58,0.60,0.58
0.58,0.51,0.58,0.51
0.55,0.54,0.59,0.48
0.50,0.58,0.59,0.50
0.65,0.58,0.65,0.52
0.60,0.62,0.62,0.55
0.60,0.58,0.62,0.55
0.55,0.58,0.58,0.55
0.58,0.58,0.58,0.58
0.58,0.59,0.60,0.58
0.59,0.60,0.60,0.59
0.58,0.58,0.60,0.55
0.58,0.60,0.60,0.55
0.55,0.58,0.59,0.51
0.59,0.59,0.59,0.57
0.59,0.59,0.59,0.53
0.51,0.58,0.59,0.51
0.59,0.58,0.59,0.51
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.50,0.59,0.59,0.48
0.58,0.58,0.58,0.50
0.52,0.59,0.59,0.52
0.59,0.59,0.59,0.59
0.52,0.55,0.59,0.51
0.59,0.58,0.59,0.52
0.51,0.58,0.58,0.51
0.58,0.58,0.58,0.50
0.58,0.58,0.58,0.52
0.50,0.50,0.56,0.50
0.55,0.47,0.55,0.47
0.47,0.52,0.52,0.47
0.47,0.47,0.47,0.45
0.47,0.47,0.47,0.47
0.45,0.44,0.48,0.44
0.48,0.48,0.48,0.48
0.41,0.56,0.56,0.41
0.56,0.55,0.56,0.55
0.51,0.56,0.56,0.51
0.55,0.50,0.55,0.48
0.48,0.49,0.49,0.48
0.52,0.48,0.52,0.48
0.50,0.50,0.56,0.47
0.50,0.43,0.56,0.43
0.56,0.56,0.56,0.56
0.55,0.55,0.55,0.55
0.42,0.53,0.53,0.42
0.53,0.52,0.53,0.42
0.52,0.42,0.52,0.42
0.43,0.45,0.45,0.42
0.51,0.51,0.51,0.51
0.50,0.45,0.52,0.45
0.50,0.50,0.56,0.50
0.44,0.44,0.44,0.44
0.55,0.55,0.55,0.55
0.45,0.50,0.52,0.45
0.50,0.51,0.52,0.50
0.51,0.52,0.54,0.51
0.52,0.53,0.53,0.50
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.55,0.55,0.58,0.55
0.58,0.60,0.60,0.58
0.60,0.74,0.80,0.56
0.77,0.95,1.00,0.77
0.94,1.05,1.15,0.94
1.09,1.47,1.57,1.07
1.55,1.40,1.70,1.20
1.43,1.45,1.52,1.25
1.45,1.45,1.45,1.37
1.47,1.45,1.47,1.40
1.50,1.51,1.51,1.38
1.51,1.58,1.59,1.50
1.57,1.64,1.65,1.53
1.68,1.70,1.70,1.65
1.70,1.60,1.75,1.52
1.60,1.75,1.75,1.53
1.75,1.85,1.85,1.67
1.85,1.85,1.85,1.77
1.89,1.82,1.90,1.82
1.82,1.80,1.88,1.75
1.80,1.85,1.90,1.75
1.85,1.77,1.85,1.75
1.76,1.80,1.80,1.73
1.83,1.75,1.83,1.62
1.80,1.75,1.80,1.70
1.80,1.76,1.80,1.73
1.77,1.72,1.77,1.70
1.74,1.62,1.75,1.60
1.60,1.66,1.66,1.56
1.66,1.71,1.71,1.66
1.73,1.60,1.73,1.59
1.60,1.57,1.60,1.56
1.69,1.75,1.80,1.69
1.80,2.00,2.00,1.80
2.00,2.10,2.49,1.95
2.15,1.90,2.15,1.88
1.91,2.00,2.00,1.72
2.00,2.00,2.18,1.85
2.05,2.55,2.55,2.05
2.70,2.70,2.85,2.34
2.75,2.67,2.82,2.56
2.67,2.60,2.69,2.50
2.63,2.35,2.74,2.20
2.15,2.50,2.50,2.01
2.50,2.50,2.63,2.16
2.63,2.50,2.68,2.31
2.50,2.48,2.60,2.40
2.44,2.30,2.44,2.22
2.22,2.55,2.62,2.12
2.64,2.55,2.80,2.40
2.55,2.45,2.55,2.35
2.37,2.44,2.49,2.35
2.35,2.35,2.44,2.35
2.40,2.50,2.55,2.40
2.55,2.55,2.74,2.46
2.60,2.68,2.74,2.47
2.73,3.12,3.20,2.70
3.20,3.50,3.50,3.14
3.55,3.70,3.89,3.50
3.64,3.44,3.80,3.10
3.44,3.30,3.49,3.27
3.27,4.00,4.00,3.20
3.90,3.80,4.10,3.65
3.77,3.70,3.85,3.70
3.80,3.89,3.90,3.74
3.88,3.85,3.90,3.72
3.85,3.72,3.85,3.70
3.72,3.80,3.80,3.61
3.80,3.69,3.80,3.51
3.69,3.60,3.79,3.60
3.73,3.70,3.85,3.51
3.70,3.67,3.76,3.65
3.73,3.60,3.95,3.60
3.60,3.80,3.88,3.60
3.70,3.75,3.90,3.70
3.73,3.94,4.00,3.73
3.95,3.80,3.98,3.79
3.79,3.66,3.85,3.65
3.68,3.63,3.75,3.60
3.62,3.62,3.74,3.50
3.60,3.40,3.60,3.28
3.45,3.10,3.45,2.60
2.80,3.25,3.26,2.56
3.28,3.30,3.45,3.27
3.20,3.00,3.28,3.00
3.01,2.95,3.05,2.76
2.80,2.75,2.90,2.75
2.62,2.78,2.85,2.56
2.74,2.48,2.77,2.48
2.48,2.68,2.68,2.35
2.65,2.69,3.00,2.60
2.69,2.71,2.85,2.68
2.71,3.00,3.07,2.68
3.05,3.05,3.35,2.96
3.08,3.06,3.10,3.00
3.00,2.98,3.10,2.92
3.00,2.80,3.05,2.76
2.78,2.80,2.89,2.74
2.85,2.75,2.85,2.75
2.74,2.79,2.79,2.63
2.79,2.79,2.79,2.75
2.70,2.78,2.80,2.70
2.75,2.85,2.85,2.75
3.10,2.95,3.10,2.85
2.95,2.90,2.95,2.90
2.95,2.95,2.95,2.80
2.92,2.91,2.95,2.91
2.85,2.90,2.90,2.82
2.90,2.81,2.90,2.80
2.85,2.85,2.88,2.80
2.81,2.85,3.00,2.80
2.83,2.80,2.83,2.78
2.78,2.65,2.80,2.65
2.67,2.92,2.92,2.67
2.95,3.37,3.44,2.95
3.38,3.40,3.40,3.01
3.13,3.00,3.39,2.90
2.97,2.90,2.97,2.89
2.95,2.85,2.95,2.76
2.81,3.00,3.00,2.81
2.90,2.71,2.90,2.65
2.68,2.50,2.73,2.05
2.54,2.70,2.82,2.26
2.75,2.96,3.10,2.75
3.00,2.93,3.00,2.85
2.81,2.60,2.81,2.60
2.78,2.45,2.93,2.45
2.60,2.50,2.60,2.41
2.50,2.50,2.50,2.42
2.50,2.96,2.96,2.50
2.92,3.15,3.35,2.79
3.10,2.93,3.10,2.90
3.00,3.03,3.19,2.98
3.05,3.00,3.05,2.95
3.00,3.04,3.14,2.85
2.82,2.90,2.98,2.82
2.85,3.10,3.11,2.78
3.00,3.05,3.08,3.00
3.05,3.03,3.05,2.80
2.90,3.00,3.03,2.85
2.93,2.91,2.96,2.90
2.92,2.95,2.95,2.85
2.95,3.00,3.00,2.90
3.00,2.95,3.00,2.95
2.97,2.91,3.00,2.87
2.91,2.86,3.00,2.85
2.95,2.80,2.95,2.80
2.77,2.70,2.77,2.70
2.65,2.65,2.70,2.53
2.60,2.64,2.64,2.53
2.60,2.75,2.75,2.53
2.69,2.72,2.77,2.69
2.79,2.70,2.93,2.63
2.66,2.72,2.75,2.66
2.72,2.65,2.72,2.63
2.70,2.70,2.74,2.55
2.75,2.69,2.75,2.64
2.69,2.70,2.70,2.59
2.58,2.50,2.58,2.50
2.54,2.53,2.55,2.36
2.53,2.60,2.60,2.35
2.59,2.49,2.59,2.49
2.55,2.32,2.57,2.29
2.35,2.50,2.50,2.20
2.55,2.30,2.55,2.13
2.30,2.20,2.30,2.15
2.27,2.20,2.30,2.16
2.21,2.10,2.24,2.05
2.18,2.17,2.21,2.13
2.18,2.15,2.18,2.15
2.15,2.15,2.18,1.85
2.12,2.12,2.15,2.10
2.12,2.11,2.18,2.10
2.15,2.35,2.35,2.15
2.35,2.36,2.50,2.30
2.36,2.26,2.39,2.26
2.30,2.48,2.50,2.30
2.45,2.48,2.48,2.25
2.45,2.37,2.45,2.33
2.45,2.31,2.45,2.31
2.31,2.30,2.31,2.30
2.31,2.16,2.35,2.15
2.17,2.25,2.29,2.16
2.20,2.20,2.25,2.20
2.24,2.11,2.44,2.11
2.15,2.15,2.18,2.15
2.20,2.25,2.25,2.16
2.15,2.29,2.29,2.15
2.29,2.29,2.29,2.29
2.20,2.40,2.43,2.20
2.22,2.35,2.44,2.15
2.35,2.35,2.35,2.34
2.34,2.35,2.35,2.33
2.35,2.25,2.35,2.25
2.35,2.35,2.55,2.35
2.35,2.35,2.54,2.35
2.40,2.35,2.45,2.35
2.45,2.35,2.50,2.35
2.35,2.30,2.38,2.20
2.20,2.37,2.45,2.06
2.21,2.54,2.54,2.21
2.54,2.45,2.55,2.45
2.47,2.60,2.70,2.45
2.59,2.50,2.66,2.50
2.50,2.50,2.58,2.40
2.50,2.74,2.74,2.50
2.62,2.60,2.65,2.60
2.45,2.75,2.95,2.45
2.67,3.05,3.08,2.67
3.02,3.30,3.32,2.86
3.21,3.44,3.45,2.71
3.35,3.30,3.40,3.20
3.29,3.27,3.39,3.20
3.32,3.10,3.57,3.08
3.10,3.09,3.18,2.96
3.06,3.00,3.07,3.00
3.04,3.17,3.25,3.00
3.10,3.00,3.20,3.00
3.01,3.05,3.05,3.01
3.00,3.06,3.10,2.92
3.01,2.95,3.01,2.92
3.00,2.89,3.02,2.75
2.89,2.89,2.89,2.80
2.85,2.85,2.95,2.75
3.00,3.05,3.09,3.00
3.00,3.07,3.09,2.85
3.05,3.06,3.10,2.96
3.03,3.17,3.28,3.02
3.22,3.20,3.30,3.14
3.25,3.16,3.30,3.16
3.16,3.20,3.20,3.15
3.20,3.10,3.30,3.10
3.02,2.97,3.05,2.94
2.92,2.92,2.95,2.82
2.92,2.95,3.05,2.92
3.17,3.00,3.17,2.98
3.05,3.06,3.18,3.05
3.06,3.05,3.30,3.05
3.08,3.24,3.26,3.08
3.22,3.20,3.22,3.12
3.22,3.15,3.24,3.05
3.15,3.15,3.20,3.15
3.20,3.18,3.30,3.04
3.11,3.40,3.55,3.11
3.45,3.75,3.82,3.44
3.83,3.72,3.83,3.55
3.74,3.75,3.75,3.65
3.75,3.80,3.80,3.65
3.90,3.88,3.98,3.80
3.88,3.70,3.88,3.59
3.65,3.75,3.80,3.61
3.73,3.69,3.84,3.67
3.84,3.82,3.90,3.80
3.90,4.01,4.14,3.80
4.00,3.97,4.00,3.81
3.97,4.03,4.03,3.90
4.03,4.00,4.03,3.90
4.00,4.00,4.03,3.90
3.95,4.02,4.02,3.95
4.00,4.02,4.02,3.95
4.03,4.00,4.03,3.95
4.00,4.00,4.02,3.91
4.00,4.04,4.04,3.96
4.01,4.00,4.05,4.00
4.02,4.03,4.03,4.00
4.03,3.99,4.03,3.99
3.99,3.95,4.02,3.95
3.86,3.95,4.00,3.86
3.90,3.90,4.03,3.85
3.95,3.95,4.00,3.95
3.95,3.95,3.95,3.85
3.93,4.00,4.00,3.85
3.98,4.00,4.00,3.95
4.00,3.98,4.00,3.95
3.98,3.98,3.99,3.90
3.99,3.85,3.99,3.85
3.84,3.80,3.84,3.52
3.80,3.75,3.80,3.70
3.88,3.53,3.88,3.53
3.57,3.32,3.63,3.31
3.32,2.98,3.40,2.90
2.91,2.81,2.95,2.80
2.81,2.94,2.94,2.70
2.94,3.00,3.10,2.93
3.00,2.93,3.01,2.90
2.80,2.85,3.00,2.75
2.85,3.04,3.10,2.85
3.05,3.40,3.74,3.05
3.43,3.65,3.79,3.43
3.52,3.78,3.78,3.52
3.65,3.82,3.92,3.65
3.80,3.74,3.85,3.65
3.64,3.45,3.75,3.32
3.55,3.40,3.59,3.36
3.37,3.53,3.63,3.22
3.67,3.54,3.67,3.42
3.36,3.57,3.65,3.35
3.56,3.84,3.85,3.55
3.90,3.83,3.90,3.77
3.85,3.93,4.00,3.81
3.80,4.45,4.50,3.80
4.69,4.78,4.95,4.06
4.78,4.70,4.78,4.25
4.75,4.74,4.75,4.65
4.77,4.52,4.77,4.52
4.66,4.52,4.66,4.26
4.60,4.68,4.70,4.48
4.72,4.45,4.72,4.33
4.38,4.00,4.38,3.89
4.05,4.21,4.39,4.04
4.20,3.78,4.20,3.75
3.83,4.04,4.75,3.50
3.97,4.05,4.10,3.90
4.00,4.07,4.09,3.84
4.01,4.04,4.11,3.66
4.20,4.06,4.25,3.89
4.01,4.03,4.03,3.85
4.01,3.91,4.04,3.90
3.87,3.90,3.94,3.80
3.88,3.82,3.90,3.77
3.75,3.50,3.76,3.40
3.52,3.34,3.52,3.31
3.30,3.37,3.44,3.11
3.37,3.45,3.46,3.30
3.46,3.48,3.53,3.40
3.52,3.52,3.59,3.36
3.53,3.39,3.53,3.30
3.37,3.36,3.42,3.21
3.34,3.06,3.34,3.02
3.07,2.92,3.07,2.85
2.92,2.59,2.99,2.57
2.62,2.59,2.69,2.49
2.63,2.82,2.82,2.59
2.84,2.99,2.99,2.70
3.09,2.95,3.09,2.84
2.93,2.82,2.93,2.76
2.81,2.52,2.89,2.52
2.53,2.57,2.60,2.53
2.63,2.70,2.75,2.55
2.71,2.65,2.71,2.53
2.65,2.57,2.76,2.53
2.54,2.40,2.54,2.35
2.39,2.44,2.65,2.35
2.44,2.36,2.46,2.33
2.36,2.38,2.45,2.30
2.38,2.38,2.43,2.34
2.36,2.41,2.43,2.33
2.40,2.65,2.66,2.37
2.64,2.54,2.66,2.47
2.54,2.47,2.63,2.42
2.86,2.49,2.86,2.45
2.48,2.50,2.55,2.41
2.44,2.36,2.44,2.25
2.33,2.37,2.38,2.29
2.37,2.46,2.46,2.35
2.46,2.49,2.54,2.41
2.50,2.58,2.59,2.48
2.57,2.60,2.65,2.57
2.63,2.60,2.64,2.48
2.63,2.54,2.63,2.40
2.44,2.46,2.59,2.39
2.39,2.60,2.64,2.39
2.64,2.66,2.68,2.61
2.70,2.76,2.77,2.70
2.79,2.80,2.87,2.74
2.82,2.74,2.85,2.66
2.56,2.86,2.96,2.56
3.09,2.89,3.09,2.86
2.71,2.76,2.80,2.60
2.80,2.73,2.80,2.62
2.74,2.51,2.74,2.50
2.35,2.18,2.40,2.10
2.38,2.18,2.38,1.81
2.10,2.21,2.29,2.10
2.31,2.08,2.35,1.98
2.02,2.01,2.32,1.97
1.96,2.02,2.14,1.96
1.99,1.95,2.12,1.93
2.00,2.00,2.09,1.93
2.01,2.00,2.08,1.98
2.00,1.99,2.09,1.98
2.00,1.99,2.00,1.94
1.99,1.97,2.01,1.97
1.97,1.96,2.00,1.94
1.96,1.95,1.97,1.93
1.98,1.95,2.00,1.92
1.97,1.99,1.99,1.96
1.99,1.96,2.01,1.95
1.99,2.00,2.02,1.95
2.00,2.11,2.11,1.95
2.10,2.20,2.21,2.05
2.23,2.35,2.39,2.23
2.31,2.06,2.42,2.01
2.05,2.05,2.07,2.02
2.05,2.04,2.11,2.04
2.05,2.00,2.05,2.00
2.01,2.05,2.05,1.98
2.06,2.10,2.11,2.02
2.01,2.04,2.10,2.00
2.05,2.05,2.09,2.00
2.06,2.00,2.10,2.00
2.01,2.00,2.10,1.95
2.00,1.94,2.00,1.92
1.95,1.71,1.97,1.71
1.72,1.88,1.91,1.72
1.87,1.88,1.89,1.69
1.86,1.93,1.96,1.82
1.88,1.89,1.97,1.88
1.86,1.68,1.86,1.67
1.70,1.50,1.75,1.43
1.42,1.66,1.77,1.36
1.67,1.80,1.85,1.62
1.80,1.73,1.80,1.67
1.73,1.80,1.80,1.71
1.80,1.78,1.80,1.75
1.76,1.94,1.94,1.72
1.91,1.92,1.95,1.88
1.87,1.89,1.90,1.76
1.91,1.88,1.92,1.81
1.91,1.97,1.98,1.83
1.99,1.93,2.03,1.92
1.94,1.74,1.98,1.65
1.76,1.71,1.76,1.62
1.69,1.72,1.74,1.66
1.75,1.70,1.77,1.65
1.72,1.79,1.79,1.67
1.83,1.92,1.93,1.83
1.93,1.75,1.93,1.73
1.76,1.75,1.78,1.75
1.72,1.70,1.83,1.66
1.72,1.80,1.80,1.72
1.80,1.90,1.90,1.76
1.86,1.90,1.90,1.85
1.94,1.95,2.00,1.78
1.95,1.95,1.99,1.90
1.91,1.86,1.98,1.85
1.91,1.92,2.01,1.91
1.96,1.89,1.97,1.87
1.90,1.85,1.90,1.78
1.88,1.76,1.90,1.76
1.86,2.06,2.09,1.80
2.07,2.01,2.26,1.93
2.14,2.11,2.24,2.05
2.13,2.13,2.14,2.07
2.23,2.17,2.28,2.12
2.19,2.17,2.22,2.15
2.17,2.24,2.28,2.12
2.28,2.33,2.34,2.26
2.33,2.15,2.34,2.14
2.13,2.11,2.16,2.08
2.10,2.14,2.16,2.04
2.18,2.17,2.22,2.11
2.17,2.18,2.19,2.04
2.18,2.17,2.19,2.00
2.20,2.15,2.20,2.11
2.15,2.09,2.20,2.07
2.10,2.10,2.12,2.10
2.08,2.05,2.08,2.01
2.06,2.08,2.11,1.91
2.07,1.98,2.12,1.97
2.00,2.14,2.14,1.92
2.15,2.09,2.15,1.99
2.09,1.96,2.12,1.92
1.96,1.92,1.97,1.89
1.90,1.91,1.99,1.85
1.90,1.97,1.99,1.85
1.93,1.98,2.00,1.90
1.95,1.99,1.99,1.95
1.99,2.02,2.02,1.96
2.02,2.01,2.02,2.00
2.05,2.08,2.09,1.96
2.10,2.02,2.10,1.96
2.09,2.02,2.11,1.91
2.01,1.90,2.05,1.89
1.90,1.77,1.94,1.75
1.82,1.85,1.85,1.78
1.85,1.76,1.87,1.76
1.76,1.74,1.76,1.65
1.74,1.83,1.83,1.74
1.85,1.87,1.90,1.82
1.83,1.83,1.88,1.74
1.81,1.79,1.83,1.75
1.79,1.83,1.83,1.68
1.81,1.68,1.81,1.64
1.68,1.73,1.75,1.68
1.78,1.79,1.79,1.72
1.80,1.94,1.95,1.80
1.93,1.98,2.00,1.93
1.98,1.99,1.99,1.86
1.95,2.00,2.00,1.94
1.94,1.95,1.95,1.91
1.84,1.89,1.91,1.72
1.89,1.79,1.89,1.79
1.78,1.83,1.83,1.72
1.80,1.77,1.80,1.75
1.77,1.83,1.85,1.72
1.83,1.79,1.83,1.75
1.81,1.76,1.81,1.73
1.73,1.74,1.75,1.69
1.80,1.73,1.80,1.72
1.73,1.65,1.73,1.62
1.65,1.55,1.65,1.51
1.54,1.55,1.57,1.53
1.55,1.49,1.63,1.35
1.44,1.47,1.61,1.44
1.49,1.48,1.50,1.41
1.45,1.53,1.59,1.40
1.53,1.79,1.82,1.49
1.92,1.85,1.92,1.81
1.80,1.84,1.90,1.65
1.82,1.54,1.82,1.51
1.55,1.65,1.75,1.55
1.60,1.50,1.68,1.41
1.50,1.46,1.50,1.41
1.43,1.41,1.48,1.39
1.39,1.43,1.44,1.39
1.47,1.55,1.55,1.44
1.53,1.55,1.55,1.51
1.55,1.48,1.55,1.47
1.48,1.41,1.48,1.41
1.39,1.44,1.45,1.39
1.44,1.52,1.55,1.43
1.52,1.38,1.54,1.38
1.40,1.42,1.50,1.39
1.48,1.45,1.50,1.41
1.42,1.41,1.43,1.40
1.39,1.37,1.39,1.35
1.35,1.41,1.42,1.35
1.38,1.34,1.38,1.33
1.38,1.36,1.38,1.30
1.32,1.31,1.34,1.30
1.31,1.30,1.32,1.26
1.29,1.26,1.29,1.11
1.27,1.28,1.28,1.17
1.27,1.21,1.27,1.19
1.20,1.31,1.33,1.20
1.32,1.27,1.38,1.25
1.27,1.27,1.32,1.22
1.26,1.35,1.36,1.26
1.36,1.38,1.40,1.36
1.41,1.44,1.47,1.40
1.42,1.46,1.47,1.42
1.44,1.46,1.48,1.39
1.49,1.43,1.55,1.37
1.47,1.41,1.57,1.39
1.42,1.31,1.45,1.26
1.30,1.30,1.34,1.19
1.31,1.21,1.31,1.18
1.23,1.19,1.23,1.16
1.15,1.08,1.17,1.06
1.06,0.98,1.07,0.97
0.97,0.96,1.02,0.96
0.99,1.15,1.24,0.99
1.14,1.11,1.30,1.09
1.15,1.06,1.17,1.05
1.06,1.11,1.12,1.05
1.12,1.20,1.23,1.12
