XTNT,Xtant Medical Holdings,NASDAQ
0.48,0.54,0.56,0.47
0.58,0.66,0.69,0.55
0.67,0.68,0.70,0.57
0.68,0.53,0.68,0.51
0.60,0.63,0.65,0.52
0.63,0.59,0.63,0.57
0.59,0.57,0.60,0.53
0.60,0.61,0.61,0.52
0.60,0.59,0.61,0.55
0.58,0.56,0.59,0.55
0.55,0.56,0.59,0.55
0.57,0.56,0.59,0.55
0.54,0.57,0.57,0.54
0.57,0.58,0.59,0.54
0.56,0.59,0.59,0.56
0.57,0.57,0.60,0.54
0.56,0.55,0.58,0.54
0.54,0.56,0.56,0.53
0.56,0.55,0.57,0.54
0.54,0.55,0.57,0.54
0.56,0.54,0.57,0.54
0.53,0.50,0.54,0.50
0.55,0.56,0.60,0.52
0.70,0.70,0.85,0.62
0.66,0.59,0.80,0.54
0.61,0.58,0.63,0.56
