XTNT,Xtant Medical Holdings,NASDAQ
3.87,3.60,3.87,3.46
3.57,3.60,3.70,3.57
3.60,3.71,3.81,3.50
3.80,3.65,3.80,3.50
3.78,3.52,3.80,3.28
3.53,3.38,3.53,3.13
3.50,3.28,3.50,3.14
3.33,2.76,3.33,2.76
2.97,3.17,3.24,2.78
3.25,3.08,3.25,3.00
3.14,3.03,3.14,2.90
3.01,3.16,3.16,2.96
3.16,3.04,3.21,2.92
3.01,2.87,3.03,2.76
2.86,2.85,2.87,2.76
2.85,2.76,2.85,2.71
2.78,2.84,2.84,2.73
2.85,2.80,2.85,2.76
2.82,2.76,2.84,2.70
2.77,2.74,2.80,2.65
2.99,2.72,2.99,2.55
2.71,2.60,2.71,2.56
2.70,2.65,2.70,2.60
2.75,2.70,2.75,2.58
2.70,2.60,2.70,2.56
2.61,2.44,2.62,2.40
2.47,2.32,2.47,2.21
2.58,2.56,3.15,2.52
2.75,2.62,2.75,2.48
2.65,2.49,2.65,2.47
2.45,2.49,2.54,2.45
2.56,2.45,2.56,2.34
2.41,2.38,2.61,2.36
2.37,2.31,2.41,2.28
2.30,2.25,2.34,2.25
2.20,2.33,2.35,2.20
2.31,2.38,2.38,2.25
2.40,2.40,2.42,2.28
2.40,2.26,2.40,2.21
2.27,2.24,2.28,2.20
2.21,2.10,2.27,2.10
2.10,1.93,2.10,1.61
1.90,1.82,1.92,1.70
1.78,1.89,1.89,1.73
2.00,1.86,2.00,1.85
1.87,2.10,2.10,1.73
2.27,2.20,2.60,2.11
2.25,2.20,2.25,2.11
2.10,2.02,2.12,2.01
2.03,1.86,2.05,1.84
1.78,1.75,1.90,1.75
2.00,1.82,2.00,1.74
1.86,1.81,1.95,1.80
1.82,1.98,2.03,1.81
2.00,2.06,2.21,1.96
2.11,2.00,2.11,1.99
1.99,1.91,2.23,1.89
1.93,1.93,2.09,1.84
1.92,1.92,2.05,1.90
1.92,1.93,2.00,1.89
1.93,1.92,1.98,1.88
1.88,1.82,1.93,1.82
1.81,1.87,1.92,1.80
1.90,1.86,1.95,1.81
1.86,1.85,1.94,1.79
1.85,1.81,2.01,1.80
1.79,1.78,1.85,1.78
1.79,1.78,1.85,1.75
1.79,1.76,1.81,1.75
1.77,1.81,1.95,1.76
1.82,1.76,1.88,1.73
1.73,1.79,1.85,1.73
1.79,1.87,1.98,1.79
1.85,1.95,2.00,1.85
1.91,1.74,1.99,1.74
1.75,1.89,1.90,1.75
1.89,2.03,2.04,1.85
2.05,2.02,2.08,1.93
2.02,1.95,2.05,1.94
1.98,2.00,2.00,1.96
1.99,2.00,2.09,1.93
1.98,1.89,1.98,1.89
1.89,2.09,2.20,1.76
2.05,1.99,2.05,1.88
1.98,2.03,2.04,1.95
2.05,2.09,2.13,2.02
2.10,2.17,2.17,2.04
2.14,2.06,2.14,1.99
2.08,2.15,2.15,2.06
2.18,2.19,2.19,2.13
2.18,2.29,2.29,2.17
2.28,2.30,2.30,2.22
2.32,2.31,2.32,2.24
2.30,2.30,2.31,2.27
2.29,2.32,2.35,2.27
2.40,2.48,2.50,2.38
2.55,2.79,2.84,2.55
2.79,2.87,2.98,2.71
2.90,2.94,2.95,2.81
2.97,3.08,3.08,2.93
3.00,3.27,3.27,3.00
3.93,3.31,3.93,3.19
3.23,3.07,3.23,3.04
3.09,3.15,3.25,2.89
3.15,2.90,3.15,2.83
2.89,2.88,2.94,2.83
3.04,2.78,3.04,2.77
2.61,2.74,2.82,2.61
2.65,2.67,2.73,2.65
2.70,2.73,2.80,2.67
2.66,2.92,2.92,2.66
3.40,2.95,3.40,2.80
2.91,3.05,3.10,2.90
3.28,3.06,3.28,3.01
3.03,3.00,3.03,2.91
2.95,2.88,3.03,2.84
2.85,2.59,2.86,2.40
2.51,2.65,2.68,2.51
2.65,2.26,2.68,2.26
2.30,2.17,2.31,2.15
2.19,2.20,2.29,2.11
2.21,2.13,2.27,2.10
2.18,2.26,2.30,2.15
2.24,2.17,2.30,2.17
2.20,2.11,2.22,2.05
2.13,2.13,2.13,2.06
2.14,2.22,2.27,2.10
2.22,2.18,2.23,2.14
2.16,2.18,2.24,2.15
2.22,2.31,2.31,2.15
2.28,2.28,2.30,2.20
2.30,2.25,2.30,2.20
2.23,2.20,2.24,2.05
2.23,2.00,2.23,1.99
2.03,1.97,2.12,1.96
2.03,2.10,2.23,2.03
2.15,2.18,2.20,2.10
2.15,2.10,2.18,2.09
2.55,2.20,2.55,2.04
2.25,2.33,2.33,2.14
2.33,2.34,2.34,2.26
2.53,2.50,2.54,2.36
2.58,2.59,2.68,2.50
2.58,2.86,2.86,2.55
2.90,2.58,2.90,2.51
2.58,2.60,2.68,2.54
2.59,2.56,2.68,2.54
2.56,2.45,2.56,2.43
2.48,2.40,2.48,2.35
2.43,2.34,2.49,2.27
2.31,2.34,2.35,2.25
2.35,2.47,2.47,2.35
2.42,2.30,2.42,2.29
2.34,2.27,2.40,2.23
2.26,2.44,2.44,2.26
2.45,2.73,2.75,2.44
2.72,2.84,2.88,2.62
2.83,2.88,2.92,2.80
2.89,2.86,2.89,2.79
2.88,2.88,2.88,2.78
2.89,2.87,2.89,2.70
2.82,2.73,2.83,2.70
2.75,2.60,2.75,2.60
2.89,2.85,2.90,2.68
2.85,2.90,2.94,2.80
2.93,2.93,3.02,2.82
3.00,2.99,3.03,2.94
2.96,2.92,3.03,2.86
2.94,2.88,2.97,2.80
3.00,2.86,3.00,2.82
2.88,2.84,2.95,2.75
2.81,2.74,2.85,2.74
2.77,2.81,2.84,2.68
2.78,2.67,2.78,2.62
2.70,2.65,2.74,2.63
2.66,2.61,2.71,2.55
2.61,2.59,2.65,2.56
2.59,2.61,2.69,2.59
2.75,2.89,3.01,2.72
2.90,3.15,3.15,2.90
3.15,3.07,3.24,3.05
3.15,3.03,3.15,2.97
3.02,2.97,3.06,2.93
2.98,2.96,3.00,2.89
2.97,3.04,3.07,2.92
3.04,2.98,3.09,2.97
3.00,3.04,3.08,2.92
3.07,3.01,3.07,2.98
3.05,3.12,3.15,3.04
3.09,3.38,3.42,3.09
3.40,3.37,3.54,3.35
3.32,3.30,3.37,3.27
3.33,3.34,3.38,3.30
3.33,3.24,3.33,3.23
3.24,3.24,3.27,3.18
3.25,3.13,3.30,3.13
3.29,3.30,3.34,3.20
3.28,3.28,3.40,3.25
3.35,3.32,3.35,3.26
3.32,3.37,3.43,3.27
2.75,2.50,3.01,2.28
2.52,2.36,2.60,2.30
2.37,2.26,2.39,2.25
2.25,2.14,2.27,2.08
2.16,2.21,2.28,2.12
2.38,2.42,2.55,2.35
2.57,2.53,2.60,2.47
2.55,2.47,2.61,2.47
2.45,2.38,2.47,2.30
2.45,2.48,2.50,2.38
2.52,2.38,2.54,2.36
2.45,2.20,2.45,2.16
2.23,2.41,2.43,2.23
2.45,2.46,2.49,2.39
2.46,2.37,2.48,2.34
2.40,2.27,2.40,2.26
2.30,2.27,2.43,2.25
2.23,2.23,2.26,2.20
2.22,2.04,2.23,2.04
2.12,2.07,2.12,2.05
2.06,1.93,2.06,1.93
1.95,2.03,2.04,1.77
2.06,2.11,2.16,2.04
2.12,2.06,2.12,2.05
2.08,2.02,2.09,1.95
2.00,2.05,2.10,1.97
2.06,2.00,2.15,2.00
2.00,1.92,2.05,1.91
1.90,1.77,1.94,1.76
1.63,1.48,1.67,1.33
1.55,1.48,1.55,1.41
1.48,1.49,1.60,1.46
1.48,1.49,1.58,1.47
1.40,1.55,1.57,1.39
1.55,1.61,1.71,1.54
1.60,1.69,1.78,1.56
1.79,1.67,1.79,1.61
1.70,1.63,1.70,1.60
1.64,1.63,1.68,1.61
1.62,1.59,1.63,1.58
1.59,1.61,1.61,1.55
1.61,1.62,1.64,1.56
1.60,1.67,1.70,1.60
1.68,1.61,1.70,1.59
1.62,1.55,1.67,1.54
1.57,1.54,1.59,1.52
1.53,1.43,1.57,1.43
1.45,1.46,1.47,1.33
1.42,1.32,1.42,1.28
1.19,1.32,1.35,1.10
1.30,1.22,1.37,1.19
1.26,1.20,1.29,1.17
1.22,1.36,1.43,1.11
1.34,1.51,1.53,1.30
1.59,1.37,1.59,1.35
1.27,1.30,1.38,1.25
1.29,1.22,1.29,1.22
1.23,1.28,1.31,1.22
1.27,1.39,1.43,1.26
1.39,1.33,1.43,1.30
1.35,1.38,1.41,1.31
1.38,1.41,1.45,1.35
1.41,1.31,1.41,1.30
1.31,1.31,1.40,1.25
1.33,1.31,1.38,1.28
1.30,1.29,1.30,1.27
1.29,1.25,1.33,1.25
1.27,1.27,1.30,1.27
1.30,1.34,1.34,1.27
1.32,1.31,1.34,1.28
1.29,1.38,1.38,1.29
1.38,1.35,1.39,1.30
1.35,1.33,1.35,1.29
1.32,1.30,1.32,1.28
1.34,1.35,1.49,1.34
1.35,1.34,1.40,1.31
1.34,1.31,1.34,1.29
1.34,1.34,1.35,1.30
1.31,1.35,1.37,1.29
1.38,1.40,1.40,1.31
1.38,1.58,1.60,1.38
1.61,1.86,2.00,1.61
1.90,1.74,1.95,1.70
1.67,1.74,1.74,1.60
1.77,1.68,1.77,1.68
1.71,1.63,1.75,1.63
1.67,1.67,1.69,1.60
1.69,1.69,1.72,1.55
1.69,1.65,1.72,1.60
1.63,1.58,1.66,1.56
1.59,1.43,1.61,1.43
1.41,1.48,1.52,1.41
1.49,1.49,1.51,1.46
1.49,1.51,1.56,1.46
1.49,1.50,1.53,1.45
1.48,1.51,1.56,1.45
1.52,1.53,1.57,1.51
1.57,1.52,1.70,1.51
1.53,1.45,1.53,1.39
1.45,1.43,1.49,1.40
1.45,1.39,1.45,1.36
1.38,1.35,1.40,1.33
1.37,1.48,1.48,1.35
1.51,1.50,1.57,1.50
1.54,1.58,1.60,1.54
1.58,1.54,1.60,1.52
1.53,1.56,1.60,1.51
1.53,1.50,1.54,1.48
1.53,1.52,1.55,1.51
1.52,1.79,1.82,1.51
1.77,1.68,1.78,1.68
1.68,1.66,1.68,1.59
1.67,1.65,1.70,1.62
1.69,1.67,1.69,1.65
1.70,1.65,1.71,1.63
1.70,1.69,1.70,1.61
1.70,1.68,1.72,1.62
1.70,1.65,1.72,1.64
1.74,1.70,1.76,1.67
1.75,1.65,1.75,1.64
1.62,1.60,1.66,1.57
1.55,1.48,1.63,1.43
1.45,1.53,1.54,1.43
1.49,1.49,1.55,1.47
1.53,1.53,1.54,1.46
1.50,1.45,1.51,1.45
1.45,1.49,1.53,1.45
1.48,1.50,1.51,1.48
1.53,1.61,1.65,1.51
1.61,1.60,1.65,1.60
1.65,1.54,1.65,1.51
1.50,1.55,1.56,1.46
1.61,1.56,1.61,1.54
1.52,1.52,1.60,1.50
1.55,1.52,1.55,1.50
1.51,1.50,1.52,1.46
1.52,1.49,1.52,1.45
1.46,1.45,1.49,1.44
1.46,1.43,1.47,1.40
1.43,1.40,1.44,1.40
1.43,1.39,1.43,1.34
1.39,1.37,1.42,1.36
1.37,1.32,1.39,1.32
1.34,1.34,1.34,1.30
1.32,1.35,1.37,1.32
1.35,1.34,1.37,1.33
1.33,1.27,1.35,1.23
1.27,1.24,1.29,1.21
1.21,1.18,1.22,1.17
1.20,1.19,1.22,1.18
1.20,1.24,1.26,1.19
1.26,1.28,1.32,1.25
1.29,1.38,1.40,1.29
1.38,1.36,1.38,1.34
1.38,1.35,1.38,1.19
1.33,1.28,1.33,1.28
1.24,1.24,1.28,1.24
1.21,1.24,1.29,1.20
1.33,1.35,1.40,1.22
1.34,1.29,1.36,1.27
1.31,1.24,1.31,1.21
1.24,1.17,1.24,1.15
1.17,1.17,1.19,1.14
1.19,1.17,1.19,1.14
1.17,1.15,1.17,1.12
1.17,1.22,1.22,1.16
1.25,1.30,1.30,1.16
1.25,1.26,1.30,1.18
1.23,1.23,1.26,1.23
1.24,1.25,1.35,1.19
1.25,1.25,1.25,1.18
1.25,1.25,1.25,1.21
1.25,1.27,1.27,1.21
1.25,1.24,1.27,1.21
1.24,1.22,1.24,1.18
1.22,1.14,1.24,1.04
1.15,1.14,1.18,1.09
0.94,1.18,1.26,0.94
1.23,1.24,1.24,1.15
1.24,1.22,1.24,1.17
1.17,1.26,1.28,1.17
1.25,1.23,1.27,1.23
1.24,1.30,1.30,1.23
1.29,1.29,1.32,1.26
1.30,1.35,1.35,1.28
1.34,1.40,1.40,1.33
1.40,1.28,1.40,1.27
1.30,1.33,1.34,1.28
1.29,1.35,1.38,1.22
1.33,1.35,1.36,1.29
1.33,1.30,1.36,1.30
1.29,1.33,1.35,1.25
1.32,1.33,1.34,1.26
1.30,1.25,1.34,1.20
1.27,1.29,1.32,1.23
1.31,1.31,1.33,1.28
1.31,1.36,1.36,1.29
1.36,1.32,1.36,1.29
1.31,1.33,1.35,1.30
1.34,1.34,1.37,1.29
1.33,1.32,1.33,1.27
1.30,1.36,1.38,1.30
1.34,1.37,1.39,1.27
1.36,1.38,1.45,1.34
1.40,1.46,1.48,1.40
1.45,1.46,1.48,1.41
1.44,1.42,1.44,1.38
1.45,1.48,1.48,1.43
1.46,1.45,1.48,1.40
1.42,1.43,1.44,1.39
1.40,1.43,1.44,1.39
1.44,1.41,1.44,1.38
1.38,1.43,1.44,1.36
1.45,1.39,1.45,1.37
1.38,1.36,1.40,1.35
1.24,1.30,1.35,1.21
1.32,1.27,1.34,1.25
1.25,1.20,1.30,1.18
1.21,1.22,1.25,1.21
1.23,1.24,1.25,1.22
1.25,1.24,1.26,1.20
1.22,1.26,1.26,1.21
1.26,1.23,1.26,1.21
1.22,1.22,1.24,1.21
1.22,1.22,1.22,1.19
1.23,1.22,1.25,1.16
1.19,1.12,1.20,1.00
1.02,0.99,1.06,0.95
1.45,1.00,1.45,0.94
1.07,0.99,1.07,0.97
0.99,0.95,0.99,0.88
0.95,0.92,0.96,0.87
0.91,0.89,0.93,0.89
0.89,0.90,0.91,0.88
0.90,0.87,0.90,0.86
0.86,0.88,0.88,0.82
0.89,0.88,0.90,0.85
0.90,0.86,0.91,0.85
0.88,0.84,0.88,0.83
0.85,0.92,0.92,0.84
0.95,0.95,1.00,0.92
0.97,0.92,0.97,0.92
0.93,0.92,0.96,0.88
0.92,0.92,0.92,0.89
0.93,0.90,0.93,0.88
0.88,0.88,0.89,0.87
0.87,0.88,0.90,0.87
0.88,0.88,0.88,0.87
0.90,0.88,0.90,0.87
0.87,0.85,0.89,0.85
0.85,0.84,0.87,0.83
0.84,0.88,0.91,0.84
0.88,0.82,0.91,0.81
0.83,0.83,0.85,0.81
0.85,0.89,0.90,0.85
0.88,0.86,0.91,0.86
0.88,0.87,0.88,0.85
0.86,0.87,0.87,0.86
0.84,0.86,0.86,0.82
0.85,0.77,0.85,0.75
0.77,0.73,0.77,0.70
0.75,0.75,0.79,0.72
0.76,0.68,0.78,0.67
0.68,0.68,0.70,0.67
0.66,0.61,0.66,0.56
0.53,0.67,0.69,0.51
0.67,0.65,0.70,0.64
0.64,0.65,0.65,0.60
0.66,0.70,0.70,0.66
0.71,0.65,0.71,0.60
0.65,0.67,0.67,0.60
0.65,0.63,0.66,0.63
0.65,0.63,0.65,0.62
0.65,0.74,0.75,0.62
0.73,0.75,0.76,0.73
0.75,0.89,0.90,0.75
0.88,0.83,0.88,0.81
0.81,0.82,0.84,0.75
0.90,0.82,0.90,0.81
0.82,0.82,0.83,0.76
0.82,0.87,0.98,0.77
0.89,0.88,0.91,0.85
0.88,0.84,0.89,0.82
0.78,0.84,0.87,0.65
0.84,0.80,0.84,0.80
0.80,0.80,0.84,0.79
0.79,0.84,0.87,0.79
0.83,0.78,0.83,0.76
0.74,0.75,0.75,0.72
0.73,0.73,0.75,0.72
0.73,0.74,0.76,0.73
0.74,0.78,0.78,0.72
0.75,0.74,0.77,0.74
0.77,0.68,0.77,0.61
0.68,0.67,0.71,0.63
0.65,0.64,0.66,0.63
0.63,0.62,0.65,0.60
0.61,0.62,0.65,0.61
0.62,0.61,0.62,0.59
0.61,0.63,0.66,0.61
0.60,0.58,0.63,0.56
0.56,0.57,0.58,0.56
0.57,0.55,0.57,0.55
0.55,0.54,0.57,0.54
0.56,0.54,0.57,0.53
0.55,0.55,0.55,0.53
0.55,0.55,0.56,0.54
0.59,0.55,0.61,0.54
0.57,0.54,0.57,0.54
0.54,0.53,0.56,0.51
0.53,0.56,0.56,0.53
0.56,0.53,0.56,0.52
