BIO,Bio-Rad Laboratories,NASDAQ
174.33,173.50,174.77,172.30
173.56,174.57,174.85,172.63
174.38,177.39,178.37,173.50
178.41,177.80,178.41,176.89
178.62,178.71,178.76,176.73
177.98,176.76,178.09,176.51
177.15,178.87,178.91,175.55
178.56,179.36,180.40,178.49
179.00,179.43,180.23,178.57
180.43,180.89,182.20,179.76
179.75,179.21,182.06,178.92
179.34,181.08,181.72,179.19
182.50,180.71,184.51,180.06
180.30,179.90,180.50,179.13
180.81,180.27,181.94,177.68
180.71,181.82,182.96,179.88
181.60,182.57,183.08,180.27
183.14,183.43,184.00,181.57
183.36,183.36,184.89,182.59
184.19,183.46,184.19,182.60
183.63,183.23,183.87,182.71
183.00,182.28,183.84,181.91
182.96,182.91,184.81,181.87
183.55,185.32,185.55,182.30
185.38,185.93,187.16,184.14
185.93,187.51,188.00,185.93
188.00,188.38,189.27,187.34
192.10,188.48,194.20,187.50
188.49,187.17,188.76,183.45
187.19,186.41,187.76,185.86
185.88,188.46,189.24,185.88
