RIC,Richmont Mines,NASDAQ
4.45,4.44,4.55,4.41
4.47,4.42,4.51,4.41
4.36,4.16,4.36,4.16
4.41,4.25,4.41,4.23
4.30,4.24,4.35,4.19
4.20,4.29,4.30,4.17
4.30,4.33,4.33,4.29
4.43,4.35,4.48,4.35
4.37,4.32,4.40,4.30
4.31,4.65,4.65,4.31
4.75,4.61,4.75,4.61
4.65,4.53,4.69,4.52
4.54,4.36,4.54,4.35
4.36,4.30,4.37,4.28
4.21,4.28,4.35,4.21
4.36,4.20,4.38,3.90
4.17,4.22,4.38,4.05
4.18,4.17,4.20,4.11
4.11,4.18,4.20,4.09
4.16,4.18,4.23,4.14
4.20,4.19,4.28,4.18
4.20,4.19,4.31,4.19
4.19,4.25,4.29,4.15
4.29,4.34,4.40,4.29
4.30,4.27,4.35,4.24
4.34,4.36,4.51,4.32
4.38,4.35,4.41,4.35
4.35,4.34,4.38,4.23
4.32,4.26,4.34,4.25
4.20,4.37,4.38,4.20
4.28,4.21,4.30,4.16
4.66,4.31,4.66,4.21
4.25,4.37,4.37,4.25
4.32,4.37,4.41,4.31
4.47,4.66,4.68,4.41
4.55,4.65,4.67,4.53
4.72,4.65,4.72,4.58
4.58,4.57,4.59,4.51
4.56,4.45,4.58,4.42
4.40,4.45,4.59,4.24
4.33,4.56,4.60,4.33
4.61,4.50,4.65,4.44
4.53,4.55,4.60,4.44
4.56,4.52,4.68,4.46
4.53,4.47,4.62,4.40
4.49,4.54,4.57,4.49
4.59,4.57,4.72,4.52
4.52,4.60,4.66,4.52
4.69,4.81,4.88,4.68
4.91,4.82,4.91,4.79
5.00,5.06,5.24,4.97
5.02,5.25,5.28,5.02
5.33,5.25,5.37,5.24
5.26,5.06,5.48,5.03
4.94,5.04,5.06,4.89
5.05,5.08,5.18,5.00
5.15,5.09,5.20,4.91
5.05,5.14,5.24,5.03
5.14,5.06,5.14,5.01
5.14,5.11,5.20,5.10
5.12,5.03,5.13,5.01
5.04,5.10,5.17,5.00
5.06,4.93,5.13,4.87
4.90,5.15,5.15,4.79
5.16,5.00,5.18,4.99
5.17,5.08,5.17,4.96
5.09,5.25,5.25,5.06
5.19,5.13,5.20,5.03
5.10,5.14,5.25,5.10
5.21,5.11,5.21,5.08
5.10,4.86,5.10,4.79
4.86,4.95,5.05,4.86
4.99,5.03,5.07,4.95
5.03,4.96,5.04,4.92
5.05,5.26,5.26,5.01
5.29,5.26,5.35,5.18
5.23,5.10,5.24,5.07
5.05,5.13,5.15,5.05
4.91,4.89,4.95,4.80
4.86,4.95,4.97,4.86
5.02,4.71,5.02,4.67
4.77,4.69,4.83,4.66
4.73,4.77,4.83,4.70
4.77,4.65,4.85,4.62
4.65,4.49,4.65,4.45
4.59,4.60,4.66,4.52
4.54,4.73,4.75,4.54
4.67,4.62,4.76,4.55
4.59,4.64,4.69,4.55
4.69,4.67,4.71,4.55
5.16,5.28,5.30,4.90
5.34,5.28,5.40,5.22
5.21,5.33,5.38,5.21
5.40,5.43,5.72,5.16
5.40,5.40,5.48,5.25
5.44,5.25,5.44,5.14
5.22,5.20,5.23,5.08
5.21,5.20,5.31,5.14
5.10,5.06,5.13,5.00
5.03,5.08,5.12,5.02
5.12,5.12,5.23,5.06
5.16,5.10,5.18,5.02
5.15,5.24,5.29,5.14
5.25,5.15,5.25,5.12
5.23,5.18,5.27,5.15
5.08,5.06,5.14,5.05
5.08,5.14,5.15,5.08
5.14,5.15,5.22,5.00
5.17,5.21,5.28,5.17
5.20,5.25,5.39,5.16
5.35,5.27,5.39,5.24
5.28,5.28,5.32,5.20
5.27,5.16,5.32,5.13
5.11,5.01,5.15,5.00
5.01,4.95,5.08,4.91
4.94,4.99,5.08,4.93
5.01,4.97,5.14,4.95
4.96,4.98,5.00,4.95
5.00,4.87,5.01,4.87
4.87,4.80,4.87,4.73
4.66,4.78,4.81,4.66
4.88,4.83,4.94,4.80
4.86,4.88,4.94,4.83
4.97,4.90,5.00,4.90
4.89,4.99,5.04,4.87
5.00,5.00,5.03,4.86
5.00,5.20,5.24,5.00
5.25,5.22,5.27,5.15
5.21,5.11,5.24,5.06
5.07,5.11,5.21,5.07
5.16,5.15,5.19,5.00
5.08,5.05,5.13,4.92
5.02,5.01,5.09,4.95
5.00,4.86,5.08,4.82
4.86,4.88,4.91,4.82
4.87,4.94,5.01,4.87
5.02,4.97,5.04,4.91
5.00,4.97,5.04,4.95
5.03,4.89,5.03,4.86
4.90,4.81,4.90,4.79
4.95,4.55,5.00,4.47
4.67,4.43,4.67,4.35
4.40,4.51,4.51,4.28
4.56,4.51,4.57,4.41
4.51,4.53,4.54,4.42
4.52,4.44,4.52,4.41
4.48,4.51,4.54,4.42
4.53,4.42,4.54,4.34
4.44,4.43,4.50,4.35
4.45,4.33,4.47,4.32
4.33,4.44,4.48,4.33
4.38,4.46,4.49,4.38
4.44,4.57,4.57,4.42
4.53,4.63,4.65,4.51
4.68,4.58,4.76,4.55
4.64,4.91,4.97,4.60
4.89,4.80,4.95,4.80
4.77,4.83,4.86,4.67
4.89,4.82,4.94,4.77
4.83,4.75,4.86,4.73
4.82,4.85,4.92,4.81
4.84,4.88,4.90,4.76
5.02,4.99,5.10,4.95
5.05,5.13,5.23,4.98
5.35,5.20,5.39,5.11
5.15,5.27,5.36,5.10
5.28,5.32,5.35,5.22
5.29,5.47,5.51,5.24
5.44,5.62,5.66,5.44
5.70,5.75,5.81,5.56
5.81,5.82,5.86,5.69
5.83,5.70,5.83,5.60
5.61,6.16,6.28,5.61
6.21,6.40,6.65,6.21
6.38,6.41,6.48,6.00
6.38,6.05,6.44,6.05
5.97,5.90,6.00,5.54
5.81,6.01,6.01,5.57
6.07,5.96,6.07,5.74
5.31,5.63,5.67,5.30
5.59,5.53,5.76,5.45
5.66,5.78,5.85,5.57
5.88,5.81,6.00,5.81
5.91,6.11,6.13,5.91
6.13,6.25,6.38,6.07
6.26,6.39,6.49,6.25
6.47,6.61,6.71,6.45
6.69,6.60,6.69,6.50
6.59,6.57,6.72,6.54
6.57,6.53,6.57,6.49
6.63,6.55,6.71,6.55
6.60,6.65,6.69,6.53
6.68,6.69,6.69,6.50
6.77,6.63,6.78,6.63
6.64,6.93,7.00,6.53
7.08,7.62,8.05,7.06
7.65,7.55,7.77,7.34
7.69,7.49,7.69,7.37
7.55,7.78,7.96,7.53
7.69,7.37,7.82,7.11
7.49,7.35,7.66,7.31
7.48,7.81,7.82,7.31
7.97,8.32,8.44,7.86
8.25,8.14,8.56,7.90
8.16,8.30,8.30,8.09
8.60,8.74,8.75,8.40
8.95,9.01,9.33,8.90
9.27,8.93,9.31,8.69
8.93,8.72,9.00,8.57
8.79,9.09,9.15,8.65
9.14,9.85,10.00,9.14
9.98,9.73,10.16,9.63
9.78,8.99,9.88,8.84
8.86,7.86,8.86,7.77
7.94,7.96,8.16,7.45
7.75,7.15,7.93,7.06
7.23,7.72,7.92,7.23
8.10,8.12,8.18,7.82
8.23,8.10,8.39,7.95
8.13,7.52,8.13,7.42
7.37,7.40,7.57,7.05
7.89,7.88,8.07,7.60
7.74,7.75,8.08,7.71
7.66,7.50,7.68,7.26
7.57,7.65,7.82,7.47
7.61,7.56,7.67,7.46
7.44,7.62,7.69,7.27
7.50,7.40,7.58,7.31
7.47,8.00,8.09,7.47
8.05,8.42,8.48,8.00
8.33,8.38,8.56,8.16
8.56,8.55,8.81,8.46
8.69,8.38,8.71,8.19
8.36,8.04,8.50,8.00
8.17,8.00,8.24,7.69
8.00,7.92,8.04,7.80
7.96,7.42,8.14,7.29
7.41,7.43,7.68,7.40
7.29,7.03,7.35,6.87
6.94,7.27,7.35,6.84
7.21,6.91,7.21,6.90
6.85,6.67,6.99,6.53
6.67,6.89,7.05,6.61
6.86,6.78,7.00,6.65
6.73,6.46,6.87,6.40
6.43,6.55,6.80,6.42
6.54,6.49,6.69,6.40
6.59,7.05,7.10,6.52
7.13,7.14,7.42,7.11
6.84,6.95,6.98,6.60
7.01,6.89,7.04,6.72
6.95,6.73,6.95,6.73
6.73,7.03,7.03,6.73
7.16,7.12,7.22,6.98
7.04,7.11,7.18,7.02
7.07,7.01,7.17,6.86
7.20,7.49,7.57,7.07
7.69,7.81,7.85,7.56
7.95,7.76,8.00,7.70
7.76,7.76,7.83,7.61
7.78,7.21,7.88,7.15
7.29,7.71,7.75,7.29
7.95,8.37,8.37,7.95
8.58,8.29,8.75,8.10
8.37,8.44,8.57,8.21
8.83,8.56,9.04,8.44
8.58,8.19,8.60,8.08
8.08,8.42,8.53,8.01
8.46,8.26,8.47,8.14
8.41,8.61,8.78,8.35
8.72,8.47,8.77,8.36
8.37,8.42,8.50,8.26
8.43,7.86,8.55,7.65
7.80,7.82,7.96,7.55
7.85,7.83,7.97,7.67
7.86,7.88,8.07,7.78
8.01,8.33,8.38,7.90
8.66,8.65,8.74,8.37
8.57,7.64,8.73,7.16
7.64,7.55,7.71,7.13
7.69,7.53,8.26,7.51
8.01,8.00,8.20,7.46
8.09,8.75,8.95,7.88
8.81,9.15,9.23,8.68
9.13,8.97,9.13,8.57
8.87,9.61,9.65,8.70
9.57,9.79,9.85,9.40
9.86,9.38,9.94,9.19
9.39,9.13,9.62,9.01
9.23,9.34,9.59,9.05
9.62,10.07,10.10,9.55
9.82,9.73,10.10,9.50
9.55,8.95,9.70,8.63
8.81,9.42,9.58,8.63
9.50,9.80,9.80,9.16
9.92,9.46,10.00,9.40
9.77,11.01,11.08,9.72
11.19,10.90,11.32,10.65
10.88,11.10,11.14,10.55
11.28,11.22,11.51,10.95
11.28,11.30,11.44,10.84
11.03,11.33,11.34,10.88
11.50,12.03,12.04,11.48
11.85,12.12,12.14,11.72
11.98,11.23,12.03,10.71
11.45,11.72,11.75,11.10
11.79,11.64,11.94,11.46
11.61,11.37,11.61,10.91
11.42,12.22,12.35,11.28
12.31,12.41,12.58,11.91
12.48,13.09,13.40,12.48
13.16,13.09,13.39,12.75
12.14,11.73,12.26,10.93
11.09,10.48,11.51,10.05
10.17,10.58,10.60,9.81
11.18,11.32,11.94,11.18
11.45,10.54,11.64,10.39
10.82,10.60,10.94,10.27
10.49,10.57,11.08,10.30
10.84,10.48,11.25,10.40
10.07,8.63,10.16,7.79
8.55,9.43,9.60,8.32
9.79,9.58,9.90,9.35
9.63,8.90,9.65,8.80
9.10,9.71,9.97,9.10
9.66,10.15,10.20,9.45
10.61,10.81,11.00,10.41
10.26,10.81,10.81,10.01
11.00,11.12,11.20,10.72
11.23,10.89,11.31,10.63
10.62,10.87,11.00,9.81
10.75,10.10,10.80,9.90
9.76,9.91,10.10,9.56
10.20,10.23,10.50,10.02
10.41,10.75,10.80,10.35
10.87,11.28,11.55,10.46
11.33,11.95,12.05,11.26
12.17,12.22,12.47,11.84
12.43,12.55,12.80,12.06
12.48,12.16,12.48,12.01
11.78,11.88,12.02,10.85
12.28,12.15,12.37,11.83
12.32,12.56,12.58,12.12
12.43,12.37,12.62,11.99
12.67,12.93,13.19,12.58
12.93,12.47,12.97,12.45
12.40,12.08,12.69,11.87
12.22,11.83,12.28,11.50
12.08,12.30,12.39,12.00
12.29,11.97,12.32,11.75
11.89,11.95,12.00,11.63
11.75,11.99,12.27,11.70
11.76,11.09,11.86,10.98
11.15,10.83,11.28,10.73
10.56,10.35,10.57,10.01
10.32,10.93,11.14,10.32
10.66,10.45,10.74,10.30
10.49,10.37,10.66,10.25
11.00,10.87,11.18,10.72
10.91,11.24,11.28,10.78
11.68,11.94,11.96,11.61
11.98,11.88,12.18,11.61
12.12,11.45,12.12,11.43
11.45,11.20,11.69,11.05
11.14,11.71,11.83,10.84
11.68,12.01,12.09,11.60
11.82,11.73,12.00,11.42
11.71,12.25,12.25,11.71
12.12,11.66,12.37,11.29
11.61,11.06,11.79,10.91
10.72,10.53,10.95,10.22
11.12,10.74,11.24,10.53
10.94,10.83,11.30,10.72
10.81,10.17,10.83,10.12
10.68,11.22,11.26,10.60
11.34,11.07,11.42,10.90
11.07,10.61,11.07,10.61
10.72,10.86,10.95,10.63
10.75,10.41,10.77,10.32
10.38,10.10,10.47,10.02
9.88,10.50,10.58,9.60
10.83,10.76,11.06,10.62
11.13,11.28,11.47,11.13
11.12,11.27,11.41,11.12
11.04,11.47,11.52,10.80
11.50,11.06,11.53,11.03
11.18,11.24,11.35,11.04
11.57,11.50,11.69,11.40
11.55,11.70,11.78,11.44
11.84,11.60,11.94,11.50
11.31,11.17,11.37,10.89
11.54,11.10,11.61,11.04
10.91,11.14,11.29,10.91
11.07,10.93,11.19,10.63
10.88,10.87,11.08,10.69
10.90,11.01,11.24,10.90
10.89,11.07,11.17,10.83
10.98,11.66,11.79,10.80
11.95,11.96,12.17,11.75
12.01,12.42,12.61,11.87
12.36,12.32,12.54,12.05
12.70,12.37,12.91,12.21
12.52,12.26,12.60,12.20
12.31,12.29,12.49,12.02
12.30,11.98,12.30,11.80
11.87,11.87,12.02,11.54
11.78,12.11,12.41,11.66
12.16,11.90,12.29,11.87
12.15,11.78,12.19,11.75
11.54,11.70,11.75,11.28
11.82,11.99,12.10,11.67
12.12,11.67,12.12,11.48
11.85,11.46,11.95,11.41
11.33,11.38,11.69,11.26
11.51,11.46,11.60,11.29
11.86,12.15,12.18,11.65
12.11,12.06,12.28,11.93
12.26,12.17,12.50,11.97
12.19,11.89,12.29,11.75
11.66,11.70,12.24,11.62
11.76,11.00,11.83,10.92
11.04,10.20,11.07,9.89
10.33,10.22,10.55,10.00
10.13,10.06,10.27,10.00
10.06,9.34,10.06,9.33
9.05,9.07,9.13,8.72
9.18,9.24,9.44,9.00
9.41,9.46,9.65,9.28
9.43,9.36,9.58,9.26
9.31,9.15,9.46,9.03
9.08,9.10,9.24,8.88
8.90,8.60,8.90,8.50
8.57,8.71,8.91,8.57
8.88,8.97,9.02,8.71
9.00,8.80,9.08,8.80
8.72,8.78,8.80,8.54
8.85,8.89,9.03,8.77
8.75,8.62,8.81,8.52
8.73,8.90,8.97,8.64
9.03,9.21,9.25,8.92
9.26,8.91,9.32,8.87
8.64,8.01,8.65,7.91
8.07,7.68,8.08,7.53
7.77,7.78,7.88,7.65
7.83,7.76,7.93,7.73
7.76,7.69,7.79,7.54
7.50,7.15,7.51,7.08
7.16,6.94,7.25,6.90
7.10,6.89,7.18,6.86
6.96,6.96,7.03,6.72
6.99,6.84,7.03,6.80
6.90,7.20,7.28,6.88
7.19,6.77,7.19,6.68
6.80,6.85,6.90,6.60
7.01,7.00,7.10,6.85
6.95,6.87,7.03,6.76
6.92,6.71,7.03,6.68
6.76,6.71,6.89,6.61
6.55,6.50,6.55,6.35
6.61,6.50,6.65,6.46
6.60,6.68,6.71,6.42
6.68,6.96,6.99,6.68
7.06,7.01,7.24,6.97
6.94,6.98,7.06,6.72
7.06,7.24,7.38,7.00
7.23,6.87,7.24,6.86
6.80,6.65,6.80,6.49
6.59,6.60,6.84,6.56
6.66,6.53,6.73,6.23
6.41,6.50,6.54,6.28
6.23,6.58,6.85,6.16
6.50,6.32,6.67,6.30
6.27,6.06,6.32,5.97
5.78,5.67,5.97,5.65
5.62,5.10,5.64,5.08
5.05,5.18,5.27,4.91
5.44,5.36,5.56,5.21
5.45,5.48,5.66,5.38
5.48,5.67,5.69,5.48
5.53,5.43,5.73,5.39
5.40,5.62,5.64,5.12
5.68,5.79,5.88,5.56
5.80,6.15,6.17,5.80
6.38,6.02,6.54,5.98
5.88,6.02,6.09,5.75
6.03,5.87,6.14,5.66
6.04,6.28,6.49,5.95
6.36,6.27,6.42,6.05
6.25,6.37,6.38,6.10
6.58,6.57,6.77,6.35
6.63,6.05,6.63,6.05
5.96,6.25,6.34,5.90
6.30,6.05,6.31,6.05
6.14,6.31,6.42,6.09
6.34,6.11,6.40,6.06
6.11,5.91,6.11,5.82
5.90,5.69,5.97,5.69
5.67,5.84,5.84,5.54
5.84,5.77,5.85,5.68
5.59,5.61,5.83,5.54
5.43,5.04,5.52,5.02
5.07,5.09,5.15,4.96
5.09,5.18,5.29,5.05
5.10,4.85,5.15,4.80
4.84,4.78,4.88,4.64
4.71,4.47,4.75,4.32
4.72,4.63,4.76,4.57
4.61,4.78,4.81,4.52
4.50,4.14,4.58,3.90
4.00,3.97,4.10,3.86
3.84,3.84,3.91,3.77
3.84,3.79,3.84,3.58
3.82,3.75,3.91,3.62
3.71,3.66,3.80,3.61
3.58,3.57,3.65,3.40
3.56,3.65,3.69,3.52
3.65,3.67,3.74,3.60
3.69,3.50,3.77,3.49
3.51,3.57,3.57,3.45
3.63,3.59,3.67,3.59
3.52,3.48,3.68,3.41
3.43,3.32,3.43,3.30
3.35,3.24,3.36,3.23
3.33,3.38,3.42,3.24
3.48,3.52,3.54,3.42
3.58,3.56,3.62,3.50
3.53,3.53,3.64,3.52
3.54,3.52,3.59,3.51
3.50,3.54,3.60,3.42
3.51,3.55,3.60,3.47
3.66,3.50,3.66,3.46
3.53,3.64,3.77,3.53
3.64,3.62,3.66,3.57
3.61,3.63,3.69,3.57
3.59,3.66,3.69,3.59
3.64,3.75,3.82,3.64
3.75,3.65,3.86,3.58
3.61,3.59,3.64,3.58
3.60,3.62,3.67,3.57
3.66,3.77,3.80,3.66
3.81,3.83,3.89,3.78
3.83,3.82,3.86,3.75
3.86,4.10,4.11,3.86
4.08,4.35,4.35,4.04
4.44,4.30,4.50,4.26
4.24,4.26,4.26,4.13
4.22,4.01,4.22,4.00
4.05,3.92,4.15,3.91
3.96,3.89,4.00,3.85
3.92,3.85,3.99,3.85
3.94,4.16,4.21,3.89
4.24,4.25,4.25,4.12
4.23,4.17,4.31,4.12
4.25,4.30,4.30,4.19
4.38,4.61,4.61,4.33
4.66,4.39,4.79,4.36
4.47,4.56,4.67,4.47
4.63,4.45,4.69,4.36
4.46,4.68,4.77,4.31
4.71,4.84,5.08,4.70
4.86,4.77,4.93,4.69
4.77,4.83,4.92,4.73
4.87,5.24,5.27,4.82
5.22,5.13,5.22,5.04
5.21,5.37,5.50,5.21
5.29,5.13,5.40,5.12
5.19,4.85,5.30,4.81
4.78,4.93,5.04,4.48
5.02,5.00,5.02,4.78
4.97,4.76,5.01,4.76
4.84,4.61,4.86,4.55
4.58,4.27,4.60,4.24
4.26,4.21,4.34,4.16
4.25,4.45,4.54,4.25
4.43,4.23,4.50,4.23
4.19,4.30,4.30,4.15
4.28,4.10,4.35,4.07
4.08,4.12,4.20,4.03
4.19,4.11,4.24,4.07
4.08,4.04,4.12,3.97
4.01,4.01,4.04,3.89
4.09,4.06,4.15,4.00
4.13,4.08,4.24,3.99
4.05,4.05,4.13,4.00
4.00,4.00,4.04,3.88
4.03,4.07,4.17,4.00
3.99,3.97,4.03,3.94
4.01,3.90,4.08,3.90
4.03,3.97,4.08,3.92
4.01,3.96,4.05,3.90
3.97,4.00,4.06,3.94
4.01,4.07,4.10,3.93
3.98,3.80,4.01,3.80
3.82,3.71,3.85,3.71
3.77,3.77,3.83,3.66
3.79,3.72,3.82,3.65
3.73,3.76,3.78,3.53
3.79,3.65,3.81,3.63
3.63,3.60,3.66,3.56
3.59,3.53,3.69,3.53
3.55,3.45,3.55,3.41
3.44,3.19,3.45,3.17
3.18,3.28,3.30,3.07
3.42,3.40,3.46,3.32
3.40,3.42,3.43,3.34
3.41,3.39,3.46,3.36
3.69,3.91,3.91,3.60
3.85,3.93,3.93,3.78
3.94,3.79,3.94,3.75
3.62,3.82,3.85,3.62
3.88,3.82,3.89,3.75
3.12,2.86,3.13,2.78
2.80,2.80,2.96,2.78
2.75,2.90,2.95,2.71
2.89,2.91,2.95,2.87
2.93,3.03,3.07,2.91
3.10,3.11,3.19,3.06
3.15,3.10,3.18,3.08
3.10,3.12,3.16,2.88
3.08,3.09,3.17,3.05
3.02,3.05,3.08,2.94
3.06,3.10,3.13,3.03
3.10,3.02,3.14,3.02
3.03,2.99,3.08,2.95
2.95,2.97,3.00,2.91
2.92,3.07,3.07,2.88
3.03,3.04,3.08,2.98
3.01,3.01,3.05,2.96
3.04,3.01,3.04,2.91
2.95,3.02,3.07,2.95
3.03,2.90,3.03,2.90
2.90,3.01,3.03,2.85
3.14,3.01,3.14,2.99
2.98,2.91,3.01,2.87
2.89,2.91,2.96,2.87
2.91,2.95,2.97,2.87
3.00,3.02,3.06,2.98
3.05,3.23,3.30,3.04
3.37,3.35,3.41,3.30
3.31,3.22,3.35,3.21
3.29,3.31,3.31,3.24
3.36,3.29,3.37,3.25
3.27,3.31,3.31,3.22
3.32,3.35,3.38,3.27
3.39,3.35,3.39,3.32
3.42,3.42,3.43,3.32
3.44,3.33,3.44,3.31
3.29,3.31,3.34,3.23
3.28,3.13,3.31,3.12
3.09,3.00,3.11,2.96
3.04,3.11,3.11,3.00
3.16,3.12,3.21,3.12
3.10,3.06,3.12,3.04
3.15,3.14,3.19,3.09
3.14,3.15,3.21,3.13
3.20,3.10,3.24,3.05
3.12,3.13,3.15,3.09
3.09,3.11,3.18,3.08
3.08,3.10,3.13,3.08
3.05,3.08,3.11,3.04
3.07,3.09,3.09,3.02
3.09,2.91,3.09,2.90
2.96,2.96,2.99,2.87
2.91,2.80,2.94,2.75
2.79,2.73,2.85,2.73
2.73,2.62,2.73,2.62
2.66,2.59,2.73,2.59
2.76,2.56,2.76,2.56
2.67,2.67,2.71,2.60
2.71,2.73,2.73,2.65
2.72,2.73,2.75,2.68
2.71,2.62,2.71,2.59
2.64,2.58,2.68,2.58
2.60,2.45,2.60,2.45
2.44,2.28,2.45,2.23
2.26,2.45,2.45,2.23
2.40,2.47,2.50,2.40
2.46,2.49,2.57,2.42
2.45,2.53,2.53,2.38
2.55,2.64,2.65,2.55
2.65,2.60,2.65,2.53
2.57,2.54,2.58,2.48
2.58,2.63,2.67,2.55
2.67,2.54,2.67,2.50
2.52,2.54,2.58,2.51
2.52,2.55,2.58,2.48
2.58,2.63,2.70,2.56
2.65,2.64,2.68,2.60
2.66,2.67,2.72,2.63
2.69,2.69,2.70,2.66
2.67,2.74,2.79,2.66
2.74,2.75,2.76,2.71
2.71,2.71,2.78,2.71
2.71,2.51,2.72,2.49
2.57,2.32,2.57,2.31
2.34,2.24,2.36,2.24
2.31,2.34,2.34,2.26
2.30,2.31,2.33,2.26
2.30,2.37,2.41,2.30
2.32,2.28,2.37,2.26
2.32,2.43,2.48,2.30
2.31,2.25,2.34,2.24
2.06,2.02,2.14,1.97
2.24,1.98,2.24,1.96
1.99,1.95,2.02,1.80
1.92,2.00,2.02,1.87
2.05,1.97,2.05,1.88
2.03,1.93,2.03,1.91
1.91,1.90,1.93,1.85
1.89,2.00,2.03,1.89
2.05,2.12,2.15,2.01
2.15,2.07,2.15,2.03
2.05,2.03,2.14,2.02
2.03,2.11,2.11,1.99
2.01,2.08,2.14,1.97
2.11,2.10,2.14,2.02
2.06,2.04,2.20,2.02
2.03,2.04,2.05,2.00
2.00,1.96,2.07,1.96
2.09,2.06,2.09,1.98
2.01,2.03,2.12,1.96
1.93,1.93,2.00,1.81
1.93,1.87,1.95,1.87
1.87,1.88,1.92,1.84
1.84,1.78,1.86,1.75
1.74,1.78,1.83,1.72
1.72,1.65,1.81,1.64
1.59,1.74,1.74,1.52
1.73,1.68,1.77,1.60
1.69,1.70,1.79,1.68
1.75,1.78,1.78,1.70
1.75,1.77,1.77,1.68
1.77,1.81,1.81,1.70
1.80,1.83,1.87,1.76
1.86,1.95,1.95,1.86
1.91,1.96,1.98,1.90
2.00,2.10,2.10,1.97
2.03,2.00,2.10,1.97
1.99,1.94,1.99,1.91
1.93,2.05,2.05,1.93
1.98,1.89,2.03,1.89
1.89,1.88,1.95,1.82
1.84,1.74,1.88,1.74
1.77,1.80,1.84,1.77
1.83,1.78,1.83,1.73
1.78,1.71,1.82,1.71
1.71,1.70,1.76,1.67
1.69,1.72,1.72,1.67
1.67,1.74,1.75,1.65
1.53,1.58,1.68,1.53
