ZROZ,PIMCO 25  Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,NASDAQ
112.24,113.06,113.46,111.98
109.83,110.32,111.35,109.03
108.27,108.89,109.02,107.53
109.17,109.71,110.56,109.11
108.61,109.55,110.75,108.19
109.52,109.25,109.94,108.92
109.63,110.77,111.00,109.63
108.91,108.78,109.40,108.40
108.00,106.55,108.24,106.42
106.04,106.58,106.76,105.61
107.57,107.62,107.82,106.35
108.42,105.89,109.00,105.89
107.25,106.97,108.10,106.60
107.31,106.48,107.48,106.15
107.70,108.55,108.69,107.69
107.12,107.46,107.70,107.11
107.89,108.40,108.46,107.55
107.49,108.12,108.36,107.49
108.63,108.36,108.76,108.26
107.30,107.88,107.88,107.17
106.96,107.81,108.60,106.90
108.03,108.38,108.55,107.93
108.14,108.63,109.38,107.78
107.34,109.48,109.80,107.34
109.70,109.90,110.18,109.28
110.36,112.59,112.73,110.04
111.36,110.86,112.22,110.81
112.39,112.19,112.87,111.85
112.08,112.20,112.53,111.41
112.29,112.68,113.11,111.69
113.58,112.37,114.10,112.28
111.57,111.53,112.02,110.66
