ZROZ,PIMCO 25  Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,NASDAQ
68.38,69.20,69.57,68.38
68.53,68.04,68.68,67.83
68.48,68.45,68.50,68.45
68.95,69.82,69.82,68.95
69.66,69.73,69.73,69.49
71.70,72.36,72.36,71.22
73.14,73.14,73.14,73.14
74.16,77.40,78.77,74.13
76.10,74.92,79.39,74.92
72.53,72.54,73.92,72.28
72.89,72.36,72.89,71.78
71.64,70.98,71.66,70.97
71.44,71.00,71.44,71.00
72.00,74.52,74.52,72.00
74.18,74.40,75.10,74.18
74.40,74.40,74.40,74.40
76.02,75.96,77.21,75.95
79.05,79.42,79.92,78.67
81.02,80.05,81.49,78.73
80.24,78.57,80.24,78.57
81.35,79.67,81.35,79.35
79.31,78.57,79.31,78.50
77.05,76.40,77.06,75.97
75.93,76.45,76.45,75.86
76.45,76.45,76.45,76.45
77.39,75.96,77.39,75.93
75.00,75.42,75.42,75.00
77.03,78.90,78.90,77.03
78.80,78.60,78.80,78.60
78.97,79.09,79.09,78.97
78.58,79.26,79.26,78.09
77.85,76.47,77.85,76.33
77.65,78.20,78.81,77.42
76.57,77.06,77.25,76.47
77.83,77.69,77.83,77.69
77.87,77.80,77.87,77.80
77.89,79.12,79.46,77.89
78.90,78.65,78.90,78.65
76.85,78.00,78.47,76.85
78.83,79.53,79.53,78.79
79.75,80.74,80.88,79.75
80.91,79.62,80.93,79.21
78.85,80.10,80.46,78.85
81.26,81.40,81.40,80.74
81.92,83.10,83.10,81.92
82.94,83.13,86.40,82.21
83.73,83.86,85.84,83.50
83.15,82.33,83.60,81.91
82.42,83.65,83.72,82.42
83.45,81.86,83.45,81.56
80.67,80.68,81.15,80.47
79.99,79.80,79.99,79.74
79.63,80.14,80.14,79.63
79.16,78.31,79.16,77.92
78.77,79.92,80.01,78.77
80.32,81.07,81.40,80.32
80.99,81.34,81.54,80.99
81.34,80.57,81.34,80.57
81.31,80.72,81.35,80.71
81.13,83.33,83.33,81.13
82.66,81.68,82.66,81.48
81.63,80.10,81.82,80.05
79.61,79.69,79.98,78.83
78.89,78.32,79.06,78.32
77.97,78.48,78.86,77.77
77.11,78.09,78.23,76.86
79.88,80.40,80.40,79.65
78.92,78.36,79.02,78.18
78.33,78.39,79.07,78.29
78.33,78.12,78.60,77.78
78.68,78.12,78.75,77.99
78.62,79.21,79.25,78.60
78.57,78.87,78.91,78.57
78.86,78.53,80.12,78.50
78.87,80.58,80.58,78.87
80.30,80.04,81.33,79.68
80.98,81.90,82.10,80.98
85.27,85.96,86.15,84.70
86.29,85.08,86.29,84.75
86.40,86.12,87.44,85.95
86.30,88.44,89.05,86.12
89.04,88.21,89.44,88.03
87.80,88.19,88.44,87.19
89.46,91.00,91.35,89.17
92.60,90.58,93.24,90.01
90.89,92.19,92.25,90.61
91.14,87.63,91.70,87.49
88.32,90.32,90.50,88.16
91.14,91.94,92.09,90.74
89.43,88.56,91.30,87.32
87.50,86.60,87.50,85.99
83.80,84.83,85.11,83.38
87.05,88.07,88.33,86.73
87.28,86.87,87.40,86.16
85.16,83.98,85.27,83.39
83.10,83.00,83.43,82.48
82.40,83.71,84.14,82.40
84.11,85.22,85.22,84.11
83.65,82.78,83.95,82.74
81.60,81.71,81.94,80.60
81.94,81.90,82.33,81.31
82.55,82.64,82.99,81.92
83.40,84.45,85.40,83.26
85.79,85.93,86.50,85.40
87.05,86.46,87.21,85.70
85.23,84.61,85.23,84.61
85.90,87.10,87.13,85.90
87.25,88.20,88.38,87.25
88.08,87.27,88.08,87.07
86.70,86.11,86.70,85.19
85.63,86.09,87.09,85.30
85.61,85.72,85.78,85.31
85.47,84.63,85.54,84.31
84.79,86.19,86.91,84.79
85.53,84.68,85.71,84.68
84.72,84.00,85.61,83.81
83.62,83.55,83.94,83.33
84.07,82.58,84.40,82.25
80.95,81.46,81.57,80.11
82.55,79.45,82.55,79.29
77.90,77.36,78.39,76.72
78.63,78.25,79.15,78.25
78.06,79.03,79.71,77.75
79.76,79.44,80.01,79.44
79.36,78.36,79.51,78.36
77.77,78.68,78.79,77.77
80.41,79.42,80.41,79.41
78.47,77.90,78.81,77.90
77.00,76.56,77.66,76.27
76.74,76.19,77.00,75.96
76.65,77.57,77.64,76.65
77.50,76.99,77.50,76.76
78.02,78.93,79.15,78.02
79.83,75.70,80.79,75.18
75.25,75.47,76.00,75.00
73.75,73.14,73.90,73.07
73.78,73.57,74.29,72.68
73.70,70.86,74.33,70.83
70.64,70.66,71.50,69.34
70.75,70.60,70.87,70.60
70.96,70.85,71.71,70.78
70.48,68.55,70.85,68.55
70.09,71.79,72.00,68.86
71.78,70.87,72.40,70.87
71.59,71.82,71.88,70.75
72.38,72.63,72.71,71.98
73.96,73.33,74.24,72.61
74.34,74.06,74.45,73.69
72.94,72.12,73.44,71.66
73.14,73.73,73.96,73.13
74.38,75.06,75.31,74.20
76.78,75.77,77.00,75.55
74.01,73.49,74.88,73.38
73.65,73.09,74.22,73.06
73.57,71.86,73.57,71.83
72.39,73.28,73.28,72.32
71.26,70.65,71.82,69.68
71.13,70.52,71.43,69.03
71.18,71.31,71.95,69.85
70.85,71.20,71.63,70.76
70.58,71.23,71.60,70.49
70.00,68.70,70.33,68.70
69.80,68.07,69.90,67.57
68.11,68.48,68.66,67.80
69.07,71.30,71.65,68.91
71.88,70.93,72.44,70.63
70.34,71.19,71.28,69.83
70.97,71.03,71.20,70.73
71.15,71.25,71.25,70.50
70.55,72.05,72.05,70.23
71.05,69.80,71.09,69.37
68.54,70.85,71.25,68.54
69.94,70.81,70.85,69.94
71.13,72.30,72.60,71.13
71.00,71.64,72.33,70.77
70.91,70.19,71.23,70.19
69.99,68.10,70.00,68.10
68.31,68.45,68.54,68.03
68.00,69.11,69.25,67.21
69.07,68.96,69.12,68.73
68.50,68.91,69.24,67.90
68.17,68.20,68.65,67.75
67.98,68.62,69.02,67.68
68.83,67.91,68.93,67.91
67.35,67.29,67.52,66.63
67.02,67.83,67.89,67.02
66.98,66.53,66.98,66.00
66.53,67.06,67.24,66.53
68.24,67.57,68.24,67.48
68.12,68.92,69.42,67.53
68.40,66.84,68.40,66.52
66.40,67.35,67.35,66.25
66.24,67.72,68.03,66.24
67.36,66.54,67.36,66.54
66.55,66.12,66.55,66.01
67.03,66.09,67.03,65.79
65.99,65.53,66.29,65.53
65.09,64.34,65.09,64.29
64.49,65.07,65.08,64.34
65.36,64.25,65.53,64.16
64.65,65.39,65.57,63.97
64.62,64.18,64.89,63.84
64.65,65.07,65.13,64.52
65.81,65.42,65.92,65.40
65.38,65.86,65.86,65.21
65.82,65.60,66.31,65.49
65.89,65.42,65.89,65.33
65.15,64.78,65.15,64.38
65.21,66.20,66.44,65.16
66.62,66.76,67.25,66.62
67.75,68.03,68.29,67.57
67.90,68.62,68.62,67.83
69.04,69.24,69.25,68.51
68.59,69.44,69.44,68.59
68.94,67.85,68.94,67.65
67.08,66.55,67.17,66.46
66.42,66.73,66.93,66.26
65.91,66.20,66.87,65.79
66.00,65.55,66.20,65.53
65.82,66.50,66.50,65.71
66.71,68.40,68.40,66.48
68.45,67.47,68.45,67.45
67.16,67.60,67.60,67.07
68.82,69.09,69.13,68.53
69.86,70.62,71.48,69.68
69.92,69.65,70.29,69.30
69.07,70.14,70.18,69.07
69.77,69.71,69.97,69.32
70.12,70.22,70.22,69.84
70.86,70.18,70.98,69.93
69.89,69.55,69.89,69.37
69.89,69.14,69.96,69.03
69.22,69.35,69.52,69.16
69.00,68.15,69.00,67.12
68.43,68.91,68.91,68.43
68.62,68.30,68.63,67.65
68.45,68.55,68.55,68.00
68.81,68.96,69.34,68.81
68.99,68.49,69.37,68.49
68.70,67.13,68.70,67.03
66.55,66.36,66.74,66.22
66.00,66.00,66.19,65.79
65.50,65.77,65.96,65.49
66.50,67.02,68.35,66.50
66.50,67.51,67.51,66.41
67.49,68.08,68.20,67.49
68.86,69.43,69.64,68.86
68.76,69.50,69.73,67.51
69.60,69.91,70.00,69.60
70.10,69.72,70.39,69.72
69.65,68.98,70.13,68.98
69.32,69.16,69.61,68.99
70.54,70.25,70.54,70.25
70.59,69.55,70.59,69.21
69.70,70.00,70.00,69.64
70.03,70.77,70.77,70.03
70.10,70.50,70.66,70.10
70.84,71.47,71.47,70.76
71.75,71.65,72.38,71.65
72.48,73.07,73.07,72.22
71.76,72.58,72.58,71.57
71.83,71.96,72.49,71.83
71.79,71.30,71.80,71.30
71.43,72.05,72.26,71.28
72.35,71.04,72.35,71.00
71.62,72.14,72.40,71.60
72.20,73.10,73.10,72.08
73.40,74.40,74.40,73.40
73.97,73.00,74.41,72.83
71.91,72.62,72.70,71.90
72.35,72.34,72.73,72.19
73.15,73.10,73.74,72.86
73.56,73.50,73.83,72.91
73.45,73.17,73.45,72.68
73.96,74.12,74.12,73.62
73.55,73.99,74.01,73.50
73.90,74.32,74.32,73.83
75.00,76.01,76.01,75.00
74.12,73.21,74.62,72.97
73.66,73.35,73.79,72.78
72.45,72.79,72.79,71.99
72.48,72.66,72.81,71.90
73.39,74.10,74.20,73.35
74.97,74.16,75.28,73.54
75.00,75.14,76.10,74.50
74.89,74.36,75.26,74.31
74.04,72.67,74.04,72.49
72.78,74.73,74.79,72.31
74.99,75.25,75.43,74.76
74.57,74.50,74.72,74.24
75.17,74.40,75.17,74.10
74.01,74.01,74.37,73.59
74.30,74.22,74.59,74.13
74.87,74.95,75.21,74.87
75.17,74.49,75.23,74.49
73.96,71.99,73.96,71.79
71.99,71.27,72.10,71.25
71.60,70.48,71.91,70.48
69.53,69.73,70.43,68.81
70.23,69.87,70.23,69.49
70.09,70.20,70.40,70.09
69.97,70.35,70.35,69.97
70.07,70.33,70.33,69.95
71.44,72.03,72.03,71.28
72.43,73.37,73.37,72.42
74.23,73.84,74.23,73.18
73.42,74.04,74.04,72.83
73.52,72.35,73.66,72.35
71.69,71.96,71.96,71.35
72.28,70.97,72.28,70.82
70.73,73.53,73.53,70.72
73.00,72.13,73.00,72.08
71.11,70.87,71.11,70.79
71.71,72.08,72.09,71.71
71.02,70.88,71.76,70.50
71.24,71.27,71.57,71.03
71.12,71.43,71.43,70.92
72.02,71.84,72.08,71.82
72.92,74.45,75.00,72.92
75.75,75.78,75.99,75.20
76.30,79.79,79.90,76.29
80.00,80.36,83.00,79.99
81.20,85.13,85.13,81.20
82.70,81.77,85.45,80.63
81.95,85.71,86.15,81.95
84.85,87.50,89.86,83.62
87.74,89.12,89.22,86.79
87.31,81.01,87.31,80.50
82.05,83.19,84.25,82.05
82.97,82.91,83.51,82.84
84.22,85.40,85.84,84.22
85.27,88.00,88.36,84.49
91.29,92.00,94.49,90.41
92.59,93.49,93.78,92.33
92.47,92.95,93.48,92.42
91.41,91.40,92.95,90.67
90.90,86.78,90.90,86.76
86.73,87.87,88.34,86.73
89.55,89.69,90.15,88.59
87.10,87.31,87.97,86.74
89.66,89.98,90.44,89.28
89.90,88.01,89.90,88.01
88.49,90.31,90.41,87.00
94.06,96.00,96.00,93.16
99.34,97.41,99.95,97.38
95.82,94.47,95.83,94.32
96.49,96.04,96.49,94.48
98.06,97.58,98.08,95.53
97.63,97.69,98.59,96.54
97.71,95.84,97.71,95.26
95.11,96.25,96.78,94.71
95.76,94.92,96.35,94.45
94.43,95.06,95.70,94.26
98.42,98.34,99.70,97.98
98.61,98.95,99.15,98.23
98.66,105.80,106.00,98.13
110.61,113.04,114.28,110.21
113.55,110.09,113.56,110.00
109.37,106.76,109.64,106.55
103.81,104.16,104.43,102.91
104.68,104.62,104.79,102.91
105.73,106.70,107.42,104.89
109.01,110.14,110.37,107.33
113.25,115.60,115.63,111.49
116.36,113.27,117.94,113.27
112.70,111.96,112.70,110.78
110.28,108.61,111.49,108.60
106.54,107.15,108.00,105.41
105.60,104.99,105.67,103.75
105.69,104.21,105.94,103.71
101.91,101.60,102.31,99.75
102.18,103.03,104.16,102.12
100.42,100.79,101.60,100.01
100.85,103.51,103.67,100.85
103.77,102.31,104.83,101.33
101.24,101.95,102.47,101.00
101.01,101.43,102.79,100.62
100.33,99.01,100.51,99.01
100.26,99.11,100.26,98.81
99.30,103.70,103.70,99.30
102.44,100.67,103.00,100.58
98.19,94.39,98.64,93.75
95.48,96.48,96.88,95.48
99.38,103.08,103.08,99.17
108.32,108.33,109.45,105.20
104.51,106.43,106.60,104.18
104.25,104.00,105.40,103.71
102.80,104.30,104.50,102.46
104.46,105.27,106.85,104.06
104.04,103.14,105.65,102.69
106.94,106.09,107.94,105.17
104.41,104.03,105.88,101.89
102.80,103.00,103.16,102.66
103.84,105.02,105.41,103.65
105.65,105.01,106.00,104.49
106.05,106.60,106.65,105.25
105.94,108.16,109.25,105.94
108.33,108.39,108.61,107.18
110.42,109.74,110.46,109.73
110.22,112.00,112.00,109.70
112.12,114.14,114.50,111.73
112.87,111.42,112.87,111.18
107.30,110.59,111.30,107.30
109.68,109.94,111.63,108.18
105.97,106.62,107.95,105.81
104.54,105.44,105.88,103.89
104.41,108.35,108.35,104.41
106.26,107.75,107.75,105.68
107.17,106.05,107.34,105.30
106.07,106.68,107.22,105.38
106.48,108.57,109.00,106.17
108.50,105.34,108.51,105.34
106.23,106.56,107.60,106.23
105.57,108.36,109.16,105.57
109.70,111.81,111.96,109.38
111.55,111.29,111.59,110.59
112.29,113.52,114.06,111.98
114.15,116.11,116.45,113.69
114.79,111.11,114.79,110.75
110.85,108.62,111.22,108.47
109.84,109.33,110.18,108.82
108.02,107.46,108.25,106.63
106.97,108.63,108.63,106.74
107.71,110.96,111.25,107.71
110.63,111.42,111.52,109.93
111.46,111.50,112.17,110.87
108.59,108.78,109.47,108.13
108.33,107.17,108.67,106.15
106.59,105.88,108.30,105.75
105.92,107.24,107.75,105.84
106.27,106.85,108.65,106.27
105.94,106.55,107.38,105.73
108.01,108.73,109.17,107.61
109.26,108.48,109.26,108.07
110.46,109.99,111.03,109.97
110.30,110.68,111.23,110.21
111.31,108.66,111.31,108.56
107.88,106.50,108.27,105.64
105.48,104.24,105.49,104.22
103.17,103.26,103.71,102.10
103.85,103.30,103.85,102.37
103.01,102.75,105.95,102.37
103.13,103.98,104.30,102.91
104.13,104.83,105.06,103.29
107.59,106.77,108.63,106.77
107.37,108.95,109.35,107.01
108.22,106.79,108.22,106.49
106.46,106.42,107.12,106.28
102.45,102.94,103.00,102.09
102.75,104.58,104.62,102.75
103.15,102.58,103.43,102.00
102.47,103.04,103.44,102.37
102.43,101.65,102.44,100.07
103.39,104.11,104.11,103.18
103.31,103.68,104.00,103.09
104.20,105.09,105.71,104.20
104.55,104.56,105.44,104.35
104.25,103.01,104.72,103.00
102.34,103.31,103.31,101.91
102.57,101.63,102.57,101.00
102.18,103.33,103.33,102.07
102.66,103.55,104.32,102.45
104.31,104.49,104.83,104.13
105.93,106.04,106.73,105.53
106.50,105.11,106.89,105.11
105.69,105.39,105.69,104.07
103.20,103.40,104.16,102.39
103.70,104.60,104.98,103.70
103.98,103.07,104.54,103.07
104.76,104.90,105.79,104.76
104.70,104.25,104.73,103.84
103.15,102.63,103.15,102.12
101.98,102.13,102.27,101.18
103.50,103.17,103.50,102.65
101.55,100.01,101.75,100.00
98.00,95.97,98.27,95.70
95.50,96.21,96.77,95.49
95.21,96.56,96.63,95.00
96.24,94.91,96.24,94.50
96.09,95.60,96.09,94.45
96.09,97.27,97.72,96.06
98.07,97.89,98.12,97.49
99.00,99.65,99.86,98.97
98.65,98.53,98.65,97.58
99.30,99.51,99.68,98.73
98.69,99.29,99.86,98.50
100.22,100.46,100.46,99.80
99.69,97.14,99.78,96.67
98.30,97.14,98.73,97.14
98.56,95.26,98.56,95.26
96.64,96.98,97.13,96.01
98.27,98.33,98.66,97.31
101.40,102.20,102.47,100.93
102.66,104.12,104.59,102.66
102.36,102.00,102.53,101.71
102.02,101.13,102.24,101.04
102.68,103.75,103.92,102.68
103.75,103.84,104.97,103.39
103.65,103.64,103.74,103.01
104.47,104.06,104.47,103.93
104.52,104.17,104.93,104.17
103.49,104.24,104.27,103.15
105.55,105.36,106.00,105.21
104.99,104.11,104.99,104.10
103.11,103.03,104.11,102.66
104.61,103.71,104.61,103.03
103.79,104.09,104.10,103.52
104.54,103.88,104.68,103.88
104.41,102.85,104.51,102.48
104.30,104.12,104.37,103.70
103.26,104.20,104.51,103.26
104.60,105.42,105.44,104.55
105.52,105.47,105.96,105.38
106.65,106.21,107.29,106.21
107.19,106.11,107.28,105.91
104.40,105.55,105.88,104.40
107.35,107.25,107.35,106.50
109.25,109.71,110.00,108.90
109.50,110.63,110.75,109.29
109.61,111.30,111.40,109.44
111.51,114.55,114.66,111.43
113.18,114.97,115.27,112.58
114.47,114.92,115.57,113.82
112.86,112.42,112.86,111.61
113.50,113.80,115.13,113.50
113.30,112.84,113.80,112.60
113.55,113.46,113.76,113.19
112.72,113.01,114.09,112.72
116.40,117.50,117.83,116.40
118.70,119.44,122.11,118.65
122.01,124.12,124.36,121.50
123.00,122.94,123.93,122.06
121.43,120.29,121.47,120.08
120.25,116.43,120.25,116.31
115.28,116.54,117.00,115.11
118.53,116.03,118.86,115.13
115.56,116.90,117.75,115.56
115.76,115.32,116.61,114.96
116.10,117.20,117.88,115.00
117.51,117.18,117.88,116.60
118.44,118.11,118.62,117.78
119.19,119.12,119.43,118.39
118.25,116.77,118.31,116.64
115.60,118.15,118.33,114.09
117.89,119.08,119.72,117.89
118.07,116.50,118.44,116.50
118.53,119.27,119.49,118.44
118.30,118.36,119.28,117.81
118.93,118.73,118.96,118.19
119.67,119.04,119.82,119.01
115.50,115.98,116.42,115.22
116.58,117.65,118.78,116.42
117.25,116.55,117.25,116.28
116.34,117.06,117.64,116.34
118.33,118.91,119.10,118.17
119.13,120.59,120.66,119.06
120.22,121.15,121.45,119.77
121.31,121.14,122.35,120.74
122.20,122.54,122.73,121.87
122.40,122.32,122.40,121.54
123.70,123.33,124.45,123.07
122.50,121.50,122.91,121.50
122.23,121.64,122.23,121.64
120.85,120.99,121.85,120.70
122.94,123.47,123.90,122.94
125.59,124.81,125.80,124.41
124.17,126.31,126.75,124.17
126.01,126.85,127.09,125.98
126.16,125.00,126.44,125.00
123.48,121.17,123.73,116.33
121.24,122.84,122.84,121.24
123.90,123.25,123.90,121.68
122.11,121.36,122.89,121.00
124.03,123.53,125.02,122.56
121.05,120.18,121.05,119.00
120.68,120.10,121.26,120.02
118.02,117.72,118.15,117.16
118.41,116.90,118.41,116.19
116.11,116.50,116.66,114.19
117.96,117.38,118.25,117.28
117.91,117.13,118.49,117.03
114.76,114.45,115.22,114.24
113.07,111.89,113.44,111.66
111.99,109.12,112.25,109.12
110.52,110.72,111.50,110.50
110.72,111.32,111.87,110.72
110.88,112.12,112.30,109.68
114.28,115.39,115.39,113.89
115.89,116.08,116.32,115.66
116.97,115.99,116.97,115.60
116.75,116.92,117.29,116.55
117.23,117.24,118.00,117.18
116.91,116.69,116.91,116.10
118.04,117.19,118.12,117.19
117.23,119.78,119.98,116.98
119.17,119.78,120.20,119.17
119.02,119.06,119.69,118.90
116.96,115.85,117.19,115.77
117.96,114.63,117.96,114.62
114.16,115.11,115.11,113.94
114.75,113.91,114.75,113.91
112.03,111.67,112.16,111.00
112.57,110.67,112.89,109.24
108.00,106.08,108.00,105.65
106.89,108.03,108.16,106.66
109.47,108.83,109.63,108.50
110.40,110.11,110.47,109.54
111.68,110.70,111.90,110.50
109.66,110.92,110.95,109.45
111.95,112.25,112.51,111.95
112.99,114.28,114.28,112.05
115.63,116.10,116.22,115.28
115.46,114.54,115.56,114.29
114.59,113.94,115.21,113.03
113.31,114.46,114.48,113.07
113.67,114.12,114.55,113.67
113.69,114.00,114.00,113.30
113.36,111.67,113.36,111.63
109.74,109.40,110.08,109.06
110.37,110.69,111.00,110.28
109.86,110.50,110.63,109.85
109.97,111.91,111.91,109.76
110.64,112.94,112.94,110.64
114.11,113.69,114.74,113.67
113.00,113.13,113.14,113.00
111.21,110.55,111.40,110.55
109.45,109.13,109.49,108.80
109.81,107.93,110.00,107.79
108.65,110.45,110.45,108.60
110.20,109.67,110.74,109.62
111.22,112.16,112.36,111.14
111.03,110.59,111.68,110.59
109.22,109.60,110.53,108.94
110.16,111.20,111.31,110.16
112.26,112.94,113.12,112.26
112.43,111.54,112.45,111.33
110.12,111.32,111.32,110.12
112.27,112.38,112.78,112.27
111.88,111.21,111.97,111.21
114.00,113.74,114.38,113.61
113.43,116.75,116.75,113.43
116.75,116.97,117.07,115.95
116.94,117.11,117.95,116.90
117.95,118.08,118.39,117.27
116.47,117.94,118.20,116.47
117.11,117.94,118.44,117.11
117.72,117.70,118.83,117.43
116.27,116.37,116.78,115.95
115.93,114.77,115.93,114.75
114.49,114.50,114.58,114.18
114.28,114.34,114.68,114.28
115.93,115.55,116.37,115.55
115.50,116.00,116.00,115.49
117.15,115.66,117.16,115.66
115.01,115.30,115.70,114.80
115.90,114.74,115.94,114.60
113.62,115.33,115.45,113.25
115.48,116.01,116.12,115.35
116.04,115.84,116.74,115.84
116.79,116.62,117.19,116.62
114.80,114.86,115.34,114.42
115.55,115.27,115.55,114.95
114.67,114.67,114.67,113.95
113.80,112.30,114.00,112.00
111.57,112.10,112.84,111.40
113.22,113.52,113.63,113.00
113.70,111.25,113.70,111.17
110.52,108.77,110.72,108.10
109.56,109.42,110.50,109.20
109.85,109.44,110.31,109.30
111.46,111.58,111.75,111.02
111.15,111.50,111.50,111.05
111.39,111.31,112.01,111.31
110.70,111.46,112.23,110.70
112.09,112.20,112.45,111.74
111.86,109.12,111.86,108.88
107.11,106.70,107.32,105.25
106.70,104.19,106.70,104.19
103.92,104.83,104.84,103.51
105.00,105.07,105.51,104.49
105.95,106.46,106.56,105.71
106.13,106.54,106.54,105.99
105.54,105.61,106.38,105.28
105.29,107.38,107.39,105.29
107.39,106.79,107.92,106.79
108.36,107.83,108.46,107.83
107.83,107.50,107.96,107.50
106.68,106.37,106.68,105.60
106.55,107.25,107.50,106.55
107.25,107.87,107.87,107.18
107.74,107.73,108.08,107.29
107.20,106.53,107.20,106.36
105.27,104.53,105.33,104.22
103.36,104.08,104.25,103.07
104.33,102.99,104.33,102.85
102.45,102.90,103.04,101.94
102.98,103.60,103.60,102.60
104.19,101.53,104.19,101.40
102.71,103.41,103.60,102.40
102.38,101.79,102.39,101.63
102.35,102.97,103.01,102.04
102.68,102.85,104.03,102.68
102.32,103.25,103.25,102.25
103.50,103.50,103.84,103.18
102.96,102.74,103.37,102.43
101.63,101.80,102.10,101.50
102.15,102.89,103.18,102.02
102.84,102.62,102.84,102.01
103.16,101.79,103.16,101.61
101.01,101.70,102.24,101.00
103.00,102.95,103.55,102.89
102.98,103.02,103.51,102.91
102.26,106.41,106.42,101.95
105.66,105.50,106.86,105.43
106.71,104.98,106.71,104.42
105.20,104.90,105.40,104.41
106.13,106.08,106.44,105.64
106.11,105.27,106.11,105.24
104.98,104.80,104.98,104.44
103.65,103.31,103.93,103.26
102.48,102.06,102.52,101.87
100.67,100.42,101.12,100.02
100.76,100.48,100.95,100.21
101.11,101.70,101.79,101.03
100.85,101.28,101.50,100.85
100.89,100.91,101.45,100.61
101.13,101.69,101.69,101.13
103.12,102.81,103.14,102.25
103.00,103.88,104.64,102.93
102.60,102.16,103.30,102.16
102.67,103.42,103.44,102.48
103.57,103.91,104.03,103.04
102.96,103.62,104.26,102.96
103.18,103.76,104.01,103.06
105.00,105.09,105.42,104.95
103.56,103.06,103.96,102.99
103.35,104.64,104.64,103.35
104.23,103.96,104.30,103.88
104.33,105.56,105.81,104.33
106.27,107.58,107.68,106.24
110.80,111.35,112.23,110.80
111.07,110.05,111.53,109.99
110.12,109.42,110.32,109.28
107.89,107.16,108.07,107.11
107.55,107.32,107.55,107.02
109.07,110.00,110.00,108.95
110.07,111.60,111.65,109.89
110.18,110.24,110.74,110.16
110.70,111.29,112.16,110.70
111.31,111.76,111.85,111.19
111.60,111.41,111.60,111.06
111.24,111.48,111.81,111.18
111.85,110.87,112.11,110.67
110.65,111.04,111.11,110.54
110.20,110.28,110.47,110.10
111.80,111.81,112.11,111.42
112.38,111.17,112.40,111.17
111.97,111.41,111.97,110.86
112.45,113.31,113.65,112.45
112.70,112.96,113.23,112.30
109.60,108.65,110.52,108.29
109.08,108.19,109.08,107.53
107.70,107.54,107.85,107.27
107.75,107.80,108.46,107.51
108.18,107.05,108.68,107.01
106.94,105.49,106.94,104.32
104.21,104.00,104.62,103.76
104.89,101.88,104.89,101.87
103.35,103.26,103.57,102.39
104.25,104.79,105.22,104.23
103.61,102.93,103.85,102.63
103.62,102.64,103.76,102.58
102.73,104.05,104.10,102.00
104.25,101.93,105.04,101.50
103.08,102.42,103.41,101.34
103.01,103.00,103.50,103.00
101.80,99.15,101.86,98.97
99.97,100.66,100.82,99.92
100.48,100.27,100.92,99.69
100.01,99.91,100.09,97.82
99.54,100.77,101.70,99.42
99.67,99.01,100.17,99.01
100.04,100.96,100.96,99.84
100.93,101.09,103.18,100.08
99.81,98.50,100.45,98.23
97.54,97.61,98.17,97.01
97.47,99.54,99.54,97.08
98.43,97.30,99.29,97.25
98.80,99.22,99.52,98.34
99.80,99.12,100.08,99.12
