REED,Reeds,NASDAQ
1.77,1.65,1.77,1.63
1.72,1.70,1.87,1.62
1.68,1.71,1.77,1.65
1.72,1.70,1.72,1.62
1.70,1.66,1.71,1.63
1.64,1.69,1.70,1.63
1.64,1.70,1.70,1.62
1.67,1.68,1.72,1.67
1.69,1.70,1.71,1.65
1.71,1.69,1.71,1.65
1.75,2.32,3.08,1.75
2.22,2.06,2.30,2.03
2.12,2.42,2.68,2.11
2.45,2.25,2.49,2.22
2.42,2.24,2.45,2.22
2.20,2.22,2.30,2.10
2.45,2.57,2.78,2.32
2.51,2.29,2.60,2.26
2.34,2.22,2.43,2.22
2.22,2.25,2.39,2.13
2.35,2.39,2.50,2.34
2.35,2.39,2.40,2.30
2.37,2.17,2.40,1.99
2.30,2.12,2.30,2.09
2.25,2.18,2.30,2.18
2.28,2.30,2.44,2.24
2.30,2.37,2.41,2.30
2.41,2.38,2.42,2.30
2.30,2.29,2.39,2.25
2.35,2.16,2.35,2.10
2.38,2.24,2.38,2.15
2.20,2.13,2.26,2.11
2.14,2.07,2.14,2.01
2.01,2.12,2.13,2.01
2.09,2.07,2.16,2.05
2.01,2.06,2.07,2.01
2.07,2.11,2.17,2.05
2.12,2.14,2.17,2.04
2.17,2.11,2.17,2.10
2.15,2.06,2.15,2.04
2.20,2.17,2.20,2.08
2.23,2.09,2.23,2.02
2.05,2.06,2.22,2.04
2.06,1.90,2.10,1.88
1.95,1.86,1.96,1.85
2.00,2.00,2.04,1.87
2.04,2.03,2.04,1.95
2.00,1.99,2.10,1.99
2.12,2.12,2.12,2.05
2.10,2.17,2.17,2.03
2.11,2.12,2.12,2.00
2.08,2.04,2.10,2.04
2.00,1.95,2.04,1.95
2.01,2.05,2.11,1.97
2.05,2.11,2.11,2.01
2.07,2.05,2.12,2.01
2.01,1.99,2.04,1.99
2.11,2.11,2.11,1.99
2.05,2.03,2.05,2.02
1.99,2.03,2.03,1.95
2.04,2.06,2.11,2.03
2.05,2.00,2.05,1.92
2.03,2.02,2.03,1.97
1.97,1.92,2.00,1.92
1.94,1.94,2.00,1.94
1.95,1.95,2.07,1.95
1.95,1.89,2.04,1.82
1.82,1.95,1.95,1.80
1.94,1.99,1.99,1.90
1.95,1.95,1.98,1.95
1.95,1.92,1.95,1.81
1.92,1.94,1.94,1.90
1.92,1.95,1.98,1.90
1.91,1.90,1.94,1.90
1.90,1.86,1.97,1.83
1.86,1.84,1.90,1.80
1.86,1.85,1.89,1.85
1.90,1.90,1.99,1.87
1.95,1.94,1.95,1.87
1.88,1.90,1.90,1.84
1.94,1.90,1.94,1.82
1.85,1.85,1.90,1.85
1.90,1.87,1.95,1.86
1.97,2.13,2.13,1.92
2.14,2.15,2.25,2.05
2.10,2.04,2.15,1.95
2.00,2.00,2.09,2.00
2.00,2.06,2.06,2.00
2.09,2.09,2.09,2.01
2.09,2.04,2.09,1.92
2.02,1.90,2.02,1.90
2.01,1.95,2.02,1.87
1.90,1.91,1.95,1.82
1.89,1.86,1.95,1.85
1.84,1.90,1.90,1.84
1.87,1.87,1.97,1.87
1.89,1.90,1.95,1.85
1.89,1.85,1.89,1.80
1.82,1.82,1.82,1.79
1.79,1.82,1.88,1.65
1.80,1.76,1.82,1.76
1.75,1.78,1.80,1.70
1.78,1.73,1.78,1.68
1.80,1.75,1.82,1.73
1.76,1.73,1.78,1.68
1.70,1.67,1.77,1.66
1.66,1.80,1.85,1.66
1.80,1.85,1.91,1.80
1.96,1.90,2.09,1.84
1.90,1.81,1.96,1.73
1.85,1.71,1.85,1.66
1.76,1.76,1.80,1.67
1.79,1.81,1.81,1.71
1.81,1.82,1.82,1.76
1.85,1.85,1.85,1.75
1.80,1.90,1.90,1.75
1.87,1.81,1.87,1.78
1.79,1.79,1.84,1.76
1.83,1.75,1.83,1.74
1.76,1.79,1.83,1.74
1.83,1.92,1.92,1.83
1.92,1.95,1.99,1.92
2.00,1.97,2.00,1.90
1.97,1.97,1.97,1.88
1.97,1.95,2.00,1.87
1.96,2.00,2.03,1.88
2.04,1.96,2.04,1.93
1.97,2.00,2.01,1.95
1.97,1.91,2.02,1.90
1.91,1.98,2.03,1.91
1.98,1.99,2.04,1.90
2.00,2.02,2.02,1.94
1.98,1.98,2.05,1.93
2.03,2.05,2.05,1.93
2.05,2.10,2.20,1.95
2.20,2.20,2.20,2.10
2.19,2.09,2.19,2.01
2.05,2.03,2.10,2.03
2.03,2.27,2.30,2.01
2.26,2.25,2.46,2.11
2.14,2.25,2.25,2.12
2.34,2.17,2.35,2.12
2.16,2.19,2.21,2.13
2.15,2.15,2.21,2.10
2.14,2.23,2.25,2.11
2.21,2.19,2.29,2.15
2.30,2.19,2.30,2.12
2.16,2.12,2.20,2.12
2.26,2.15,2.26,2.12
2.16,2.19,2.28,2.15
2.18,2.28,2.28,2.16
2.23,2.30,2.30,2.22
2.30,2.15,2.33,2.00
2.20,2.10,2.30,2.03
2.15,2.10,2.21,2.10
2.20,2.11,2.20,2.10
2.06,2.08,2.12,2.06
2.07,2.14,2.14,2.05
2.16,2.16,2.16,2.03
2.14,2.05,2.14,2.05
2.13,2.06,2.13,2.05
2.04,2.09,2.11,2.04
2.12,2.05,2.12,2.04
2.03,2.05,2.10,2.01
2.05,2.05,2.05,2.05
2.06,2.05,2.06,2.02
2.05,2.01,2.05,1.98
2.00,2.00,2.01,1.94
2.00,1.98,2.00,1.95
2.01,1.98,2.04,1.95
2.00,1.96,2.00,1.94
2.05,2.03,2.15,2.00
2.00,2.07,2.08,2.00
2.07,1.99,2.07,1.99
2.04,2.08,2.10,2.03
2.08,2.03,2.13,1.99
2.05,2.02,2.18,2.02
2.02,2.01,2.07,2.00
2.01,2.13,2.15,2.01
2.15,2.09,2.15,2.02
2.04,2.02,2.13,2.02
2.02,2.07,2.08,2.00
2.09,1.99,2.14,1.99
1.99,2.00,2.05,1.99
2.00,2.01,2.04,2.00
2.00,2.00,2.06,2.00
2.00,2.02,2.05,1.98
2.04,2.06,2.08,2.02
2.01,2.01,2.08,2.00
2.01,2.04,2.05,1.95
2.07,2.04,2.07,2.00
2.03,2.06,2.10,2.03
2.06,2.06,2.06,2.02
2.05,2.02,2.10,2.02
2.05,2.02,2.10,2.02
2.03,2.05,2.10,2.02
2.09,2.07,2.12,2.05
2.10,2.11,2.12,2.06
2.15,2.18,2.18,2.06
2.40,2.28,2.40,2.23
2.35,2.30,2.39,2.26
2.39,2.32,2.40,2.25
2.32,2.36,2.38,2.28
2.43,2.54,2.64,2.36
2.70,2.81,2.85,2.55
2.97,2.98,2.99,2.87
3.00,2.77,3.00,2.66
2.68,2.47,2.75,2.31
2.72,2.53,2.72,2.51
2.64,2.62,2.68,2.54
2.65,2.60,2.68,2.60
2.68,2.55,2.68,2.51
2.54,2.62,2.77,2.50
2.59,2.66,2.69,2.59
2.69,2.68,2.69,2.58
2.65,2.59,2.66,2.54
2.63,2.65,2.66,2.56
2.65,2.65,2.65,2.52
2.67,2.68,2.69,2.54
2.68,2.65,2.68,2.54
2.65,2.52,2.65,2.46
2.46,2.45,2.56,2.40
2.53,2.45,2.53,2.42
2.40,2.39,2.45,2.35
2.38,2.44,2.45,2.37
2.42,2.38,2.45,2.35
2.39,2.41,2.51,2.39
2.40,2.44,2.56,2.40
2.48,2.47,2.48,2.42
2.40,2.43,2.50,2.40
2.49,2.50,2.50,2.35
2.48,2.38,2.48,2.38
2.36,2.28,2.49,2.25
2.30,2.27,2.32,2.25
2.29,2.31,2.31,2.23
2.30,2.30,2.32,2.26
2.25,2.33,2.33,2.22
2.25,2.26,2.29,2.19
2.30,2.27,2.30,2.22
2.33,2.25,2.33,2.25
2.30,2.25,2.30,2.25
2.30,2.25,2.30,2.25
2.29,2.25,2.29,2.23
2.21,2.34,2.47,2.21
2.42,2.29,2.42,2.28
2.32,2.27,2.32,2.27
2.33,2.26,2.33,2.25
2.27,2.24,2.27,2.20
2.20,2.17,2.20,2.15
2.22,2.09,2.22,2.09
2.14,2.11,2.17,2.11
2.15,2.11,2.15,2.09
2.14,2.21,2.29,2.13
2.20,2.15,2.20,2.15
2.14,2.13,2.20,2.13
2.13,2.11,2.18,2.11
2.11,2.18,2.20,2.11
2.17,2.20,2.25,2.15
2.16,2.16,2.28,2.10
2.15,2.09,2.25,2.07
2.10,2.01,2.15,1.93
2.01,1.96,2.06,1.91
2.01,1.89,2.06,1.89
1.89,1.80,1.89,1.74
1.80,1.90,1.97,1.80
1.88,1.92,1.97,1.88
1.98,1.90,2.02,1.88
1.96,1.91,1.99,1.91
1.90,1.96,2.00,1.90
1.96,2.03,2.09,1.96
2.06,2.13,2.16,2.06
2.16,2.02,2.20,2.00
2.02,2.00,2.05,2.00
1.99,1.95,2.18,1.95
1.97,1.98,1.98,1.95
2.00,1.90,2.00,1.79
1.87,1.92,1.94,1.86
1.94,2.03,2.03,1.90
2.03,1.96,2.05,1.92
1.97,1.92,1.97,1.92
1.92,2.06,2.11,1.88
2.11,1.99,2.17,1.92
1.99,2.00,2.04,1.89
1.92,2.00,2.00,1.92
2.00,2.08,2.17,1.92
2.06,2.14,2.15,2.00
2.04,2.00,2.04,1.99
2.03,2.05,2.05,2.01
2.01,1.96,2.08,1.96
2.00,2.05,2.10,1.97
2.08,2.14,2.15,2.03
2.15,2.11,2.19,2.08
2.11,2.01,2.11,2.01
2.04,2.02,2.05,2.02
2.01,2.08,2.08,2.01
2.06,2.02,2.08,2.01
2.07,2.01,2.11,2.01
2.04,2.05,2.12,2.01
2.11,2.09,2.13,2.01
2.03,2.07,2.07,2.00
2.05,2.05,2.07,2.00
2.09,2.05,2.15,2.00
2.02,2.04,2.04,1.93
1.96,2.06,2.06,1.94
2.02,1.96,2.09,1.96
1.95,1.96,2.06,1.90
2.01,2.02,2.05,1.98
2.07,2.05,2.10,2.03
2.03,2.05,2.05,1.98
2.01,1.98,2.01,1.98
1.98,1.98,1.98,1.98
2.00,2.04,2.05,2.00
2.05,2.05,2.05,2.00
2.04,2.05,2.05,2.00
2.05,2.04,2.05,1.98
2.01,2.02,2.04,1.99
2.03,2.00,2.04,1.98
2.02,1.95,2.02,1.95
1.97,2.10,2.10,1.97
2.08,2.01,2.08,1.92
1.98,1.94,2.09,1.91
1.99,1.99,2.04,1.99
2.02,1.98,2.02,1.98
2.00,1.98,2.00,1.96
2.00,2.00,2.00,1.99
2.00,2.01,2.01,1.96
1.97,1.96,2.00,1.94
1.99,1.99,1.99,1.95
1.92,1.97,2.01,1.92
1.98,1.98,1.98,1.92
1.96,1.97,2.02,1.94
1.93,1.93,1.93,1.91
1.91,1.85,1.93,1.80
1.85,1.84,1.88,1.80
1.91,1.91,1.91,1.80
2.00,1.92,2.04,1.92
1.96,1.96,1.97,1.94
1.92,1.85,1.92,1.85
1.86,1.92,1.94,1.85
1.81,1.84,1.90,1.80
1.90,1.87,1.90,1.81
1.90,1.90,1.92,1.63
1.89,1.86,1.90,1.72
1.82,1.89,1.90,1.82
1.90,1.85,1.90,1.82
1.82,1.82,1.89,1.76
1.90,1.88,1.90,1.81
1.88,1.84,1.88,1.79
1.80,1.86,1.86,1.76
1.85,1.80,1.85,1.80
1.83,1.85,1.85,1.75
1.81,1.80,1.83,1.75
1.76,1.87,1.90,1.76
1.85,1.85,1.94,1.85
1.88,1.91,1.94,1.88
1.90,1.90,1.90,1.86
1.90,1.85,1.90,1.85
1.86,1.78,1.90,1.78
1.84,1.76,1.84,1.76
1.79,1.80,1.80,1.75
1.79,1.77,1.81,1.75
1.72,1.83,1.85,1.70
1.74,1.81,1.81,1.74
1.72,1.70,1.74,1.69
1.70,1.73,1.80,1.70
1.78,1.80,1.82,1.78
1.80,1.75,1.80,1.71
1.75,1.70,1.82,1.70
1.70,1.75,1.78,1.70
1.76,1.80,1.84,1.76
1.80,1.75,1.80,1.70
1.70,1.70,1.75,1.70
1.70,1.75,1.75,1.70
1.75,1.72,1.75,1.70
1.70,1.75,1.78,1.70
1.73,1.72,1.73,1.70
1.72,1.68,1.72,1.62
1.67,1.61,1.70,1.61
1.66,1.64,1.66,1.60
1.62,1.60,1.64,1.59
1.60,1.61,1.61,1.60
1.60,1.63,1.68,1.55
1.63,1.60,1.63,1.60
1.59,1.60,1.60,1.55
1.55,1.60,1.60,1.55
1.60,1.60,1.76,1.55
1.60,1.63,1.64,1.55
1.60,1.60,1.66,1.55
1.60,1.62,1.62,1.55
1.57,1.60,1.64,1.55
1.60,1.55,1.60,1.55
1.55,1.56,1.56,1.55
1.59,1.60,1.73,1.56
1.65,1.60,1.65,1.58
1.64,1.55,1.64,1.55
1.55,1.60,1.60,1.55
1.61,1.56,1.74,1.56
1.59,1.63,1.65,1.59
1.64,1.62,1.64,1.56
1.61,1.59,1.61,1.59
1.59,1.59,1.62,1.59
1.60,1.65,1.70,1.58
1.55,1.58,1.62,1.53
1.54,1.45,1.60,1.38
1.47,1.54,1.54,1.45
1.56,1.55,1.58,1.45
1.48,1.51,1.52,1.47
1.54,1.45,1.54,1.40
1.45,1.45,1.45,1.38
1.41,1.39,1.45,1.32
1.40,1.36,1.42,1.35
1.39,1.39,1.42,1.36
1.37,1.39,1.39,1.37
1.39,1.42,1.42,1.38
1.42,1.41,1.42,1.35
1.37,1.40,1.40,1.36
1.41,1.40,1.41,1.37
1.40,1.35,1.40,1.35
1.34,1.28,1.34,1.22
1.27,1.27,1.30,1.25
1.24,1.22,1.30,1.15
1.25,1.21,1.25,1.17
1.19,1.22,1.34,1.17
1.22,1.22,1.33,1.20
1.25,1.26,1.26,1.24
1.27,1.30,1.31,1.22
1.33,1.25,1.34,1.25
1.27,1.25,1.32,1.25
1.30,1.22,1.32,1.20
1.24,1.25,1.34,1.21
1.20,1.30,1.30,1.20
1.23,1.25,1.25,1.23
1.25,1.35,1.35,1.25
1.33,1.25,1.35,1.22
1.21,1.20,1.23,1.20
1.22,1.12,1.24,1.11
1.15,1.14,1.20,1.12
1.14,1.15,1.16,1.14
1.16,1.15,1.18,1.13
1.16,1.15,1.18,1.14
1.15,1.11,1.17,1.10
1.17,1.11,1.18,1.10
1.11,1.10,1.14,1.10
1.18,1.14,1.23,1.14
1.17,1.15,1.22,1.14
1.14,1.13,1.15,1.11
1.17,1.18,1.18,1.15
1.18,1.28,1.43,1.18
1.32,1.46,1.46,1.32
1.55,1.54,1.55,1.38
1.54,1.42,1.55,1.40
1.50,1.63,1.90,1.50
1.66,1.65,1.70,1.61
1.70,1.70,1.72,1.69
1.75,1.73,1.75,1.67
1.72,1.65,1.72,1.65
1.70,1.62,1.70,1.62
1.61,1.61,1.61,1.61
1.60,1.58,1.63,1.53
1.58,1.60,1.60,1.55
1.58,1.53,1.60,1.53
1.55,1.56,1.57,1.55
1.55,1.61,1.62,1.55
1.64,1.61,1.64,1.60
1.57,1.55,1.61,1.55
1.52,1.53,1.55,1.50
1.52,1.54,1.54,1.50
1.53,1.47,1.54,1.45
1.41,1.46,1.47,1.41
1.47,1.47,1.57,1.42
1.50,1.52,1.54,1.47
1.52,1.50,1.52,1.44
1.47,1.53,1.58,1.45
1.54,1.54,1.54,1.51
1.57,1.57,1.58,1.56
1.51,1.52,1.56,1.51
1.51,1.51,1.57,1.50
1.53,1.50,1.57,1.50
1.52,1.55,1.55,1.51
1.56,1.60,1.60,1.53
1.60,1.60,1.65,1.60
1.59,1.53,1.59,1.52
1.53,1.53,1.56,1.53
1.53,1.51,1.56,1.50
1.52,1.50,1.52,1.50
1.48,1.50,1.54,1.48
1.51,1.50,1.51,1.44
1.50,1.48,1.50,1.45
1.49,1.52,1.54,1.49
1.53,1.55,1.55,1.53
1.55,1.55,1.57,1.55
1.53,1.53,1.57,1.53
1.53,1.57,1.57,1.50
1.55,1.48,1.55,1.45
1.53,1.56,1.60,1.53
1.58,1.59,1.70,1.52
1.65,1.64,1.65,1.60
1.66,1.68,1.68,1.61
1.68,1.60,1.68,1.57
1.60,1.70,1.70,1.51
1.70,1.72,1.72,1.62
1.66,1.74,1.75,1.65
1.73,1.66,1.73,1.65
1.70,1.78,1.79,1.70
1.79,1.88,1.88,1.74
1.81,1.85,1.88,1.81
1.83,1.88,1.93,1.81
1.88,1.85,1.88,1.85
1.83,1.90,1.93,1.83
1.93,1.91,1.93,1.88
1.93,1.95,1.95,1.91
1.91,1.90,1.96,1.90
1.90,1.99,2.00,1.90
1.95,2.05,2.09,1.90
2.05,2.07,2.10,1.98
2.11,2.19,2.20,2.09
2.20,2.21,2.25,2.15
2.17,2.17,2.21,2.09
2.09,2.09,2.16,2.09
2.09,2.09,2.19,2.09
2.09,2.07,2.09,2.02
2.05,1.92,2.05,1.81
1.94,1.96,2.17,1.91
2.01,2.10,2.10,1.96
2.10,2.11,2.12,1.97
2.06,2.19,2.20,2.05
2.18,2.19,2.20,2.07
2.27,2.35,2.50,2.20
2.38,2.48,2.48,2.21
2.48,2.48,2.54,2.32
2.53,2.43,2.53,2.40
2.48,2.40,2.50,2.39
2.40,2.54,2.54,2.39
2.55,2.43,2.55,2.40
2.45,2.33,2.45,2.33
2.31,2.34,2.38,2.30
2.38,2.52,2.55,2.38
2.55,2.45,2.55,2.41
2.42,2.48,2.55,2.40
2.48,2.50,2.55,2.48
2.50,2.52,2.55,2.46
2.48,2.63,2.66,2.48
2.66,2.85,2.89,2.60
2.88,2.76,2.88,2.75
2.80,2.89,2.90,2.75
2.90,3.16,3.40,2.85
3.35,3.47,3.69,3.18
3.64,4.09,4.20,3.46
4.23,4.18,4.48,4.06
4.15,3.51,4.16,3.44
3.45,3.31,3.53,3.08
3.30,3.37,3.51,3.30
3.55,3.61,3.87,3.53
3.94,3.77,3.94,3.63
3.75,3.64,3.75,3.52
3.63,3.55,3.63,3.41
3.57,3.07,3.60,2.97
2.95,3.05,3.30,2.90
3.05,3.14,3.18,3.00
3.14,3.12,3.23,3.09
3.07,3.20,3.25,3.00
3.17,3.15,3.20,3.02
3.19,3.10,3.19,3.02
3.07,3.15,3.20,3.06
3.18,3.15,3.20,3.13
3.15,3.25,3.30,3.15
3.30,3.48,3.50,3.28
3.60,3.83,3.84,3.46
3.82,3.82,3.89,3.70
3.77,3.70,3.84,3.62
3.73,3.85,3.98,3.66
3.93,3.89,4.08,3.85
3.94,4.09,4.23,3.83
4.04,4.01,4.11,3.90
4.01,4.18,4.25,4.01
4.25,4.24,4.25,4.04
4.25,4.09,4.25,4.05
4.09,3.80,4.09,3.72
3.76,3.94,3.98,3.64
3.88,3.98,4.14,3.88
4.00,3.84,4.00,3.76
3.90,3.95,3.99,3.82
3.95,3.89,4.00,3.85
3.90,3.76,3.97,3.74
3.71,3.75,3.89,3.71
3.75,3.90,3.94,3.75
3.90,3.86,3.94,3.84
4.00,4.20,4.20,3.79
4.15,4.20,4.38,4.06
4.26,4.27,4.38,4.23
4.40,5.00,5.00,4.38
5.40,5.20,5.43,5.10
5.20,5.05,5.20,4.13
5.01,4.85,5.25,4.80
4.88,4.78,4.93,4.62
4.80,5.15,5.34,4.42
5.15,5.34,5.37,5.10
5.37,5.18,5.37,5.16
5.30,5.26,5.32,5.07
5.30,5.78,5.83,5.26
5.89,6.24,6.35,5.79
6.40,6.75,7.20,6.36
6.93,6.45,7.14,6.03
6.68,6.28,6.70,6.08
6.20,6.33,6.37,6.04
6.49,6.48,6.61,6.30
6.50,6.34,6.59,6.22
6.27,5.92,6.36,5.70
5.90,5.82,5.90,5.56
5.91,5.98,6.07,5.64
6.00,6.47,6.58,5.99
6.57,6.86,7.00,6.50
6.86,6.99,7.19,6.85
7.05,6.78,7.10,6.71
6.60,6.50,6.75,6.35
6.51,6.75,6.97,6.51
6.75,6.49,6.75,6.43
6.55,6.50,6.70,6.36
6.46,6.13,6.52,6.09
6.20,5.98,6.37,5.85
6.08,5.81,6.11,5.71
5.79,6.56,6.59,5.75
6.75,6.29,6.75,6.18
6.29,6.34,6.50,6.20
6.19,6.14,6.35,5.90
6.19,6.04,6.25,6.00
6.07,6.06,6.14,5.90
6.12,6.12,6.15,5.92
6.28,6.17,6.28,6.04
6.16,6.10,6.20,5.94
6.09,6.51,6.66,6.09
6.75,6.23,7.09,6.04
6.16,6.36,6.40,6.12
6.40,6.38,6.54,6.30
6.41,6.79,7.03,6.35
6.80,7.28,7.42,6.45
7.28,7.70,7.85,7.15
7.86,7.47,8.08,7.10
7.42,7.33,7.53,6.79
7.35,7.89,7.91,7.07
7.98,8.33,8.40,7.86
8.39,8.15,8.82,8.14
8.09,8.07,8.34,8.01
8.02,7.98,8.20,7.75
8.06,7.82,8.35,7.49
7.74,8.02,8.05,7.45
8.00,8.02,8.15,7.91
8.02,7.65,8.38,7.64
7.65,7.48,7.70,7.38
7.34,7.64,7.65,7.16
7.67,7.39,7.67,7.20
7.42,7.42,7.60,7.21
7.44,8.12,8.22,7.44
8.19,7.90,8.35,7.75
7.97,7.85,7.98,7.47
7.95,7.76,7.95,7.56
7.68,7.77,7.92,7.55
8.00,7.96,8.19,7.65
7.96,7.65,8.00,7.61
7.65,7.43,7.92,7.25
7.27,6.53,7.40,6.29
6.48,6.59,6.79,5.90
6.60,6.80,6.95,6.60
6.75,6.66,6.85,6.63
6.64,6.62,6.81,6.59
6.69,6.80,6.82,6.68
6.80,7.14,7.21,6.78
7.25,7.26,7.49,7.15
7.24,7.27,7.36,7.21
7.33,7.28,7.36,7.25
7.30,6.95,7.35,6.82
6.85,6.67,7.15,6.41
6.53,6.25,6.65,6.11
6.25,6.60,7.22,6.25
6.57,6.62,6.80,6.42
6.58,6.27,6.81,6.26
6.21,6.22,6.40,6.10
6.28,5.36,6.28,5.33
5.54,5.41,5.59,4.94
5.41,5.43,5.66,5.40
5.43,5.14,5.56,5.11
5.12,5.21,5.42,5.02
5.19,5.22,5.37,5.16
5.22,5.52,5.64,5.22
5.68,5.89,5.89,5.55
5.77,5.91,6.08,5.43
5.91,6.04,6.05,5.81
6.00,5.90,6.12,5.78
5.90,5.64,5.91,5.35
5.60,5.59,5.84,5.39
5.44,5.68,5.71,5.31
5.76,5.90,6.05,5.76
5.93,6.06,6.10,5.83
6.02,6.47,6.50,6.02
6.50,6.37,6.50,6.24
6.44,6.37,6.45,6.33
6.42,6.34,6.43,6.28
6.40,6.16,6.40,6.04
6.10,6.22,6.33,6.05
6.38,6.09,6.38,6.05
6.03,5.69,6.07,5.65
5.74,5.70,5.80,5.66
5.76,5.50,5.76,5.49
5.48,5.32,5.48,5.31
5.32,5.26,5.39,5.09
5.23,5.27,5.37,5.16
5.19,5.13,5.24,5.13
5.15,5.50,5.50,5.15
5.50,5.42,5.50,5.40
5.47,5.41,5.50,5.12
5.44,5.73,5.92,5.25
5.76,5.82,6.00,5.75
5.95,5.93,6.05,5.55
5.99,5.94,6.03,5.50
6.02,5.88,6.03,5.67
5.88,5.84,5.95,5.76
5.78,5.66,5.78,5.61
5.67,5.59,5.71,5.54
5.51,5.35,5.55,5.30
5.50,5.30,5.72,5.30
5.30,5.33,5.42,5.30
5.33,5.34,5.41,5.25
5.30,5.40,5.48,5.28
5.40,5.38,5.60,5.36
5.37,5.30,5.45,5.30
5.30,4.93,5.30,4.88
4.99,4.58,5.00,4.10
4.55,4.24,4.55,4.16
4.28,4.29,4.44,4.21
4.36,4.33,4.44,4.24
4.30,4.10,4.32,4.09
4.06,3.94,4.06,3.87
3.85,4.00,4.05,3.85
4.01,4.01,4.02,3.90
4.00,4.04,4.04,3.93
4.03,4.38,4.46,3.97
4.44,5.00,5.18,4.42
5.04,4.65,5.40,4.55
4.57,4.41,4.60,4.27
4.49,4.57,4.62,4.47
4.64,4.42,4.64,4.33
4.40,4.37,4.40,4.26
4.34,4.27,4.36,4.19
4.29,4.43,4.44,4.29
4.46,4.32,4.61,4.32
4.42,4.43,4.50,4.25
4.39,4.36,4.60,4.31
4.41,4.55,4.61,4.40
4.40,4.24,4.73,4.00
4.19,4.19,4.19,4.00
4.12,4.08,4.21,4.05
4.05,4.10,4.17,3.93
4.16,4.03,4.16,4.00
4.05,3.96,4.05,3.91
3.92,3.91,4.01,3.84
3.80,4.06,4.14,3.80
4.11,4.13,4.20,4.00
4.19,4.12,4.19,4.12
4.11,4.34,4.47,4.05
4.31,4.49,4.53,4.24
4.52,4.57,4.75,4.50
4.60,4.38,4.60,4.30
4.38,4.15,4.58,4.05
4.15,4.14,4.15,4.03
4.14,4.07,4.18,4.07
4.05,4.11,4.17,4.05
4.11,4.15,4.19,4.11
4.20,4.28,4.47,4.20
4.28,4.12,4.28,4.12
4.18,4.20,4.22,4.12
4.24,4.18,4.27,3.99
4.18,4.17,4.21,4.00
4.13,4.09,4.15,4.07
4.12,4.08,4.15,4.07
4.05,4.09,4.12,4.05
4.07,4.10,4.11,4.02
4.15,4.14,4.15,4.10
4.35,5.13,5.39,4.13
5.07,5.24,5.40,4.85
5.30,5.06,5.36,5.05
5.19,5.13,5.25,5.06
5.18,5.16,5.18,5.00
5.21,4.97,5.40,4.96
4.95,4.94,5.39,4.66
4.99,4.86,5.01,4.80
4.89,5.00,5.23,4.89
5.00,4.91,5.10,4.85
4.96,5.03,5.15,4.87
5.09,4.98,5.10,4.90
4.91,4.98,4.99,4.84
5.07,4.98,5.07,4.87
4.98,4.91,4.98,4.90
4.93,4.92,4.98,4.90
4.96,4.86,5.05,4.75
4.86,4.80,4.96,4.80
4.81,4.73,4.86,4.72
4.72,4.74,4.75,4.71
4.73,4.83,4.96,4.73
4.87,4.78,4.90,4.70
4.70,4.74,4.81,4.70
4.75,4.68,4.75,4.62
4.60,4.62,4.66,4.56
4.65,4.71,4.81,4.65
4.59,4.63,4.72,4.59
4.75,4.88,5.10,4.72
4.76,4.78,4.88,4.70
4.79,4.84,4.87,4.68
4.87,5.02,5.05,4.83
4.98,4.87,5.00,4.68
4.81,4.75,4.88,4.72
