REED,Reeds,NASDAQ
3.95,4.00,4.00,3.95
3.95,3.93,3.95,3.90
3.95,3.90,3.95,3.85
3.85,3.95,3.95,3.85
3.86,3.95,3.95,3.76
3.85,4.10,4.10,3.85
4.10,4.10,4.15,4.00
4.05,4.10,4.10,3.95
4.00,4.05,4.15,4.00
4.10,4.15,4.28,4.00
4.15,4.15,4.15,4.05
4.10,4.15,4.16,4.05
4.10,4.05,4.16,4.00
4.05,4.00,4.05,3.95
4.00,4.10,4.10,4.00
4.10,4.00,4.10,4.00
3.95,3.95,4.00,3.90
3.90,3.95,4.05,3.90
3.90,3.95,3.95,3.90
3.90,4.00,4.10,3.90
4.05,4.15,4.15,4.00
4.06,4.20,4.25,4.06
4.15,4.10,4.25,4.05
4.10,4.20,4.25,4.08
