DIT,AMCON Distributing Company Common Stock,NASDAQ
97.85,97.85,97.85,97.85
95.90,96.50,98.25,95.03
96.20,97.00,97.00,96.20
100.90,95.60,100.90,94.40
98.00,96.55,98.95,95.70
96.55,96.55,96.55,96.55
96.55,96.55,96.55,96.55
97.50,97.45,98.05,97.20
97.80,97.00,99.48,96.80
100.00,98.30,100.00,98.30
99.84,102.45,103.00,99.50
100.30,103.40,104.50,100.30
102.75,100.56,102.75,99.40
100.30,104.30,105.85,100.30
107.00,115.00,115.00,105.30
114.45,111.16,114.45,111.16
112.75,114.75,115.70,111.30
111.00,115.30,115.90,110.95
115.80,116.00,116.00,115.50
115.00,115.88,115.88,115.00
115.88,115.88,115.88,115.88
117.00,118.20,119.00,116.00
119.65,119.35,119.65,119.31
116.80,120.80,122.90,116.80
120.80,120.80,120.80,120.80
121.05,121.05,121.05,121.05
118.10,119.10,119.10,118.10
