DIT,AMCON Distributing Company Common Stock,NASDAQ
78.91,79.03,79.78,78.91
78.03,78.00,79.05,78.00
78.55,78.50,78.55,78.50
78.75,80.00,82.37,78.50
79.10,79.01,79.10,79.01
77.85,77.50,78.00,75.00
76.01,77.25,77.25,76.01
77.25,77.25,77.25,77.25
76.00,75.81,76.00,75.76
77.50,80.00,80.00,77.50
79.50,79.50,79.50,79.50
77.00,78.50,78.50,77.00
78.47,78.99,78.99,76.97
78.97,79.00,80.35,78.70
77.20,77.50,80.10,77.20
80.10,79.99,80.24,79.99
80.00,80.35,80.99,78.90
78.87,80.01,80.50,78.87
80.30,80.36,80.36,80.30
80.50,81.17,81.17,80.50
81.10,80.56,81.10,80.56
81.50,82.48,82.49,80.51
81.75,82.75,82.75,81.33
82.52,83.75,83.75,82.52
82.88,82.95,84.50,82.88
82.50,83.00,83.00,82.50
83.97,83.90,83.97,83.74
82.47,82.30,82.50,82.00
82.60,82.60,82.60,82.60
81.17,82.66,82.66,81.17
82.66,82.66,82.66,82.66
82.00,82.00,82.00,82.00
80.50,80.50,80.50,80.50
81.00,80.00,81.00,79.09
80.01,80.00,80.01,80.00
78.50,78.66,78.66,78.30
78.00,78.00,78.00,78.00
77.35,77.35,77.35,77.35
79.41,79.42,79.44,79.41
79.30,79.30,79.30,79.30
77.80,77.45,78.75,77.32
77.75,76.02,77.75,76.01
75.85,75.60,77.05,75.60
75.66,75.66,75.66,75.61
75.98,75.61,76.00,75.61
76.00,74.60,76.00,74.60
75.00,75.25,75.50,74.27
75.25,74.25,75.25,73.61
75.71,75.00,75.71,74.96
76.46,75.85,77.00,75.85
77.00,77.00,77.00,77.00
78.40,78.70,79.95,78.40
78.70,78.70,78.70,78.70
80.20,80.20,80.20,80.00
80.20,80.20,80.20,80.20
80.50,82.50,82.64,80.50
83.25,82.70,83.25,81.88
81.61,83.59,84.10,81.61
82.15,79.85,82.15,79.26
80.25,80.25,80.25,80.25
77.45,78.65,79.35,77.45
77.85,79.00,79.00,77.85
78.03,76.26,78.03,76.26
76.97,77.25,77.25,76.36
77.28,77.28,77.30,77.19
77.25,77.25,77.25,77.25
77.25,77.25,77.25,77.25
77.28,77.76,77.76,77.28
73.00,72.00,73.00,70.00
72.33,73.50,73.50,72.25
73.06,72.75,73.15,72.75
72.75,71.75,73.00,71.75
72.72,71.00,72.72,71.00
71.52,70.02,71.52,70.00
71.02,70.00,71.02,70.00
70.01,69.27,71.00,69.27
70.50,70.00,70.50,70.00
71.00,70.05,71.00,70.05
70.05,70.93,71.05,70.04
71.31,71.31,71.31,71.30
70.75,70.75,70.88,70.75
70.75,70.52,70.75,70.06
70.03,70.29,70.75,69.74
69.32,69.32,69.32,69.32
70.29,69.29,70.29,69.29
68.57,67.51,68.82,67.00
67.52,68.00,68.52,67.52
67.01,66.76,68.00,66.76
67.72,68.40,68.76,67.38
68.41,68.41,68.41,68.41
69.30,69.30,69.30,69.30
67.41,67.65,67.65,67.41
67.65,67.65,67.65,67.65
68.39,68.39,68.39,68.39
68.39,68.39,68.39,68.39
68.40,69.00,69.02,68.40
69.86,70.50,70.50,69.86
71.00,71.50,71.50,71.00
71.95,70.50,71.95,70.50
70.60,70.50,70.60,70.08
70.48,70.65,70.65,70.48
71.45,71.40,71.45,70.65
72.00,70.48,72.00,70.48
70.53,70.71,71.33,70.50
70.50,70.48,70.50,70.48
70.48,70.48,70.48,70.48
70.01,70.00,70.01,69.98
69.00,67.10,69.00,67.10
67.03,66.36,67.03,66.25
66.54,66.54,66.54,66.54
66.54,66.54,66.54,66.54
68.00,69.05,70.00,68.00
69.03,69.03,69.03,69.03
68.50,68.50,68.50,68.50
68.45,68.45,68.45,68.45
69.45,69.45,69.45,69.45
69.45,69.45,69.45,69.45
69.42,69.45,69.45,69.42
69.50,69.50,69.50,69.50
70.50,70.00,70.50,70.00
70.50,69.75,71.50,69.75
69.00,69.75,69.75,69.00
69.75,69.75,69.75,69.75
69.75,69.75,69.75,69.75
68.40,69.51,69.53,68.38
69.50,69.00,69.50,68.22
69.65,69.11,69.70,68.51
69.90,69.10,69.90,69.10
68.56,71.11,71.60,68.56
70.00,70.00,70.00,70.00
67.00,66.10,67.00,65.50
65.51,65.00,65.97,65.00
65.00,65.00,65.00,65.00
64.50,63.00,64.50,63.00
63.00,62.00,63.00,62.00
62.31,64.10,64.10,62.31
64.37,64.38,64.38,64.11
65.36,64.83,65.36,64.83
66.33,65.50,66.33,65.00
65.50,63.46,65.50,63.00
63.00,62.97,63.00,62.97
62.03,60.15,62.03,60.15
60.15,57.06,60.15,56.69
57.25,58.00,58.00,57.00
57.03,57.57,57.57,56.00
58.00,58.00,58.00,58.00
58.82,59.00,59.00,58.79
59.82,58.82,59.82,58.82
58.82,58.82,58.82,58.82
58.82,58.00,58.82,58.00
59.80,58.40,59.80,58.00
57.40,56.75,57.40,56.50
56.78,57.46,57.46,56.75
57.46,57.46,57.46,57.46
57.00,57.00,57.00,57.00
57.75,57.75,57.75,57.75
57.75,57.75,57.75,57.75
59.30,58.75,59.34,58.70
56.76,58.21,58.21,56.76
58.21,60.18,60.18,58.21
60.18,60.18,60.18,60.18
60.18,60.18,60.18,60.18
60.43,61.13,61.13,60.18
60.39,60.16,60.39,60.16
60.16,60.16,60.16,60.16
60.16,60.16,60.16,60.16
59.16,57.20,59.35,56.76
57.20,57.20,57.20,57.20
57.17,58.17,58.17,57.17
58.17,58.98,58.98,58.14
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
58.00,58.00,58.00,58.00
57.00,56.20,57.00,56.20
56.96,56.75,57.00,56.75
56.15,56.03,56.15,56.03
56.03,56.03,56.03,56.03
55.98,56.50,56.50,55.50
56.50,56.50,56.50,56.50
56.50,56.49,56.50,56.49
56.06,56.06,56.06,56.06
56.50,57.00,57.20,56.48
57.00,57.00,57.00,57.00
55.48,55.90,56.01,55.48
55.00,55.40,55.89,54.99
54.99,53.99,55.40,53.99
53.19,53.25,53.53,53.00
52.31,52.31,52.31,52.31
52.97,54.35,55.25,52.97
54.32,54.35,54.35,54.32
54.35,54.35,54.35,54.35
54.35,54.35,54.35,54.35
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
54.95,54.95,54.95,54.95
54.90,54.90,54.90,54.90
54.05,52.68,54.05,52.50
53.60,54.60,54.60,53.56
54.54,53.80,54.54,53.80
54.75,54.75,54.75,54.75
53.99,56.85,56.85,53.94
56.85,56.85,56.85,56.85
55.05,55.05,55.05,55.05
54.40,56.37,56.37,54.40
57.00,56.00,57.00,56.00
55.82,55.82,55.82,55.82
55.82,54.87,55.86,54.87
54.87,54.87,54.87,54.87
56.86,56.86,56.86,56.86
57.75,60.65,60.65,57.75
59.70,60.96,61.00,59.70
61.96,61.96,62.29,61.96
61.92,62.25,62.25,61.92
62.35,62.24,62.35,62.00
62.02,62.47,62.47,61.52
62.47,62.50,62.50,62.47
63.49,62.49,63.49,62.49
61.50,60.83,62.29,60.83
62.44,62.44,62.44,62.44
62.92,60.50,62.92,60.50
61.46,61.46,61.46,61.46
61.95,61.88,61.96,61.05
61.96,62.88,62.88,61.91
61.91,62.00,62.06,61.91
61.01,60.66,61.01,60.66
60.75,60.75,60.80,60.75
60.72,61.71,61.71,60.71
61.71,61.71,61.71,61.71
61.71,61.71,61.71,61.71
60.25,60.74,60.74,60.25
61.00,60.86,61.00,59.86
60.86,60.86,60.86,60.86
60.86,60.86,60.86,60.86
61.86,61.86,61.86,61.86
61.86,61.86,61.86,61.86
61.50,61.25,61.50,61.25
61.70,61.70,61.70,61.70
61.73,61.75,61.75,61.73
61.95,62.00,62.00,61.95
62.75,63.00,63.00,62.75
64.00,64.00,64.00,64.00
63.00,64.24,64.24,63.00
64.50,64.30,64.50,64.30
64.30,64.30,64.30,64.30
64.44,64.40,65.00,64.40
65.01,66.40,66.40,64.61
66.40,66.40,66.40,66.40
66.40,66.50,66.50,66.40
67.00,67.00,67.00,67.00
67.98,68.98,68.98,67.98
68.10,68.49,68.49,68.10
68.60,69.10,69.10,68.60
69.10,69.10,69.10,69.10
69.10,69.10,69.10,69.10
68.53,69.11,69.11,68.53
69.10,69.07,69.10,69.00
69.07,69.07,69.07,69.07
68.00,66.45,68.00,62.00
66.45,66.45,66.45,66.45
65.50,65.97,65.97,65.49
65.94,65.97,65.97,65.94
66.44,66.44,66.44,66.44
66.94,66.94,66.94,66.94
66.94,66.94,66.94,66.94
73.64,66.51,73.64,66.51
66.54,66.54,66.54,66.54
67.04,67.04,67.04,67.04
67.04,66.95,67.04,66.79
67.01,67.00,67.01,67.00
66.64,65.77,66.64,65.77
65.77,65.27,65.77,65.27
65.26,65.29,65.77,65.26
65.29,65.29,65.29,65.29
65.31,64.82,65.31,64.82
65.27,64.97,65.27,64.97
64.82,64.72,64.82,64.72
64.82,64.67,64.82,64.43
64.67,64.67,64.67,64.67
64.34,63.54,64.77,62.00
63.35,60.04,63.48,59.50
59.50,60.00,60.00,59.50
60.00,60.00,60.00,60.00
60.00,60.00,60.00,60.00
61.50,60.75,62.00,60.00
61.60,60.81,61.60,59.31
62.18,62.18,62.18,62.18
63.01,59.34,63.01,59.34
59.00,58.64,59.00,58.64
58.59,57.66,58.60,56.70
57.10,58.00,59.30,57.10
58.00,58.30,58.93,57.96
58.10,58.20,59.00,58.10
58.45,58.70,58.70,58.45
58.99,59.20,61.95,58.42
61.00,61.93,62.89,59.51
61.93,61.93,61.93,61.93
61.93,61.93,61.93,61.93
61.93,61.93,61.93,61.93
62.03,62.03,62.03,62.03
62.55,63.36,64.55,62.55
63.36,63.36,63.36,63.36
63.36,63.36,63.36,63.36
63.99,65.80,67.00,63.99
66.00,66.00,66.00,66.00
64.81,64.81,64.81,64.81
65.00,63.50,65.00,62.50
63.50,63.50,63.50,63.50
63.50,63.50,63.50,63.50
62.50,63.61,64.97,62.50
63.76,62.50,63.76,60.83
62.50,62.50,62.50,62.50
60.82,62.46,62.46,60.82
62.45,62.50,62.50,62.45
62.50,62.50,62.50,62.50
62.50,62.50,62.50,62.50
63.28,63.25,63.28,63.25
62.34,63.47,63.47,62.34
64.00,63.10,65.00,62.30
63.10,63.10,63.10,63.10
63.10,63.10,63.10,63.10
63.10,63.10,63.10,63.10
63.10,63.10,63.10,63.10
63.10,63.10,63.10,63.10
63.00,63.00,63.00,63.00
63.00,63.00,63.00,63.00
63.09,63.09,63.09,63.09
64.00,67.19,67.45,64.00
66.90,67.50,67.51,66.90
67.50,67.50,67.50,67.50
67.50,67.50,67.50,67.50
67.50,67.50,67.50,67.50
66.00,65.45,66.00,65.25
64.35,64.35,64.35,64.35
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
62.85,62.85,62.85,62.85
62.00,62.00,62.00,62.00
62.10,62.00,62.10,62.00
61.88,61.99,62.00,61.88
61.21,61.20,61.23,61.20
61.20,59.00,61.20,59.00
59.00,59.00,59.00,59.00
60.80,60.80,60.80,60.80
59.99,60.00,60.00,59.99
60.00,60.00,60.00,60.00
59.67,59.67,59.67,59.67
59.67,59.67,59.67,59.67
59.95,59.95,59.95,59.95
59.95,59.95,59.95,59.95
59.95,59.95,59.95,59.95
59.95,59.95,59.95,59.95
59.95,59.95,59.95,59.95
59.00,59.50,59.50,59.00
59.50,59.50,59.50,59.50
59.03,58.56,59.03,57.55
59.92,57.12,59.92,57.12
57.13,57.10,57.13,57.10
57.10,57.10,57.10,57.10
57.10,57.10,57.10,57.10
57.25,57.00,57.25,57.00
57.00,57.00,57.00,57.00
56.95,58.50,59.95,56.91
58.50,58.50,58.50,58.50
58.50,58.50,58.50,58.50
57.51,57.51,57.51,57.51
56.21,56.21,56.21,56.21
56.42,60.00,60.00,56.42
60.00,60.00,60.00,59.98
58.76,60.00,60.00,58.76
60.00,60.00,60.00,60.00
60.00,60.00,60.00,60.00
59.00,59.00,59.00,59.00
60.96,61.80,65.00,60.96
61.93,61.93,61.93,61.93
61.54,61.30,62.26,60.00
61.30,61.30,61.30,61.30
62.34,62.34,62.34,62.34
63.00,63.00,63.00,63.00
63.50,63.15,63.50,63.00
60.38,64.34,64.34,60.38
63.50,63.00,63.50,63.00
63.00,63.00,63.00,63.00
64.28,61.73,64.28,57.00
61.59,64.02,64.02,61.59
62.84,62.25,63.30,62.25
62.50,63.00,63.00,60.01
63.00,62.50,64.80,62.50
63.00,63.00,63.00,62.50
63.00,63.00,63.00,63.00
63.03,63.03,63.03,63.03
63.80,63.25,63.80,63.25
63.12,63.50,63.50,63.12
63.16,63.50,63.50,63.16
63.50,64.80,64.89,63.50
64.50,64.20,64.50,64.20
64.41,63.15,64.41,63.15
64.05,64.84,64.84,64.05
65.50,66.00,69.00,65.50
66.80,70.00,70.00,66.80
69.00,69.50,69.50,68.53
68.80,69.23,69.90,66.88
69.05,69.99,70.00,67.35
68.95,69.80,69.89,68.00
69.80,69.80,69.80,69.80
68.40,68.50,69.00,68.10
68.60,68.60,68.60,68.60
68.60,68.60,68.60,68.60
68.60,68.60,68.60,68.60
68.60,68.60,68.60,68.60
68.60,68.60,68.60,68.60
68.95,69.05,69.09,68.95
69.02,69.02,69.02,69.02
69.05,69.02,69.05,69.02
69.20,67.67,69.30,67.67
67.50,67.38,67.50,67.00
67.65,67.65,67.65,67.65
67.65,67.65,67.65,67.65
68.20,69.06,69.06,67.50
69.25,67.86,69.25,67.07
67.44,68.50,69.00,67.44
67.02,66.79,67.02,66.79
66.79,66.79,66.79,66.79
66.80,66.80,66.80,66.80
68.77,68.47,68.77,65.00
68.47,68.47,68.47,68.47
68.36,67.50,68.45,67.50
67.50,67.50,67.50,67.50
65.65,65.55,66.19,65.01
64.90,65.00,65.00,64.90
65.00,65.00,65.00,65.00
66.84,64.14,66.84,63.78
64.30,65.00,65.00,64.25
65.00,64.05,65.00,64.05
64.05,64.05,64.05,64.05
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
62.06,62.99,62.99,60.78
62.00,63.50,63.50,61.75
63.50,63.50,63.50,63.50
63.82,63.22,63.82,63.22
62.54,62.40,63.81,62.17
62.01,62.27,63.49,62.01
62.27,62.27,62.27,62.27
62.27,62.27,62.27,62.27
62.27,62.27,62.27,62.27
62.33,62.33,62.33,62.33
62.42,62.42,62.42,62.42
62.42,62.42,62.42,62.42
63.99,63.94,64.00,63.94
64.00,62.98,64.00,62.98
64.50,64.98,64.98,64.50
64.42,63.51,64.42,63.51
63.74,63.74,63.74,63.74
63.74,63.74,63.74,63.74
63.95,63.03,63.99,63.03
63.03,63.03,63.03,63.03
64.05,63.20,64.85,63.00
62.27,62.50,62.50,62.27
62.50,62.50,62.50,62.50
60.78,60.10,60.88,60.05
60.15,60.02,60.15,59.87
61.00,60.96,61.00,60.96
62.00,61.25,62.00,61.25
61.00,60.50,61.00,60.30
60.01,60.00,60.01,60.00
60.00,60.00,60.00,60.00
60.10,60.75,60.75,60.10
60.75,60.50,60.75,60.50
60.10,60.50,60.50,59.35
60.94,61.05,63.49,60.09
61.20,61.40,61.40,61.20
62.00,62.30,63.00,62.00
62.52,62.30,62.52,62.25
62.30,62.30,62.30,62.30
61.96,62.00,62.00,61.96
62.25,64.24,65.15,62.25
64.83,62.45,64.83,62.45
63.75,63.75,63.75,63.75
63.79,63.75,63.79,63.75
62.90,62.90,62.94,62.90
62.50,63.25,63.25,62.50
63.75,63.97,63.97,63.03
63.30,63.30,63.30,63.30
63.30,63.30,63.30,63.30
63.30,63.30,63.30,63.30
64.03,64.03,64.03,64.03
64.25,64.25,64.60,64.25
64.25,64.25,64.25,64.25
64.47,65.20,66.00,64.47
64.87,64.90,64.90,64.87
64.02,64.45,64.50,64.00
65.00,65.78,65.97,65.00
65.64,68.21,68.50,65.59
68.28,70.00,70.00,66.60
69.90,69.90,71.30,69.80
69.90,69.95,69.99,69.40
70.86,71.20,71.20,68.20
70.50,71.93,72.50,69.92
71.93,71.93,71.93,71.93
70.22,70.22,72.22,70.22
70.32,71.60,71.60,70.32
71.60,71.92,72.50,71.49
72.00,72.00,72.00,72.00
72.35,71.80,72.35,71.60
72.00,72.00,73.85,72.00
73.32,71.60,73.32,70.10
70.00,70.16,70.16,69.97
70.01,70.01,70.01,70.01
71.00,71.00,71.00,71.00
72.23,72.10,73.00,71.50
72.00,72.18,72.18,71.25
72.18,72.18,72.18,72.18
73.05,72.50,73.25,70.22
72.04,72.00,72.04,72.00
73.03,73.03,73.03,73.03
73.03,73.03,73.03,73.03
73.03,73.03,73.03,73.03
74.25,75.24,75.24,74.25
74.98,75.00,75.00,74.98
74.01,75.60,75.60,74.01
76.25,75.80,76.25,75.80
75.75,76.50,76.50,75.75
77.10,77.25,77.25,77.00
75.00,78.20,78.20,75.00
76.75,76.59,76.75,76.59
76.25,75.50,76.25,75.50
75.74,76.47,76.47,75.74
74.03,75.35,75.35,74.03
75.35,75.35,75.35,75.35
76.02,77.00,77.00,76.00
74.90,76.00,76.00,74.90
75.07,75.75,76.25,75.06
75.75,75.20,75.94,75.00
74.75,76.00,76.00,74.75
75.00,76.80,76.80,75.00
78.00,78.00,78.00,78.00
75.56,77.99,78.00,75.56
77.99,77.99,77.99,77.99
77.99,77.99,77.99,77.99
77.99,77.99,77.99,77.99
77.99,77.99,77.99,77.99
76.00,76.00,76.00,76.00
74.50,77.47,77.80,74.50
77.47,77.47,77.47,77.47
75.30,75.30,75.30,75.30
75.30,75.30,75.30,75.30
76.13,76.13,76.13,76.13
76.50,77.00,77.00,76.17
77.97,76.80,79.75,76.77
76.80,76.80,76.80,76.80
77.10,77.10,77.10,77.10
77.11,75.33,77.11,75.33
76.00,77.00,77.00,76.00
75.22,76.23,76.23,75.22
76.49,76.49,76.49,76.49
76.49,76.49,76.49,76.49
76.50,76.90,77.43,75.40
76.90,76.90,76.90,76.90
76.83,76.83,76.83,76.83
76.83,76.83,76.83,76.83
76.83,76.83,76.83,76.83
75.05,75.01,75.05,75.01
75.01,75.25,75.99,74.97
74.01,76.39,76.39,74.01
74.25,76.38,76.38,74.25
72.91,69.11,72.91,69.00
70.50,69.00,70.50,69.00
68.50,68.98,68.98,68.50
69.02,68.75,69.02,68.45
68.02,70.00,70.00,68.02
70.00,70.00,70.00,70.00
69.90,71.10,71.40,69.90
71.15,69.93,71.30,69.93
69.93,69.93,69.93,69.93
70.25,70.21,70.25,70.21
70.21,70.21,70.21,70.21
70.21,71.59,71.59,70.21
71.71,71.71,71.71,71.71
71.71,71.71,71.71,71.71
73.00,73.69,74.95,72.16
74.00,74.15,74.50,73.03
74.03,73.96,74.27,73.96
74.00,74.00,74.00,74.00
74.11,74.69,74.80,74.02
74.72,74.72,74.72,74.72
74.70,74.70,74.70,74.70
74.70,74.70,74.70,74.70
74.70,74.75,74.75,74.70
74.73,74.99,75.75,74.30
73.83,73.83,73.83,73.83
74.25,74.79,74.80,74.25
74.79,74.53,74.98,74.05
74.45,74.99,74.99,74.45
74.99,74.83,75.00,74.78
74.83,74.83,74.83,74.83
75.25,75.25,75.25,75.25
75.01,75.01,75.01,75.01
75.01,75.01,75.01,75.01
74.06,73.96,74.06,73.96
74.44,75.48,75.48,74.44
75.41,78.30,78.30,74.80
78.30,78.30,78.30,78.30
78.30,78.30,78.30,78.30
77.40,77.40,77.40,77.40
77.40,77.00,77.40,76.75
77.55,77.65,77.65,75.05
77.89,77.89,77.89,77.89
77.89,77.50,77.97,77.49
