FSNN,Fusion Telecommunications International,NASDAQ
1.64,1.64,1.64,1.55
1.64,1.61,1.69,1.61
1.63,1.58,1.65,1.55
1.63,1.57,1.63,1.49
1.55,1.51,1.55,1.51
1.53,1.47,1.54,1.47
1.48,1.47,1.49,1.47
1.48,1.37,1.58,1.37
1.47,1.52,1.55,1.36
1.43,1.55,1.60,1.40
1.49,1.49,1.49,1.46
1.48,1.51,1.53,1.48
1.42,1.50,1.50,1.42
1.49,1.50,1.51,1.46
1.62,1.55,1.62,1.50
1.58,1.57,1.58,1.30
1.54,1.50,1.57,1.35
1.46,1.45,1.46,1.28
1.51,1.51,1.55,1.51
1.57,1.52,1.57,1.51
1.52,1.38,1.55,1.34
1.43,1.50,1.50,1.40
1.52,1.55,1.55,1.44
1.53,1.54,1.55,1.50
1.57,1.45,1.57,1.45
1.41,1.45,1.52,1.41
