ANAT,American National Insurance Company - Common Stock,NASDAQ
122.74,123.01,124.64,122.27
123.57,122.98,123.57,122.82
123.10,120.50,123.10,120.49
121.13,122.60,123.39,121.13
121.87,122.30,122.92,121.60
123.28,123.57,123.87,122.82
123.66,125.51,125.80,121.44
123.75,126.77,127.06,123.75
126.80,131.07,131.99,123.35
130.76,131.18,131.95,130.38
130.89,129.82,130.99,129.60
129.49,127.75,129.90,127.04
126.73,126.93,128.81,126.45
126.28,127.32,128.01,125.68
127.68,127.47,129.03,126.83
128.34,127.64,129.81,125.64
127.48,127.22,128.61,125.80
126.61,126.95,128.41,126.31
126.95,126.17,127.46,125.79
125.56,126.40,126.64,120.76
126.09,126.51,127.90,125.85
126.50,124.88,126.50,124.70
124.93,125.39,126.44,124.79
124.95,124.61,126.04,124.51
125.36,124.45,125.36,123.88
124.04,123.95,126.40,123.21
124.33,122.22,125.30,120.04
122.01,123.10,123.66,120.75
122.30,122.75,123.78,122.06
122.50,123.60,123.80,121.55
123.66,123.20,123.89,122.85
122.79,122.92,123.77,121.45
123.36,123.21,124.75,122.83
