PRGO,Perrigo Company plc Ordinary Shares,NASDAQ
59.43,58.77,60.00,58.67
59.45,59.97,60.91,59.45
60.23,59.15,60.71,59.06
59.52,58.55,60.39,57.91
57.73,57.78,58.27,57.15
58.00,59.19,59.37,57.61
59.25,59.30,59.36,57.81
58.87,59.21,60.16,58.20
59.28,59.07,60.16,58.90
59.18,57.49,59.18,56.31
57.61,57.25,58.82,56.87
57.88,57.06,58.78,56.85
55.85,56.44,56.49,54.90
56.85,57.50,57.94,56.82
57.53,58.05,58.12,56.75
58.04,56.88,58.15,56.44
57.49,57.34,57.97,57.07
56.85,57.11,57.35,56.29
57.00,58.80,58.95,56.89
58.55,57.29,58.90,57.14
56.04,55.28,56.30,54.62
54.94,55.58,55.75,54.71
55.74,55.12,55.91,54.97
55.58,56.01,57.16,55.58
55.94,56.18,56.47,55.23
54.89,58.15,58.50,54.89
58.68,57.74,59.42,57.39
58.30,56.16,58.56,55.68
56.65,55.25,56.67,54.90
54.73,56.01,56.30,54.58
56.83,56.72,57.44,56.33
56.41,57.61,57.99,55.94
57.96,58.22,58.76,57.90
58.10,57.89,59.67,56.33
57.49,58.07,58.33,56.69
58.48,58.94,59.08,58.15
58.47,58.98,59.22,58.11
58.27,56.95,58.37,56.88
57.56,59.21,60.25,56.56
59.31,58.94,59.53,58.64
58.96,58.75,60.00,58.37
59.00,59.00,59.47,58.32
59.11,58.80,59.50,58.52
58.88,58.82,59.14,58.31
58.53,58.20,58.85,57.61
58.32,58.01,58.80,57.85
57.32,57.50,58.18,56.81
56.51,57.48,57.72,56.09
57.54,57.41,57.59,57.13
57.66,58.13,58.21,56.97
58.08,57.62,58.45,57.55
57.15,57.01,57.61,56.96
57.81,57.99,58.99,57.71
58.12,57.90,58.48,57.46
58.32,58.26,58.72,57.95
58.38,58.01,58.40,57.68
58.31,58.90,59.40,58.16
59.45,58.89,59.50,58.64
59.01,58.90,59.24,58.53
59.39,60.38,60.68,59.27
60.09,62.16,62.28,59.98
62.07,64.43,64.61,62.07
65.11,63.24,65.38,62.83
63.37,61.95,64.14,61.32
62.06,63.12,63.84,62.06
64.10,63.54,64.26,63.12
63.20,64.52,64.69,63.00
64.03,64.23,64.90,63.54
64.99,66.64,67.49,64.76
66.83,65.85,66.97,65.39
66.06,65.46,66.26,65.14
65.25,64.51,65.48,63.96
64.57,64.22,65.15,63.29
64.66,64.47,65.00,64.07
64.67,64.18,65.98,64.01
65.07,65.72,66.12,65.02
66.10,65.75,66.56,65.48
65.81,65.81,66.15,65.39
65.78,66.43,66.90,65.51
66.34,65.57,66.61,65.31
65.25,66.67,66.83,64.95
66.99,66.56,67.94,66.41
66.12,65.66,66.19,65.42
66.19,65.03,66.56,64.48
65.06,64.67,65.39,64.20
63.67,63.68,64.66,62.91
64.12,64.46,64.66,64.12
64.82,64.68,65.71,64.38
64.85,65.00,65.47,64.85
66.04,66.20,66.47,65.74
66.09,66.38,66.52,65.64
66.45,66.53,67.15,66.01
67.09,66.56,67.30,66.28
66.27,65.88,66.58,65.26
66.44,66.97,67.76,66.23
67.75,66.32,68.38,66.11
65.50,63.75,65.99,63.10
64.33,64.30,64.57,62.85
64.15,63.91,64.45,63.01
63.80,64.03,64.15,63.66
64.00,59.74,64.26,58.25
60.23,60.33,64.39,58.78
59.78,60.33,60.40,59.35
59.90,59.07,60.18,58.77
59.50,60.08,60.30,59.41
59.78,59.49,60.41,59.34
59.96,59.68,60.29,59.34
60.32,60.90,61.85,60.32
61.06,60.82,61.55,59.83
61.47,62.95,63.05,61.40
62.40,62.02,62.48,61.64
62.55,63.11,63.75,62.43
62.86,62.42,62.86,62.32
61.87,61.01,62.31,60.74
60.32,60.24,60.59,59.87
61.10,61.13,61.80,60.99
60.95,62.85,62.94,60.82
62.80,64.12,64.70,62.59
64.45,64.31,64.72,64.03
64.75,64.54,65.00,64.11
64.37,65.83,65.87,64.37
66.28,66.66,67.79,65.96
66.50,66.06,66.58,65.06
66.34,66.42,66.63,65.69
66.43,65.88,66.44,65.70
65.64,66.29,66.80,65.64
66.51,68.00,68.01,66.04
67.83,67.03,68.06,67.03
67.10,66.47,67.47,66.37
66.59,65.89,67.39,65.52
66.00,65.52,66.26,65.07
65.52,65.89,66.15,65.37
65.89,65.40,65.89,64.86
65.31,64.88,65.86,64.80
65.31,65.08,65.62,63.88
64.47,63.36,64.49,63.32
63.26,63.33,63.98,62.88
63.75,63.71,65.29,63.65
63.92,63.27,63.93,62.35
62.95,63.17,63.84,62.31
63.31,66.04,66.68,63.29
66.15,65.90,66.38,65.27
65.53,66.26,66.85,64.91
66.61,66.83,67.24,66.35
67.37,66.15,67.46,66.15
65.91,66.16,66.56,65.49
66.07,67.06,67.47,65.59
67.20,66.80,68.09,66.01
66.70,66.25,67.05,66.06
68.00,71.18,72.92,67.91
71.72,70.20,72.10,69.98
70.19,70.78,71.86,70.09
70.52,73.46,73.54,70.45
73.80,73.68,74.41,73.23
73.21,74.07,74.46,73.00
74.10,72.79,74.45,72.69
71.33,72.72,72.91,70.87
71.29,74.00,74.10,70.76
73.61,72.76,73.83,72.26
71.99,71.58,72.31,70.59
71.83,71.67,72.09,71.24
71.53,71.42,72.45,71.24
71.46,71.88,72.00,71.20
71.95,72.00,72.21,71.48
71.39,71.94,72.15,70.94
71.55,73.46,73.95,71.32
73.46,74.66,74.97,73.18
74.15,73.55,74.20,73.09
74.51,74.31,76.69,74.31
74.60,76.12,76.87,74.60
76.05,75.70,76.27,75.23
75.20,74.22,75.97,74.00
74.03,73.17,74.25,72.71
71.97,72.40,73.04,71.54
72.90,75.91,75.96,72.66
76.23,76.43,76.89,75.81
76.80,76.06,77.96,75.67
75.79,76.23,77.49,75.49
76.50,77.45,77.64,76.33
77.34,77.60,77.85,77.11
77.64,76.00,77.75,75.90
75.90,77.19,77.40,75.27
76.46,76.54,76.94,75.77
75.53,77.19,77.19,74.55
76.83,77.12,77.59,76.67
76.25,75.79,76.87,75.40
73.93,75.45,75.87,73.61
75.44,74.04,75.53,73.85
75.10,74.96,75.60,74.35
75.90,75.18,76.00,75.07
76.40,75.89,76.70,75.85
76.44,75.80,76.77,75.68
75.57,74.82,75.89,74.23
73.21,74.91,75.17,72.51
75.12,75.92,76.58,74.92
76.46,76.16,77.07,76.10
76.48,76.99,77.40,76.26
77.92,78.54,79.35,77.91
78.89,79.52,79.57,78.80
79.59,79.90,79.96,79.01
79.66,79.86,80.29,78.80
79.91,80.57,81.35,79.91
81.09,80.75,81.19,80.10
80.15,81.04,81.09,80.05
80.99,81.29,81.49,80.82
81.99,84.31,84.49,81.99
84.91,85.40,85.47,84.00
86.80,87.50,87.75,85.88
87.47,88.19,88.40,87.02
88.18,88.57,89.32,87.76
88.04,86.99,88.22,86.11
87.29,87.41,88.02,86.80
88.50,88.20,88.63,87.43
88.20,89.11,89.27,88.07
89.20,88.27,89.24,87.97
88.67,89.59,90.17,88.67
90.00,91.75,91.95,89.81
91.97,90.43,92.30,90.22
90.39,90.36,90.99,89.65
88.46,89.98,90.89,88.01
87.33,88.53,89.40,84.64
88.45,86.97,89.50,86.32
85.77,86.00,86.47,85.00
86.63,86.49,87.91,86.04
86.82,87.47,88.40,86.63
87.74,87.43,87.99,86.67
86.89,87.13,88.03,86.01
86.49,87.53,87.63,85.77
87.41,86.60,88.33,86.20
85.24,85.65,86.47,85.07
85.05,85.10,85.44,84.10
85.27,86.11,86.90,84.44
86.81,86.90,87.65,86.13
86.54,85.50,87.14,85.25
84.56,83.11,84.56,82.22
83.21,82.97,83.40,82.27
81.74,83.10,83.22,80.83
82.98,84.71,84.79,82.67
85.35,85.00,85.36,84.80
84.93,85.56,85.64,84.70
84.47,84.31,85.74,84.23
84.27,85.77,85.78,84.13
84.34,84.30,86.19,84.30
83.38,82.65,84.32,82.64
83.23,85.10,85.66,82.71
85.25,83.97,85.49,83.86
83.90,84.69,85.16,83.42
84.45,83.46,84.45,83.33
82.77,83.11,83.82,82.26
83.51,84.66,85.18,83.27
83.12,83.78,84.46,82.62
83.64,83.87,84.33,81.69
84.33,83.73,84.83,83.70
83.46,85.16,86.07,83.46
86.30,87.58,88.39,86.27
87.60,87.35,88.12,87.15
86.73,86.61,87.18,84.72
86.48,85.86,86.91,85.55
85.50,85.60,86.27,85.06
86.17,86.58,87.00,85.96
86.81,86.95,87.55,85.92
87.46,87.87,88.04,87.20
88.20,89.29,89.40,87.83
89.39,89.99,90.25,89.23
90.05,90.81,92.00,89.69
91.61,91.02,91.95,90.58
90.29,91.15,91.42,90.00
90.36,89.92,90.71,89.00
89.63,90.47,91.07,89.55
91.00,92.13,93.70,90.86
92.65,92.63,93.50,92.12
93.03,91.80,93.19,91.16
91.39,90.64,92.21,89.79
91.41,93.13,93.39,91.34
93.71,92.48,94.10,92.00
93.23,94.32,94.61,93.03
94.42,93.68,94.42,93.50
93.40,93.24,94.42,93.05
93.70,93.68,93.99,93.36
93.22,91.22,93.64,91.01
90.75,90.95,92.46,90.21
90.23,90.31,91.80,89.15
91.09,89.41,91.09,87.57
88.87,85.80,89.69,85.74
85.99,87.98,88.35,81.80
86.56,83.79,86.80,83.40
84.59,82.03,84.81,78.21
79.51,77.19,80.45,75.89
77.70,85.45,85.45,77.54
83.03,83.64,86.08,82.06
84.47,88.41,89.54,84.10
89.15,88.01,89.82,87.38
88.81,88.38,90.51,87.95
82.67,89.56,90.39,80.14
90.00,89.51,91.10,89.15
86.73,85.01,87.47,84.36
84.09,85.16,86.75,83.83
87.87,86.53,88.33,85.86
87.12,90.65,90.74,86.52
90.00,93.67,94.00,89.40
93.29,90.94,93.65,90.05
90.01,91.68,92.71,87.89
92.78,93.61,94.11,90.96
93.62,96.13,97.29,93.40
96.70,94.74,96.88,93.78
94.75,93.43,95.80,93.17
92.45,89.87,92.65,89.10
87.21,90.76,91.77,86.50
92.32,93.19,93.70,90.73
92.10,93.72,95.43,91.66
92.97,90.89,93.75,90.15
88.40,90.53,90.54,87.90
89.74,89.47,91.07,89.01
90.10,92.99,93.98,89.13
93.80,94.58,94.68,92.22
94.98,96.35,96.90,94.90
95.04,96.44,97.16,93.63
97.20,97.29,99.54,96.75
98.05,95.89,98.93,95.80
93.33,93.89,94.50,91.73
93.74,94.99,95.47,93.00
95.82,94.98,95.82,93.67
97.00,97.79,100.99,97.00
98.15,96.72,100.50,96.47
98.37,98.53,99.17,97.03
97.21,97.11,99.19,96.65
96.33,91.09,96.93,90.02
91.00,92.83,92.99,88.71
93.52,94.51,95.45,92.39
95.26,97.31,97.34,94.51
97.39,95.31,97.39,95.23
97.48,98.33,99.62,97.48
98.26,98.22,99.50,97.87
99.39,97.19,99.44,96.98
96.77,97.69,97.98,96.75
98.76,97.89,98.76,97.22
98.71,97.55,99.32,97.19
97.63,98.05,98.60,96.88
98.02,96.13,98.52,95.61
96.41,96.31,97.67,95.50
97.46,97.16,97.96,96.13
98.00,101.01,101.42,97.91
101.00,98.19,101.46,98.01
99.82,98.83,99.92,98.10
96.50,90.44,96.51,90.14
92.20,89.94,92.50,89.50
89.35,90.28,91.49,89.25
87.97,88.15,90.10,87.01
90.05,89.86,90.71,88.62
90.46,89.42,91.34,89.30
89.03,88.84,89.29,87.06
89.07,89.37,89.95,87.91
89.79,91.85,92.03,88.84
90.15,89.31,91.42,88.62
90.65,90.29,91.16,89.83
91.14,91.72,92.25,90.50
92.15,91.84,92.95,91.78
92.06,93.97,94.28,92.05
93.80,91.76,93.90,91.62
92.08,90.26,92.51,89.72
91.22,91.45,91.80,89.83
89.95,89.96,90.32,88.54
89.50,90.00,90.65,88.72
89.17,89.97,91.19,88.65
89.35,89.57,90.04,89.07
92.04,95.14,95.50,92.04
94.51,97.74,97.94,94.27
98.74,97.90,99.63,96.16
97.63,97.16,99.16,97.15
97.92,98.96,100.90,97.92
101.00,101.51,101.94,99.83
101.41,100.83,101.48,99.38
99.92,99.53,99.97,96.99
99.17,97.39,99.93,97.10
99.55,99.63,100.23,97.95
98.73,98.38,99.10,97.59
99.35,97.22,99.96,96.71
95.63,95.83,96.96,95.04
97.02,96.97,97.59,96.36
97.36,98.18,99.36,95.60
98.32,98.03,99.19,97.15
99.40,100.80,101.64,99.31
100.98,102.47,102.65,99.58
102.28,100.78,104.70,100.42
100.81,100.96,101.44,99.82
102.08,100.68,102.39,99.97
101.04,98.90,101.04,98.56
98.52,99.04,99.51,98.52
99.40,97.30,99.63,97.30
98.73,98.55,99.29,96.97
97.03,95.09,97.48,95.09
94.20,96.15,96.44,94.04
96.21,96.06,96.91,94.80
96.47,96.56,96.96,95.79
97.80,99.58,100.38,97.78
99.06,97.42,99.24,96.91
97.97,97.49,98.99,97.25
96.98,97.02,97.58,96.50
98.41,97.89,98.75,97.57
98.28,99.85,99.85,98.13
100.45,99.43,100.61,99.23
99.51,98.48,100.03,98.23
98.89,99.66,100.76,98.67
99.01,97.54,99.24,96.36
96.99,98.77,99.13,96.27
97.44,96.13,99.22,95.91
96.16,96.10,96.53,94.86
95.18,95.22,95.57,93.76
95.90,95.60,95.90,94.85
96.25,94.99,97.24,94.95
94.79,93.13,94.96,92.62
94.11,93.66,95.46,92.68
92.09,94.01,95.07,92.09
98.11,95.26,98.66,94.56
94.60,93.95,95.00,90.18
94.21,94.05,94.45,93.00
93.47,93.31,93.47,92.60
93.86,94.97,95.70,93.78
94.49,94.73,95.18,94.07
94.94,93.50,95.04,93.24
93.50,94.52,94.82,93.17
95.00,94.90,96.00,94.32
94.84,94.35,95.19,93.45
94.01,94.76,95.39,93.13
94.18,96.00,96.16,93.80
95.69,96.24,96.73,95.04
94.21,98.01,98.48,94.20
97.76,100.40,104.62,97.58
101.00,103.06,104.00,99.95
102.41,107.12,107.25,102.12
106.92,105.80,107.18,105.50
106.33,105.50,108.50,104.27
104.04,103.28,104.78,102.51
104.04,105.04,105.33,103.75
105.01,105.55,106.67,105.01
105.90,105.09,105.95,104.98
104.78,104.55,104.98,104.19
104.49,104.25,105.22,103.26
104.02,103.68,104.53,103.20
103.79,102.60,104.04,102.28
101.96,101.29,102.24,100.60
101.22,102.19,102.96,100.90
101.81,102.09,102.28,101.35
102.43,102.69,103.10,102.28
102.22,103.54,103.65,101.90
103.28,102.58,103.62,101.62
103.82,103.26,104.48,102.68
103.68,102.76,104.10,102.55
102.69,102.67,102.98,101.58
102.37,102.98,103.00,101.84
103.67,103.31,104.51,103.27
103.60,105.14,105.39,103.44
105.41,105.22,105.73,104.71
104.62,104.43,105.31,104.35
104.38,105.66,105.84,104.36
104.23,104.30,104.56,103.11
103.89,103.16,105.05,102.69
103.82,103.29,104.41,102.46
103.54,103.94,104.45,102.74
103.70,104.14,104.24,102.73
104.70,104.53,105.16,103.36
105.50,106.54,106.98,105.03
105.98,107.49,107.90,105.73
106.78,105.81,107.38,105.02
106.45,105.68,108.60,105.08
104.95,104.80,105.19,103.55
106.16,104.28,107.14,104.20
104.81,104.65,105.37,104.12
104.60,105.63,106.00,104.28
106.24,106.18,106.99,105.70
106.00,104.90,106.15,104.33
104.90,104.84,105.49,104.31
104.17,104.35,104.53,103.72
104.88,104.18,105.94,103.99
103.86,102.64,104.08,102.37
103.60,103.78,104.85,103.44
99.50,100.00,100.34,96.52
99.32,99.08,100.00,98.59
100.21,100.82,101.16,99.86
100.81,101.61,102.81,100.36
101.16,99.91,101.20,99.83
100.38,101.89,102.69,99.69
102.34,102.05,102.80,101.70
101.34,100.04,102.07,100.04
100.78,99.32,100.78,98.25
99.27,100.62,100.80,99.04
100.64,101.43,102.29,100.39
100.55,101.22,101.34,99.66
101.27,102.92,102.93,100.81
103.24,103.00,103.48,102.28
103.46,104.27,104.60,103.07
103.35,104.63,104.87,102.69
103.68,103.89,104.69,103.32
102.48,101.44,102.90,100.82
101.67,103.39,103.55,101.06
103.41,104.72,105.04,102.85
105.03,105.44,105.53,104.57
105.90,104.63,106.25,104.47
104.38,106.20,106.46,104.24
106.61,106.92,107.71,106.21
107.10,109.66,109.75,106.61
109.70,109.84,111.50,109.25
108.79,110.41,112.26,108.12
110.62,111.62,112.07,110.19
111.75,114.56,114.66,111.58
115.08,114.74,115.11,113.87
114.99,115.50,116.33,114.44
115.43,114.42,116.50,113.89
115.17,115.13,115.42,113.88
114.40,115.40,116.29,113.58
115.64,115.28,116.03,115.23
115.80,116.76,117.16,115.74
116.17,114.62,116.17,113.11
116.53,117.93,118.27,116.29
117.88,118.58,118.90,117.47
118.64,118.74,119.00,117.74
119.05,118.32,119.29,117.63
117.28,118.08,118.91,117.24
117.91,117.97,118.53,117.36
118.50,114.75,118.64,114.51
115.48,114.69,115.75,113.55
112.32,113.96,114.36,110.45
114.53,114.75,115.08,113.94
114.04,113.83,114.39,113.33
114.21,115.24,115.59,113.56
114.47,114.73,115.59,113.67
113.76,114.76,115.40,112.82
113.68,112.88,114.10,112.64
111.00,111.79,112.31,110.01
112.16,110.72,112.24,110.11
111.14,112.07,112.55,110.51
114.00,114.13,115.29,113.51
115.21,116.01,117.46,114.75
116.54,115.08,116.54,114.42
115.20,114.02,115.47,113.68
114.74,113.98,116.24,113.51
113.07,114.21,114.67,111.79
116.06,115.84,116.73,115.50
115.83,115.76,116.44,114.64
115.63,115.02,115.80,114.55
115.10,115.42,116.11,114.96
115.48,115.11,115.95,114.90
115.29,115.50,115.60,114.49
114.61,115.06,115.29,114.23
115.83,116.59,119.18,115.83
114.79,116.60,116.95,114.79
110.79,108.93,110.98,104.86
109.00,106.93,109.00,105.33
105.89,108.64,108.94,105.89
108.90,107.68,109.32,107.39
107.57,107.90,108.54,106.93
107.77,108.62,109.10,106.85
108.73,110.49,110.86,108.67
109.20,110.66,111.17,108.45
110.20,111.08,111.43,110.07
111.49,110.04,111.49,109.76
108.87,109.73,110.05,108.38
110.56,109.97,111.20,109.30
109.48,110.64,111.26,109.17
110.76,110.33,110.85,109.52
110.81,111.96,112.60,110.48
112.69,111.84,112.69,111.53
111.32,111.39,112.88,111.01
111.58,110.51,112.02,110.29
111.13,109.93,111.13,109.57
110.10,110.91,111.49,109.70
112.82,112.45,114.13,111.80
111.96,112.78,113.51,111.69
113.11,114.81,114.98,112.57
114.80,114.69,115.09,114.00
114.18,115.06,115.08,113.95
115.41,117.23,117.40,115.10
116.01,117.27,117.53,115.73
117.28,116.80,118.51,116.69
117.04,116.25,117.49,115.95
117.80,116.59,117.93,116.34
116.49,116.17,116.84,115.59
116.32,117.28,117.60,116.32
118.00,118.15,118.15,116.85
119.10,119.18,119.51,118.58
119.74,119.97,120.43,119.30
120.17,119.85,120.78,119.70
119.45,119.59,119.91,118.90
120.25,117.93,120.25,117.63
118.00,117.14,118.32,116.73
118.58,117.75,118.59,117.51
117.35,117.94,118.02,116.97
119.04,118.10,119.26,117.73
118.87,119.30,119.63,118.35
119.70,119.22,119.93,119.11
119.64,119.20,119.82,118.81
119.05,117.77,119.19,117.42
118.33,118.23,118.57,117.65
117.56,117.13,117.91,116.41
117.69,117.15,117.91,116.94
118.08,117.37,118.39,116.87
117.09,116.71,117.47,116.26
116.90,114.92,116.97,113.48
115.77,114.55,116.11,114.44
114.70,115.00,116.78,114.06
114.93,116.05,116.55,114.38
116.37,115.37,116.41,114.77
110.50,109.65,111.59,105.71
108.99,105.18,109.73,104.08
104.56,105.57,107.00,103.00
107.62,105.12,107.62,104.88
104.85,103.43,105.04,103.35
103.52,100.84,104.22,100.34
100.92,100.56,102.01,99.93
100.57,101.90,102.50,100.13
102.99,101.92,103.48,100.30
101.96,102.28,102.48,100.99
102.32,102.14,102.50,101.42
102.22,103.38,103.40,101.61
103.70,102.67,103.88,101.95
102.45,102.20,102.51,100.92
102.01,103.27,103.33,100.51
103.75,103.19,103.98,102.44
103.02,103.50,103.69,102.89
103.64,102.54,103.86,102.31
102.97,105.00,105.64,102.75
105.53,104.81,105.67,103.90
104.44,102.71,104.55,102.52
103.00,102.34,103.00,101.81
102.64,104.87,104.91,102.06
105.80,105.42,106.39,104.31
105.63,104.81,105.67,103.55
107.86,104.14,108.50,104.02
103.71,104.20,104.44,103.30
104.07,102.67,104.49,102.56
103.15,103.74,104.05,102.04
103.96,102.92,104.58,102.65
102.95,103.64,103.88,102.22
102.52,102.78,103.33,101.45
102.58,103.56,103.62,102.22
103.82,102.89,103.89,102.30
103.40,103.38,104.49,102.28
102.63,102.28,103.47,102.05
102.80,104.03,104.03,102.15
105.21,106.71,106.71,105.09
107.38,108.02,108.62,107.10
107.88,108.48,108.64,107.63
108.50,109.03,110.21,108.50
109.11,108.86,109.53,108.62
108.85,109.64,109.77,108.85
109.77,110.23,110.32,109.13
106.10,103.85,107.48,103.07
103.65,104.47,105.10,103.52
103.96,105.10,105.49,103.96
105.55,104.69,106.08,104.42
104.87,103.72,104.95,103.51
103.50,104.00,104.02,103.43
103.92,104.21,104.50,103.61
104.11,103.57,104.49,102.95
103.60,101.61,103.62,100.47
101.97,103.12,103.35,101.68
102.85,101.35,102.89,101.20
101.37,99.25,101.67,98.79
99.00,99.34,100.83,98.86
99.47,100.51,100.99,99.08
105.50,105.28,108.95,104.89
106.33,105.75,107.92,105.51
106.39,106.94,107.75,106.11
106.60,106.56,107.02,105.81
106.43,106.85,107.41,106.26
106.98,108.30,108.34,106.98
109.50,111.40,111.89,109.02
111.60,111.55,112.38,111.35
111.44,111.72,112.28,111.38
111.69,113.16,113.29,111.37
113.16,113.58,113.64,112.69
113.80,114.73,115.00,113.80
115.10,114.13,115.43,114.13
113.61,113.58,114.48,112.77
114.14,113.31,114.50,112.85
115.71,114.60,116.90,114.60
114.70,113.67,115.09,113.33
113.39,114.14,114.61,112.45
114.32,113.17,114.88,113.14
113.25,113.05,113.66,112.30
113.20,114.60,114.67,113.20
115.28,114.99,116.25,114.02
115.13,116.69,116.72,115.13
116.10,115.44,116.28,115.15
115.91,115.69,116.03,115.02
115.84,116.40,116.45,115.46
116.25,117.60,117.75,115.63
117.18,117.02,117.41,116.30
117.19,116.70,117.70,116.49
116.09,116.22,116.78,115.97
115.51,117.20,117.23,115.18
117.46,117.30,117.75,116.87
118.35,117.65,118.37,117.05
117.16,118.27,118.37,117.14
117.88,118.25,118.74,117.57
118.60,118.08,118.60,117.42
118.34,117.54,118.60,117.42
117.15,117.17,117.82,116.42
117.35,118.74,118.86,117.09
118.42,118.87,119.33,117.77
119.07,119.74,120.94,119.07
119.43,118.50,119.85,117.76
118.70,118.51,118.73,117.49
117.35,118.05,118.21,116.68
117.65,118.70,118.70,116.70
118.37,118.39,118.88,117.87
118.75,119.68,119.74,118.09
119.93,119.74,120.09,119.28
120.13,119.92,120.49,119.33
119.76,117.30,120.48,117.10
117.79,118.41,118.66,116.38
117.52,117.85,117.98,116.18
117.40,117.70,117.87,116.62
117.16,119.47,119.56,117.16
120.47,119.76,120.89,118.87
120.30,119.98,121.12,118.60
120.11,117.80,120.11,117.55
117.95,119.02,119.54,117.48
119.17,118.81,119.87,118.38
119.12,120.08,120.28,118.57
119.55,119.41,119.67,118.27
119.25,118.53,119.95,118.10
118.73,118.61,119.49,118.05
119.69,119.23,120.67,118.90
119.20,118.84,119.50,118.35
116.86,116.29,116.86,113.38
116.17,118.28,120.30,115.93
117.82,117.03,118.75,116.71
117.33,119.64,119.72,117.32
119.45,119.41,120.07,119.19
119.56,120.38,120.72,118.92
120.45,121.05,121.33,119.80
120.60,119.81,120.95,119.72
120.32,119.48,120.74,119.22
119.48,119.03,120.52,118.74
118.59,118.65,119.31,117.93
119.01,118.07,120.45,117.25
117.71,117.86,118.70,116.97
117.35,118.92,119.13,116.67
119.60,119.34,119.95,118.90
119.08,117.03,119.35,116.70
117.18,117.20,118.18,116.87
116.80,115.84,116.97,115.36
116.24,115.95,116.35,114.10
116.38,114.62,116.55,113.98
115.40,113.14,115.43,112.05
113.86,117.52,117.80,113.76
117.87,116.81,118.40,116.29
117.38,117.39,117.90,116.67
116.39,117.15,117.85,115.88
118.15,116.47,118.57,115.89
116.18,118.07,118.21,115.43
117.31,118.60,119.06,117.31
119.89,119.51,120.50,118.69
119.47,121.16,121.30,119.44
120.30,120.09,122.04,119.96
