PRGO,Perrigo Company plc Ordinary Shares,NASDAQ
84.76,84.47,84.76,82.91
83.09,83.94,83.98,82.51
83.43,81.95,83.67,81.69
82.40,82.50,83.70,82.16
82.60,82.30,82.93,81.70
82.47,83.74,83.92,82.39
83.72,83.21,84.03,81.45
83.21,82.61,83.79,82.42
83.01,82.88,83.37,82.22
82.93,84.55,85.83,82.80
85.18,84.72,86.37,84.43
84.65,84.79,85.59,84.30
84.32,84.34,85.08,84.09
84.31,84.98,85.07,84.07
84.70,85.18,86.29,84.61
85.15,82.84,85.18,82.72
82.77,82.31,83.29,82.01
82.62,83.23,83.74,82.43
84.03,86.50,86.50,83.52
86.18,87.23,87.48,85.34
86.36,86.53,86.94,85.79
86.36,85.25,87.36,85.18
85.04,85.43,86.10,84.71
85.48,83.65,85.64,83.57
83.01,77.88,83.04,76.08
77.34,78.18,79.02,77.15
78.40,77.80,79.34,77.75
