RVP,Retractable Technologies,NASDAQ
1.55,1.67,1.67,1.55
1.57,1.66,1.69,1.57
1.59,1.70,1.70,1.46
1.69,1.70,1.70,1.63
1.70,1.70,1.70,1.48
1.72,1.70,1.74,1.43
1.61,1.72,1.72,1.59
1.63,1.71,1.72,1.63
1.55,1.70,1.70,1.55
1.69,1.70,1.70,1.60
1.69,1.72,1.72,1.64
1.70,1.63,1.71,1.57
1.53,1.63,1.63,1.50
1.53,1.56,1.56,1.44
1.52,1.63,1.63,1.40
1.63,1.50,1.63,1.50
1.48,1.70,1.72,1.48
1.70,1.70,1.70,1.70
1.70,1.61,1.70,1.61
1.52,1.60,1.65,1.40
1.61,1.59,1.64,1.59
1.60,1.49,1.74,1.43
1.44,1.52,1.52,1.41
1.50,1.50,1.60,1.40
1.50,1.47,1.50,1.42
1.49,1.49,1.49,1.49
1.56,1.56,1.56,1.56
1.87,1.54,1.87,1.54
1.49,1.56,1.56,1.48
1.48,1.52,1.52,1.40
1.42,1.48,1.48,1.40
1.52,1.52,1.52,1.52
1.55,1.54,1.55,1.52
1.58,1.54,1.60,1.54
1.55,1.55,1.55,1.55
1.60,1.60,1.60,1.60
1.65,1.68,1.68,1.60
1.60,1.67,1.68,1.60
1.61,1.70,1.70,1.55
1.70,1.77,1.86,1.70
1.78,1.88,1.88,1.69
1.88,1.74,1.88,1.73
1.70,1.70,1.73,1.65
1.65,1.65,1.65,1.65
1.64,1.46,1.64,0.83
1.49,1.51,1.56,1.49
1.47,1.50,1.55,1.29
1.35,1.50,1.60,1.35
1.48,1.42,1.50,1.42
1.42,1.40,1.42,1.40
1.44,1.44,1.44,1.44
1.44,1.54,1.60,1.44
1.43,1.48,1.48,1.43
1.40,1.47,1.47,1.40
1.40,1.39,1.40,1.35
1.36,1.38,1.38,1.36
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.35,1.39,1.39,1.32
1.31,1.34,1.43,1.31
1.31,1.60,1.60,1.31
1.55,1.55,1.55,1.55
1.50,1.57,1.60,1.50
1.56,1.56,1.56,1.51
1.50,1.50,1.50,1.50
1.55,1.49,1.55,1.49
1.48,1.49,1.49,1.48
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.32,1.46,1.46,1.32
1.34,1.33,1.39,1.32
1.35,1.34,1.39,1.31
1.32,1.47,1.47,1.32
1.42,1.48,1.50,1.32
1.43,1.46,1.46,1.39
1.41,1.49,1.49,1.35
1.45,1.45,1.46,1.43
1.40,1.50,1.50,1.33
1.46,1.48,1.48,1.42
1.41,1.55,1.55,1.32
1.49,1.47,1.49,1.47
1.47,1.57,1.57,1.47
1.51,1.50,1.51,1.47
1.40,1.37,1.43,1.37
1.37,1.40,1.40,1.35
1.42,1.41,1.42,1.41
1.41,1.45,1.46,1.41
1.46,1.46,1.46,1.46
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.40,1.35,1.42,1.35
1.35,1.45,1.45,1.35
1.44,1.39,1.44,1.37
1.39,1.57,1.57,1.39
1.56,1.58,1.59,1.50
1.60,1.70,1.72,1.52
1.70,1.80,1.80,1.65
1.76,1.78,1.78,1.71
1.82,1.87,1.90,1.75
1.91,1.86,1.93,1.85
1.85,1.79,1.85,1.78
1.75,1.75,1.75,1.75
1.74,1.65,1.76,1.64
1.70,1.60,1.70,1.60
1.60,1.61,1.61,1.51
1.61,1.61,1.61,1.61
1.58,1.60,1.60,1.57
1.60,1.69,1.70,1.60
1.65,1.59,1.65,1.55
1.54,1.54,1.57,1.54
1.54,1.56,1.56,1.54
1.54,1.59,1.59,1.50
1.58,1.60,1.60,1.57
1.57,1.58,1.58,1.57
1.58,1.68,1.74,1.58
1.65,1.65,1.65,1.65
1.67,1.65,1.74,1.65
1.61,1.61,1.61,1.61
1.62,1.61,1.62,1.61
1.59,1.53,1.59,1.49
1.60,1.57,1.61,1.54
1.53,1.53,1.53,1.53
1.54,1.59,1.59,1.54
1.59,1.59,1.59,1.59
1.59,1.59,1.74,1.59
1.61,1.65,1.67,1.60
1.69,1.80,1.80,1.68
1.80,1.73,1.80,1.73
1.73,1.75,1.75,1.65
1.73,1.70,1.73,1.60
1.62,1.79,1.79,1.61
1.78,1.61,1.79,1.61
1.61,1.67,1.71,1.61
1.67,1.63,1.67,1.60
1.61,1.71,1.79,1.55
1.71,1.75,1.75,1.67
1.78,1.77,1.79,1.77
1.70,1.67,1.72,1.67
1.67,1.80,1.82,1.67
1.80,1.79,1.80,1.72
1.77,1.74,1.80,1.74
1.63,1.78,1.78,1.63
1.77,1.80,1.81,1.70
1.78,1.75,1.80,1.73
1.76,1.75,1.76,1.75
1.75,1.75,1.76,1.70
1.75,1.74,1.79,1.72
1.76,1.80,1.80,1.74
1.81,1.80,1.81,1.76
1.77,1.73,1.80,1.60
1.69,1.69,1.70,1.69
1.74,1.66,1.74,1.61
1.75,1.70,1.75,1.68
1.66,1.79,1.80,1.60
1.76,1.78,1.80,1.63
1.79,1.78,1.79,1.76
1.80,1.80,1.80,1.76
1.79,1.68,1.79,1.68
1.65,1.65,1.67,1.65
1.68,1.79,1.81,1.60
1.71,1.86,1.89,1.70
1.86,1.89,1.89,1.81
1.87,1.92,1.92,1.85
1.91,1.99,2.25,1.91
1.99,1.88,1.99,1.86
1.87,1.85,1.87,1.82
1.83,1.90,1.90,1.83
1.85,1.92,1.94,1.82
1.90,1.89,1.90,1.80
1.83,1.90,1.93,1.83
1.94,1.87,1.94,1.85
1.89,1.88,1.89,1.84
1.83,1.84,1.89,1.82
1.83,1.84,1.85,1.82
1.81,1.83,1.83,1.78
1.82,1.71,1.83,1.68
1.69,1.68,1.72,1.60
1.68,1.67,1.68,1.65
1.65,1.63,1.65,1.60
1.56,1.61,1.65,1.56
1.60,1.65,1.70,1.60
1.62,1.64,1.64,1.60
1.69,1.63,1.69,1.60
1.62,1.60,1.62,1.60
1.53,1.62,1.63,1.53
1.61,1.61,1.61,1.60
1.61,1.60,1.61,1.60
1.60,1.71,1.79,1.60
1.79,1.62,1.79,1.62
1.61,1.63,1.63,1.61
1.69,1.69,1.69,1.69
1.68,1.68,1.68,1.68
1.67,1.60,1.67,1.60
1.62,1.66,1.66,1.50
1.66,1.69,1.69,1.66
1.69,1.62,1.69,1.61
1.61,1.61,1.61,1.61
1.60,1.63,1.63,1.60
1.63,1.65,1.65,1.63
1.67,1.68,1.68,1.67
1.38,1.70,1.70,1.38
1.70,1.66,1.70,1.62
1.61,1.59,1.61,1.50
1.57,1.61,1.61,1.57
1.61,1.63,1.63,1.61
1.60,1.63,1.65,1.60
1.63,1.62,1.70,1.61
1.63,1.65,1.69,1.63
1.61,1.60,1.61,1.59
1.64,1.60,1.64,1.50
1.60,1.60,1.60,1.60
1.62,1.57,1.62,1.56
1.61,1.56,1.61,1.56
1.60,1.52,1.62,1.50
1.57,1.54,1.57,1.50
1.55,1.55,1.55,1.55
1.51,1.47,1.51,1.46
1.44,1.41,1.48,1.41
1.41,1.42,1.43,1.38
1.40,1.41,1.41,1.40
1.41,1.44,1.44,1.41
1.44,1.40,1.44,1.40
1.40,1.43,1.43,1.40
1.77,1.49,1.78,1.40
1.45,1.38,1.45,1.35
1.37,1.39,1.39,1.35
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.37,1.36
1.38,1.37,1.38,1.30
1.35,1.45,1.45,1.35
1.45,1.47,1.47,1.45
1.46,1.47,1.47,1.41
1.42,1.46,1.47,1.42
1.43,1.46,1.46,1.41
1.41,1.46,1.48,1.41
1.50,1.53,1.53,1.50
1.48,1.45,1.48,1.45
1.51,1.58,1.58,1.44
1.56,1.56,1.58,1.46
1.58,1.56,1.58,1.55
1.57,1.61,1.64,1.57
1.63,1.60,1.68,1.44
1.55,1.59,1.59,1.54
1.52,1.50,1.56,1.45
1.51,1.50,1.51,1.49
1.48,1.54,1.56,1.48
1.50,1.46,1.54,1.41
1.48,1.50,1.53,1.45
1.47,1.55,1.55,1.47
1.55,1.48,1.55,1.48
1.52,1.45,1.52,1.45
1.47,1.45,1.47,1.42
1.45,1.45,1.45,1.45
1.46,1.44,1.46,1.44
1.44,1.46,1.48,1.44
1.47,1.42,1.47,1.41
1.41,1.40,1.44,1.40
1.40,1.40,1.40,1.40
1.45,1.45,1.50,1.45
1.50,1.55,1.55,1.45
1.55,1.43,1.55,1.42
1.41,1.42,1.45,1.40
1.42,1.42,1.43,1.42
1.40,1.40,1.42,1.35
1.39,1.35,1.40,1.35
1.36,1.52,1.52,1.36
1.50,1.46,1.53,1.44
1.46,1.44,1.46,1.44
1.41,1.54,1.59,1.30
1.50,1.52,1.56,1.50
1.56,1.50,1.56,1.50
1.45,1.51,1.51,1.45
1.50,1.50,1.50,1.50
1.53,1.52,1.53,1.52
1.50,1.40,1.50,1.36
1.40,1.39,1.40,1.39
1.37,1.31,1.37,1.30
1.31,1.33,1.33,1.31
1.34,1.34,1.34,1.34
1.31,1.30,1.32,1.30
1.30,1.26,1.30,1.25
1.29,1.15,1.29,1.15
1.17,1.15,1.18,1.15
1.16,1.20,1.20,1.15
1.15,1.26,1.28,1.15
1.50,1.35,1.50,1.31
1.36,1.27,1.50,1.21
1.28,1.22,1.28,1.22
1.23,1.27,1.32,1.16
1.23,1.27,1.28,1.23
1.29,1.32,1.32,1.29
1.35,1.32,1.35,1.32
1.34,1.31,1.34,1.31
1.34,1.37,1.39,1.27
1.41,1.20,1.41,1.10
1.15,1.27,1.33,1.15
1.40,1.38,1.49,1.31
1.40,1.38,1.40,1.38
1.39,1.26,1.39,1.26
1.20,1.27,1.28,1.18
1.20,1.28,1.28,1.20
1.32,1.32,1.32,1.32
1.25,1.25,1.25,1.25
1.31,1.32,1.32,1.29
1.23,1.28,1.28,1.23
1.26,1.40,1.40,1.26
1.34,1.31,1.34,1.28
1.31,1.31,1.31,1.31
1.28,1.41,1.44,1.28
1.42,1.40,1.42,1.40
1.37,1.30,1.37,1.22
1.32,1.28,1.37,1.27
1.31,1.36,1.40,1.22
1.36,1.29,1.36,1.24
1.26,1.18,1.40,1.18
1.23,1.30,1.36,1.23
1.30,1.35,1.35,1.25
1.35,1.35,1.35,1.32
1.21,1.31,1.39,1.21
1.35,1.41,1.41,1.29
1.41,1.41,1.41,1.41
1.40,1.35,1.40,1.35
1.30,1.45,1.45,1.30
1.45,1.45,1.45,1.45
1.40,1.31,1.40,1.28
1.32,1.30,1.32,1.30
1.30,1.25,1.30,1.25
1.25,1.32,1.33,1.25
1.27,1.30,1.30,1.27
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.29,1.41,1.50,1.29
1.42,1.35,1.42,1.35
1.30,1.23,1.30,1.23
1.16,1.32,1.33,1.16
1.35,1.34,1.36,1.28
1.24,1.34,1.34,1.24
1.25,1.30,1.30,1.15
1.27,1.31,1.33,1.27
1.31,1.31,1.31,1.31
1.25,1.33,1.33,1.15
1.33,1.33,1.33,1.33
1.33,1.37,1.37,1.31
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.27,1.36,1.40,1.27
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.30,1.30,1.30,1.26
1.39,1.41,1.45,1.38
1.41,1.41,1.41,1.41
1.42,1.41,1.42,1.41
1.45,1.45,1.45,1.45
1.36,1.39,1.39,1.32
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.41,1.41,1.41,1.41
1.37,1.35,1.37,1.30
1.22,1.39,1.39,1.22
1.34,1.22,1.34,1.22
1.26,1.20,1.26,1.20
1.30,1.30,1.31,1.30
1.25,1.21,1.25,1.21
1.21,1.26,1.26,1.21
1.21,1.21,1.26,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.15,1.16,1.16,1.15
1.16,1.16,1.16,1.16
1.20,1.17,1.20,1.17
1.17,1.16,1.17,1.16
1.15,1.22,1.22,1.15
1.18,1.17,1.18,1.15
1.15,1.15,1.15,1.15
1.15,1.16,1.16,1.15
1.15,1.15,1.15,1.15
1.15,1.23,1.23,1.12
1.20,1.20,1.20,1.20
1.15,1.14,1.16,1.10
1.11,1.15,1.22,1.11
1.11,1.11,1.18,1.10
1.14,1.16,1.16,1.11
1.16,1.16,1.16,1.16
1.11,1.10,1.16,1.10
1.06,1.11,1.11,1.06
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.10,1.16,1.16,1.10
1.21,1.10,1.21,1.00
1.10,1.11,1.17,1.10
1.06,1.10,1.11,1.06
1.10,1.10,1.10,1.10
1.07,1.18,1.18,1.05
1.18,1.09,1.18,1.07
1.09,1.09,1.09,1.09
1.10,1.18,1.18,1.00
1.16,1.12,1.17,1.05
1.14,1.18,1.27,1.14
1.19,1.14,1.19,1.12
1.16,1.16,1.22,1.16
1.16,1.29,1.29,1.13
1.23,1.23,1.23,1.23
1.45,1.23,1.45,1.10
1.20,1.20,1.20,1.20
1.18,1.27,1.27,1.18
1.28,1.28,1.29,1.28
1.33,1.46,1.46,1.30
1.37,1.37,1.44,1.34
1.32,1.31,1.36,1.30
1.35,1.32,1.40,1.30
1.32,1.32,1.32,1.32
1.38,1.62,1.62,1.38
1.59,1.65,1.65,1.56
1.56,1.45,1.56,1.40
1.44,1.52,1.52,1.37
1.62,1.40,1.62,1.39
1.46,1.64,1.64,1.43
1.58,1.60,1.64,1.39
1.56,1.59,1.59,1.56
1.57,1.59,1.59,1.57
1.46,1.48,1.49,1.34
1.41,1.41,1.41,1.41
1.35,1.29,1.36,1.26
1.29,1.33,1.33,1.27
1.26,1.29,1.29,1.23
1.24,1.23,1.24,1.23
1.20,1.35,1.35,1.19
1.38,1.23,1.38,1.17
1.24,1.28,1.32,1.10
1.28,1.28,1.28,1.28
1.17,1.26,1.26,1.16
1.27,1.27,1.27,1.27
1.25,1.20,1.31,1.20
1.20,1.20,1.20,1.20
1.18,1.23,1.23,1.18
1.21,1.18,1.21,1.12
1.18,1.07,1.18,1.01
1.15,1.27,1.30,1.15
1.28,1.33,1.40,1.28
1.40,1.38,1.40,1.38
1.34,1.29,1.34,1.26
1.29,1.29,1.29,1.29
1.29,1.31,1.31,1.29
1.31,1.31,1.31,1.31
1.22,1.16,1.24,1.16
1.15,1.16,1.16,1.15
1.11,1.20,1.20,1.11
1.17,1.17,1.17,1.15
1.16,1.12,1.16,1.12
1.15,1.15,1.15,1.15
1.17,1.15,1.18,1.15
1.21,1.30,1.40,1.21
1.25,1.30,1.30,1.25
1.18,1.24,1.25,1.12
1.28,1.35,1.43,1.26
1.30,1.23,1.30,1.23
1.17,1.28,1.28,1.15
1.28,1.28,1.28,1.28
1.15,1.13,1.25,1.11
1.15,1.16,1.16,1.14
1.13,1.12,1.13,1.10
1.12,1.12,1.12,1.12
1.15,1.15,1.15,1.14
1.15,1.15,1.15,1.15
1.13,1.15,1.15,1.12
1.11,1.15,1.15,1.11
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.14,1.11,1.14,1.10
1.11,1.13,1.13,1.11
1.10,1.10,1.10,1.10
1.10,1.12,1.60,1.10
1.14,1.21,1.28,1.14
1.21,1.21,1.21,1.21
1.24,1.26,1.30,1.21
1.21,1.15,1.21,1.15
1.13,1.13,1.14,1.12
1.20,1.17,1.20,1.17
1.10,1.11,1.11,1.01
1.11,1.11,1.11,1.11
1.09,1.09,1.09,1.09
1.09,1.13,1.13,1.04
1.11,1.10,1.11,1.08
1.08,1.01,1.08,1.00
1.06,1.00,1.08,1.00
1.06,1.08,1.08,1.06
1.08,1.08,1.08,1.08
1.08,1.08,1.09,1.07
1.02,1.01,1.02,1.00
1.00,1.05,1.08,1.00
1.03,1.00,1.05,1.00
1.01,1.00,1.05,1.00
1.01,1.01,1.01,1.01
1.05,1.05,1.05,1.04
1.00,1.01,1.01,1.00
1.07,1.07,1.07,1.07
1.00,1.00,1.00,1.00
1.00,1.00,1.05,0.97
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.95,0.95,0.95,0.95
0.95,0.95,1.01,0.95
0.95,0.95,0.95,0.95
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.95,0.95,0.95,0.95
0.95,0.97,0.97,0.91
0.91,0.95,0.95,0.90
0.98,0.95,1.00,0.95
0.99,0.99,0.99,0.99
0.93,0.90,0.94,0.90
0.91,1.00,1.00,0.91
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.95,0.93,1.00,0.93
0.95,0.97,1.00,0.95
0.95,0.98,0.98,0.93
0.93,0.98,0.98,0.93
0.98,0.98,0.98,0.98
0.90,0.97,1.07,0.90
1.03,1.03,1.03,1.03
1.03,1.03,1.08,1.03
1.03,0.92,1.03,0.92
1.00,1.00,1.00,0.93
1.07,1.18,1.18,1.07
1.18,1.18,1.18,1.18
0.90,1.20,1.23,0.90
1.27,1.16,1.27,1.16
1.06,1.06,1.06,1.06
1.07,1.06,1.10,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
0.98,1.00,1.02,0.98
1.00,1.01,1.01,1.00
1.01,1.01,1.01,1.01
0.96,1.01,1.01,0.96
0.96,1.07,1.08,0.96
1.07,1.07,1.07,1.07
0.96,0.96,0.96,0.96
0.96,0.96,0.96,0.96
0.98,1.05,1.08,0.98
1.11,1.20,1.20,1.11
1.15,1.15,1.15,1.04
1.15,1.15,1.15,1.06
1.08,1.11,1.15,1.06
1.06,1.16,1.20,1.06
1.16,1.13,1.40,0.98
1.04,1.10,1.16,1.01
1.10,1.16,1.16,1.05
1.21,1.16,1.21,1.06
1.16,1.16,1.16,1.16
1.12,1.04,1.12,1.04
1.10,1.08,1.10,1.08
1.08,1.08,1.08,1.08
1.10,1.13,1.13,1.07
1.11,1.16,1.16,1.10
1.10,1.20,1.22,1.10
1.08,1.09,1.23,1.08
1.09,1.09,1.09,1.09
1.08,1.10,1.17,1.08
1.20,1.13,1.20,1.13
1.09,1.10,1.10,1.08
1.10,1.05,1.15,1.05
1.07,1.03,1.13,1.03
1.06,1.15,1.20,1.06
1.16,1.21,1.23,1.15
1.19,1.19,1.19,1.09
1.10,1.10,1.20,1.09
1.05,1.06,1.25,0.92
1.16,1.18,1.19,1.13
1.11,1.07,1.11,1.05
1.07,1.07,1.07,1.07
1.05,1.07,1.07,1.05
1.16,1.14,1.24,1.14
1.23,1.23,1.25,1.19
1.15,1.20,1.20,1.15
1.14,1.20,1.21,1.01
1.09,1.09,1.09,1.09
1.10,1.14,1.14,1.05
1.13,1.15,1.20,1.05
1.06,1.20,1.20,1.06
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.15,1.23,1.08
1.13,1.14,1.23,1.07
1.11,1.10,1.11,1.10
1.15,1.13,1.15,1.06
1.07,1.12,1.12,1.07
1.07,1.12,1.12,1.07
1.14,1.14,1.14,1.14
1.14,1.14,1.14,1.14
1.06,1.15,1.15,1.05
1.13,1.16,1.19,1.13
1.13,1.13,1.13,1.13
1.14,1.18,1.18,1.14
1.12,1.08,1.12,1.08
1.08,1.14,1.20,1.08
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.13,1.18,1.18,1.11
1.18,1.18,1.18,1.18
1.09,1.15,1.15,1.09
1.07,1.05,1.07,0.90
0.99,1.12,1.19,0.99
1.09,1.08,1.09,1.08
1.09,1.09,1.09,1.09
1.05,1.05,1.06,1.00
1.15,1.06,1.15,1.00
1.00,1.07,1.07,1.00
1.00,1.10,1.10,0.91
1.02,1.09,1.09,1.02
1.10,1.09,1.10,1.00
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.11,1.11,1.10
1.11,1.11,1.11,1.11
1.04,1.04,1.04,1.04
1.05,1.12,1.15,1.05
1.12,1.12,1.12,1.12
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
0.98,0.94,1.00,0.90
0.91,0.97,1.04,0.91
1.01,1.04,1.05,1.01
1.05,0.96,1.08,0.95
0.95,0.95,0.99,0.90
0.90,0.91,0.95,0.90
0.94,0.92,0.94,0.91
0.92,0.91,0.92,0.91
0.86,0.94,0.94,0.86
0.88,0.90,0.90,0.88
0.90,0.94,0.94,0.90
0.88,0.94,0.94,0.88
0.94,0.94,0.94,0.94
0.90,0.90,0.93,0.87
0.90,0.90,0.90,0.90
0.90,0.90,0.91,0.90
0.90,0.83,0.90,0.75
0.81,0.81,0.99,0.76
0.84,0.87,0.87,0.84
0.78,0.95,0.95,0.78
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.90,0.93,0.93,0.89
0.89,0.89,0.93,0.89
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.90,0.93,0.93,0.90
0.93,0.93,0.93,0.93
0.94,0.94,0.94,0.94
0.87,0.89,0.89,0.87
0.90,0.98,0.98,0.83
0.98,0.88,0.98,0.88
0.89,0.94,0.94,0.89
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.91,0.91,0.91,0.91
0.94,0.93,0.94,0.93
0.97,0.97,0.97,0.97
0.96,0.96,0.96,0.96
0.94,0.95,0.95,0.88
0.95,0.95,0.95,0.95
0.94,0.98,0.98,0.94
0.98,0.98,0.98,0.98
0.90,0.95,0.95,0.90
0.84,0.89,0.90,0.84
0.87,0.95,0.95,0.86
0.88,0.98,0.98,0.86
0.98,0.98,0.98,0.98
0.98,1.00,1.00,0.97
1.02,1.02,1.02,1.02
0.98,1.03,1.03,0.98
1.00,1.00,1.00,1.00
0.94,0.92,0.95,0.91
0.86,0.96,0.96,0.86
0.90,0.95,0.98,0.90
0.99,1.00,1.01,0.99
1.00,1.00,1.00,1.00
0.91,0.90,0.91,0.90
0.98,1.00,1.00,0.98
0.99,0.99,0.99,0.99
0.92,1.00,1.00,0.90
1.00,1.00,1.00,0.92
0.93,1.00,1.00,0.93
1.00,1.00,1.02,1.00
0.98,0.99,1.03,0.95
1.02,1.06,1.06,0.99
1.06,0.90,1.06,0.90
0.91,0.94,0.94,0.91
0.94,0.95,0.95,0.91
1.00,1.05,1.05,0.96
1.05,1.14,1.19,1.05
1.15,1.21,1.21,1.15
1.24,1.23,1.25,1.21
1.23,1.20,1.23,1.20
1.20,1.22,1.24,1.20
1.20,1.22,1.22,1.20
1.22,1.23,1.29,1.22
1.20,1.21,1.25,1.20
1.15,1.06,1.22,1.06
1.15,1.05,1.29,1.05
1.10,1.00,1.10,0.99
1.19,1.09,1.20,0.91
1.15,1.23,1.30,1.12
1.22,1.28,1.30,1.22
1.25,1.27,1.30,1.25
1.26,1.22,1.28,1.18
1.27,1.27,1.30,1.27
1.30,1.25,1.30,1.25
1.28,1.20,1.28,1.18
1.20,1.18,1.22,1.18
1.27,1.21,1.28,1.18
1.17,1.22,1.23,1.11
1.22,1.22,1.22,1.22
1.20,1.16,1.21,1.14
1.15,1.17,1.18,1.10
1.15,1.24,1.24,1.12
1.21,1.21,1.25,1.20
1.22,1.22,1.22,1.22
1.25,1.22,1.30,1.22
1.22,1.22,1.28,1.21
1.22,1.22,1.22,1.22
1.19,1.28,1.28,1.16
1.29,1.25,1.29,1.25
1.20,1.22,1.25,1.20
1.10,1.22,1.27,1.10
1.24,1.25,1.28,1.22
1.24,1.24,1.28,1.13
1.18,1.34,1.35,1.18
1.40,1.40,1.50,1.30
1.40,1.42,1.45,1.40
1.45,1.46,1.49,1.42
1.42,1.35,1.48,1.33
1.35,1.35,1.35,1.35
1.35,1.32,1.35,1.10
1.23,1.27,1.35,1.15
1.26,1.26,1.31,1.26
1.22,1.18,1.22,1.18
1.19,1.27,1.27,1.15
1.31,1.30,1.34,1.30
1.30,1.26,1.32,1.19
1.26,1.29,1.29,1.22
1.29,1.29,1.29,1.29
1.20,1.28,1.28,1.17
1.32,1.30,1.32,1.27
1.24,1.20,1.24,1.19
1.22,1.21,1.23,1.20
1.19,1.19,1.19,1.15
1.17,1.16,1.28,1.16
1.16,1.29,1.29,1.16
1.29,1.25,1.29,1.25
1.27,1.28,1.30,1.27
1.31,1.35,1.35,1.30
1.36,1.39,1.40,1.32
1.33,1.41,1.41,1.33
1.41,1.40,1.44,1.34
1.40,1.45,1.45,1.40
1.37,1.45,1.47,1.37
