RVP,Retractable Technologies,NASDAQ
1.16,1.11,1.19,1.06
1.16,1.09,1.23,1.04
1.09,1.08,1.10,0.98
1.10,1.02,1.10,0.98
0.99,0.98,1.02,0.98
0.98,0.97,1.05,0.97
0.97,0.90,1.00,0.90
0.92,0.95,0.95,0.90
0.92,0.89,0.93,0.89
0.89,0.95,0.95,0.88
0.95,0.90,0.96,0.90
0.91,1.04,1.06,0.90
1.08,1.05,1.08,0.97
1.04,0.96,1.04,0.95
1.00,0.98,1.00,0.96
0.97,0.93,0.99,0.92
0.95,0.93,0.95,0.92
0.92,0.97,1.04,0.92
0.97,0.97,1.00,0.97
0.98,0.95,1.01,0.95
0.95,0.94,0.99,0.92
0.96,0.94,0.96,0.92
0.93,0.94,0.96,0.92
0.92,0.94,0.95,0.88
0.92,0.89,0.92,0.88
0.89,0.91,0.92,0.88
