LONE,Lonestar Resources US Inc. - Class A Common Stock,NASDAQ
9.30,8.32,9.35,8.31
8.76,8.31,9.05,8.20
8.25,8.02,8.40,8.00
8.00,7.55,8.03,7.22
7.59,7.30,7.89,7.10
7.30,6.88,7.81,6.75
6.94,7.09,7.39,6.62
7.00,6.72,7.10,6.47
6.78,6.15,6.91,6.00
6.08,5.81,6.10,5.74
5.92,6.23,6.23,5.86
6.01,6.36,6.50,6.01
6.36,6.70,7.03,6.36
6.70,7.44,7.74,6.70
7.30,7.70,7.87,7.30
7.68,7.62,7.80,7.50
7.75,7.67,7.85,7.50
7.70,7.74,7.80,7.65
7.98,7.76,7.98,7.71
7.80,8.54,8.81,7.71
8.22,8.14,8.64,6.80
8.07,8.10,8.46,7.82
8.08,8.40,8.69,7.72
8.37,8.32,8.57,8.05
8.70,8.06,8.70,7.93
8.06,7.74,8.11,7.56
7.86,7.84,8.18,7.51
7.85,6.96,7.85,6.95
7.35,7.14,7.51,7.06
