MA,Mastercard Incorporated Common Stock,NASDAQ
312.21,338.47,340.42,311.54
333.83,322.60,335.61,322.60
328.77,326.54,330.94,313.34
314.87,291.96,322.30,291.67
299.92,322.81,322.81,294.54
314.01,303.71,321.20,303.61
309.23,327.39,330.00,305.90
329.00,328.07,332.72,318.18
331.02,335.00,338.50,326.06
333.82,335.00,338.00,328.45
337.12,326.22,337.54,323.10
317.54,304.91,320.00,302.71
301.29,300.16,310.30,300.00
307.94,306.00,308.70,301.40
308.73,322.39,322.49,304.26
322.31,325.20,329.81,318.95
326.10,322.86,329.49,320.96
320.83,325.33,327.01,313.37
329.47,327.37,333.95,321.82
325.33,329.73,331.80,321.01
332.94,329.71,335.75,326.13
330.13,330.06,335.17,328.49
322.65,320.68,326.62,320.05
313.08,323.00,323.32,311.52
328.14,339.10,339.34,327.34
337.25,337.91,345.13,335.38
336.18,322.02,337.61,321.88
319.95,322.04,325.49,314.70
322.36,328.86,328.89,320.05
330.03,337.23,338.66,326.39
338.75,347.94,349.56,330.53
349.83,346.95,352.00,338.19
341.55,347.98,352.00,338.93
348.30,353.78,361.94,348.30
354.56,340.97,356.48,340.93
332.04,330.96,338.02,323.23
330.08,337.03,338.14,328.22
339.84,334.40,343.96,331.13
339.08,338.11,341.99,333.47
338.06,329.82,340.00,329.15
336.38,328.37,337.79,321.47
324.02,317.16,324.23,312.48
314.50,310.88,324.00,310.10
307.97,307.66,308.67,293.01
308.03,313.33,313.78,302.28
312.51,316.26,318.91,309.21
317.53,311.46,319.25,309.29
315.53,325.81,325.82,315.53
323.12,329.51,333.17,322.00
334.41,327.99,337.37,327.10
327.10,335.99,339.15,326.55
338.30,341.58,344.92,337.32
340.84,335.12,342.16,333.78
335.61,339.89,341.48,331.16
340.00,323.77,340.11,323.61
326.47,325.68,329.37,322.49
329.73,333.40,333.61,326.60
332.80,340.69,341.10,332.80
338.13,327.51,339.83,327.00
332.60,329.06,332.98,324.58
336.01,349.15,349.59,331.19
346.58,354.58,355.00,346.17
351.15,347.24,356.00,346.09
336.74,334.30,341.00,333.36
361.05,357.66,364.80,351.43
355.35,366.59,367.99,355.01
364.84,360.09,368.99,359.10
361.97,365.91,365.95,358.74
368.12,368.07,368.99,363.05
361.69,357.44,366.44,357.44
362.21,360.11,362.71,355.37
362.56,370.15,370.37,362.54
366.27,367.27,373.20,366.01
367.43,371.33,373.55,367.00
368.52,361.00,369.83,361.00
361.93,359.39,366.79,356.63
361.58,360.42,362.00,356.00
355.01,351.80,356.81,348.81
352.05,354.55,358.35,352.00
353.34,347.05,354.71,346.57
345.30,346.20,351.57,345.00
355.92,359.25,359.99,354.80
360.05,357.68,361.46,355.00
368.02,374.55,374.70,366.05
372.41,380.96,381.96,372.41
383.70,378.38,384.99,378.38
382.99,372.84,383.35,370.01
372.05,371.30,374.98,370.17
371.16,374.35,374.98,366.36
373.31,369.31,378.11,368.87
373.45,377.42,379.30,369.83
373.98,371.28,375.31,369.08
374.64,368.94,374.95,366.23
366.05,361.12,367.08,360.00
367.94,359.21,367.96,358.97
360.13,362.16,365.95,358.29
362.70,358.74,368.00,358.00
363.31,373.91,374.17,360.01
373.14,374.18,374.50,366.69
374.69,371.25,376.56,367.59
373.31,378.15,378.15,371.76
378.79,374.75,381.32,374.15
376.90,373.78,376.90,371.39
373.99,378.27,378.40,373.66
377.99,372.82,378.19,372.82
378.37,368.37,378.64,365.61
364.97,356.25,366.74,352.57
353.80,352.41,355.63,350.55
353.36,342.92,354.00,341.78
344.87,345.82,347.82,342.09
348.75,348.83,351.28,345.24
339.98,341.47,345.56,339.05
341.50,343.30,344.85,339.56
341.59,339.08,345.97,337.32
341.07,345.97,347.00,340.51
345.99,352.38,354.51,345.67
355.49,352.90,356.00,350.52
349.97,340.66,350.00,337.50
339.95,339.06,343.90,336.26
338.46,342.68,344.60,337.30
342.16,348.77,349.88,341.00
349.01,347.83,354.94,347.22
347.75,348.79,351.70,345.61
346.97,351.97,352.37,346.25
355.37,355.57,358.65,352.44
358.24,357.62,361.23,356.00
367.16,381.57,384.25,367.16
382.05,390.32,391.30,382.05
393.00,391.31,393.00,387.00
391.99,392.91,394.48,388.65
393.02,394.91,395.16,390.25
399.97,396.40,401.79,394.27
394.00,396.14,396.98,392.41
399.52,396.65,400.00,395.32
396.47,395.55,396.55,393.82
398.80,392.96,399.73,392.65
394.10,393.15,395.87,389.77
394.72,396.00,396.99,392.29
395.45,399.55,400.79,394.01
397.98,406.83,408.54,397.98
406.79,406.10,407.77,404.23
408.32,415.61,418.76,406.19
412.33,421.40,422.08,410.97
421.47,423.97,426.00,420.01
424.13,420.00,428.57,417.61
422.49,420.43,423.28,417.00
416.50,412.78,419.47,412.68
414.52,417.62,419.30,412.13
410.97,408.34,412.13,406.28
411.31,411.74,414.99,410.65
414.46,417.26,418.93,413.55
418.17,419.52,421.07,415.51
418.07,419.86,423.63,417.53
422.00,423.22,423.34,416.80
422.42,421.42,426.13,418.66
421.42,419.55,422.99,418.00
418.69,420.17,421.37,418.08
419.77,425.09,428.10,419.22
423.18,418.98,423.92,417.64
420.05,417.94,422.97,417.89
417.45,416.84,421.33,415.01
416.22,424.01,426.36,416.22
427.29,435.68,437.56,425.01
435.51,430.66,435.90,430.66
433.80,427.52,434.74,424.81
424.62,428.22,428.32,421.58
428.63,420.54,428.71,420.00
421.84,432.05,434.34,419.00
431.71,438.02,440.60,429.04
434.39,430.94,436.50,426.13
430.48,439.85,442.20,428.69
432.94,439.29,442.88,432.15
439.29,424.73,440.95,424.19
429.57,430.04,432.42,427.22
430.51,433.98,434.22,429.70
433.63,440.46,443.80,430.99
440.87,432.66,441.47,429.01
434.82,438.43,439.24,434.48
437.31,436.70,440.97,435.97
437.18,436.82,440.79,432.34
440.01,440.44,443.29,437.48
436.01,430.26,437.43,420.75
430.24,430.30,435.87,426.68
434.68,445.06,445.06,431.74
444.49,453.98,456.49,444.49
458.11,457.58,462.34,455.51
459.40,452.27,460.31,451.34
455.85,455.90,466.98,453.67
446.69,451.45,458.20,440.00
453.00,442.43,454.77,439.69
437.00,439.69,441.91,433.84
434.65,436.12,442.82,434.65
434.01,431.64,436.15,423.05
425.82,422.83,432.04,421.00
425.80,422.98,429.35,418.27
420.00,422.40,427.62,419.00
418.17,414.44,421.00,414.44
414.72,414.47,419.97,413.37
418.88,409.37,420.50,408.68
413.80,398.58,413.80,398.50
402.02,394.56,404.57,394.56
396.00,410.58,410.79,394.20
410.21,413.44,418.30,408.26
411.15,417.09,417.14,406.57
420.06,419.83,428.77,416.10
416.55,413.96,421.95,412.12
417.33,416.05,419.75,413.19
410.90,411.58,415.63,409.30
412.30,406.51,412.99,399.01
398.61,391.78,399.24,389.90
391.70,400.26,401.52,390.10
401.03,408.20,409.79,400.24
414.57,419.98,419.98,412.77
424.51,415.71,425.07,413.98
412.45,416.55,416.61,410.91
420.50,413.84,421.25,413.51
414.00,417.75,419.90,410.94
415.08,409.75,418.17,408.00
409.64,419.05,419.98,409.54
422.75,426.69,426.69,419.95
424.93,425.62,427.99,422.30
428.99,427.57,429.80,425.75
427.83,428.81,429.99,421.12
428.80,421.17,432.70,421.04
421.58,435.08,435.08,420.60
432.85,428.52,434.31,428.52
429.75,432.22,434.32,427.03
433.18,431.92,435.73,431.15
429.29,421.30,430.38,416.76
427.46,430.11,430.23,425.63
435.07,439.90,439.93,430.16
439.55,441.77,443.40,436.80
440.44,444.05,445.00,438.43
441.03,441.63,445.25,439.44
434.33,431.27,434.98,423.30
431.80,420.25,436.43,420.12
418.95,419.89,420.31,412.84
416.05,424.25,426.58,414.47
425.22,429.60,430.25,423.96
439.77,436.89,448.00,435.74
438.32,435.68,440.00,430.07
433.36,436.82,439.45,432.00
438.24,427.94,438.99,427.94
424.90,423.15,426.87,421.43
416.27,415.98,418.60,411.28
417.28,409.89,417.78,404.70
413.00,412.33,415.00,406.49
418.82,423.77,427.44,417.62
423.81,436.75,436.75,423.22
436.20,441.15,446.75,436.20
443.02,436.57,443.26,433.16
424.09,427.20,432.99,420.00
425.77,423.43,429.08,418.10
428.43,424.13,429.00,423.00
424.20,419.85,427.56,419.00
421.29,416.40,422.85,413.18
415.97,424.45,427.00,415.17
424.05,425.94,427.86,420.64
423.36,426.03,427.86,423.35
424.57,425.63,426.76,422.12
427.05,428.08,433.15,426.34
428.08,427.09,431.10,426.20
427.24,428.52,430.90,426.03
427.95,426.81,429.46,425.16
427.10,427.20,428.60,423.69
427.03,423.31,429.81,422.45
421.10,421.20,425.72,418.83
420.93,418.33,422.80,416.67
418.60,422.45,423.47,417.67
422.49,423.42,426.20,420.52
422.62,424.60,425.90,422.62
424.98,425.82,426.47,421.74
422.53,420.95,423.95,420.27
422.30,422.90,423.63,419.01
417.54,424.38,426.00,417.54
423.94,422.10,425.42,420.36
425.00,432.60,432.60,422.56
432.89,436.20,436.79,431.07
436.62,437.49,441.20,436.33
438.00,442.87,445.90,437.50
445.99,446.41,448.33,443.75
446.40,455.26,456.59,445.92
455.06,454.18,456.66,452.00
454.32,453.50,456.30,452.50
453.00,452.98,454.99,450.74
452.86,451.89,455.40,451.70
447.53,454.18,459.32,447.25
459.31,459.52,461.79,456.85
457.50,455.29,457.50,453.08
457.60,451.52,457.73,451.29
451.32,445.84,452.01,445.77
447.60,452.17,452.17,446.98
451.13,451.48,452.53,448.64
453.18,456.89,460.13,452.50
456.96,457.65,458.80,454.01
459.00,473.76,474.68,457.67
472.75,474.88,475.00,471.41
478.00,475.27,483.00,472.87
474.24,471.93,475.48,469.82
472.26,464.88,473.00,461.27
464.99,462.09,465.17,460.48
467.18,472.57,475.82,465.02
472.70,473.36,476.04,469.47
472.34,475.82,476.95,471.75
479.28,479.01,481.51,476.09
485.99,483.00,486.08,479.16
482.47,475.83,485.65,474.37
474.63,470.06,476.81,467.90
472.98,466.93,472.98,462.00
462.55,459.86,464.75,458.00
464.75,454.54,465.02,453.00
456.50,449.36,458.58,447.38
449.36,452.98,457.70,448.21
452.52,460.93,465.00,451.18
463.41,468.69,474.99,462.07
471.54,469.45,476.99,468.68
467.26,465.65,470.96,464.68
468.56,471.78,472.89,467.19
470.00,464.70,471.19,461.51
464.32,461.80,468.21,461.80
458.52,464.66,468.70,458.48
465.68,470.00,470.97,463.07
467.10,471.22,476.92,464.74
472.67,463.31,473.99,462.33
462.93,457.16,462.93,453.57
458.46,464.59,470.46,456.01
469.40,478.68,478.68,468.39
479.05,477.57,482.58,472.22
478.42,479.43,480.70,477.55
480.85,481.24,482.00,478.00
480.18,480.03,482.78,478.29
480.09,478.49,483.68,477.90
475.73,481.51,481.58,474.77
484.20,486.21,490.75,483.24
485.78,488.68,489.86,483.84
491.00,486.65,494.51,485.57
487.63,483.42,488.00,480.58
483.00,478.00,484.00,474.40
475.75,480.88,480.88,473.86
481.65,476.09,482.84,476.01
480.36,479.60,480.46,475.48
480.00,481.52,485.00,479.15
482.00,483.44,487.38,480.20
485.91,484.43,487.60,482.52
481.22,482.30,484.80,480.27
483.42,489.32,489.90,481.08
490.00,492.88,494.98,487.81
494.80,489.39,494.89,488.92
492.23,498.53,498.62,489.47
493.00,493.57,496.89,488.27
492.86,495.02,496.25,492.48
494.53,486.20,495.94,485.00
486.01,487.87,492.86,481.12
485.00,483.08,488.65,482.85
483.37,491.28,491.92,482.90
506.30,510.27,510.27,501.00
510.46,511.00,515.46,508.15
511.15,510.98,512.20,507.00
512.50,519.53,521.30,511.66
520.03,517.82,521.05,514.94
525.20,532.39,532.39,522.67
532.47,527.65,532.47,524.29
527.51,528.68,529.79,525.52
529.55,523.51,529.98,521.23
522.24,522.80,523.40,519.20
516.43,521.29,522.55,515.03
524.67,523.35,526.67,521.30
519.56,521.00,521.50,513.42
524.79,519.76,524.79,514.63
519.61,517.56,522.46,515.12
517.93,522.26,525.70,517.73
522.80,519.42,522.80,517.24
520.94,514.12,520.94,513.46
514.12,518.48,520.75,514.05
516.64,516.00,521.60,513.90
532.00,518.40,535.35,513.00
520.81,518.71,522.54,513.69
516.29,514.22,518.00,512.09
520.37,520.69,522.02,516.80
520.15,523.55,523.87,518.10
521.90,519.55,523.30,516.25
518.46,524.47,524.47,518.31
525.62,520.85,526.16,519.23
520.86,519.64,522.13,518.51
521.25,519.21,521.90,516.18
516.15,522.16,523.26,516.15
516.31,523.13,524.94,516.31
525.00,522.86,526.49,520.96
522.00,512.91,524.21,512.91
514.00,519.59,520.93,510.56
522.91,523.83,524.43,517.29
525.34,510.90,526.00,510.90
513.54,509.70,515.77,507.36
510.96,515.19,516.17,507.97
515.19,517.82,521.37,513.39
515.00,518.30,519.51,513.29
515.98,521.41,522.41,515.76
522.53,527.10,530.78,521.85
525.52,527.58,531.23,523.35
527.72,526.67,530.00,525.70
530.05,529.23,530.32,524.46
529.58,530.89,532.47,528.41
529.87,523.16,530.99,522.23
522.33,527.48,528.37,521.12
528.55,527.18,531.25,526.71
525.99,519.37,528.83,518.22
515.31,515.01,519.66,514.73
516.22,511.60,517.84,508.16
516.00,518.62,518.70,514.35
516.44,514.01,517.72,513.22
515.82,517.50,518.78,515.53
520.25,519.99,523.96,518.77
523.00,535.47,537.19,522.22
532.21,538.03,540.73,530.38
538.40,541.13,541.96,536.90
542.44,537.23,546.90,536.00
540.70,540.59,543.99,539.02
540.85,533.25,542.96,530.39
532.75,534.22,535.64,530.14
527.04,531.60,532.40,526.99
530.69,534.37,535.66,529.78
534.00,527.64,534.35,523.15
529.67,534.43,537.98,528.43
534.42,541.24,542.32,532.57
534.65,532.99,536.42,529.61
530.23,521.71,533.85,521.71
523.11,531.58,531.58,522.06
527.25,525.76,530.86,524.68
525.75,521.00,526.48,521.00
522.83,521.96,523.71,518.56
522.05,522.11,523.69,518.79
525.94,531.00,531.19,523.59
531.97,532.02,534.75,531.23
534.13,535.14,539.00,525.15
534.22,535.33,538.16,533.47
537.48,539.01,539.99,535.35
539.79,552.93,552.93,539.57
538.77,539.82,544.85,536.02
536.00,545.53,547.33,535.69
551.74,553.55,557.66,550.63
553.60,547.73,556.77,547.03
548.08,551.26,551.93,545.44
551.17,553.72,554.96,548.28
552.95,551.88,556.17,549.89
553.79,555.13,557.54,533.79
553.00,555.84,558.41,553.00
557.86,569.68,571.25,556.42
570.34,574.36,574.95,569.16
572.87,570.14,573.66,570.14
574.36,584.78,585.00,572.25
583.14,583.34,588.54,582.02
584.53,584.85,589.00,582.40
587.00,576.71,588.29,576.14
569.77,569.73,576.99,568.38
566.75,571.46,572.87,563.32
580.00,575.74,585.27,575.72
572.32,573.01,576.21,570.45
573.55,576.16,582.64,572.01
575.20,570.25,580.60,569.61
571.34,575.91,575.91,568.66
575.48,568.22,576.90,563.99
565.00,559.57,568.21,559.28
557.75,564.95,565.16,557.10
567.75,566.25,569.37,563.67
567.60,565.78,569.09,562.66
562.17,560.44,565.24,560.00
564.77,557.98,565.11,557.98
557.56,573.72,575.54,557.06
574.01,571.16,574.78,569.20
574.07,578.19,580.98,574.07
581.55,584.41,584.88,580.23
585.54,586.37,591.89,585.28
