TWMC,Trans World Entertainment Corp. - Common Stock,NASDAQ
1.91,1.93,1.94,1.74
1.93,2.00,2.03,1.89
1.98,2.02,2.02,1.89
1.99,2.03,2.03,1.93
2.00,1.95,2.00,1.87
1.90,1.94,2.03,1.88
1.97,1.99,2.04,1.94
1.94,1.94,2.00,1.90
1.94,1.82,1.94,1.82
1.85,1.80,1.86,1.72
1.75,1.74,1.80,1.67
1.66,1.70,1.75,1.62
1.67,1.69,1.71,1.64
1.71,1.71,1.71,1.66
1.72,1.67,1.74,1.65
1.65,1.66,1.70,1.61
1.66,1.66,1.68,1.66
1.69,1.68,1.69,1.63
1.68,1.68,1.76,1.65
1.71,1.75,1.76,1.71
1.73,1.76,1.76,1.73
1.77,1.82,1.82,1.77
1.83,1.87,1.87,1.81
1.85,1.92,1.98,1.85
1.92,1.82,1.92,1.82
1.82,1.82,1.82,1.82
1.88,1.83,1.88,1.79
1.77,1.83,1.83,1.75
1.78,1.92,1.92,1.78
1.88,1.93,1.93,1.88
1.93,1.92,1.93,1.91
1.90,1.93,1.94,1.90
1.87,1.85,1.91,1.84
1.84,1.78,1.84,1.74
1.78,1.75,1.79,1.73
1.76,1.77,1.82,1.74
1.79,1.80,1.80,1.79
1.81,1.81,1.83,1.81
1.83,1.77,1.83,1.77
1.80,1.83,1.83,1.80
1.80,1.77,1.82,1.75
1.75,1.75,1.78,1.74
1.79,1.77,1.79,1.76
1.74,1.68,1.74,1.64
1.68,1.72,1.73,1.68
1.76,1.74,1.76,1.74
1.70,1.57,1.70,1.57
1.58,1.66,1.67,1.58
1.68,1.66,1.72,1.65
1.68,1.52,1.68,1.51
1.50,1.54,1.60,1.50
1.58,1.57,1.62,1.56
1.63,1.62,1.65,1.61
1.65,1.65,1.68,1.65
1.66,1.63,1.66,1.63
1.66,1.74,1.74,1.66
1.70,1.78,1.81,1.70
1.75,1.74,1.84,1.74
1.71,1.68,1.71,1.68
1.67,1.68,1.70,1.64
1.73,1.72,1.74,1.70
1.78,1.75,1.78,1.68
1.72,1.76,1.78,1.71
1.77,1.78,1.79,1.76
1.75,1.71,1.79,1.71
1.76,1.77,1.80,1.71
1.79,1.82,1.82,1.78
1.77,1.79,1.80,1.76
1.82,1.80,1.82,1.79
1.80,1.80,1.80,1.80
1.76,1.79,1.83,1.76
1.80,1.79,1.80,1.79
1.75,1.76,1.78,1.75
1.81,1.72,1.82,1.62
1.73,1.69,1.73,1.69
1.71,1.68,1.71,1.67
1.65,1.57,1.65,1.54
1.57,1.50,1.58,1.50
1.51,1.52,1.56,1.48
1.57,1.62,1.62,1.55
1.64,1.78,1.78,1.64
1.71,1.83,1.86,1.69
1.82,1.74,1.83,1.73
1.75,1.80,1.84,1.75
1.84,1.85,1.85,1.82
1.87,1.81,1.87,1.78
1.81,1.84,1.84,1.76
1.86,1.88,1.88,1.84
1.87,1.86,1.88,1.86
1.80,1.82,1.82,1.80
1.82,1.82,1.82,1.80
1.80,1.81,1.82,1.77
1.78,1.80,1.81,1.75
1.80,1.81,1.84,1.78
1.82,1.80,1.82,1.73
1.79,1.81,1.82,1.77
1.81,1.82,1.84,1.76
1.80,1.78,1.80,1.78
1.81,1.78,1.81,1.78
1.77,1.78,1.78,1.73
1.76,1.80,1.84,1.76
1.65,1.77,1.84,1.64
1.76,1.79,1.82,1.75
1.74,1.76,1.81,1.70
1.76,1.75,1.76,1.75
1.76,1.80,1.80,1.76
1.80,1.78,1.81,1.76
1.78,1.78,1.78,1.78
1.71,1.76,1.80,1.71
1.74,1.73,1.74,1.73
1.71,1.80,1.80,1.65
1.74,1.75,1.75,1.60
1.68,1.73,1.77,1.63
1.73,1.73,1.76,1.71
1.73,1.73,1.73,1.73
1.72,1.72,1.72,1.72
1.80,1.74,1.80,1.71
1.74,1.73,1.74,1.73
1.71,1.71,1.73,1.64
1.69,1.67,1.69,1.67
1.68,1.77,1.77,1.68
1.73,1.73,1.73,1.69
1.74,1.66,1.74,1.65
1.68,1.68,1.68,1.68
1.66,1.70,1.71,1.66
1.67,1.70,1.70,1.65
1.66,1.68,1.69,1.62
1.65,1.60,1.65,1.57
1.60,1.61,1.63,1.60
1.65,1.60,1.68,1.60
1.66,1.70,1.70,1.61
1.65,1.67,1.68,1.65
1.69,1.68,1.69,1.68
1.69,1.70,1.72,1.66
1.70,1.68,1.71,1.68
1.70,1.61,1.70,1.61
1.62,1.66,1.68,1.62
1.64,1.79,1.79,1.60
1.74,1.74,1.75,1.66
1.70,1.71,1.77,1.67
1.75,1.73,1.77,1.73
1.73,1.74,1.75,1.72
1.70,1.70,1.73,1.70
1.71,1.74,1.74,1.71
1.73,1.69,1.73,1.62
1.68,1.64,1.68,1.64
1.63,1.66,1.66,1.59
1.67,1.71,1.74,1.66
1.71,1.72,1.72,1.71
1.73,1.74,1.77,1.68
1.73,1.76,1.78,1.73
1.74,1.71,1.74,1.71
1.71,1.71,1.71,1.71
1.74,1.74,1.84,1.73
1.75,1.80,1.83,1.75
1.82,1.83,1.83,1.81
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.84,1.83,1.84,1.83
1.75,1.75,1.84,1.75
1.79,1.79,1.79,1.79
1.76,1.78,1.79,1.75
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.76
1.79,1.81,1.81,1.79
1.81,1.81,1.81,1.81
1.81,1.80,1.81,1.76
1.79,1.81,1.81,1.77
1.81,1.81,1.81,1.76
1.79,1.79,1.80,1.77
1.79,1.79,1.79,1.78
1.79,1.79,1.81,1.79
1.80,1.78,1.80,1.78
1.80,1.80,1.80,1.74
1.80,1.75,1.80,1.70
1.73,1.69,1.76,1.61
1.71,1.75,1.75,1.70
1.68,1.73,1.74,1.68
1.73,1.74,1.74,1.72
1.76,1.94,2.18,1.76
1.96,1.88,1.96,1.82
1.91,1.78,1.91,1.75
1.75,1.78,1.83,1.72
1.80,1.82,1.86,1.80
1.78,1.74,1.78,1.74
1.75,1.75,1.76,1.72
1.75,1.75,1.75,1.69
1.74,1.71,1.74,1.71
1.69,1.67,1.74,1.64
1.67,1.70,1.70,1.65
1.65,1.65,1.66,1.64
1.65,1.63,1.65,1.56
1.65,1.65,1.70,1.61
1.65,1.66,1.71,1.63
1.66,1.65,1.66,1.64
1.66,1.65,1.69,1.64
1.65,1.63,1.65,1.63
1.65,1.65,1.65,1.63
1.65,1.69,1.69,1.65
1.66,1.65,1.70,1.62
1.65,1.65,1.65,1.65
1.68,1.68,1.71,1.68
1.71,1.67,1.71,1.67
1.65,1.65,1.65,1.64
1.69,1.69,1.69,1.69
1.68,1.66,1.68,1.66
1.61,1.66,1.68,1.61
1.66,1.65,1.66,1.65
1.63,1.62,1.63,1.51
1.60,1.63,1.66,1.58
1.63,1.66,1.66,1.61
1.64,1.65,1.65,1.63
1.66,1.65,1.66,1.65
1.67,1.65,1.67,1.65
1.65,1.65,1.66,1.63
1.65,1.65,1.65,1.65
1.65,1.62,1.65,1.61
1.62,1.64,1.65,1.62
1.65,1.65,1.65,1.65
1.65,1.67,1.67,1.65
1.65,1.64,1.65,1.64
1.65,1.64,1.65,1.64
1.62,1.70,1.70,1.62
1.69,1.69,1.69,1.68
1.69,1.69,1.72,1.69
1.68,1.68,1.68,1.64
1.69,1.65,1.69,1.58
1.68,1.65,1.69,1.65
1.64,1.64,1.64,1.64
1.65,1.66,1.72,1.64
1.66,1.68,1.72,1.66
1.66,1.66,1.72,1.66
1.67,1.71,1.72,1.64
1.80,1.88,1.89,1.80
1.90,1.95,1.96,1.89
1.88,1.98,1.98,1.88
1.94,2.03,2.03,1.94
2.03,2.06,2.08,1.93
2.06,2.03,2.06,2.02
2.03,1.99,2.04,1.93
1.99,1.94,2.00,1.92
1.97,1.98,1.98,1.93
1.96,2.02,2.06,1.91
2.02,2.02,2.02,2.02
1.98,1.95,2.01,1.93
1.95,1.97,1.98,1.90
1.95,1.97,1.97,1.94
1.96,1.98,1.99,1.95
1.96,1.98,1.99,1.95
1.99,1.95,1.99,1.91
1.94,1.95,1.99,1.94
1.92,1.97,1.99,1.89
1.94,1.94,1.97,1.90
1.95,2.03,2.04,1.92
2.04,2.01,2.04,1.95
1.98,1.98,1.99,1.97
1.95,1.97,1.98,1.95
1.96,1.94,1.99,1.94
1.97,2.04,2.04,1.96
2.00,2.01,2.03,1.99
2.01,2.01,2.04,2.01
2.04,2.05,2.05,2.01
2.02,2.04,2.05,2.02
2.04,2.05,2.05,2.04
2.06,2.04,2.06,2.01
2.02,2.05,2.05,2.01
2.06,2.06,2.06,2.01
2.06,2.06,2.06,2.06
2.06,2.06,2.10,2.05
2.10,2.11,2.11,2.10
2.10,2.09,2.11,2.09
2.11,2.04,2.11,2.04
2.02,2.04,2.05,2.02
2.10,2.08,2.10,2.08
2.11,2.07,2.11,2.07
2.06,2.10,2.10,2.06
2.11,2.09,2.11,2.07
2.14,2.08,2.14,2.04
2.06,2.04,2.07,2.04
2.04,2.05,2.05,2.02
2.06,2.06,2.06,2.06
2.06,2.06,2.06,2.06
2.05,2.04,2.05,2.04
2.05,2.05,2.05,2.05
2.04,2.06,2.06,2.04
2.06,2.03,2.08,2.01
2.07,1.99,2.07,1.90
2.03,1.93,2.04,1.93
1.85,1.94,2.04,1.85
2.09,1.97,2.09,1.87
1.90,1.95,1.95,1.89
1.87,1.90,1.93,1.87
1.90,1.90,1.90,1.90
1.95,1.94,1.95,1.94
1.97,1.93,1.97,1.91
1.87,1.92,1.94,1.87
1.88,1.89,1.93,1.85
1.89,1.89,1.89,1.89
1.90,1.90,1.90,1.90
1.86,1.90,1.91,1.82
1.82,1.89,1.89,1.82
1.89,1.89,1.89,1.89
1.86,1.86,1.86,1.86
1.89,1.90,1.90,1.89
1.90,1.90,1.90,1.90
1.96,2.00,2.02,1.87
1.98,1.90,1.99,1.90
1.95,1.95,1.95,1.88
1.94,1.94,2.00,1.94
1.94,1.90,1.94,1.90
1.90,1.94,1.94,1.81
1.90,1.85,1.90,1.85
1.90,1.80,1.90,1.80
1.90,1.90,1.90,1.90
1.95,1.90,1.95,1.90
1.88,1.90,1.90,1.85
1.87,1.94,1.94,1.85
1.95,1.95,1.95,1.95
1.88,1.91,1.91,1.86
1.91,1.91,1.91,1.91
1.85,1.87,1.87,1.85
1.87,1.87,1.87,1.87
1.87,1.86,1.90,1.85
1.86,1.77,1.90,1.77
1.85,1.90,1.90,1.85
1.90,1.90,1.94,1.84
1.90,1.90,1.91,1.86
1.90,1.81,1.90,1.80
1.95,1.90,1.95,1.76
1.90,1.86,1.90,1.86
1.90,1.93,1.93,1.89
1.90,1.90,1.90,1.75
1.93,1.90,1.93,1.88
1.86,1.90,1.90,1.86
1.90,1.89,1.90,1.86
1.90,2.04,2.11,1.83
2.10,2.05,2.10,1.92
2.09,2.14,2.14,2.09
2.15,2.21,2.21,2.15
2.21,2.22,2.24,2.21
2.15,2.18,2.22,2.15
2.15,2.14,2.18,2.14
2.24,2.18,2.24,2.18
2.19,2.20,2.20,2.19
2.07,2.15,2.18,2.07
2.17,2.02,2.17,1.98
1.98,2.03,2.13,1.98
2.02,1.98,2.09,1.92
2.02,2.02,2.02,2.02
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.17,2.16,2.17,2.16
2.13,2.13,2.13,2.13
2.01,1.98,2.01,1.98
1.98,2.15,2.18,1.98
2.18,2.18,2.18,2.15
2.18,2.23,2.24,2.18
2.19,2.11,2.24,2.11
2.23,2.24,2.24,2.16
2.20,2.20,2.22,2.17
2.23,2.31,2.31,2.23
2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.29
2.29,2.29,2.30,2.29
2.07,2.30,2.30,2.04
2.27,2.31,2.31,2.27
2.30,2.33,2.33,2.30
2.21,2.31,2.31,2.21
2.28,2.32,2.32,2.20
2.32,2.26,2.32,2.26
2.22,2.30,2.30,2.21
2.26,2.30,2.30,2.12
2.29,2.29,2.33,2.23
2.14,2.27,2.33,2.14
2.25,2.29,2.33,2.25
2.21,2.33,2.33,2.21
2.33,2.26,2.37,2.26
2.31,2.27,2.31,2.25
2.35,2.25,2.35,2.25
2.12,2.25,2.29,2.12
2.30,2.25,2.30,2.25
2.26,2.49,2.53,2.26
2.53,2.40,2.53,2.31
2.34,2.41,2.43,2.34
2.35,2.25,2.35,2.25
2.28,2.27,2.45,2.26
2.29,2.46,2.48,2.29
2.45,2.47,2.47,2.25
2.41,2.36,2.47,2.10
2.32,2.53,2.53,2.27
2.49,2.37,2.49,2.37
2.37,2.37,2.37,2.37
2.40,2.22,2.40,2.21
2.24,2.28,2.31,2.22
2.29,2.27,2.29,2.27
2.34,2.34,2.38,2.33
2.26,2.36,2.37,2.26
2.36,2.47,2.47,2.27
2.47,2.51,2.52,2.37
2.51,2.49,2.51,2.40
2.50,2.54,2.55,2.42
2.53,2.35,2.53,2.35
2.51,2.53,2.54,2.31
2.50,2.43,2.54,2.43
2.46,2.44,2.46,2.44
2.43,2.44,2.45,2.28
2.43,2.50,2.50,2.43
2.49,2.44,2.49,2.44
2.41,2.46,2.50,2.41
2.50,2.47,2.50,2.31
2.47,2.47,2.47,2.47
2.47,2.49,2.50,2.38
2.46,2.46,2.49,2.46
2.32,2.39,2.39,2.32
2.39,2.41,2.41,2.37
2.48,2.48,2.48,2.48
2.42,2.42,2.42,2.42
2.40,2.40,2.40,2.40
2.34,2.37,2.44,2.28
2.44,2.42,2.44,2.42
2.44,2.44,2.48,2.38
2.44,2.44,2.44,2.44
2.43,2.34,2.45,2.34
2.31,2.31,2.48,2.28
2.30,2.26,2.45,2.25
2.28,2.27,2.39,2.25
2.27,2.28,2.29,2.15
2.30,2.28,2.30,2.28
2.30,2.32,2.45,2.30
2.45,2.34,2.45,2.30
2.42,2.50,2.50,2.40
2.52,2.45,2.56,2.45
2.56,2.46,2.56,2.46
2.49,2.45,2.49,2.44
2.41,2.32,2.58,2.32
2.51,2.35,2.52,2.35
2.42,2.35,2.46,2.35
2.34,2.43,2.45,2.28
2.31,2.37,2.38,2.30
2.35,2.31,2.40,2.23
2.26,2.28,2.30,2.17
2.23,2.23,2.23,2.23
2.18,2.21,2.26,2.18
2.21,2.21,2.21,2.21
2.20,2.19,2.20,2.19
2.19,2.19,2.19,2.19
2.24,2.18,2.24,2.17
2.25,2.18,2.26,2.18
2.18,2.28,2.37,2.18
2.24,2.37,2.37,2.20
2.25,2.13,2.28,2.13
2.12,2.12,2.19,2.11
2.12,2.12,2.12,2.12
2.14,2.18,2.21,2.14
2.19,2.19,2.19,2.19
2.17,2.22,2.36,2.17
2.17,2.21,2.21,2.17
2.21,2.20,2.22,2.20
2.21,2.12,2.22,2.12
2.22,2.14,2.35,2.14
2.14,2.17,2.17,2.14
2.15,2.20,2.21,2.15
2.20,2.22,2.35,2.20
2.29,2.17,2.29,2.17
2.24,2.17,2.24,2.15
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.14,2.32,2.33,2.14
2.31,2.24,2.31,2.20
2.24,2.25,2.25,2.24
2.22,2.22,2.22,2.22
2.30,2.30,2.30,2.30
2.29,2.25,2.29,2.19
2.25,2.25,2.25,2.24
2.25,2.20,2.27,2.20
2.28,2.25,2.28,2.20
2.28,2.53,2.58,2.22
2.52,2.51,2.53,2.40
2.53,2.50,2.53,2.40
2.49,2.50,2.50,2.49
2.50,2.52,2.52,2.50
2.52,2.53,2.53,2.51
2.52,2.51,2.52,2.51
2.51,2.51,2.51,2.51
2.58,2.95,3.16,2.58
3.00,2.76,3.15,2.66
2.91,2.81,3.05,2.81
2.81,3.05,3.11,2.81
3.05,3.05,3.10,2.95
3.02,3.01,3.03,2.88
3.00,3.00,3.05,2.97
3.06,3.00,3.12,2.99
3.05,3.02,3.05,3.02
2.98,3.05,3.10,2.98
3.07,3.05,3.07,3.00
3.03,2.99,3.05,2.96
3.04,3.05,3.05,2.90
3.02,3.03,3.05,2.95
3.01,3.03,3.05,2.86
3.06,3.05,3.06,2.90
2.99,2.90,2.99,2.89
2.90,2.90,2.93,2.60
2.90,2.80,2.90,2.80
2.80,3.05,3.05,2.80
3.14,3.04,3.14,2.90
3.12,3.04,3.13,2.80
3.11,3.01,3.11,3.01
3.02,2.96,3.02,2.96
3.02,3.02,3.02,3.02
3.01,3.09,3.09,2.96
3.00,3.00,3.07,3.00
3.00,3.02,3.02,3.00
3.00,3.00,3.09,3.00
3.05,3.03,3.14,3.01
3.10,3.10,3.13,3.10
3.03,3.01,3.08,3.00
3.09,3.02,3.10,3.02
3.02,3.02,3.02,3.02
3.10,3.10,3.10,3.10
3.10,2.98,3.13,2.98
3.01,3.01,3.01,3.01
3.00,3.00,3.14,3.00
3.01,3.00,3.01,3.00
3.01,3.03,3.03,3.01
3.03,3.04,3.04,3.03
3.04,3.04,3.10,3.04
3.04,3.04,3.04,3.04
3.04,3.03,3.05,3.03
3.04,3.04,3.04,3.04
3.04,3.10,3.10,3.03
3.14,3.03,3.15,3.03
3.10,3.05,3.12,3.05
3.15,3.03,3.15,3.03
3.14,3.05,3.14,3.05
3.03,3.05,3.05,3.03
3.05,3.00,3.05,3.00
3.00,3.05,3.16,3.00
3.05,3.05,3.06,3.02
3.08,3.05,3.16,3.05
3.05,3.05,3.05,3.05
3.04,3.05,3.05,3.04
3.08,3.09,3.12,3.07
3.14,3.21,3.21,3.14
3.06,3.06,3.09,3.06
3.05,3.10,3.10,3.05
3.05,3.05,3.12,3.02
3.04,3.07,3.08,3.03
3.11,3.21,3.21,3.11
3.21,3.34,3.34,3.21
3.34,3.36,3.41,3.34
3.35,3.30,3.35,3.28
3.25,3.30,3.35,3.23
3.25,3.32,3.41,3.25
3.36,3.50,3.50,3.26
3.50,3.53,3.53,3.50
3.53,3.53,3.53,3.53
3.51,3.53,3.53,3.51
3.55,3.53,3.55,3.27
3.55,3.30,3.56,3.30
3.35,3.45,3.50,3.35
3.46,3.51,3.53,3.46
3.50,3.52,3.52,3.49
3.51,3.56,3.56,3.50
3.45,3.56,3.56,3.38
3.50,3.56,3.56,3.50
3.54,3.58,3.58,3.36
3.60,3.61,3.61,3.60
3.45,3.61,3.61,3.40
3.59,3.61,3.61,3.59
3.43,3.67,3.67,3.43
3.65,3.65,3.65,3.48
3.50,3.57,3.67,3.40
3.52,3.38,3.53,3.38
3.67,3.50,3.67,3.50
3.54,3.46,3.54,3.46
3.36,3.53,3.53,3.36
3.60,3.61,3.61,3.58
3.58,3.63,3.64,3.57
3.63,3.83,3.91,3.50
3.89,3.99,4.01,3.88
3.99,3.90,3.99,3.90
3.94,3.90,3.94,3.80
3.90,3.75,3.90,3.64
3.75,3.80,3.90,3.75
3.65,3.80,3.85,3.65
3.75,3.77,3.83,3.73
3.80,3.50,3.80,3.44
3.50,3.50,3.57,3.49
3.54,3.45,3.64,3.44
3.38,3.45,3.52,3.38
3.40,3.46,3.66,3.39
3.49,3.49,3.67,3.49
3.51,3.42,3.53,3.40
3.42,3.43,3.44,3.37
3.39,3.42,3.44,3.37
3.50,3.46,3.50,3.39
3.43,3.42,3.49,3.41
3.45,3.52,3.52,3.43
3.46,3.40,3.46,3.37
3.41,3.60,3.60,3.41
3.53,3.46,3.53,3.46
3.43,3.46,3.51,3.41
3.45,3.45,3.50,3.44
3.45,3.40,3.45,3.37
3.45,3.38,3.45,3.38
3.45,3.38,3.45,3.38
3.40,3.40,3.41,3.36
3.40,3.45,3.45,3.40
3.43,3.41,3.49,3.36
3.37,3.41,3.41,3.02
3.43,3.39,3.43,3.39
3.40,3.40,3.41,3.33
3.45,3.46,3.52,3.37
3.54,3.54,3.54,3.54
3.36,3.36,3.36,3.36
3.38,3.47,3.50,3.29
3.54,3.61,3.61,3.52
3.90,3.86,3.91,3.78
3.90,3.89,3.90,3.85
3.90,3.89,3.90,3.85
3.90,3.88,3.90,3.85
3.90,3.90,3.90,3.88
3.88,3.80,3.89,3.80
3.85,3.53,3.85,3.43
3.53,3.51,3.53,3.36
3.50,3.52,3.53,3.50
3.36,3.35,3.50,3.32
3.38,3.50,3.50,3.38
3.50,3.44,3.50,3.41
3.42,3.52,3.53,3.41
3.52,3.52,3.52,3.52
3.50,3.46,3.52,3.40
3.47,3.46,3.47,3.43
3.46,3.49,3.49,3.33
3.33,3.37,3.44,3.33
3.35,3.48,3.48,3.35
3.49,3.53,3.53,3.40
3.50,3.48,3.50,3.48
3.37,3.37,3.37,3.37
3.38,3.48,3.48,3.38
3.50,3.50,3.53,3.49
3.40,3.46,3.46,3.40
3.48,3.41,3.49,3.36
3.41,3.37,3.42,3.36
3.35,3.41,3.42,3.35
3.48,3.47,3.48,3.38
3.48,3.48,3.48,3.47
3.48,3.48,3.48,3.36
3.35,3.41,3.48,3.35
3.47,3.38,3.48,3.32
3.38,3.40,3.48,3.37
3.38,3.47,3.48,3.38
3.46,3.48,3.48,3.35
3.48,3.47,3.48,3.47
3.45,3.40,3.45,3.39
3.32,3.38,3.44,3.30
3.35,3.40,3.40,3.35
3.40,3.45,3.45,3.40
3.39,3.41,3.45,3.39
3.38,3.46,3.48,3.38
3.44,3.40,3.44,3.40
3.48,3.48,3.48,3.47
3.48,3.48,3.48,3.48
3.48,3.36,3.51,3.36
3.36,3.37,3.50,3.36
3.39,3.39,3.39,3.39
3.38,3.38,3.43,3.38
3.30,3.40,3.49,3.30
3.43,3.55,3.55,3.42
3.54,3.54,3.63,3.40
3.59,3.57,3.61,3.54
3.55,3.64,3.64,3.50
3.61,3.74,3.74,3.50
3.68,3.80,3.81,3.67
3.80,3.63,3.80,3.63
3.53,3.61,3.62,3.50
3.61,3.60,3.65,3.60
3.59,3.61,3.61,3.54
3.62,3.50,3.66,3.46
3.65,3.71,3.71,3.56
3.72,3.59,3.77,3.59
3.61,3.41,3.61,3.41
3.44,3.46,3.51,3.41
3.48,3.53,3.53,3.44
3.74,4.01,4.07,3.56
3.90,3.65,3.90,3.62
3.74,3.65,4.03,3.65
3.79,3.62,3.80,3.59
3.70,3.61,3.73,3.50
3.57,3.60,3.62,3.51
3.60,3.65,3.71,3.56
3.69,3.76,3.84,3.66
3.77,3.99,3.99,3.77
3.95,3.74,3.95,3.68
3.66,3.75,3.75,3.60
3.73,3.85,3.85,3.56
3.86,3.92,3.94,3.82
3.93,3.85,3.95,3.72
3.89,3.81,3.93,3.67
3.90,3.87,3.92,3.71
3.87,3.76,3.87,3.70
3.79,3.77,3.87,3.70
3.82,3.77,3.88,3.74
3.77,3.82,3.87,3.70
3.85,3.75,3.88,3.65
3.81,3.79,3.88,3.69
3.82,3.77,3.85,3.70
3.76,3.80,3.88,3.73
3.84,3.75,3.91,3.70
3.81,3.81,3.82,3.81
3.75,3.77,3.86,3.75
3.81,3.89,3.91,3.80
3.93,3.83,3.93,3.82
3.91,3.83,3.92,3.81
3.77,3.82,3.91,3.77
3.78,3.85,3.88,3.65
3.82,4.07,4.07,3.82
4.05,4.36,4.37,4.00
4.37,4.29,4.47,4.08
4.30,4.17,4.30,4.17
4.30,4.40,4.41,4.29
4.41,4.30,4.41,4.30
4.33,4.29,4.35,4.25
4.34,4.29,4.41,4.28
4.32,4.39,4.39,4.26
4.35,4.27,4.38,4.27
4.32,4.35,4.35,4.27
4.32,4.32,4.32,4.30
4.35,4.30,4.35,4.26
4.35,4.39,4.39,4.26
4.39,4.35,4.39,4.28
4.32,4.28,4.35,4.26
4.34,4.31,4.34,4.28
4.35,4.35,4.35,4.26
4.35,4.30,4.35,4.28
4.34,4.35,4.35,4.29
4.36,4.47,4.49,4.36
4.49,4.47,4.49,4.45
4.40,4.47,4.49,4.38
4.42,4.44,4.47,4.41
4.45,4.48,4.51,4.43
4.50,4.58,4.59,4.50
4.59,4.59,4.59,4.51
4.59,4.71,4.71,4.49
4.76,4.69,4.76,4.65
4.72,4.72,4.72,4.55
4.70,4.65,4.73,4.59
4.70,4.70,4.74,4.65
4.73,4.77,4.91,4.70
4.80,4.83,4.91,4.71
4.85,4.77,4.85,4.77
4.81,4.83,4.83,4.81
4.82,4.56,4.82,4.46
4.56,4.86,4.86,4.56
4.86,4.77,4.86,4.72
4.76,4.86,4.91,4.76
4.89,4.89,4.90,4.79
