GPI,Group 1 Automotive,NASDAQ
26.36,26.53,27.12,26.13
26.97,28.08,28.30,26.74
28.06,28.63,28.94,27.83
28.65,28.71,28.80,27.89
28.49,29.01,29.20,28.32
29.24,29.88,30.26,28.31
30.34,29.79,30.55,29.61
29.75,29.57,29.83,29.01
30.00,31.02,31.50,30.00
30.88,31.32,31.34,30.37
31.53,31.42,31.86,30.67
31.51,32.05,32.26,31.15
32.00,31.84,32.40,31.45
31.80,32.99,33.24,31.51
33.34,33.27,33.92,32.95
33.30,33.28,33.55,32.82
33.79,33.17,34.01,32.82
32.43,32.64,32.72,31.60
32.01,31.56,33.02,31.18
31.77,32.14,32.63,31.60
32.47,32.06,33.34,31.23
32.20,32.10,32.36,31.47
32.38,32.34,33.49,32.21
32.33,35.08,36.00,31.37
34.77,34.91,35.21,33.88
35.16,34.69,35.29,33.95
34.57,35.26,35.42,34.30
35.58,34.75,36.18,34.39
35.38,35.08,35.54,34.04
35.18,36.17,36.34,34.97
36.99,37.26,37.51,36.50
37.35,38.20,38.48,37.00
37.93,38.76,38.80,36.94
38.86,37.70,39.01,37.40
37.82,38.18,38.22,36.86
37.50,38.37,38.65,37.30
37.75,37.75,38.61,37.44
37.95,38.00,38.80,37.83
37.71,37.96,38.89,37.34
38.12,38.58,38.75,38.04
38.85,39.57,40.33,37.05
39.41,39.85,39.97,38.88
39.77,40.17,41.10,39.20
39.67,39.54,39.99,38.95
39.78,40.61,40.73,39.47
40.23,40.58,41.05,40.10
40.04,39.19,40.17,38.51
38.67,38.73,39.17,38.55
39.56,38.92,40.30,38.76
39.06,39.03,39.17,38.33
38.82,39.44,39.62,38.58
39.31,39.26,39.77,38.95
39.89,39.65,40.98,39.52
39.83,39.76,40.25,39.38
40.03,40.73,40.86,39.47
40.86,41.72,42.18,40.84
41.80,41.00,42.09,40.88
41.23,42.29,42.84,40.73
42.22,41.74,43.05,41.59
41.89,42.29,42.43,41.35
42.18,42.17,42.46,41.80
42.30,41.83,42.65,41.61
41.95,41.58,42.06,41.10
41.71,42.17,42.97,41.71
42.13,42.00,42.95,41.91
41.79,41.41,41.86,40.80
41.51,41.16,41.99,41.10
41.36,41.91,41.99,41.20
41.83,42.22,42.60,41.62
42.08,41.76,42.37,41.59
42.25,42.76,43.15,42.01
42.94,41.66,42.94,41.28
41.45,41.46,42.57,41.26
41.39,40.45,41.44,40.11
40.45,40.39,40.63,39.33
40.05,40.34,40.55,39.62
40.53,40.23,40.91,39.48
40.63,40.77,41.13,40.36
40.84,40.58,40.96,40.37
40.40,40.42,40.61,39.80
40.27,39.78,40.27,39.55
39.68,38.73,39.72,38.54
38.60,38.86,39.89,38.21
39.13,38.29,39.42,38.22
38.24,38.50,38.77,38.12
38.23,38.42,38.44,37.32
38.62,39.30,39.43,37.75
39.25,39.31,39.35,38.62
39.26,38.13,39.34,37.97
38.36,37.84,38.54,37.62
38.25,38.80,39.16,37.85
38.59,37.96,39.57,37.93
38.11,39.49,39.88,38.11
39.41,40.74,41.08,39.06
40.90,40.90,41.75,40.72
40.87,41.40,41.42,40.87
41.36,41.08,42.18,40.76
41.03,39.00,41.03,38.36
38.96,39.75,39.87,38.75
39.93,39.35,39.93,39.30
39.27,39.03,39.49,38.70
39.12,40.91,41.39,39.12
40.95,40.80,41.14,40.45
41.00,42.12,42.34,40.78
41.53,42.02,42.60,41.23
41.91,41.41,42.12,40.08
41.42,41.04,41.81,40.25
41.25,42.44,42.89,41.25
42.64,42.25,42.97,41.62
42.28,40.80,42.63,40.19
40.65,40.55,41.30,40.10
41.07,41.88,42.11,40.51
41.96,40.97,41.96,40.34
41.21,39.80,41.45,39.79
39.92,40.45,40.99,39.64
40.50,40.70,41.29,40.33
40.18,40.60,40.74,39.91
40.24,40.90,41.21,39.55
40.37,40.50,40.72,39.48
39.32,39.73,40.34,38.95
39.66,39.78,40.03,39.02
40.28,39.45,40.49,39.35
39.68,39.63,40.01,39.07
40.03,40.02,40.47,39.55
40.14,39.46,40.27,39.38
39.31,39.44,39.52,38.51
39.66,40.18,40.38,39.50
40.44,41.59,42.12,40.40
41.70,41.41,42.37,40.84
41.02,41.68,42.00,40.89
41.90,42.41,42.48,41.74
42.20,42.80,42.84,41.42
43.00,42.79,43.65,42.62
42.80,42.73,43.20,42.26
42.67,43.60,44.00,42.63
43.75,43.51,44.19,43.10
43.55,43.23,44.15,42.97
43.45,42.15,43.50,41.47
42.19,41.84,42.26,41.62
41.63,40.90,42.05,40.75
41.19,41.14,41.31,40.68
40.89,40.58,41.08,40.38
40.51,40.46,40.73,40.11
39.86,39.97,40.11,39.23
40.09,39.61,40.10,39.32
40.24,41.61,41.68,40.18
41.74,42.31,42.37,40.88
44.51,43.00,44.51,42.53
38.95,39.49,42.44,38.30
39.44,40.68,40.78,39.44
40.95,42.65,42.71,40.61
42.76,43.04,44.98,42.66
43.00,41.73,43.01,41.59
41.66,41.41,41.90,40.69
41.45,41.73,41.95,41.05
41.46,41.66,42.62,41.22
42.15,40.68,42.23,40.61
40.71,41.15,41.27,40.38
41.37,41.96,42.16,41.24
41.90,41.37,42.13,40.94
41.18,41.89,41.99,40.81
41.85,41.24,41.99,41.02
41.07,40.28,41.07,40.24
40.09,39.30,40.51,39.12
39.46,39.75,39.82,39.34
40.02,39.37,40.02,38.94
39.14,37.93,39.14,37.79
37.12,37.40,38.07,37.10
37.37,37.75,38.06,37.37
37.53,38.23,38.29,37.44
38.11,39.15,39.72,38.00
39.03,38.49,39.21,38.40
38.88,38.73,39.12,38.11
38.57,37.43,38.57,37.39
37.35,37.36,38.29,37.00
36.70,36.82,37.53,36.30
36.81,36.14,36.87,36.09
36.46,36.46,37.34,36.43
36.36,35.71,36.47,35.64
35.78,36.19,36.70,35.75
35.98,35.70,36.24,35.43
35.77,35.68,36.28,35.65
36.10,37.27,37.68,35.90
36.78,36.65,37.42,36.40
36.63,36.17,37.45,35.97
36.54,36.00,36.94,35.94
35.98,36.55,37.00,35.67
36.82,38.21,38.37,36.69
38.09,38.23,39.01,37.85
37.57,39.64,39.95,37.52
39.64,39.29,39.90,38.98
39.19,40.42,40.47,38.78
40.46,41.78,41.88,40.46
41.82,41.32,41.86,41.11
41.41,41.18,42.18,41.00
41.21,42.76,42.91,41.00
42.75,42.84,43.13,42.04
42.76,43.18,43.59,42.66
43.60,44.46,44.76,43.48
43.72,44.51,44.51,43.50
43.70,43.57,44.33,43.32
43.33,43.63,44.50,43.24
44.00,43.68,44.56,43.45
43.89,42.60,44.04,42.38
42.94,43.00,43.19,42.38
42.78,42.75,43.40,42.20
43.09,43.19,43.56,42.74
43.32,43.00,43.32,42.69
43.09,43.52,43.78,42.93
43.58,43.02,43.70,42.93
42.45,42.56,42.81,42.29
44.79,49.50,49.72,44.25
49.15,48.11,49.82,47.66
48.15,47.61,49.27,47.48
47.20,47.63,48.11,46.87
48.13,46.89,48.14,46.40
46.51,44.90,47.26,44.88
44.96,45.42,45.59,42.82
44.28,42.83,44.58,42.73
43.35,42.44,43.60,41.31
40.78,38.64,42.05,38.12
39.89,41.34,41.34,38.12
40.05,39.18,40.85,39.07
39.54,40.86,41.63,39.31
41.08,40.04,41.45,39.17
40.36,40.16,40.70,39.38
39.49,39.12,39.80,38.28
39.49,39.50,40.20,38.79
38.41,37.47,38.41,36.66
36.53,36.99,38.43,36.50
38.14,36.38,38.14,36.34
36.58,38.50,38.56,35.97
38.40,38.93,39.67,37.97
39.29,37.61,39.75,37.51
37.42,38.50,39.34,37.20
39.04,41.17,41.23,39.04
40.64,41.38,42.25,40.02
41.75,41.75,42.59,41.15
41.60,40.81,42.46,40.71
39.44,38.16,40.24,38.00
36.83,38.94,39.02,36.80
39.71,40.05,40.10,38.95
39.74,38.15,40.74,37.83
37.66,37.42,38.48,36.99
36.81,37.87,37.93,36.71
37.91,38.75,39.72,37.56
39.18,39.53,40.12,38.31
39.84,38.89,39.84,38.50
39.17,39.13,40.10,38.81
38.18,38.39,38.83,37.53
38.93,37.26,39.50,37.24
37.27,35.35,37.78,35.32
34.01,34.52,35.28,33.67
34.68,35.50,36.11,34.08
35.91,37.14,37.24,35.51
38.31,38.19,39.69,37.74
38.19,36.78,38.60,36.76
37.72,37.42,38.05,35.70
36.67,35.55,36.94,35.51
35.18,33.93,36.07,33.91
33.57,36.96,37.06,33.31
36.98,37.38,38.15,36.23
37.12,38.41,39.07,37.01
38.64,37.37,39.12,37.24
38.27,39.00,39.77,38.11
39.66,40.54,40.59,39.00
41.04,41.26,42.01,40.41
41.07,40.90,41.46,40.00
41.56,42.15,42.72,41.25
41.62,41.38,42.49,41.01
41.35,41.53,41.78,40.20
41.21,41.78,43.64,41.21
41.78,41.82,42.20,40.40
42.51,42.98,43.78,42.39
42.99,44.18,45.00,42.99
44.50,45.66,47.88,42.14
46.64,45.71,46.64,44.11
47.04,47.74,49.12,45.97
47.45,46.02,48.37,45.57
47.39,45.56,47.41,45.50
43.91,45.67,46.74,43.71
46.61,46.80,47.24,45.88
46.27,46.57,47.38,45.02
46.08,46.94,47.17,45.51
46.95,46.45,47.76,45.89
46.86,46.98,47.54,45.04
45.65,45.25,46.04,44.72
46.08,45.87,46.54,45.25
46.54,47.53,47.73,46.12
47.13,47.28,47.55,46.50
47.03,47.11,47.50,45.99
46.51,45.80,47.18,45.56
45.93,45.46,46.55,45.14
45.55,46.12,46.47,45.05
45.02,45.35,45.68,44.58
45.25,45.67,46.50,45.23
45.07,44.85,45.71,44.64
44.43,43.43,44.46,42.95
45.16,45.20,46.09,44.63
45.08,46.41,46.53,44.91
48.13,49.11,49.13,47.52
48.81,49.48,50.00,48.28
49.90,50.71,51.30,49.51
51.57,50.31,51.57,49.95
50.11,50.21,50.82,49.68
50.12,50.86,51.25,49.42
50.41,50.19,51.03,49.82
50.36,50.91,51.19,49.87
49.11,50.95,51.23,48.94
51.22,49.02,51.22,48.58
48.43,48.93,49.83,48.40
49.68,49.04,49.93,48.89
49.29,49.45,50.09,48.81
49.84,48.48,50.40,48.23
49.52,50.60,50.99,49.46
50.25,50.96,51.13,49.20
51.07,50.53,51.51,50.37
50.72,51.29,51.31,50.48
50.92,51.77,52.12,50.62
51.71,51.56,52.13,51.10
51.62,51.51,52.15,51.12
51.34,51.80,52.16,51.18
51.82,50.25,51.99,50.14
49.86,49.38,50.18,49.11
49.01,49.72,49.91,47.95
49.97,50.13,51.04,49.83
50.49,51.24,51.63,49.99
51.39,51.44,52.07,51.19
51.35,51.51,51.86,51.08
51.61,51.82,52.44,51.39
51.46,52.74,53.08,51.46
53.00,52.57,53.00,51.96
52.53,54.39,54.95,52.33
54.44,54.23,54.58,53.81
54.24,54.12,54.56,53.19
54.07,54.19,54.82,53.37
53.95,54.13,54.33,53.20
54.03,54.73,54.82,53.13
55.18,54.37,55.20,53.82
54.05,54.60,55.08,54.05
54.41,54.43,55.11,54.13
54.80,53.34,54.80,53.12
53.72,54.26,55.10,53.59
54.22,54.49,55.17,54.20
55.37,54.93,55.54,54.50
54.95,56.16,56.54,54.71
55.62,55.97,56.53,55.28
56.18,55.37,57.00,54.97
56.90,56.98,57.71,55.57
56.41,54.39,56.83,53.61
54.97,53.17,54.97,53.11
52.99,54.30,54.39,52.37
54.60,52.36,54.60,52.29
52.60,54.69,55.00,52.41
54.78,54.80,55.37,54.45
54.80,52.94,54.89,52.83
52.75,51.65,53.12,51.55
51.60,51.88,52.69,51.34
51.70,51.23,52.35,50.92
51.01,52.31,52.52,50.80
52.29,52.71,53.10,51.84
52.70,51.57,53.16,51.50
51.66,53.96,54.19,51.55
54.00,54.58,55.66,54.00
54.31,53.86,54.40,53.62
53.30,53.09,53.39,52.43
53.23,53.37,53.59,52.32
53.71,54.16,54.48,53.10
54.27,55.00,55.71,53.96
55.00,54.72,55.11,54.04
55.14,55.80,55.80,54.59
55.80,55.62,56.00,55.06
55.56,55.75,56.38,55.20
56.04,55.18,56.28,55.15
54.91,55.51,55.99,54.16
54.97,54.95,55.54,54.36
54.98,54.60,55.66,54.45
54.12,55.02,55.26,54.03
55.00,54.80,55.13,53.44
55.49,57.20,57.60,55.32
57.18,56.60,57.35,56.57
56.75,56.10,56.85,55.59
55.58,56.62,56.63,55.08
57.00,56.17,57.24,56.07
56.02,56.94,57.10,55.82
58.02,59.15,59.97,57.60
58.60,58.10,58.60,57.29
57.80,58.09,58.87,57.58
57.57,57.50,57.61,56.82
57.40,55.15,57.60,54.86
55.56,56.04,56.25,55.41
56.22,56.47,56.85,55.70
56.35,56.01,56.49,55.35
56.36,57.01,57.64,55.47
57.46,58.62,59.40,57.06
58.45,58.60,58.75,57.81
58.45,57.07,58.65,56.80
57.74,57.63,58.05,57.12
56.58,55.87,56.76,55.39
56.14,56.45,57.17,55.61
56.98,57.95,58.20,56.81
56.99,57.65,57.72,55.80
57.53,58.65,59.37,57.24
58.44,57.88,58.81,57.00
58.02,56.95,59.43,56.79
56.79,56.92,57.39,55.95
56.95,55.93,57.27,55.11
55.45,54.40,56.40,54.30
55.80,53.83,55.80,53.02
53.68,52.27,53.92,51.89
51.28,53.25,53.66,51.28
53.75,53.93,54.45,53.19
53.43,53.94,55.05,53.18
53.24,52.13,53.40,51.99
52.15,52.11,52.79,51.80
52.37,51.53,52.99,51.43
51.44,50.25,51.61,49.99
50.24,50.60,51.44,49.75
52.16,52.27,53.19,51.19
52.11,51.62,53.15,51.26
51.32,52.48,52.73,51.22
52.37,51.70,52.51,51.32
51.86,51.73,52.18,51.15
52.16,53.47,53.51,51.51
52.64,51.38,52.64,50.91
51.46,52.36,52.63,50.45
51.08,48.07,52.09,47.91
48.06,48.26,48.80,46.29
48.13,48.53,48.88,47.90
49.05,50.67,50.77,48.88
54.44,50.71,54.44,50.65
50.57,50.50,51.22,49.90
50.58,49.21,51.51,49.02
49.49,50.05,50.50,49.06
49.82,48.36,49.82,48.14
48.39,48.97,49.60,48.16
49.13,49.39,49.47,48.50
48.83,48.87,49.19,48.19
49.13,49.95,50.62,49.06
50.10,48.93,50.10,48.42
48.97,46.83,49.09,46.50
47.28,46.55,47.35,46.48
45.64,45.22,46.25,45.15
45.26,44.29,45.71,43.63
44.46,44.64,44.88,43.95
44.15,44.96,44.99,43.91
46.06,45.61,46.13,44.99
45.68,46.26,46.26,44.98
46.21,47.71,47.85,45.98
47.51,49.10,49.47,47.37
48.28,48.86,48.98,48.28
48.62,48.62,48.83,48.26
48.72,48.40,49.28,48.09
48.60,48.84,49.02,48.23
48.51,49.18,49.57,47.86
49.29,49.60,50.25,49.22
49.61,49.66,50.20,49.23
50.00,50.01,50.42,49.18
50.00,50.64,50.99,49.60
50.97,51.99,52.16,50.64
51.80,52.01,52.10,50.91
50.86,51.24,51.79,50.33
51.34,51.46,51.70,50.85
52.05,51.27,52.65,50.97
53.29,51.17,53.71,50.14
51.47,53.86,54.41,51.47
53.76,53.50,53.97,53.13
53.27,53.75,54.52,52.56
54.05,53.00,54.21,52.45
52.37,51.86,53.54,51.27
52.97,53.28,53.86,52.77
53.50,53.15,54.09,53.13
53.50,54.45,54.74,53.50
54.02,54.75,54.92,53.76
54.59,54.87,55.00,54.03
54.78,54.51,54.99,53.66
54.34,53.98,54.36,53.04
54.11,53.06,54.30,52.89
52.83,54.44,54.48,52.81
54.59,54.91,55.00,53.80
54.99,54.88,55.42,54.21
54.75,54.34,54.92,54.21
54.43,54.31,55.39,53.54
53.05,51.85,53.48,51.03
51.58,52.00,52.27,51.18
51.90,52.63,52.74,51.20
53.13,53.04,53.94,52.14
52.88,53.38,53.91,52.88
53.42,54.81,54.86,53.27
54.40,54.90,55.32,54.27
55.39,55.01,56.06,54.77
54.85,55.91,56.53,54.75
56.01,56.63,57.11,56.01
56.77,58.34,58.40,56.77
58.45,58.70,59.48,58.35
58.55,58.63,59.13,58.39
58.59,58.39,59.36,58.28
59.77,59.43,60.20,58.85
59.57,60.55,61.00,59.11
60.73,60.72,60.99,60.42
60.55,60.59,60.88,60.27
60.35,60.17,60.55,59.71
60.22,60.64,60.82,60.11
60.25,60.56,60.73,59.90
61.06,60.38,61.06,60.25
60.15,60.22,60.41,59.95
60.35,59.82,60.44,59.57
59.85,59.94,60.57,59.67
60.04,60.63,60.81,59.55
60.22,60.23,60.42,59.66
60.47,60.57,61.34,60.37
60.82,61.50,61.59,60.51
61.66,62.05,62.48,61.56
62.05,63.04,64.00,62.00
63.32,63.22,63.90,63.11
63.47,65.51,65.99,63.24
65.63,64.38,65.67,64.29
62.50,62.85,63.40,62.10
63.41,62.26,63.50,62.20
62.09,62.21,62.60,61.31
62.26,61.85,62.35,61.34
62.09,61.99,62.50,61.69
62.15,62.10,62.15,61.56
62.16,63.20,63.34,62.00
62.82,61.71,62.85,61.28
61.80,61.74,61.83,61.24
61.35,62.02,62.24,60.93
62.25,61.84,62.44,61.61
62.26,60.48,62.26,57.96
60.64,60.01,60.70,59.44
60.00,62.01,62.55,59.36
62.15,64.29,64.41,61.80
64.46,63.23,64.96,63.19
63.12,63.70,64.19,62.98
63.92,64.56,64.98,63.88
63.66,62.77,64.11,62.59
62.60,60.52,62.78,60.10
60.42,59.28,60.48,58.60
59.41,58.71,59.41,58.41
58.51,58.84,59.70,58.43
58.94,57.58,58.94,57.44
57.37,58.15,58.65,57.31
58.10,58.87,59.10,57.97
59.20,59.28,60.39,58.70
58.99,58.93,59.19,58.55
59.03,59.18,59.26,58.51
59.40,60.48,60.48,59.14
60.43,60.33,60.66,59.77
60.19,60.61,61.27,60.10
60.40,61.33,61.34,59.42
61.42,61.19,61.62,60.73
61.30,60.76,61.40,60.30
61.11,61.51,61.80,61.02
61.50,62.05,62.47,61.33
62.21,61.70,62.33,61.21
61.55,61.90,62.30,61.22
62.21,62.18,62.25,61.45
62.09,61.93,62.75,61.85
62.00,61.23,62.54,60.50
61.35,59.99,61.51,59.90
60.18,59.50,60.84,59.36
59.65,59.12,59.76,59.00
59.00,60.60,60.66,59.00
60.60,61.40,62.34,60.60
61.53,61.99,62.25,61.17
62.20,61.94,62.20,61.53
61.46,61.92,62.00,60.94
61.70,61.94,62.09,61.60
61.99,60.73,62.09,60.40
60.62,59.89,60.80,58.80
59.57,59.41,60.00,58.80
59.37,61.99,62.10,59.29
62.94,62.74,63.23,62.02
62.90,64.00,65.83,62.75
64.41,65.92,66.50,64.36
65.36,64.58,65.63,64.54
64.47,64.75,65.20,63.73
65.04,65.00,65.56,64.43
65.27,64.39,65.27,63.32
64.52,63.77,64.52,63.27
63.56,63.49,64.20,62.17
63.13,64.66,64.99,62.86
64.81,64.43,64.81,63.74
64.35,64.61,65.40,64.00
64.65,65.13,65.26,64.63
65.14,64.89,65.32,64.27
65.32,68.05,68.88,65.32
68.30,67.72,69.12,67.08
67.88,67.40,68.54,67.00
67.73,67.08,67.73,66.15
67.00,67.81,67.84,66.26
67.74,66.60,67.75,66.21
66.74,67.74,68.10,66.07
68.16,68.01,68.84,67.28
67.51,67.55,68.46,66.81
67.72,69.30,69.48,67.49
68.83,68.91,69.08,67.92
69.00,68.37,69.00,67.99
68.56,68.38,69.04,67.71
68.22,67.93,68.28,67.52
67.95,67.94,68.32,67.62
68.05,67.39,68.21,67.23
67.26,67.40,67.86,66.66
67.72,66.65,67.85,65.42
63.67,61.62,63.74,60.51
61.48,60.59,62.02,60.50
60.72,59.21,60.72,58.90
59.40,59.57,60.08,58.86
59.88,57.76,59.95,57.66
57.92,57.27,58.47,56.65
56.90,57.57,57.96,56.88
57.47,57.74,58.23,57.26
57.31,56.82,57.51,56.62
56.78,57.17,57.35,56.00
57.64,58.33,59.24,57.47
58.45,60.21,60.25,58.45
60.23,60.63,60.70,60.23
60.96,61.62,61.95,60.87
61.40,61.81,62.07,61.20
61.49,61.67,61.67,60.56
61.71,62.49,62.57,61.49
62.61,62.63,63.00,62.25
62.85,63.14,63.26,62.46
62.35,61.77,62.81,61.38
61.78,60.50,62.14,59.95
60.87,61.31,61.62,60.57
60.90,60.04,61.31,59.79
60.16,60.52,60.65,60.15
60.65,60.29,61.53,60.16
60.45,59.64,60.45,59.03
59.34,59.45,59.64,59.17
59.29,60.07,60.27,59.25
60.08,59.22,60.37,59.14
59.43,59.53,59.90,59.27
59.56,57.99,59.78,57.46
57.96,58.11,58.22,57.51
57.38,58.52,58.56,57.26
58.46,59.13,59.20,58.30
59.22,59.23,59.43,58.97
59.23,60.63,60.68,58.99
60.45,61.53,62.41,60.17
61.03,60.91,61.62,60.69
60.63,58.58,60.72,58.18
58.84,59.51,59.64,58.06
58.74,56.85,58.74,56.33
57.13,55.73,57.20,55.65
55.72,55.45,55.87,54.91
55.69,56.04,56.40,55.06
56.48,57.42,57.47,56.40
57.59,58.23,58.52,57.22
58.41,59.35,60.19,58.41
59.36,59.67,59.90,59.10
59.90,60.31,60.81,59.65
60.41,60.48,60.68,60.02
60.39,58.95,60.49,58.51
59.53,62.20,62.90,58.50
63.12,63.03,63.50,62.63
63.02,62.63,63.47,62.29
62.91,65.12,65.68,62.86
64.98,64.90,65.52,64.63
64.86,64.12,65.02,63.75
64.10,63.80,65.22,63.49
63.64,63.48,63.99,62.95
63.68,64.53,64.72,63.49
64.50,64.34,65.02,64.10
64.35,63.04,64.40,62.42
63.50,63.69,63.82,62.97
63.46,63.97,64.47,63.30
64.01,64.05,64.31,63.63
64.11,63.54,65.33,63.07
62.68,63.17,63.56,62.42
62.67,63.08,63.27,62.66
64.00,64.61,65.98,64.00
64.11,64.19,64.57,63.57
64.05,63.12,64.48,62.78
62.70,63.55,64.09,62.47
63.64,63.68,64.21,62.62
63.58,64.12,64.51,63.27
63.75,62.67,64.20,62.61
62.73,63.26,63.29,62.00
64.39,64.78,65.44,64.02
64.94,65.50,66.00,64.75
64.45,64.78,65.06,64.05
65.24,63.32,65.31,63.13
63.40,64.36,64.50,62.98
64.36,63.54,64.75,63.41
64.07,63.63,64.46,63.01
63.79,65.03,65.22,63.12
65.05,65.45,65.88,64.79
64.00,62.29,64.42,62.07
