HBIO,Harvard Bioscience,NASDAQ
5.52,5.17,5.68,5.15
5.24,5.31,5.38,5.18
5.33,5.50,5.52,5.30
5.49,5.30,5.49,5.21
5.32,5.33,5.37,5.30
5.35,5.57,5.60,5.35
5.53,5.69,5.70,5.51
5.70,5.50,5.70,5.45
5.54,5.73,5.75,5.49
5.79,6.00,6.03,5.56
6.01,5.70,6.04,5.68
5.73,5.76,5.85,5.70
5.80,5.77,5.86,5.70
5.80,5.68,5.80,5.68
5.72,5.66,5.75,5.61
5.65,5.56,5.65,5.54
5.59,5.65,5.68,5.51
5.67,5.64,5.74,5.52
5.67,5.73,5.73,5.61
5.74,5.70,5.79,5.63
5.65,5.39,5.65,5.38
5.39,5.37,5.49,5.31
5.34,5.06,5.37,5.04
5.09,5.15,5.23,5.08
5.08,5.06,5.14,5.00
5.12,5.22,5.25,5.01
5.19,4.86,5.23,4.81
4.89,4.83,4.91,4.69
4.68,4.47,4.73,4.39
4.50,4.50,4.57,4.26
4.31,4.19,4.50,4.19
4.29,4.59,4.61,4.20
4.48,4.19,4.58,4.15
4.22,4.28,4.38,4.14
4.29,4.16,4.41,4.10
4.16,4.38,4.39,4.16
4.33,4.28,4.38,4.12
4.28,4.50,4.61,4.28
4.39,4.29,4.39,4.15
4.22,4.31,4.35,4.16
4.48,4.25,4.48,4.23
4.24,4.49,4.50,4.16
4.47,4.48,4.51,4.30
4.49,4.25,4.49,4.21
4.24,4.39,4.39,4.12
4.43,4.67,4.68,4.34
4.67,4.57,4.67,4.45
4.49,4.37,4.58,4.29
4.36,4.25,4.54,4.22
4.16,4.04,4.19,3.95
3.85,4.21,4.23,3.82
4.22,4.44,4.53,4.22
4.35,4.21,4.41,4.14
4.16,4.15,4.52,4.05
4.10,4.15,4.24,4.02
4.17,4.45,4.50,4.16
4.49,4.58,4.63,4.31
4.61,4.75,4.96,4.54
4.77,4.79,4.80,4.62
4.71,4.76,4.87,4.62
4.75,4.56,4.83,4.52
4.57,4.27,4.71,4.25
4.13,4.06,4.42,4.05
4.06,4.08,4.31,4.05
4.11,4.24,4.27,4.00
4.33,4.53,4.74,4.27
4.54,4.40,4.62,4.37
4.49,4.34,4.49,4.15
4.28,4.22,4.34,4.17
4.17,4.19,4.30,4.05
4.15,4.43,4.47,4.05
4.40,4.67,4.68,4.34
4.65,4.69,4.72,4.65
4.69,4.53,4.69,4.50
4.61,4.72,4.73,4.53
4.65,4.92,4.94,4.60
4.95,4.95,5.00,4.88
4.91,4.89,4.92,4.84
4.89,4.82,4.89,4.71
4.77,4.61,4.83,4.59
4.62,4.77,4.82,4.55
4.77,4.49,4.77,4.47
4.51,4.69,5.25,4.39
4.79,4.77,4.83,4.68
4.75,4.74,4.81,4.69
4.70,4.53,4.72,4.50
4.60,4.56,4.62,4.45
4.69,4.70,4.73,4.60
4.69,4.61,4.81,4.59
4.57,4.56,4.76,4.53
4.40,4.52,4.57,4.26
4.59,4.74,4.74,4.50
4.35,4.59,4.61,4.35
4.57,4.32,4.62,4.30
4.37,4.44,4.47,4.30
4.50,4.44,4.53,4.43
4.33,4.06,4.45,4.06
4.11,4.16,4.24,4.11
4.19,4.21,4.24,4.10
4.19,4.13,4.34,4.10
4.10,4.22,4.23,4.05
4.16,4.20,4.22,4.14
4.18,4.11,4.18,4.09
4.12,4.00,4.12,3.97
3.94,3.99,4.02,3.81
3.99,3.97,4.00,3.90
3.92,3.90,3.96,3.86
3.90,3.87,3.94,3.86
3.98,4.00,4.02,3.93
3.99,4.05,4.18,3.99
4.20,4.42,4.44,4.07
4.41,4.15,4.41,4.12
4.20,4.21,4.26,4.06
4.27,4.30,4.33,4.20
4.31,4.19,4.39,4.14
4.18,4.18,4.24,4.11
4.15,3.89,4.15,3.88
3.90,4.02,4.04,3.90
3.97,3.99,4.01,3.88
4.02,4.01,4.03,3.97
3.95,4.02,4.05,3.92
4.08,4.08,4.12,4.04
4.11,4.07,4.21,4.01
4.10,4.04,4.16,4.03
4.14,4.10,4.16,4.06
4.09,4.01,4.10,3.95
4.03,4.02,4.07,3.96
4.02,3.99,4.04,3.95
3.99,3.94,3.99,3.85
3.96,3.85,3.96,3.85
3.88,3.88,3.88,3.84
3.88,3.87,3.89,3.83
3.91,3.96,4.01,3.90
3.93,3.93,3.97,3.85
3.89,3.94,3.95,3.80
3.95,3.91,3.95,3.91
3.91,3.98,4.00,3.89
4.02,4.00,4.03,3.97
3.99,4.01,4.02,3.95
4.02,4.00,4.02,3.95
3.93,3.98,3.99,3.92
4.01,3.99,4.03,3.95
3.98,4.05,4.05,3.98
4.07,4.14,4.15,4.06
4.12,4.17,4.23,4.12
4.20,4.17,4.22,4.15
4.15,4.10,4.17,4.01
4.11,4.12,4.14,4.10
4.14,4.11,4.14,4.06
4.09,4.14,4.17,4.06
4.11,4.06,4.12,4.05
4.09,4.06,4.09,4.01
4.09,4.11,4.13,4.02
4.11,4.18,4.18,4.11
4.18,4.26,4.27,4.18
4.25,4.30,4.32,4.20
4.29,4.21,4.29,4.18
4.22,4.35,4.37,4.15
4.36,4.18,4.36,4.17
4.12,4.13,4.19,4.10
4.18,4.15,4.22,4.14
4.15,4.12,4.15,4.10
4.14,4.12,4.19,4.09
4.14,4.16,4.17,4.10
4.18,4.25,4.26,4.11
4.24,4.12,4.26,4.12
4.11,4.15,4.19,4.10
4.18,4.25,4.27,4.12
4.24,4.20,4.24,4.18
4.15,4.16,4.28,4.15
4.16,4.16,4.18,4.09
4.16,4.15,4.16,4.10
4.24,4.10,4.26,4.00
4.10,3.97,4.10,3.97
3.95,3.90,3.95,3.87
3.80,3.80,3.86,3.65
3.85,3.88,3.92,3.80
3.89,3.93,3.95,3.79
3.92,3.96,4.06,3.91
3.95,3.96,4.00,3.87
3.98,4.00,4.07,3.94
4.00,4.00,4.03,3.96
4.00,3.95,4.00,3.91
3.96,3.83,3.96,3.83
3.81,3.87,3.94,3.81
3.82,3.83,3.87,3.81
3.83,3.84,3.87,3.79
3.79,3.81,3.82,3.77
3.81,4.10,4.14,3.79
4.14,4.37,4.40,4.08
4.34,4.18,4.34,4.11
4.19,4.03,4.19,4.01
4.00,4.02,4.04,3.95
4.06,3.92,4.06,3.86
3.92,4.01,4.02,3.89
3.99,3.98,4.03,3.97
3.94,3.97,3.98,3.93
3.95,3.99,4.01,3.95
3.91,3.94,4.01,3.89
3.94,3.94,3.98,3.87
3.96,4.00,4.06,3.95
3.99,3.98,4.10,3.96
3.96,3.94,4.01,3.91
3.95,4.05,4.05,3.92
4.09,4.10,4.17,4.00
4.06,4.00,4.11,3.98
3.99,3.98,4.02,3.82
4.11,4.01,4.11,3.97
3.94,4.05,4.12,3.94
4.04,4.09,4.10,4.00
4.13,4.12,4.16,4.08
4.11,4.14,4.15,4.00
4.10,4.04,4.14,3.98
4.04,3.99,4.04,3.99
3.98,3.98,4.06,3.98
3.94,4.02,4.02,3.90
4.00,4.03,4.08,4.00
4.00,3.95,4.00,3.93
3.95,4.01,4.03,3.90
3.97,4.12,4.13,3.89
4.07,3.99,4.08,3.97
4.01,4.00,4.03,3.95
3.96,3.95,4.01,3.85
3.92,3.89,3.97,3.85
3.90,3.98,4.01,3.90
4.00,3.72,4.00,3.71
3.73,3.70,3.75,3.61
3.68,3.73,3.81,3.65
3.73,3.84,3.87,3.71
3.85,3.66,3.85,3.66
3.64,3.65,3.68,3.51
3.64,3.63,3.73,3.57
3.64,3.60,3.67,3.53
3.62,3.61,3.68,3.58
3.60,3.60,3.66,3.50
3.62,3.58,3.62,3.52
3.50,3.57,3.72,3.50
3.58,3.53,3.59,3.46
3.49,3.57,3.58,3.47
3.57,3.85,3.85,3.57
3.88,3.76,3.88,3.70
3.74,3.89,3.92,3.72
3.92,3.75,3.92,3.75
3.78,3.84,3.93,3.75
3.83,3.71,3.84,3.70
3.73,3.83,3.86,3.70
3.80,3.75,3.80,3.66
3.74,3.73,3.76,3.69
3.73,3.69,3.74,3.67
3.66,3.65,3.70,3.60
3.66,3.50,3.70,3.46
3.55,3.58,3.64,3.53
3.54,3.50,3.57,3.45
3.50,3.61,3.64,3.49
3.63,3.68,3.68,3.62
3.64,3.69,3.72,3.61
3.79,3.77,3.79,3.70
3.75,3.75,3.79,3.67
3.76,3.75,3.76,3.70
3.75,3.74,3.75,3.69
3.69,3.72,3.74,3.68
3.70,3.69,3.70,3.67
3.73,3.69,3.73,3.67
3.68,3.69,3.71,3.66
3.69,3.69,3.74,3.64
3.70,3.80,3.80,3.69
3.80,3.74,3.80,3.74
3.78,3.70,3.82,3.68
3.70,3.71,3.76,3.60
3.74,3.89,3.93,3.60
3.85,3.91,3.94,3.80
3.86,3.80,3.86,3.80
3.82,3.66,3.83,3.64
3.69,3.65,3.76,3.60
3.67,3.60,3.73,3.58
3.61,3.74,3.76,3.61
3.75,3.94,3.96,3.73
3.92,3.70,3.92,3.67
3.73,3.61,3.86,3.60
3.60,3.77,3.83,3.60
3.78,3.96,4.00,3.77
3.97,3.95,3.99,3.81
3.96,3.91,3.98,3.89
3.88,3.87,3.90,3.77
3.89,3.84,3.90,3.79
3.85,3.86,3.88,3.75
3.84,3.90,3.90,3.78
3.90,3.88,3.99,3.85
3.86,3.91,3.91,3.72
3.92,3.99,4.00,3.87
4.00,3.94,4.01,3.88
3.92,4.01,4.02,3.87
4.04,4.03,4.09,3.96
4.00,3.89,4.00,3.88
3.90,3.85,3.97,3.80
3.84,3.87,3.88,3.80
3.88,3.99,4.00,3.85
3.99,4.00,4.00,3.90
4.02,4.03,4.07,3.95
3.99,3.84,3.99,3.84
3.89,3.83,3.89,3.77
3.80,3.78,3.85,3.69
3.81,3.82,3.90,3.77
3.83,4.02,4.03,3.75
4.06,4.03,4.07,3.90
4.05,4.04,4.10,4.00
4.07,4.05,4.09,3.94
4.07,4.09,4.09,3.99
4.11,4.16,4.20,4.05
4.12,4.15,4.20,4.01
4.11,4.16,4.19,4.10
4.14,4.15,4.18,4.06
4.17,4.10,4.17,4.01
4.07,4.12,4.14,4.04
4.19,4.41,4.44,4.12
4.41,4.52,4.53,4.38
4.58,4.47,4.63,4.47
4.46,4.50,4.50,4.42
4.50,4.50,4.59,4.46
4.47,4.23,4.50,4.20
4.30,4.36,4.42,4.28
4.39,4.33,4.42,4.28
4.32,4.35,4.62,4.31
4.36,4.49,4.54,4.33
4.51,4.40,4.55,4.25
4.36,4.37,4.48,4.29
4.39,4.24,4.39,4.23
4.26,4.31,4.33,4.24
4.36,4.33,4.41,4.32
4.32,4.31,4.34,4.24
4.31,4.35,4.36,4.25
4.35,4.48,4.50,4.34
4.58,4.50,4.70,4.43
4.47,4.20,4.49,4.14
4.16,4.06,4.20,3.97
4.03,4.05,4.08,4.01
4.02,4.08,4.13,4.02
4.07,4.02,4.07,3.97
4.07,4.05,4.07,4.00
4.04,4.03,4.06,3.94
4.02,4.02,4.03,3.94
4.00,3.89,4.00,3.80
3.89,3.80,3.93,3.80
3.79,3.97,3.98,3.75
3.97,4.12,4.16,3.97
4.05,3.91,4.16,3.85
3.91,3.75,3.95,3.74
3.72,3.90,3.97,3.72
3.90,3.76,3.90,3.76
3.75,3.86,3.88,3.75
3.86,3.81,4.15,3.76
3.82,3.77,4.04,3.76
3.74,3.81,3.85,3.74
3.77,3.88,3.95,3.77
3.86,3.87,3.90,3.85
3.87,4.02,4.07,3.86
4.04,4.03,4.13,4.01
4.03,3.97,4.11,3.95
3.98,3.91,4.10,3.90
3.88,3.90,3.94,3.85
3.94,3.99,4.01,3.81
4.01,3.94,4.02,3.89
3.96,3.87,4.06,3.81
3.85,3.77,3.97,3.70
3.80,3.83,3.93,3.76
3.82,3.81,3.97,3.77
3.82,3.75,3.82,3.71
3.75,3.76,3.80,3.70
3.76,3.79,3.84,3.70
3.86,4.28,4.46,3.86
4.27,4.13,4.27,4.02
4.10,4.16,4.20,4.05
4.19,4.09,4.22,4.05
4.11,4.12,4.15,4.01
4.11,4.15,4.21,4.01
4.14,4.00,4.14,3.99
4.03,4.08,4.09,3.94
4.07,4.09,4.12,3.92
4.09,4.07,4.15,4.05
4.08,4.07,4.13,4.02
4.07,4.23,4.28,3.95
4.21,4.38,4.38,4.16
4.44,4.46,4.51,4.18
4.46,4.38,4.49,4.35
4.42,4.37,4.42,4.32
4.34,4.29,4.39,4.29
4.28,4.51,4.57,4.25
4.50,4.47,4.58,4.37
4.46,4.45,4.49,4.38
4.46,4.47,4.59,4.41
4.47,4.49,4.49,4.45
4.47,4.56,4.64,4.47
4.53,4.53,4.63,4.50
4.54,4.61,4.84,4.51
4.59,4.59,4.67,4.53
4.61,4.74,4.83,4.58
4.75,4.72,4.85,4.68
4.77,4.74,4.79,4.64
4.76,4.76,4.80,4.70
4.79,4.98,4.99,4.75
5.00,4.99,5.04,4.95
5.00,4.95,5.03,4.89
4.97,4.97,5.03,4.94
4.98,5.08,5.10,4.95
5.08,5.05,5.08,5.05
5.08,5.30,5.31,5.08
5.32,5.21,5.32,5.20
5.22,5.21,5.24,5.15
5.20,5.25,5.33,5.20
5.50,5.40,5.52,5.38
5.42,5.51,5.55,5.38
5.53,5.65,5.69,5.53
5.69,5.47,5.76,5.40
5.49,5.43,5.49,5.30
5.50,5.74,5.80,5.50
5.72,5.62,5.77,5.61
5.66,5.68,5.75,5.65
5.74,5.79,5.80,5.66
5.85,5.68,5.86,5.67
5.71,5.77,5.80,5.71
5.77,5.78,5.84,5.74
5.90,5.75,5.95,5.71
5.70,5.70,5.80,5.64
5.63,5.72,5.75,5.63
5.75,5.70,5.76,5.65
5.68,5.70,5.73,5.66
5.70,5.70,5.73,5.68
5.74,5.70,5.75,5.69
5.70,5.67,5.74,5.67
5.70,5.70,5.73,5.67
5.69,5.68,5.70,5.65
5.68,5.70,5.72,5.68
5.72,5.73,5.75,5.71
5.70,5.67,5.72,5.60
5.70,5.54,5.70,5.52
5.59,5.50,5.59,5.40
5.50,5.54,5.60,5.44
5.56,5.74,5.85,5.56
5.95,5.85,6.00,5.78
5.91,6.08,6.12,5.90
6.06,5.77,6.15,5.77
5.79,5.65,5.85,5.63
5.62,5.62,5.70,5.45
5.68,5.61,5.70,5.60
5.62,5.64,5.69,5.61
5.63,5.70,5.74,5.55
5.60,5.59,5.65,5.51
5.62,5.64,5.64,5.51
5.69,5.60,5.79,5.55
5.24,4.84,5.24,4.75
4.82,4.84,4.89,4.82
4.83,4.87,4.88,4.79
4.89,4.68,4.89,4.58
4.71,4.77,4.81,4.65
4.72,4.55,4.74,4.47
4.55,4.67,4.69,4.54
4.68,4.65,4.68,4.56
4.63,4.71,4.75,4.52
4.75,4.64,4.75,4.58
4.62,4.80,4.81,4.61
4.80,4.70,4.81,4.67
4.70,4.72,4.77,4.68
4.77,4.75,4.85,4.72
4.80,5.12,5.17,4.80
5.12,4.85,5.12,4.80
5.12,5.02,5.12,4.89
5.07,5.09,5.12,5.05
5.07,5.23,5.28,5.06
5.25,5.43,5.45,5.20
5.38,5.37,5.41,5.35
5.20,5.30,5.36,5.18
5.32,5.29,5.39,5.23
5.25,5.29,5.39,5.25
5.27,5.30,5.35,5.26
5.25,5.25,5.26,5.19
5.24,5.23,5.26,5.10
5.24,5.20,5.24,5.16
5.19,5.18,5.24,5.15
5.17,5.10,5.18,5.04
5.11,5.03,5.22,5.03
5.00,5.16,5.21,4.96
5.14,5.13,5.15,5.09
5.19,5.24,5.25,5.15
5.19,5.12,5.20,5.09
5.15,5.25,5.26,5.15
5.20,5.08,5.28,5.08
5.08,5.02,5.13,4.98
5.00,5.04,5.10,4.99
4.97,4.97,5.04,4.95
4.99,5.00,5.00,4.88
5.04,5.02,5.04,4.93
5.01,5.05,5.06,4.97
4.97,5.01,5.05,4.97
5.05,4.98,5.10,4.96
4.96,4.97,4.99,4.70
4.96,4.90,5.04,4.85
4.96,4.98,5.04,4.96
5.00,5.06,5.08,4.91
5.05,4.92,5.06,4.92
4.83,4.83,4.94,4.79
