GENE,Genetic Technologies Ltd - American Depositary Shares representing 150 ordinary shares,NASDAQ
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.91,0.91,0.91,0.91
1.00,1.01,1.01,1.00
1.03,1.00,1.03,1.00
0.90,1.06,1.11,0.90
1.00,1.12,1.12,1.00
1.18,0.99,1.18,0.95
1.01,1.01,1.01,1.01
1.02,1.15,1.15,1.01
1.03,1.48,1.74,1.03
2.60,2.53,2.99,2.30
2.55,2.39,2.55,2.33
2.39,2.46,2.60,2.30
2.46,2.90,3.00,2.40
2.90,3.15,3.43,2.71
3.64,3.36,3.74,3.14
3.99,4.85,6.94,3.75
4.80,3.60,4.90,3.55
3.99,4.09,4.75,3.85
4.00,3.63,4.45,3.35
3.50,3.10,3.53,3.07
3.16,3.06,3.16,2.82
2.98,2.99,3.33,2.94
3.10,2.95,3.22,2.90
2.77,2.79,3.39,2.60
2.89,3.00,3.15,2.76
3.15,3.64,3.80,3.15
3.63,3.65,4.20,3.45
3.70,3.55,3.71,3.48
3.70,3.44,3.70,3.20
3.42,3.25,3.44,3.21
3.25,3.15,3.26,3.04
3.01,3.50,3.55,3.01
3.50,3.28,3.70,3.24
3.30,3.23,3.40,3.10
3.23,3.11,3.42,3.11
3.10,3.13,3.24,3.10
3.07,3.11,3.14,3.05
3.01,3.09,3.28,3.00
3.02,2.90,3.04,2.90
2.89,2.78,2.94,2.64
2.69,2.85,2.85,2.69
2.75,3.17,3.30,2.75
3.11,3.05,3.29,3.05
3.13,2.84,3.13,2.75
2.90,2.89,2.95,2.75
2.89,2.79,2.97,2.69
3.00,2.86,3.00,2.78
2.89,2.80,2.89,2.80
2.88,2.72,2.88,2.69
2.69,2.78,2.84,2.69
2.70,2.42,2.70,2.40
2.21,2.13,2.24,2.04
2.03,2.10,2.12,2.00
1.99,1.86,2.18,1.86
1.89,1.87,2.00,1.50
1.86,1.95,1.98,1.86
1.95,2.40,2.60,1.95
2.36,2.33,2.48,2.15
2.30,2.30,2.34,2.21
2.30,2.17,2.30,2.15
2.01,2.18,2.25,2.00
2.21,2.19,2.29,2.10
2.19,2.19,2.36,2.18
2.20,2.28,2.30,2.19
2.30,2.64,2.72,2.30
2.80,2.60,2.87,2.60
2.49,2.46,2.65,2.40
2.42,2.39,2.44,2.37
2.29,2.36,2.48,2.29
2.49,2.61,2.62,2.33
2.60,2.65,2.70,2.46
2.69,3.16,3.39,2.69
3.29,3.32,3.66,3.27
3.35,3.10,3.45,3.01
3.06,3.03,3.14,2.77
3.01,3.08,3.12,2.94
2.98,3.10,3.35,2.98
3.10,3.20,3.20,2.96
3.20,3.24,3.29,3.09
3.29,3.28,3.64,3.21
3.27,3.21,3.40,3.16
3.32,3.12,3.32,3.00
3.16,3.17,3.23,3.03
5.00,5.46,6.95,4.86
5.14,5.62,6.44,4.95
5.41,5.77,6.33,5.30
6.07,8.00,9.24,5.99
7.81,8.14,9.60,7.35
7.61,7.29,8.64,6.76
7.10,7.50,8.13,6.85
7.94,7.70,8.30,7.50
7.80,8.11,8.57,7.80
8.40,8.93,9.49,8.25
9.20,9.13,9.80,8.91
8.93,8.55,9.48,8.35
8.01,7.78,8.55,7.78
7.73,6.91,7.73,6.88
7.09,7.30,7.49,6.39
7.27,7.85,8.25,7.10
8.00,8.20,8.65,7.95
8.40,8.12,8.57,7.90
7.75,7.61,8.00,7.25
7.84,7.66,7.94,7.49
7.45,7.60,8.05,7.25
8.02,7.66,8.05,7.60
7.89,7.55,7.89,7.42
7.99,7.66,8.00,7.50
7.90,7.24,7.90,7.23
7.21,7.14,7.24,6.73
7.10,6.75,7.32,6.66
6.90,6.08,7.00,5.65
6.08,6.00,6.35,5.80
5.70,5.60,5.99,5.51
5.70,5.16,5.80,5.05
5.10,4.90,5.25,4.86
5.02,4.61,5.22,4.26
4.78,4.74,5.40,4.68
4.74,4.86,5.17,4.70
4.86,4.92,5.05,4.77
5.00,5.67,5.99,5.00
5.95,5.83,6.34,5.63
5.99,5.62,5.99,5.40
5.57,5.67,5.73,5.55
5.58,5.40,5.58,5.25
5.72,5.64,5.73,5.33
5.49,5.62,5.78,5.41
5.82,5.83,5.89,5.54
6.07,6.23,6.48,5.89
6.64,6.92,7.63,6.43
7.02,7.30,7.77,7.02
7.65,7.70,7.99,7.38
7.77,7.38,7.77,7.13
7.57,7.95,7.95,7.41
7.84,8.78,9.15,7.82
8.75,10.30,10.75,8.56
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
7.70,7.07,7.85,6.45
6.17,6.34,6.81,6.15
6.34,5.90,6.39,5.76
5.51,6.12,6.48,5.50
6.00,5.99,6.22,5.80
5.80,5.64,5.99,5.51
6.17,7.35,7.97,5.75
7.40,6.92,8.10,6.88
7.00,7.14,7.69,6.95
7.14,5.87,7.14,5.60
5.99,5.85,6.56,5.70
5.31,4.61,5.37,4.30
4.94,5.20,6.05,4.80
5.60,5.22,5.60,5.02
5.37,5.91,5.96,5.30
6.00,5.70,6.38,5.47
6.40,5.75,6.40,5.51
5.97,5.61,5.97,5.50
5.73,5.37,5.87,5.31
5.30,5.07,5.34,5.00
5.00,5.01,5.41,4.95
5.07,4.94,5.51,4.90
4.97,5.06,5.10,4.90
5.17,5.38,5.43,5.05
5.48,5.30,5.78,5.22
5.30,5.19,5.30,5.05
5.47,5.70,5.88,5.26
5.99,6.29,6.48,5.82
6.63,7.05,7.45,6.40
7.21,7.00,7.40,6.60
6.50,6.52,6.79,6.29
6.08,6.22,6.37,6.02
6.24,6.61,6.80,6.24
6.62,6.89,7.20,6.50
7.01,6.64,7.01,6.47
6.40,6.33,6.60,6.18
6.28,6.32,6.49,6.24
6.30,6.04,6.30,5.83
6.00,6.02,6.23,5.85
6.23,5.96,6.23,5.90
5.84,5.86,6.00,5.66
6.00,5.55,6.00,5.38
5.45,5.27,5.62,5.18
5.12,4.69,5.12,4.65
4.75,4.81,5.06,4.69
4.67,5.01,5.35,4.67
5.50,5.03,5.50,4.95
5.31,4.84,5.31,4.81
4.89,4.77,4.89,4.67
4.73,4.43,4.75,4.32
4.50,4.19,4.73,4.00
4.10,4.06,4.21,3.65
4.13,4.38,4.49,4.13
4.54,4.88,4.94,4.51
5.00,4.47,5.09,4.25
4.57,4.74,4.84,4.41
4.76,4.63,4.92,4.51
4.66,4.72,4.84,4.56
4.60,4.68,4.70,4.51
4.73,4.63,4.73,4.49
4.54,4.47,4.58,4.30
4.50,4.75,4.84,4.50
4.74,4.87,5.20,4.60
4.79,4.42,4.79,4.25
4.52,4.55,4.67,4.50
4.60,4.49,4.60,4.40
4.51,4.10,4.51,4.01
4.12,4.18,4.40,4.09
4.30,4.28,4.30,4.15
4.16,4.07,4.26,4.05
4.10,4.15,4.15,4.00
4.14,3.97,4.14,3.92
4.09,4.19,4.60,4.02
4.15,4.11,4.29,4.02
4.04,4.04,4.15,4.04
4.03,4.00,4.10,3.90
4.09,4.09,4.10,4.00
3.93,3.93,4.05,3.92
3.95,3.95,4.04,3.80
4.05,4.01,4.10,3.99
4.06,4.14,4.14,4.02
4.01,4.01,4.14,4.00
3.99,3.88,4.01,3.81
3.89,3.72,3.90,3.72
3.81,3.78,3.82,3.70
3.67,3.39,3.69,3.30
3.34,3.60,3.83,3.34
3.47,3.43,3.70,3.30
3.44,3.49,3.49,3.44
3.76,3.20,3.76,3.17
3.20,3.25,3.37,3.20
3.50,3.87,4.20,3.41
3.87,3.62,4.14,3.62
3.91,3.68,3.99,3.58
3.75,3.90,4.04,3.75
4.00,3.86,4.00,3.75
4.01,3.99,4.08,3.81
3.99,3.78,4.01,3.75
3.93,3.69,3.94,3.68
3.67,3.42,3.67,3.40
3.56,3.55,3.89,3.50
3.63,3.47,3.72,3.40
3.51,3.42,3.62,3.37
3.45,3.37,3.65,3.29
3.47,3.29,3.47,3.29
3.44,3.26,3.44,3.25
3.33,3.37,3.37,3.25
3.39,3.28,3.39,3.24
3.26,3.30,3.40,3.26
3.40,3.31,3.40,3.22
3.30,3.06,3.31,3.04
3.03,3.08,3.26,3.03
3.03,3.03,3.08,3.03
3.10,3.07,3.37,3.02
3.15,3.10,3.23,3.07
3.10,3.26,3.30,3.10
3.30,3.55,3.55,3.30
3.54,3.50,3.60,3.41
3.55,3.72,3.78,3.55
3.75,3.65,3.75,3.60
3.74,3.70,3.75,3.60
3.71,3.50,3.71,3.30
3.53,3.61,3.66,3.40
3.52,3.49,3.65,3.32
3.47,3.45,3.56,3.43
3.44,3.32,3.44,3.30
3.35,3.35,3.43,3.30
3.35,3.30,3.35,3.29
3.35,4.30,4.35,3.30
4.49,4.63,4.98,4.45
4.57,4.51,4.62,4.26
4.26,4.45,4.67,4.15
4.50,4.15,4.50,3.82
4.25,4.48,4.70,4.25
4.65,4.45,4.65,4.33
4.50,4.24,4.50,4.15
4.44,4.59,4.60,4.23
4.60,4.29,4.62,4.25
4.27,4.19,4.27,4.15
4.26,4.10,4.27,3.91
3.96,4.08,4.21,3.95
4.21,4.24,4.36,4.02
4.22,4.05,4.22,4.05
4.16,3.97,4.22,3.95
4.22,4.13,4.22,4.05
4.15,4.00,4.15,3.95
4.00,4.00,4.12,3.90
3.99,4.00,4.09,3.95
4.01,3.93,4.05,3.90
3.91,4.05,4.05,3.91
3.99,3.78,4.05,3.78
3.58,3.17,3.61,3.02
3.17,3.18,3.31,3.17
3.18,3.10,3.18,3.02
3.14,3.12,3.15,3.04
3.10,3.05,3.13,3.05
3.04,3.05,3.06,3.00
3.03,3.05,3.10,3.03
3.05,3.10,3.11,3.05
3.13,3.15,3.15,3.10
3.14,3.21,3.28,3.11
3.25,3.14,3.25,3.00
3.25,3.09,3.32,3.06
3.08,3.09,3.26,3.01
3.06,3.06,3.15,3.00
3.06,3.00,3.10,3.00
3.00,3.00,3.07,3.00
3.01,2.95,3.04,2.90
2.95,2.86,2.96,2.75
2.90,2.94,2.98,2.87
3.00,2.98,3.00,2.85
2.92,2.86,3.00,2.67
2.86,2.87,2.96,2.69
2.87,2.80,2.87,2.70
2.86,2.84,2.90,2.75
2.75,2.85,2.90,2.75
2.75,2.83,2.89,2.75
2.81,2.94,2.94,2.81
2.82,2.96,2.99,2.81
2.85,2.94,2.95,2.85
2.95,2.72,2.97,2.51
2.72,2.75,2.95,2.62
2.87,2.85,2.87,2.70
2.85,2.76,2.90,2.70
2.83,2.75,2.88,2.73
2.77,2.84,2.88,2.77
2.79,2.75,2.94,2.75
2.77,2.75,2.89,2.75
2.73,2.88,2.88,2.72
2.80,2.82,2.89,2.75
2.80,2.70,2.86,2.70
2.80,2.80,3.05,2.66
2.77,2.76,2.89,2.76
2.81,2.86,2.86,2.80
2.81,2.88,2.88,2.75
2.90,2.86,2.95,2.74
2.87,2.92,2.95,2.76
2.90,2.79,2.95,2.78
2.80,2.75,2.82,2.64
2.69,2.74,2.74,2.60
2.64,2.61,2.89,2.51
2.58,2.82,2.84,2.56
2.76,2.67,2.93,2.66
2.60,2.85,2.88,2.60
2.75,2.80,2.90,2.72
2.76,2.54,2.77,2.52
2.54,2.70,2.90,2.54
2.71,2.59,2.79,2.29
2.44,2.35,2.57,2.31
2.35,2.41,2.64,2.35
2.46,3.99,4.18,2.45
4.03,3.54,4.03,3.36
3.63,5.76,6.20,3.61
5.15,4.82,5.65,4.60
5.19,5.35,6.19,5.01
5.08,4.62,5.10,4.49
4.73,4.59,4.88,4.36
4.43,4.48,4.98,4.18
4.73,4.26,4.76,4.14
4.40,4.03,4.40,3.95
4.17,4.02,4.17,3.89
4.09,3.72,4.09,3.72
3.72,3.52,4.04,3.48
3.63,3.32,3.63,3.25
3.46,3.24,3.47,3.11
3.20,3.15,3.36,3.11
3.17,3.56,3.84,3.02
3.53,3.36,3.67,3.27
3.21,4.25,4.28,3.21
4.15,3.95,4.49,3.92
3.85,3.83,3.98,3.71
3.70,3.83,3.83,3.53
3.91,3.75,3.98,3.61
3.65,3.64,3.80,3.60
3.65,3.75,4.17,3.65
3.86,3.76,3.95,3.55
3.80,3.81,3.81,3.56
3.98,3.65,3.98,3.60
3.61,3.64,3.89,3.61
3.70,3.70,3.75,3.60
3.70,3.54,3.70,3.50
3.50,3.40,3.54,3.34
3.42,3.37,3.63,3.35
3.41,3.20,3.46,3.20
3.25,3.15,3.32,3.05
3.13,3.08,3.17,3.05
3.14,3.23,3.48,3.08
3.26,3.28,3.33,3.21
3.36,3.33,3.46,3.20
3.34,3.48,3.71,3.30
3.56,3.44,3.56,3.26
3.31,3.32,3.35,3.23
3.20,3.32,3.39,3.11
3.48,3.50,3.70,3.33
3.59,3.50,3.59,3.34
4.21,3.81,4.79,3.77
3.80,3.54,3.80,3.45
3.62,3.50,3.62,3.46
3.66,3.44,3.66,3.36
3.44,3.28,3.44,3.26
3.28,3.31,3.38,3.17
3.29,3.26,3.46,3.22
3.31,3.26,3.38,3.25
3.30,3.28,3.32,3.24
3.75,3.50,3.94,3.41
3.55,3.48,3.75,3.46
3.52,3.45,3.54,3.42
3.40,3.27,3.44,3.24
3.34,3.32,3.59,3.25
3.38,3.30,3.38,3.26
3.38,3.30,3.38,3.23
3.28,3.21,3.31,3.21
3.31,3.33,3.42,3.22
3.38,3.28,3.40,3.25
3.38,3.27,3.38,3.24
3.33,3.27,3.50,3.25
3.25,3.25,3.39,3.20
3.20,3.22,3.35,3.20
3.20,3.12,3.25,3.11
3.15,3.93,4.28,3.12
3.82,3.73,4.09,3.67
3.71,3.48,3.75,3.43
3.42,3.45,3.58,3.31
3.46,3.38,3.56,3.32
3.46,3.38,3.69,3.26
3.46,3.40,3.49,3.36
3.36,3.29,3.49,3.28
3.26,3.33,3.36,3.26
3.27,3.39,3.45,3.27
3.35,3.40,3.49,3.35
3.40,3.37,3.43,3.34
3.37,3.38,3.47,3.35
3.35,3.48,3.71,3.35
3.55,3.53,3.62,3.50
3.57,3.46,3.63,3.39
3.50,3.45,3.50,3.42
3.42,3.35,3.44,3.32
3.80,3.60,4.22,3.60
3.68,3.54,3.71,3.41
3.59,3.55,3.72,3.51
3.49,3.52,3.69,3.46
3.52,3.55,3.58,3.47
3.57,3.57,3.69,3.51
3.90,3.72,3.95,3.61
3.75,3.63,3.85,3.60
3.62,3.56,3.69,3.46
3.62,3.52,3.62,3.47
3.53,3.44,3.53,3.36
3.38,3.47,3.54,3.37
3.42,3.48,3.58,3.40
3.45,3.44,3.51,3.40
3.50,3.46,3.51,3.40
3.44,3.46,3.52,3.43
3.49,3.45,3.52,3.41
3.49,3.57,3.80,3.40
3.62,3.55,3.79,3.50
3.59,3.46,3.61,3.44
3.52,3.44,3.52,3.44
3.42,3.45,3.45,3.41
3.45,3.48,3.57,3.42
3.43,3.41,3.51,3.40
3.41,3.33,3.48,3.30
3.32,3.34,3.42,3.32
3.31,3.33,3.41,3.30
3.39,3.40,3.48,3.38
3.40,3.36,3.42,3.32
3.41,3.30,3.41,3.26
3.35,3.25,3.35,3.25
3.25,3.26,3.38,3.20
3.26,3.25,3.29,3.21
3.15,3.20,3.35,3.15
3.21,3.18,3.25,3.17
3.16,3.03,3.19,3.02
2.86,2.65,2.94,2.50
2.90,2.79,3.00,2.72
2.79,2.75,2.81,2.64
2.52,2.60,2.70,2.52
2.59,2.62,2.76,2.53
2.62,2.69,2.76,2.52
2.59,2.50,2.74,2.45
2.10,2.23,2.50,2.00
2.21,2.37,2.41,2.21
2.36,2.38,2.43,2.26
2.28,2.32,2.39,2.14
2.35,2.45,2.57,2.35
2.49,2.41,2.49,2.34
2.37,2.43,2.43,2.35
2.36,2.33,2.43,2.32
2.33,2.28,2.37,2.15
2.32,2.39,2.50,2.28
2.45,2.52,2.54,2.45
2.55,2.53,2.59,2.39
2.51,2.48,2.55,2.43
2.45,2.45,2.53,2.40
2.46,2.41,2.46,2.35
2.39,2.31,2.39,2.30
2.29,2.31,2.37,2.24
2.25,2.20,2.30,2.16
2.19,2.14,2.25,2.11
2.11,2.25,2.28,2.10
2.27,2.16,2.30,2.15
2.18,2.14,2.19,2.13
2.13,2.18,2.28,2.10
2.30,2.34,2.37,2.22
2.36,2.41,2.49,2.30
2.35,2.45,2.50,2.35
2.49,2.37,2.49,2.35
2.41,2.47,2.50,2.29
2.52,2.56,2.59,2.46
2.60,2.59,2.60,2.48
2.60,2.60,2.61,2.40
2.61,2.62,2.62,2.51
2.61,2.58,2.63,2.50
2.58,2.53,2.62,2.51
2.62,2.53,2.62,2.49
2.52,2.49,2.64,2.43
2.48,2.50,2.64,2.45
2.60,2.47,2.60,2.43
2.50,2.47,2.50,2.46
2.50,2.62,2.90,2.50
2.65,2.52,2.65,2.52
2.55,2.46,2.60,2.45
2.52,2.48,2.57,2.45
2.45,2.45,2.48,2.41
2.44,2.42,2.49,2.36
2.39,2.46,2.80,2.38
2.49,2.52,2.63,2.45
2.50,2.52,2.58,2.49
2.52,2.46,2.55,2.42
2.44,2.53,2.64,2.44
2.58,2.52,2.59,2.51
2.52,2.57,2.60,2.50
2.56,2.57,2.59,2.49
2.50,2.57,2.63,2.46
2.58,2.59,2.60,2.52
2.59,2.60,2.70,2.56
2.64,2.65,2.75,2.61
2.63,2.58,2.72,2.55
2.61,2.73,2.85,2.58
2.84,2.63,2.85,2.62
2.63,2.59,2.65,2.52
2.60,2.50,2.61,2.48
2.51,2.45,2.60,2.38
2.42,2.42,2.56,2.41
2.50,2.51,2.56,2.43
2.48,2.53,2.56,2.46
2.52,2.55,2.55,2.43
2.48,2.51,2.55,2.41
2.50,2.44,2.54,2.44
2.54,2.51,2.54,2.46
2.55,2.51,2.55,2.46
2.50,2.49,2.51,2.46
2.46,2.49,2.49,2.46
2.46,2.46,2.54,2.43
2.44,2.44,2.44,2.38
2.41,2.42,2.49,2.38
2.47,2.48,2.50,2.44
2.44,2.46,2.48,2.36
2.45,2.44,2.48,2.39
2.40,2.43,2.45,2.40
2.38,2.42,2.45,2.36
2.40,2.38,2.43,2.36
2.40,2.28,2.44,2.26
2.40,2.38,2.43,2.38
2.41,2.29,2.41,2.27
2.30,2.28,2.35,2.25
2.27,2.24,2.32,2.24
2.24,2.40,2.41,2.24
2.39,2.33,2.40,2.31
2.34,2.37,2.38,2.30
2.35,2.33,2.36,2.25
2.22,2.22,2.36,2.17
2.24,2.24,2.28,2.17
2.24,2.75,3.30,2.18
2.83,2.52,2.83,2.45
2.55,2.40,2.58,2.34
2.41,2.42,2.49,2.40
2.48,2.35,2.57,2.35
2.50,2.44,2.50,2.35
2.41,2.38,2.48,2.32
2.37,2.45,2.46,2.35
2.47,2.41,2.47,2.35
2.41,2.46,2.46,2.40
2.44,2.38,2.44,2.35
2.35,2.36,2.42,2.35
2.35,2.36,2.36,2.30
2.31,2.25,2.31,2.25
2.61,2.65,3.05,2.55
2.65,2.52,2.65,2.46
2.49,2.45,2.55,2.45
2.45,2.49,2.55,2.45
2.50,2.48,2.51,2.45
2.52,2.48,2.54,2.48
2.45,2.40,2.52,2.40
2.44,2.46,2.54,2.44
2.46,3.00,3.10,2.43
2.94,2.68,2.94,2.64
2.67,2.85,2.98,2.60
2.95,3.26,3.35,2.95
3.25,3.10,3.28,3.05
3.15,2.98,3.18,2.86
2.91,3.11,3.15,2.84
3.04,3.10,3.11,2.92
3.12,2.95,3.19,2.90
2.83,2.88,3.00,2.83
2.98,2.90,3.13,2.86
2.90,2.88,3.10,2.86
2.96,2.95,3.15,2.94
3.10,2.99,3.25,2.92
3.04,2.92,3.04,2.90
2.92,2.65,2.92,2.58
2.80,2.74,2.94,2.73
2.85,2.80,2.85,2.58
2.75,2.84,2.85,2.66
2.77,2.63,2.78,2.60
2.65,2.72,2.86,2.64
2.72,2.77,2.80,2.60
2.78,2.69,2.84,2.65
