HSIC,Henry Schein,NASDAQ
150.54,149.94,151.65,149.33
148.89,149.89,150.37,147.22
149.65,149.33,150.06,148.46
149.10,150.43,150.80,148.48
150.79,152.19,152.88,150.06
151.81,151.16,152.58,150.72
151.84,153.49,153.57,151.24
154.18,152.83,154.57,151.76
153.51,154.18,154.70,152.56
154.24,153.76,154.98,152.56
153.47,152.03,154.17,151.20
152.40,152.05,152.97,151.46
151.86,153.04,153.95,151.53
152.79,152.38,152.99,151.10
152.72,152.79,153.64,152.30
152.68,153.21,153.92,152.34
153.10,152.25,153.69,152.05
152.35,153.12,153.74,151.87
153.35,151.71,153.35,151.39
154.24,155.93,156.37,151.01
156.38,156.55,157.19,155.38
156.28,155.71,156.63,154.81
155.72,156.18,156.49,154.68
156.14,157.25,157.37,155.00
157.39,158.09,159.36,156.85
157.60,157.76,158.74,155.74
156.86,157.13,157.43,155.31
157.05,159.05,159.10,157.05
