RETL,Direxion Daily Retail Bull 3X Shares ETF,NASDAQ
42.70,41.60,42.70,41.60
41.90,43.10,43.30,41.67
43.30,44.20,44.50,42.61
44.90,46.57,46.98,44.53
46.78,48.82,49.15,46.78
49.91,47.96,49.91,47.62
47.95,45.55,47.95,45.10
46.02,45.73,46.39,45.00
45.70,44.15,45.72,43.89
43.62,44.29,45.27,43.62
44.07,42.73,44.46,42.38
42.93,43.00,43.70,42.77
42.70,44.01,44.39,42.70
43.69,42.83,43.79,42.76
42.00,38.36,42.14,38.04
38.40,37.85,39.22,37.58
37.85,38.87,39.45,37.85
39.25,37.50,39.25,37.05
37.52,37.27,38.17,36.76
37.43,36.52,37.43,36.15
37.73,37.20,37.88,36.28
37.76,39.30,39.75,37.76
37.49,36.46,37.49,35.59
36.46,35.60,36.46,35.56
35.87,35.84,36.12,35.67
35.88,37.27,37.60,35.67
37.31,36.56,37.31,35.60
36.31,36.20,36.48,35.07
36.20,36.46,36.96,36.20
