RETL,Direxion Daily Retail Bull 3X Shares ETF,NASDAQ
56.42,56.42,56.42,56.42
56.58,56.58,56.58,56.58
56.58,56.58,56.58,56.58
56.58,56.58,56.58,56.58
55.85,56.67,56.71,55.85
55.35,55.20,55.35,55.20
55.20,55.08,55.68,55.08
56.69,56.00,56.72,55.98
56.00,56.00,56.00,56.00
57.28,59.02,59.02,57.04
58.48,58.00,58.48,58.00
58.15,58.67,58.67,57.43
59.00,58.99,59.10,58.99
58.02,58.02,58.02,58.02
59.34,59.48,59.48,59.28
60.06,60.15,60.39,59.48
60.06,60.16,60.16,60.06
60.48,62.35,62.35,60.48
62.34,62.83,62.85,62.34
62.97,63.20,63.20,62.59
65.57,65.87,66.21,65.54
64.59,64.59,64.59,64.59
62.91,63.25,63.25,62.91
63.25,63.25,63.25,63.25
63.25,63.25,63.25,63.25
63.64,62.78,63.64,62.78
61.96,61.96,61.96,61.96
61.96,61.96,61.96,61.96
63.65,63.65,63.65,63.65
62.92,62.92,62.92,62.92
63.87,63.70,63.87,63.70
63.64,63.93,63.93,63.64
63.44,63.40,63.44,63.39
63.40,63.40,63.40,63.40
63.38,63.38,63.38,63.38
62.27,62.66,62.66,62.27
60.66,60.66,60.66,60.66
59.71,59.71,59.71,59.71
59.07,59.07,59.07,59.07
55.73,55.75,55.75,55.00
54.61,54.61,54.61,54.61
54.61,54.61,54.61,54.61
49.98,47.59,50.58,47.59
46.77,46.77,46.77,46.77
46.77,46.77,46.77,46.77
50.52,50.52,50.52,50.52
51.04,50.88,51.06,49.25
51.62,51.70,51.70,51.62
51.90,52.64,52.64,51.90
52.64,52.64,52.64,52.64
48.96,48.96,48.96,48.96
50.31,48.37,50.31,48.37
49.66,48.67,49.66,48.67
48.67,48.67,48.67,48.67
51.77,52.03,52.11,51.76
51.55,51.55,51.55,51.55
53.25,53.26,53.26,53.25
54.76,54.76,54.76,54.76
56.03,56.03,56.03,56.03
56.64,55.80,57.20,55.80
55.80,55.80,55.80,55.80
53.22,53.22,53.22,53.22
50.94,50.94,50.94,50.94
54.00,54.52,54.67,54.00
54.63,55.19,55.19,54.63
55.19,55.19,55.19,55.19
51.55,52.50,52.50,51.40
54.87,55.15,55.20,54.87
56.86,56.86,56.86,56.86
56.86,56.86,56.86,56.86
58.97,59.80,59.90,58.97
59.70,59.70,59.70,59.70
60.12,58.64,60.12,58.60
58.90,58.37,58.90,58.37
53.22,53.59,53.60,53.22
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
57.57,56.36,57.57,56.36
57.50,56.01,57.50,56.01
53.88,53.88,53.88,53.88
52.92,52.20,53.57,52.19
49.68,49.68,49.68,49.68
52.99,54.55,54.55,52.88
55.00,54.91,55.00,54.58
56.65,55.86,57.12,55.86
59.00,59.19,59.80,58.76
59.08,59.84,59.84,58.74
60.55,61.55,61.80,60.55
61.55,61.55,61.55,61.55
61.77,61.99,61.99,61.07
61.68,61.07,62.05,60.97
61.02,63.35,63.79,61.02
62.84,62.84,62.84,62.84
62.06,62.06,62.06,62.06
64.15,64.23,64.23,63.87
65.90,65.16,65.90,65.16
64.01,62.73,64.13,62.73
60.82,60.86,60.95,59.71
62.88,63.51,63.55,62.88
62.72,62.72,62.72,62.72
62.83,62.00,62.83,61.98
60.64,61.30,61.30,60.31
62.45,62.28,62.45,61.65
62.51,62.91,62.99,61.06
62.25,62.99,63.14,61.61
63.62,63.97,63.99,62.24
64.56,65.42,65.42,63.00
63.51,61.83,63.71,61.65
63.41,62.14,63.41,61.60
63.66,64.88,64.99,63.66
64.79,64.63,65.41,64.31
64.36,64.07,64.36,63.15
63.54,62.04,64.27,62.04
62.47,60.51,62.47,59.93
61.70,60.21,61.70,60.00
58.75,58.68,58.99,57.53
58.54,58.53,58.81,57.61
56.70,57.16,57.16,56.70
58.00,56.30,58.00,56.30
59.29,58.90,59.61,58.49
59.63,60.39,60.39,59.06
63.20,62.25,63.20,60.95
61.56,62.70,63.23,61.56
64.60,63.34,64.77,63.34
64.76,65.10,66.13,64.76
64.75,65.85,65.85,64.32
65.03,66.56,66.56,65.03
65.11,63.04,65.44,63.04
63.76,64.81,65.07,63.34
63.13,63.11,63.30,62.48
61.57,56.37,61.57,56.37
55.84,56.15,56.42,54.66
57.59,56.50,57.59,56.50
57.84,57.30,58.51,57.07
57.96,55.07,58.15,55.07
57.28,59.78,59.93,57.28
59.24,59.24,59.24,58.96
59.83,59.17,59.83,59.17
59.17,60.16,60.24,59.17
60.31,60.71,60.84,60.28
60.11,59.11,60.11,59.05
59.11,59.11,59.11,59.11
59.11,59.11,59.11,59.11
61.24,59.64,61.24,59.64
59.97,60.17,60.17,59.97
58.06,60.39,60.49,57.38
60.39,60.57,60.85,60.39
60.74,59.98,60.74,59.05
60.53,60.46,60.53,60.46
60.77,60.46,60.77,60.45
61.20,60.08,61.20,60.08
59.82,60.21,61.00,59.72
62.27,62.67,63.06,62.22
63.24,65.80,65.80,63.24
66.46,68.12,68.12,66.22
67.08,66.29,67.19,66.29
64.81,65.77,65.77,64.46
65.29,66.04,66.04,65.29
66.02,67.05,67.21,65.62
68.33,67.33,68.33,66.60
67.25,68.15,68.15,66.70
67.24,66.44,67.24,65.61
68.01,67.21,68.01,66.05
67.21,67.21,67.21,67.21
67.57,67.53,67.57,67.53
69.88,70.33,70.35,69.88
69.86,69.86,69.86,69.86
70.50,70.41,70.50,70.41
70.41,70.41,70.41,70.41
69.47,70.74,70.77,69.47
70.74,70.74,70.74,70.74
71.80,71.80,71.80,71.80
71.98,71.82,71.98,71.82
72.01,70.36,72.10,70.36
70.73,70.74,70.74,70.52
72.44,73.26,73.33,72.25
73.77,71.38,73.77,70.80
69.33,70.47,70.50,69.33
69.89,71.33,71.33,69.64
71.01,71.70,71.70,71.01
70.52,72.05,72.05,70.52
72.25,73.73,73.73,72.25
74.22,73.87,74.22,73.87
74.22,74.80,74.80,73.95
75.01,75.08,75.13,75.00
74.23,75.56,75.59,74.23
73.50,73.99,73.99,73.50
75.32,76.96,76.96,75.28
78.38,79.72,79.73,78.24
79.75,80.01,80.29,79.60
81.12,80.79,81.16,80.41
81.63,82.57,82.57,81.01
83.29,83.23,83.29,82.16
83.00,83.53,83.84,83.00
83.98,83.20,83.98,83.05
82.02,82.92,83.26,81.55
81.19,85.37,85.37,81.19
85.40,86.03,86.51,85.40
84.99,86.01,86.65,84.99
83.47,85.57,85.60,83.47
87.94,89.92,89.99,87.71
90.86,90.01,91.62,90.01
90.10,87.30,90.13,87.23
86.85,87.76,87.76,85.66
88.87,87.91,88.90,87.91
87.85,88.63,89.15,87.10
88.65,87.84,89.84,86.99
86.51,85.10,86.99,84.52
85.02,88.09,88.09,85.02
84.86,85.44,85.67,83.80
85.05,79.73,85.05,79.67
82.16,82.05,82.52,82.04
82.32,84.95,84.95,82.32
84.95,84.95,84.95,84.95
85.60,85.06,85.60,83.70
87.20,88.58,88.58,86.95
88.17,89.80,90.04,87.89
88.66,86.83,89.16,86.75
89.00,88.89,89.00,87.80
84.97,83.88,84.97,82.26
82.43,81.19,83.69,81.06
83.58,84.40,84.40,83.58
85.10,87.75,87.84,84.83
91.59,94.03,95.00,91.24
94.08,92.38,94.08,88.75
92.00,93.45,95.09,92.00
93.87,95.35,95.81,92.97
96.19,92.71,96.34,92.63
91.46,89.34,91.46,88.87
85.01,88.99,89.71,85.00
86.11,86.20,86.20,83.88
85.21,85.63,85.90,85.21
86.60,86.75,87.48,86.21
89.09,87.87,89.09,87.87
85.68,84.12,85.68,84.12
82.78,84.62,84.62,82.65
83.95,84.14,84.14,83.95
81.20,77.97,81.20,77.97
78.20,77.13,79.13,76.75
75.18,79.16,79.31,75.18
79.78,80.85,81.10,79.78
79.56,82.60,83.07,78.82
88.29,83.63,88.29,83.63
85.77,85.67,86.08,85.55
87.26,88.10,88.10,86.01
85.20,84.73,85.20,84.73
85.65,85.65,85.65,83.23
83.08,79.55,83.08,78.80
80.46,80.46,80.46,80.46
79.76,79.76,79.76,79.76
85.12,85.36,85.54,85.12
87.65,86.46,87.65,86.35
86.69,89.94,90.02,86.69
95.01,85.73,95.01,85.67
87.00,88.18,88.18,86.98
87.15,84.00,87.15,83.97
86.00,88.85,88.85,86.00
89.04,89.51,89.63,88.08
89.50,92.50,92.50,89.50
93.22,93.78,94.03,93.10
96.40,92.78,96.40,92.30
92.78,86.72,92.78,86.72
86.82,87.66,87.66,86.82
84.81,85.33,85.59,84.65
86.50,87.26,87.26,86.00
87.03,86.03,87.03,85.66
82.50,82.72,83.40,82.50
87.95,91.00,91.05,87.95
96.40,91.53,98.90,90.09
91.09,91.44,91.44,89.79
91.65,92.24,92.32,91.40
92.93,92.94,92.94,92.93
94.00,92.90,94.00,92.81
94.56,92.71,94.56,92.04
90.00,90.00,90.00,90.00
88.97,88.33,88.97,88.33
90.53,94.34,94.34,90.53
92.11,93.86,93.86,92.11
91.30,92.82,93.30,91.30
91.50,93.79,93.79,91.50
94.95,95.57,95.57,94.95
93.70,94.16,94.16,93.30
89.16,89.00,89.16,89.00
90.65,90.60,90.65,90.60
92.90,90.33,92.90,89.23
92.60,93.55,93.62,92.60
98.89,100.41,100.72,98.68
101.00,100.23,101.00,98.56
103.76,97.20,103.76,95.00
96.83,95.00,96.83,95.00
95.61,92.97,95.61,92.97
98.42,98.46,99.00,98.42
99.46,99.18,99.53,99.18
100.95,101.07,101.47,100.95
101.47,101.31,101.88,101.31
101.70,100.65,101.70,100.52
100.13,99.32,100.13,99.32
100.00,99.10,100.00,93.85
102.46,101.60,102.59,101.31
102.30,103.17,103.86,102.30
103.20,105.25,105.25,103.20
105.53,105.83,106.85,105.53
104.98,103.70,104.98,103.70
106.81,105.01,112.40,104.64
105.01,105.01,105.01,105.01
105.43,103.86,105.43,103.68
110.50,106.88,110.50,105.61
108.00,106.41,108.00,105.92
107.55,107.70,108.39,107.21
108.03,109.68,109.95,108.03
109.00,108.65,109.28,108.00
109.34,109.39,110.01,108.00
109.36,110.54,110.54,107.01
109.00,109.10,109.80,108.89
112.01,114.75,114.75,111.41
115.93,114.15,115.93,113.93
114.77,115.75,116.06,114.77
113.69,113.04,114.30,112.70
114.57,113.31,114.57,113.31
113.62,118.32,118.33,113.03
119.96,118.00,121.00,118.00
119.70,116.26,119.70,116.15
114.38,114.47,115.10,113.86
115.80,119.01,119.01,114.90
115.51,117.41,117.77,114.50
118.70,118.22,118.70,117.95
114.89,115.03,115.10,114.58
115.41,111.89,117.21,111.89
112.51,111.79,112.94,110.00
114.00,113.73,114.16,110.49
110.78,112.59,112.59,110.00
114.02,113.96,115.80,113.55
112.66,110.94,112.66,110.94
112.63,114.98,115.30,112.63
118.34,118.30,118.91,117.29
120.00,120.48,122.23,120.00
120.75,119.84,121.24,119.46
116.00,115.05,116.00,115.05
114.70,113.16,117.41,113.16
114.61,111.00,115.23,110.99
111.27,109.97,111.27,109.73
112.80,112.18,112.80,105.00
115.50,114.85,115.50,114.00
117.15,115.81,117.40,114.15
116.08,114.20,116.95,114.20
111.88,110.89,111.88,110.89
109.80,108.18,109.80,107.70
106.00,108.16,109.33,100.03
109.06,106.11,113.48,105.60
106.11,106.11,106.11,106.11
103.82,106.26,106.26,103.66
111.42,109.79,111.42,107.76
110.97,110.19,110.97,109.98
111.99,109.00,113.49,109.00
107.65,110.51,110.51,107.64
112.70,112.57,113.89,112.23
109.51,108.81,110.27,101.99
109.40,103.00,109.40,103.00
100.41,102.36,102.36,100.41
102.36,102.36,102.36,102.36
100.05,104.15,105.76,100.05
102.39,99.76,102.39,99.76
97.31,98.98,98.98,96.71
100.00,99.89,100.09,97.05
100.76,106.37,106.37,100.76
106.49,107.32,107.32,106.42
107.88,108.79,108.89,106.37
111.04,112.50,112.50,110.81
112.50,111.47,112.50,109.55
111.50,110.96,112.50,110.02
113.41,116.00,116.00,113.41
114.30,114.60,115.49,109.90
114.37,117.50,117.50,114.37
120.48,115.76,120.48,115.76
113.86,112.94,114.97,112.94
112.04,114.36,114.36,111.53
114.36,114.36,114.36,114.36
116.82,114.54,116.82,113.69
115.80,111.47,115.80,111.47
111.57,109.00,113.00,109.00
105.73,102.90,105.73,101.09
103.50,103.71,103.71,103.50
101.11,99.61,101.11,99.61
99.51,103.15,103.48,99.51
104.99,107.27,107.99,104.99
106.39,104.25,106.75,104.25
102.29,103.40,103.40,100.88
102.01,100.78,102.01,99.95
99.94,101.06,101.07,99.94
100.00,96.39,100.00,95.90
96.54,96.00,96.93,92.85
93.52,94.41,95.96,93.52
96.26,99.26,100.00,96.25
102.01,103.21,110.00,101.55
106.45,104.20,106.99,103.96
105.11,105.71,105.93,105.11
106.99,105.51,106.99,103.88
105.41,103.72,105.41,103.59
104.80,104.33,104.80,104.16
103.75,101.86,103.75,101.86
104.42,105.13,105.13,104.40
105.44,105.55,106.00,105.00
105.50,108.12,108.12,105.50
108.14,108.76,108.80,108.10
109.35,110.76,111.05,109.35
110.40,110.69,110.69,109.71
110.68,112.44,112.68,110.68
113.30,112.99,113.30,111.55
114.87,118.40,118.94,114.87
118.79,121.39,121.74,118.53
121.11,120.00,121.56,118.47
118.36,118.21,119.36,116.33
119.14,119.14,119.14,119.14
118.63,117.58,118.63,116.88
118.51,118.80,119.54,118.51
117.51,115.14,117.51,115.00
118.37,119.36,120.41,118.37
119.36,119.36,119.36,119.36
116.30,116.61,116.61,116.30
118.12,120.34,121.06,118.12
120.65,119.88,120.65,119.41
120.03,119.88,120.49,119.39
122.60,121.20,122.60,120.97
120.00,121.75,121.75,119.38
120.00,118.28,121.09,117.25
121.50,120.46,121.50,119.14
119.76,119.94,121.50,119.76
115.79,116.30,118.58,114.95
115.63,115.48,116.30,114.28
117.55,112.50,117.82,112.50
114.25,113.81,114.25,113.81
118.74,120.29,120.29,118.74
118.84,120.95,122.60,118.45
114.53,120.91,120.91,114.53
125.00,125.40,125.40,125.00
127.75,130.05,130.05,126.54
132.00,128.35,132.00,128.35
126.93,127.20,127.42,126.88
126.95,130.16,130.16,126.95
131.00,130.08,131.00,130.00
132.18,130.40,132.18,130.40
132.14,132.11,133.04,131.00
133.20,130.40,133.20,130.40
126.96,125.87,127.91,125.68
124.85,126.70,126.70,124.50
124.70,120.46,124.70,120.23
125.10,127.06,127.06,125.10
126.03,125.03,126.03,125.03
127.72,128.00,128.00,127.72
130.00,130.46,132.00,129.60
131.38,131.14,131.38,131.14
130.25,132.01,133.06,127.55
131.42,132.84,132.93,131.32
133.20,131.49,133.48,131.49
44.56,44.80,45.04,44.41
45.21,43.75,45.21,43.33
43.31,44.57,44.83,41.66
42.91,43.70,43.75,42.91
44.94,45.75,45.75,44.72
45.57,45.76,46.14,45.11
46.33,46.50,46.60,45.78
47.40,47.75,48.73,47.40
47.75,48.86,48.86,47.74
48.00,46.86,49.43,46.46
47.54,47.40,47.54,46.47
46.05,46.18,46.86,44.50
45.34,44.76,45.83,44.07
44.35,46.29,46.29,44.35
46.33,46.37,46.49,46.13
48.00,47.79,48.30,47.75
48.50,48.10,48.96,48.08
49.14,49.45,50.17,49.00
49.46,48.61,49.46,47.99
50.80,48.20,50.80,47.95
48.38,48.59,48.64,47.90
48.42,47.34,48.55,47.34
48.80,48.46,48.80,47.73
48.98,50.41,50.80,48.98
50.41,50.77,50.91,50.18
51.77,51.71,51.83,50.16
52.46,52.08,52.46,51.39
52.46,52.01,53.00,52.00
53.00,53.53,53.71,52.65
53.90,53.79,54.08,53.00
52.96,55.59,55.59,52.96
56.00,56.00,56.72,55.70
56.84,54.60,56.84,52.55
55.33,55.70,55.70,54.50
55.96,54.87,55.96,54.75
55.44,56.36,57.04,55.44
56.45,54.70,57.56,54.06
52.50,54.43,54.65,52.00
53.68,54.39,54.39,53.35
56.00,55.40,57.10,54.46
55.47,54.04,55.47,53.22
54.59,53.98,55.00,53.98
53.50,52.86,54.72,52.79
52.86,53.33,53.33,51.14
53.73,52.46,54.07,51.26
52.35,50.87,52.56,50.38
50.56,51.93,52.05,50.30
54.37,54.08,54.37,54.08
55.50,54.00,55.50,54.00
53.19,53.22,53.59,53.00
52.38,51.43,52.38,51.43
51.51,53.51,53.54,51.36
54.27,53.09,54.27,52.66
54.50,53.52,54.60,53.52
53.74,55.27,55.28,53.74
