CMP,Compass Minerals Intl Inc Common Stock,NASDAQ
80.71,79.77,81.05,79.20
79.87,80.22,80.50,79.40
80.21,80.01,80.24,79.85
80.04,78.89,80.14,78.32
78.21,78.85,79.44,77.33
79.01,79.03,79.37,78.41
78.76,77.84,79.19,77.51
78.00,79.57,79.78,77.87
80.23,78.82,80.23,78.71
78.42,78.06,78.69,77.60
78.04,77.86,78.41,76.90
76.85,77.36,77.92,76.39
77.66,78.45,78.98,77.40
78.84,78.71,79.25,77.84
77.96,78.21,78.68,77.62
77.97,79.06,79.39,77.97
79.40,79.17,79.99,78.74
78.28,77.46,79.02,77.28
70.60,75.75,77.00,69.39
76.03,76.67,77.45,75.81
76.76,75.31,77.23,75.15
75.85,76.17,76.20,75.28
75.64,75.57,76.07,74.86
74.36,75.19,76.82,74.09
74.75,75.41,76.41,73.64
73.71,75.50,77.31,71.68
76.57,78.79,78.80,76.57
77.18,76.95,78.40,76.03
77.39,78.17,78.70,77.21
78.50,79.92,80.38,78.26
78.67,78.50,79.37,77.00
78.53,78.76,79.25,76.88
79.33,77.56,79.88,77.36
76.96,77.45,78.11,76.07
75.73,74.74,76.79,74.63
73.36,75.35,76.86,72.90
74.74,74.38,76.25,74.37
73.51,74.45,74.61,72.66
75.00,74.97,76.79,74.63
75.50,77.36,77.36,75.09
76.93,75.86,77.34,75.63
75.59,72.98,75.85,72.98
73.21,75.60,75.60,73.11
75.79,75.16,76.06,74.29
74.16,73.43,74.69,73.00
73.25,72.85,74.55,72.81
72.85,75.46,75.65,72.72
76.40,75.64,77.51,75.42
76.94,77.30,77.79,76.51
77.07,77.81,77.92,76.54
78.37,77.37,78.45,77.21
78.27,78.68,78.68,77.87
77.89,78.56,78.94,77.81
78.55,78.61,78.89,77.40
78.63,78.25,79.08,78.23
78.37,77.55,79.81,77.16
77.20,76.91,78.56,76.87
77.20,77.96,78.74,76.11
77.83,76.86,77.99,76.70
77.14,75.70,77.19,75.67
75.96,74.65,75.96,74.44
74.02,71.87,74.02,71.49
71.90,70.28,72.22,69.95
70.25,73.32,73.61,70.24
73.67,73.45,74.01,72.84
74.51,73.35,75.21,72.42
73.00,74.83,74.83,72.77
75.15,75.90,76.00,74.72
75.90,76.75,76.80,75.90
76.22,75.52,76.73,75.16
76.28,77.31,77.64,76.09
74.60,76.90,77.39,74.60
77.12,76.64,77.17,75.90
76.14,75.22,76.34,74.63
75.20,75.46,75.57,74.76
74.77,76.63,76.91,74.77
77.35,76.07,78.00,75.47
76.79,77.16,77.88,76.56
77.05,77.71,77.93,76.00
77.91,77.51,78.00,77.05
78.00,75.22,78.00,74.91
70.80,71.85,72.01,68.50
70.49,70.78,71.70,70.05
70.11,70.69,71.33,70.09
71.67,72.28,72.62,71.52
71.75,71.75,72.25,71.20
71.78,72.50,72.66,71.30
72.33,73.07,73.21,71.60
72.89,75.12,75.61,72.84
76.03,74.57,76.12,74.22
73.77,73.59,74.20,72.48
72.00,71.61,73.03,71.40
70.63,71.97,72.34,70.63
72.15,70.96,72.15,70.89
71.36,71.78,72.23,70.84
74.35,73.69,75.27,73.60
73.14,73.29,73.89,72.20
72.48,71.99,73.71,71.14
71.05,71.87,72.05,70.16
72.49,72.92,73.49,72.39
72.42,71.52,72.83,71.40
71.42,71.49,71.71,70.46
71.78,70.68,72.36,70.55
70.99,71.92,72.02,70.07
71.32,70.82,71.46,70.54
70.41,71.75,72.41,70.24
72.59,72.59,72.90,72.02
72.53,72.94,72.95,71.48
73.36,74.03,74.25,72.24
73.91,75.34,75.68,73.42
75.16,74.85,76.00,74.77
75.31,72.81,75.86,72.56
72.92,72.65,73.60,72.41
73.45,73.13,74.38,72.91
72.93,72.55,73.58,72.39
72.19,72.47,72.77,71.89
72.03,73.15,73.41,71.14
73.25,72.30,73.37,72.03
72.19,72.83,72.95,71.85
72.76,73.01,73.63,72.72
72.78,74.47,75.00,72.78
73.77,77.65,77.91,73.77
78.22,79.49,80.30,78.21
79.34,78.58,79.72,78.50
78.52,78.51,78.76,76.55
78.09,78.11,78.83,77.38
78.61,76.62,78.64,76.05
77.33,76.13,77.40,75.67
76.25,74.64,76.25,74.52
75.51,74.76,75.60,74.25
74.86,76.19,76.45,74.57
76.70,77.35,77.83,75.77
77.90,79.74,80.21,77.90
79.85,79.77,80.00,79.29
79.59,79.20,79.59,78.17
79.66,79.76,80.50,79.56
79.60,78.36,80.03,77.83
78.92,78.17,78.92,76.75
76.77,78.49,78.83,76.77
77.94,77.50,78.81,77.06
77.77,77.93,78.51,77.56
78.41,77.18,78.56,76.10
77.43,77.24,77.43,76.52
77.82,78.52,80.17,77.80
77.65,79.31,80.23,77.65
77.22,78.01,78.50,75.50
79.13,78.73,80.15,77.87
78.31,78.87,79.33,78.30
79.09,79.08,79.85,78.48
79.67,79.87,80.20,79.39
79.86,80.05,80.13,78.44
80.82,81.60,82.00,80.66
81.59,82.15,82.60,81.48
81.84,82.00,82.52,81.50
82.47,81.00,82.75,80.67
81.16,81.00,81.16,80.10
80.46,80.97,81.48,80.10
80.50,79.57,81.07,79.15
80.03,79.25,80.55,79.10
78.93,79.41,79.89,78.15
79.28,79.88,80.50,79.01
80.43,80.95,82.20,80.43
80.77,81.80,82.04,79.86
81.39,82.72,82.84,80.62
82.45,82.05,82.47,81.11
82.60,82.65,83.45,82.14
82.20,81.88,82.48,81.43
81.30,82.31,82.52,79.90
81.54,82.60,83.52,81.45
83.49,83.64,83.69,83.00
85.25,86.74,87.10,84.71
86.57,86.87,87.04,86.02
86.87,87.28,87.40,86.40
88.09,87.42,88.51,86.86
87.45,86.91,88.08,86.81
87.45,88.27,89.07,87.31
88.40,89.66,90.59,88.29
89.70,87.80,90.58,87.70
87.93,87.37,88.52,87.00
87.06,86.79,88.67,86.61
86.84,86.50,87.20,85.75
86.49,87.53,87.54,85.82
87.65,87.71,88.07,86.88
87.84,89.20,89.63,87.83
88.96,89.18,89.57,88.67
89.02,88.70,89.58,88.57
88.76,88.61,88.89,87.78
88.61,89.23,89.51,88.43
89.37,89.66,90.91,89.27
89.66,89.56,90.19,89.47
89.34,89.27,89.76,89.08
89.77,90.18,91.01,89.72
89.97,87.97,89.97,86.70
87.95,88.14,88.47,86.79
88.25,87.50,88.25,86.83
87.47,87.79,88.20,87.02
86.28,87.17,87.39,85.69
87.60,88.81,88.93,87.60
89.52,90.02,90.17,88.72
89.82,89.61,90.47,89.35
87.97,89.14,89.72,87.56
89.02,90.55,90.55,87.72
90.37,88.26,90.55,88.14
87.55,86.68,88.26,86.53
87.18,85.35,87.42,85.04
85.35,86.95,87.15,85.23
86.75,87.90,87.95,86.45
88.06,90.00,90.10,87.96
90.36,92.21,92.73,89.59
92.29,90.92,92.96,90.73
91.10,91.87,92.75,91.10
92.75,94.77,94.84,92.36
94.46,95.02,95.65,94.37
94.86,93.82,95.22,93.01
93.86,93.87,94.57,92.73
94.27,94.19,95.18,93.83
94.39,94.40,94.78,93.51
92.34,93.48,94.23,91.73
93.25,94.97,96.14,92.97
95.06,94.82,95.12,93.81
95.12,96.12,97.12,94.99
98.00,94.89,98.00,94.69
95.34,96.00,96.31,94.96
96.69,96.29,96.69,95.24
96.20,95.07,96.20,94.31
93.75,92.42,94.97,92.41
92.26,91.08,92.93,88.86
90.98,90.33,92.95,88.70
90.43,92.00,92.03,89.60
92.55,93.47,93.56,92.24
93.34,92.76,93.90,91.90
92.37,90.30,92.68,90.14
90.94,90.91,91.22,90.37
91.27,90.45,91.27,89.68
90.27,88.20,90.66,86.80
88.59,88.08,88.65,86.83
87.59,87.04,87.79,86.20
86.55,86.47,87.87,85.26
85.70,87.18,87.83,85.62
86.42,87.39,88.19,86.42
84.93,86.89,87.32,84.62
86.93,87.58,88.82,86.13
88.42,88.45,89.71,87.51
89.55,88.77,89.69,88.34
89.85,89.65,90.24,88.93
89.58,89.67,90.24,89.26
89.29,89.58,89.99,88.77
89.98,89.98,90.12,88.81
90.13,90.77,91.99,90.01
90.95,90.22,90.95,89.99
90.05,91.91,91.93,89.93
92.23,92.37,93.00,91.36
92.43,93.53,93.98,92.38
93.72,94.53,95.24,93.58
94.85,95.19,95.51,94.48
94.84,96.83,97.70,94.74
97.30,95.16,97.55,94.94
94.96,95.05,96.50,94.69
95.80,95.32,96.04,94.64
94.96,93.58,95.59,93.16
93.04,92.57,94.18,92.26
92.99,92.64,93.31,91.41
91.79,92.30,93.96,90.86
92.31,93.05,93.50,91.82
91.84,92.10,92.79,90.98
92.24,93.30,93.48,91.34
94.56,94.95,95.65,94.47
94.89,95.51,95.89,94.50
95.60,94.40,95.88,93.52
94.48,95.18,96.12,94.16
95.05,93.82,95.30,91.94
93.25,96.87,98.10,92.93
96.91,97.61,97.92,96.09
97.55,96.42,97.70,96.26
96.00,94.89,96.00,93.53
94.34,93.29,95.08,92.88
93.92,91.72,93.92,87.07
92.48,91.47,93.78,90.83
91.26,93.57,93.65,91.26
93.93,93.97,94.10,92.73
93.63,91.59,93.75,89.90
91.07,92.40,93.06,90.53
92.48,91.60,93.42,91.18
90.07,92.03,93.79,90.07
91.33,90.74,92.18,90.50
90.72,93.07,93.19,90.52
93.29,91.79,93.65,91.19
91.48,90.31,91.48,90.04
88.90,90.21,90.72,88.60
90.26,90.53,91.43,90.06
89.90,90.96,91.49,89.61
90.59,91.09,91.15,89.87
91.27,91.40,92.11,90.99
92.23,92.97,93.02,90.84
92.97,90.70,93.75,90.50
90.83,91.56,92.87,90.27
90.65,89.57,91.14,89.26
89.45,88.75,90.42,88.47
89.17,88.82,89.33,88.20
88.06,87.04,89.41,87.02
86.92,88.04,88.64,86.92
87.65,86.95,88.66,86.84
86.88,85.44,87.27,84.74
86.24,87.17,87.67,86.24
86.50,86.55,87.32,84.94
86.47,85.53,86.49,84.56
85.43,84.85,86.46,83.71
84.21,85.13,85.59,84.21
85.24,85.47,85.71,84.55
85.11,85.09,85.61,84.93
84.00,84.06,84.40,82.50
84.05,83.25,84.23,82.66
83.07,82.49,83.16,81.79
82.95,83.97,84.14,82.57
84.15,84.63,85.67,83.75
84.53,86.07,86.58,84.33
86.08,86.58,86.89,85.08
86.62,86.80,87.23,86.16
86.89,87.45,87.81,86.60
88.32,88.28,88.50,87.74
87.65,87.78,88.08,87.12
86.59,85.29,86.60,84.84
85.08,84.98,85.53,84.61
85.27,85.61,87.43,84.76
85.78,83.84,86.07,83.32
84.17,84.20,84.32,82.55
83.72,83.31,84.46,83.05
84.12,84.86,85.69,84.12
84.77,84.74,84.80,84.04
85.00,85.83,86.01,84.82
85.56,86.14,86.14,85.14
85.22,85.12,86.07,85.00
84.95,84.14,85.15,83.84
83.75,82.46,84.08,82.23
82.35,83.03,83.79,82.15
80.86,78.74,82.00,78.01
79.00,77.02,79.00,76.94
76.52,75.82,77.78,75.75
75.92,75.00,76.24,74.00
74.10,72.99,74.30,72.71
73.50,72.84,74.25,71.19
70.02,69.98,72.20,69.92
70.71,75.56,75.57,70.38
74.59,72.81,75.39,72.74
73.45,75.97,76.81,72.69
76.48,77.51,78.26,75.99
78.30,80.22,80.35,77.99
79.85,79.32,80.11,78.92
79.57,78.39,80.68,78.07
76.31,73.94,76.31,73.60
70.01,72.25,74.64,70.00
72.43,70.84,73.04,69.48
71.29,74.10,74.10,71.29
73.68,74.65,74.79,71.94
75.19,72.92,75.75,72.70
72.72,74.16,74.36,71.07
75.03,76.53,76.62,74.93
75.84,75.25,76.04,74.92
75.74,75.61,76.61,74.63
75.91,74.32,75.98,74.30
72.99,73.10,74.44,72.89
71.51,72.95,73.25,70.34
73.90,73.96,74.29,73.18
73.76,72.69,73.96,72.21
72.00,71.22,72.71,70.68
70.87,71.88,71.94,70.51
72.25,73.34,73.86,72.01
73.96,76.02,77.21,73.15
76.79,76.05,76.79,75.34
76.04,75.05,76.05,74.41
73.87,73.20,73.87,72.40
73.63,71.60,73.87,71.39
71.40,70.10,72.17,70.10
68.08,67.57,69.47,67.11
66.78,67.61,68.14,66.72
67.91,70.50,70.66,66.57
70.84,70.82,72.98,70.47
70.85,67.08,71.30,66.98
68.23,67.80,68.24,66.39
67.40,66.78,67.55,66.10
65.41,64.80,66.86,64.71
63.82,68.46,68.69,62.85
68.01,68.67,70.14,66.74
68.87,70.63,71.35,68.71
71.13,69.34,71.52,68.77
70.65,72.21,72.30,70.07
71.68,72.31,73.50,71.64
73.16,72.63,73.33,72.17
72.34,71.98,72.47,71.08
72.56,73.45,73.56,71.83
72.96,70.70,72.99,70.51
70.64,73.45,73.83,70.07
73.25,70.72,73.43,70.22
69.97,70.25,70.80,68.78
70.72,72.96,72.96,70.52
73.56,76.24,76.27,73.56
76.13,74.48,76.56,74.20
75.15,75.50,75.87,73.00
78.30,80.50,81.36,78.29
79.86,79.14,80.24,78.52
78.64,76.07,78.74,76.05
73.88,74.46,77.02,72.34
75.62,76.30,76.59,75.30
76.99,77.86,77.98,75.88
77.54,77.65,78.24,76.14
77.61,78.56,78.66,76.89
79.22,78.92,79.61,77.90
77.09,76.59,77.45,76.10
77.75,76.48,78.19,75.96
77.37,77.41,78.30,77.09
76.94,76.44,77.50,75.52
76.16,77.30,77.71,75.47
76.80,75.49,77.62,75.45
75.40,73.64,75.80,73.17
73.97,74.50,75.00,73.54
73.74,73.01,73.80,71.71
73.05,71.80,73.05,71.30
71.35,69.91,71.35,69.86
69.72,69.42,70.43,69.17
71.62,72.19,72.87,71.25
71.81,72.48,73.09,71.54
74.92,76.65,76.71,74.49
76.23,75.51,77.23,75.43
76.14,75.06,77.07,74.82
75.53,76.03,76.29,75.24
75.96,75.00,76.26,74.47
74.33,74.86,75.22,73.37
74.15,72.62,75.24,72.25
72.51,73.65,73.97,72.05
74.02,71.94,74.05,71.56
72.64,70.32,73.37,70.00
69.94,69.40,70.39,68.88
70.22,70.56,70.69,69.15
71.04,72.70,72.76,70.62
72.87,70.85,73.25,70.60
71.88,73.17,73.40,71.67
72.39,71.12,72.65,70.35
71.22,70.58,71.70,70.20
70.61,70.99,71.62,69.82
70.84,70.24,71.12,69.56
70.23,68.36,70.23,68.02
68.50,68.90,69.03,68.20
68.93,68.85,69.18,68.66
70.47,70.12,71.07,69.80
69.88,68.71,71.19,68.50
68.50,68.64,69.56,67.65
68.65,68.38,69.08,67.16
69.37,68.65,69.37,68.36
69.51,69.23,70.16,69.07
69.48,70.15,70.23,69.07
70.38,70.93,71.59,69.96
70.48,71.11,71.12,69.78
71.40,72.08,72.67,71.40
72.15,72.04,72.37,71.90
72.05,72.12,72.50,71.75
72.22,72.30,72.49,72.04
72.54,72.69,73.06,72.08
72.20,73.09,73.46,71.52
73.14,74.15,74.46,72.86
74.57,73.61,74.85,73.49
73.28,74.27,74.78,73.24
73.54,73.19,73.92,72.74
73.46,73.07,73.87,71.50
73.53,74.17,74.95,73.41
74.38,72.95,74.44,72.81
73.62,73.51,74.14,73.27
73.33,73.10,73.88,72.76
72.66,72.85,73.23,72.49
73.26,76.31,77.22,71.25
75.43,73.45,75.43,72.71
72.47,71.27,72.47,71.17
72.06,70.90,72.13,70.67
70.32,71.25,71.32,70.20
71.52,71.59,72.14,71.00
71.50,71.19,71.76,70.78
71.36,70.96,71.85,70.71
71.19,72.08,72.35,70.98
72.01,72.55,72.88,71.79
72.72,72.96,73.29,72.04
73.09,73.60,73.86,72.82
73.10,73.32,73.45,72.70
72.79,72.29,72.99,72.19
72.47,72.05,73.23,71.80
71.76,72.09,72.96,71.76
71.99,71.35,72.08,70.95
70.77,70.91,71.08,70.44
70.22,70.48,70.60,69.75
70.49,70.66,70.89,69.82
71.27,71.14,71.99,70.73
71.22,72.13,72.96,70.88
72.07,71.69,72.16,71.46
71.80,73.05,73.20,71.80
72.70,71.55,72.92,70.87
71.39,71.83,72.35,71.03
71.81,71.56,72.62,71.41
71.26,71.78,72.52,71.26
71.25,70.75,71.36,70.44
70.93,71.40,71.64,70.56
70.90,69.58,70.94,69.26
69.44,69.42,69.87,68.88
69.89,69.97,70.10,69.37
70.08,70.75,71.08,70.01
70.91,70.93,71.03,70.10
70.50,71.80,72.01,70.50
72.25,71.74,72.30,71.22
71.68,71.78,72.30,71.52
71.53,71.73,71.99,71.20
71.00,71.24,71.35,70.52
71.09,71.09,71.44,70.84
70.23,70.65,70.82,70.03
70.51,70.15,70.81,69.68
70.48,70.71,71.08,70.26
70.71,72.30,72.40,70.71
71.95,71.67,72.05,71.36
72.13,72.10,72.72,71.61
72.40,72.87,73.51,72.35
72.83,72.94,73.37,72.38
73.10,73.68,74.05,72.50
73.98,74.13,74.60,73.72
73.20,73.23,73.77,71.75
73.15,73.28,74.13,72.99
74.47,74.17,74.50,73.51
73.98,75.44,75.74,73.88
74.35,75.46,75.61,73.75
76.10,76.52,76.97,75.34
76.36,76.49,77.26,75.61
75.88,76.88,77.10,75.75
76.90,77.53,78.11,76.83
77.43,76.68,77.80,76.62
76.34,76.81,77.53,75.95
76.23,76.53,76.65,74.77
75.75,77.02,77.63,75.28
77.46,76.18,77.66,75.81
75.78,76.10,77.05,75.53
75.41,75.69,76.30,75.22
75.83,75.77,76.03,75.21
75.86,75.92,77.50,75.71
76.29,75.10,77.16,74.81
75.15,72.23,75.15,72.05
72.49,73.09,73.61,72.21
73.20,72.45,73.50,71.97
71.85,73.03,73.23,70.52
73.21,73.56,73.70,72.22
73.65,72.79,73.99,72.65
73.74,74.00,74.43,73.12
73.00,71.71,73.00,71.61
71.85,71.16,71.88,70.39
76.09,71.51,76.09,70.00
71.46,70.98,71.78,69.42
70.64,71.37,71.77,70.46
71.94,72.35,72.86,71.68
76.43,71.82,76.43,71.78
71.41,71.46,71.79,70.72
71.94,70.34,72.24,70.24
70.43,70.04,70.46,69.29
69.73,68.84,70.00,68.47
68.73,68.94,69.60,68.22
69.13,69.86,69.94,68.65
69.45,70.23,70.27,69.00
70.13,71.01,71.23,70.13
70.95,70.72,71.31,70.04
70.40,69.65,70.40,69.46
69.71,69.70,70.15,69.44
69.10,69.70,70.01,68.75
69.87,71.47,72.53,69.87
71.83,72.97,73.37,71.65
72.58,73.82,73.83,72.36
74.96,76.28,76.56,74.96
76.58,76.11,76.82,75.60
76.22,77.72,78.55,75.94
77.21,77.81,78.21,76.85
77.16,77.36,77.83,76.98
75.20,77.48,77.70,75.20
77.99,76.51,78.34,75.58
76.89,76.23,77.13,75.66
75.78,75.99,76.43,75.39
76.07,76.07,76.55,75.86
75.88,76.06,76.23,74.93
76.26,76.01,76.26,75.18
75.97,76.01,76.21,75.75
76.00,76.02,76.25,75.42
75.65,75.85,76.08,75.37
75.03,75.75,76.01,74.55
75.90,75.40,75.90,74.79
75.84,75.05,75.90,74.72
75.90,73.97,75.97,73.94
74.35,74.14,74.56,73.74
74.34,74.58,75.99,74.06
73.29,72.34,73.44,71.89
72.56,71.23,72.56,71.01
70.86,70.82,71.75,70.02
71.92,71.81,72.16,71.26
71.77,71.77,72.27,71.66
71.94,72.47,72.68,71.73
73.24,72.03,73.24,71.36
72.24,72.23,72.95,71.74
72.15,72.71,72.75,71.76
72.72,71.69,72.72,71.05
72.06,71.41,72.26,71.20
71.38,71.65,71.76,71.22
71.54,72.13,72.23,71.43
72.12,72.68,72.84,71.90
72.68,72.75,73.22,71.88
73.11,73.43,74.52,73.11
73.35,73.76,74.00,72.82
73.58,72.87,73.63,72.72
72.87,72.81,73.25,72.33
73.03,71.71,73.03,71.62
71.55,72.10,72.42,71.34
71.72,71.86,72.18,71.53
71.59,71.45,71.79,71.20
71.90,71.82,72.05,71.22
71.96,72.63,72.94,71.52
72.80,73.60,73.87,72.22
73.75,74.99,75.38,73.61
75.10,76.17,76.66,75.06
76.09,75.86,77.44,75.80
75.85,73.86,76.44,72.90
74.08,73.32,74.08,72.87
73.01,72.81,74.23,72.68
73.05,72.13,73.05,71.39
71.69,72.29,72.89,71.50
71.91,72.84,73.02,71.80
73.15,74.28,74.47,72.56
74.07,75.63,75.73,73.70
75.84,76.47,77.24,75.71
75.98,76.46,76.66,75.11
76.72,75.92,77.07,75.34
75.85,74.41,76.04,74.00
74.65,74.59,74.90,73.89
74.13,74.59,74.91,74.06
74.81,74.57,76.04,74.04
74.41,75.52,75.67,74.38
75.73,75.68,76.33,74.85
75.90,75.50,76.61,74.77
75.68,75.90,76.28,75.56
75.75,76.09,76.33,75.07
76.03,76.22,76.62,75.73
75.95,76.41,76.78,75.92
76.93,77.36,77.73,76.64
77.44,76.62,77.44,76.17
76.74,77.33,77.85,76.04
77.48,77.61,78.00,76.75
77.76,77.88,78.56,76.87
78.14,77.44,78.27,77.00
77.45,77.27,77.87,76.37
77.76,77.97,77.97,77.03
77.10,76.63,77.37,76.24
76.79,75.92,77.39,75.85
76.36,77.63,78.03,76.22
77.84,77.00,78.53,76.89
77.58,78.85,80.00,77.48
78.52,80.65,80.74,78.19
81.13,77.87,81.13,77.37
77.51,78.05,78.34,77.28
78.37,78.84,79.60,78.37
78.18,78.02,78.60,76.83
77.91,77.92,78.43,77.49
77.78,78.16,79.73,77.78
78.25,76.50,78.25,76.11
76.11,75.99,77.13,75.47
75.65,74.74,75.82,74.51
74.57,74.20,75.67,73.70
74.31,74.77,75.51,73.75
75.29,76.63,76.64,75.00
76.31,77.16,77.95,75.92
77.47,77.34,77.74,77.06
77.30,78.07,78.37,77.30
78.07,78.31,78.83,77.92
78.31,77.70,78.83,77.42
76.88,77.15,77.50,76.30
77.31,77.42,77.56,76.40
77.31,76.40,77.60,75.88
76.55,75.49,76.55,75.30
75.54,75.31,76.36,75.27
75.69,76.05,76.39,75.20
76.00,76.36,76.48,75.76
76.42,76.17,76.76,76.02
76.33,77.36,77.49,76.02
77.62,77.00,77.95,76.75
77.30,76.20,77.30,76.10
76.31,75.68,76.57,75.35
75.65,74.42,75.87,73.48
74.40,75.01,75.75,74.32
75.18,75.71,75.82,74.85
76.12,75.92,76.34,75.73
76.24,76.37,76.93,75.87
75.81,75.56,76.86,75.42
75.70,76.02,76.14,74.86
76.34,76.07,76.36,75.76
76.00,76.05,76.18,74.99
75.57,75.18,75.97,75.13
75.03,74.71,75.51,74.21
75.98,76.50,76.65,75.20
76.40,77.06,77.25,76.35
77.25,77.73,77.96,76.98
77.47,77.08,77.86,77.04
76.84,75.60,77.04,74.75
75.46,76.21,76.36,75.14
76.05,74.16,76.20,72.50
73.97,73.45,74.14,73.10
73.26,72.70,73.57,72.49
72.14,72.81,73.25,72.00
72.73,72.93,73.25,72.46
72.83,72.53,72.89,72.30
72.47,72.52,73.00,72.26
72.64,72.73,72.85,72.56
72.34,72.12,72.68,72.00
72.26,72.10,72.57,71.91
72.32,72.15,72.39,71.86
72.38,71.71,72.43,71.23
71.87,71.85,72.08,71.65
72.00,71.81,72.45,71.65
71.81,72.05,72.39,71.29
72.32,72.45,72.67,71.96
72.25,72.73,72.82,72.25
73.00,72.67,73.34,72.36
71.90,72.80,73.20,71.67
72.73,73.86,73.89,72.41
74.09,74.35,74.75,74.09
74.50,74.37,74.65,74.19
74.32,74.52,74.72,74.11
74.80,74.39,74.92,74.13
74.47,74.49,74.65,74.09
74.44,75.10,75.10,74.19
75.10,74.61,75.10,74.25
74.77,74.35,74.92,74.10
74.46,74.75,75.27,74.19
74.75,74.80,74.95,73.95
74.75,74.90,76.82,74.75
75.00,73.56,75.00,73.29
72.89,74.35,74.58,72.40
74.28,73.72,74.40,73.56
73.35,73.50,73.97,72.23
73.49,74.25,74.25,73.02
74.50,76.14,76.55,74.50
76.14,76.48,77.00,76.14
76.66,76.26,76.66,76.14
76.75,77.34,77.35,76.55
77.09,76.99,77.28,76.19
77.04,77.39,77.48,76.36
77.46,75.89,77.47,75.76
76.12,76.27,76.43,75.88
76.27,77.34,77.39,75.97
76.64,77.84,78.23,76.42
77.76,77.91,78.05,76.98
77.97,78.19,78.55,77.62
77.82,77.20,78.15,77.01
77.54,76.75,77.72,76.46
77.01,76.73,77.01,76.38
76.87,77.82,77.92,76.75
77.51,78.45,78.58,77.37
78.34,78.90,78.98,78.13
78.72,78.41,79.03,77.59
78.75,78.58,79.03,77.91
78.46,78.42,79.27,77.80
78.53,78.51,80.28,78.12
78.74,77.05,78.74,76.23
76.65,76.86,76.96,76.21
77.37,78.18,78.91,77.37
77.99,80.30,80.34,77.99
80.39,81.22,82.33,80.28
80.99,80.96,81.23,79.57
80.65,79.94,80.65,79.21
80.38,80.75,80.94,79.96
80.49,79.95,80.60,79.05
80.24,79.28,80.24,78.65
79.30,80.38,80.47,78.89
80.34,80.20,80.43,79.68
78.65,79.46,79.50,78.13
79.86,80.58,80.74,79.84
80.94,80.98,81.20,80.34
81.01,81.31,81.68,80.68
82.10,82.53,84.52,81.02
82.80,86.54,86.59,82.80
86.16,85.01,86.35,84.76
84.76,86.06,86.30,83.97
86.91,86.83,87.68,86.63
87.45,87.09,87.45,86.27
87.36,87.25,87.36,86.75
87.26,88.05,88.39,86.84
87.83,87.66,88.24,87.24
87.58,88.50,88.62,87.21
88.43,88.33,88.64,87.97
88.06,88.19,88.74,87.99
88.00,88.85,89.08,87.53
88.94,89.25,89.73,88.37
89.59,89.72,89.79,89.17
89.61,89.65,90.71,88.34
89.67,89.41,89.72,89.05
89.29,87.55,89.67,87.15
87.36,88.36,88.44,87.01
87.83,88.12,88.74,87.49
88.93,88.96,89.46,88.82
88.06,87.66,88.49,87.35
87.63,88.30,88.78,87.63
87.86,87.26,89.19,87.26
87.24,86.60,87.73,85.85
86.72,87.09,87.29,86.68
87.08,86.00,87.38,85.98
85.95,87.39,87.47,85.95
85.74,87.03,87.70,85.74
87.00,87.09,87.31,86.26
86.36,85.59,86.47,85.33
86.02,85.02,86.02,84.71
84.73,85.44,85.58,84.71
85.24,85.47,85.88,84.78
85.56,85.26,86.18,84.78
85.50,85.93,85.99,84.72
85.76,85.05,85.83,84.88
