WAFDW,Washington Federal,NASDAQ
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
16.35,16.35,16.39,16.35
19.80,19.80,19.80,19.80
17.42,17.75,17.75,17.42
17.45,17.22,17.99,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
16.27,16.26,16.27,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
16.26,16.26,16.26,16.26
15.78,15.78,15.78,15.78
