MBCN,Middlefield Banc Corp. - Common Stock,NASDAQ
35.20,35.50,35.95,34.60
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.25
35.50,35.60,36.00,35.50
36.00,35.05,36.00,35.05
35.05,35.05,35.05,35.05
35.05,35.05,35.05,35.05
35.80,37.00,37.55,35.80
37.00,37.00,37.00,37.00
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.80,36.80,36.80,36.80
36.60,36.70,37.00,36.60
38.00,37.55,38.18,37.50
37.55,37.55,37.55,37.55
37.50,38.25,38.25,37.15
38.15,39.00,39.00,38.15
38.75,38.99,38.99,38.38
38.05,38.50,38.72,38.05
38.75,38.06,39.00,38.06
38.06,38.06,38.06,38.06
38.20,38.20,38.20,38.20
38.21,38.10,38.21,38.10
38.20,38.20,38.20,38.20
38.50,38.87,38.89,38.50
38.30,38.30,38.30,38.30
38.10,38.10,38.10,38.10
38.10,38.45,38.45,38.10
38.15,38.20,38.20,38.10
38.35,38.20,38.35,38.20
38.99,39.00,39.00,38.99
38.70,38.70,38.70,38.70
38.50,39.00,39.00,38.50
38.70,38.50,38.70,38.40
38.80,38.80,38.80,38.80
38.50,38.71,38.71,38.50
38.71,38.71,38.71,38.71
38.50,38.50,38.50,38.50
38.50,38.55,38.55,38.50
38.55,38.55,38.55,38.55
38.62,38.62,38.62,38.62
