DLHC,DLH Holdings Corp. - Common Stock,NASDAQ
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.96,0.96,0.96,0.96
0.96,0.96,0.96,0.96
0.96,0.96,0.96,0.96
0.96,0.96,0.96,0.96
0.97,0.95,0.97,0.95
0.96,0.96,0.96,0.96
0.93,0.88,0.93,0.88
0.88,0.88,0.88,0.88
0.86,0.90,0.90,0.86
0.90,0.90,0.90,0.90
0.86,0.86,0.86,0.86
0.92,0.92,0.92,0.92
0.90,0.90,0.90,0.90
0.80,0.70,0.80,0.66
0.64,0.64,0.66,0.62
0.65,0.65,0.65,0.65
0.65,0.65,0.67,0.65
0.65,0.65,0.67,0.64
0.64,0.65,0.65,0.64
0.64,0.61,0.64,0.61
0.63,0.64,0.64,0.63
0.70,0.70,0.70,0.64
0.70,0.70,0.70,0.70
0.65,0.63,0.65,0.63
0.70,0.77,0.89,0.70
0.65,0.65,0.65,0.65
0.64,0.63,0.64,0.63
0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61
0.57,0.58,0.58,0.55
0.55,0.55,0.57,0.54
0.53,0.50,0.55,0.50
0.50,0.55,0.55,0.50
0.56,0.50,0.56,0.50
0.50,0.50,0.52,0.50
0.50,0.55,0.55,0.50
0.50,0.50,0.55,0.50
0.50,0.50,0.51,0.50
0.55,0.50,0.55,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.52,0.54,0.52
0.51,0.50,0.51,0.50
0.53,0.50,0.53,0.50
0.50,0.50,0.50,0.50
0.52,0.50,0.52,0.50
0.51,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.53,0.56,0.56,0.53
0.56,0.56,0.56,0.56
0.50,0.55,0.55,0.50
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.66,0.66,0.66,0.66
0.75,0.62,0.75,0.62
0.62,0.62,0.62,0.62
0.68,0.65,0.68,0.65
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.53,0.68,0.52
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.65,0.65,0.65,0.65
0.60,0.51,0.60,0.51
0.51,0.51,0.51,0.51
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.54,0.54,0.54,0.54
0.50,0.51,0.51,0.50
0.50,0.62,0.62,0.50
0.50,0.63,0.63,0.50
0.62,0.62,0.62,0.60
0.50,0.53,0.53,0.50
0.56,0.59,0.59,0.56
0.57,0.59,0.63,0.57
0.63,0.57,0.63,0.57
0.61,0.60,0.61,0.59
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.51,0.51,0.51,0.51
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.51,0.52,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.52,0.52,0.52,0.52
0.51,0.51,0.51,0.51
0.53,0.54,0.54,0.53
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.54,0.56,0.56,0.54
0.51,0.51,0.58,0.51
0.51,0.60,0.77,0.50
0.61,0.53,0.61,0.53
0.53,0.53,0.53,0.49
0.53,0.53,0.53,0.53
0.53,0.59,0.59,0.53
0.53,0.53,0.53,0.53
0.54,0.58,0.58,0.54
0.58,0.58,0.58,0.58
0.56,0.58,0.58,0.53
0.58,0.58,0.58,0.58
0.53,0.53,0.53,0.53
0.52,0.58,0.58,0.52
0.57,0.57,0.57,0.57
0.56,0.58,0.58,0.56
0.58,0.58,0.58,0.58
0.53,0.58,0.58,0.53
0.58,0.58,0.58,0.58
0.53,0.53,0.53,0.53
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.54,0.54,0.54,0.54
0.54,0.50,0.54,0.48
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.56,0.56,0.50
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.51,0.51,0.56,0.51
0.51,0.52,0.52,0.51
0.50,0.51,0.56,0.50
0.52,0.52,0.52,0.52
0.52,0.50,0.52,0.50
0.56,0.56,0.56,0.56
0.56,0.50,0.56,0.50
0.50,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.55,0.55,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.54,0.52,0.54,0.52
0.50,0.51,0.51,0.50
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.56,0.57,0.50
0.50,0.46,0.58,0.46
0.51,0.43,0.51,0.42
0.43,0.50,0.50,0.43
0.50,0.49,0.50,0.45
0.49,0.49,0.49,0.49
0.42,0.41,0.42,0.41
0.41,0.41,0.41,0.41
0.41,0.45,0.45,0.40
0.40,0.43,0.44,0.40
0.43,0.43,0.43,0.43
0.41,0.41,0.41,0.41
0.41,0.43,0.43,0.41
0.43,0.43,0.43,0.43
0.42,0.42,0.42,0.42
0.44,0.44,0.45,0.39
0.44,0.40,0.44,0.36
0.40,0.40,0.40,0.40
0.42,0.36,0.42,0.36
0.42,0.42,0.42,0.42
0.36,0.43,0.43,0.36
0.43,0.50,0.50,0.39
0.50,0.50,0.50,0.50
0.44,0.44,0.46,0.44
0.44,0.50,0.50,0.44
0.50,0.57,0.63,0.50
0.48,0.55,0.60,0.48
0.52,0.55,0.58,0.52
0.52,0.56,0.58,0.52
0.50,0.47,0.50,0.47
0.50,0.51,0.51,0.50
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.50,0.50,0.50,0.50
0.50,0.51,0.53,0.50
0.53,0.54,0.60,0.53
0.53,0.55,0.55,0.53
0.55,0.57,0.61,0.55
0.60,0.60,0.60,0.60
0.60,0.52,0.60,0.52
0.52,0.55,0.55,0.52
0.55,0.55,0.55,0.55
0.50,0.50,0.60,0.49
0.50,0.50,0.50,0.50
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.46
0.48,0.48,0.48,0.48
0.46,0.45,0.46,0.45
0.42,0.45,0.50,0.42
0.50,0.59,0.59,0.50
0.60,0.52,0.60,0.52
0.52,0.49,0.52,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.46,0.46,0.46,0.46
0.50,0.60,0.60,0.50
0.65,0.55,0.65,0.53
0.65,0.53,0.65,0.53
0.88,0.76,0.88,0.57
0.78,0.66,0.78,0.66
0.70,0.62,0.70,0.62
0.64,0.64,0.64,0.63
0.64,0.66,0.66,0.60
0.56,0.61,0.64,0.56
0.55,0.62,0.62,0.51
0.65,0.67,0.67,0.65
0.69,0.68,0.69,0.64
0.69,0.70,0.70,0.69
0.70,0.74,0.74,0.70
0.73,0.70,0.73,0.70
0.73,0.70,0.73,0.70
0.71,0.71,0.71,0.70
0.74,0.74,0.74,0.61
0.88,0.88,0.88,0.84
0.80,0.87,0.88,0.66
0.88,0.75,0.88,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.85,0.89,0.75
0.87,0.87,0.88,0.87
0.79,0.75,0.79,0.75
0.75,0.75,0.75,0.75
0.85,0.85,0.85,0.85
0.79,0.90,0.90,0.79
0.93,1.36,1.60,0.93
1.50,1.25,1.57,1.18
1.24,1.18,1.47,1.05
1.20,1.16,1.20,1.07
1.30,1.25,1.43,1.12
1.24,1.16,1.24,1.05
1.13,1.11,1.21,1.05
1.14,1.18,1.21,1.07
1.16,1.27,1.28,1.09
1.32,1.19,1.32,1.15
1.19,1.10,1.19,1.08
1.13,1.21,1.31,1.13
1.20,1.22,1.29,1.20
1.34,1.34,1.34,1.34
1.28,1.25,1.28,1.23
1.15,1.13,1.16,1.13
1.10,1.19,1.19,1.05
1.16,1.21,1.33,1.15
1.22,1.22,1.30,1.22
1.29,1.28,1.39,1.22
1.30,1.21,1.30,0.79
1.11,1.06,1.11,1.00
1.06,1.06,1.11,1.06
1.11,1.16,1.18,1.11
1.14,1.02,1.14,1.02
1.02,1.08,1.08,0.91
1.08,1.10,1.10,1.00
1.10,1.10,1.10,1.10
0.98,1.02,1.02,0.98
1.04,1.01,1.04,1.01
1.05,0.99,1.07,0.92
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
1.14,1.33,1.60,1.14
1.31,1.24,1.33,1.11
1.24,1.21,1.26,1.17
1.14,1.21,1.29,1.14
1.24,1.24,1.25,1.22
1.24,1.53,1.67,1.24
1.53,1.56,1.57,1.45
1.56,1.54,1.66,1.41
1.62,1.65,1.66,1.50
1.65,1.65,1.65,1.55
1.65,1.89,1.90,1.62
1.89,2.28,2.36,1.75
2.37,2.95,3.25,2.25
2.93,2.65,3.27,2.51
2.52,2.45,2.62,2.28
2.59,2.06,2.59,1.85
2.06,1.88,2.09,1.75
1.91,2.30,2.50,1.89
2.30,2.07,2.40,2.00
2.37,2.44,2.70,2.25
2.49,2.30,2.49,2.15
2.31,2.14,2.38,2.09
2.10,1.97,2.15,1.86
1.90,2.02,2.14,1.89
1.91,1.83,2.10,1.79
1.84,1.85,1.97,1.65
1.81,1.75,1.84,1.66
1.72,1.84,1.84,1.63
1.85,2.01,2.14,1.76
2.05,1.95,2.15,1.85
2.00,2.01,2.60,1.86
1.87,1.89,2.10,1.84
1.90,1.81,1.93,1.75
1.75,1.77,1.97,1.70
1.78,1.78,1.89,1.73
1.75,1.69,1.86,1.69
1.74,1.80,1.86,1.63
1.81,1.88,1.88,1.75
1.94,1.91,1.94,1.83
1.95,1.91,2.04,1.91
1.98,1.96,2.00,1.92
1.94,1.96,1.99,1.88
2.02,1.95,2.02,1.89
1.89,1.93,1.99,1.88
1.93,1.97,1.99,1.93
2.00,1.97,2.00,1.92
2.00,1.91,2.00,1.91
1.85,1.89,2.00,1.83
1.93,1.91,1.94,1.83
1.93,1.84,1.93,1.71
1.84,1.89,1.89,1.75
1.85,1.89,1.96,1.82
1.93,1.82,1.93,1.81
1.80,1.83,1.94,1.80
1.89,1.85,1.90,1.78
1.80,1.76,1.80,1.76
1.76,1.73,1.76,1.66
1.66,1.64,1.75,1.52
1.73,1.65,1.73,1.60
1.68,1.60,1.68,1.57
1.57,1.72,1.75,1.57
1.73,1.68,1.75,1.52
1.62,1.63,1.73,1.52
1.58,1.45,1.60,1.37
1.37,1.33,1.50,1.32
1.42,1.74,1.82,1.42
1.95,1.79,1.95,1.70
1.84,1.78,1.84,1.65
1.74,1.63,1.79,1.57
1.54,1.88,1.90,1.54
2.00,2.16,2.33,1.96
2.32,2.28,2.38,2.17
2.38,2.42,2.55,2.35
2.58,2.45,2.92,2.38
2.46,2.35,2.48,2.18
2.39,2.20,2.40,2.16
2.19,2.00,2.19,2.00
2.05,2.14,2.25,2.01
2.06,2.30,2.50,2.06
2.35,2.26,2.35,2.25
2.45,2.44,2.49,2.27
2.48,2.34,2.50,2.31
2.32,2.31,2.50,2.26
2.32,2.16,2.32,2.15
2.13,2.11,2.31,2.10
2.31,2.18,2.31,2.12
2.23,2.18,2.29,2.15
2.27,2.20,2.27,2.17
2.27,2.23,2.27,2.14
2.25,2.16,2.25,2.15
2.08,2.06,2.12,2.05
2.13,2.10,2.25,2.04
2.10,2.07,2.16,2.05
2.03,2.05,2.10,1.95
2.08,1.93,2.08,1.92
1.90,1.85,1.96,1.85
1.83,1.80,1.89,1.80
1.80,1.71,1.83,1.65
1.71,1.73,1.73,1.66
1.68,1.71,1.91,1.66
1.71,1.78,1.84,1.65
1.73,1.73,1.73,1.73
1.78,1.86,1.92,1.77
1.88,2.01,2.08,1.88
2.07,2.00,2.08,1.90
2.00,2.09,2.12,2.00
2.09,2.39,2.50,2.08
2.09,2.23,2.38,2.00
2.25,2.12,2.38,2.12
2.15,2.10,2.17,2.09
2.08,2.11,2.20,2.05
2.09,2.15,2.20,2.01
2.18,2.15,2.24,2.06
2.05,2.19,2.28,2.05
2.31,2.23,2.37,2.00
2.30,2.09,2.30,2.04
2.09,2.03,2.23,2.00
2.16,2.19,2.19,2.07
2.17,2.19,2.20,2.01
2.04,2.09,2.19,2.03
2.03,2.05,2.06,2.03
2.05,1.91,2.05,1.90
1.98,1.95,1.99,1.93
2.00,1.96,2.00,1.85
1.89,2.01,2.05,1.87
2.00,1.89,2.00,1.86
1.99,2.05,2.10,1.99
2.03,2.04,2.04,1.98
2.04,1.98,2.04,1.90
2.02,2.00,2.03,1.96
2.01,2.01,2.01,1.98
2.01,1.97,2.02,1.93
1.96,1.93,2.00,1.93
2.03,2.12,2.18,2.03
2.15,2.17,2.21,2.12
2.22,2.19,2.22,2.10
2.20,2.19,2.20,2.15
2.18,2.11,2.18,2.11
2.13,2.20,2.20,2.13
2.20,2.20,2.20,2.15
2.21,2.12,2.21,2.12
2.12,2.07,2.20,2.00
2.07,2.03,2.07,2.02
2.03,2.03,2.05,2.03
1.99,2.05,2.05,1.99
2.03,2.04,2.05,2.03
2.03,2.04,2.08,1.99
2.02,2.04,2.04,2.02
2.15,2.14,2.20,2.04
2.05,2.08,2.08,2.04
2.14,2.06,2.14,2.04
2.04,2.14,2.14,2.04
2.14,2.06,2.14,2.03
2.05,2.12,2.12,2.04
2.14,2.03,2.15,2.03
2.04,2.00,2.04,1.96
2.10,2.00,2.14,2.00
2.01,2.02,2.02,2.00
2.00,2.03,2.05,2.00
2.02,2.02,2.02,2.00
2.04,2.06,2.08,2.04
1.98,2.01,2.01,1.93
1.95,1.99,2.02,1.94
2.00,1.94,2.07,1.94
1.94,2.09,2.09,1.94
2.09,2.04,2.09,2.00
2.00,1.99,2.01,1.99
2.03,2.03,2.04,2.03
1.95,2.00,2.03,1.94
2.00,2.02,2.02,2.00
2.00,2.02,2.08,2.00
2.03,2.03,2.04,2.00
2.01,2.00,2.04,2.00
2.01,2.05,2.08,2.00
2.03,2.05,2.05,2.01
2.03,2.07,2.08,2.02
2.08,2.08,2.08,2.08
2.07,2.04,2.13,2.01
2.04,2.08,2.11,2.04
2.10,2.09,2.10,2.09
2.07,2.07,2.07,2.07
2.05,2.08,2.09,1.90
2.03,2.02,2.03,2.02
2.00,2.07,2.07,2.00
2.04,2.00,2.10,2.00
2.05,2.05,2.05,2.05
2.00,1.87,2.00,1.83
1.90,1.97,1.98,1.90
1.99,1.98,2.00,1.94
2.01,1.99,2.04,1.95
1.90,1.92,1.92,1.90
1.91,1.88,1.91,1.88
1.83,1.85,1.85,1.74
1.69,1.80,1.86,1.66
1.76,1.66,1.77,1.66
1.66,1.66,1.70,1.66
1.72,1.73,1.73,1.69
1.73,1.82,1.90,1.73
1.82,1.80,1.82,1.80
1.80,1.80,1.80,1.80
1.79,1.63,1.79,1.62
1.55,1.51,1.65,1.50
1.55,1.55,1.59,1.55
1.55,1.65,1.65,1.55
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.62
1.65,1.54,1.65,1.54
1.55,1.53,1.55,1.50
1.51,1.44,1.51,1.39
1.44,1.44,1.44,1.40
1.41,1.31,1.41,1.27
1.26,1.26,1.32,1.25
1.25,1.26,1.27,1.24
1.28,1.33,1.33,1.28
1.39,1.36,1.39,1.36
1.36,1.32,1.36,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.34,1.32
1.33,1.33,1.33,1.32
1.34,1.30,1.34,1.28
1.29,1.29,1.29,1.28
1.28,1.28,1.28,1.26
1.26,1.29,1.33,1.26
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.30,1.30,1.30,1.29
1.31,1.36,1.55,1.31
1.36,1.36,1.37,1.36
1.30,1.29,1.33,1.29
1.29,1.30,1.34,1.29
1.29,1.29,1.29,1.29
1.29,1.30,1.30,1.29
1.29,1.30,1.30,1.29
1.29,1.30,1.30,1.29
1.30,1.30,1.32,1.30
1.30,1.29,1.32,1.29
1.29,1.29,1.30,1.29
1.29,1.35,1.35,1.29
1.31,1.30,1.31,1.30
1.30,1.30,1.30,1.30
1.32,1.49,1.49,1.29
1.50,1.32,1.50,1.29
1.31,1.31,1.31,1.30
1.31,1.30,1.36,1.30
1.30,1.49,1.50,1.30
1.48,1.38,1.50,1.35
1.35,1.38,1.38,1.30
1.40,1.38,1.40,1.36
1.25,1.24,1.25,1.16
1.24,1.24,1.24,1.24
1.16,1.30,1.30,1.16
1.29,1.25,1.29,1.20
1.19,1.31,1.31,1.19
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.25,1.49,1.49,1.20
1.49,1.30,1.49,1.23
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.32,1.32,1.32,1.32
1.33,1.31,1.33,1.29
1.30,1.30,1.30,1.30
1.31,1.31,1.31,1.31
1.30,1.31,1.31,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.03,1.14,1.14,1.02
1.20,1.35,1.38,1.20
1.36,1.04,1.40,0.91
0.98,1.06,1.06,0.98
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.00,1.01,1.10,1.00
1.00,1.03,1.03,1.00
1.10,1.03,1.10,1.03
1.01,1.01,1.01,1.01
1.00,1.02,1.02,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.04,1.27,1.00
1.13,1.13,1.13,1.13
1.11,1.08,1.11,1.07
1.10,1.11,1.11,1.10
1.12,1.26,1.26,1.12
1.15,1.09,1.15,0.76
1.10,1.01,1.10,0.97
1.16,1.10,1.17,1.10
1.03,1.01,1.03,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.01,1.05,1.05,1.01
1.07,1.01,1.07,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.05,1.05,1.05,1.05
1.01,1.00,1.04,0.96
1.00,0.98,1.00,0.96
1.05,1.00,1.05,1.00
1.00,1.00,1.00,1.00
0.92,1.09,1.13,0.92
1.13,1.02,1.14,0.98
1.01,1.00,1.02,1.00
0.93,0.85,0.96,0.76
0.72,0.83,0.85,0.72
0.83,0.83,0.83,0.83
0.90,0.92,0.92,0.77
0.92,0.97,0.97,0.92
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.97,1.15,1.18,0.97
1.20,1.06,1.20,1.06
1.21,1.08,1.21,1.06
1.08,1.20,1.20,1.08
1.16,1.16,1.16,1.15
1.18,1.18,1.18,1.18
1.15,1.09,1.15,1.09
1.09,1.09,1.09,1.09
1.13,1.09,1.13,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.11,1.09,1.11,1.09
1.09,1.07,1.15,1.06
1.07,1.07,1.07,1.07
1.07,1.10,1.10,1.07
1.08,1.09,1.09,1.08
1.08,1.10,1.10,1.08
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.12,1.07,1.13,1.07
1.12,1.09,1.12,1.07
1.07,1.07,1.07,1.07
1.07,1.11,1.11,1.06
1.10,1.10,1.10,1.10
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.05,1.05,1.05,1.05
1.05,1.05,1.09,1.05
1.12,1.05,1.12,1.05
1.09,1.05,1.09,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
0.99,0.99,0.99,0.95
0.99,0.99,1.00,0.99
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.00,1.00,1.00,1.00
0.96,0.94,0.96,0.94
0.95,0.95,0.95,0.95
0.95,0.94,0.95,0.94
0.88,0.90,0.90,0.75
0.95,0.95,0.95,0.95
0.80,0.87,0.90,0.80
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.84,0.77,0.84,0.76
0.78,0.77,0.82,0.77
0.77,0.78,0.78,0.77
0.77,0.70,0.77,0.66
0.67,0.70,0.70,0.66
0.70,0.66,0.70,0.66
0.65,0.70,0.75,0.64
0.70,0.70,0.70,0.70
0.70,0.65,0.74,0.65
0.65,0.63,0.65,0.61
0.66,0.70,0.70,0.54
0.70,0.70,0.70,0.66
0.70,0.70,0.70,0.70
0.66,0.66,0.68,0.66
0.66,0.68,0.68,0.65
0.65,0.71,0.71,0.65
0.71,0.77,0.77,0.65
0.65,0.74,0.74,0.65
0.70,0.80,0.88,0.68
0.80,0.70,0.80,0.70
0.70,0.70,0.70,0.70
0.75,0.80,0.80,0.75
0.82,0.87,0.89,0.82
0.86,0.72,0.89,0.72
0.71,0.87,0.87,0.71
0.87,0.87,0.87,0.87
0.85,0.87,0.87,0.85
0.85,0.86,0.86,0.80
0.80,0.71,0.81,0.71
0.95,1.30,1.44,0.85
1.42,1.24,1.45,1.24
1.25,1.13,1.25,1.05
1.13,1.04,1.13,1.03
1.09,1.03,1.12,1.03
1.03,1.03,1.03,1.03
1.04,1.15,1.20,1.04
1.20,1.12,1.20,1.11
1.10,1.09,1.10,1.09
1.09,1.09,1.12,1.09
1.09,1.09,1.09,1.09
1.09,1.00,1.14,1.00
1.00,1.10,1.12,1.00
1.03,1.10,1.10,1.03
1.08,1.10,1.13,1.08
1.10,1.10,1.10,1.10
1.20,1.07,1.21,1.05
1.13,1.05,1.13,1.03
1.05,1.05,1.05,1.03
1.10,1.20,1.20,1.10
1.19,1.12,1.25,1.11
1.20,1.15,1.20,1.12
1.15,1.12,1.15,1.12
1.12,1.12,1.12,1.12
1.13,1.12,1.13,1.12
1.19,1.12,1.19,1.11
1.12,1.16,1.16,1.12
1.16,1.16,1.16,1.16
1.11,1.10,1.13,1.10
1.11,1.10,1.14,1.10
1.11,1.15,1.15,1.10
1.11,1.09,1.11,1.09
1.04,1.00,1.09,1.00
1.05,0.97,1.05,0.97
0.96,0.95,0.96,0.95
0.95,0.95,0.95,0.95
0.97,0.95,0.97,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.10,1.10,1.10,1.09
0.99,0.99,0.99,0.99
1.05,0.95,1.05,0.95
0.93,0.90,0.95,0.89
0.88,0.84,0.94,0.84
0.84,0.84,0.85,0.84
0.84,0.84,0.84,0.84
0.85,0.84,0.85,0.84
0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84
0.84,0.85,0.85,0.84
0.86,0.86,0.89,0.86
0.85,0.88,0.89,0.85
0.86,0.88,0.88,0.86
0.86,0.86,0.86,0.86
0.87,0.87,0.87,0.87
0.88,0.87,0.88,0.87
0.87,0.89,0.89,0.87
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.89,0.87,0.89,0.86
0.87,0.94,0.94,0.87
0.91,0.86,0.91,0.86
0.86,0.89,0.89,0.86
0.90,0.90,0.90,0.90
0.88,0.88,0.88,0.88
0.88,0.78,0.88,0.78
0.78,0.95,0.95,0.78
0.93,0.81,0.93,0.78
0.81,0.82,0.82,0.81
0.90,0.90,0.90,0.90
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.85,0.85,0.85,0.82
0.82,0.82,0.82,0.82
0.82,0.79,0.82,0.77
0.77,0.74,0.77,0.71
0.69,0.69,0.69,0.69
0.74,0.74,0.79,0.69
0.78,0.82,0.85,0.78
0.83,0.89,0.93,0.80
0.85,0.85,0.85,0.85
0.90,0.95,0.95,0.90
0.94,0.92,0.94,0.92
0.95,0.90,0.97,0.73
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.85,0.81,0.91,0.80
0.86,0.80,0.86,0.80
0.82,0.87,0.87,0.82
0.95,0.87,0.95,0.85
0.87,0.87,0.87,0.87
0.85,0.85,0.85,0.76
0.85,0.85,0.85,0.85
0.85,0.95,0.95,0.85
0.95,0.95,0.95,0.95
0.85,0.85,0.86,0.82
0.82,0.97,0.97,0.82
0.97,0.85,0.97,0.81
0.85,0.82,0.85,0.82
0.83,0.83,0.83,0.83
0.83,0.83,0.86,0.83
