GERN,Geron Corporation - Common Stock,NASDAQ
4.89,4.76,4.90,4.75
4.76,4.83,4.86,4.75
4.82,4.89,4.96,4.76
4.89,4.89,4.94,4.83
4.90,4.89,4.94,4.88
4.90,4.72,4.92,4.72
4.84,4.90,4.94,4.78
4.95,5.04,5.05,4.90
5.04,5.02,5.06,5.00
5.03,4.98,5.04,4.95
5.05,4.91,5.05,4.91
4.91,4.95,5.04,4.91
4.97,5.00,5.02,4.95
5.00,5.05,5.14,4.96
5.07,5.04,5.08,5.00
5.02,5.16,5.18,5.02
5.15,5.18,5.18,5.12
5.15,5.15,5.22,5.11
5.20,5.14,5.20,5.10
5.11,5.14,5.16,5.06
5.17,5.07,5.17,5.04
5.00,4.88,5.04,4.88
4.90,4.81,4.93,4.81
4.82,4.87,4.87,4.79
4.85,4.86,4.91,4.82
4.92,4.95,5.08,4.85
5.00,4.83,5.05,4.83
4.85,4.81,4.93,4.78
4.84,4.95,4.96,4.83
4.96,5.02,5.05,4.96
5.02,4.97,5.07,4.88
4.94,5.01,5.05,4.93
5.02,5.00,5.03,4.97
4.95,4.85,4.99,4.84
4.81,4.83,4.90,4.81
4.80,4.83,4.88,4.78
4.75,4.70,4.79,4.70
4.71,4.71,4.78,4.67
4.77,4.75,4.78,4.72
4.84,4.78,5.00,4.75
4.87,4.88,4.93,4.80
4.90,4.80,4.91,4.76
4.80,4.74,4.82,4.70
4.79,4.75,4.80,4.72
4.77,4.83,4.89,4.76
4.84,4.89,4.97,4.82
4.88,4.96,5.05,4.87
4.97,4.93,5.04,4.86
5.00,5.05,5.08,4.98
5.11,5.13,5.15,5.08
5.15,5.14,5.19,5.10
5.13,5.13,5.18,5.10
5.16,5.18,5.19,5.12
5.20,5.13,5.24,5.06
5.11,5.07,5.14,5.06
5.14,5.04,5.16,5.01
5.00,4.93,5.01,4.93
5.02,4.90,5.02,4.88
4.86,4.99,4.99,4.85
4.95,5.02,5.05,4.95
5.01,5.04,5.05,4.92
5.03,4.84,5.07,4.82
4.83,4.90,4.90,4.83
4.91,4.90,4.92,4.85
4.87,4.98,5.00,4.87
4.99,5.02,5.08,4.95
5.00,4.95,5.05,4.95
4.90,4.85,4.95,4.83
4.84,4.80,4.96,4.78
4.90,4.85,4.95,4.84
4.89,4.85,4.93,4.82
4.88,4.82,4.90,4.80
4.83,4.83,4.91,4.81
4.88,4.85,4.89,4.80
4.85,4.89,4.90,4.82
4.92,5.00,5.02,4.88
5.00,4.91,5.00,4.88
4.89,4.99,5.03,4.85
5.00,4.96,5.01,4.86
4.91,4.78,4.95,4.77
4.76,4.70,4.79,4.69
4.74,4.74,4.78,4.64
4.78,4.71,4.81,4.63
4.68,4.65,4.70,4.60
4.60,4.50,4.61,4.50
4.51,4.41,4.53,4.30
4.40,4.46,4.47,4.36
4.43,4.45,4.48,4.41
4.45,4.45,4.46,4.42
4.49,4.39,4.50,4.35
4.36,4.21,4.39,4.21
4.25,4.38,4.40,4.25
4.30,4.27,4.34,4.27
4.26,4.23,4.37,4.22
4.30,4.30,4.40,4.27
4.27,4.36,4.37,4.25
4.37,4.30,4.37,4.28
4.26,4.06,4.30,3.97
4.06,4.09,4.14,4.00
4.12,4.05,4.16,4.03
4.01,3.93,4.06,3.91
3.93,4.02,4.08,3.90
4.05,3.86,4.05,3.86
3.86,3.92,3.95,3.85
3.95,3.93,3.98,3.90
3.91,3.98,4.30,3.90
3.92,3.96,4.03,3.90
3.96,3.92,3.98,3.87
3.94,3.93,3.98,3.88
3.93,4.04,4.05,3.92
4.07,4.01,4.08,4.00
4.02,4.01,4.05,4.00
4.03,3.99,4.03,3.96
4.00,3.91,4.01,3.90
3.92,3.96,3.98,3.91
3.99,4.00,4.05,3.94
4.24,4.39,4.39,4.17
4.35,4.21,4.39,4.21
4.21,4.15,4.31,4.13
4.14,4.07,4.19,4.02
4.07,4.03,4.17,4.03
4.05,4.03,4.10,4.01
4.01,3.89,4.09,3.86
3.91,3.95,3.99,3.87
3.95,3.89,3.98,3.89
3.92,4.09,4.10,3.90
4.09,4.16,4.17,4.08
4.15,4.11,4.15,4.08
4.11,4.10,4.14,4.05
4.09,3.90,4.17,3.88
3.91,3.89,3.98,3.86
3.83,3.85,3.86,3.75
3.88,3.74,3.94,3.51
3.71,3.41,3.75,3.41
3.43,3.39,3.50,3.25
3.35,3.12,3.39,3.11
3.16,2.96,3.19,2.85
2.84,2.63,2.86,2.60
2.71,2.81,2.81,2.47
2.78,2.52,2.78,2.51
2.55,2.65,2.65,2.48
2.69,2.61,2.73,2.55
2.63,2.74,2.75,2.60
2.70,2.64,2.70,2.58
2.66,2.72,2.77,2.65
2.62,2.51,2.68,2.50
2.50,2.46,2.57,2.42
2.52,2.47,2.57,2.46
2.48,2.55,2.55,2.36
2.55,2.55,2.62,2.49
2.58,2.42,2.65,2.40
2.40,2.52,2.52,2.38
2.58,2.72,2.73,2.57
2.71,2.67,2.72,2.62
2.68,2.67,2.80,2.65
2.68,2.92,3.13,2.65
2.84,2.64,2.91,2.61
2.60,2.59,2.67,2.50
2.65,2.67,2.70,2.61
2.65,2.60,2.70,2.56
2.58,2.46,2.59,2.40
2.42,2.43,2.50,2.38
2.46,2.52,2.53,2.41
2.55,2.58,2.61,2.45
2.61,2.58,2.63,2.52
2.60,2.43,2.61,2.37
2.41,2.46,2.57,2.38
2.49,2.40,2.51,2.40
2.41,2.29,2.46,2.27
2.20,2.12,2.25,2.06
2.12,2.23,2.25,2.10
2.24,2.15,2.27,2.09
2.21,2.21,2.30,2.18
2.20,2.11,2.26,2.11
2.18,2.16,2.20,2.05
2.19,2.12,2.31,2.12
2.12,2.00,2.19,2.00
2.00,2.04,2.08,1.87
2.04,2.04,2.13,1.99
2.04,2.15,2.18,2.03
2.22,2.17,2.24,2.11
2.23,2.24,2.24,2.18
2.24,2.34,2.36,2.22
2.36,2.31,2.38,2.28
2.30,2.29,2.34,2.25
2.31,2.34,2.35,2.26
2.32,2.19,2.38,2.18
2.19,2.25,2.26,2.11
2.25,2.17,2.30,2.17
2.22,2.20,2.27,2.14
2.25,2.26,2.29,2.23
2.26,2.33,2.33,2.24
2.35,2.24,2.35,2.23
2.27,2.28,2.32,2.20
2.38,2.58,2.59,2.32
2.55,2.56,2.60,2.46
2.50,2.35,2.51,2.35
2.31,2.22,2.33,2.21
2.25,2.28,2.30,2.22
2.31,2.36,2.40,2.24
2.34,2.38,2.42,2.28
2.37,2.35,2.37,2.26
2.36,2.39,2.43,2.31
2.31,2.23,2.39,2.23
2.27,2.23,2.30,2.21
2.25,2.28,2.30,2.22
2.27,2.20,2.32,2.19
1.75,1.75,1.88,1.60
1.68,1.62,1.77,1.59
1.66,1.58,1.69,1.58
1.58,1.50,1.64,1.50
1.51,1.68,1.80,1.41
1.68,1.50,1.68,1.50
1.50,1.46,1.52,1.45
1.49,1.50,1.58,1.47
1.56,1.54,1.62,1.53
1.54,1.55,1.58,1.51
1.62,1.67,1.68,1.58
1.68,1.76,1.80,1.64
1.78,1.70,1.79,1.68
1.71,1.73,1.77,1.66
1.72,1.64,1.73,1.62
1.63,1.64,1.65,1.60
1.63,1.57,1.67,1.55
1.62,1.59,1.62,1.56
1.57,1.54,1.60,1.53
1.56,1.48,1.60,1.48
1.47,1.47,1.54,1.46
1.50,1.45,1.53,1.45
1.47,1.49,1.50,1.45
1.49,1.42,1.51,1.41
1.42,1.42,1.45,1.40
1.41,1.37,1.42,1.35
1.38,1.39,1.42,1.37
1.38,1.41,1.43,1.38
1.45,1.44,1.48,1.41
1.43,1.42,1.45,1.39
1.42,1.40,1.44,1.38
1.38,1.48,1.50,1.38
1.52,1.56,1.57,1.48
1.55,1.55,1.59,1.52
1.55,1.62,1.62,1.54
1.63,1.67,1.68,1.59
1.67,1.73,1.75,1.64
1.75,1.73,1.75,1.68
1.71,1.73,1.88,1.65
1.73,1.72,1.74,1.70
1.68,1.69,1.73,1.63
1.72,1.67,1.75,1.66
1.67,1.70,1.74,1.66
1.71,1.70,1.72,1.69
1.70,1.73,1.77,1.68
1.73,1.71,1.76,1.70
1.70,1.71,1.73,1.69
1.72,1.74,1.75,1.70
1.76,2.08,2.10,1.76
2.08,1.96,2.18,1.96
1.94,1.98,2.07,1.90
2.01,1.98,2.03,1.97
1.99,1.99,2.01,1.92
2.02,2.02,2.08,1.98
2.07,2.08,2.11,2.04
1.88,2.03,2.08,1.82
2.03,1.99,2.06,1.97
2.00,2.07,2.10,1.96
2.09,2.05,2.09,2.04
2.02,2.00,2.05,1.98
2.03,2.02,2.06,1.99
2.01,2.00,2.05,2.00
2.01,2.02,2.14,1.98
2.02,2.14,2.16,2.02
2.16,2.15,2.22,2.11
2.15,2.00,2.17,2.00
2.00,1.96,2.03,1.96
1.96,2.07,2.09,1.96
2.06,2.02,2.06,2.01
2.02,2.05,2.07,2.02
2.06,2.07,2.13,2.05
2.05,2.00,2.10,2.00
2.03,2.00,2.05,1.99
2.01,1.94,2.04,1.93
1.94,1.88,1.95,1.86
1.87,1.79,1.88,1.79
1.90,1.83,1.90,1.80
1.85,1.78,1.86,1.76
1.79,1.84,1.84,1.78
1.85,1.77,1.87,1.77
1.77,1.73,1.79,1.71
1.72,1.72,1.75,1.71
1.72,1.71,1.75,1.66
1.71,1.79,1.84,1.71
1.79,1.87,1.89,1.79
1.85,1.81,1.85,1.81
1.82,1.89,1.89,1.80
1.86,1.80,1.89,1.77
1.80,1.80,1.82,1.78
1.81,1.78,1.83,1.78
1.77,1.81,1.84,1.77
1.81,1.77,1.81,1.76
1.76,1.71,1.76,1.70
1.73,1.70,1.74,1.69
1.68,1.69,1.70,1.65
1.69,1.67,1.69,1.64
1.65,1.60,1.65,1.60
1.59,1.58,1.60,1.53
1.56,1.52,1.58,1.52
1.51,1.51,1.65,1.50
1.52,1.53,1.55,1.51
1.53,1.56,1.56,1.51
1.55,1.55,1.60,1.54
1.56,1.56,1.58,1.53
1.55,1.60,1.63,1.55
1.59,1.55,1.60,1.55
1.56,1.59,1.62,1.56
1.64,1.67,1.69,1.60
1.65,1.64,1.66,1.61
1.64,1.66,1.66,1.62
1.68,1.70,1.71,1.65
1.70,1.70,1.71,1.68
1.72,1.73,1.74,1.68
1.72,1.68,1.75,1.66
1.67,1.63,1.69,1.63
1.60,1.56,1.60,1.50
1.56,1.55,1.57,1.50
1.54,1.51,1.59,1.50
1.50,1.52,1.54,1.50
1.51,1.50,1.53,1.50
1.50,1.48,1.50,1.46
1.50,1.54,1.55,1.48
1.54,1.49,1.55,1.48
1.50,1.45,1.52,1.45
1.46,1.45,1.50,1.45
1.46,1.46,1.49,1.40
1.46,1.41,1.46,1.41
1.39,1.37,1.43,1.37
1.38,1.40,1.42,1.37
1.39,1.39,1.43,1.39
1.38,1.41,1.41,1.37
1.43,1.39,1.47,1.37
1.39,1.42,1.44,1.38
1.42,1.40,1.42,1.39
1.39,1.32,1.40,1.31
1.34,1.31,1.35,1.28
1.27,1.28,1.30,1.25
1.27,1.27,1.30,1.27
1.27,1.30,1.33,1.25
1.31,1.31,1.32,1.28
1.33,1.28,1.35,1.25
1.28,1.31,1.32,1.27
1.31,1.35,1.38,1.30
1.35,1.40,1.43,1.33
1.39,1.45,1.49,1.39
1.46,1.50,1.50,1.43
1.49,1.45,1.49,1.41
1.40,1.46,1.48,1.40
1.46,1.47,1.50,1.43
1.47,1.46,1.50,1.45
1.46,1.47,1.48,1.45
1.48,1.71,1.72,1.47
1.65,1.62,1.68,1.57
1.62,1.62,1.64,1.60
1.63,1.76,1.78,1.62
1.73,1.68,1.75,1.66
1.72,1.71,1.75,1.67
1.74,1.77,1.78,1.69
1.78,1.76,1.79,1.74
1.73,1.70,1.74,1.63
1.68,1.66,1.70,1.64
1.74,1.65,1.74,1.62
1.66,1.54,1.66,1.51
1.53,1.57,1.58,1.51
1.55,1.53,1.58,1.52
1.54,1.58,1.58,1.54
1.57,1.57,1.59,1.56
1.57,1.69,1.73,1.55
1.69,1.67,1.69,1.62
1.71,1.65,1.71,1.62
1.63,1.65,1.69,1.63
1.63,1.63,1.66,1.57
1.60,1.62,1.63,1.59
1.63,1.63,1.65,1.62
1.65,1.70,1.70,1.63
1.70,1.84,1.84,1.70
1.86,1.76,1.88,1.76
1.75,1.72,1.75,1.69
1.71,1.65,1.73,1.65
1.65,1.67,1.69,1.65
1.69,1.69,1.75,1.67
1.70,1.74,1.74,1.69
1.73,1.75,1.78,1.70
1.75,1.71,1.75,1.68
1.70,1.72,1.72,1.69
1.71,1.70,1.72,1.65
1.69,1.71,1.73,1.66
1.73,1.71,1.74,1.70
1.70,1.71,1.71,1.69
1.75,2.03,2.10,1.74
2.04,2.13,2.14,1.97
2.13,2.07,2.13,2.00
2.09,2.11,2.29,2.05
2.10,2.06,2.13,2.00
2.06,2.07,2.10,2.03
2.07,2.30,2.34,2.06
2.30,2.30,2.32,2.20
2.31,2.44,2.44,2.30
2.44,2.41,2.45,2.34
2.57,2.63,2.77,2.50
2.64,2.76,2.77,2.60
2.73,2.79,2.82,2.67
2.83,2.73,2.84,2.68
2.74,2.85,2.88,2.69
2.85,2.90,2.99,2.78
1.52,1.28,1.55,1.23
1.25,1.26,1.27,1.21
1.27,1.33,1.33,1.24
1.35,1.42,1.43,1.35
1.43,1.41,1.43,1.38
1.40,1.43,1.45,1.40
1.42,1.54,1.56,1.41
1.54,1.70,1.74,1.51
1.70,1.71,1.83,1.68
1.75,1.76,1.78,1.71
1.75,1.75,1.76,1.70
1.76,1.71,1.77,1.70
1.70,1.72,1.76,1.69
1.71,1.74,1.77,1.70
1.73,1.71,1.74,1.70
1.71,1.72,1.72,1.59
1.72,1.66,1.74,1.66
1.66,1.62,1.69,1.61
1.62,1.59,1.66,1.58
1.60,1.41,1.60,1.30
1.41,1.45,1.48,1.37
1.46,1.41,1.47,1.38
1.38,1.37,1.39,1.35
1.39,1.39,1.43,1.37
1.37,1.37,1.41,1.36
1.38,1.37,1.40,1.37
1.37,1.37,1.39,1.36
1.38,1.42,1.44,1.37
1.46,1.52,1.56,1.46
1.50,1.44,1.50,1.40
1.42,1.38,1.44,1.37
1.37,1.32,1.38,1.30
1.35,1.34,1.37,1.33
1.35,1.27,1.35,1.26
1.27,1.30,1.33,1.26
1.30,1.33,1.34,1.27
1.33,1.39,1.41,1.32
1.38,1.32,1.40,1.31
1.32,1.37,1.38,1.30
1.37,1.31,1.38,1.31
1.29,1.30,1.32,1.26
1.30,1.28,1.32,1.27
1.27,1.31,1.32,1.27
1.31,1.32,1.34,1.30
1.30,1.24,1.31,1.23
1.24,1.21,1.28,1.21
1.21,1.21,1.24,1.21
1.21,1.25,1.28,1.21
1.27,1.32,1.33,1.23
1.32,1.31,1.36,1.30
1.30,1.33,1.38,1.30
1.34,1.37,1.40,1.33
1.37,1.43,1.46,1.33
1.42,1.38,1.47,1.37
1.36,1.42,1.42,1.36
1.42,1.44,1.45,1.39
1.45,1.41,1.47,1.38
1.45,1.48,1.48,1.41
1.11,1.14,1.15,0.91
1.13,1.14,1.19,1.10
1.14,1.13,1.15,1.11
1.13,1.06,1.13,1.05
1.18,1.22,1.43,1.17
1.27,1.39,1.40,1.22
1.43,1.42,1.51,1.36
1.43,1.44,1.46,1.36
1.43,1.53,1.53,1.40
1.53,1.70,1.73,1.48
1.71,1.58,1.73,1.39
1.57,1.60,1.61,1.54
1.60,1.59,1.60,1.54
1.58,1.60,1.60,1.44
1.58,1.52,1.58,1.48
1.51,1.50,1.52,1.44
1.48,1.49,1.54,1.45
1.47,1.46,1.50,1.45
1.43,1.41,1.45,1.38
1.44,1.49,1.60,1.42
1.50,1.53,1.58,1.45
1.55,1.58,1.59,1.53
1.60,1.60,1.63,1.58
1.60,1.63,1.64,1.60
1.64,1.64,1.65,1.60
1.65,1.67,1.72,1.51
1.62,1.66,1.69,1.61
1.67,1.71,1.75,1.62
1.65,1.73,1.75,1.60
1.72,1.64,1.73,1.62
1.65,1.66,1.70,1.63
1.78,1.66,1.78,1.64
1.68,1.68,1.71,1.64
1.69,1.65,1.73,1.65
1.63,1.64,1.68,1.62
1.71,1.67,1.73,1.64
1.68,1.65,1.70,1.64
1.65,1.63,1.66,1.58
1.62,1.48,1.63,1.47
1.49,1.58,1.63,1.48
1.58,1.58,1.60,1.55
1.56,1.51,1.58,1.50
1.52,1.54,1.55,1.51
1.52,1.54,1.55,1.52
1.54,1.52,1.58,1.50
1.51,1.50,1.56,1.48
1.49,1.53,1.58,1.49
1.54,1.51,1.55,1.50
1.52,1.50,1.53,1.50
1.51,1.54,1.55,1.48
1.55,1.52,1.57,1.52
1.52,1.55,1.56,1.51
1.53,1.49,1.58,1.49
1.49,1.42,1.50,1.40
1.45,1.44,1.45,1.40
1.45,1.39,1.48,1.39
1.40,1.37,1.40,1.32
1.36,1.44,1.45,1.32
1.43,1.46,1.50,1.42
1.43,1.44,1.47,1.42
1.44,1.41,1.45,1.40
1.43,1.43,1.46,1.42
1.44,1.44,1.45,1.43
1.44,1.44,1.46,1.42
1.46,1.47,1.51,1.43
1.47,1.45,1.49,1.44
1.44,1.42,1.44,1.42
1.42,1.29,1.42,1.24
1.23,1.25,1.26,1.19
1.25,1.13,1.25,1.11
1.12,1.19,1.24,1.11
1.18,1.15,1.20,1.12
1.15,1.14,1.15,1.12
1.12,1.09,1.13,1.07
1.09,1.10,1.11,1.06
1.11,1.11,1.14,1.10
1.11,1.09,1.12,1.06
1.08,1.11,1.12,1.05
1.13,1.07,1.13,1.06
1.07,1.10,1.10,0.98
1.11,1.12,1.13,1.10
1.11,1.11,1.13,1.10
1.13,1.11,1.13,1.08
1.06,1.10,1.11,1.05
1.12,1.16,1.19,1.11
1.17,1.15,1.18,1.14
1.18,1.17,1.20,1.15
1.17,1.16,1.18,1.15
1.15,1.15,1.17,1.12
1.14,1.06,1.14,1.06
1.07,1.04,1.10,1.04
1.02,1.02,1.07,1.00
1.02,1.05,1.07,1.02
1.03,1.05,1.06,1.01
1.05,1.07,1.08,1.03
1.08,1.11,1.12,1.07
1.12,1.15,1.15,1.09
1.13,1.17,1.17,1.09
1.14,1.14,1.16,1.10
1.15,1.17,1.17,1.14
1.15,1.17,1.17,1.14
1.15,1.12,1.16,1.12
1.11,1.16,1.16,1.11
1.16,1.16,1.18,1.13
1.15,1.14,1.16,1.14
1.14,1.16,1.18,1.14
1.14,1.16,1.22,1.14
1.15,1.14,1.16,1.13
1.14,1.16,1.16,1.14
1.14,1.15,1.17,1.14
1.15,1.17,1.17,1.14
1.16,1.19,1.21,1.16
1.18,1.15,1.21,1.14
1.15,1.12,1.16,1.12
1.12,1.12,1.14,1.12
1.12,1.12,1.14,1.12
1.11,1.10,1.15,1.10
1.09,1.12,1.13,1.05
1.10,1.12,1.13,1.09
1.11,1.13,1.13,1.10
1.11,1.11,1.15,1.10
1.11,1.10,1.13,1.08
1.09,1.09,1.13,1.09
1.10,1.12,1.14,1.07
1.13,1.17,1.18,1.13
1.15,1.12,1.18,1.11
1.10,1.14,1.14,1.09
1.16,1.11,1.16,1.06
1.11,1.12,1.14,1.11
1.07,1.15,1.17,1.07
1.16,1.14,1.16,1.13
1.12,1.15,1.15,1.07
1.13,1.14,1.16,1.13
1.14,1.15,1.27,1.13
1.13,1.15,1.17,1.11
1.13,1.19,1.23,1.12
