RXL,ProShares Ultra Health Care,NASDAQ
49.69,49.50,49.77,49.50
50.10,49.50,50.25,49.50
49.24,49.55,49.64,49.24
49.58,49.74,49.74,49.51
49.84,50.93,50.93,49.84
51.38,50.94,51.38,50.94
51.50,52.05,52.32,51.50
52.29,52.04,52.60,51.96
51.89,52.65,52.69,51.70
52.25,52.74,52.75,52.20
52.62,52.80,53.14,52.21
52.80,52.63,53.00,51.70
52.47,52.76,52.83,52.47
52.35,52.69,52.79,52.35
52.28,52.50,52.58,52.15
52.50,52.45,52.63,51.76
52.28,52.49,52.75,52.28
52.18,52.19,52.45,52.16
51.82,52.02,52.32,51.82
52.36,53.06,53.60,52.36
53.03,53.35,53.36,52.90
52.71,53.55,53.69,52.71
53.77,53.83,53.90,53.48
53.60,53.71,53.83,53.16
53.00,53.44,53.60,53.00
53.40,54.01,54.14,53.40
54.50,54.51,54.64,54.12
54.20,54.07,54.20,53.90
53.74,54.15,54.16,53.66
53.99,54.67,54.67,53.99
54.65,53.89,54.65,53.50
53.48,53.99,54.25,52.98
54.36,53.98,54.51,53.98
53.67,54.02,54.31,53.67
54.00,54.02,54.25,53.70
54.34,54.04,54.39,54.04
53.99,54.29,54.52,53.99
54.51,52.37,54.65,52.35
52.31,52.53,52.83,52.21
52.82,54.23,54.38,52.82
54.02,54.04,54.13,53.75
53.41,54.37,54.37,53.05
54.37,54.48,54.48,54.10
54.46,54.50,54.82,54.46
54.62,54.89,54.89,54.62
54.78,54.45,54.78,54.35
54.45,54.78,54.78,54.43
55.00,54.97,55.00,54.92
54.98,55.40,55.40,54.88
54.90,55.20,55.29,54.85
55.72,55.94,56.13,55.67
55.94,56.40,56.40,55.49
56.56,56.40,56.63,56.36
55.23,54.71,55.86,54.69
54.98,54.01,54.98,53.74
53.72,54.21,54.21,53.54
54.23,55.06,55.06,54.23
55.55,56.10,56.29,55.55
56.25,55.44,56.40,55.04
55.29,55.65,55.72,54.98
56.20,57.80,57.95,56.20
57.94,57.12,57.95,57.00
58.20,56.85,58.20,56.27
56.63,57.64,57.72,56.63
57.48,57.67,57.76,57.10
56.01,55.93,56.62,55.93
55.36,56.45,56.54,54.90
55.36,55.58,56.16,55.36
53.26,54.82,54.82,53.26
53.99,52.82,53.99,52.29
53.72,53.96,54.17,53.43
54.70,54.35,55.00,54.35
55.78,55.19,55.93,55.01
55.43,55.13,55.73,55.12
55.04,54.87,55.06,54.05
55.61,56.10,56.30,54.99
56.31,56.49,56.92,56.23
56.95,56.55,56.95,56.46
56.59,57.24,57.24,56.29
58.00,58.23,58.60,57.93
58.38,58.38,58.58,58.01
58.79,58.85,59.02,58.55
59.71,59.54,59.71,59.29
59.54,59.13,59.54,58.99
59.67,59.53,59.72,59.31
59.50,59.23,59.70,58.84
59.23,59.13,59.67,58.81
59.60,59.68,60.00,59.51
59.49,59.61,59.90,59.29
60.47,59.62,60.47,59.39
59.67,60.21,60.28,59.00
60.49,61.32,61.50,60.49
60.62,59.81,60.62,59.17
60.00,60.56,60.63,59.72
62.37,61.85,62.37,61.60
62.41,62.14,62.83,61.74
62.34,62.36,62.37,61.75
63.13,63.76,63.92,62.98
64.15,65.46,65.62,63.64
65.98,66.12,66.29,65.49
66.59,66.10,66.59,65.96
66.64,67.21,67.60,66.64
67.29,66.55,67.29,65.98
66.88,66.46,66.88,65.75
66.00,65.40,66.48,65.12
65.81,66.57,67.19,65.81
66.68,67.42,67.49,66.48
67.49,68.15,68.34,67.25
68.69,67.95,68.69,67.22
67.27,69.18,69.29,66.99
69.61,68.53,69.73,68.20
68.60,68.72,69.33,68.00
68.64,68.64,68.68,67.79
69.07,69.79,69.88,68.34
70.40,69.47,70.40,68.85
69.67,68.28,69.67,67.95
67.45,67.07,67.45,66.40
66.57,66.57,67.23,66.39
66.53,66.82,67.07,66.10
66.68,67.02,67.07,65.79
67.01,67.18,67.29,66.62
67.83,68.68,68.69,67.62
68.74,66.88,68.74,66.73
66.72,66.49,67.01,66.00
65.45,65.10,65.93,65.00
64.83,64.05,65.00,63.93
65.08,64.68,65.31,64.29
64.59,64.45,64.62,63.90
65.00,65.46,66.09,65.00
65.22,63.23,65.22,63.00
63.34,63.71,64.20,63.13
64.81,64.66,65.13,64.27
64.45,63.03,64.66,62.73
63.02,63.13,63.56,62.57
64.09,63.52,64.59,63.28
63.41,64.61,64.71,63.35
65.45,65.47,65.87,64.99
65.52,64.93,65.69,64.93
64.13,64.64,64.67,62.98
64.83,63.08,64.83,63.02
63.17,63.78,64.09,62.71
64.63,65.68,65.78,64.51
65.69,65.94,66.17,65.69
66.33,66.40,66.67,66.26
66.40,68.05,68.07,66.39
67.95,67.78,67.95,67.33
67.90,68.17,68.36,67.59
68.37,68.16,68.80,67.60
67.65,67.83,67.86,67.00
67.28,65.68,67.28,65.51
66.10,65.98,67.05,65.64
66.62,66.39,67.76,66.25
66.71,66.21,67.26,65.97
66.51,65.70,66.51,65.00
65.41,64.61,65.41,63.69
64.79,65.85,66.06,64.74
66.39,65.25,66.39,65.11
66.51,67.33,67.83,66.30
67.52,67.23,67.52,66.65
66.43,65.55,66.44,65.46
65.86,64.39,65.86,64.33
64.00,62.02,64.00,61.83
61.90,61.87,63.30,61.83
60.83,61.32,61.80,59.70
62.08,58.86,62.52,57.73
58.15,56.35,58.65,56.24
56.24,56.38,56.38,53.89
55.16,51.53,55.16,51.38
51.61,52.27,53.30,49.40
49.27,47.06,50.84,46.38
46.97,49.82,49.82,44.73
48.21,45.93,49.30,45.93
45.96,50.07,50.99,45.96
50.78,50.86,51.75,50.00
51.86,53.11,53.11,51.64
52.42,52.75,53.20,51.70
53.14,52.68,54.07,52.36
51.16,49.06,51.16,48.36
47.98,48.84,50.00,47.98
50.27,48.94,50.35,48.94
48.97,51.93,52.11,48.97
51.81,52.60,52.60,51.68
53.32,51.23,53.32,50.98
50.43,52.65,52.65,49.00
53.55,55.36,55.50,53.55
55.10,56.00,56.00,54.49
56.68,56.42,57.39,56.12
56.67,55.56,57.70,55.56
53.90,53.75,54.24,53.54
50.99,53.54,53.55,50.32
54.44,55.93,56.14,54.44
55.72,55.01,56.40,54.96
54.31,51.90,54.31,51.55
50.42,51.63,51.64,50.33
52.16,53.17,53.17,51.93
53.51,54.30,55.12,52.31
55.25,55.30,55.34,53.62
55.75,55.38,56.12,55.30
53.78,54.96,55.11,53.78
54.60,55.58,56.86,54.60
55.77,52.77,55.77,52.77
50.02,50.29,50.93,49.26
50.13,50.76,50.95,49.90
51.61,51.90,51.90,50.03
53.81,53.53,54.97,53.39
53.87,51.74,54.33,51.74
53.00,52.12,53.30,51.06
51.30,51.41,52.96,51.30
50.30,47.88,51.41,47.88
46.42,48.80,48.80,45.99
48.81,50.60,50.60,48.81
51.05,51.77,51.77,50.59
51.77,51.43,52.55,51.43
53.08,53.85,53.96,53.08
53.73,53.64,54.00,53.42
54.77,53.93,54.85,53.93
53.13,53.97,54.09,53.00
54.63,54.64,54.72,54.39
54.55,52.90,54.55,52.90
51.80,53.65,54.30,51.80
54.08,53.43,54.56,53.34
53.57,53.48,53.69,52.27
54.71,55.41,55.55,54.71
55.97,57.25,57.26,55.83
57.00,54.96,57.00,54.73
55.91,56.39,56.44,55.45
57.98,58.64,59.00,57.62
59.00,59.15,59.20,58.55
58.62,57.00,58.62,57.00
55.25,54.71,55.68,54.32
54.78,55.08,55.62,54.78
55.74,56.56,56.66,55.31
55.54,55.26,55.54,54.51
55.36,56.47,56.55,54.97
57.12,57.85,57.90,56.36
55.70,54.74,56.33,54.30
55.75,56.14,56.38,55.36
57.29,57.79,58.09,57.29
57.00,57.12,57.50,56.84
57.25,57.60,57.64,56.59
56.11,55.61,57.10,55.34
55.03,54.00,55.24,53.48
54.40,54.08,54.45,53.95
52.33,52.44,52.85,51.97
52.46,52.47,52.89,51.97
51.63,51.37,51.78,50.96
50.95,50.60,51.32,50.33
52.33,53.28,53.28,52.33
53.39,53.88,54.43,53.39
55.94,57.76,57.76,55.94
57.60,57.93,58.43,57.60
58.44,56.60,58.54,56.38
57.64,56.56,57.85,56.45
56.92,57.18,57.66,56.92
56.86,57.22,57.24,56.45
56.95,55.66,57.22,55.66
56.64,57.26,57.26,56.45
56.46,55.65,56.50,55.65
56.96,56.15,56.96,56.15
55.72,55.46,55.77,55.34
56.82,56.63,56.82,56.63
57.19,56.63,57.40,56.48
57.11,56.96,57.19,56.87
57.57,58.80,58.86,57.57
59.15,59.78,59.78,58.85
59.78,60.45,60.65,59.78
60.85,61.23,61.23,60.72
61.18,61.67,61.80,61.18
61.84,59.96,61.84,59.96
60.91,61.26,61.37,60.81
61.22,60.90,61.52,60.90
62.59,62.30,62.76,62.15
62.30,61.57,62.30,61.55
61.40,62.37,62.38,61.03
62.92,62.50,62.92,62.00
62.84,62.85,62.87,61.99
63.59,63.95,64.05,63.47
63.96,64.12,64.12,63.43
64.31,64.45,64.45,63.49
63.97,63.86,64.02,62.89
65.17,64.86,65.47,64.65
64.58,65.41,65.41,64.46
65.58,65.52,65.61,64.90
65.64,65.37,65.67,65.00
65.50,64.90,65.54,64.52
64.64,64.90,65.20,64.64
64.53,66.39,66.40,64.53
66.34,65.47,66.50,65.28
64.89,66.09,66.10,64.89
64.43,65.42,65.48,64.43
65.77,65.56,66.50,65.34
66.44,67.10,67.65,66.44
66.58,66.86,66.91,66.11
67.71,67.49,67.71,67.07
67.27,67.07,67.27,66.99
66.74,67.36,67.36,66.38
67.01,67.04,67.22,66.32
67.28,66.42,67.28,66.00
66.16,65.98,66.16,65.34
66.47,67.20,67.37,66.47
67.25,67.37,67.37,66.89
67.50,67.31,68.00,67.31
67.44,68.25,68.31,67.44
68.68,67.90,68.68,67.71
67.65,66.60,67.84,66.54
66.42,66.61,66.90,66.39
66.62,66.94,67.10,66.62
67.17,67.55,67.64,67.17
66.93,67.99,67.99,66.93
67.98,68.32,68.40,67.98
67.89,67.45,68.50,67.45
67.93,68.05,68.24,67.93
67.82,67.80,67.91,67.60
67.43,67.51,67.74,67.25
66.46,65.59,66.69,65.15
65.50,66.17,66.17,65.46
67.25,67.86,67.86,67.14
68.09,68.16,68.40,68.09
68.16,68.01,68.16,67.97
68.88,70.00,70.00,68.81
69.95,69.84,70.24,69.82
69.63,70.27,70.45,69.63
70.40,70.23,70.46,70.23
70.23,70.40,70.47,70.23
69.80,69.81,69.97,69.56
69.67,69.40,69.67,69.40
68.61,69.08,69.08,68.43
69.15,69.35,69.35,68.81
70.65,71.66,71.66,70.65
72.20,72.18,72.53,71.87
72.63,71.12,72.63,71.04
71.22,72.02,72.11,71.22
72.93,73.10,73.27,72.41
73.22,73.64,73.97,72.96
73.41,73.89,73.94,73.22
72.71,72.65,72.81,72.43
72.37,72.74,72.74,72.37
70.90,70.64,71.14,70.64
70.51,68.85,70.51,68.85
69.40,69.54,69.92,69.40
69.55,70.24,70.24,69.47
69.69,68.74,69.69,68.74
68.52,68.83,68.83,68.04
69.28,70.59,70.78,69.14
70.41,70.33,70.56,70.33
70.94,71.03,71.45,70.50
71.40,71.76,72.16,71.40
70.82,70.07,70.82,70.05
70.85,70.95,71.01,70.85
72.52,72.53,72.70,72.42
71.88,72.73,72.85,71.88
72.54,73.00,73.27,72.54
72.80,72.61,73.00,72.45
71.82,73.43,73.45,71.82
73.08,72.95,73.08,72.95
72.31,72.11,72.53,72.11
71.00,70.18,71.00,70.17
70.00,71.11,71.23,70.00
70.52,69.90,70.67,69.89
69.77,70.75,70.76,69.77
71.35,71.35,71.35,71.35
71.15,71.00,71.71,71.00
69.85,70.47,70.93,69.60
70.61,69.69,70.62,69.29
69.76,70.22,70.22,69.76
70.00,68.41,70.00,68.41
68.50,66.91,68.50,66.91
67.42,68.55,68.55,67.42
69.14,68.59,69.35,68.59
66.78,67.45,67.45,66.35
68.00,68.06,68.83,68.00
68.98,68.93,68.98,68.92
69.26,69.12,69.26,68.62
68.25,68.32,68.32,67.98
68.43,68.20,68.46,67.72
66.40,65.09,66.40,64.95
64.92,65.03,65.39,64.57
65.22,66.41,66.41,65.22
66.60,67.52,67.63,66.60
69.45,68.18,69.45,68.08
68.00,68.92,69.11,68.00
69.94,68.90,69.94,68.66
68.51,68.55,68.55,68.51
69.84,69.04,69.84,69.04
70.00,70.18,70.35,70.00
71.47,71.67,71.67,71.40
71.76,72.20,72.20,71.72
72.40,73.51,73.98,72.40
73.38,72.68,73.38,72.68
73.47,71.26,73.47,71.26
71.96,72.41,72.41,71.96
71.79,71.42,71.79,71.03
70.94,71.90,71.98,70.94
73.22,73.39,73.64,73.21
72.67,72.57,72.67,70.90
74.87,75.33,75.39,74.61
75.84,76.01,76.01,75.26
76.01,76.07,76.07,75.72
75.59,75.37,75.60,75.30
74.49,74.23,74.49,73.81
74.78,75.22,75.26,74.78
76.45,74.23,76.45,74.11
74.26,73.68,74.26,73.68
73.85,74.73,74.86,73.85
74.52,76.19,76.25,74.52
76.14,76.51,76.51,75.99
77.46,78.43,78.57,77.46
78.29,79.00,79.05,77.72
79.47,78.60,79.47,78.00
77.33,76.64,77.33,76.43
74.47,74.52,74.52,74.01
74.52,72.53,74.52,72.30
72.84,73.63,73.90,72.84
75.50,75.25,75.50,74.88
75.90,78.64,78.99,75.90
78.03,77.80,78.49,77.80
77.52,76.77,77.99,76.77
77.09,77.08,78.08,76.14
75.87,75.03,76.31,74.79
77.00,77.73,77.80,77.00
77.33,77.29,77.77,77.25
77.26,77.52,77.68,76.97
77.26,77.81,77.81,77.24
78.10,77.60,78.25,77.30
77.35,77.83,77.96,77.13
77.83,77.80,77.84,77.15
78.27,78.25,78.52,78.09
78.30,78.98,79.14,78.30
78.43,78.53,78.53,77.99
78.43,77.82,78.43,77.48
77.86,78.26,78.26,77.81
78.64,77.90,78.89,77.90
77.67,77.91,77.93,77.36
77.67,77.75,77.91,77.28
79.20,78.92,79.33,78.83
79.47,79.20,79.72,79.19
79.26,79.01,79.50,78.88
79.20,79.59,79.97,79.20
79.09,79.17,79.17,78.22
79.73,79.11,80.09,78.85
79.03,80.35,80.53,78.90
80.47,79.90,80.50,79.90
81.17,82.75,82.78,81.17
83.27,82.70,83.27,82.28
82.92,82.48,82.97,82.47
82.54,82.24,82.61,82.01
82.60,82.55,82.65,82.19
82.51,84.17,84.17,82.21
83.58,83.36,84.26,83.13
83.58,84.22,84.28,83.58
84.80,84.90,85.27,84.77
84.98,85.38,85.67,84.98
85.13,85.82,85.82,84.80
86.42,86.70,86.97,86.42
86.25,86.58,86.98,86.22
86.69,86.14,88.19,86.14
86.25,85.33,86.25,84.99
86.36,86.28,86.36,85.70
86.11,86.00,86.11,84.70
85.93,86.45,87.75,85.93
87.40,87.57,88.05,86.81
88.53,88.89,89.04,88.53
89.62,89.87,90.28,89.59
90.73,90.00,90.94,89.69
89.98,89.84,90.00,89.01
89.31,87.45,89.31,87.41
87.03,85.97,87.09,85.75
87.08,86.60,87.51,86.60
86.52,86.08,87.24,86.08
86.90,88.39,88.39,86.90
89.53,90.13,90.13,88.96
90.59,90.20,90.59,89.96
89.40,89.58,89.65,88.70
89.91,87.01,89.91,86.39
87.02,86.08,87.02,85.75
85.02,84.61,85.14,83.23
84.22,84.61,85.39,84.22
85.50,85.77,86.15,85.38
85.56,84.87,85.56,84.29
84.74,83.58,84.80,82.79
84.43,85.40,85.46,84.43
85.70,84.34,85.70,84.12
82.77,84.06,84.21,82.77
84.84,85.00,85.24,84.84
83.76,82.15,83.76,80.16
81.77,79.62,81.77,79.62
78.63,79.96,81.13,78.63
80.11,80.90,81.30,80.11
79.95,80.67,81.81,78.83
80.00,77.92,80.00,77.92
77.51,78.00,78.22,76.64
77.85,79.35,79.35,77.68
81.31,80.69,81.31,80.30
80.26,81.62,81.69,80.26
81.62,81.91,81.91,81.62
82.90,83.85,83.85,82.79
83.52,82.89,83.63,82.27
82.50,82.89,83.14,82.21
81.39,83.30,83.30,80.63
84.14,84.56,84.75,83.95
84.14,84.75,84.75,84.14
85.00,84.34,85.00,84.05
84.75,84.42,84.75,84.42
84.42,84.67,84.85,84.24
84.90,84.82,85.27,84.73
85.90,85.41,85.90,84.89
85.83,86.54,86.62,85.83
87.04,87.99,88.35,87.04
88.34,87.47,88.99,87.43
87.47,86.57,87.97,86.00
85.66,85.23,86.04,85.21
85.13,86.40,86.52,85.13
86.45,88.36,88.46,85.29
89.35,86.47,89.35,86.44
86.62,86.32,86.62,86.00
84.93,85.09,85.63,83.70
84.51,84.52,84.70,84.29
84.51,84.07,84.51,83.35
83.28,83.42,84.07,82.20
82.70,82.07,83.12,82.07
81.04,83.83,83.83,81.04
85.99,86.66,86.66,85.75
86.65,87.17,87.17,86.65
87.65,87.93,88.31,87.65
87.80,88.66,88.78,87.68
88.67,88.70,89.33,88.67
90.00,90.57,90.57,90.00
91.41,92.02,92.11,91.18
91.57,91.44,91.85,91.44
91.33,92.17,92.42,91.33
91.77,91.87,92.05,91.14
91.58,91.63,91.74,91.54
92.05,93.33,93.33,91.64
92.73,93.27,93.28,92.60
93.67,94.03,94.03,92.91
93.70,93.65,93.91,93.50
95.38,95.21,95.56,94.63
96.09,96.36,96.36,95.25
97.06,95.92,98.44,95.92
96.00,97.81,97.94,96.00
98.31,97.12,98.31,97.12
96.40,97.10,97.21,96.31
97.18,98.29,98.66,97.10
97.20,96.16,97.62,96.16
96.56,98.28,98.30,96.56
98.10,98.37,98.52,97.59
98.11,97.33,98.16,96.37
98.55,98.52,98.71,98.52
98.29,98.38,98.47,98.20
98.13,97.77,98.29,97.77
97.80,97.38,98.07,97.34
96.41,98.52,98.52,96.41
97.80,98.54,98.92,97.80
98.51,99.51,99.72,98.49
99.94,98.66,100.36,98.66
98.50,97.47,98.50,96.76
98.70,98.77,98.94,98.11
100.03,97.43,100.23,97.43
97.11,96.86,97.11,95.49
96.57,99.42,99.82,96.25
98.88,100.00,100.59,98.70
98.96,100.21,100.35,98.13
100.15,101.54,101.54,100.10
102.47,103.55,103.56,102.47
104.04,103.94,104.46,103.64
104.34,103.99,104.65,103.80
105.37,104.55,105.37,103.90
104.40,105.57,105.57,104.40
105.96,106.49,106.49,105.90
106.44,106.70,106.90,105.50
107.18,106.42,107.18,106.07
106.16,105.78,106.60,105.20
105.37,104.49,105.92,103.42
105.71,104.91,106.03,104.47
106.61,107.11,107.36,106.61
106.53,105.63,106.91,105.06
107.00,107.05,107.30,106.56
107.96,106.26,108.09,105.94
107.35,108.80,109.23,107.20
108.46,110.38,110.38,108.00
110.58,112.33,112.52,110.45
112.51,112.19,113.09,111.31
114.42,115.66,116.09,114.42
115.99,113.96,116.39,113.38
114.00,114.70,115.94,114.00
113.06,113.60,113.60,112.05
113.78,113.60,113.78,111.61
112.60,114.55,115.49,112.60
115.49,118.27,118.35,115.49
118.94,120.88,121.34,118.70
119.45,120.65,121.20,119.45
120.19,116.41,121.24,116.31
118.26,120.12,120.12,117.08
118.65,118.65,119.43,116.77
118.92,115.77,118.92,115.00
116.87,120.50,120.50,116.54
122.80,121.67,122.90,119.95
122.48,123.43,124.44,118.00
123.36,118.71,124.28,118.53
119.33,120.27,120.49,118.53
119.44,120.22,120.30,118.71
121.12,121.00,121.98,120.84
120.73,118.80,120.73,118.00
117.15,116.40,118.90,116.22
118.80,119.43,119.49,117.83
121.30,120.34,122.00,120.05
120.43,119.64,120.86,119.38
118.90,119.41,119.91,118.77
119.40,119.97,120.57,119.40
119.97,120.57,121.34,119.34
119.42,122.81,123.08,119.42
123.35,125.40,125.85,123.34
126.38,128.49,128.61,126.38
128.73,129.06,130.35,127.50
128.60,125.82,128.60,125.82
126.98,127.06,127.70,125.70
127.75,125.44,127.84,125.44
125.66,128.28,128.67,125.66
130.19,128.37,133.17,126.53
126.11,127.93,128.54,124.90
127.57,127.91,127.91,125.76
131.01,130.09,132.29,129.00
129.49,126.51,129.49,124.59
126.58,128.49,129.29,126.50
128.30,122.89,128.30,122.89
123.80,123.59,123.80,121.52
124.35,121.83,125.10,120.68
120.93,118.29,123.06,117.91
118.51,121.79,121.79,118.34
123.80,124.41,124.78,122.96
62.92,62.37,63.45,62.00
61.90,62.36,62.91,59.35
63.11,60.91,63.43,60.87
60.24,62.67,62.67,59.66
62.88,62.36,62.99,61.98
63.38,62.81,63.52,62.81
62.75,63.36,63.53,62.48
63.46,61.29,63.59,61.29
60.34,58.18,60.51,57.90
