TCCO,Technical Communications Corporation - Common Stock,NASDAQ
7.50,7.60,7.60,7.50
7.60,7.60,7.60,7.60
7.56,7.80,7.82,7.56
7.69,7.90,7.90,7.65
7.72,7.89,7.99,7.72
7.81,7.94,7.94,7.75
7.81,7.95,7.95,7.75
7.98,7.90,8.00,7.90
7.88,7.88,7.88,7.88
7.22,7.60,7.84,7.22
7.49,7.40,7.49,7.27
7.80,7.91,7.98,7.76
7.90,8.02,8.15,7.90
8.02,8.02,8.02,8.02
8.14,8.09,8.14,8.02
7.97,8.10,8.24,7.97
8.02,8.14,8.14,7.99
8.02,7.85,8.02,7.60
7.84,7.79,7.85,7.65
7.89,7.89,7.89,7.89
7.88,7.93,8.24,7.88
7.81,7.17,7.94,7.13
7.30,7.45,7.55,7.25
7.45,7.45,7.45,7.45
7.56,7.73,7.96,7.56
7.83,7.74,7.83,7.46
7.80,7.62,7.90,7.46
7.48,7.58,7.68,7.48
7.85,7.85,7.85,7.85
8.00,7.76,8.00,7.60
7.75,7.75,7.76,7.75
7.85,7.85,7.90,7.85
7.85,7.85,7.85,7.85
7.87,7.63,7.87,7.62
7.60,7.85,7.85,7.60
7.84,7.85,7.85,7.62
7.85,7.85,7.85,7.85
7.71,7.70,7.85,7.58
7.61,7.70,7.70,7.61
7.69,7.67,7.69,7.56
7.69,7.38,7.85,7.35
7.50,7.65,7.82,7.50
7.51,7.60,7.60,7.50
7.62,7.50,7.62,7.31
7.50,7.42,7.65,7.42
7.43,7.38,7.54,7.36
7.38,7.31,7.45,7.30
7.50,7.70,7.70,7.31
7.63,7.51,7.68,7.50
7.50,7.51,7.54,7.50
7.60,7.70,7.87,7.60
7.70,7.70,7.75,7.70
7.69,7.76,7.93,7.65
7.77,7.92,7.95,7.75
7.92,7.87,7.95,7.87
7.87,7.87,7.87,7.87
7.81,7.65,7.81,7.50
7.80,7.51,7.80,7.51
7.69,7.69,7.69,7.63
7.71,7.75,7.75,7.70
7.75,7.54,7.75,7.54
7.59,7.55,7.59,7.55
7.73,7.74,7.74,7.70
7.74,7.52,7.74,7.52
7.51,7.65,7.65,7.51
7.60,7.51,7.60,7.50
7.50,7.33,7.50,7.30
7.50,7.33,7.50,7.32
7.33,7.33,7.33,7.33
7.32,7.19,7.40,7.17
7.19,7.32,7.49,7.19
7.75,9.01,9.66,7.55
9.22,9.65,9.80,8.92
9.68,9.92,10.04,9.68
9.95,9.91,10.15,9.86
9.92,9.81,9.99,9.51
9.80,9.76,9.90,9.41
9.58,9.51,9.80,9.48
9.54,9.81,9.95,9.49
9.89,10.31,10.31,9.65
10.20,10.15,10.35,9.99
10.25,10.20,10.25,9.70
9.95,10.06,10.28,9.80
10.11,9.96,10.11,9.85
10.30,10.25,10.30,10.16
10.18,10.15,10.32,10.12
10.14,10.22,10.30,10.14
10.20,10.30,10.30,10.14
10.10,10.45,10.45,10.10
10.45,10.93,11.04,10.45
11.00,10.92,11.00,10.75
10.93,10.87,10.94,10.47
10.87,10.87,10.87,10.87
10.87,10.87,10.87,10.87
10.59,10.81,11.02,10.57
10.95,10.96,11.03,10.95
11.02,11.15,11.90,10.97
11.35,11.54,11.60,11.12
11.51,11.29,11.87,11.20
11.24,11.30,11.84,11.20
11.89,11.71,11.90,11.31
11.77,12.30,12.50,11.60
12.31,12.65,12.95,12.31
12.80,12.36,12.80,11.90
12.17,11.59,12.17,11.17
11.57,11.80,12.11,11.25
12.09,11.95,12.12,11.65
11.91,12.30,12.42,11.91
12.33,11.75,12.42,11.50
12.20,11.77,12.25,11.77
12.01,12.18,12.25,11.95
12.18,11.75,12.20,11.75
11.89,11.50,11.89,11.22
11.45,12.00,12.00,11.45
11.57,11.55,11.63,11.53
11.63,11.52,11.68,11.52
11.50,11.58,11.58,11.28
11.60,11.03,11.60,11.03
11.10,10.09,11.10,10.01
10.10,9.24,10.39,9.22
9.24,10.05,10.19,9.24
9.72,9.80,10.19,9.68
9.80,9.84,10.19,9.65
9.62,10.00,10.00,9.62
9.93,10.18,10.18,9.93
10.02,10.11,10.15,10.00
9.54,10.07,10.15,9.54
10.00,9.63,10.04,9.63
9.68,10.06,10.35,9.68
10.04,10.27,10.27,10.04
10.27,10.27,10.27,10.27
10.34,10.20,10.34,10.05
10.20,10.20,10.20,10.20
10.23,10.32,10.40,10.01
10.07,10.14,10.38,10.07
8.86,7.70,8.99,7.50
7.65,7.60,7.97,7.50
7.74,7.75,7.75,7.73
7.70,7.62,7.70,7.62
7.65,7.53,7.65,7.51
7.62,7.76,7.78,7.62
7.72,7.61,7.74,7.51
7.53,7.51,7.69,7.51
7.49,7.50,7.65,7.49
7.49,7.30,7.49,7.30
7.41,7.31,7.41,7.31
7.32,7.45,7.45,7.32
7.45,7.54,7.54,7.45
7.59,7.95,7.95,7.59
7.98,8.37,8.87,7.97
8.24,7.78,8.46,7.78
7.90,7.70,7.90,7.55
7.70,7.70,8.36,7.70
7.73,8.20,8.83,7.73
8.70,8.01,8.70,8.01
8.11,8.11,8.11,8.11
8.28,8.50,8.50,8.28
8.46,8.70,8.80,8.46
8.57,8.40,8.62,8.34
8.47,8.08,8.47,7.76
8.12,8.12,8.12,8.12
8.12,8.12,8.12,8.12
8.13,8.44,8.44,8.13
8.46,8.27,8.46,8.27
8.28,8.28,8.66,8.20
8.32,8.29,8.32,8.27
8.26,8.26,8.26,8.26
8.20,8.14,8.20,8.08
8.12,8.01,8.32,7.89
8.10,7.90,8.11,7.81
7.94,7.91,7.98,7.91
7.94,8.38,8.81,7.94
7.90,8.35,8.35,7.89
8.00,8.15,8.27,7.84
7.85,7.80,7.86,7.73
7.89,7.86,8.08,7.86
8.23,8.01,8.23,8.00
7.99,7.73,8.00,7.70
7.63,7.62,7.64,7.62
7.88,7.88,7.88,7.88
7.88,7.88,7.88,7.88
7.80,7.88,7.88,7.80
7.58,7.83,7.84,7.54
7.83,7.83,7.83,7.83
7.77,7.58,7.77,7.52
7.52,7.50,7.69,7.50
7.59,7.55,7.59,7.55
7.55,7.66,7.90,7.55
7.90,7.85,7.90,7.54
7.77,7.90,7.90,7.71
7.77,7.68,7.89,7.25
7.89,7.40,7.89,7.40
7.48,7.89,7.89,7.48
7.82,7.86,7.86,7.80
7.45,7.51,7.89,7.45
7.68,7.68,7.68,7.68
7.66,7.85,7.85,7.50
7.97,7.60,7.97,7.53
7.00,6.52,7.18,6.52
6.38,6.32,6.65,6.32
6.44,6.37,6.45,6.25
6.32,6.45,6.65,6.27
6.64,6.46,6.64,6.40
6.53,6.42,6.53,6.42
6.50,6.56,6.66,6.25
6.56,6.50,6.61,6.50
6.50,6.70,6.70,6.50
6.58,6.62,6.69,6.51
6.62,6.50,6.62,6.50
6.62,6.50,6.62,6.50
6.50,6.41,6.50,6.39
6.40,6.40,6.40,6.25
6.32,6.48,6.51,6.10
6.32,6.45,6.47,6.24
6.45,6.46,6.47,6.20
6.21,6.40,6.44,6.21
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.30,6.47,6.50,6.13
6.35,6.30,6.35,6.30
6.35,6.30,6.35,6.30
6.48,6.50,6.50,6.48
6.50,6.35,6.50,6.35
6.35,6.35,6.35,6.35
6.30,6.30,6.31,6.30
6.35,6.30,6.35,6.30
6.30,6.33,6.33,6.30
6.48,6.32,6.48,6.32
6.26,6.00,6.26,6.00
5.97,5.97,6.25,5.94
5.90,5.84,5.95,5.65
5.80,5.85,5.95,5.75
5.79,5.78,5.79,5.76
6.60,5.76,6.60,5.76
5.81,5.75,5.81,5.65
5.75,5.75,5.75,5.75
5.70,5.80,5.80,5.65
5.78,5.65,5.78,5.65
5.70,5.70,5.80,5.65
5.75,5.71,5.75,5.71
5.68,5.98,5.98,5.65
5.92,5.72,5.92,5.72
5.75,5.80,5.99,5.38
5.50,6.00,6.00,5.49
5.89,5.85,5.89,5.70
5.95,5.95,5.95,5.76
5.85,5.85,5.85,5.50
5.85,5.85,5.85,5.85
5.80,5.60,5.80,5.51
5.63,5.78,5.78,5.63
5.50,5.60,5.65,5.46
5.57,5.60,5.60,5.57
5.60,5.74,5.74,5.60
5.69,5.58,5.69,5.57
5.48,5.50,5.50,5.45
5.40,5.54,5.54,5.38
5.38,5.47,5.49,5.38
5.47,5.47,5.47,5.47
5.58,5.59,5.59,5.52
5.74,5.62,5.74,5.60
5.65,5.53,5.65,5.34
5.41,5.49,5.53,5.41
5.48,5.48,5.50,5.48
5.54,5.56,5.58,5.45
5.56,5.56,5.56,5.56
5.58,5.56,5.58,5.56
5.67,5.70,5.74,5.65
5.66,5.65,5.67,5.65
5.65,5.65,5.65,5.65
5.65,5.35,5.65,5.32
5.80,5.79,5.80,5.71
5.79,5.79,5.79,5.79
5.79,5.79,5.79,5.79
5.79,5.73,5.79,5.43
5.65,5.43,5.75,5.37
5.47,5.45,5.47,5.45
5.37,5.57,5.63,5.30
5.42,5.83,5.83,5.32
5.70,5.64,5.70,5.64
5.59,5.40,5.59,5.31
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.55,5.60,5.67,5.55
5.50,4.83,5.50,4.83
4.92,4.85,4.92,4.75
4.88,4.81,4.88,4.71
4.80,4.70,4.80,4.70
4.51,4.55,4.57,4.51
4.68,4.55,4.88,4.50
4.48,4.33,4.48,4.22
4.32,4.32,4.40,4.32
4.66,4.65,4.99,4.34
4.64,4.55,4.69,4.44
4.59,4.67,4.69,4.55
4.69,4.59,4.69,4.59
4.55,4.50,4.60,4.50
4.47,4.47,4.67,4.47
4.64,4.50,4.64,4.44
4.50,4.67,4.67,4.50
4.67,4.88,5.10,4.67
5.03,5.20,5.31,5.03
5.11,5.02,5.17,4.97
5.02,5.02,5.02,5.02
5.02,5.12,5.45,4.99
5.12,5.12,5.12,5.12
5.11,5.25,5.45,5.07
5.25,5.25,5.25,5.25
5.45,5.45,5.45,5.45
5.37,5.37,5.37,5.37
5.22,5.20,5.22,5.18
5.20,5.20,5.20,5.20
5.04,5.04,5.04,5.04
5.04,5.14,5.30,5.04
5.09,5.28,5.36,5.09
5.27,5.27,5.27,5.27
5.30,5.05,5.30,5.05
5.09,5.09,5.14,5.09
5.09,5.09,5.09,5.01
5.09,5.09,5.09,5.09
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
5.03,5.00,5.03,5.00
4.95,5.00,5.10,4.78
4.91,4.90,5.03,4.90
4.95,4.91,4.95,4.91
4.89,4.67,4.89,4.65
4.64,4.66,4.66,4.64
4.66,4.52,4.66,4.34
4.34,4.35,4.35,4.09
4.44,4.12,4.44,4.11
4.14,4.12,4.49,3.92
4.16,4.16,4.49,4.12
4.12,4.08,4.39,4.03
4.01,4.02,4.39,4.01
4.12,4.37,4.37,3.91
4.07,4.30,4.49,4.00
4.24,4.19,4.31,3.97
4.17,4.18,4.18,4.17
4.13,4.08,4.13,4.08
4.18,4.19,4.19,4.08
4.11,4.15,4.15,4.11
4.29,4.10,4.29,3.96
4.05,4.70,4.70,4.05
4.64,4.47,4.64,4.28
4.50,4.55,4.60,4.42
4.53,4.40,4.53,4.40
4.40,4.64,4.64,4.40
4.64,4.64,4.64,4.64
4.63,4.44,4.63,4.33
4.44,4.31,4.72,4.28
4.33,4.56,4.57,4.30
4.50,4.54,4.55,4.50
4.45,4.36,4.55,4.36
4.18,4.18,4.18,4.18
4.15,4.45,4.45,4.10
4.45,4.45,4.45,4.45
4.41,4.05,4.41,4.03
4.21,4.22,4.22,4.10
4.29,4.45,4.45,4.29
4.55,5.29,5.36,4.55
5.29,5.33,5.35,5.21
5.35,5.56,5.77,5.34
5.50,5.70,5.75,5.30
5.73,5.80,5.81,5.73
5.80,5.60,5.80,5.60
5.60,5.77,5.77,5.60
5.79,5.59,5.86,5.50
5.75,5.75,5.75,5.75
5.64,5.31,5.64,5.31
5.53,5.76,5.95,5.36
5.91,6.00,6.09,5.91
6.22,6.40,7.13,6.22
6.13,6.27,6.29,6.12
6.07,6.05,6.40,6.00
6.30,6.30,6.30,6.27
6.30,6.30,6.30,6.30
6.50,6.74,6.74,6.15
6.74,6.74,6.74,6.74
6.80,6.39,6.80,6.24
6.95,6.69,6.95,6.49
6.28,6.60,6.60,6.28
6.60,6.70,6.80,6.57
6.99,6.85,6.99,6.77
7.09,7.20,7.58,7.09
7.10,7.12,7.32,7.05
7.10,6.90,7.10,6.89
6.90,6.93,6.93,6.75
6.90,7.28,7.31,6.80
7.25,7.28,7.28,6.83
7.28,7.28,7.28,7.28
7.23,7.35,7.42,7.20
7.33,7.20,7.35,7.20
7.20,7.35,7.35,7.18
7.35,7.38,7.40,7.20
6.85,6.86,7.17,6.80
7.20,7.08,7.20,7.00
6.92,7.16,7.21,6.75
7.03,7.20,7.23,6.95
7.31,7.19,7.32,6.80
7.37,7.30,7.37,6.81
7.33,7.42,7.42,7.30
7.30,7.39,7.42,7.30
7.39,7.40,7.41,7.38
7.38,7.54,7.65,7.38
7.53,7.58,7.58,7.48
7.58,7.67,7.67,7.20
7.59,7.34,7.75,7.34
7.47,7.67,7.75,7.47
7.74,7.95,8.00,7.72
7.68,7.90,7.90,7.68
7.82,7.79,7.85,7.54
7.79,7.79,7.79,7.79
7.77,7.84,7.84,7.77
7.85,7.85,7.90,7.78
7.70,7.85,7.85,7.70
