SWK,Stanley Black & Decker,NASDAQ
59.89,58.17,60.25,57.89
57.71,59.85,60.14,56.75
60.76,62.00,62.17,60.60
61.37,62.06,62.54,60.86
62.00,61.98,63.18,61.50
61.78,60.36,62.59,60.30
58.93,58.12,59.44,57.99
56.18,57.58,57.71,56.02
58.48,59.06,59.25,58.33
58.42,57.20,58.79,56.61
56.67,54.91,57.31,54.71
54.78,54.02,54.93,52.73
54.02,54.94,55.25,53.96
55.21,56.88,57.67,53.94
57.49,57.02,57.63,56.35
57.40,56.73,57.66,56.46
55.60,55.32,55.91,54.59
55.68,53.95,55.74,53.92
53.99,50.91,54.26,50.85
49.12,47.83,49.81,47.70
47.78,50.53,50.63,47.27
51.16,51.80,51.92,49.90
52.94,53.21,54.87,52.61
53.21,51.45,53.46,51.34
52.44,51.64,52.81,50.50
50.59,49.10,50.60,48.82
48.61,48.25,50.29,48.23
47.61,52.24,52.26,47.07
52.27,53.72,54.09,52.05
53.59,55.23,55.28,52.86
55.49,53.53,55.60,53.21
54.89,56.04,56.07,54.83
55.68,55.96,56.40,55.36
56.62,57.95,58.48,56.23
57.61,56.99,57.87,55.91
58.06,58.06,58.32,56.83
57.83,56.19,58.35,55.88
57.28,60.99,61.98,56.29
60.75,59.80,61.43,59.46
59.72,60.41,60.70,58.85
61.41,62.26,63.38,61.17
62.24,62.84,63.35,62.07
62.18,60.98,62.52,60.76
61.82,63.05,63.56,60.98
64.76,65.75,66.83,64.51
65.37,66.69,66.83,65.23
65.60,63.85,65.65,63.83
61.90,61.94,63.16,61.10
63.80,64.09,64.34,62.82
64.73,66.31,66.48,64.31
65.82,66.77,67.20,65.37
66.55,66.59,66.72,64.99
66.98,67.66,67.79,65.69
65.73,64.45,66.04,64.21
65.47,65.44,65.76,64.70
66.21,68.09,68.32,66.21
67.46,67.39,68.04,66.96
67.14,67.84,68.25,66.26
67.22,65.36,68.02,65.27
65.39,64.52,66.25,63.88
65.09,63.66,65.18,63.26
62.43,62.13,62.80,60.91
62.08,62.88,63.37,61.57
62.10,60.25,62.16,60.22
60.00,60.23,61.09,60.00
62.25,63.03,63.13,61.83
63.47,63.04,64.30,62.59
65.13,65.43,65.53,64.29
65.11,65.25,66.28,64.85
66.02,65.03,66.33,64.80
66.25,66.70,67.52,65.62
66.82,66.77,67.30,66.00
66.08,66.08,66.79,65.56
65.62,63.98,65.79,63.78
64.19,64.81,65.08,63.23
64.25,64.84,64.97,63.62
65.69,64.97,65.83,64.57
64.65,63.00,64.86,62.96
63.66,62.99,64.07,62.56
63.45,63.10,64.38,62.79
63.54,62.51,64.00,62.25
63.91,66.36,66.36,63.68
66.09,67.54,67.61,65.05
67.85,67.94,68.25,67.68
68.06,68.50,68.58,67.68
68.34,68.02,69.00,68.01
68.13,66.34,68.16,66.26
66.52,68.33,68.43,66.52
68.29,67.60,68.34,67.44
69.03,70.24,70.98,68.93
70.24,70.51,70.90,69.65
69.98,70.78,70.96,68.69
70.97,70.45,71.18,69.85
70.46,70.76,71.03,70.30
71.68,71.85,72.82,71.26
71.38,71.74,72.12,71.38
72.08,72.61,72.73,71.50
72.49,71.60,72.75,71.00
72.66,71.21,72.69,71.15
71.11,72.88,73.29,70.39
73.05,71.18,73.05,70.96
70.65,71.11,71.23,70.31
70.98,70.80,71.82,70.52
70.30,69.89,70.51,69.61
69.76,72.34,72.40,69.63
72.04,72.55,72.58,70.83
72.19,71.84,72.52,71.09
71.17,70.72,71.77,70.41
71.08,70.18,71.32,70.00
71.37,71.50,72.22,70.61
71.63,71.43,71.65,71.08
72.35,73.80,73.96,72.04
73.32,74.10,74.66,73.00
73.69,74.36,74.93,73.62
74.53,74.40,75.38,74.38
74.35,75.40,75.51,73.55
74.21,75.08,75.18,73.99
75.50,75.39,75.72,74.28
75.08,75.70,75.75,74.64
75.90,74.64,76.00,74.13
74.93,74.76,75.15,74.17
75.16,75.36,75.95,75.05
75.50,75.39,76.27,75.04
75.35,74.24,75.40,74.11
74.30,75.35,75.41,74.00
75.36,74.85,75.48,74.50
74.12,75.22,75.59,73.57
75.57,76.13,76.63,75.22
76.23,76.80,77.40,76.04
76.99,76.79,77.47,76.36
76.77,76.08,76.89,75.77
75.70,75.59,75.82,74.91
74.67,73.68,74.90,73.52
73.42,75.66,75.84,73.42
76.31,76.27,76.71,75.95
76.40,77.63,77.70,76.05
77.90,77.65,77.90,76.87
78.04,80.74,80.90,77.98
80.78,80.72,81.64,80.55
80.72,81.34,81.59,80.50
81.90,80.21,81.90,79.97
80.12,80.17,80.36,79.44
79.44,79.21,79.61,78.48
79.59,79.13,80.03,78.80
78.29,77.85,78.50,76.86
77.72,78.20,78.50,76.42
79.00,79.18,79.47,78.36
79.52,78.89,79.88,78.84
78.85,78.13,79.06,77.11
77.58,77.86,77.97,76.71
78.50,76.96,78.67,76.84
76.56,78.10,78.72,76.22
77.72,78.11,78.13,77.40
77.14,77.26,77.43,76.62
77.03,77.67,77.91,76.83
76.07,76.46,77.22,76.04
76.11,74.87,76.50,74.67
75.90,76.03,76.55,75.12
76.12,77.65,77.88,75.94
77.38,76.66,77.48,76.41
77.29,77.36,77.74,76.37
78.10,79.02,79.24,77.68
78.42,78.49,79.01,78.23
73.96,72.91,76.24,71.42
73.20,73.41,73.73,73.06
72.79,72.48,73.04,72.10
72.80,72.65,73.26,72.46
73.64,72.96,73.85,72.60
72.88,74.04,74.40,72.78
74.41,74.44,74.77,73.51
74.03,73.16,74.26,72.96
73.02,73.69,74.50,72.55
73.36,74.11,74.54,72.90
74.00,73.29,74.16,72.74
72.91,72.22,73.22,71.71
71.77,72.58,72.79,71.60
71.89,72.05,72.31,70.76
70.92,71.24,72.31,70.30
71.95,70.90,72.26,70.81
70.35,70.77,71.97,70.29
69.84,69.53,70.54,69.14
69.52,67.92,69.52,67.76
68.22,68.13,69.39,67.97
68.11,65.37,68.13,65.23
65.73,66.00,66.62,65.45
66.33,67.66,67.80,65.86
67.91,68.51,69.13,67.48
67.79,70.38,70.70,67.57
70.56,68.85,70.69,67.52
68.84,68.53,69.35,68.40
69.38,68.90,69.51,68.17
67.69,66.76,67.79,66.24
66.58,66.25,66.94,65.45
64.63,63.68,64.84,63.61
63.45,62.07,63.91,61.14
61.68,62.92,63.10,61.54
63.37,64.68,65.08,63.37
65.29,63.71,65.69,63.51
63.71,64.67,64.98,62.86
65.44,63.64,65.55,63.54
63.54,63.53,63.90,62.92
62.91,62.47,63.64,60.81
62.82,62.02,63.17,61.61
62.18,63.31,63.36,61.88
62.90,63.05,63.23,62.42
63.10,63.78,64.39,63.10
63.76,62.90,63.89,62.44
63.11,61.48,63.38,61.43
61.90,61.65,61.94,61.24
60.56,60.61,60.85,59.73
60.83,60.95,61.25,60.00
59.68,61.63,61.90,59.53
61.27,62.02,62.12,60.85
63.63,64.36,64.68,63.24
64.64,63.01,64.64,62.51
62.91,63.40,63.76,62.82
63.20,63.43,63.73,62.81
62.51,62.55,62.74,62.10
62.06,61.57,62.68,61.27
61.25,60.19,62.23,59.82
60.18,59.52,60.59,59.21
58.79,59.54,59.78,58.59
59.57,60.19,60.37,59.49
59.99,59.25,60.06,58.64
59.45,59.72,60.24,58.98
59.28,63.26,63.92,59.28
63.68,66.09,66.22,63.27
65.41,66.45,66.55,65.01
64.98,64.99,65.56,64.19
65.51,64.43,65.63,63.78
64.79,64.20,65.11,63.29
65.56,66.03,66.63,65.30
66.50,68.65,69.01,66.08
68.41,68.50,69.09,67.91
68.83,66.89,68.83,66.79
67.32,66.67,67.74,66.59
66.35,65.56,66.40,64.34
66.93,68.01,68.09,66.58
68.45,67.26,68.73,67.24
67.78,68.74,69.18,67.72
68.62,68.45,68.63,67.84
68.40,67.77,68.53,67.71
67.51,68.39,68.44,67.34
68.14,67.92,68.70,67.50
68.18,66.77,68.26,66.59
66.56,67.01,67.02,66.34
66.99,67.78,67.84,66.15
68.11,68.38,68.73,67.57
67.37,66.70,67.56,66.52
66.90,67.56,67.67,66.64
67.36,67.80,67.98,67.09
67.78,66.74,67.90,66.48
66.71,67.46,67.64,66.24
67.70,67.21,67.96,67.12
67.12,66.23,67.37,66.14
66.18,66.47,66.59,65.65
66.00,65.67,66.44,65.52
66.22,65.78,66.42,65.23
65.72,65.94,66.15,65.01
65.58,66.06,66.41,65.39
68.35,71.38,71.64,68.29
70.81,71.88,72.37,70.81
71.75,71.75,72.35,71.72
71.90,72.18,72.50,71.57
72.57,72.89,74.90,72.57
72.45,73.53,73.88,71.54
73.65,76.70,76.99,73.56
76.30,75.46,76.30,74.96
75.51,75.68,75.80,74.92
75.77,76.49,76.71,75.12
75.88,76.33,76.58,74.76
76.77,78.25,78.47,76.62
78.08,77.74,78.08,76.45
77.78,75.86,77.78,75.75
76.00,74.88,76.24,74.62
75.23,76.05,76.53,74.26
75.51,76.25,76.42,74.88
76.50,76.08,77.45,75.79
75.93,76.49,76.62,75.11
76.54,74.69,76.54,74.54
75.00,74.72,75.40,74.55
75.33,75.03,75.50,74.64
74.49,74.23,74.73,73.74
74.47,72.24,75.57,72.18
72.53,71.90,72.78,71.28
72.70,71.73,72.95,71.64
71.75,70.06,71.94,69.63
70.38,71.36,71.43,69.43
71.69,72.32,72.76,70.86
68.07,69.12,70.83,67.57
68.58,70.19,70.67,68.21
69.87,70.27,70.67,69.21
69.98,69.25,70.50,68.72
68.31,69.89,70.05,68.06
70.25,69.06,70.69,68.83
69.97,68.35,70.18,67.90
68.06,67.54,68.52,67.03
68.10,69.30,69.41,68.10
69.56,70.13,70.42,69.21
70.54,69.87,70.62,69.81
69.67,70.44,70.58,69.38
70.51,71.60,71.82,70.36
70.90,69.37,70.91,68.80
69.55,68.72,70.47,68.62
68.29,68.73,69.54,67.72
68.94,68.67,69.33,68.19
68.14,69.36,69.89,68.14
69.54,67.21,69.65,67.06
67.22,66.77,67.73,66.18
66.81,67.41,67.82,66.79
68.43,69.86,69.86,68.15
69.91,70.06,70.31,69.45
70.03,70.03,70.42,69.89
70.15,71.39,71.40,70.15
71.07,71.42,71.47,70.67
71.45,70.36,71.55,70.23
70.17,72.47,72.80,70.12
72.92,73.30,73.87,72.82
72.19,71.91,72.70,71.75
72.25,70.78,72.66,70.76
70.77,70.01,70.90,69.70
69.95,70.68,70.90,68.87
70.63,71.05,71.09,70.13
71.32,71.19,71.61,70.82
71.16,71.84,72.01,70.92
72.34,72.31,72.65,71.75
72.65,72.99,73.87,72.35
73.01,71.99,73.07,71.78
72.00,71.31,72.22,71.20
71.65,72.15,72.32,71.39
72.43,74.51,75.09,72.35
74.46,73.95,74.62,73.91
73.90,74.40,74.42,73.46
73.54,73.44,74.06,72.95
74.99,73.43,74.99,73.10
73.58,72.76,73.64,72.50
72.89,72.67,73.05,72.01
72.10,72.06,72.96,72.01
72.01,73.97,74.03,71.78
75.23,75.44,75.96,74.47
75.46,74.05,75.46,73.88
74.30,74.76,75.30,73.98
74.17,75.09,75.41,74.17
74.57,75.42,75.42,74.53
75.71,75.11,75.71,74.51
75.39,75.83,75.83,74.96
75.75,75.21,75.80,74.86
75.22,75.29,75.55,74.98
76.38,76.14,76.89,75.41
75.75,76.05,76.21,75.56
76.38,77.28,77.75,76.32
77.50,76.95,77.69,76.53
76.87,77.89,77.96,76.51
77.70,77.96,78.39,76.72
77.93,77.22,78.08,75.60
77.30,76.87,77.40,75.95
76.82,76.58,76.87,76.03
75.93,76.86,77.11,75.83
76.91,77.05,77.99,76.85
76.81,76.83,77.59,76.67
77.48,77.37,77.84,77.04
76.56,76.24,76.87,76.09
76.65,77.47,77.76,76.61
77.12,77.31,77.66,77.08
77.50,76.30,77.50,76.18
76.36,76.24,76.74,76.13
76.13,75.93,76.24,75.80
76.13,77.49,77.87,75.96
77.56,77.48,77.64,77.05
77.17,77.81,78.23,76.94
77.91,78.46,79.06,77.65
78.64,79.17,79.50,78.64
79.05,77.63,79.12,77.55
76.92,76.08,77.46,75.73
76.46,77.44,77.67,76.34
77.93,75.14,77.93,75.14
75.81,76.26,76.49,75.08
76.18,77.92,78.34,76.18
78.03,78.70,79.04,77.80
78.19,77.59,78.23,77.20
77.51,77.39,77.51,76.12
77.85,78.34,78.75,77.60
78.50,78.52,79.33,78.15
78.19,78.12,78.83,77.96
78.71,78.96,79.52,78.08
78.83,79.70,79.95,78.65
79.75,79.78,79.90,79.33
79.88,80.17,80.63,79.47
80.38,81.09,81.22,80.36
80.62,81.17,81.20,80.05
80.23,80.55,81.23,79.66
80.90,81.29,81.42,80.55
81.76,81.61,81.98,81.22
81.10,81.18,81.82,80.93
81.36,81.57,81.75,80.85
81.87,81.48,82.43,80.88
81.83,81.19,82.11,81.16
80.70,79.74,80.70,79.71
79.76,80.97,81.05,79.30
80.77,79.83,81.16,79.74
80.32,79.58,80.82,79.33
79.44,79.10,79.86,78.66
79.10,78.39,79.51,78.07
77.38,77.56,77.78,76.23
77.61,77.90,77.94,76.74
78.08,77.80,78.64,77.37
78.00,79.18,79.27,77.96
79.17,79.75,80.14,78.96
79.44,79.24,79.87,78.78
78.71,76.26,78.78,76.26
77.20,77.09,77.27,76.32
76.50,76.42,76.63,75.61
76.42,75.91,76.98,75.64
76.12,76.40,76.54,75.89
76.50,76.61,76.84,75.84
77.03,77.00,77.57,76.20
77.22,78.08,78.65,77.20
76.71,75.93,77.12,75.01
75.90,74.40,75.97,74.04
74.54,74.48,74.76,74.09
74.23,74.81,74.83,73.88
74.61,74.36,75.47,74.23
74.72,75.19,75.26,74.54
76.12,76.65,77.61,76.12
76.65,77.01,77.16,76.17
77.20,78.68,79.09,77.17
78.68,79.79,79.90,78.50
79.87,79.25,80.18,79.07
79.49,79.73,79.81,79.02
79.66,79.52,79.88,79.16
79.62,80.99,81.00,79.62
80.39,80.95,81.14,80.10
80.59,80.47,81.30,80.34
80.62,80.94,81.82,80.62
80.87,81.33,82.05,80.77
81.40,81.84,82.30,81.10
82.07,81.23,83.26,81.00
80.42,79.66,80.57,78.88
79.19,78.74,79.29,78.42
79.44,79.87,80.07,79.16
79.41,80.85,81.30,78.92
80.30,80.24,81.02,79.74
80.02,79.22,80.50,79.15
79.15,79.35,79.41,78.06
79.35,78.64,79.80,78.21
78.51,77.26,78.57,77.01
77.45,78.43,78.60,77.03
78.87,79.69,79.87,78.85
79.84,79.81,80.01,79.09
78.89,79.54,80.38,78.43
80.32,78.68,80.36,78.52
78.59,79.45,79.68,78.03
79.35,79.42,80.04,79.09
80.06,80.04,80.57,79.56
80.21,80.98,81.38,79.80
80.99,79.38,81.04,79.38
78.76,77.16,78.76,76.94
