NURO,NeuroMetrix,NASDAQ
1.32,1.32,1.38,1.16
1.30,1.27,1.32,1.22
1.29,1.24,1.30,1.20
1.18,1.13,1.25,1.08
1.04,1.12,1.24,1.04
1.13,1.16,1.25,1.07
1.13,1.20,1.25,1.10
1.25,1.22,1.33,1.22
1.23,1.15,1.27,1.14
1.21,1.29,1.29,1.15
1.21,1.25,1.35,1.18
1.18,1.17,1.18,1.11
1.20,1.13,1.20,1.11
1.15,1.30,1.34,1.11
1.34,1.30,1.35,1.30
1.33,1.26,1.33,1.22
1.24,1.11,1.26,1.11
1.15,1.16,1.17,1.12
1.21,1.25,1.26,1.21
1.29,1.16,1.29,1.14
1.21,1.07,1.30,1.07
1.19,1.08,1.24,1.07
1.14,1.09,1.15,1.08
1.18,1.22,1.22,1.05
1.25,1.01,1.25,1.01
1.04,1.10,1.29,1.04
1.10,1.18,1.24,1.10
1.16,1.19,1.23,1.10
1.13,1.11,1.19,1.10
1.11,1.14,1.22,1.10
1.11,1.10,1.18,1.10
1.11,1.14,1.17,1.11
1.14,1.11,1.16,1.05
1.07,1.03,1.14,1.03
1.06,1.10,1.17,1.06
1.07,1.05,1.10,1.01
1.09,1.08,1.09,1.08
1.07,1.08,1.09,1.05
1.06,1.09,1.10,1.03
1.06,1.06,1.08,1.00
1.08,1.04,1.10,1.01
1.06,1.09,1.09,1.06
1.08,1.01,1.08,1.00
1.02,1.03,1.03,1.00
1.00,1.04,1.06,0.97
1.06,1.11,1.11,1.06
1.10,1.16,1.17,1.10
1.16,1.23,1.33,1.10
1.23,1.26,1.31,1.23
1.26,1.22,1.26,1.16
1.22,1.12,1.22,1.12
1.14,1.12,1.16,1.11
1.12,1.17,1.20,1.12
1.22,1.17,1.25,1.15
1.23,1.17,1.25,1.17
1.13,0.99,1.20,0.97
1.06,1.01,1.07,1.00
1.04,1.03,1.06,1.03
0.97,1.01,1.06,0.97
1.01,1.02,1.03,0.97
0.97,0.84,0.97,0.81
0.85,0.95,0.96,0.83
0.96,0.88,0.96,0.88
0.87,0.88,0.90,0.86
0.86,0.90,0.92,0.85
0.89,0.89,0.91,0.89
0.90,0.80,1.00,0.80
0.80,0.73,0.82,0.73
0.73,0.73,0.78,0.73
0.70,0.70,0.80,0.70
0.73,0.71,0.75,0.70
0.75,0.73,0.75,0.72
0.73,0.73,0.77,0.73
0.73,0.73,0.79,0.72
0.73,0.75,0.78,0.71
0.73,0.73,0.78,0.62
0.65,0.67,0.72,0.65
0.70,0.70,0.74,0.68
0.68,0.70,0.71,0.67
0.67,0.70,0.70,0.67
0.68,0.68,0.72,0.68
0.67,0.70,0.70,0.67
0.67,0.66,0.70,0.65
0.66,0.70,0.70,0.66
0.66,0.61,0.67,0.61
0.62,0.53,0.62,0.53
0.57,0.56,0.59,0.52
0.59,0.55,0.59,0.52
0.55,0.60,0.69,0.54
0.60,0.57,0.60,0.55
0.58,0.59,0.64,0.58
0.60,0.58,0.61,0.56
0.58,0.60,0.60,0.56
0.63,0.60,0.63,0.58
0.63,0.60,0.64,0.58
0.59,0.60,0.64,0.58
0.63,0.61,0.65,0.59
0.61,0.62,0.64,0.61
0.60,0.60,0.62,0.60
0.61,0.62,0.62,0.60
0.63,0.60,0.63,0.60
0.60,0.58,0.64,0.58
0.59,0.58,0.60,0.58
0.60,0.58,0.60,0.55
0.56,0.55,0.58,0.54
0.54,0.54,0.58,0.54
0.55,0.55,0.59,0.55
0.55,0.53,0.57,0.53
0.54,0.55,0.57,0.54
0.55,0.54,0.58,0.54
0.54,0.54,0.56,0.54
0.55,0.54,0.57,0.54
0.54,0.54,0.56,0.53
0.54,0.56,0.62,0.54
0.56,0.53,0.58,0.53
0.53,0.54,0.55,0.53
0.54,0.53,0.54,0.52
0.53,0.53,0.55,0.53
0.53,0.54,0.57,0.53
0.57,0.51,0.57,0.51
0.53,0.52,0.54,0.51
0.52,0.52,0.53,0.50
0.53,0.53,0.56,0.53
0.55,0.53,0.55,0.51
0.52,0.51,0.53,0.47
0.51,0.51,0.52,0.49
0.48,0.50,0.52,0.48
0.50,0.53,0.54,0.49
0.55,0.58,0.62,0.55
0.56,0.54,0.59,0.54
0.53,0.57,0.65,0.53
0.57,0.60,0.61,0.57
0.60,0.60,0.64,0.56
0.59,0.57,0.60,0.57
0.55,0.57,0.58,0.55
0.58,0.56,0.58,0.54
0.55,0.54,0.56,0.52
0.53,0.52,0.54,0.50
0.51,0.52,0.54,0.51
0.53,0.53,0.53,0.50
0.52,0.54,0.54,0.52
0.52,0.53,0.55,0.52
0.54,0.54,0.55,0.51
0.56,0.54,0.56,0.53
0.54,0.54,0.54,0.53
0.53,0.52,0.55,0.49
0.53,0.51,0.53,0.50
0.50,0.56,0.58,0.50
0.53,0.52,0.54,0.52
0.53,0.55,0.55,0.50
0.53,0.54,0.57,0.53
0.56,0.56,0.58,0.56
0.56,0.62,0.64,0.56
0.62,0.60,0.62,0.58
0.60,0.71,0.75,0.60
0.75,0.68,0.75,0.68
0.69,0.69,0.70,0.68
0.69,0.65,0.70,0.65
0.67,0.68,0.68,0.65
0.70,0.68,0.70,0.66
0.68,0.60,0.69,0.60
0.61,0.59,0.63,0.59
0.62,0.54,0.62,0.46
0.55,0.53,0.56,0.51
0.55,0.53,0.55,0.51
0.53,0.53,0.54,0.53
0.54,0.58,0.58,0.52
0.57,0.56,0.58,0.54
0.59,0.57,0.59,0.55
0.56,0.58,0.58,0.56
0.56,0.54,0.58,0.54
0.54,0.57,0.65,0.53
0.57,0.61,0.61,0.57
0.61,0.58,0.61,0.56
0.58,0.63,0.64,0.58
0.61,0.58,0.62,0.58
0.59,0.59,0.62,0.55
0.59,0.56,0.59,0.56
0.57,0.57,0.60,0.55
0.60,0.55,0.60,0.55
0.55,0.55,0.58,0.55
0.55,0.53,0.57,0.52
0.54,0.56,0.57,0.54
0.55,0.54,0.57,0.54
0.54,0.54,0.55,0.53
0.52,0.55,0.55,0.51
0.55,0.54,0.55,0.53
0.52,0.53,0.54,0.51
0.54,0.52,0.54,0.52
0.54,0.52,0.54,0.51
0.52,0.55,0.56,0.52
0.55,0.53,0.55,0.53
0.53,0.55,0.55,0.53
0.54,0.53,0.55,0.53
0.53,0.54,0.55,0.52
0.55,0.52,0.55,0.48
0.51,0.51,0.53,0.50
0.50,0.51,0.53,0.50
0.53,0.52,0.53,0.51
0.52,0.51,0.54,0.50
0.51,0.51,0.53,0.50
0.51,0.53,0.54,0.49
0.52,0.51,0.52,0.50
0.52,0.53,0.54,0.50
0.50,0.52,0.54,0.50
0.52,0.52,0.54,0.52
0.51,0.50,0.51,0.49
0.49,0.51,0.51,0.49
0.51,0.49,0.51,0.49
0.48,0.48,0.50,0.48
0.49,0.49,0.50,0.48
0.49,0.49,0.51,0.49
0.51,0.51,0.51,0.43
0.49,0.49,0.49,0.46
0.48,0.46,0.49,0.46
0.49,0.48,0.49,0.48
0.48,0.49,0.49,0.46
0.48,0.50,0.50,0.46
0.50,0.48,0.50,0.47
0.48,0.54,0.54,0.48
0.54,0.54,0.57,0.50
0.53,0.52,0.53,0.50
0.51,0.50,0.53,0.50
0.52,0.51,0.52,0.51
0.48,0.52,0.53,0.48
0.51,0.51,0.52,0.50
0.49,0.51,0.52,0.49
0.52,0.51,0.52,0.50
0.51,0.51,0.52,0.51
0.51,0.52,0.52,0.50
0.52,0.56,0.57,0.52
0.57,0.56,0.63,0.54
0.56,0.53,0.58,0.52
0.52,0.53,0.58,0.52
0.53,0.54,0.54,0.53
0.53,0.54,0.55,0.52
0.53,0.54,0.55,0.53
0.56,0.55,0.56,0.53
0.53,0.53,0.55,0.53
0.53,0.51,0.55,0.50
0.55,0.51,0.55,0.50
0.54,0.51,0.54,0.51
0.51,0.53,0.53,0.51
0.53,0.54,0.55,0.51
0.52,0.51,0.54,0.51
0.54,0.53,0.54,0.52
0.53,0.53,0.54,0.51
0.53,0.53,0.53,0.52
0.52,0.53,0.53,0.51
0.52,0.51,0.54,0.48
0.48,0.50,0.50,0.48
0.47,0.47,0.50,0.45
0.46,0.45,0.48,0.45
0.45,0.46,0.47,0.42
0.45,0.44,0.48,0.44
0.46,0.45,0.46,0.44
0.45,0.46,0.47,0.45
0.45,0.46,0.48,0.43
0.46,0.48,0.48,0.46
0.48,0.47,0.48,0.44
0.47,0.47,0.47,0.45
0.45,0.48,0.48,0.45
0.48,0.46,0.48,0.45
0.46,0.46,0.47,0.45
0.47,0.47,0.47,0.45
0.46,0.47,0.47,0.46
0.45,0.46,0.47,0.43
0.45,0.47,0.48,0.45
0.46,0.44,0.46,0.43
0.48,0.45,0.48,0.43
0.46,0.43,0.46,0.42
0.45,0.46,0.50,0.42
0.45,0.47,0.48,0.44
0.44,0.44,0.44,0.42
0.45,0.49,0.51,0.45
0.48,0.51,0.52,0.45
0.50,0.51,0.53,0.48
0.51,0.49,0.52,0.49
0.51,0.51,0.51,0.47
0.53,0.48,0.53,0.45
0.49,0.45,0.49,0.45
0.45,0.46,0.49,0.45
0.46,0.46,0.47,0.45
0.45,0.43,0.46,0.42
0.43,0.41,0.44,0.41
0.44,0.44,0.45,0.42
0.43,0.42,0.44,0.42
0.42,0.43,0.49,0.42
0.43,0.43,0.47,0.42
0.43,0.44,0.45,0.43
0.44,0.45,0.45,0.44
0.45,0.48,0.49,0.45
0.47,0.49,0.49,0.47
0.50,0.50,0.51,0.48
0.50,0.50,0.50,0.48
0.47,0.48,0.51,0.47
0.55,0.48,0.55,0.48
0.52,0.50,0.52,0.46
0.50,0.51,0.52,0.50
0.51,0.51,0.51,0.50
0.50,0.50,0.51,0.50
0.51,0.45,0.51,0.45
0.47,0.45,0.50,0.45
0.54,0.48,0.54,0.48
0.45,0.44,0.48,0.43
0.44,0.40,0.44,0.40
0.43,0.45,0.49,0.42
0.42,0.44,0.45,0.42
0.43,0.45,0.46,0.43
0.45,0.42,0.45,0.41
0.42,0.40,0.42,0.40
0.42,0.43,0.44,0.35
0.44,0.45,0.46,0.44
0.45,0.43,0.45,0.43
0.45,0.44,0.45,0.42
0.45,0.38,0.46,0.38
0.46,0.42,0.46,0.39
0.45,0.42,0.45,0.40
0.42,0.40,0.42,0.40
0.40,0.44,0.44,0.40
0.43,0.44,0.44,0.40
0.42,0.42,0.42,0.38
0.37,0.37,0.40,0.37
0.38,0.37,0.40,0.37
0.37,0.35,0.40,0.35
0.39,0.39,0.39,0.39
0.39,0.40,0.40,0.35
0.37,0.37,0.40,0.37
0.40,0.37,0.40,0.36
2.11,2.00,2.11,1.80
2.25,2.10,2.25,1.93
2.10,2.12,2.19,2.10
2.09,2.05,2.09,2.02
2.19,2.11,2.30,2.11
2.13,2.10,2.15,2.10
2.28,2.16,2.29,2.16
2.05,2.11,2.11,2.05
2.05,2.14,2.14,2.03
2.13,2.05,2.14,2.05
2.04,1.77,2.04,1.71
1.77,1.73,1.85,1.69
1.74,1.74,1.74,1.74
1.85,1.71,1.85,1.71
1.75,1.72,1.88,1.72
1.82,1.71,1.85,1.71
1.78,1.63,1.83,1.60
1.74,1.70,1.74,1.70
1.76,1.75,1.76,1.71
1.75,1.75,1.75,1.75
1.85,1.60,1.85,1.60
1.65,1.68,1.82,1.62
1.73,1.69,1.74,1.69
1.78,1.60,1.78,1.60
1.61,1.66,1.71,1.60
1.64,1.67,1.67,1.64
1.63,1.63,1.63,1.63
1.65,1.59,1.65,1.54
1.53,1.60,1.60,1.53
1.65,1.61,1.79,1.59
1.70,1.70,1.70,1.70
1.70,1.70,1.74,1.70
1.69,1.69,1.69,1.68
1.60,1.54,1.68,1.53
1.64,1.65,1.70,1.64
1.69,1.70,1.80,1.67
1.70,1.66,1.73,1.57
1.72,1.74,1.78,1.62
1.79,1.66,1.80,1.66
1.66,1.66,1.66,1.66
1.80,1.75,1.80,1.72
1.75,1.78,1.79,1.75
1.78,1.80,1.80,1.73
1.77,1.82,1.85,1.77
1.84,1.82,1.84,1.81
2.02,1.89,2.02,1.85
1.90,1.91,2.05,1.81
1.91,1.91,1.91,1.89
1.89,1.95,2.02,1.89
2.02,1.94,2.02,1.87
1.95,1.83,1.96,1.83
1.96,1.95,1.99,1.90
1.92,1.92,1.95,1.88
1.88,1.95,1.95,1.88
1.95,1.90,1.95,1.89
1.94,1.90,1.94,1.88
1.89,1.82,1.89,1.82
1.80,1.80,1.80,1.80
1.80,1.62,1.80,1.56
1.73,1.58,1.75,1.58
1.59,1.63,1.63,1.59
1.58,1.56,1.61,1.56
1.62,1.55,1.62,1.45
1.51,1.53,1.58,1.49
1.51,1.50,1.55,1.50
1.50,1.47,1.52,1.46
1.47,1.47,1.53,1.47
1.45,1.46,1.55,1.45
1.48,1.46,1.48,1.45
1.46,1.45,1.47,1.44
1.47,1.40,1.53,1.40
1.43,1.33,1.43,1.32
1.34,1.47,1.47,1.34
1.45,1.28,1.45,1.28
1.31,1.46,1.46,1.31
1.47,1.42,1.51,1.39
1.41,1.34,1.42,1.34
1.42,1.32,1.42,1.32
1.36,1.38,1.40,1.34
1.32,1.32,1.34,1.32
1.32,1.37,1.38,1.25
1.34,1.28,1.34,1.15
1.28,1.25,1.29,1.25
1.26,1.32,1.39,1.22
1.28,1.26,1.30,1.25
1.30,1.29,1.30,1.28
1.30,1.29,1.53,1.24
1.28,1.27,1.30,1.27
1.30,1.34,1.38,1.29
1.34,1.32,1.34,1.27
1.30,1.40,1.41,1.30
1.35,1.36,1.36,1.34
1.35,1.33,1.35,1.33
1.34,1.34,1.35,1.33
1.33,1.39,1.39,1.33
1.38,1.33,1.38,1.32
1.35,1.36,1.39,1.34
1.34,1.39,1.39,1.34
1.36,1.42,1.49,1.36
1.45,1.47,1.50,1.42
1.47,1.47,1.58,1.47
1.50,1.38,1.50,1.38
1.37,1.37,1.41,1.36
1.34,1.35,1.40,1.34
1.38,1.35,1.40,1.35
1.35,1.34,1.49,1.34
1.35,1.24,1.38,1.24
1.22,1.15,1.35,1.15
0.99,0.95,0.99,0.94
0.99,0.91,0.99,0.91
0.93,0.92,0.94,0.91
0.94,0.92,0.95,0.91
0.93,0.91,0.94,0.89
0.93,0.88,0.93,0.86
0.87,0.85,0.89,0.83
0.87,0.83,0.87,0.83
0.85,0.84,0.86,0.84
0.85,0.81,0.85,0.80
0.83,0.79,0.85,0.77
0.79,0.78,0.82,0.75
0.82,0.79,0.83,0.78
0.80,0.84,0.88,0.79
0.85,0.78,0.86,0.78
0.78,0.77,0.78,0.75
0.77,0.79,0.80,0.75
0.80,0.78,0.80,0.75
0.77,0.70,0.78,0.69
0.72,0.69,0.73,0.68
0.69,0.69,0.71,0.66
0.69,0.69,0.70,0.68
0.69,0.70,0.72,0.69
0.70,0.70,0.73,0.70
0.69,0.70,0.72,0.69
0.71,0.72,0.72,0.70
0.75,0.78,0.79,0.74
0.80,0.75,0.80,0.74
0.78,0.77,0.78,0.75
0.77,0.78,0.78,0.75
0.78,0.79,0.80,0.78
0.81,0.79,0.81,0.76
0.79,0.75,0.81,0.75
0.75,0.76,0.78,0.75
0.76,0.75,0.78,0.74
0.75,0.74,0.76,0.74
0.74,0.74,0.75,0.73
0.82,0.79,0.83,0.76
0.83,0.77,0.83,0.76
0.79,0.78,0.80,0.77
0.78,0.76,0.80,0.74
0.78,0.73,0.78,0.71
0.77,0.75,0.77,0.70
0.72,0.72,0.74,0.70
0.74,0.75,0.75,0.72
0.75,0.74,0.75,0.71
0.75,0.75,0.75,0.72
0.72,0.72,0.73,0.71
0.75,0.73,0.75,0.71
0.72,0.71,0.75,0.68
0.73,0.73,0.74,0.71
0.73,0.72,0.75,0.71
0.70,0.72,0.73,0.68
0.72,0.70,0.72,0.70
0.71,0.71,0.72,0.70
0.72,0.73,0.73,0.71
0.73,0.72,0.73,0.71
0.72,0.73,0.73,0.71
0.72,0.74,0.74,0.70
0.74,0.72,0.75,0.71
0.73,0.71,0.73,0.70
0.71,0.71,0.73,0.70
0.71,0.71,0.73,0.70
0.71,0.71,0.71,0.69
0.71,0.73,0.74,0.69
0.71,0.71,0.73,0.70
0.70,0.70,0.73,0.70
0.73,0.70,0.73,0.70
0.70,0.70,0.73,0.70
0.70,0.69,0.71,0.67
0.70,0.68,0.75,0.67
0.68,0.70,0.71,0.65
0.70,0.69,0.70,0.69
0.70,0.66,0.70,0.62
0.68,0.74,0.75,0.68
0.75,0.75,0.82,0.73
0.77,0.74,0.77,0.72
0.74,0.70,0.74,0.67
0.73,0.72,0.74,0.70
0.73,0.71,0.73,0.67
0.69,0.68,0.72,0.66
0.68,0.66,0.71,0.62
0.70,0.70,0.70,0.66
0.68,0.69,0.70,0.66
0.70,0.67,0.70,0.65
0.69,0.66,0.69,0.65
0.65,0.67,0.71,0.65
0.66,0.63,0.66,0.61
0.64,0.64,0.65,0.63
0.65,0.66,0.66,0.62
0.62,0.62,0.65,0.61
0.63,0.62,0.63,0.62
0.64,0.64,0.64,0.61
0.62,0.62,0.64,0.61
0.62,0.62,0.64,0.61
0.62,0.68,0.68,0.61
0.68,0.65,0.68,0.62
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.62,0.68,0.62
0.62,0.64,0.65,0.62
0.63,0.62,0.65,0.62
0.62,0.63,0.65,0.62
0.62,0.62,0.65,0.62
0.65,0.65,0.69,0.64
0.64,0.62,0.68,0.61
0.67,0.62,0.67,0.62
0.62,0.62,0.65,0.62
0.62,0.62,0.62,0.61
0.62,0.66,0.66,0.62
0.65,0.60,0.65,0.58
0.60,0.59,0.60,0.52
0.62,0.62,0.62,0.58
0.62,0.62,0.62,0.59
0.60,0.64,0.78,0.60
0.66,0.60,0.68,0.60
0.62,0.62,0.66,0.62
0.74,0.60,0.74,0.59
0.60,0.64,0.64,0.60
0.65,0.62,0.67,0.62
0.62,0.62,0.66,0.61
0.65,0.64,0.65,0.61
0.62,0.67,0.68,0.61
0.67,0.65,0.69,0.65
0.70,0.80,0.85,0.64
0.77,0.70,0.77,0.68
0.70,0.69,0.74,0.65
0.72,0.71,0.73,0.68
0.71,0.71,0.71,0.70
0.70,0.69,0.72,0.67
0.70,0.70,0.72,0.69
0.68,0.66,0.72,0.64
0.66,0.67,0.67,0.64
0.66,0.66,0.68,0.66
0.67,0.65,0.67,0.65
0.63,0.65,0.66,0.61
0.62,0.65,0.67,0.61
0.63,0.65,0.65,0.61
0.65,0.65,0.66,0.63
0.67,0.66,0.68,0.65
0.67,0.72,0.72,0.67
0.72,0.70,0.73,0.70
0.72,0.68,0.72,0.68
0.68,0.69,0.72,0.68
0.68,0.66,0.70,0.65
0.68,0.67,0.68,0.64
0.67,0.66,0.70,0.65
0.64,0.64,0.65,0.63
0.62,0.63,0.64,0.59
0.63,0.60,0.64,0.59
0.60,0.63,0.63,0.60
0.59,0.60,0.63,0.59
0.62,0.61,0.63,0.55
0.57,0.63,0.63,0.57
0.63,0.64,0.65,0.60
0.65,0.65,0.65,0.63
0.59,0.63,0.65,0.59
0.61,0.60,0.64,0.60
0.63,0.63,0.63,0.60
0.61,0.62,0.62,0.58
0.58,0.60,0.62,0.58
0.62,0.62,0.62,0.59
0.59,0.61,0.64,0.59
0.59,0.60,0.61,0.59
0.60,0.58,0.60,0.58
0.58,0.59,0.61,0.58
0.58,0.60,0.60,0.58
0.61,0.60,0.61,0.59
0.60,0.58,0.61,0.57
0.57,0.57,0.59,0.55
0.59,0.56,0.59,0.56
0.55,0.58,0.59,0.55
0.57,0.56,0.60,0.55
0.56,0.59,0.60,0.56
0.57,0.57,0.59,0.57
0.59,0.57,0.59,0.57
0.57,0.56,0.58,0.56
0.56,0.56,0.58,0.56
0.56,0.56,0.58,0.56
0.56,0.56,0.59,0.55
0.56,0.55,0.58,0.55
0.55,0.51,0.55,0.50
0.53,0.53,0.53,0.51
0.54,0.52,0.54,0.50
0.51,0.52,0.52,0.50
0.50,0.50,0.52,0.50
0.50,0.50,0.52,0.50
0.50,0.50,0.52,0.50
0.50,0.55,0.59,0.50
0.58,0.59,0.61,0.55
0.57,0.55,0.57,0.51
0.53,0.55,0.57,0.53
0.55,0.54,0.56,0.54
0.53,0.57,0.58,0.53
0.56,0.56,0.56,0.55
0.53,0.51,0.57,0.45
0.51,0.49,0.51,0.48
0.50,0.46,0.50,0.45
0.51,0.51,0.52,0.49
0.50,0.51,0.51,0.49
0.50,0.51,0.51,0.50
0.50,0.48,0.51,0.48
0.48,0.51,0.51,0.45
0.50,0.55,0.61,0.49
0.57,0.50,0.57,0.50
0.50,0.50,0.52,0.48
0.48,0.52,0.52,0.48
0.50,0.49,0.51,0.48
0.49,0.48,0.51,0.48
0.48,0.50,0.50,0.47
0.48,0.46,0.50,0.45
0.46,0.49,0.50,0.46
0.47,0.49,0.49,0.45
0.48,0.46,0.49,0.46
0.47,0.48,0.49,0.47
0.48,0.46,0.49,0.46
0.47,0.45,0.49,0.45
0.45,0.45,0.48,0.45
0.45,0.47,0.48,0.45
0.46,0.47,0.47,0.45
0.46,0.47,0.47,0.46
0.46,0.46,0.47,0.46
0.46,0.45,0.47,0.45
0.45,0.45,0.46,0.45
0.46,0.43,0.47,0.40
0.46,0.46,0.48,0.46
0.47,0.47,0.48,0.46
0.45,0.46,0.48,0.45
0.48,0.50,0.51,0.48
0.51,0.50,0.51,0.48
0.53,0.50,0.53,0.42
0.50,0.48,0.50,0.48
0.50,0.49,0.50,0.48
0.47,0.51,0.51,0.47
0.50,0.51,0.51,0.46
0.49,0.50,0.50,0.46
0.49,0.50,0.50,0.47
0.47,0.50,0.50,0.46
0.54,0.50,0.54,0.49
0.50,0.51,0.51,0.50
0.48,0.47,0.51,0.45
0.50,0.49,0.50,0.46
0.49,0.46,0.50,0.46
0.47,0.49,0.50,0.47
0.46,0.46,0.48,0.46
0.46,0.47,0.49,0.45
0.49,0.48,0.49,0.46
0.49,0.49,0.49,0.48
0.46,0.47,0.49,0.46
0.47,0.48,0.49,0.45
0.47,0.47,0.48,0.46
0.47,0.49,0.50,0.46
0.50,0.49,0.50,0.47
0.48,0.49,0.51,0.45
0.47,0.50,0.51,0.47
0.49,0.49,0.49,0.48
0.48,0.48,0.48,0.47
2.36,2.51,2.95,2.36
2.37,2.32,2.55,2.22
2.39,3.00,3.10,2.15
3.09,2.80,3.24,2.75
2.74,2.66,2.93,2.61
2.54,2.54,2.72,2.43
2.47,2.56,2.58,2.43
2.62,2.58,2.62,2.39
2.62,2.47,2.62,2.39
2.40,2.39,2.58,2.35
2.62,2.07,2.62,2.01
2.21,2.04,2.33,2.00
2.08,2.02,2.14,1.98
2.12,2.16,2.21,2.06
2.20,2.14,2.46,2.14
2.20,2.14,2.39,2.12
2.13,2.22,2.22,2.12
2.29,2.44,2.65,2.29
2.57,2.55,2.60,2.34
2.55,2.55,2.60,2.40
2.51,2.51,2.78,2.42
2.50,2.35,2.65,2.32
2.35,2.45,2.45,2.30
2.39,2.48,2.49,2.34
2.49,2.34,2.49,2.34
2.34,2.48,2.57,2.30
2.48,2.50,2.50,2.35
2.52,2.47,2.52,2.47
2.36,2.32,2.42,2.28
2.31,2.33,2.33,2.28
2.33,2.29,2.40,2.29
2.30,2.41,2.42,2.28
2.34,2.41,2.42,2.31
2.42,2.40,2.43,2.29
2.35,2.42,2.43,2.29
2.40,2.39,2.40,2.30
2.36,2.29,2.36,2.29
2.39,2.36,2.39,2.04
2.24,2.12,2.28,2.10
2.26,2.26,2.26,2.19
2.11,2.25,2.25,2.10
2.25,2.18,2.28,2.10
2.20,2.11,2.20,2.11
2.16,2.27,2.27,2.11
2.24,2.23,2.28,2.12
2.20,2.12,2.68,2.10
2.00,2.05,2.18,1.98
2.07,1.98,2.09,1.95
1.95,1.97,2.06,1.95
1.99,1.96,2.03,1.96
1.97,1.97,2.00,1.97
1.97,1.93,1.97,1.89
1.95,1.92,1.97,1.92
1.91,1.88,2.02,1.84
1.89,1.88,1.89,1.88
1.90,1.91,1.97,1.86
1.90,1.85,1.90,1.85
1.85,1.96,1.96,1.85
1.92,2.00,2.02,1.90
2.00,1.99,2.00,1.99
1.95,1.92,2.02,1.90
1.92,1.91,2.01,1.88
2.00,2.00,2.02,1.87
2.00,1.90,2.02,1.87
1.88,1.90,2.04,1.88
1.91,1.92,1.94,1.89
1.90,1.94,1.94,1.90
1.94,1.91,1.94,1.90
1.91,1.88,1.92,1.88
1.88,1.90,1.91,1.88
1.91,1.95,1.95,1.90
1.95,1.99,2.00,1.95
1.92,2.00,2.01,1.92
2.01,2.60,3.14,2.01
2.18,2.16,2.29,2.12
2.20,2.05,2.20,1.96
2.03,2.03,2.04,1.97
2.03,2.04,2.07,1.92
2.01,1.99,2.04,1.96
1.98,2.00,2.06,1.98
2.00,2.04,2.05,1.98
2.04,2.02,2.04,1.98
2.05,2.02,2.05,1.99
1.99,2.00,2.03,1.99
2.00,2.01,2.03,1.99
2.00,2.01,2.02,1.93
