GLUU,Glu Mobile Inc. - Common Stock,NASDAQ
5.22,5.34,5.75,5.20
5.26,5.05,5.39,4.99
5.14,4.91,5.23,4.69
4.90,4.78,4.95,4.60
4.73,4.42,4.78,4.40
4.45,4.77,4.82,4.20
4.72,4.70,4.77,4.53
4.75,4.70,4.94,4.63
4.75,5.00,5.10,4.59
4.85,4.64,4.91,4.54
4.60,4.59,4.81,4.50
4.67,4.53,4.74,4.51
4.53,4.33,4.55,4.20
4.35,4.49,4.55,4.34
4.54,4.52,4.71,4.50
4.52,4.56,4.68,4.31
4.65,4.70,4.82,4.52
4.66,4.48,4.70,4.44
4.50,5.18,5.25,4.40
5.05,5.11,5.35,4.95
5.22,5.27,5.39,5.02
5.23,5.37,5.55,5.11
5.35,5.35,5.57,5.25
5.30,5.48,5.70,5.30
5.58,5.46,5.73,5.36
5.29,5.57,5.65,5.22
5.49,5.26,5.53,5.18
5.19,5.20,5.35,5.01
5.60,5.55,5.88,5.40
5.69,5.91,5.96,5.62
5.97,5.83,6.10,5.68
5.76,5.78,5.80,5.60
5.94,5.84,5.94,5.79
5.88,5.69,5.90,5.61
5.74,5.71,5.89,5.65
5.64,5.72,5.74,5.55
5.62,5.66,5.75,5.61
5.64,5.26,5.66,5.20
5.26,5.07,5.32,5.01
5.03,5.19,5.27,4.97
5.08,5.02,5.17,4.95
5.34,5.07,5.38,5.00
5.07,4.60,5.24,4.56
4.73,4.63,4.86,4.22
4.57,4.01,4.57,3.98
4.06,4.01,4.18,3.77
3.70,3.13,3.85,3.10
3.47,3.56,3.57,2.90
3.72,3.20,3.72,3.19
3.35,3.51,3.68,3.30
3.57,3.41,3.66,3.41
3.48,3.64,3.65,3.43
3.56,3.30,3.57,3.27
3.33,3.16,3.45,3.10
3.00,2.85,3.07,2.77
2.75,2.54,2.96,2.53
2.71,2.70,2.80,2.62
2.73,2.90,2.93,2.60
2.97,2.91,3.04,2.85
2.95,2.81,2.99,2.75
2.78,3.06,3.08,2.77
3.16,3.28,3.29,3.09
3.24,3.16,3.36,3.14
3.22,3.05,3.28,2.90
3.05,3.40,3.89,3.01
3.26,3.31,3.50,3.17
3.09,3.18,3.33,3.03
3.25,3.29,3.37,3.18
3.25,3.21,3.45,3.19
3.18,3.05,3.29,2.98
2.90,3.05,3.07,2.90
3.07,3.20,3.26,3.05
3.29,3.34,3.41,3.20
3.40,3.30,3.45,3.22
3.29,3.44,3.45,3.28
3.31,3.32,3.38,3.23
3.33,3.05,3.39,2.94
3.07,3.01,3.18,2.99
2.84,2.87,2.93,2.60
2.80,2.87,2.97,2.80
2.89,2.74,3.00,2.61
2.84,2.83,3.03,2.75
2.84,2.41,2.99,2.36
2.48,2.25,2.55,2.05
2.20,2.11,2.25,2.07
2.07,1.97,2.18,1.86
1.91,2.07,2.09,1.80
2.06,2.38,2.38,2.00
2.38,2.34,2.43,2.26
2.37,2.18,2.39,2.11
2.24,2.29,2.40,2.18
2.27,2.49,2.52,2.20
2.54,2.66,2.96,2.54
2.62,2.74,2.79,2.57
2.93,3.02,3.08,2.86
3.01,2.92,3.18,2.87
3.08,3.11,3.16,2.90
3.09,2.96,3.18,2.95
2.96,2.90,3.05,2.66
3.00,2.93,3.02,2.86
2.95,3.08,3.12,2.90
3.07,2.91,3.07,2.91
2.97,3.01,3.02,2.74
3.10,3.15,3.18,3.01
3.12,3.11,3.24,3.11
3.05,3.03,3.10,2.96
2.88,3.22,3.28,2.65
3.33,3.66,3.68,3.26
3.67,3.66,3.70,3.36
3.42,3.50,3.54,3.23
3.55,3.45,3.64,3.30
3.51,3.47,3.58,3.45
3.32,3.25,3.47,3.22
3.35,3.25,3.35,3.13
3.32,3.35,3.38,3.21
3.27,3.25,3.37,3.20
3.14,3.12,3.28,3.08
3.08,3.09,3.15,3.00
3.08,3.01,3.15,3.00
3.10,3.06,3.25,3.03
2.97,2.90,3.02,2.82
2.90,2.91,3.03,2.83
2.85,2.78,2.91,2.73
2.77,2.71,2.78,2.55
2.85,2.80,2.93,2.74
2.81,2.79,2.93,2.77
2.97,3.09,3.14,2.84
3.10,3.43,3.44,3.05
3.50,3.75,3.75,3.30
3.80,3.56,3.81,3.34
3.53,3.44,3.54,3.36
3.42,3.45,3.49,3.30
3.38,3.12,3.48,3.12
3.19,3.41,3.43,3.10
3.34,3.35,3.42,3.26
3.39,3.16,3.48,3.10
3.14,3.20,3.24,2.95
3.27,3.18,3.39,3.12
3.18,3.18,3.35,2.97
3.20,3.07,3.26,3.03
3.16,3.17,3.21,3.10
3.14,3.29,3.32,3.10
3.30,3.31,3.33,3.21
3.30,3.29,3.35,3.25
3.29,3.25,3.31,3.22
3.23,3.08,3.25,3.08
3.10,3.14,3.14,3.02
3.16,3.14,3.20,3.12
3.23,3.29,3.29,3.16
3.24,3.16,3.24,3.12
3.16,3.01,3.16,2.98
3.01,3.00,3.04,2.89
3.00,2.97,3.04,2.90
3.04,2.98,3.05,2.91
2.98,3.02,3.04,2.95
3.03,3.10,3.22,3.00
3.07,3.06,3.11,3.02
3.10,3.00,3.13,2.99
3.00,2.93,3.04,2.90
2.95,2.91,2.98,2.89
2.90,2.84,2.91,2.81
2.92,2.87,2.95,2.86
2.84,2.74,2.87,2.67
2.73,2.97,2.99,2.71
2.99,3.02,3.06,2.89
3.01,3.11,3.20,2.97
3.06,3.25,3.26,3.01
3.29,3.36,3.44,3.15
3.38,3.56,3.59,3.35
3.57,3.89,3.94,3.57
3.94,4.00,4.16,3.90
3.95,3.85,4.01,3.80
3.85,3.95,3.97,3.69
4.12,4.45,4.47,4.12
4.42,4.59,4.68,4.20
4.46,4.18,4.50,4.03
4.24,4.29,4.37,4.21
4.28,4.19,4.28,4.03
4.21,4.01,4.21,3.94
4.03,3.99,4.08,3.95
4.03,3.76,4.04,3.71
3.77,3.90,3.90,3.77
3.78,3.79,3.85,3.78
3.75,4.03,4.05,3.67
4.03,4.11,4.19,4.03
4.07,3.97,4.10,3.87
3.96,3.92,4.14,3.91
3.92,3.78,3.99,3.75
3.97,4.01,4.17,3.95
4.04,4.24,4.32,4.03
4.27,4.00,4.30,3.97
3.85,3.82,3.90,3.78
3.87,3.89,4.02,3.81
4.07,4.03,4.09,3.92
4.03,4.00,4.08,3.97
4.00,3.93,4.03,3.90
4.00,4.17,4.17,3.86
4.14,4.04,4.14,3.96
4.04,3.94,4.09,3.89
3.93,3.96,4.00,3.86
3.95,3.96,4.03,3.92
3.95,3.91,3.99,3.85
3.91,4.10,4.23,3.91
4.10,4.00,4.25,3.93
4.35,4.85,4.93,4.30
4.77,4.58,4.86,4.55
4.58,4.47,4.66,4.35
4.74,4.99,5.18,4.66
4.95,4.80,5.07,4.65
4.97,4.85,5.03,4.76
4.95,5.09,5.11,4.87
5.09,4.89,5.15,4.85
4.79,4.82,4.99,4.70
4.85,4.98,5.18,4.83
4.85,4.65,4.86,4.60
4.65,4.30,4.69,4.28
4.48,4.42,4.51,4.35
4.48,4.66,4.68,4.40
4.60,4.52,4.60,4.45
4.56,4.36,4.57,4.33
4.42,4.51,4.67,4.37
4.49,4.35,4.50,4.30
4.37,4.33,4.44,4.30
4.43,4.20,4.49,4.16
4.11,4.05,4.11,3.97
4.05,4.04,4.19,4.00
4.13,4.34,4.40,4.11
4.34,4.53,4.53,4.32
4.58,4.52,4.58,4.35
4.51,4.55,4.59,4.47
4.53,4.58,4.74,4.48
4.63,4.61,4.63,4.48
5.00,4.62,5.00,4.58
4.61,4.19,4.61,4.15
4.10,4.11,4.28,4.05
4.08,4.15,4.22,3.85
4.14,4.26,4.43,4.12
4.33,4.57,4.68,4.23
4.49,4.44,4.60,4.40
4.38,4.23,4.42,4.20
4.24,4.65,4.90,4.23
4.70,4.39,4.83,4.32
4.46,4.27,4.52,4.26
4.32,4.12,4.40,4.01
4.14,4.33,4.34,4.03
4.34,4.33,4.47,4.24
4.49,4.65,4.71,4.37
4.71,4.70,4.87,4.54
4.75,4.72,4.78,4.60
4.80,4.59,4.83,4.51
4.50,4.56,4.73,4.45
4.55,4.62,4.67,4.41
4.45,4.27,4.58,4.14
4.28,4.22,4.35,4.10
4.21,4.40,4.43,4.17
4.47,4.52,4.57,4.45
4.56,4.43,4.65,4.36
4.42,4.46,4.56,4.32
4.52,4.39,4.54,4.36
4.39,4.35,4.46,4.31
4.34,4.44,4.46,4.28
4.46,4.68,4.73,4.40
4.70,4.67,4.73,4.51
4.60,4.79,4.87,4.60
4.73,4.88,5.00,4.71
4.84,4.92,5.00,4.72
4.89,4.72,4.91,4.70
4.84,4.89,4.98,4.76
4.85,4.83,4.85,4.76
4.81,5.08,5.20,4.80
5.08,5.36,5.49,5.07
5.33,5.46,5.65,5.20
5.64,5.55,5.64,5.40
5.56,5.69,5.79,5.55
5.70,5.75,5.85,5.65
5.71,5.79,5.90,5.71
5.75,5.66,5.80,5.55
5.59,5.25,5.69,5.16
5.35,5.04,5.37,5.02
5.08,5.33,5.36,5.08
5.23,5.43,5.48,5.14
5.45,5.49,5.60,5.45
5.48,5.50,5.57,5.35
5.53,5.36,5.60,5.28
5.32,5.36,5.44,5.31
5.37,5.52,5.53,5.30
5.45,5.59,5.78,5.41
5.47,5.55,5.67,5.34
5.56,5.29,5.59,5.22
5.27,5.32,5.41,5.26
4.99,4.92,5.52,4.25
5.06,4.92,5.06,4.63
4.90,4.61,4.95,4.47
4.55,4.80,4.90,4.55
4.82,4.58,4.82,4.51
4.54,4.66,4.78,4.51
4.26,4.53,4.70,4.19
4.56,4.71,4.74,4.55
4.68,4.84,4.86,4.68
4.76,4.59,4.82,4.56
4.59,4.69,4.79,4.59
4.75,5.07,5.09,4.70
5.06,5.14,5.20,4.90
5.15,5.06,5.17,4.97
5.06,5.28,5.30,5.06
5.29,5.43,5.46,5.15
5.40,5.36,5.50,5.31
5.34,5.02,5.39,5.01
5.03,5.12,5.22,5.03
5.08,5.19,5.23,5.08
5.20,5.30,5.35,5.15
5.28,5.21,5.32,5.19
5.23,5.05,5.23,5.01
5.04,4.94,5.07,4.90
4.92,4.74,4.98,4.70
4.72,4.76,4.88,4.70
4.80,5.05,5.05,4.72
5.05,4.88,5.07,4.82
4.88,4.81,4.95,4.74
4.86,4.91,4.98,4.84
4.93,4.85,4.99,4.83
4.95,4.86,5.02,4.85
4.95,4.85,4.99,4.83
4.99,4.91,5.04,4.89
4.93,4.79,4.97,4.74
4.87,4.97,5.03,4.87
4.97,5.35,5.35,4.94
5.40,5.19,5.40,5.15
5.20,5.10,5.25,5.07
5.08,5.05,5.13,5.01
5.13,5.04,5.16,5.02
5.00,4.74,5.04,4.70
4.78,4.72,4.93,4.71
4.75,4.63,4.78,4.58
4.67,4.75,4.80,4.63
4.71,4.64,4.75,4.62
4.69,4.52,4.74,4.46
4.53,4.24,4.55,4.20
4.26,4.31,4.38,4.24
4.42,4.28,4.44,4.24
4.20,4.00,4.22,3.94
4.09,4.07,4.19,4.03
4.10,3.29,4.11,3.13
2.99,3.07,3.15,2.72
3.16,2.89,3.18,2.87
3.03,3.37,3.48,2.97
3.49,3.54,3.64,3.36
3.60,3.67,3.72,3.57
3.71,3.59,3.73,3.57
3.58,3.45,3.60,3.33
3.44,3.28,3.45,3.12
3.26,3.39,3.40,3.23
3.35,3.29,3.37,3.23
3.31,3.43,3.45,3.26
3.47,3.28,3.56,3.28
3.24,3.25,3.26,3.05
3.24,3.16,3.29,3.13
3.18,3.26,3.29,3.12
2.69,2.56,2.80,2.48
2.55,2.52,2.67,2.48
2.50,2.45,2.59,2.39
2.45,2.33,2.48,2.25
2.34,2.20,2.39,2.18
2.19,2.26,2.33,2.17
2.26,2.21,2.34,2.20
2.20,2.26,2.29,2.07
2.27,2.14,2.38,2.12
2.15,2.13,2.22,2.10
2.14,2.12,2.19,1.99
2.22,2.30,2.33,2.16
2.47,2.47,2.57,2.37
2.50,2.43,2.53,2.40
2.50,2.48,2.52,2.43
2.47,2.70,2.71,2.44
2.70,2.54,2.75,2.53
2.52,2.77,2.80,2.46
2.85,2.87,2.90,2.76
2.85,2.86,2.89,2.81
2.80,2.73,2.87,2.70
2.66,2.53,2.66,2.50
2.55,2.48,2.57,2.48
2.47,2.54,2.62,2.45
2.55,2.44,2.60,2.40
2.43,2.40,2.45,2.39
2.42,2.53,2.55,2.41
2.53,2.46,2.54,2.42
2.46,2.38,2.46,2.32
2.35,2.44,2.44,2.35
2.44,2.45,2.45,2.39
2.45,2.48,2.49,2.43
2.50,2.58,2.63,2.41
2.58,2.51,2.60,2.47
2.46,2.44,2.50,2.40
2.43,2.36,2.44,2.30
2.37,2.37,2.40,2.36
2.37,2.36,2.42,2.30
2.36,2.31,2.37,2.27
2.30,2.28,2.38,2.27
2.33,2.35,2.42,2.30
2.33,2.32,2.38,2.32
2.34,2.47,2.54,2.34
2.57,2.56,2.67,2.50
2.56,2.45,2.62,2.42
2.45,2.38,2.51,2.35
2.40,2.39,2.45,2.37
2.42,2.42,2.43,2.35
2.43,2.45,2.49,2.41
2.56,2.40,2.56,2.40
2.38,2.38,2.47,2.37
2.40,2.37,2.45,2.37
2.40,2.35,2.40,2.34
2.34,2.37,2.38,2.28
2.38,2.32,2.41,2.32
2.32,2.31,2.37,2.30
2.33,2.30,2.35,2.25
2.33,2.65,2.74,2.30
2.70,2.53,2.71,2.47
2.61,2.52,2.64,2.51
2.55,2.59,2.63,2.50
2.56,2.41,2.60,2.30
2.42,2.22,2.42,2.18
2.28,2.12,2.28,2.08
2.10,2.06,2.20,2.00
2.09,2.29,2.33,2.02
2.26,2.40,2.47,2.17
2.50,2.47,2.50,2.32
2.46,2.34,2.47,2.30
2.32,2.35,2.40,2.32
2.39,2.30,2.39,2.28
2.33,2.34,2.35,2.31
2.33,2.28,2.35,2.25
2.27,2.12,2.28,2.12
2.10,2.21,2.38,2.08
2.31,2.35,2.37,2.26
2.43,2.26,2.45,2.23
2.30,2.33,2.38,2.26
2.35,2.34,2.48,2.28
2.35,2.26,2.38,2.25
2.25,2.24,2.32,2.15
2.24,2.28,2.33,2.24
2.31,2.31,2.34,2.24
2.32,2.30,2.34,2.27
2.31,2.29,2.39,2.28
2.35,2.35,2.37,2.31
2.35,2.42,2.47,2.35
2.93,2.83,3.08,2.71
2.85,2.75,2.97,2.70
2.83,2.91,2.97,2.82
3.05,3.34,3.35,2.97
3.49,3.61,3.86,3.30
3.50,3.28,3.57,3.25
3.24,3.16,3.24,2.97
3.10,3.32,3.38,3.07
3.26,3.11,3.37,3.08
3.05,3.05,3.09,3.00
3.07,3.05,3.15,3.00
3.03,3.04,3.09,2.97
3.09,3.00,3.09,2.98
3.01,2.74,3.02,2.70
2.72,2.61,2.76,2.56
2.72,2.57,2.76,2.51
2.54,2.67,2.70,2.46
2.65,2.84,2.89,2.53
2.96,3.01,3.18,2.92
3.12,2.86,3.12,2.86
2.91,2.91,2.93,2.80
2.92,3.10,3.12,2.83
3.17,3.13,3.23,3.04
3.09,2.93,3.09,2.91
2.96,2.87,3.02,2.85
2.84,2.80,2.84,2.72
2.79,2.84,2.86,2.73
2.87,2.84,2.96,2.83
2.87,2.90,2.97,2.77
2.95,3.08,3.12,2.87
3.03,3.08,3.10,2.97
3.00,3.06,3.09,2.95
3.04,3.18,3.25,3.00
3.25,3.05,3.25,3.03
3.07,3.08,3.14,3.03
3.05,3.01,3.09,3.00
2.92,2.81,2.94,2.73
2.87,2.84,2.94,2.82
2.81,2.80,2.87,2.80
2.80,2.62,2.81,2.60
2.60,2.55,2.65,2.51
2.57,2.54,2.64,2.53
2.54,2.58,2.60,2.53
2.58,2.73,2.82,2.56
2.78,2.74,2.78,2.70
2.68,2.76,2.86,2.64
2.81,2.77,2.86,2.72
2.83,2.77,2.84,2.72
2.75,2.78,2.78,2.72
2.76,2.77,2.84,2.72
2.77,2.70,2.82,2.67
2.67,2.63,2.69,2.60
2.61,2.59,2.64,2.55
2.64,2.65,2.67,2.59
2.62,2.67,2.69,2.57
2.80,2.76,2.86,2.71
2.74,2.71,2.76,2.69
2.73,2.64,2.73,2.59
2.61,2.59,2.66,2.55
2.57,2.44,2.59,2.43
2.45,2.40,2.51,2.36
2.48,2.51,2.54,2.38
2.51,2.52,2.57,2.44
2.43,2.43,2.50,2.40
2.45,2.40,2.48,2.40
2.42,2.44,2.45,2.37
2.43,2.40,2.45,2.38
2.44,2.39,2.44,2.36
2.37,2.39,2.42,2.36
2.37,2.36,2.41,2.35
