MCHX,Marchex,NASDAQ
2.64,2.62,2.66,2.60
2.63,2.66,2.71,2.62
2.69,2.70,2.78,2.63
2.72,2.70,2.74,2.62
2.73,2.76,2.80,2.68
2.76,2.82,2.87,2.73
2.83,2.77,2.88,2.73
2.80,2.83,2.86,2.77
2.81,2.87,2.90,2.79
2.89,2.82,2.90,2.77
2.81,2.72,2.84,2.71
2.69,2.67,2.80,2.66
2.67,2.72,2.74,2.66
2.69,2.68,2.74,2.65
2.66,2.69,2.83,2.62
2.66,2.69,2.76,2.63
2.68,2.65,2.73,2.62
2.69,2.73,2.78,2.62
2.75,2.74,2.77,2.73
2.73,2.67,2.75,2.65
2.68,2.71,2.74,2.67
2.70,2.64,2.71,2.64
2.66,2.67,2.68,2.62
2.71,2.67,2.71,2.66
2.63,2.65,2.67,2.62
2.68,2.64,2.73,2.55
