MCHX,Marchex,NASDAQ
3.88,3.94,3.98,3.80
3.92,4.04,4.10,3.92
4.05,4.01,4.12,3.99
4.10,4.19,4.20,4.04
4.18,3.95,4.20,3.95
3.96,4.01,4.07,3.90
4.09,4.19,4.19,4.01
4.16,4.06,4.19,4.04
4.04,4.13,4.14,3.98
4.12,4.06,4.13,4.04
4.08,4.06,4.10,4.06
4.16,4.06,4.16,4.00
4.10,4.12,4.19,4.05
4.15,4.41,4.43,4.15
4.41,4.41,4.47,4.24
4.40,4.41,4.51,4.38
4.39,4.66,4.73,4.35
4.73,4.69,4.86,4.60
4.69,5.05,5.05,4.60
5.05,4.95,5.05,4.84
4.92,4.76,4.98,4.71
4.71,4.75,4.82,4.71
4.83,5.20,5.20,4.80
5.20,5.18,5.65,5.07
5.19,5.38,5.47,5.16
5.34,5.55,5.55,5.34
5.50,5.45,5.57,5.33
5.52,5.33,5.52,5.27
5.33,5.15,5.39,5.12
5.23,5.46,5.54,5.22
5.49,5.48,5.55,5.40
5.54,5.33,5.54,5.29
5.35,5.62,5.65,5.35
5.57,5.48,5.63,5.40
5.45,5.52,5.55,5.34
5.54,5.90,5.94,5.49
5.91,6.01,6.03,5.72
6.11,6.27,6.39,6.08
6.26,6.82,6.84,6.18
6.67,6.58,6.81,6.50
6.64,6.64,6.75,6.56
6.60,6.41,6.77,6.06
6.36,6.53,6.57,6.33
6.60,6.50,6.64,6.42
6.44,6.46,6.67,6.40
6.39,6.35,6.47,6.19
6.44,6.29,6.44,6.18
6.23,6.42,6.42,6.20
6.45,6.07,6.45,6.05
6.18,6.40,6.49,6.12
6.39,6.30,6.54,6.18
6.46,6.77,6.79,6.35
7.42,6.83,7.42,6.69
6.83,6.61,6.94,6.54
6.60,6.74,6.87,6.60
6.75,6.68,6.76,6.65
6.63,6.55,6.70,6.50
6.46,6.52,6.60,6.45
6.55,6.81,6.86,6.50
6.74,7.10,7.14,6.72
7.14,6.94,7.14,6.90
7.08,6.69,7.08,6.66
6.70,6.98,7.03,6.67
6.92,6.94,7.04,6.70
6.82,7.02,7.05,6.81
7.10,7.31,7.37,7.05
7.24,7.23,7.36,7.23
7.15,7.11,7.31,7.09
6.99,7.22,7.23,6.93
7.25,7.50,7.65,7.11
7.53,7.49,7.53,7.35
7.63,7.92,7.95,7.51
7.94,7.98,8.05,7.79
8.12,8.20,8.30,8.01
8.27,8.32,8.40,8.09
8.39,8.37,8.40,8.10
8.41,8.93,8.99,8.25
8.99,8.89,8.99,8.67
8.96,8.56,8.96,8.48
8.57,8.78,8.78,8.47
8.82,8.84,8.90,8.60
8.83,8.82,8.96,8.72
8.81,8.77,8.83,8.61
8.78,8.92,8.98,8.58
8.92,8.75,8.93,8.50
8.76,9.06,9.17,8.76
9.07,9.72,9.82,8.84
9.88,9.60,9.97,9.54
9.48,9.60,9.69,9.29
9.63,9.41,9.74,9.40
9.41,9.54,9.78,9.41
9.58,9.94,10.03,9.37
9.99,9.81,9.99,9.62
9.82,9.59,9.86,9.48
9.57,9.75,9.76,9.37
9.80,9.57,9.84,9.19
8.93,9.66,9.92,8.93
9.69,9.52,9.71,9.39
9.59,9.71,9.71,9.47
9.72,9.55,9.90,9.52
9.57,9.85,9.96,9.42
9.84,9.75,9.90,9.64
9.72,9.55,9.72,9.37
9.46,9.50,9.59,9.06
9.55,9.50,9.57,9.06
9.44,9.54,9.58,9.37
9.50,9.54,9.60,9.42
9.61,9.69,9.79,9.51
9.71,9.58,9.71,9.43
9.54,9.40,9.57,9.28
9.32,9.52,9.58,9.17
9.69,9.59,9.80,9.46
9.50,9.80,9.87,9.42
9.81,9.57,9.81,9.43
9.57,9.53,9.57,9.33
9.51,9.47,9.70,9.35
9.40,9.30,9.62,9.23
9.22,9.02,9.32,8.80
8.91,8.94,8.95,8.79
8.85,9.07,9.09,8.56
9.03,8.96,9.19,8.90
8.87,9.09,9.21,8.79
8.81,9.45,9.69,8.35
9.47,9.51,9.69,9.30
9.59,9.25,9.59,9.15
9.11,8.80,9.19,8.80
8.84,8.63,8.96,8.45
8.52,8.71,8.87,8.40
8.71,8.83,8.96,8.62
8.79,8.99,8.99,8.74
9.00,8.71,9.00,8.68
8.67,8.92,8.93,8.65
8.95,9.18,9.30,8.88
9.21,9.07,9.26,8.83
9.09,8.75,9.10,8.59
8.75,8.64,8.85,8.50
8.58,8.67,8.73,8.56
8.54,8.36,8.61,8.36
8.34,8.30,8.38,8.17
8.19,8.15,8.35,8.10
7.88,7.99,8.12,7.88
7.96,7.95,8.09,7.90
8.12,8.20,8.31,8.11
8.23,8.17,8.41,8.11
8.29,8.37,8.48,8.22
8.41,7.89,8.41,7.85
7.83,7.58,7.83,7.54
7.65,7.50,7.82,7.43
7.50,7.45,7.70,7.38
7.51,7.42,7.55,7.38
7.44,7.67,7.90,7.42
7.68,7.90,7.91,7.68
7.90,7.87,7.99,7.84
7.93,8.09,8.26,7.93
8.14,8.04,8.45,8.00
8.04,7.70,8.08,7.70
7.79,7.69,8.01,7.67
7.71,7.46,7.81,7.39
7.51,7.43,7.51,7.24
7.43,7.56,7.74,6.86
7.50,7.29,7.55,7.29
7.32,7.14,7.32,7.05
7.10,7.25,7.36,7.10
7.23,7.28,7.45,7.19
7.11,6.77,7.11,6.70
6.83,6.76,6.94,6.68
6.93,6.80,7.07,6.77
6.86,6.54,6.86,6.49
6.51,6.85,6.89,6.51
6.90,7.02,7.27,6.90
7.04,6.99,7.26,6.86
6.91,6.92,6.99,6.70
6.93,7.06,7.17,6.72
7.11,7.15,7.26,6.99
7.14,6.69,7.18,6.65
6.67,6.56,6.73,6.50
6.55,6.87,7.00,6.55
7.68,7.55,7.85,7.20
7.56,7.18,7.56,6.97
7.24,8.02,8.16,7.24
8.01,7.60,8.01,7.52
7.62,7.99,8.00,7.54
7.97,7.61,7.97,7.53
7.53,7.16,7.60,7.10
7.11,7.26,7.35,7.10
7.28,7.22,7.28,7.05
7.26,7.20,7.37,7.19
7.14,7.45,7.47,6.85
7.26,6.98,7.26,6.98
7.04,6.92,7.27,6.90
6.87,7.00,7.17,6.87
6.98,7.43,7.49,6.97
7.45,7.68,7.85,7.45
7.83,7.79,7.99,7.53
7.73,7.53,8.02,7.50
7.52,8.30,8.35,7.52
8.12,8.04,8.19,7.95
8.04,7.79,8.16,7.78
7.81,7.41,7.82,7.33
7.35,7.53,7.75,7.35
7.55,7.89,8.00,7.45
7.79,7.67,7.93,7.51
7.72,8.00,8.25,7.69
8.16,8.31,8.45,7.92
8.17,8.01,8.20,7.92
8.02,8.25,8.37,7.91
8.33,8.31,8.47,8.16
8.30,8.23,8.57,8.08
8.30,8.70,8.80,8.30
8.63,8.49,8.83,8.47
8.34,8.47,8.48,8.20
8.50,8.70,8.76,8.25
8.65,8.90,9.00,8.52
8.93,8.99,9.13,8.78
9.05,8.87,9.05,8.71
8.94,8.88,9.05,8.72
8.83,9.07,9.23,8.77
9.08,9.43,9.46,8.92
9.39,9.33,9.49,9.19
9.48,9.67,9.69,9.21
9.46,9.49,9.74,9.43
9.24,9.34,9.56,9.24
9.31,9.33,9.74,9.29
9.39,9.30,9.60,9.21
9.32,9.07,9.34,9.00
9.11,9.46,9.51,8.90
9.38,9.20,9.38,9.10
9.35,9.28,9.46,9.24
9.29,8.83,9.31,8.80
8.92,8.91,9.13,8.82
8.91,9.00,9.04,8.84
8.82,8.70,9.00,8.54
8.74,8.46,8.74,8.35
8.43,8.23,8.44,8.00
8.26,8.29,8.47,8.25
8.25,8.67,8.84,8.19
8.79,8.48,8.79,8.39
8.41,8.10,8.58,8.09
8.10,8.29,8.51,7.87
8.15,7.85,8.24,7.84
7.90,9.53,9.67,7.90
8.79,9.14,9.75,8.79
9.46,10.80,10.87,9.09
10.39,10.26,10.74,10.08
10.27,10.25,10.44,10.07
10.37,10.45,10.50,10.20
10.57,10.64,10.75,10.43
10.44,10.27,10.60,10.12
10.34,10.36,10.78,10.22
10.07,9.86,10.07,9.59
9.61,9.79,10.18,9.61
10.11,9.36,10.11,9.33
9.43,9.49,9.63,9.24
9.48,9.51,9.65,9.29
9.60,9.15,9.74,9.12
9.08,9.26,9.44,8.86
9.40,9.81,9.83,9.18
9.73,10.05,10.13,9.35
10.13,10.06,10.30,10.03
10.00,9.33,10.15,9.28
9.11,8.91,9.86,8.86
8.62,8.68,8.88,8.46
8.86,9.27,9.45,8.86
9.19,8.95,9.44,8.82
8.85,8.44,9.19,8.27
8.27,8.25,8.61,8.07
8.28,8.62,8.69,8.25
8.70,9.38,9.53,8.49
9.48,9.91,9.95,9.20
9.96,9.90,10.14,9.65
9.68,9.76,10.05,9.65
9.78,9.81,10.19,9.70
9.82,9.52,9.90,9.42
9.12,9.13,9.43,8.72
9.14,9.43,9.64,9.14
9.50,9.49,9.50,8.79
9.77,9.56,9.90,9.46
9.54,9.20,9.65,9.19
9.46,8.78,9.46,8.41
8.56,8.50,8.74,8.15
8.32,7.80,8.56,7.74
7.69,8.54,8.61,7.63
8.57,8.89,9.00,8.26
8.88,8.79,8.90,8.61
8.81,8.66,8.94,8.25
8.93,9.05,9.07,8.73
8.93,9.08,9.27,8.82
9.08,8.86,9.08,8.75
8.80,8.90,8.90,8.68
9.01,9.09,9.17,8.92
8.95,8.82,9.10,8.77
8.86,8.90,8.99,8.58
8.92,8.76,9.06,8.62
8.76,8.62,8.95,8.37
8.78,9.08,9.10,8.67
8.95,9.14,9.16,8.77
9.07,8.77,9.15,8.74
8.94,8.90,9.08,8.53
9.24,9.04,9.35,8.97
9.01,8.98,9.13,8.90
8.79,8.89,9.25,8.79
8.51,8.47,8.93,8.26
8.61,8.65,8.82,8.42
8.11,7.81,8.28,7.26
7.74,7.57,7.81,7.56
7.57,7.09,7.71,7.06
7.18,7.40,7.43,6.95
7.17,7.02,7.39,7.02
7.13,7.00,7.19,6.90
7.08,7.08,7.16,6.99
7.06,6.38,7.46,6.35
6.40,6.20,6.61,6.17
6.13,5.96,6.24,5.94
6.00,6.10,6.23,5.81
6.14,6.09,6.33,5.93
5.98,5.82,6.02,5.75
5.80,6.09,6.22,5.80
6.04,5.91,6.16,5.91
5.88,5.74,5.95,5.71
6.07,6.56,6.66,6.07
6.57,6.54,6.59,6.39
6.76,6.91,6.98,6.68
6.88,6.95,7.10,6.73
7.09,6.98,7.13,6.88
7.12,7.15,7.29,7.00
7.18,7.27,7.33,7.17
7.20,7.19,7.24,6.88
7.11,7.07,7.31,7.05
7.12,7.15,7.27,7.09
7.00,6.97,7.03,6.85
7.04,6.82,7.15,6.80
6.78,6.60,6.84,6.51
6.72,6.54,7.03,6.49
6.53,6.28,6.55,6.18
6.34,6.19,6.43,6.15
6.34,6.35,6.47,6.31
6.31,6.02,6.31,5.98
6.04,6.08,6.29,5.89
6.10,5.97,6.10,5.89
5.93,5.79,5.93,5.74
5.77,5.67,5.86,5.53
5.69,6.06,6.13,5.69
6.05,6.25,6.44,6.01
6.40,6.25,6.49,6.24
6.16,5.81,6.39,5.78
5.74,5.70,5.78,5.60
5.67,5.48,5.70,5.43
5.51,5.29,5.52,5.27
5.37,5.30,5.45,5.17
5.31,5.42,5.58,5.30
5.44,5.34,5.48,5.29
5.28,5.10,5.30,5.08
5.13,5.00,5.21,4.99
5.02,5.10,5.19,4.99
5.11,5.16,5.23,5.08
5.16,4.89,5.20,4.87
4.91,4.88,5.06,4.80
4.85,4.88,5.03,4.83
4.88,4.88,4.94,4.86
4.61,4.44,4.71,4.17
4.44,4.73,4.81,4.40
4.94,4.70,4.95,4.68
4.69,4.52,4.72,4.51
4.57,4.53,4.67,4.47
4.56,4.50,4.63,4.48
4.57,4.52,4.59,4.35
4.53,4.40,4.59,4.36
4.39,4.36,4.45,4.30
4.39,4.35,4.41,4.28
4.38,4.37,4.38,4.23
4.28,4.57,4.61,4.24
4.62,4.91,4.95,4.55
4.90,4.89,5.05,4.65
4.91,4.97,4.99,4.77
5.00,5.08,5.08,4.93
5.12,4.80,5.18,4.75
4.84,4.75,5.00,4.67
4.71,4.64,4.72,4.63
4.64,4.83,4.85,4.55
4.77,4.70,4.77,4.53
4.51,4.28,4.52,4.25
4.30,4.23,4.35,4.07
4.21,4.29,4.49,4.19
4.32,4.27,4.33,4.08
4.26,4.08,4.35,4.07
4.08,4.13,4.20,4.02
4.11,4.03,4.11,4.00
4.06,4.07,4.14,3.99
4.00,4.26,4.32,4.00
4.28,4.21,4.40,4.13
4.25,4.31,4.50,4.23
4.37,4.48,4.54,4.32
4.49,4.26,4.49,4.21
4.29,4.24,4.31,4.18
4.25,4.41,4.43,4.24
4.39,4.60,4.61,4.23
4.55,4.50,4.55,4.31
4.50,4.49,4.52,4.40
4.44,4.32,4.44,4.17
4.32,4.34,4.35,4.16
4.39,4.75,4.78,4.34
4.74,4.51,4.88,4.44
4.51,4.43,4.51,4.37
4.43,4.43,4.52,4.25
4.47,4.46,4.56,4.39
4.45,4.47,4.57,4.40
4.43,4.33,4.46,4.26
4.27,4.29,4.31,4.19
4.27,4.44,4.48,4.25
4.33,4.32,4.43,4.31
4.29,4.11,4.36,4.09
4.17,4.08,4.24,4.07
4.10,4.14,4.20,4.09
4.10,4.03,4.18,4.02
4.05,3.85,4.05,3.83
3.88,3.85,4.01,3.84
3.84,3.64,3.85,3.64
3.65,3.77,3.92,3.55
3.83,3.52,3.83,3.51
3.46,3.47,3.50,3.41
3.46,3.33,3.49,3.30
3.39,3.50,3.58,3.14
3.50,3.51,3.60,3.48
3.50,3.47,3.56,3.39
3.47,3.48,3.51,3.47
3.48,3.57,3.70,3.47
3.51,3.42,3.58,3.40
3.42,3.40,3.51,3.38
3.40,3.35,3.41,3.28
3.35,3.38,3.44,3.32
3.36,3.30,3.36,3.23
3.25,3.25,3.40,3.21
3.29,3.26,3.45,3.22
3.23,3.25,3.28,3.20
3.25,3.35,3.42,3.25
3.37,3.37,3.49,3.36
3.40,3.21,3.42,3.20
3.21,3.19,3.37,3.16
3.18,3.41,3.44,3.18
3.41,3.47,3.51,3.26
3.49,3.36,3.61,3.35
3.32,3.34,3.45,3.27
3.34,3.32,3.39,3.21
3.31,3.29,3.38,3.26
3.36,3.49,3.50,3.36
3.46,3.49,3.57,3.43
3.48,3.58,3.60,3.39
3.52,3.46,3.52,3.40
3.47,3.53,3.53,3.46
3.52,3.45,3.63,3.43
3.49,3.55,3.61,3.47
3.59,3.25,3.60,3.18
3.24,3.21,3.28,3.18
3.25,3.20,3.26,3.12
3.24,3.22,3.26,3.15
3.20,3.20,3.26,3.18
3.19,3.28,3.34,3.17
3.27,3.26,3.36,3.21
3.25,3.37,3.44,3.24
3.37,3.42,3.52,3.37
3.43,3.54,3.60,3.43
3.53,3.45,3.53,3.39
3.48,3.47,3.50,3.45
3.41,3.43,3.47,3.39
3.42,3.39,3.47,3.31
3.38,3.49,3.50,3.38
3.47,3.48,3.49,3.42
3.55,3.61,3.62,3.46
3.62,3.65,3.65,3.59
3.68,3.84,3.87,3.66
3.84,3.75,3.88,3.73
3.75,3.93,3.96,3.75
3.99,4.26,4.33,3.97
4.32,4.16,4.48,4.11
4.18,4.15,4.22,4.13
4.15,4.09,4.15,4.03
4.10,4.18,4.20,4.10
4.18,4.12,4.18,4.08
4.14,3.97,4.17,3.95
3.95,3.93,4.03,3.90
3.94,3.71,3.95,3.70
3.67,3.73,3.76,3.65
3.66,3.61,3.70,3.59
3.61,3.41,3.66,3.32
3.45,3.39,3.48,3.33
3.43,3.43,3.57,3.41
3.44,3.52,3.58,3.42
3.53,3.51,3.61,3.49
3.50,3.47,3.53,3.41
3.48,3.28,3.51,3.28
3.25,3.29,3.48,3.21
3.10,3.08,3.31,2.99
3.10,3.22,3.42,3.10
3.29,3.28,3.33,3.22
3.27,3.37,3.45,3.24
3.35,3.29,3.40,3.25
3.31,3.20,3.38,3.15
3.20,3.29,3.30,3.10
3.29,3.12,3.31,3.12
3.12,3.26,3.30,3.12
3.27,3.28,3.31,3.23
3.27,3.28,3.31,3.20
3.27,3.25,3.37,3.21
3.28,3.26,3.35,3.23
3.26,3.14,3.32,3.10
3.15,3.08,3.20,3.08
3.06,3.13,3.16,3.06
3.18,3.18,3.28,3.15
3.17,3.27,3.29,3.17
3.29,3.28,3.29,3.19
3.24,3.21,3.28,3.19
3.25,3.39,3.39,3.20
3.40,3.42,3.45,3.35
3.45,3.34,3.45,3.33
3.38,3.42,3.50,3.33
3.46,3.45,3.49,3.41
3.43,3.53,3.55,3.43
3.52,3.59,3.64,3.52
3.62,3.60,3.66,3.50
3.58,3.57,3.60,3.48
3.59,3.60,3.61,3.54
3.59,3.71,3.74,3.53
3.73,3.67,3.78,3.58
3.67,3.44,3.67,3.41
3.44,3.45,3.54,3.44
3.53,3.68,3.70,3.51
3.72,3.66,3.77,3.63
3.71,3.65,3.71,3.62
3.67,3.86,3.88,3.67
3.89,3.90,4.04,3.86
3.90,3.84,3.90,3.78
3.83,3.88,3.94,3.83
3.90,3.83,3.91,3.76
3.83,3.88,3.90,3.80
3.90,3.88,3.90,3.83
3.88,3.76,3.89,3.73
3.75,3.68,3.75,3.58
3.69,3.67,3.73,3.65
3.65,3.64,3.68,3.60
3.68,3.89,3.89,3.68
3.88,3.86,3.93,3.86
3.85,3.92,3.92,3.82
3.93,3.88,3.93,3.76
3.88,4.05,4.05,3.81
4.09,4.14,4.24,4.06
4.14,3.99,4.14,3.96
4.03,4.05,4.11,4.01
4.02,4.04,4.09,3.97
4.07,4.27,4.34,4.07
4.30,4.17,4.30,4.17
4.16,4.10,4.28,4.02
4.10,4.09,4.15,4.06
4.11,4.06,4.19,4.05
4.35,4.12,4.46,4.09
4.09,4.22,4.34,4.09
4.27,4.15,4.27,4.09
4.10,4.11,4.16,4.00
4.12,4.04,4.12,3.99
4.02,3.91,4.03,3.84
3.91,3.89,4.03,3.88
3.89,3.88,4.00,3.80
3.88,3.82,4.02,3.72
3.81,3.86,4.00,3.79
3.83,4.01,4.10,3.80
4.03,3.98,4.08,3.94
3.96,3.98,4.05,3.91
4.00,3.98,4.05,3.80
3.97,4.07,4.10,3.87
4.07,4.14,4.14,4.06
4.15,3.98,4.15,3.94
3.97,3.93,4.05,3.85
3.98,4.16,4.17,3.87
4.15,4.16,4.23,4.03
4.20,4.10,4.23,4.03
4.11,4.08,4.22,4.04
4.10,4.14,4.16,4.10
4.13,4.22,4.27,4.13
4.25,4.21,4.27,4.15
4.21,4.13,4.21,4.08
4.07,4.30,4.37,4.07
4.32,4.23,4.38,4.22
4.20,4.25,4.27,4.20
4.06,4.13,4.15,3.86
4.16,4.21,4.25,4.08
4.23,4.15,4.26,4.09
4.14,4.19,4.26,4.11
4.20,4.41,4.45,4.15
4.40,4.46,4.49,4.25
4.45,4.22,4.45,4.11
4.19,4.03,4.23,4.00
4.04,3.99,4.11,3.93
3.98,3.99,4.02,3.91
3.98,4.11,4.11,3.98
4.20,4.27,4.39,4.15
4.27,4.15,4.35,4.05
4.19,4.09,4.26,4.08
4.06,4.05,4.16,4.03
4.04,4.03,4.16,4.00
4.05,4.12,4.12,4.04
4.09,4.10,4.12,4.02
4.11,4.06,4.13,4.02
4.07,4.02,4.09,4.01
4.00,3.99,4.10,3.99
3.99,3.89,4.01,3.80
3.91,3.82,3.97,3.80
3.83,3.84,3.96,3.83
3.85,3.81,3.86,3.78
3.82,3.68,3.97,3.65
3.70,3.60,3.80,3.58
3.62,3.52,3.73,3.51
3.51,3.54,3.56,3.47
3.54,3.65,3.68,3.50
3.64,3.55,3.70,3.54
3.55,3.72,3.75,3.50
3.72,3.83,3.89,3.72
3.79,3.73,3.82,3.71
3.77,3.88,3.92,3.75
3.85,3.97,3.99,3.81
3.97,4.02,4.04,3.84
4.01,4.08,4.09,4.01
4.09,4.03,4.09,3.99
4.03,4.08,4.11,4.00
4.08,4.00,4.08,3.98
3.98,3.89,4.01,3.86
3.93,3.82,4.04,3.80
3.81,3.98,3.99,3.80
3.99,3.94,4.04,3.83
3.95,3.93,4.05,3.86
3.93,3.95,3.95,3.89
3.94,3.70,3.95,3.66
3.70,3.76,3.81,3.60
3.75,3.79,3.91,3.70
3.60,3.78,3.81,3.58
3.71,3.82,3.87,3.70
3.82,3.88,3.90,3.76
3.89,3.89,3.95,3.85
3.89,3.83,3.95,3.82
3.82,4.02,4.02,3.82
4.06,4.04,4.06,3.95
4.01,4.01,4.05,3.96
4.00,4.06,4.10,3.97
4.10,4.10,4.11,4.00
4.12,4.21,4.23,4.11
4.22,4.40,4.41,4.22
4.34,4.33,4.46,4.27
4.34,4.28,4.38,4.28
4.36,4.41,4.42,4.28
4.42,4.35,4.42,4.31
4.35,4.33,4.40,4.32
4.33,4.28,4.33,4.21
4.30,4.22,4.31,4.17
4.17,4.17,4.29,4.15
4.19,4.21,4.22,4.10
4.22,4.20,4.23,4.10
4.10,4.20,4.27,4.08
4.20,4.20,4.30,4.18
4.01,4.16,4.17,4.01
4.05,4.16,4.24,3.92
4.18,4.05,4.18,4.02
4.07,4.01,4.07,3.97
4.02,4.10,4.13,4.02
4.08,4.05,4.09,4.02
4.00,4.03,4.04,3.98
4.02,3.85,4.10,3.83
3.87,3.72,4.00,3.70
3.71,3.78,3.83,3.71
3.71,3.78,3.91,3.71
3.77,3.86,3.96,3.77
3.91,3.88,3.96,3.87
3.93,3.98,3.98,3.87
3.99,4.02,4.09,3.98
4.04,3.96,4.10,3.95
3.96,3.87,3.96,3.81
3.90,4.06,4.11,3.81
4.08,4.13,4.19,4.00
4.10,3.98,4.10,3.98
4.00,4.11,4.19,4.00
4.19,4.37,4.39,4.15
4.38,4.74,4.85,4.34
4.76,4.86,5.00,4.61
4.86,4.98,5.00,4.64
5.13,5.30,5.47,5.03
5.33,5.23,5.37,5.12
5.21,5.16,5.32,5.10
5.19,5.56,5.60,5.16
5.56,5.64,5.66,5.39
5.53,5.71,5.80,5.52
5.75,5.96,5.99,5.55
5.97,5.91,5.97,5.80
5.93,5.92,5.95,5.80
5.91,5.95,6.05,5.76
5.86,6.00,6.00,5.72
5.98,5.94,5.98,5.87
6.03,6.14,6.33,5.75
6.12,6.01,6.13,5.98
6.04,6.00,6.05,5.94
5.94,5.79,5.96,5.68
5.80,6.03,6.06,5.68
5.64,5.79,6.04,5.64
5.80,5.72,5.81,5.47
5.70,5.77,5.78,5.29
5.75,5.71,5.75,5.59
5.70,5.86,5.96,5.61
5.78,5.86,5.90,5.78
5.88,5.86,5.95,5.78
5.88,5.93,5.93,5.79
5.90,5.86,5.95,5.69
5.92,5.94,6.00,5.69
5.97,6.05,6.09,5.52
6.03,5.92,6.03,5.88
5.83,5.86,5.93,5.80
