RAND,Rand Capital Corporation - Common Stock ($0.10 Par Value),NASDAQ
2.98,3.09,3.14,2.98
3.10,3.15,3.15,3.10
3.19,3.07,3.19,3.06
3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07
3.19,3.10,3.19,3.10
3.17,3.10,3.17,3.10
3.10,3.19,3.19,3.10
3.20,3.25,3.25,3.20
3.25,3.10,3.25,3.10
3.24,3.20,3.25,3.20
3.20,3.20,3.20,3.20
3.11,3.11,3.11,3.11
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.48,3.49,3.49,3.48
3.49,3.49,3.49,3.49
3.47,3.30,3.47,3.13
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.19,3.01,3.21,2.85
2.96,2.96,2.96,2.96
2.96,2.81,2.96,2.51
2.91,2.90,2.92,2.66
2.95,2.95,2.95,2.95
2.76,2.91,2.91,2.76
2.91,2.91,2.91,2.91
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.90,2.95,2.95,2.90
2.90,2.96,2.96,2.89
3.04,2.78,3.04,2.78
2.81,2.76,3.00,2.50
2.55,2.88,2.88,2.55
2.85,2.75,2.85,2.75
2.61,2.75,2.75,2.60
2.98,2.80,2.98,2.62
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.95,3.00,3.00,2.95
3.10,2.93,3.10,2.92
2.93,2.93,2.93,2.93
2.93,2.93,2.93,2.93
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.85,2.85,2.85,2.85
2.89,2.87,2.89,2.87
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.98,2.98,2.98,2.98
2.91,2.91,2.91,2.91
2.91,2.91,2.91,2.91
2.97,2.97,2.97,2.97
2.87,2.87,2.87,2.87
2.90,2.90,2.90,2.81
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.89,2.89,2.89,2.89
2.81,2.90,2.90,2.81
2.81,2.90,2.90,2.81
2.73,2.90,2.90,2.73
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.75,2.73,2.76,2.73
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.96,2.96,2.96,2.96
2.74,3.00,3.00,2.74
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.99,3.05,3.05,2.99
2.77,2.98,2.98,2.77
2.75,2.75,2.75,2.75
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.98,3.01,2.75
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.76,2.74,2.76,2.74
3.01,3.01,3.01,3.01
3.01,2.94,3.01,2.75
2.74,2.95,2.95,2.74
3.01,2.70,3.01,2.49
2.70,2.70,2.70,2.70
2.94,2.75,2.94,2.75
2.70,2.70,2.70,2.70
2.70,2.75,2.99,2.70
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.84,2.84,2.84,2.84
2.84,2.84,2.84,2.84
2.84,2.84,2.84,2.84
2.84,2.84,2.84,2.84
2.82,2.82,2.82,2.82
2.80,2.80,2.80,2.59
2.73,2.80,2.81,2.73
2.80,2.80,2.80,2.80
2.70,2.83,2.83,2.70
2.83,2.83,2.83,2.83
2.70,2.95,2.95,2.70
2.70,2.80,2.98,2.70
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.73,2.94,2.94,2.73
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.95,2.95,2.80
2.69,2.97,2.98,2.69
2.88,2.80,2.88,2.71
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.99,2.65,2.99,2.65
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.96,2.96,2.96,2.96
2.94,2.89,2.94,2.89
2.93,2.80,2.93,2.67
2.97,2.92,2.97,2.92
2.63,2.83,2.88,2.53
2.83,2.83,2.83,2.83
2.79,2.80,2.80,2.60
2.80,2.80,2.80,2.80
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.62,2.93,2.93,2.62
2.93,2.93,2.93,2.93
2.93,2.93,2.93,2.93
2.93,2.93,2.93,2.93
2.88,3.00,3.00,2.88
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.71,2.71,2.71,2.71
2.74,2.86,2.86,2.74
2.86,2.86,2.86,2.86
2.77,2.76,2.77,2.71
2.90,2.90,2.90,2.90
2.95,2.98,2.98,2.80
2.96,2.95,2.96,2.95
2.85,2.85,2.85,2.71
2.72,2.72,2.72,2.72
2.98,2.88,3.00,2.88
2.88,2.88,2.88,2.88
3.09,3.10,3.12,2.98
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
2.74,3.00,3.00,2.74
2.98,2.98,2.98,2.98
2.97,2.97,2.97,2.97
2.98,2.98,2.98,2.98
2.93,2.97,3.07,2.93
2.97,2.97,2.97,2.97
2.95,2.95,2.95,2.95
2.75,3.00,3.00,2.75
3.00,3.00,3.00,3.00
2.99,2.99,2.99,2.99
3.01,3.00,3.10,3.00
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
2.90,2.90,2.90,2.90
3.10,3.10,3.10,3.10
2.94,3.06,3.06,2.94
2.92,3.10,3.10,2.77
3.10,3.00,3.10,3.00
3.00,3.00,3.00,3.00
3.10,3.00,3.10,2.99
2.90,2.88,3.02,2.88
2.90,2.94,2.94,2.90
2.90,3.10,3.10,2.90
3.10,3.10,3.10,3.10
3.02,3.00,3.02,2.80
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.09,3.00,3.09,3.00
2.98,2.98,3.00,2.98
3.00,3.00,3.00,3.00
2.98,2.83,2.98,2.83
2.87,2.95,2.95,2.87
2.95,2.95,2.95,2.95
3.05,3.05,3.05,3.05
3.29,3.27,3.35,3.25
3.35,3.34,3.90,3.25
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.30,3.46,3.48,3.30
3.30,3.48,3.48,3.26
3.48,3.48,3.48,3.48
3.44,3.43,3.44,3.43
3.44,3.44,3.44,3.44
3.44,3.44,3.44,3.44
3.44,3.44,3.44,3.44
3.44,3.44,3.44,3.44
3.10,3.10,3.10,3.10
3.08,3.10,3.10,3.08
3.10,3.11,3.21,3.10
3.11,3.06,3.12,2.94
3.14,3.12,3.14,3.04
3.12,3.12,3.12,3.12
3.00,3.18,3.18,2.98
3.18,3.25,3.25,3.18
3.26,3.10,3.27,2.99
3.25,3.02,3.29,2.94
2.95,3.02,3.20,2.95
3.04,3.04,3.04,3.04
2.94,3.20,3.20,2.94
2.95,3.16,3.18,2.95
3.26,3.27,3.27,3.23
3.24,3.23,3.24,3.23
3.24,3.24,3.25,3.23
3.35,3.23,3.35,3.23
3.23,3.23,3.23,3.23
3.23,3.12,3.23,3.12
3.13,3.13,3.13,3.13
3.24,3.15,3.35,3.15
3.15,3.18,3.25,3.15
3.11,3.12,3.12,3.11
3.20,3.33,3.50,3.20
3.17,3.18,3.18,3.17
3.14,3.14,3.14,3.14
3.21,3.15,3.21,3.15
3.21,3.23,3.23,3.21
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.21,3.16,3.21,3.16
3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28
3.20,3.20,3.20,3.01
3.16,3.16,3.16,3.16
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.15,3.07,3.15,3.06
3.06,3.06,3.06,3.06
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.17,3.29,3.30,3.17
3.29,3.33,4.19,3.29
3.48,3.49,3.49,3.35
3.50,3.45,3.78,3.40
3.45,3.14,3.45,3.00
3.10,3.01,3.20,2.96
3.02,3.00,3.14,2.90
2.99,2.79,3.14,2.79
2.81,2.86,2.91,2.80
2.90,2.94,2.97,2.89
2.95,2.85,3.10,2.76
2.71,2.80,2.83,2.71
2.80,2.80,2.92,2.80
2.80,2.80,2.80,2.80
2.79,2.75,2.84,2.75
3.10,2.85,3.10,2.62
2.92,2.90,2.93,2.67
2.89,2.76,2.97,2.76
2.80,2.79,2.90,2.75
2.84,3.09,3.26,2.77
3.10,2.90,3.29,2.82
2.94,2.66,2.94,2.57
2.74,2.68,2.89,2.66
2.85,2.63,2.85,2.42
2.55,2.74,2.74,2.49
2.78,2.62,2.78,2.62
2.65,2.84,2.85,2.65
2.75,2.75,2.85,2.69
2.76,2.68,2.98,2.55
2.67,2.70,2.70,2.67
2.73,2.74,2.74,2.73
2.74,2.80,2.80,2.70
2.80,2.56,2.80,2.55
2.62,2.60,2.72,2.60
2.63,2.61,2.65,2.60
2.60,2.59,2.65,2.58
2.60,2.57,2.75,2.57
2.54,2.57,2.57,2.41
2.47,2.61,2.61,2.46
2.55,2.65,2.65,2.55
2.65,2.67,2.67,2.65
2.75,2.65,2.93,2.65
2.65,2.80,2.80,2.55
2.75,2.73,2.89,2.73
2.80,2.76,2.89,2.75
2.75,3.00,3.12,2.75
3.05,3.10,3.25,2.97
3.03,2.86,3.03,2.64
2.86,2.85,2.90,2.77
2.84,2.82,2.88,2.82
2.82,2.82,2.82,2.82
2.85,2.81,2.86,2.76
2.81,2.81,2.81,2.81
2.85,2.97,2.97,2.77
2.90,2.75,2.90,2.70
2.72,2.64,2.72,2.64
2.75,2.77,2.77,2.74
2.78,2.79,2.88,2.78
2.85,2.77,2.85,2.73
2.78,2.78,2.78,2.54
2.68,2.75,2.75,2.68
2.73,2.76,2.76,2.72
2.75,2.71,2.75,2.71
2.68,2.65,2.74,2.55
2.65,2.68,2.69,2.65
2.72,2.79,3.00,2.65
2.90,2.71,2.90,2.70
2.70,2.76,2.79,2.70
2.77,2.75,2.80,2.75
2.74,2.74,2.74,2.74
2.75,2.74,2.75,2.74
2.73,2.73,2.75,2.73
2.70,2.70,2.77,2.70
2.70,2.92,2.92,2.70
2.72,2.72,2.72,2.72
2.75,2.75,2.75,2.74
2.73,2.73,2.73,2.72
2.73,2.72,2.75,2.72
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.70,2.51,2.72,2.50
2.67,2.64,2.67,2.64
2.64,2.58,2.65,2.58
2.60,2.60,2.60,2.60
2.57,2.56,2.57,2.55
2.55,2.64,2.64,2.55
2.64,2.64,2.64,2.64
2.57,2.50,2.57,2.48
2.47,2.46,2.59,2.45
2.55,2.55,2.59,2.55
2.69,2.59,2.69,2.59
2.63,2.63,2.65,2.58
2.66,2.65,2.66,2.64
2.62,2.68,2.69,2.60
2.71,2.70,2.71,2.70
2.68,2.68,2.68,2.68
2.68,2.69,2.69,2.68
2.69,2.69,2.69,2.69
2.67,2.66,2.67,2.66
2.65,2.65,2.66,2.65
2.66,2.66,2.66,2.59
2.66,2.65,2.66,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.69,2.71,2.71,2.69
2.71,2.69,2.80,2.67
2.87,2.81,2.87,2.81
2.84,2.75,2.84,2.71
2.84,2.79,2.84,2.74
2.75,2.75,2.75,2.75
2.75,2.74,2.75,2.74
2.78,2.74,2.78,2.74
2.70,2.65,2.70,2.64
2.65,2.65,2.74,2.65
2.65,2.66,2.68,2.65
2.65,2.65,2.67,2.65
2.70,2.60,2.70,2.60
2.65,2.70,2.74,2.60
2.66,2.65,2.73,2.65
2.65,2.65,2.65,2.65
2.67,2.65,2.67,2.65
2.65,2.57,2.72,2.50
2.55,2.25,2.56,2.25
2.31,2.45,2.55,2.31
2.44,2.36,2.45,2.36
2.51,2.44,2.51,2.44
2.45,2.42,2.51,2.36
2.47,2.42,2.47,2.27
2.38,2.42,2.42,2.31
2.45,2.60,2.70,2.45
2.50,2.47,2.50,2.47
2.45,2.39,2.45,2.39
2.43,2.28,2.58,2.25
2.28,2.28,2.28,2.28
2.48,2.32,2.48,2.31
2.31,2.24,2.32,2.24
2.30,2.47,2.47,2.30
2.31,2.44,2.44,2.31
2.35,2.33,2.35,2.33
2.30,2.30,2.30,2.27
2.36,2.26,2.37,2.26
2.36,2.26,2.36,2.26
2.26,2.19,2.26,2.18
2.18,2.18,2.31,2.16
2.23,2.22,2.29,2.21
2.40,2.26,2.40,2.26
2.25,2.30,2.32,2.25
2.43,2.43,2.43,2.42
2.32,2.22,2.35,2.22
2.26,2.20,2.26,2.19
2.28,2.28,2.28,2.28
2.22,2.28,2.33,2.20
2.28,2.28,2.28,2.28
2.25,2.30,2.30,2.25
2.26,2.26,2.28,2.25
2.33,2.34,2.54,2.30
2.38,2.39,2.39,2.38
2.44,2.44,2.44,2.44
2.44,2.45,2.45,2.40
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.40,2.32,2.41,2.32
2.29,2.31,2.36,2.29
2.26,2.28,2.31,2.26
2.28,2.34,2.34,2.26
2.34,2.35,2.35,2.34
2.30,2.31,2.31,2.29
2.30,2.31,2.31,2.30
2.33,2.38,2.38,2.33
2.39,2.39,2.39,2.39
2.39,2.60,2.67,2.39
2.64,2.62,2.64,2.45
2.60,2.65,2.65,2.50
2.59,2.64,2.65,2.46
2.64,2.65,2.65,2.57
2.57,2.61,2.65,2.57
2.61,2.61,2.61,2.61
2.47,2.66,2.66,2.42
2.66,2.66,2.66,2.53
2.65,2.66,2.66,2.45
2.62,2.66,2.66,2.62
2.57,2.57,2.57,2.57
2.43,2.44,2.63,2.43
2.40,2.42,2.52,2.40
2.40,2.55,2.64,2.40
2.58,2.50,2.64,2.44
2.61,2.50,2.61,2.50
2.48,2.59,2.59,2.48
2.45,2.60,2.61,2.44
2.50,2.64,2.65,2.50
2.49,2.64,2.64,2.47
2.63,2.63,2.63,2.63
2.63,2.65,2.65,2.63
2.63,2.63,2.64,2.63
2.65,2.64,2.65,2.64
2.63,2.64,2.64,2.63
2.65,2.48,2.65,2.45
2.59,2.70,2.70,2.50
2.61,2.65,2.65,2.55
2.52,2.52,2.52,2.52
2.64,2.62,2.64,2.58
2.50,2.48,2.50,2.48
2.56,2.58,2.58,2.43
2.37,2.59,2.59,2.37
2.59,2.60,2.61,2.59
2.61,2.70,2.70,2.56
2.59,2.69,2.70,2.59
2.70,2.80,2.80,2.70
2.80,2.75,2.86,2.61
2.75,2.81,2.83,2.65
2.75,2.82,2.82,2.75
2.82,2.96,2.99,2.82
2.85,2.96,2.96,2.85
2.93,2.96,2.96,2.88
2.96,3.05,3.15,2.66
2.79,3.07,3.07,2.79
3.08,3.09,3.10,3.05
2.82,3.10,3.10,2.82
3.09,3.08,3.09,3.08
3.09,3.09,3.09,3.09
3.10,3.10,3.10,2.51
3.09,3.09,3.09,3.09
2.82,3.07,3.07,2.70
3.04,3.05,3.05,2.99
3.05,3.02,3.05,3.02
3.04,3.04,3.04,3.04
3.01,3.05,3.05,3.01
3.05,3.05,3.05,3.05
3.05,2.94,3.05,2.82
2.94,2.94,2.94,2.94
2.76,2.76,2.76,2.76
2.82,3.00,3.05,2.79
3.00,3.03,3.03,3.00
2.85,3.00,3.00,2.85
2.87,3.00,3.00,2.87
3.05,3.02,3.05,2.72
3.00,2.99,3.00,2.99
2.95,3.01,3.01,2.90
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
2.95,3.00,3.02,2.83
2.92,3.00,3.03,2.87
2.92,3.01,3.03,2.86
2.91,3.01,3.01,2.90
3.01,3.01,3.01,3.01
2.96,3.00,3.00,2.82
2.84,2.97,2.98,2.84
2.96,2.96,3.05,2.86
3.03,3.00,3.03,2.98
3.03,3.00,3.03,2.84
2.99,2.99,3.00,2.94
2.91,3.00,3.00,2.89
3.00,2.99,3.00,2.85
2.98,2.98,3.00,2.91
2.87,2.98,2.98,2.87
2.98,2.98,2.98,2.98
2.97,2.97,2.97,2.96
2.88,2.96,2.99,2.88
2.92,2.96,2.97,2.90
2.91,2.97,2.97,2.89
2.93,2.93,2.99,2.90
2.96,2.94,2.97,2.89
2.90,2.97,2.97,2.87
2.94,2.94,2.96,2.90
2.94,2.94,2.94,2.94
2.91,2.90,2.95,2.90
2.91,2.91,2.91,2.91
2.93,2.90,2.93,2.90
2.90,2.90,2.90,2.90
2.90,2.91,2.91,2.90
2.92,2.90,2.95,2.84
2.90,2.90,2.90,2.90
2.95,2.91,2.95,2.91
2.94,2.92,2.94,2.90
2.92,2.92,2.92,2.92
2.92,2.93,2.99,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.89
2.90,2.90,2.90,2.90
2.90,2.90,2.93,2.90
