EPC,Edgewell Personal Care Company Common Stock,NASDAQ
55.26,54.93,55.92,54.81
55.12,56.23,56.25,55.12
55.75,55.95,56.49,55.52
56.02,55.83,56.28,55.41
55.80,56.05,56.23,55.04
56.52,54.69,56.64,54.48
54.79,54.70,55.95,54.66
54.54,53.63,54.71,53.16
53.45,53.02,53.98,52.96
53.19,52.27,53.19,52.03
52.43,52.69,53.05,51.94
51.89,50.93,52.04,50.80
50.79,50.28,51.16,50.24
50.44,50.14,50.53,49.25
50.38,50.67,51.05,50.19
51.29,49.76,51.54,49.32
49.74,51.93,51.95,49.67
52.40,52.45,52.54,51.36
52.24,52.88,52.93,52.14
52.59,52.31,52.84,52.01
52.77,53.83,53.98,52.77
55.27,54.58,55.29,54.30
54.45,53.83,54.46,53.39
53.44,51.86,53.62,51.76
51.90,52.75,52.78,51.90
52.11,53.50,53.58,52.06
53.66,51.55,53.80,51.34
51.93,52.60,52.71,51.93
52.60,53.59,53.71,52.37
53.32,55.25,55.33,53.23
58.13,60.72,60.96,58.13
60.46,59.39,60.69,58.97
60.20,60.57,60.71,59.43
59.86,61.52,61.90,59.73
62.00,63.16,63.28,61.87
63.80,63.99,64.62,62.24
63.91,64.27,64.61,63.63
63.96,64.09,64.56,63.76
63.62,64.06,64.17,63.11
64.29,64.09,64.88,63.91
63.60,64.55,64.89,63.20
63.39,62.51,63.97,62.25
62.77,62.54,62.77,61.34
62.38,62.10,62.63,61.88
61.84,63.00,63.09,61.25
63.59,64.62,64.88,63.57
64.33,64.89,65.47,64.09
64.58,64.42,64.71,63.86
64.20,64.99,65.11,63.78
65.14,63.93,65.34,63.85
63.06,62.98,63.62,62.41
62.53,63.49,63.64,62.31
63.61,62.37,64.15,62.19
62.82,63.79,63.89,61.54
63.42,63.07,63.91,62.99
62.99,63.05,63.60,62.47
64.29,65.82,65.83,63.64
65.53,66.40,66.96,65.26
67.30,66.30,67.30,65.94
65.79,65.87,66.50,65.31
65.94,66.30,66.41,65.78
66.96,67.53,67.60,66.66
67.64,66.84,68.00,66.33
67.62,67.59,69.02,67.49
67.33,67.40,67.84,67.30
67.10,67.89,67.97,66.92
67.53,68.59,68.69,67.37
68.77,69.02,69.48,68.29
69.03,70.58,70.77,68.97
70.55,70.01,70.55,69.77
70.76,71.01,72.60,70.45
70.67,70.43,71.49,70.22
71.20,70.99,71.61,70.83
71.28,71.26,72.40,70.97
71.08,70.38,71.56,69.95
70.25,67.43,70.48,67.20
68.01,67.23,68.09,66.56
67.72,68.25,68.66,67.25
68.25,68.53,68.70,67.68
69.27,69.76,69.95,68.82
69.81,69.29,70.00,68.29
69.67,70.08,70.24,69.10
70.11,71.85,72.47,69.68
71.74,72.51,73.72,71.74
72.68,73.62,73.75,72.22
73.98,74.15,74.81,73.49
73.81,74.65,74.79,73.79
75.00,74.88,75.05,74.33
75.13,75.32,75.68,74.82
74.57,74.52,75.20,74.17
74.55,74.60,75.45,74.32
74.80,74.53,75.90,73.67
74.85,75.49,76.14,74.85
76.22,74.18,77.09,74.11
73.93,73.88,74.77,73.35
73.39,73.91,74.00,72.72
74.61,74.55,74.93,73.65
74.49,74.78,75.55,74.23
75.22,73.33,75.22,72.74
64.00,66.37,67.43,61.69
66.61,67.95,68.17,66.37
68.44,67.30,68.78,66.90
67.24,67.60,67.87,66.92
67.28,70.11,70.59,67.23
70.09,69.39,71.07,69.14
69.52,68.69,69.52,68.27
68.25,68.83,69.01,68.23
68.60,69.78,69.89,68.35
70.57,70.25,71.18,68.95
69.99,69.23,70.21,68.95
69.47,68.38,70.19,68.29
68.88,69.14,69.79,68.50
69.03,69.62,70.02,68.04
69.47,69.08,69.85,68.78
68.64,68.81,69.08,68.08
69.50,70.12,70.25,69.25
69.95,69.23,70.12,69.23
69.02,69.35,69.52,68.16
69.22,70.39,70.57,68.55
71.11,71.41,71.99,70.65
71.21,72.37,72.56,70.02
72.17,72.85,72.93,72.01
72.58,72.38,72.89,72.20
72.69,71.75,72.94,71.72
71.93,71.74,72.38,71.66
71.95,70.74,71.95,70.68
70.99,70.82,71.09,70.56
70.94,70.73,71.04,70.65
70.82,70.24,71.20,69.92
70.24,69.88,71.29,69.80
70.19,74.34,75.08,70.17
74.29,74.31,74.79,73.39
75.01,74.37,75.01,73.60
74.47,75.00,75.51,74.42
74.91,75.01,75.25,74.65
74.99,74.59,75.15,74.41
74.32,74.44,74.72,74.14
74.59,74.10,74.64,73.71
74.15,73.56,74.47,73.49
73.57,73.16,74.06,73.05
72.93,72.90,73.30,72.89
73.39,73.27,73.73,72.91
73.58,72.98,73.75,72.54
72.96,72.64,73.32,71.99
72.76,72.21,72.97,71.87
71.68,72.30,72.85,71.68
72.21,71.60,72.31,71.42
71.93,72.05,72.20,71.66
72.44,72.60,72.90,72.17
72.65,72.75,72.83,72.34
72.75,72.80,73.04,72.56
72.47,72.23,73.11,71.65
72.04,72.20,72.85,71.43
71.95,72.82,73.32,71.95
73.10,72.61,73.50,72.55
72.72,74.80,74.95,72.40
74.44,75.00,75.22,74.24
75.33,75.40,75.97,75.14
75.48,75.18,75.64,74.68
75.12,73.68,75.27,73.35
74.00,72.74,74.72,72.69
62.57,69.01,69.10,61.60
67.63,66.18,67.63,65.48
65.96,67.38,68.02,65.60
67.24,67.38,67.73,66.82
67.51,67.59,67.86,66.70
67.39,68.00,68.00,67.20
67.70,68.29,68.62,67.70
68.08,68.25,68.59,67.78
68.03,70.01,70.28,68.03
70.13,69.79,70.19,69.35
69.51,68.97,70.41,68.83
68.99,69.27,70.08,68.99
69.25,69.52,69.79,69.08
69.69,69.76,70.28,69.40
69.17,68.40,69.53,68.27
68.55,67.01,68.55,65.99
66.93,66.55,66.96,66.25
66.83,68.46,68.47,66.72
68.35,66.83,68.49,66.29
67.19,66.16,67.37,66.05
66.08,66.48,67.40,66.02
67.11,66.84,67.33,66.78
66.74,67.33,67.40,66.60
67.52,66.48,68.07,66.13
66.47,67.37,67.99,66.44
67.42,68.19,68.52,67.42
67.57,67.71,68.27,66.87
67.20,67.68,68.04,67.15
67.54,66.85,67.81,66.36
65.69,66.41,66.93,64.91
66.26,65.60,66.67,65.25
65.98,64.98,66.14,64.97
65.53,66.02,66.12,64.80
66.84,67.69,68.05,66.42
67.60,66.63,67.82,66.28
66.54,66.56,66.91,66.20
66.79,67.03,67.09,66.20
67.05,67.37,68.35,67.05
67.35,68.11,68.17,67.15
68.01,69.36,69.48,67.80
69.59,70.56,70.74,69.55
70.52,71.16,71.18,70.26
71.19,71.84,71.84,71.07
71.80,71.39,71.89,71.21
71.24,71.69,71.99,70.99
71.97,72.99,73.02,71.79
72.84,72.33,72.84,71.74
72.40,71.86,72.40,71.16
70.43,70.19,70.44,69.26
69.81,69.98,70.55,69.70
70.15,69.90,70.45,69.50
69.49,70.11,70.52,69.15
70.14,69.63,70.55,69.63
69.08,69.79,69.90,68.37
69.97,69.87,69.97,69.29
70.47,70.12,71.17,70.01
70.31,71.18,71.46,70.22
71.33,70.93,71.98,70.64
71.24,71.83,72.56,71.24
74.00,75.22,75.50,71.00
75.06,75.35,76.26,74.69
74.96,75.52,75.60,74.78
75.62,75.73,76.08,75.39
75.58,75.61,76.13,75.28
75.66,74.91,76.40,74.91
74.25,75.89,76.66,73.93
76.21,75.59,76.41,75.15
75.67,75.81,76.19,75.46
76.15,76.60,76.83,75.69
76.29,76.12,76.95,75.76
76.04,76.71,77.00,75.89
76.83,76.90,77.47,76.73
76.51,75.02,76.51,74.81
74.75,75.75,75.86,74.10
75.76,75.95,76.08,75.15
76.12,76.96,77.14,75.90
76.86,76.68,77.35,76.40
75.73,76.26,76.46,75.16
76.28,75.93,76.29,75.74
75.62,75.17,75.69,74.79
75.15,75.43,75.52,74.48
75.69,75.93,76.17,75.18
76.37,77.05,77.07,75.79
76.96,75.04,77.00,74.93
75.20,75.19,75.71,74.40
74.53,73.61,75.13,73.45
73.31,71.73,73.55,71.70
73.17,72.49,74.09,72.41
72.30,70.41,72.30,70.38
70.63,71.06,71.31,69.80
70.67,69.67,71.24,69.56
69.59,69.31,70.14,69.23
69.84,70.09,70.26,69.22
69.90,69.50,70.33,69.18
69.50,69.54,70.02,68.88
70.30,69.62,70.54,69.41
69.66,70.34,70.70,69.23
70.42,71.45,71.81,70.18
71.26,70.80,71.93,70.75
69.98,70.43,70.57,69.46
70.55,70.00,70.68,69.59
70.04,70.52,70.98,69.65
70.60,71.56,71.56,70.26
71.76,72.31,72.64,71.72
72.27,72.36,72.66,71.93
72.29,74.32,74.40,72.16
74.05,74.74,74.97,74.00
74.45,74.57,75.28,74.23
75.77,75.26,76.35,75.11
74.43,76.11,76.16,74.16
75.28,75.71,75.99,75.21
75.49,75.18,76.30,75.00
75.26,75.10,75.97,74.80
75.02,75.41,75.55,74.83
75.76,78.40,78.55,75.26
77.79,78.60,79.05,77.57
78.87,79.60,79.73,78.85
79.66,79.26,79.90,79.13
79.55,79.81,80.58,79.27
79.77,79.64,80.04,79.41
78.79,78.75,79.33,78.56
78.53,77.92,79.10,77.83
78.00,81.65,84.94,78.00
81.81,80.68,82.23,80.59
80.10,80.64,81.53,79.76
81.12,81.50,81.60,79.77
80.78,79.94,81.75,79.91
79.99,79.11,80.02,77.96
78.25,75.90,78.68,75.81
76.40,78.02,78.38,74.34
76.55,72.50,76.98,71.63
73.43,73.97,75.01,71.31
72.60,71.24,73.09,71.20
71.17,76.13,77.11,71.09
76.66,75.64,76.88,75.03
75.98,76.69,77.00,75.66
76.26,75.21,76.52,74.98
75.79,74.73,76.25,73.82
73.22,72.52,73.62,70.66
71.63,69.86,71.85,69.81
71.58,70.06,71.94,69.20
70.13,73.00,73.53,69.46
72.89,74.82,75.09,72.24
75.03,73.63,76.08,73.52
73.66,75.00,76.61,72.51
75.70,75.43,77.03,75.37
75.16,75.94,76.68,74.44
76.31,75.48,76.87,75.19
75.56,74.56,76.58,74.26
73.05,72.60,73.44,72.35
70.40,71.76,71.93,70.28
72.63,72.59,72.97,72.19
72.47,71.53,73.14,71.33
71.06,68.97,71.65,68.35
68.05,69.49,69.62,67.86
69.41,69.68,69.86,68.50
70.14,70.13,70.93,68.73
70.87,71.64,71.80,70.14
71.91,72.15,72.60,71.32
70.85,71.56,71.94,70.00
71.94,70.77,72.45,70.60
70.64,68.54,71.16,68.47
66.61,66.89,67.50,64.92
66.50,68.33,68.66,66.20
68.76,67.90,69.15,67.18
69.00,71.44,73.00,68.90
71.53,68.82,71.66,68.68
69.68,69.01,70.49,67.47
68.16,66.44,68.97,66.41
66.00,64.35,66.15,64.01
63.60,66.98,67.03,62.98
67.25,67.21,67.60,65.71
66.95,68.47,68.53,66.95
68.85,67.67,68.95,67.26
69.06,69.49,69.90,68.24
69.16,69.26,69.52,68.44
69.85,71.31,72.13,69.85
70.81,72.46,72.83,70.81
73.00,74.11,74.29,72.50
73.61,72.12,73.71,71.87
71.89,72.95,73.28,71.34
72.66,73.17,73.74,72.35
73.06,73.95,74.12,72.30
74.56,75.16,75.53,74.36
75.18,74.99,75.41,74.57
75.00,74.15,75.48,73.93
75.01,74.99,75.36,74.11
76.62,76.14,76.80,75.35
75.59,75.18,76.29,74.84
74.60,73.79,75.50,73.74
71.33,71.40,73.27,70.66
72.59,72.11,73.05,71.23
73.03,71.41,73.30,68.97
70.86,69.98,70.86,68.90
69.80,70.18,70.32,68.79
70.58,71.47,71.61,69.64
70.31,69.19,70.77,68.82
70.07,69.83,70.10,68.75
70.43,71.43,71.80,70.41
70.94,70.94,71.76,70.65
70.59,70.73,71.17,69.84
70.31,69.64,70.72,69.60
69.65,69.32,70.70,68.96
69.74,69.92,70.25,69.31
68.84,68.70,69.63,67.82
68.47,68.79,69.33,68.33
68.14,67.55,68.42,67.27
67.30,68.07,69.17,67.30
69.80,70.56,71.00,69.71
70.70,70.44,71.11,70.22
71.98,72.28,72.66,71.84
72.05,71.65,73.17,71.53
72.53,72.17,73.28,71.77
72.91,73.23,73.86,72.10
73.16,73.17,73.72,72.25
72.74,74.34,74.62,72.67
73.43,72.74,73.96,72.52
73.16,73.96,74.23,72.89
73.28,73.81,73.89,72.99
73.96,72.44,74.31,72.09
72.29,72.13,73.38,71.66
72.59,74.06,74.36,72.18
74.41,74.23,75.17,73.69
74.30,72.84,74.51,72.73
74.11,75.13,75.18,73.90
74.92,74.90,74.92,73.32
74.97,75.93,75.98,74.93
75.93,76.72,76.74,75.74
76.76,77.59,77.75,76.22
77.72,76.75,77.90,76.45
77.13,77.79,77.93,76.65
77.72,77.48,78.00,77.09
78.68,79.30,79.98,78.68
77.84,78.35,79.12,77.74
77.92,78.29,78.54,77.26
78.39,77.23,78.53,77.12
77.17,78.06,78.09,77.05
78.57,78.20,79.16,78.05
77.78,77.90,78.69,77.75
78.21,77.92,78.21,77.40
77.27,76.55,77.27,76.07
77.14,77.50,77.78,77.02
77.45,78.15,78.57,77.13
78.11,78.45,78.74,77.70
78.25,78.59,79.00,78.12
78.63,78.36,79.08,78.27
77.80,78.72,79.33,77.80
78.72,79.13,79.87,78.54
79.41,79.56,80.10,79.12
79.13,78.24,79.59,77.86
77.81,77.95,78.41,76.78
78.43,77.12,78.43,76.84
76.00,76.72,78.87,73.70
76.80,76.09,77.38,75.89
76.60,76.17,76.94,76.09
75.89,75.43,75.98,75.24
75.38,76.19,76.92,75.23
76.35,76.25,76.67,75.69
76.59,76.81,77.00,76.02
76.06,76.13,76.54,75.85
76.40,76.40,76.76,75.88
76.35,76.76,76.76,76.05
76.94,77.66,78.05,76.69
77.81,78.68,79.06,77.43
78.92,78.15,79.30,77.93
78.32,78.16,78.64,77.66
78.05,77.64,78.14,76.76
77.43,77.92,78.23,77.02
78.04,77.33,78.04,77.29
76.89,76.93,77.33,76.46
77.03,77.03,77.30,76.69
76.97,76.45,77.34,75.96
76.47,75.87,76.70,75.62
75.81,75.29,76.08,74.96
74.94,75.61,75.65,74.75
75.16,74.81,75.34,74.40
74.87,75.93,76.02,74.55
76.14,75.95,76.75,75.65
76.12,76.10,76.31,75.65
76.09,76.49,76.64,75.85
76.75,77.59,77.61,76.48
77.32,77.25,77.56,76.53
77.24,77.14,77.35,76.89
77.06,76.11,77.53,75.90
75.96,76.35,77.06,75.89
75.96,75.76,76.06,75.50
75.89,75.65,75.89,75.41
75.14,73.98,75.56,73.36
74.20,74.63,74.78,73.75
74.87,73.55,75.20,73.05
73.72,73.02,73.72,72.69
73.18,73.76,73.89,72.41
73.35,74.29,74.38,73.07
74.50,74.18,75.18,74.18
74.34,75.20,75.48,74.16
75.24,75.43,75.72,74.92
74.63,72.59,74.83,72.59
72.37,72.41,73.36,72.03
71.86,71.78,72.69,71.27
71.66,71.36,71.88,70.66
71.82,71.47,71.98,71.18
71.33,72.24,72.38,71.30
72.08,71.30,72.30,71.07
71.63,71.45,72.12,71.16
71.92,72.63,72.90,71.50
72.30,72.45,73.00,72.02
72.43,71.30,72.60,70.95
71.40,71.46,72.28,71.30
70.83,70.38,70.97,69.90
70.60,70.92,71.56,70.23
71.41,70.88,71.80,70.75
70.90,71.68,72.08,70.62
71.40,71.71,71.89,71.24
71.55,71.33,71.74,70.93
71.01,70.80,71.44,70.32
75.00,77.58,77.99,73.44
77.12,77.11,78.29,76.43
76.68,75.84,77.38,75.49
75.73,75.46,76.52,75.19
75.20,74.70,75.25,74.17
73.90,74.14,74.53,73.32
74.70,74.36,75.26,74.16
74.06,74.27,74.52,73.90
73.89,74.43,74.77,73.88
74.54,74.39,74.95,73.82
74.75,74.57,75.51,74.45
74.50,74.39,74.71,73.60
74.45,73.26,75.32,73.05
73.31,73.73,73.87,72.59
73.94,73.27,74.15,73.18
72.90,72.42,73.18,71.13
72.70,71.86,73.03,71.71
72.17,72.87,73.64,71.79
73.18,74.06,74.25,73.07
73.60,73.23,73.66,72.55
73.42,72.91,73.42,72.02
71.68,70.23,72.68,69.95
70.23,70.07,70.33,69.45
69.80,70.91,71.16,69.52
71.33,72.73,72.74,71.21
73.30,72.85,73.67,72.38
72.75,73.39,74.08,72.37
73.75,73.27,74.64,72.98
73.35,74.31,74.49,73.35
74.27,73.68,74.58,73.51
73.83,74.54,74.89,73.59
74.54,74.58,75.19,74.53
74.12,73.90,74.27,73.20
73.75,73.63,74.59,73.32
73.30,72.67,73.46,72.24
72.64,71.20,73.23,71.04
71.54,71.75,72.04,71.11
71.23,70.43,71.23,69.89
70.43,71.69,71.84,69.95
71.69,71.57,71.99,71.27
71.32,73.21,73.23,71.02
74.05,75.25,75.31,73.87
75.25,75.05,75.66,74.26
75.05,75.35,75.72,74.66
74.91,75.94,76.21,74.91
75.25,75.68,75.83,75.08
75.53,74.94,75.61,74.67
75.43,75.66,75.93,75.36
75.50,74.81,75.78,74.67
74.42,74.07,74.42,73.42
74.36,75.32,76.20,74.29
75.34,76.26,76.46,75.21
76.49,77.23,77.33,76.25
76.83,77.95,78.24,76.73
78.06,78.16,79.13,77.49
77.80,76.99,78.31,76.98
75.75,77.70,78.72,75.51
77.89,76.07,77.89,75.69
76.24,76.68,76.73,75.67
77.78,78.71,79.27,77.43
79.05,79.74,80.36,78.82
79.61,78.21,79.74,77.92
78.29,77.77,78.50,77.28
nan,77.77,nan,nan
68.40,67.30,68.40,66.36
68.32,66.74,68.70,66.29
67.02,65.97,67.50,65.91
66.14,65.85,66.74,65.26
65.54,65.99,66.38,65.49
65.95,65.99,67.33,65.61
65.72,65.56,66.28,65.41
65.65,65.17,65.88,64.36
65.44,65.11,66.14,64.88
65.24,66.37,66.61,65.23
66.31,67.10,67.56,66.13
66.95,68.22,68.35,66.79
67.65,68.04,68.14,67.23
68.07,68.36,68.72,67.92
68.08,68.48,68.57,67.89
68.40,68.30,68.58,68.21
67.96,68.44,68.63,67.74
68.60,68.25,68.79,68.19
68.16,67.73,68.31,67.42
68.01,68.16,68.29,67.79
67.76,68.25,68.37,67.76
68.61,68.90,69.25,68.49
68.58,68.74,69.01,68.39
68.52,69.50,69.50,68.52
69.92,70.56,71.07,69.75
70.58,70.80,71.17,70.55
70.66,70.69,71.42,70.25
70.39,70.25,71.29,70.07
70.62,70.72,71.01,70.38
70.64,69.64,70.74,68.38
69.44,68.29,70.38,68.19
68.28,67.92,68.56,67.68
68.50,75.22,76.29,68.50
75.42,76.44,77.10,75.13
76.32,76.63,76.98,76.09
76.99,75.43,77.00,75.42
75.08,76.17,76.47,74.72
76.33,75.38,76.86,75.28
75.34,75.27,75.86,74.89
75.45,74.99,75.81,74.71
74.65,74.61,75.40,74.31
74.71,73.91,75.74,73.45
74.18,74.26,74.88,73.62
74.24,74.75,74.86,73.94
74.79,74.60,74.91,74.11
74.71,74.41,75.36,74.15
74.36,74.41,74.86,73.85
74.25,73.53,74.64,73.37
73.41,73.79,74.02,73.25
74.30,73.54,74.36,73.50
73.00,72.75,73.54,72.19
73.03,72.75,73.42,72.39
73.15,73.44,73.53,73.15
73.18,74.04,74.25,73.12
73.88,74.35,74.59,73.64
74.29,73.02,74.34,72.70
71.38,71.00,72.80,70.14
70.61,70.51,70.82,69.46
70.79,70.67,70.94,69.61
71.00,72.19,72.27,70.81
72.19,72.27,72.73,71.53
72.71,72.97,73.98,72.01
73.23,74.75,74.75,72.97
74.75,73.43,75.96,73.24
73.46,73.10,73.46,72.39
72.74,72.96,73.94,71.84
72.11,71.04,72.62,70.00
70.91,70.82,71.77,69.72
76.39,76.22,78.78,75.33
76.22,75.79,76.75,75.50
75.79,74.92,76.09,74.60
75.26,74.45,76.07,74.20
74.74,74.02,74.77,73.18
73.62,74.83,74.91,73.29
76.12,77.21,77.28,75.42
76.68,76.96,77.50,75.81
77.11,77.23,77.32,76.28
77.54,77.44,77.83,77.17
77.18,77.74,77.76,76.52
77.57,77.79,79.14,77.36
77.47,78.35,78.51,77.42
78.87,79.37,79.68,78.04
79.18,79.76,79.93,79.00
79.56,79.57,80.05,78.94
79.60,79.09,79.82,78.90
79.19,79.01,79.90,78.75
79.10,80.40,80.43,78.58
80.76,81.41,81.66,79.88
81.41,81.45,81.85,80.76
81.96,82.74,82.79,81.33
82.86,81.74,83.33,81.70
81.88,81.00,82.00,80.83
80.74,80.20,81.21,80.03
80.00,80.09,80.60,79.55
80.53,80.94,81.22,79.64
80.69,80.41,80.87,80.11
80.34,81.11,81.51,80.34
80.25,80.71,81.00,79.66
81.12,79.99,81.12,79.51
80.20,79.58,80.34,79.57
79.57,79.61,79.91,78.89
79.15,79.25,79.85,78.54
79.05,79.98,80.38,78.73
81.48,81.46,81.57,80.78
81.55,81.10,81.85,80.90
81.37,82.17,82.39,81.00
81.69,81.41,82.28,81.14
81.24,82.59,82.75,81.21
82.89,82.81,83.62,82.61
83.25,83.45,83.63,82.56
83.22,82.94,83.42,82.35
82.98,83.80,83.84,82.55
83.21,85.27,85.33,83.21
84.86,84.87,85.57,84.24
85.03,86.19,86.32,84.73
86.41,87.47,87.51,85.96
87.81,87.83,88.51,87.38
87.35,87.72,88.05,87.17
86.59,87.51,87.76,86.50
87.56,87.52,87.73,86.82
86.76,87.25,87.31,85.26
87.06,88.10,88.27,86.97
88.23,88.25,88.84,87.87
85.68,87.01,87.35,84.24
87.61,88.04,88.88,87.16
87.79,88.02,88.43,87.55
88.19,88.57,89.30,88.16
88.17,89.09,89.09,88.00
89.12,88.44,89.54,88.10
88.73,88.23,88.83,87.98
88.01,88.22,88.59,87.28
88.50,88.81,89.15,88.22
88.79,89.15,89.15,87.77
88.83,91.04,91.43,88.83
90.49,90.54,91.43,90.27
90.66,92.19,92.64,90.41
92.11,91.65,92.49,91.45
91.50,91.19,92.19,90.84
91.35,91.51,92.11,91.24
91.74,90.22,92.03,90.22
90.77,90.39,90.89,89.52
90.43,91.39,91.79,90.28
91.34,91.93,92.57,90.96
91.56,91.24,91.62,89.88
90.95,91.74,91.77,90.64
92.47,93.22,94.45,91.93
93.50,93.14,93.62,92.50
93.18,94.08,94.44,93.00
94.18,95.00,95.31,93.86
94.89,95.38,95.78,94.12
94.89,94.61,95.09,94.04
94.64,94.40,95.00,94.16
94.55,95.12,95.58,94.55
94.85,93.91,94.85,93.85
93.53,93.58,94.19,92.65
93.58,94.34,94.79,93.33
94.84,96.32,96.81,94.60
96.02,96.05,96.49,95.53
96.36,96.77,97.03,96.13
97.00,96.88,97.62,95.71
97.30,97.97,98.24,97.01
97.78,98.14,98.72,97.29
98.13,99.73,100.25,97.95
99.95,99.41,99.97,98.56
99.68,98.54,100.53,98.14
98.83,96.78,98.99,96.42
96.77,96.62,97.37,96.38
95.87,95.90,96.26,94.91
95.77,96.54,96.60,95.72
96.93,97.27,98.14,96.65
97.70,97.77,98.32,97.39
97.88,98.59,99.08,97.82
98.64,97.79,98.93,97.70
97.18,95.64,97.72,95.42
96.01,96.05,96.51,95.62
95.62,93.31,95.81,92.93
93.71,93.34,93.95,92.60
93.58,94.62,95.51,93.34
94.88,94.60,95.38,93.97
95.00,95.20,95.59,94.42
95.72,96.56,97.95,95.15
96.92,96.92,97.56,96.22
96.99,95.63,97.01,95.21
96.00,95.60,96.37,95.44
95.79,96.59,96.82,95.14
94.52,95.26,99.70,94.52
96.00,100.29,100.67,96.00
100.60,99.22,100.98,99.17
99.01,99.20,99.32,98.60
99.16,100.27,100.72,99.16
100.38,101.19,101.54,99.80
101.15,100.04,101.38,99.87
100.17,99.67,100.25,99.13
99.80,99.59,100.22,99.33
99.48,101.55,101.65,99.44
101.36,102.43,102.94,100.94
102.17,102.19,102.78,101.85
99.95,102.39,102.52,99.95
102.41,100.98,102.82,100.71
100.56,99.84,100.85,99.62
99.70,97.03,99.72,96.81
96.50,96.30,96.50,95.60
96.10,96.86,96.86,95.78
97.90,99.20,99.23,97.65
98.97,96.88,99.18,96.48
97.24,97.57,97.89,96.93
97.27,95.71,97.41,95.71
95.26,93.71,95.29,92.81
93.49,94.41,94.59,93.18
94.08,95.16,95.62,93.69
95.38,97.69,97.69,95.36
97.26,98.97,99.52,92.43
99.45,99.03,99.45,98.58
97.85,99.75,100.26,97.41
100.11,99.77,100.42,99.54
99.77,101.29,101.54,99.22
100.82,100.72,101.41,100.38
100.85,102.06,102.98,100.85
102.48,102.53,102.80,101.94
102.09,100.68,102.65,100.67
