EPC,Edgewell Personal Care Company Common Stock,NASDAQ
78.39,78.76,79.05,78.08
78.45,76.70,78.45,76.68
76.65,75.78,76.94,75.40
76.10,76.40,76.64,75.78
76.38,77.07,77.69,76.25
77.03,77.37,77.60,76.65
77.13,76.08,77.48,76.02
76.02,75.64,76.26,74.56
75.48,74.99,76.19,74.56
75.14,75.43,75.62,74.71
75.68,74.98,75.78,74.89
74.52,74.74,75.09,74.36
74.73,73.96,74.88,73.68
73.96,73.96,74.43,73.72
73.98,74.27,74.65,73.86
74.07,73.28,74.14,73.20
73.06,73.63,73.94,73.02
73.87,72.99,73.87,72.79
73.21,75.00,75.56,73.11
75.42,76.95,77.48,75.42
77.04,75.97,77.36,75.73
76.13,76.95,77.17,75.99
76.53,75.84,76.55,75.63
75.83,75.33,75.83,74.91
75.12,75.44,75.60,75.05
75.51,75.60,75.88,74.82
75.57,75.55,76.25,75.35
