ARL,American Realty Investors,NASDAQ
2.25,2.09,2.25,2.05
2.05,2.24,2.24,2.05
2.10,2.11,2.11,2.10
2.11,2.11,2.11,2.11
2.10,2.10,2.10,2.10
2.11,2.10,2.12,2.10
2.13,2.30,2.51,2.13
2.29,2.25,2.29,1.89
2.24,2.05,2.24,1.89
2.05,1.92,2.05,1.92
2.02,2.00,2.02,2.00
2.15,2.05,2.21,2.05
2.01,2.05,2.08,2.01
2.08,2.00,2.17,2.00
2.02,2.04,2.06,2.00
2.00,2.00,2.00,2.00
2.00,2.03,2.03,2.00
2.02,1.96,2.06,1.96
1.61,1.61,1.61,1.61
1.95,1.77,1.95,1.73
1.81,1.83,1.87,1.81
1.77,1.85,1.85,1.72
1.79,1.81,1.81,1.76
1.85,1.84,1.87,1.80
1.88,1.88,1.88,1.88
1.82,1.90,1.91,1.82
1.82,1.82,1.82,1.81
1.75,1.76,1.76,1.73
1.76,1.84,1.84,1.76
1.73,1.87,1.87,1.73
1.75,1.82,1.82,1.75
1.80,1.83,1.91,1.80
1.50,1.50,1.50,1.50
1.82,1.80,1.88,1.80
1.48,1.48,1.48,1.48
1.80,1.88,1.88,1.80
1.98,1.91,2.10,1.89
1.93,1.87,1.93,1.85
1.53,1.53,1.53,1.53
1.80,1.79,1.80,1.79
1.47,1.47,1.47,1.47
1.73,1.73,1.73,1.73
1.73,1.63,1.73,1.63
1.64,1.63,1.64,1.63
1.63,1.64,1.64,1.63
1.62,1.62,1.62,1.62
1.62,1.41,1.64,1.27
1.17,1.23,1.27,1.15
1.24,1.24,1.24,1.24
1.24,1.91,2.25,1.24
2.10,2.65,2.75,1.91
2.57,2.35,2.57,2.18
2.02,2.21,2.60,2.01
2.17,1.95,2.21,1.70
1.96,2.12,2.26,1.96
2.21,2.10,2.21,2.10
2.03,2.02,2.05,1.99
2.09,2.12,2.12,2.00
2.10,2.22,2.27,2.10
2.01,2.10,2.10,2.00
2.15,2.00,2.15,2.00
2.00,2.00,2.00,2.00
1.87,1.83,1.87,1.80
1.83,1.96,1.96,1.83
1.97,1.92,2.00,1.88
1.72,1.72,1.72,1.72
1.72,1.94,1.94,1.68
1.93,1.93,1.93,1.93
1.71,1.71,1.71,1.71
1.84,1.86,1.88,1.82
1.53,1.53,1.53,1.53
1.80,1.80,1.80,1.79
1.48,1.48,1.48,1.48
1.35,1.35,1.35,1.35
1.73,1.50,1.73,1.48
1.43,1.47,1.47,1.43
1.49,1.50,1.52,1.49
1.41,1.42,1.44,1.30
1.35,1.36,1.36,1.25
1.36,1.39,1.39,1.36
1.35,1.36,1.41,1.35
1.32,1.38,1.43,1.32
1.37,1.36,1.37,1.28
1.28,1.37,1.37,1.28
1.35,1.35,1.35,1.35
1.30,1.29,1.30,1.29
1.29,1.29,1.31,1.28
1.29,1.30,1.30,1.29
1.30,1.95,2.04,1.30
2.19,2.25,2.43,1.72
2.07,2.20,2.25,2.07
2.09,1.82,2.10,1.60
1.85,1.94,2.03,1.85
1.94,1.84,1.94,1.75
1.82,1.72,1.82,1.64
1.61,1.61,1.61,1.61
1.61,1.61,1.65,1.61
1.61,1.55,1.70,1.53
1.62,1.62,1.62,1.55
1.55,1.55,1.60,1.55
1.58,1.39,1.58,1.30
1.43,1.34,1.43,1.26
1.38,1.43,1.43,1.28
1.44,1.29,1.44,1.29
1.30,1.46,1.51,1.30
1.50,1.50,1.50,1.49
1.35,1.35,1.50,1.30
1.40,1.51,2.00,1.40
1.51,1.87,2.08,1.50
2.07,2.20,2.28,2.05
2.21,2.05,2.29,1.90
2.00,1.79,2.04,1.78
1.83,1.78,1.98,1.77
1.83,1.70,1.83,1.70
1.78,1.82,1.82,1.78
1.67,1.68,1.82,1.67
1.72,1.72,1.72,1.72
1.65,1.75,1.75,1.65
1.75,1.75,1.75,1.71
1.24,1.24,1.24,1.24
1.75,1.75,1.75,1.70
1.44,1.44,1.44,1.44
1.70,1.50,1.70,1.50
1.50,1.69,1.75,1.50
1.68,1.69,1.70,1.63
1.69,1.82,1.82,1.69
1.71,1.74,1.74,1.71
1.73,1.73,1.73,1.71
1.61,1.74,1.74,1.61
1.74,1.76,1.76,1.74
1.76,1.77,1.77,1.76
1.77,1.78,1.79,1.67
1.69,1.74,1.75,1.69
1.74,1.75,1.77,1.69
1.75,1.81,1.82,1.75
1.80,1.82,1.82,1.80
1.82,1.83,1.86,1.73
1.82,1.83,1.83,1.80
1.82,1.76,1.82,1.74
1.76,1.76,1.76,1.65
1.76,1.77,1.77,1.70
1.83,1.76,1.83,1.67
1.71,1.71,1.71,1.61
1.60,1.65,1.69,1.60
1.63,1.63,1.64,1.63
1.69,1.60,1.69,1.60
1.63,1.66,1.67,1.62
1.60,1.60,1.63,1.60
1.60,1.56,1.60,1.50
1.56,1.56,1.56,1.56
1.56,1.50,1.56,1.50
1.50,1.54,1.57,1.33
1.45,1.54,1.54,1.45
1.52,1.55,1.57,1.52
1.55,1.58,1.58,1.55
1.45,1.56,1.57,1.26
1.55,1.58,1.58,1.55
1.58,1.58,1.58,1.56
1.28,1.28,1.28,1.28
1.50,1.49,1.55,1.49
1.53,1.55,1.55,1.49
1.50,1.50,1.50,1.50
1.53,1.52,1.56,1.48
1.53,1.50,1.53,1.48
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.42,1.58,1.58,1.42
1.59,1.59,1.59,1.59
1.50,1.51,1.61,1.50
1.61,1.65,1.65,1.59
1.63,1.70,1.70,1.63
1.70,1.80,1.80,1.70
1.86,2.41,2.78,1.86
2.46,2.50,2.80,2.26
2.56,2.28,2.56,2.27
2.41,2.37,2.41,2.15
2.33,2.30,2.55,2.21
2.28,2.50,3.04,2.15
2.61,2.40,2.80,2.35
2.36,2.34,2.36,2.30
2.31,3.05,3.05,2.30
3.19,2.85,3.25,2.65
2.78,2.95,3.22,2.66
3.00,3.00,3.04,2.74
3.10,2.80,3.11,2.71
2.77,2.78,2.78,2.70
2.81,2.72,3.01,2.71
2.95,3.00,3.35,2.82
2.92,3.18,3.23,2.90
3.00,3.11,3.12,3.00
2.94,2.92,3.18,2.85
2.96,3.05,3.11,2.96
2.98,2.65,2.98,2.62
2.75,3.04,3.04,2.65
3.10,2.99,3.27,2.90
3.00,2.65,3.00,2.65
2.70,2.85,2.90,2.70
2.92,3.00,3.03,2.92
2.88,2.86,2.88,2.70
2.35,2.35,2.35,2.35
2.68,2.84,2.85,2.68
2.69,2.81,2.88,2.69
2.67,2.90,3.06,2.66
2.70,2.85,3.00,2.70
2.69,2.69,2.83,2.69
2.70,2.72,2.72,2.67
2.69,2.80,2.83,2.67
2.80,2.70,2.80,2.70
2.69,2.69,2.69,2.69
2.67,2.67,2.67,2.67
2.67,2.56,2.67,2.56
2.55,2.40,2.56,2.40
2.22,2.22,2.22,2.22
2.13,2.10,2.25,2.04
2.05,2.00,2.05,2.00
1.64,1.64,1.64,1.64
2.14,2.20,2.20,2.14
2.15,2.05,2.15,2.05
1.95,1.95,1.95,1.95
1.96,2.03,2.05,1.96
1.99,1.99,1.99,1.99
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.99,2.00,2.11,1.90
1.90,1.87,1.90,1.87
1.75,1.76,1.76,1.70
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.51,1.87,1.87,1.51
1.95,1.83,1.95,1.83
1.90,1.95,2.02,1.69
1.95,1.96,1.96,1.95
1.95,1.95,1.95,1.95
1.97,1.97,1.97,1.97
2.01,2.12,2.12,2.01
2.01,1.97,2.01,1.97
1.60,1.60,1.60,1.60
1.79,1.89,1.90,1.79
1.75,1.85,1.85,1.70
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.60,1.60,1.60,1.60
1.85,1.84,1.85,1.83
1.83,1.85,1.85,1.76
1.85,1.85,1.85,1.85
1.90,1.99,2.07,1.90
1.60,1.60,1.60,1.60
1.85,1.96,1.97,1.85
1.60,1.60,1.60,1.60
2.02,2.12,2.12,2.02
1.96,1.95,1.96,1.95
1.60,1.60,1.60,1.60
1.98,2.24,2.25,1.96
1.96,2.09,2.32,1.96
1.71,1.71,1.71,1.71
2.04,2.04,2.04,2.04
2.13,2.05,2.14,2.05
2.10,2.10,2.10,2.10
2.08,2.06,2.08,2.06
1.69,1.69,1.69,1.69
2.28,2.28,2.28,2.28
2.14,2.03,2.14,2.03
2.15,2.05,2.15,2.05
2.03,2.00,2.14,2.00
1.98,1.90,2.00,1.87
1.88,1.66,1.95,1.66
1.71,2.04,2.04,1.71
2.06,1.97,2.13,1.97
1.93,1.92,1.93,1.92
1.97,2.05,2.14,1.96
2.11,2.13,2.13,2.11
2.07,1.95,2.07,1.95
2.02,2.14,2.14,1.98
2.14,2.20,2.20,2.13
1.78,1.78,1.78,1.78
2.07,2.02,2.07,1.95
2.13,2.07,2.16,2.03
2.00,2.15,2.23,2.00
2.22,2.20,2.22,2.11
2.20,2.22,2.35,2.20
2.30,2.29,2.40,2.20
2.30,2.39,2.48,2.30
2.50,2.67,2.67,2.40
2.68,2.68,2.82,2.65
2.53,2.90,3.16,2.51
3.09,2.92,3.10,2.78
2.96,2.94,2.98,2.84
2.85,2.94,2.97,2.73
2.90,2.97,3.07,2.75
2.90,3.29,3.40,2.71
3.23,3.22,3.59,3.22
3.19,3.43,3.43,3.08
3.50,3.84,3.94,3.47
3.78,3.51,3.96,3.51
3.66,3.40,3.66,3.22
3.43,3.36,3.43,3.25
3.10,3.35,3.49,3.10
3.30,3.37,3.40,3.28
3.33,3.33,3.33,3.33
3.27,3.18,3.27,3.15
3.11,3.19,3.28,3.11
3.13,3.36,3.36,3.13
3.49,3.47,3.50,3.47
3.40,3.29,3.50,3.29
3.10,3.31,3.32,2.94
3.08,3.41,3.50,2.96
3.20,3.00,3.20,2.72
3.00,3.40,3.55,3.00
3.51,3.35,3.51,3.35
3.44,3.39,3.44,3.39
3.39,3.43,3.43,3.34
3.33,3.02,3.33,2.90
3.04,3.37,3.52,3.02
3.29,3.34,3.36,3.29
3.12,3.10,3.29,3.10
3.24,3.14,3.24,3.08
3.05,3.22,3.23,3.01
3.32,3.15,3.32,3.15
2.58,2.58,2.58,2.58
3.26,3.02,3.26,3.01
3.01,3.01,3.03,3.01
3.01,3.01,3.01,3.00
3.07,2.97,3.07,2.93
2.90,2.96,2.96,2.79
2.57,2.57,2.57,2.57
2.93,2.80,2.93,2.80
2.81,2.69,2.90,2.69
2.71,2.60,2.71,2.60
2.67,2.68,2.68,2.67
2.68,2.68,2.69,2.68
2.68,2.89,2.96,2.68
2.71,2.71,2.71,2.71
nan,2.89,nan,nan
2.75,2.75,2.75,2.75
nan,2.89,nan,nan
3.00,3.00,3.05,3.00
3.32,3.00,3.33,3.00
2.85,2.92,2.96,2.85
2.75,2.70,2.80,2.70
2.76,2.76,2.76,2.72
2.76,2.76,2.76,2.76
3.00,2.84,3.00,2.84
2.88,2.99,2.99,2.88
2.74,2.97,3.15,2.74
2.77,2.77,2.77,2.77
2.78,2.77,2.80,2.75
2.78,2.71,2.78,2.70
2.72,2.72,2.72,2.71
2.71,2.71,2.71,2.71
2.79,2.79,2.79,2.79
2.82,2.79,3.02,2.79
2.71,2.83,2.83,2.71
2.76,2.76,2.76,2.76
2.71,2.73,2.73,2.71
2.76,2.80,2.80,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
3.09,2.73,3.09,2.73
2.79,2.93,2.93,2.79
3.05,2.89,3.05,2.71
2.84,2.89,2.84,2.84
2.76,2.93,2.93,2.76
2.84,2.79,2.84,2.76
2.89,2.85,2.90,2.79
2.86,2.75,2.86,2.73
2.77,2.78,2.85,2.77
2.72,2.76,2.77,2.72
2.75,2.75,2.75,2.75
2.71,2.75,2.71,2.71
2.71,2.71,2.71,2.71
2.76,2.76,2.79,2.76
2.94,2.89,2.94,2.88
2.98,2.91,3.69,2.91
2.91,2.91,2.94,2.91
2.76,2.91,2.76,2.76
2.76,2.91,2.76,2.76
2.92,2.83,2.92,2.83
2.76,2.83,2.76,2.76
2.77,2.76,2.79,2.76
2.76,2.78,2.78,2.76
2.78,2.77,2.78,2.77
2.77,2.77,2.78,2.77
nan,2.77,nan,nan
2.76,2.76,2.76,2.76
2.76,2.78,2.78,2.76
2.78,2.78,2.78,2.78
2.78,2.76,2.84,2.76
2.80,2.77,2.80,2.77
2.83,2.94,2.94,2.83
3.00,3.00,3.00,2.92
3.00,3.23,3.35,3.00
3.23,3.30,3.30,3.16
3.30,3.35,3.36,3.17
3.35,3.35,3.35,3.35
3.26,3.25,3.26,3.25
3.25,3.33,3.33,3.25
3.32,3.35,3.35,3.29
3.35,3.35,3.35,3.35
3.26,3.25,3.26,3.25
3.35,3.40,3.40,3.35
3.40,3.46,3.46,3.26
3.42,3.35,3.46,3.35
3.40,3.40,3.40,3.40
3.48,3.47,3.50,3.47
3.50,3.50,3.50,3.43
3.50,3.54,3.55,3.50
nan,3.54,nan,nan
3.67,3.60,3.67,3.59
3.60,4.14,4.14,3.60
4.15,3.86,4.15,3.60
3.75,3.69,3.75,3.69
3.63,3.60,3.70,3.60
3.62,3.62,3.62,3.62
3.57,3.55,3.57,3.55
3.60,3.70,3.70,3.60
nan,3.70,nan,nan
3.93,3.93,3.93,3.93
4.02,4.12,4.18,3.84
4.13,4.15,4.16,4.13
nan,4.15,nan,nan
4.00,4.00,4.00,4.00
nan,4.00,nan,nan
4.18,4.20,4.20,4.18
3.90,3.90,3.90,3.90
3.76,4.20,4.37,3.76
4.20,4.06,4.36,3.95
4.00,4.00,4.00,3.91
3.91,3.91,3.92,3.91
3.75,3.85,3.85,3.75
3.97,3.91,4.00,3.52
3.71,3.60,3.78,3.60
3.60,3.70,3.70,3.60
3.60,3.79,3.79,3.60
3.65,3.60,3.84,3.60
3.69,3.86,4.25,3.69
3.80,3.85,3.85,3.80
3.77,4.00,4.00,3.75
4.00,4.00,4.00,3.95
3.76,4.00,4.10,3.76
3.99,4.05,4.07,3.99
4.05,4.07,4.07,3.95
4.07,3.90,4.07,3.90
4.07,4.07,4.07,3.83
4.07,4.08,4.09,3.90
4.10,4.11,4.14,4.02
4.05,4.05,4.05,4.02
4.11,4.00,4.11,4.00
4.00,4.13,4.24,4.00
4.25,4.33,4.33,4.11
4.38,4.25,4.99,4.23
4.25,4.16,4.25,3.96
4.20,4.14,4.20,3.94
4.15,4.23,4.23,4.12
4.21,4.22,4.23,4.21
4.22,4.21,4.22,4.21
4.12,4.20,4.23,4.12
4.23,4.03,4.23,4.01
4.05,4.09,4.09,4.04
4.05,4.20,4.20,3.96
4.11,4.14,4.15,4.10
4.15,4.17,4.17,4.10
4.20,4.23,4.23,4.20
4.23,4.21,4.23,4.20
4.20,4.21,4.21,4.13
4.24,4.13,4.24,4.13
4.18,4.15,4.18,4.14
4.17,4.12,4.17,4.12
4.16,4.12,4.16,4.12
4.15,4.15,4.31,4.12
4.08,4.07,4.17,4.07
3.93,4.01,4.01,3.93
4.14,4.50,4.50,4.14
4.53,4.40,4.53,4.38
4.38,5.17,5.53,4.38
5.45,5.88,6.41,5.45
6.65,5.20,6.69,5.18
5.20,4.84,5.33,4.24
