DHIL,Diamond Hill Investment Group,NASDAQ
208.15,206.80,209.70,201.89
208.07,210.51,211.00,207.71
209.79,208.68,211.15,206.98
209.69,212.64,213.92,208.03
212.96,209.54,212.96,207.66
208.00,209.02,213.31,207.36
208.02,209.50,210.17,208.01
208.36,210.38,214.43,208.36
211.00,209.91,211.00,209.08
210.16,210.64,211.69,208.50
208.90,212.79,214.22,208.90
210.00,211.94,212.00,209.59
210.31,211.07,211.25,209.87
210.00,211.20,211.45,210.00
207.40,212.45,214.60,207.40
211.23,210.00,211.23,208.31
210.00,211.35,211.35,210.00
213.00,210.38,213.00,205.91
209.36,210.44,211.12,209.36
210.50,210.95,212.72,208.50
209.00,208.34,209.94,206.00
209.98,207.61,209.99,207.38
208.96,207.29,208.96,205.96
206.85,209.03,209.52,205.04
208.67,208.15,209.99,207.51
209.69,209.01,209.69,206.70
210.00,210.54,211.15,208.16
