DHIL,Diamond Hill Investment Group,NASDAQ
70.44,69.03,70.44,68.05
69.95,68.61,70.63,68.61
68.78,66.14,68.78,66.00
65.50,61.87,65.50,60.84
61.22,63.26,63.85,60.54
63.41,62.99,63.44,62.99
60.07,61.59,62.00,60.07
63.73,63.29,64.50,62.55
64.36,68.05,68.05,63.74
67.61,65.97,67.93,65.73
65.60,62.12,65.60,61.91
63.35,63.55,64.83,62.25
62.43,62.26,63.72,61.41
61.21,60.01,61.21,59.89
60.00,59.25,60.00,59.25
62.00,58.36,62.00,55.88
59.17,61.43,61.55,59.17
62.20,63.67,64.24,62.20
63.59,63.41,63.59,61.50
64.05,61.00,65.51,60.75
60.81,63.70,64.69,60.81
63.18,62.29,63.80,61.65
62.15,61.20,62.15,60.41
61.66,63.15,63.76,61.66
63.90,61.22,63.90,61.21
61.11,60.99,62.02,60.99
61.10,62.15,63.00,60.80
61.55,60.49,61.55,60.49
61.90,66.00,66.30,60.46
64.80,64.38,65.28,62.75
63.55,59.99,63.55,59.76
59.20,56.69,60.35,56.51
57.15,55.72,57.15,54.24
56.00,55.46,56.01,55.33
56.02,55.28,59.11,55.06
55.34,56.65,59.77,55.34
58.43,59.24,59.24,57.00
58.25,60.17,60.17,58.22
59.02,59.25,59.73,59.00
60.00,59.98,60.97,59.57
60.00,59.79,60.00,59.79
60.00,58.07,60.00,58.00
57.48,56.22,57.48,55.17
56.65,55.15,56.81,54.12
54.73,55.49,56.42,54.54
55.50,52.21,55.50,50.72
53.09,53.67,53.83,52.87
53.90,55.00,55.00,53.55
55.00,57.84,57.84,55.00
58.44,58.07,58.53,57.10
58.70,58.24,58.70,57.50
58.24,57.81,58.24,57.71
58.00,58.11,58.54,57.11
58.45,61.32,61.64,57.80
61.65,60.54,61.89,60.54
61.09,62.49,62.49,61.09
62.88,61.78,62.88,61.78
61.81,61.95,63.47,61.77
62.72,62.82,62.82,62.11
61.86,61.03,62.22,61.03
60.57,58.03,60.78,58.03
57.00,57.14,58.65,57.00
57.18,56.95,57.60,56.91
56.92,55.71,56.93,55.70
55.36,56.18,56.20,55.36
55.30,55.06,55.97,54.74
55.01,54.98,55.01,54.70
54.34,55.09,55.09,54.27
54.97,54.09,55.14,54.09
54.06,53.06,54.06,53.06
52.93,53.50,53.51,52.93
53.56,52.63,53.56,52.63
53.52,53.52,53.52,53.00
53.48,52.56,53.75,52.45
52.50,51.45,53.00,50.52
52.55,53.28,53.50,51.65
53.23,54.14,54.14,53.23
54.57,55.47,55.47,54.50
55.35,54.03,55.35,54.03
54.47,54.07,54.48,53.03
54.04,53.59,54.75,53.25
54.00,53.74,54.00,53.49
54.78,54.25,54.93,53.76
54.25,54.00,54.42,54.00
54.28,55.50,55.50,54.16
56.70,59.15,60.96,56.70
60.10,60.36,60.79,59.00
68.00,71.75,73.15,67.99
73.94,71.24,74.95,69.44
71.29,70.81,71.95,70.56
70.04,70.92,71.00,70.04
71.96,73.75,73.84,71.94
73.50,72.83,73.75,72.83
72.77,73.65,73.92,70.51
73.24,73.82,73.82,72.27
73.15,73.00,74.25,72.13
74.35,74.34,74.35,73.36
74.70,73.92,74.70,73.00
74.01,76.08,76.64,74.01
75.24,75.45,75.73,74.55
76.38,76.40,76.85,74.60
75.99,77.45,77.50,75.79
78.00,77.89,78.00,75.12
78.04,78.74,78.74,77.13
78.80,80.85,81.79,78.80
80.98,78.57,82.48,78.34
80.41,79.27,81.00,78.98
81.85,80.00,81.94,79.89
78.66,78.85,79.94,78.31
79.75,79.45,81.23,79.19
79.95,78.42,79.97,78.42
78.50,78.42,78.50,78.22
78.90,78.36,79.00,78.00
78.03,79.15,79.19,78.00
78.94,77.40,79.14,75.83
78.64,76.81,78.64,76.81
76.74,76.58,77.58,76.18
77.28,77.49,78.00,76.86
78.80,78.00,78.80,77.39
78.00,78.00,78.23,77.52
78.52,83.98,83.98,78.00
83.92,81.67,86.15,79.49
82.00,80.77,82.00,78.50
81.00,80.11,81.30,80.11
80.69,82.00,83.85,79.84
81.04,81.45,82.16,80.99
81.04,79.99,81.50,79.99
80.95,80.53,81.08,80.00
79.01,79.03,79.96,79.00
80.00,79.87,80.25,79.17
80.43,82.00,82.00,79.86
81.95,82.88,83.71,81.80
82.65,83.90,84.08,82.00
83.00,82.62,83.21,81.42
83.55,83.96,84.84,82.89
83.50,84.86,85.68,83.00
69.17,72.19,73.07,68.86
71.15,69.24,71.39,69.01
70.82,73.82,74.05,70.53
73.89,72.75,73.99,72.00
71.95,72.00,72.30,71.03
72.21,70.94,72.21,70.47
72.01,71.66,72.45,71.02
72.15,72.15,72.23,71.70
72.85,72.80,73.43,71.59
72.80,73.00,73.32,71.72
73.57,73.16,73.57,72.26
72.61,74.15,74.29,72.51
74.44,74.32,75.60,73.59
74.34,76.02,76.02,73.65
75.69,76.50,76.50,74.45
76.55,75.92,76.56,75.41
76.50,76.14,76.98,76.14
76.06,75.50,76.16,74.88
74.90,73.70,75.34,73.67
73.14,72.55,73.14,71.50
73.00,73.61,73.69,72.96
74.03,74.35,74.39,73.96
74.25,72.25,74.25,72.25
72.86,72.34,72.86,71.64
73.05,74.06,74.56,73.05
74.53,72.95,74.62,72.93
72.95,73.00,73.00,72.02
72.74,73.13,73.15,71.67
73.80,72.91,73.80,72.14
72.81,73.10,73.10,72.14
73.10,74.73,74.73,73.10
75.54,74.94,75.54,74.55
74.72,74.86,75.00,74.50
74.80,74.49,75.25,74.26
74.39,74.00,74.50,72.66
73.83,72.17,73.83,72.06
72.11,70.20,72.29,70.20
71.17,70.29,71.75,70.24
70.11,70.40,70.99,70.01
70.40,70.52,70.88,70.01
70.60,70.20,70.60,70.06
70.08,69.80,70.18,69.30
69.53,67.85,69.53,67.16
68.08,68.30,68.54,68.00
68.50,69.71,70.03,68.50
69.98,69.66,69.98,69.11
69.91,69.75,69.96,69.75
69.71,69.87,69.87,69.42
70.00,70.33,70.49,69.75
70.01,70.25,70.28,69.57
70.20,69.80,70.20,69.53
69.50,69.71,70.45,69.06
69.22,70.39,70.45,69.22
70.34,70.04,70.44,69.91
69.59,70.27,70.78,69.59
70.65,71.15,71.25,70.61
70.81,72.56,72.56,70.34
72.37,72.50,72.60,71.41
72.21,73.15,73.53,72.21
73.18,73.05,73.35,72.25
73.06,74.01,74.01,73.06
74.05,74.06,74.06,73.07
74.23,74.48,74.55,73.87
74.54,74.37,74.54,74.00
74.08,74.54,74.54,74.00
74.74,76.71,77.39,74.52
76.40,76.12,76.50,75.79
76.41,75.05,76.81,75.02
75.00,75.54,75.54,74.50
75.64,75.94,76.29,75.48
75.22,74.69,76.00,74.64
74.57,75.15,75.18,74.57
74.42,74.46,75.14,72.51
72.49,73.69,74.55,72.49
73.40,73.98,74.31,73.07
74.98,76.29,76.40,74.97
77.04,77.00,77.74,76.45
77.86,78.72,78.75,77.46
78.65,78.43,78.99,78.10
77.97,78.14,78.24,77.24
78.48,78.74,78.74,78.08
78.06,78.94,78.94,78.06
78.93,78.84,78.99,78.64
78.63,78.99,79.05,78.63
79.00,79.18,79.54,78.91
79.79,80.00,80.00,78.78
80.00,79.90,80.00,79.25
79.54,79.95,79.95,79.22
79.71,80.69,81.86,79.71
80.15,81.00,81.00,79.98
80.71,80.92,81.86,79.32
81.69,81.36,81.69,80.78
81.38,81.00,81.38,80.48
80.62,80.69,80.97,79.94
80.59,80.54,80.62,80.22
79.96,80.60,80.65,79.96
80.41,80.70,80.71,80.41
79.97,79.13,79.97,78.97
79.48,79.52,80.56,78.25
80.66,79.79,80.66,79.58
79.31,78.86,79.80,78.83
79.89,79.55,80.00,79.55
79.07,79.92,79.99,79.07
79.73,80.24,80.74,79.41
79.62,80.45,80.60,79.43
80.44,82.00,82.16,80.44
81.61,79.97,81.61,79.68
80.39,79.91,80.49,79.46
79.96,79.47,81.00,79.30
79.46,79.45,79.80,79.00
80.00,79.44,80.40,79.37
79.66,79.99,79.99,79.51
80.11,80.70,80.75,80.01
80.07,79.58,80.21,79.50
79.29,80.00,80.13,79.29
79.88,79.43,80.00,79.25
79.26,79.94,80.14,79.25
79.72,79.59,80.00,79.52
79.83,79.40,79.83,79.38
79.69,79.24,79.69,79.24
79.25,79.25,79.77,79.18
78.04,78.91,79.17,78.04
78.90,78.85,79.00,77.00
78.63,79.50,79.50,78.63
79.17,79.50,79.50,78.98
79.50,79.49,79.50,79.04
82.02,80.03,82.02,79.26
79.85,79.00,80.55,79.00
78.99,79.54,79.54,78.90
78.74,78.35,79.99,78.00
78.54,77.75,78.54,77.64
77.94,78.00,78.99,77.60
77.91,77.85,79.09,77.59
78.11,78.48,79.63,78.11
78.51,78.57,79.35,77.51
78.98,79.71,79.71,78.13
80.10,81.64,81.64,79.95
80.93,79.40,80.93,79.25
80.59,80.26,81.16,79.50
80.84,80.38,81.22,80.29
80.54,81.65,81.65,80.42
81.90,82.18,82.90,81.42
82.14,80.39,82.21,80.02
80.00,78.61,80.00,77.50
78.61,78.23,78.84,77.75
78.14,78.58,79.49,77.56
78.97,79.15,79.40,78.69
79.45,79.71,79.84,79.00
79.85,81.29,81.53,79.85
81.65,82.58,82.58,81.65
81.58,82.71,82.71,81.58
82.36,83.20,84.28,82.17
83.48,84.77,84.90,83.48
84.00,83.68,84.00,83.48
82.93,82.74,83.37,82.73
82.98,82.02,83.80,80.75
82.74,84.00,84.84,82.74
84.25,82.18,84.25,81.36
82.31,84.00,84.10,82.31
83.88,83.80,84.00,81.75
84.01,84.96,84.96,84.01
84.85,83.80,84.85,83.24
84.46,84.81,84.81,83.08
80.60,82.84,83.85,80.60
82.06,81.48,82.38,80.27
81.37,79.50,81.37,78.68
77.81,76.69,78.59,76.19
76.69,77.75,79.92,76.00
76.85,77.67,78.52,76.85
78.97,78.49,80.24,76.85
77.92,76.57,78.78,76.57
77.17,77.35,77.36,76.35
77.24,74.86,77.24,74.75
75.86,74.74,76.00,74.03
73.85,71.27,74.16,70.44
73.02,76.10,76.47,70.51
74.38,69.29,74.38,68.55
69.11,75.67,76.05,68.77
75.94,75.57,77.95,75.08
74.14,75.22,75.48,72.14
74.31,72.64,74.31,72.35
73.74,70.88,74.60,69.55
69.99,67.88,69.99,66.95
66.95,70.31,71.20,66.95
71.68,70.00,71.68,69.43
70.00,72.91,73.00,70.00
72.34,71.85,74.22,70.98
71.97,70.12,75.88,69.03
70.00,72.80,74.25,69.49
72.06,74.85,74.98,71.79
74.39,74.95,75.29,73.03
73.22,73.09,75.24,72.33
73.30,70.81,73.99,70.81
69.75,70.05,72.32,69.67
68.11,69.73,71.98,68.11
71.20,72.50,72.92,70.28
71.58,70.24,73.19,70.24
70.09,69.97,70.66,69.13
69.81,69.72,70.37,68.73
70.09,71.40,71.55,70.09
72.37,73.94,73.99,70.35
74.75,73.97,74.75,72.64
74.64,75.50,75.50,73.64
73.81,74.97,75.70,72.80
73.44,74.23,76.72,73.44
74.11,71.21,75.35,70.10
69.73,66.63,70.58,66.62
67.24,67.66,69.15,65.10
68.94,72.22,74.09,67.63
73.81,71.74,75.26,70.38
71.33,68.27,73.75,68.04
70.72,69.55,72.00,67.92
68.46,69.39,70.58,68.11
68.10,66.00,70.99,66.00
65.50,66.04,66.40,60.32
65.95,73.63,74.16,65.95
73.70,72.30,73.84,70.72
72.95,71.09,72.95,70.01
71.70,73.00,73.00,70.79
72.61,73.65,75.00,72.32
74.99,75.95,76.05,74.99
75.00,74.30,75.30,73.85
75.90,76.42,76.42,74.27
76.40,72.19,76.40,72.02
72.00,75.73,76.03,71.99
75.25,74.01,76.20,73.61
75.70,73.93,75.70,73.30
75.25,75.97,75.97,74.30
76.22,76.38,76.40,73.99
75.72,73.07,76.13,73.07
74.28,75.77,75.97,72.61
77.30,80.10,81.52,76.50
79.25,78.68,80.96,78.19
77.78,75.28,77.78,74.56
74.65,71.87,74.71,71.59
73.76,72.62,74.17,72.20
73.29,74.88,74.88,72.55
74.05,71.84,74.17,71.19
72.89,71.89,72.89,71.53
72.46,74.00,74.00,72.46
72.17,71.31,72.91,71.05
73.00,72.87,73.00,72.00
74.18,74.18,74.45,73.64
74.07,72.98,74.07,70.66
72.98,73.98,74.67,72.51
72.83,73.51,74.75,72.83
73.56,72.82,73.70,72.25
73.04,73.22,73.93,72.67
72.17,72.05,72.60,72.00
71.83,72.02,73.61,71.34
71.15,70.00,71.15,69.89
71.04,70.16,71.04,69.75
72.41,72.25,72.83,69.05
71.34,70.75,72.78,70.44
73.34,75.38,75.86,71.75
75.38,74.57,75.38,74.40
76.08,76.66,77.18,75.62
77.20,75.75,78.00,75.07
75.42,76.68,77.20,75.42
76.93,77.41,78.50,75.57
72.54,70.11,73.15,70.11
71.29,71.95,72.20,71.03
71.04,71.19,71.65,70.90
71.01,70.35,71.74,70.35
70.21,71.16,71.16,70.00
71.88,72.08,72.08,71.02
72.73,71.55,73.69,71.54
72.24,69.95,72.24,69.90
71.44,73.13,73.13,69.27
72.60,72.76,73.09,70.57
72.78,73.65,74.02,72.44
74.02,73.67,74.02,72.74
72.89,73.53,73.53,72.88
73.08,72.83,73.08,72.24
73.15,73.13,73.15,72.43
72.80,73.98,73.98,72.57
75.00,74.86,75.29,74.22
74.30,74.80,75.37,74.30
74.39,73.68,74.89,73.00
73.81,72.95,73.81,72.95
73.50,73.06,73.50,72.57
73.96,74.25,74.59,73.96
73.72,74.11,74.19,72.98
74.43,74.00,74.74,73.52
73.50,74.04,74.21,73.12
74.43,73.95,74.60,73.62
74.24,75.05,75.05,73.99
74.99,75.48,75.48,74.58
75.13,75.45,75.45,74.71
75.40,74.86,75.89,74.86
74.36,75.69,75.89,74.36
75.49,76.00,76.00,75.29
76.06,75.11,76.06,75.11
74.99,75.74,75.88,74.99
75.38,75.79,75.80,74.82
75.47,76.41,76.75,75.15
76.86,77.14,77.29,76.14
76.52,77.31,77.40,76.50
77.55,79.32,79.38,77.55
79.05,79.37,79.60,78.25
79.28,78.90,79.30,78.76
78.86,78.38,78.93,78.26
78.89,78.00,79.06,77.96
77.32,76.42,77.60,76.42
77.63,77.62,77.63,76.67
78.53,77.87,78.53,77.01
78.04,77.72,78.50,76.75
78.15,78.44,78.51,77.98
78.67,77.91,78.72,77.49
78.18,77.36,78.78,77.20
77.99,77.01,77.99,77.01
77.43,77.96,77.96,77.34
77.95,77.62,77.96,77.35
75.79,76.18,76.85,73.50
76.75,75.81,76.75,75.81
76.49,75.84,76.81,75.54
76.16,74.66,76.16,74.65
75.05,73.38,75.05,72.86
73.37,73.38,73.96,73.26
73.38,73.12,73.50,72.79
73.52,73.72,73.72,73.08
74.10,73.36,74.10,72.95
73.39,74.57,74.58,73.39
74.99,74.65,75.04,73.56
74.90,76.02,76.47,74.90
75.26,75.23,75.35,75.23
75.00,75.93,75.93,75.00
75.65,75.09,75.95,75.09
75.32,75.86,76.48,75.31
75.42,74.43,75.42,74.00
74.50,74.00,74.59,73.99
73.50,73.49,73.98,73.00
73.67,73.87,74.27,73.15
73.50,73.95,74.36,73.50
73.95,73.70,74.25,73.35
73.01,73.95,74.29,72.85
73.79,73.70,74.15,73.48
73.99,73.65,74.39,73.51
73.17,74.28,74.50,73.01
74.00,73.55,74.00,73.45
73.50,74.05,74.37,73.50
73.29,74.14,74.33,73.29
73.50,73.50,73.52,73.25
73.61,73.27,73.69,72.89
74.00,73.94,74.00,73.52
73.95,74.20,74.20,73.55
73.62,73.01,73.62,72.92
73.03,73.50,73.99,73.03
74.12,74.34,74.38,73.78
74.11,74.02,74.38,73.26
73.93,73.50,74.00,73.50
74.48,75.17,75.60,74.43
74.19,73.68,74.32,73.36
73.75,74.57,74.57,73.75
75.37,75.69,76.15,75.12
76.12,76.36,76.36,76.12
76.23,77.10,77.31,76.23
76.85,75.89,76.85,75.43
75.57,74.85,76.35,74.85
74.57,73.96,75.70,73.55
73.79,73.48,74.23,73.45
73.50,73.36,73.75,73.00
73.36,73.50,74.34,73.14
73.57,74.31,74.60,73.45
73.51,73.50,74.70,73.23
73.81,73.47,73.81,73.35
73.28,73.37,73.84,73.04
73.01,72.94,73.50,72.94
73.31,72.61,73.31,72.48
72.96,71.90,72.96,71.50
71.97,70.32,72.37,70.32
69.84,69.55,71.97,69.25
69.86,70.22,70.22,68.10
70.10,68.31,70.35,68.24
68.32,68.06,68.41,67.04
67.25,67.49,67.49,66.62
67.49,67.70,69.61,67.42
68.27,69.19,70.81,68.27
69.90,68.25,69.90,68.25
68.30,66.87,68.30,66.84
66.42,64.75,66.42,62.05
65.21,67.30,67.31,65.09
68.03,68.13,68.88,66.55
68.67,70.50,70.92,68.38
70.65,71.55,72.80,70.28
71.20,69.41,71.20,69.41
70.00,67.18,70.00,67.17
67.87,67.87,67.94,67.19
67.32,67.62,68.64,67.32
66.02,69.25,69.78,66.02
69.21,72.18,72.82,69.21
71.87,72.49,72.68,71.16
72.81,74.75,74.75,72.81
74.28,74.43,74.94,73.74
74.38,73.58,74.38,72.98
73.97,77.24,77.57,73.97
75.20,76.04,76.77,74.57
76.55,76.00,77.98,75.20
76.85,76.37,77.94,75.56
76.03,75.86,76.06,73.03
76.67,78.29,78.29,75.51
77.95,77.46,78.80,76.41
77.53,77.70,77.81,75.72
77.81,76.97,77.81,75.64
75.93,75.80,76.63,75.36
75.80,75.54,76.00,74.25
75.60,74.15,75.85,74.15
74.64,74.49,74.95,74.00
74.20,74.49,74.56,74.00
74.30,77.21,77.91,74.15
77.15,77.66,78.35,75.14
77.32,78.37,78.90,76.66
78.26,79.30,80.00,77.20
79.50,78.46,79.86,78.46
77.52,76.93,78.75,76.20
76.00,76.26,76.72,76.00
76.14,74.68,76.99,74.50
75.60,74.93,75.68,74.90
76.40,74.86,76.40,74.86
74.92,75.88,75.88,74.29
75.22,74.85,76.50,74.85
75.04,74.71,75.04,74.71
74.81,71.75,74.81,71.21
71.38,70.27,71.38,70.00
71.48,73.70,74.38,71.48
74.19,73.79,74.25,73.03
73.00,73.00,73.00,73.00
72.91,72.61,73.73,72.00
72.29,72.30,72.90,71.58
71.20,71.80,72.15,71.11
71.50,71.49,71.50,71.20
71.56,71.12,72.24,70.79
71.25,72.46,72.50,71.25
72.28,72.80,73.60,71.45
72.39,73.67,73.79,72.39
73.09,73.56,73.68,73.09
73.57,73.85,74.43,73.16
72.88,73.08,73.22,72.88
72.58,70.81,72.91,70.71
70.93,72.58,72.75,70.93
72.55,72.85,73.88,71.60
72.58,73.44,73.82,72.25
73.55,73.65,73.65,73.15
73.10,72.67,73.41,72.67
72.86,73.01,73.50,72.86
72.78,73.47,73.50,72.01
73.47,74.40,74.81,73.43
74.62,75.89,75.89,74.62
75.99,76.21,76.21,75.99
76.33,76.14,77.10,75.90
76.10,76.50,76.95,76.10
76.71,76.40,76.71,75.70
76.14,78.04,78.50,76.14
77.88,78.20,78.27,77.45
78.09,77.49,78.25,77.49
78.15,78.06,78.40,78.06
78.48,76.80,78.48,76.30
76.33,76.12,76.33,75.56
75.73,77.14,77.14,75.46
76.87,77.33,77.81,76.32
77.98,77.27,78.47,77.27
77.29,77.04,77.82,76.00
77.42,77.49,77.67,77.05
76.99,76.68,77.35,76.51
76.89,77.07,77.37,76.52
76.60,77.04,77.04,76.53
77.37,77.65,78.11,76.91
78.37,77.97,78.37,77.35
77.40,79.00,79.32,77.40
78.52,78.95,79.03,78.52
78.85,78.74,79.08,78.51
77.78,78.17,78.65,77.78
78.99,78.74,78.99,77.91
78.07,78.99,79.20,78.07
79.60,79.25,79.60,78.57
80.02,80.68,81.00,78.40
80.89,80.40,80.89,79.22
80.07,79.58,80.07,79.33
79.32,77.72,79.32,77.70
77.78,78.26,78.62,77.28
78.01,75.97,78.01,75.97
76.47,76.05,76.55,75.90
76.47,75.70,77.02,75.67
75.66,76.20,76.68,75.66
76.48,76.98,76.98,75.79
76.99,78.96,78.99,76.99
79.45,76.69,79.45,76.07
76.31,75.74,76.66,75.16
75.62,75.80,76.74,75.62
75.28,73.53,75.62,73.53
73.94,70.75,73.96,70.58
70.41,71.40,71.63,70.41
71.47,70.98,71.47,70.98
70.27,69.99,70.47,69.98
70.04,68.56,70.04,68.56
69.82,69.26,69.84,69.01
69.20,71.66,71.67,68.93
72.85,76.01,76.54,72.85
75.48,75.37,76.00,74.99
76.84,77.22,77.22,76.06
77.32,78.20,79.43,77.32
78.05,79.15,79.69,76.86
79.25,79.42,79.42,79.06
79.00,79.34,79.76,78.09
80.00,79.29,80.00,78.61
79.29,80.03,80.15,79.29
80.27,80.09,80.27,79.95
80.13,79.00,80.55,76.73
79.14,78.00,79.14,77.61
83.90,80.11,83.90,80.02
81.12,79.52,81.12,79.30
79.84,80.01,80.94,79.70
80.30,80.79,81.15,78.54
80.79,80.01,80.91,79.56
72.32,72.90,73.00,71.16
72.69,71.62,72.69,70.84
72.00,70.75,72.65,70.60
71.09,70.44,71.14,67.75
70.51,70.45,70.51,68.50
69.70,70.00,70.55,68.01
69.65,70.06,70.36,68.70
68.30,68.64,69.49,68.30
68.92,68.45,68.99,67.28
67.52,67.97,68.29,67.52
67.51,67.73,68.09,67.21
67.42,67.86,68.40,67.42
68.21,69.64,69.87,67.45
68.06,68.89,69.83,68.06
69.00,69.00,69.25,68.43
68.82,67.87,69.00,67.57
67.94,68.26,68.55,67.04
68.30,68.45,68.50,67.80
67.83,67.90,68.40,67.82
68.13,67.40,68.21,67.20
67.36,67.34,67.89,66.72
67.33,67.60,67.64,66.30
67.37,67.64,67.77,66.66
67.71,68.40,68.40,67.00
68.04,70.25,70.77,68.04
70.47,71.05,71.18,70.47
70.73,68.79,71.03,68.76
69.00,69.45,70.56,68.76
70.00,70.01,70.71,69.01
70.53,70.34,70.99,69.81
70.50,70.91,71.40,70.35
71.32,70.94,71.50,70.78
70.53,72.34,73.19,70.53
72.85,72.99,72.99,72.22
72.43,72.30,73.37,71.00
72.50,73.01,73.36,72.50
72.95,73.99,74.24,72.89
73.75,75.06,75.34,73.75
76.29,77.59,77.87,75.90
77.77,76.90,78.00,76.42
76.76,77.51,77.70,76.00
77.24,77.78,78.20,76.76
77.85,78.55,78.55,77.43
78.60,78.29,78.60,77.56
78.40,79.30,79.70,78.40
78.81,78.06,79.50,78.06
77.64,78.10,78.55,77.64
78.71,78.45,78.75,78.35
78.20,75.12,78.79,75.12
76.09,74.65,76.66,73.70
74.15,74.75,74.76,70.11
74.55,75.02,75.86,74.44
75.04,75.88,76.12,74.40
75.87,76.34,76.34,74.34
76.72,76.97,77.27,73.91
76.85,75.92,76.85,75.86
75.72,75.84,76.90,75.70
76.77,76.35,76.77,75.80
76.00,75.60,76.00,74.66
75.29,74.32,75.46,74.30
74.25,74.32,74.50,74.00
74.62,74.68,74.75,74.24
74.75,77.55,78.40,74.47
77.13,77.01,78.75,76.53
77.98,76.48,77.98,76.30
76.71,77.54,77.84,76.71
77.30,77.02,77.35,76.61
77.30,78.92,79.20,76.91
79.37,79.03,79.37,78.67
79.73,78.83,79.73,78.35
78.74,78.47,78.82,78.20
78.14,77.81,78.14,76.60
77.69,77.46,78.72,77.05
78.10,77.37,79.15,77.35
77.75,76.71,77.75,76.50
76.62,76.77,77.12,76.45
75.75,75.69,76.58,75.25
75.75,75.15,75.92,74.55
75.52,75.17,75.66,75.00
75.37,76.44,76.80,75.37
76.05,75.35,76.43,74.55
75.11,75.28,75.91,74.55
75.06,73.60,75.60,73.58
74.24,76.21,77.37,74.24
74.95,73.55,75.00,73.55
73.74,73.30,74.59,73.20
73.77,73.60,74.44,73.24
73.65,75.74,75.74,72.98
76.35,76.12,76.45,75.80
75.00,74.66,76.17,74.66
75.01,75.20,76.09,74.45
75.31,74.61,76.00,72.50
74.75,75.00,75.68,74.72
75.50,75.49,75.99,74.20
75.18,72.50,75.18,72.50
72.94,73.77,73.93,72.94
74.29,75.36,75.70,74.29
75.12,74.77,75.53,74.74
74.93,75.43,75.62,74.24
75.39,76.60,76.85,75.33
76.28,77.87,78.85,76.20
77.79,78.00,78.00,77.45
77.95,79.88,80.20,77.68
79.94,81.46,82.11,79.78
80.36,82.05,82.28,80.36
82.07,82.35,83.13,81.62
82.57,85.28,85.93,82.20
85.28,84.45,85.57,84.38
84.75,82.38,85.55,82.38
82.34,82.10,84.17,82.10
81.75,82.49,82.67,81.75
81.64,82.14,82.14,81.08
83.07,84.59,85.05,82.40
84.27,83.87,84.27,82.68
78.37,83.49,83.74,78.37
83.19,81.79,83.31,81.03
81.81,82.21,83.31,81.71
82.14,82.29,82.56,82.00
81.75,80.80,82.92,80.50
80.93,81.42,81.88,80.71
82.05,82.52,83.17,81.91
83.45,83.27,83.97,82.19
82.63,82.27,83.09,81.67
82.64,82.03,83.18,81.80
81.99,83.24,83.24,81.67
82.86,83.07,83.37,81.30
83.20,82.76,83.57,81.49
82.58,83.80,83.85,82.58
83.38,82.71,83.54,82.46
