LEA,Lear Corporation Common Stock,NASDAQ
48.85,48.01,49.04,47.65
47.88,49.69,49.82,47.88
49.26,49.60,49.77,48.87
49.85,50.30,50.47,49.83
50.86,50.82,51.19,50.43
50.28,48.49,50.60,48.12
48.61,49.75,50.00,48.53
48.97,49.83,50.04,48.88
49.99,49.83,50.57,49.26
50.19,49.72,50.37,49.58
49.56,48.32,49.74,48.16
48.52,49.07,49.53,48.06
48.93,48.32,48.93,47.64
48.19,48.16,48.76,47.56
48.78,50.50,50.76,48.77
49.93,48.50,49.93,48.23
48.61,47.70,48.88,47.30
48.25,48.57,48.92,48.18
48.31,47.84,48.60,47.79
47.88,50.25,50.49,47.88
50.23,49.93,51.50,49.93
49.20,50.10,50.26,48.69
50.09,50.86,51.05,50.00
50.78,51.07,51.70,50.23
51.30,52.35,52.44,50.65
52.82,53.56,54.59,52.37
53.63,53.48,54.79,53.46
53.70,53.85,54.09,53.23
53.85,53.07,53.85,52.55
52.91,52.34,53.19,52.13
53.23,54.61,54.90,53.06
53.60,54.21,54.21,52.56
53.45,53.22,53.95,52.88
52.91,52.62,53.25,52.49
52.96,53.28,54.23,52.53
53.45,53.06,54.09,52.42
53.19,52.36,53.49,51.84
52.23,50.71,52.23,50.59
51.24,51.13,51.57,50.33
51.41,51.40,51.67,50.50
51.72,52.73,52.95,51.01
52.33,52.48,53.20,52.27
51.85,51.88,52.22,51.35
51.80,50.67,51.80,50.33
50.22,48.45,50.54,48.27
48.40,48.00,49.34,47.91
47.30,49.00,49.07,46.63
49.90,48.62,50.39,47.76
48.07,45.82,48.58,45.82
46.18,47.05,47.16,44.73
45.32,43.38,46.39,43.02
44.02,44.42,44.87,41.76
42.89,40.82,42.89,40.27
41.80,43.16,43.76,40.61
41.56,42.60,43.91,41.22
42.87,44.18,45.19,42.57
44.60,45.61,46.55,44.29
46.16,46.15,46.88,45.61
45.55,45.54,46.18,44.84
45.84,44.02,46.12,43.58
42.27,42.06,42.55,40.34
40.86,40.97,41.67,39.98
41.91,40.98,42.62,40.82
41.18,41.67,42.08,40.64
41.54,43.85,44.05,40.99
44.02,43.32,44.50,43.00
42.72,44.16,44.27,42.11
44.91,46.67,46.74,44.77
46.38,46.83,47.10,46.14
46.91,47.78,48.10,46.42
47.55,45.50,47.61,45.07
44.32,44.11,44.66,43.42
42.90,42.92,43.41,42.19
43.74,44.47,44.82,43.69
44.02,43.84,44.49,43.36
43.05,42.24,43.83,41.68
41.51,41.84,42.48,40.45
42.13,42.75,43.08,41.45
42.87,43.94,44.60,42.55
44.17,45.53,45.75,44.16
45.28,45.19,45.57,44.65
44.25,45.07,45.29,43.96
45.05,43.84,45.56,43.80
43.47,40.83,43.69,40.82
39.41,39.33,40.07,38.32
39.01,39.77,40.54,38.63
40.12,40.99,41.08,38.55
42.05,43.22,43.70,41.99
43.15,42.53,43.50,42.28
43.36,44.08,44.37,43.03
43.35,42.90,43.78,42.33
42.38,41.03,43.44,41.03
40.38,43.27,43.38,38.64
43.22,43.88,44.21,42.16
43.70,45.33,45.36,43.30
45.49,44.84,46.30,44.44
45.87,46.61,46.74,45.79
46.34,47.60,47.85,45.66
48.00,47.74,48.90,47.67
47.24,47.00,47.39,46.06
47.79,48.46,48.63,47.32
48.21,47.33,48.46,47.18
47.37,48.20,48.80,46.16
48.00,46.77,48.00,46.40
46.55,46.87,47.00,45.51
47.79,48.09,49.38,47.77
48.56,49.38,49.47,48.17
49.21,48.38,49.24,47.81
49.19,48.26,49.49,47.46
49.23,49.69,50.18,49.22
48.35,47.60,48.37,44.52
46.78,46.91,47.47,46.13
45.04,45.39,46.20,44.15
46.19,44.71,46.19,44.41
45.27,45.95,46.45,43.83
45.52,45.24,46.05,44.42
45.24,45.04,45.44,44.31
45.25,44.79,45.30,44.03
43.28,42.02,43.54,41.91
42.72,42.87,43.14,42.48
43.51,43.45,44.19,43.21
43.37,43.06,43.63,42.64
42.69,42.75,43.26,42.33
42.49,41.81,43.00,41.77
41.83,41.09,41.87,39.96
41.22,40.49,41.70,40.49
39.83,39.64,39.99,39.44
39.48,40.08,40.23,39.41
39.81,40.02,40.35,39.79
39.74,40.19,40.40,39.74
41.62,41.14,42.02,40.72
41.31,40.16,41.33,40.04
40.90,41.93,42.09,40.87
41.60,40.86,42.10,40.35
41.17,41.50,42.34,40.62
42.11,42.44,43.22,42.03
42.56,41.34,42.56,41.25
40.97,41.47,41.71,40.66
40.90,40.59,41.43,40.20
40.77,40.43,41.35,40.04
40.12,39.35,40.15,39.06
39.48,36.80,39.59,36.06
36.79,36.03,36.79,35.60
36.29,36.25,36.70,36.01
36.60,36.65,37.02,36.33
36.72,36.19,37.03,35.97
36.90,36.94,37.28,36.63
37.16,37.91,38.11,36.51
38.10,39.43,39.93,38.05
39.63,40.58,40.68,39.40
40.49,40.00,40.58,39.71
39.96,39.69,40.23,39.38
39.72,39.75,39.97,39.51
39.59,39.80,40.14,39.48
40.65,40.73,41.28,40.37
40.71,41.05,41.64,40.71
40.79,42.01,42.10,40.60
41.84,42.50,42.93,41.55
42.77,40.92,42.77,40.50
41.22,41.67,42.12,40.65
41.09,41.39,41.93,40.10
41.54,42.31,42.45,40.93
41.80,41.36,41.95,41.16
42.00,41.39,42.62,41.36
41.37,42.70,42.80,41.13
42.78,43.25,43.52,42.13
43.13,43.41,43.60,43.04
42.27,42.38,43.18,41.12
42.05,42.45,42.56,41.34
42.49,42.65,42.78,41.90
42.83,42.21,43.45,42.00
41.87,41.95,42.38,41.75
41.70,41.70,41.83,41.21
42.15,41.90,42.19,41.61
42.40,43.00,43.32,41.96
43.71,42.50,43.74,42.26
43.61,45.46,45.69,43.60
45.09,45.59,45.84,45.00
45.38,45.08,45.67,44.99
45.23,45.18,45.37,44.93
45.20,45.15,45.43,44.78
44.71,44.93,45.26,44.13
45.22,44.66,45.62,44.17
44.42,44.52,45.09,43.98
45.04,44.91,45.54,44.61
45.00,46.32,47.29,44.91
46.67,46.13,46.74,45.75
46.00,45.45,46.31,44.94
45.54,45.24,45.69,44.90
45.38,45.74,45.86,44.83
45.98,46.81,47.59,45.78
46.53,46.08,46.59,45.50
46.03,45.79,46.19,45.58
45.50,45.21,46.12,45.14
45.42,46.36,46.49,45.32
46.12,46.43,46.94,46.12
46.23,45.36,46.29,45.27
44.73,43.73,44.73,43.37
43.76,43.88,44.70,43.76
44.35,45.12,45.36,44.34
45.07,45.63,45.97,45.00
45.60,44.68,45.69,44.61
45.09,45.35,45.37,44.79
45.33,45.59,46.25,45.32
45.65,46.04,46.30,45.64
47.44,46.91,48.25,46.52
47.04,47.01,47.26,46.39
46.48,46.64,47.11,46.16
46.58,46.65,46.81,46.39
46.11,46.35,46.41,45.95
46.34,46.33,46.58,45.75
46.78,46.77,47.20,46.57
46.84,46.73,47.03,46.35
46.54,45.82,46.72,45.31
45.63,46.46,46.57,45.48
46.89,46.49,46.92,45.89
46.38,46.96,47.35,46.24
46.99,46.62,47.38,46.39
46.12,45.70,46.34,45.04
45.47,45.61,45.92,45.26
44.92,44.52,44.92,44.24
44.52,43.11,44.52,42.63
43.83,43.98,44.10,43.48
43.65,44.42,44.75,43.61
44.21,43.36,44.35,43.32
44.23,43.26,44.23,43.15
43.76,43.93,44.33,43.53
43.80,43.91,44.15,43.77
43.88,43.09,44.50,42.96
43.17,43.05,43.50,42.88
42.39,42.35,42.56,42.08
42.36,41.94,42.83,41.91
42.40,42.66,42.93,42.21
42.70,42.74,42.84,42.15
42.99,42.82,43.30,42.63
42.51,41.50,42.58,41.26
41.56,41.87,42.27,41.24
41.58,40.97,41.58,40.47
42.98,41.65,43.00,41.43
41.58,41.15,41.63,40.74
41.64,42.65,42.72,41.49
42.32,41.81,42.36,41.35
41.08,41.75,42.30,40.98
42.35,42.17,42.90,42.04
41.72,41.95,42.90,41.69
41.36,41.08,41.41,40.74
41.02,40.22,41.06,40.10
40.51,40.09,41.23,40.07
40.17,39.37,40.39,39.25
39.48,38.62,39.58,38.46
38.68,39.60,39.89,38.68
39.61,39.58,39.91,39.36
39.40,40.57,40.70,39.25
40.71,40.50,40.93,39.97
40.29,41.01,41.02,40.25
41.33,41.18,41.88,41.00
40.59,40.00,40.66,39.69
39.85,39.85,40.12,39.11
38.52,38.07,39.07,38.00
38.15,37.41,38.42,37.15
37.12,37.52,37.93,37.12
38.10,38.77,38.80,38.05
39.47,38.85,39.60,38.72
38.80,39.17,39.38,38.38
39.53,37.82,39.59,37.74
37.87,38.25,38.35,37.61
38.21,37.81,38.56,37.55
37.79,37.39,38.01,37.00
37.50,37.57,37.77,37.33
37.45,37.78,37.79,37.33
38.12,38.70,38.89,38.03
38.59,38.58,39.00,38.30
38.77,37.77,38.77,37.74
37.98,37.99,38.17,37.76
37.21,37.17,37.49,36.96
37.17,37.27,37.43,36.66
37.15,37.35,37.57,37.15
37.02,37.40,37.40,36.87
38.10,37.73,38.16,37.19
37.94,37.41,37.98,37.16
37.39,38.32,38.57,37.33
38.32,38.19,38.78,38.11
37.80,37.72,37.96,37.34
37.32,36.98,37.45,36.60
37.13,37.20,37.48,36.76
37.16,37.75,37.82,37.02
37.44,37.04,37.47,36.76
37.13,38.23,38.36,37.13
37.95,37.40,37.99,37.20
37.55,37.97,38.01,37.12
37.64,38.26,38.64,37.58
37.77,37.09,37.95,36.74
36.72,36.70,37.15,36.46
35.63,36.45,36.68,35.61
36.45,35.24,36.50,34.94
35.39,34.93,35.53,34.87
35.66,34.81,35.66,34.81
35.27,36.31,36.47,35.09
36.36,35.77,36.52,35.68
35.76,35.55,36.21,35.45
35.83,35.71,36.56,35.68
37.58,36.63,37.71,36.00
37.26,37.84,38.00,37.19
37.52,38.47,38.80,37.31
38.74,39.37,39.50,38.72
39.29,39.58,39.69,38.76
39.46,39.53,39.79,39.31
39.55,39.77,39.92,39.46
39.76,39.66,39.91,39.31
39.95,39.66,40.24,39.50
39.60,40.02,40.20,39.38
40.05,40.51,40.95,40.05
40.55,40.82,41.00,40.55
40.89,40.95,40.96,40.52
40.92,40.94,41.38,40.83
40.81,40.89,41.03,40.48
40.70,40.25,40.83,40.21
40.22,39.78,40.24,39.44
39.78,39.23,39.89,39.19
39.29,39.37,39.68,39.23
39.35,39.28,39.66,39.10
39.14,38.74,39.21,38.39
39.10,38.83,39.31,38.48
38.60,38.14,38.78,37.70
38.08,38.39,38.47,37.79
38.67,39.82,39.89,38.52
39.80,40.50,40.89,39.60
40.54,40.19,40.96,40.17
40.35,40.76,41.10,40.18
40.94,40.50,41.15,40.24
40.36,40.62,40.71,39.73
40.92,42.07,42.08,40.77
41.81,41.15,41.99,40.99
41.19,40.69,41.37,40.64
40.77,40.45,41.06,40.27
40.08,39.49,40.21,39.29
39.98,39.36,40.10,39.11
39.02,38.82,39.34,38.81
38.90,37.75,38.90,37.64
37.61,37.43,38.00,37.17
37.87,37.76,38.08,37.54
37.59,37.79,37.81,37.29
38.08,38.45,38.98,37.99
38.79,39.24,39.28,38.11
39.42,40.04,40.10,39.15
40.11,41.08,41.25,40.11
41.39,40.71,41.49,40.52
40.48,40.79,40.96,40.31
40.85,40.14,40.91,39.80
40.20,39.85,40.32,39.48
40.06,39.75,40.21,39.50
39.51,39.74,40.19,39.43
39.82,40.07,40.19,39.69
40.15,40.55,40.61,40.07
40.48,41.12,41.24,40.21
41.06,41.71,41.86,40.93
41.64,41.39,41.64,40.74
41.00,41.85,41.87,40.99
40.86,40.98,41.06,39.95
41.17,40.51,41.17,40.29
41.02,41.00,41.40,40.65
42.00,41.74,43.70,41.21
41.82,42.60,42.92,41.54
42.49,43.00,43.07,42.35
43.42,42.88,43.42,42.67
42.81,42.94,43.27,42.57
42.51,43.30,43.57,42.51
42.60,42.61,42.95,42.17
42.64,41.92,42.92,41.92
41.68,42.03,42.58,41.68
42.18,41.45,42.19,41.39
41.28,41.32,41.50,41.00
41.50,40.40,41.50,40.29
40.35,40.33,40.93,39.83
40.28,40.49,40.69,39.76
41.75,42.28,42.28,41.51
42.12,41.94,42.39,41.77
41.90,42.18,42.40,41.84
42.56,42.98,43.03,42.35
42.89,42.62,42.89,42.12
42.60,42.63,42.98,42.53
42.33,43.06,43.19,42.08
43.38,43.82,43.91,42.91
43.65,43.67,43.85,43.15
43.93,43.17,44.13,43.01
43.15,43.83,43.89,43.10
43.85,43.40,44.02,43.10
43.29,43.80,43.81,43.04
44.00,44.64,44.72,44.00
44.57,45.67,45.78,44.49
45.87,45.64,46.10,45.43
45.83,45.74,46.29,45.65
45.69,45.27,45.94,45.08
45.25,45.19,45.50,45.00
45.42,44.52,45.58,44.34
44.48,45.84,45.84,44.48
46.00,45.95,46.71,45.95
46.04,46.16,46.19,45.66
45.53,45.55,45.90,45.32
45.63,45.78,45.83,45.28
45.76,45.74,46.05,45.64
45.74,45.94,46.09,45.35
45.62,45.95,46.12,45.55
45.94,46.84,46.90,45.72
47.21,47.45,47.58,47.06
47.30,47.14,47.94,46.67
47.11,47.33,47.54,46.65
47.19,47.77,47.77,47.09
47.67,47.90,48.09,47.65
48.01,48.11,48.37,47.82
48.37,48.00,48.49,47.65
48.06,48.01,48.24,47.38
48.15,48.12,48.44,46.83
47.79,48.29,48.52,47.30
48.37,48.25,48.45,47.77
48.44,48.46,48.82,48.44
48.20,48.02,48.20,47.32
48.02,47.80,48.07,47.23
47.69,47.60,47.69,47.21
47.55,48.32,48.50,47.30
48.50,49.04,49.28,48.45
49.28,48.85,49.43,48.37
48.75,49.41,50.51,48.43
49.50,48.72,49.50,48.55
48.73,49.00,49.04,48.24
49.40,49.60,50.08,48.50
49.44,49.32,49.87,49.13
49.49,50.00,50.38,49.47
49.80,50.76,50.76,49.75
50.77,50.77,50.93,50.22
53.46,53.98,54.99,52.51
53.83,53.43,53.98,53.12
54.29,54.46,54.98,53.96
54.46,54.19,55.29,54.18
54.00,55.23,55.30,53.99
55.28,55.41,55.85,55.21
55.57,55.79,56.08,55.50
55.73,54.39,55.91,54.28
54.41,53.87,54.41,53.48
54.13,54.13,54.26,53.72
54.31,53.27,54.80,53.23
53.57,53.22,53.86,52.10
53.23,54.00,54.25,53.23
54.02,53.42,54.35,53.41
53.03,53.06,53.67,52.65
52.98,53.22,53.45,52.87
53.37,53.74,54.19,53.36
53.91,53.93,54.44,53.59
54.07,54.07,55.05,53.92
54.39,54.96,55.15,54.30
54.83,55.57,55.68,54.63
55.63,55.37,55.85,55.26
55.38,55.72,55.89,55.31
55.71,56.01,56.07,55.60
55.97,56.46,56.70,55.92
55.65,55.87,56.46,55.26
55.97,55.54,56.46,55.28
55.76,56.17,56.33,55.58
55.71,55.39,56.02,55.36
55.64,54.91,55.64,54.77
54.45,54.18,55.03,54.09
54.54,54.81,54.92,54.03
54.55,55.01,55.13,54.38
54.95,54.87,55.15,53.56
56.89,55.40,56.89,55.18
55.79,54.93,56.04,54.91
55.09,54.25,55.30,54.03
54.23,53.64,54.23,53.27
52.98,52.71,53.15,52.31
52.75,52.28,52.80,51.93
52.41,53.04,53.25,52.28
53.34,54.43,54.52,53.06
54.52,54.98,55.08,54.50
54.59,54.66,54.89,54.43
54.23,52.83,54.36,52.64
53.31,53.05,53.40,52.53
52.49,51.56,52.54,50.92
51.71,50.98,51.73,50.73
51.37,51.97,52.01,50.86
52.18,53.10,53.12,51.68
53.46,53.07,53.75,52.98
53.05,53.95,54.17,53.05
57.50,57.38,58.88,56.20
57.86,56.84,57.86,56.41
57.02,57.06,57.44,56.79
57.45,57.78,57.92,57.00
57.78,57.49,58.16,57.34
57.52,57.39,57.78,56.93
58.05,57.54,58.41,57.46
57.71,58.20,58.57,57.71
58.48,59.14,59.21,58.46
59.32,60.00,60.03,59.26
60.10,59.91,60.24,59.55
59.93,60.48,60.51,59.77
60.50,59.83,60.58,59.56
59.82,60.09,60.39,59.80
60.06,60.02,60.19,59.70
59.91,59.60,60.27,59.58
60.02,61.03,61.30,60.02
61.02,60.85,61.25,60.66
60.81,60.86,61.25,60.77
60.84,60.58,61.51,60.25
59.68,60.03,60.29,58.88
59.63,60.20,60.22,59.24
61.04,60.70,61.15,60.49
60.28,60.73,60.97,60.07
60.98,60.80,61.49,60.63
60.68,59.98,61.08,59.97
60.03,59.99,60.35,58.93
60.08,59.44,60.32,59.22
59.08,58.53,59.38,58.06
58.61,58.29,58.92,57.77
58.60,60.04,60.09,58.44
60.36,59.75,60.36,59.65
59.06,58.97,59.68,58.93
59.76,59.02,59.90,58.83
59.11,60.76,60.88,58.68
60.64,60.31,60.92,60.01
60.73,60.20,60.91,59.88
60.40,60.93,61.34,60.32
61.18,60.37,61.20,60.35
59.51,58.56,59.63,58.09
