LEA,Lear Corporation Common Stock,NASDAQ
132.22,136.60,137.53,132.22
137.12,138.13,138.52,136.47
138.03,138.80,138.80,137.17
138.22,134.50,138.22,133.77
134.51,135.64,136.47,134.19
133.95,134.06,136.09,133.00
134.32,134.22,136.14,133.13
135.21,134.75,137.05,134.23
135.29,135.69,135.88,133.59
137.01,136.60,137.29,135.79
136.74,136.01,136.78,134.54
135.54,133.61,136.06,132.90
133.59,133.55,134.55,132.57
133.73,134.84,135.59,132.62
135.50,132.63,135.72,132.50
133.05,132.70,133.94,132.62
133.56,132.37,133.71,131.82
133.20,132.92,135.84,132.29
133.05,136.28,136.60,132.81
136.28,136.51,136.96,134.17
136.87,136.90,137.84,136.05
136.98,135.97,137.43,135.20
138.05,142.77,143.62,137.71
143.10,143.99,144.57,142.31
144.23,142.96,144.23,140.76
142.72,143.33,144.32,142.36
